UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
17LA00001,17,T3853,45,,34,Z0000,83,6.0,6,02,00,1,7,Y,,010817,8,8,2,2,0,2,8.8,1,1,Z4129,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,2,1,1,1.0,57,2017-01-08,0.0,55,121,1,,
17LA00002,17,T3853,45,,34,Z0000,83,6.0,6,02,00,1,7,Y,,010817,8,8,2,2,0,2,8.8,1,1,Z4130,83,,00,,,,,,.,RAM.LAMB.SIRE,1,1,..,,M,2,,0,0,0,1,1,1.0,63,2017-01-08,0.0,57,121,1,,
17LA00003,17,R8590,11,,65,Z0000,83,7.0,7,07,00,2,0,N,,010917,9,5,2,3,0,2,11.0,1,1,Z4131,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,BLD,M,1,,1,1,1,1,1,1.0,72,2017-01-09,0.0,68,121,1,,
17LA00004,17,H8524,05,,39,Z0000,83,3.0,3,30,00,1,7,N,,010917,9,9,3,2,0,2,9.9,1,1,Z4132,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,3,1,1,1.0,76,2017-01-09,0.0,74,121,1,,
17LA00005,17,H8524,05,,39,Z0000,83,3.0,3,30,00,1,7,N,,010917,9,9,3,2,.,.,6.6,1,1,.,,,,1,9,44,,,.,DAB,1,1,..,,M,2,,0,0,0,0,0,0.0,0,2017-01-09,0.0,,,,,
17LA00006,17,H8524,05,,39,Z0000,83,3.0,3,30,00,1,7,N,,010917,9,9,3,2,.,.,8.8,1,1,.,,,,1,9,44,,,.,DAB,1,1,..,,M,3,,0,0,0,0,0,0.0,0,2017-01-09,0.0,,,,,
17LA00007,17,T4187,45,,48,Z0000,83,5.0,5,02,00,2,0,N,,010917,9,5,4,2,0,3,9.9,1,1,Z4133,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,1,1,1,1.0,80,2017-01-09,0.0,81,121,1,,
17LA00008,17,R8158,11,,26,Z0000,83,7.0,7,07,00,1,0,Y,,011017,10,5,4,3,0,2,11.0,1,1,Z4134,83,,00,6,75,21,,,EARLY,RAM.LAMB.SIRE,1,1,..,BLD,M,1,,1,1,1,1,0,,,2017-01-10,0.0,,,,,
17LA00009,17,H9225,05,,30,Z0000,83,2.0,2,30,00,1,0,Y,,010917,9,7,2,3,0,2,12.1,1,1,Z4135,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,2,1,1,1.0,72,2017-01-09,0.0,72,121,1,,
17LA00010,17,H9225,05,,30,Z0000,83,2.0,2,30,00,1,0,Y,,010917,9,7,2,1,.,.,5.5,1,1,.,,,,1,9,44,,,.,DAB,1,1,..,,M,2,,0,0,0,0,0,0.0,0,2017-01-09,0.0,,,,,
