UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
06LA00001,06,K3133,64,68,05K,00360,00,2.0,2,06,06,1,0,n,G,030706,66,7,4,1,10.2,1,1,K3585,64,6T,06,6,70,19,,,,,.,.,..,.,J,1,,1,1,2,1,0,0.0,0,,0.0,,,2006-03-07,0.0
06LA00002,06,K3133,64,68,05K,00360,00,2.0,2,06,06,1,0,n,G,030706,66,7,4,1,7.5,1,1,,,6T,06,1,66,44,,,,,.,.,..,.,J,2,,0,0,0,0,0,0.0,0,,0.0,,,2006-03-07,0.0
06LA00003,06,K3191,64,68,04K,00337,00,2.0,2,06,06,1,0,n,G,030806,67,2,0,.,0.0,1,.,,,6T,06,0,67,27,,,"THIN, SICK",,.,.,..,.,J,1,,1,1,2,0,0,0.0,0,,0.0,,,2006-03-08,0.0
06LA00004,06,K3191,64,68,04K,00337,00,2.0,2,06,06,1,0,n,G,030806,67,2,0,.,0.0,1,.,,,6T,06,0,67,27,,,DEAD,,.,.,..,.,J,2,,0,0,0,0,0,0.0,0,,0.0,,,2006-03-08,0.0
06LA00005,06,R5728,11,18,e22,R4348,11,1.0,1,07,07,4,0,y,M,030106,60,0,0,.,0.0,1,.,,,18,07,0,60,27,,,,,.,.,..,.,J,1,,1,1,1,0,0,0.0,0,,0.0,,,2006-03-01,0.028
06LA00006,06,R4822,11,18,37,R4405,11,2.0,2,07,07,1,0,n,M,030506,64,2,0,.,0.0,1,.,,,18,07,0,64,27,,,LAME.LR.FOOT,,.,.,..,RMB,J,1,,1,1,2,0,0,0.0,0,,0.0,,,2006-03-05,0.018
06LA00007,06,R4822,11,18,37,R4405,11,2.0,2,07,07,1,0,n,M,030506,64,2,0,.,0.0,1,.,,,18,07,0,64,27,,,,,.,.,..,RMB,J,2,,0,0,0,0,0,0.0,0,,0.0,,,2006-03-05,0.018
06LA00008,06,R4307,11,18,35,R3321,11,2.0,2,07,43,1,0,y,M,021606,47,2,0,.,0.0,1,.,,,18,07,0,47,27,,,,,.,.,..,RMB,J,1,,1,1,2,0,0,0.0,0,,0.0,,,2006-02-16,0.037
06LA00009,06,R4307,11,18,35,R3321,11,2.0,2,07,43,1,0,y,M,021606,47,2,0,.,0.0,1,.,,,18,07,0,47,27,,,,,.,.,..,RMB,J,2,,0,0,0,0,0,0.0,0,,0.0,,,2006-02-16,0.037
06LA00010,06,T9262,44,41,61,00000,00,4.0,4,02,00,2,7,n,S,020106,32,7,2,3,10.0,1,1,X2984,82,00,00,,0,,,,,,.,.,..,SPG,J,1,3,1,1,2,1,1,1.0,91,1,117.0,180,1,2006-02-01,0.0
06LA04187,06,T9819,44,ID,53,T9657,44,2.0,2,02,02,2,I,n,I,,,,,,0.0,,,,,ID,02,,0,,,,,,.,.,..,.,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.076
06LA04188,06,T9880,44,48,63,T9593,44,2.0,2,02,02,2,0,n,M,,,,,,0.0,,,,,48,02,,0,,,,,,.,.,..,.,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.013
06LA04189,06,T9909,44,ID,61,04047,00,2.0,2,02,02,2,I,n,I,,,,,,0.0,,,,,ID,02,,0,,,,,,.,.,..,.,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
06LA04190,06,X0034,82,97,21,04260,00,3.0,3,97,Tx,1,0,n,T,,,,,,0.0,,,,,00,TS,,0,,,,,,.,.,..,.,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
06LA04191,06,Z6276,81,97,21,04260,00,6.0,6,97,Tx,1,0,n,T,,,,,,0.0,,,,,00,TS,,0,,,,,,.,.,..,.,Y,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
06LA04192,06,Z7134,81,97,25,00454,00,5.0,5,97,Tx,1,0,n,T,,,,,,0.0,,,,,00,TS,,0,,,,,,.,.,..,.,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
06LA04193,06,Z7893,81,97,26,04014,00,4.0,4,97,Tx,1,0,n,T,,,,,,0.0,,,,,00,TS,,0,,,,,,.,.,..,.,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
06LA04194,06,Z8725,81,97,25,00454,00,3.0,3,97,Tx,1,0,n,T,,,,,,0.0,,,,,00,TS,,0,,,,,,.,.,..,.,Y,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
06LA04195,06,Z8726,81,97,26,04014,00,3.0,3,97,Tx,1,0,n,T,,,,,,0.0,,,,,00,TS,,0,,,,,,.,.,..,.,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
06LA04196,06,Z9459,81,00,BLK,Z7885,81,3.0,3,00,97,1,1,y,X,,,,,,0.0,,,,,00,00,,0,,,,,,.,.,..,BLK,J,1,1,1,0,0,0,0,0.0,0,,0.0,,,,0.0
