UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
13LA00001,13,H7448,05,,e19,H7324,05,1.0,1,30,30,4,0,Y,,021413,45,0,0,.,.,.,0.0,.,.,.,,,,0,45,27,,,ABORTED@ML,IMM,1,1,..,,M,1,,1,1,1,0,0,0.0,0,2013-02-14,0.044,,,,,
13LA00002,13,L0667,70,,e9,L0289,70,1.0,1,PC,PC,4,0,N,,022113,52,0,0,.,.,.,0.0,.,.,.,,,,0,52,27,,,ABORTED@ML,IMM,1,1,..,OR,M,1,,1,1,1,0,0,0.0,0,2013-02-21,0.002,,,,,
13LA00003,13,K4798,64,,1,X7486,82,2.0,2,06,TS,1,0,N,,022313,54,0,0,.,.,.,0.0,.,.,.,,,,0,54,27,,,ABORTED@ML,IMM,1,1,..,,M,1,,1,1,1,0,0,0.0,0,2013-02-23,0.0,,,,,
13LA00004,13,X7120,82,99,15,Z0053,83,5.0,5,S3,C3,1,,N,,030213,61,4,0,.,.,.,0.0,.,.,.,,,,1,61,44,,,ABORTED@ML,DAB,1,1,..,OR,M,1,,1,1,2,0,0,0.0,0,2013-03-02,0.003,,,,,
13LA00005,13,Z0760,83,,23,Z1459,00,2.0,2,97,Tx,1,0,N,,030313,62,5,2,2,0,3,9.4,5,1,Z1469,83,,TS,,,,,,LAMBED@ML,40BRN,1,1,..,GRN,M,1,,1,1,1,1,1,1.0,78,2013-03-03,0.0,39,115,3,,
13LA00006,13,X7120,82,99,15,Z0053,83,5.0,5,S3,C3,1,,N,,030213,61,4,0,.,.,.,0.0,.,.,.,,,,1,61,44,,,.,DAB,1,1,..,OR,M,2,,0,0,0,0,0,0.0,0,2013-03-02,0.003,,,,,
13LA00007,13,L0296,70,,17,L0105,70,2.0,2,PC,PC,1,0,N,,030713,66,4,0,2,.,.,10.4,5,1,.,,,,1,66,44,,,RP?,DAB,1,1,..,OR,J,1,,1,1,2,0,0,0.0,0,2013-03-07,0.002,,,,,
13LA00008,13,L0296,70,,17,L0105,70,2.0,2,PC,PC,1,0,N,,030713,66,4,0,2,.,.,9.8,5,1,.,,,,1,66,44,,,.,DAB,1,1,..,OR,J,2,,0,0,0,0,0,0.0,0,2013-03-07,0.002,,,,,
13LA00009,13,L0514,70,,20,L0492,70,2.0,2,PC,PC,1,0,N,,030813,67,4,1,1,.,2,10.6,5,1,.,,,,1,67,44,,,2.DAB,DAB,1,1,..,OR,J,1,,1,1,2,0,0,0.0,0,2013-03-08,0.01,,,,,
13LA00010,13,L0514,70,,20,L0492,70,2.0,2,PC,PC,1,0,N,,030813,67,4,1,2,.,2,9.0,5,1,.,,,,1,67,44,,,.,DAB,1,1,..,OR,J,2,,0,0,0,0,0,0.0,0,2013-03-08,0.01,,,,,
13LA03857,13,H2097,05,82,BRT,K0000,64,8.0,8,30,06,5,0,Y,,051613,136,8,2,3,0,2,13.0,1,1,Z2242,83,,33,,,,,,.,.,1,1,..,BTG,J,1,,1,1,2,1,1,1.0,100,2013-05-16,0.0,22,149,H,,
13LA03858,13,H2097,05,82,BRT,K0000,64,8.0,8,30,06,5,0,Y,,051613,136,8,2,3,0,2,11.1,1,1,Z2243,83,,33,,,,,,.,.,1,1,..,BTG,J,2,,0,0,0,1,1,1.0,84,2013-05-16,0.0,17,149,H,,
13LA03859,13,Z0669,83,,BRT,X0000,82,2.0,2,CP,97,5,7,Y,,051613,136,5,3,3,0,2,17.0,5,1,Z2244,83,,00,,,,,,.,80BLK,1,1,..,BRT,J,1,,1,1,1,1,1,1.0,143,2013-05-16,0.0,30,149,H,,
13LA03860,13,H2810,05,00,BRT,X0000,82,7.0,7,CP,97,5,7,Y,,051613,136,5,3,3,0,2,16.9,5,1,Z2245,83,,00,,,,Z2240,+,GOT A GRAFT TOO,90BRN,3,4,..,BRT,J,1,,1,1,1,1,1,1.5,118,2013-05-16,0.0,25,149,H,,
13LA03861,13,T4030,45,,BRT,X0000,82,2.0,2,02,97,5,7,Y,,051613,136,5,3,2,0,2,18.0,5,1,Z2246,83,,00,,,,,,.,20BLK,8,1,..,BRT,J,1,,1,1,1,1,1,1.0,142,2013-05-16,0.0,30,149,H,,
13LA03862,13,T3815,45,,BRT,X0000,82,2.0,2,02,97,5,7,Y,,051613,136,8,2,3,0,2,10.2,5,1,Z2247,83,,00,3,142,93,,,.,80BLK,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2013-05-16,0.0,,,,,
13LA03863,13,T3815,45,,BRT,X0000,82,2.0,2,02,97,5,7,Y,,051613,136,8,2,3,0,2,10.4,5,1,Z2248,83,,00,,,,,,.,60BLK,1,1,..,BRT,J,2,,0,0,0,1,1,1.0,83,2013-05-16,0.0,11,149,H,,
13LA03864,13,H1610,05,83,BRT,K0000,64,8.0,8,30,06,5,7,Y,,051613,136,5,2,2,0,2,15.6,1,1,Z2249,83,,33,,,,,,OUT OF DRYS,HAIRY,1,1,..,BTG,J,1,,1,1,1,1,1,1.0,117,2013-05-16,0.0,25,149,H,,
13LA03865,13,H3649,05,88,BRT,K0000,64,6.0,6,30,06,5,7,Y,,052013,140,8,1,2,0,4,12.2,1,1,Z2250,83,,33,,,,,,WARTY TEATS,P.,1,1,..,BTG,J,1,,1,1,2,1,1,1.0,92,2013-05-20,0.0,18,149,H,,
13LA03866,13,H3649,05,88,BRT,K0000,64,6.0,6,30,06,5,7,Y,,052013,140,8,1,3,0,2,13.0,1,1,Z2251,83,,33,6,177,10,,,.,P.UGLY,1,1,..,BTG,J,2,,0,0,0,1,0,,,2013-05-20,0.0,18,149,H,,
