UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
12LA00001,12,H4805,05,,M3,X0000,82,3.0,3,30,97,2,0,Y,.,022112,52,0,0,.,0.0,.,.,.,,,,0,52,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,MP,J,1,,1,1,1,0,0,0.0,0,2012-02-21,0.0,,,,,
12LA00002,12,X5812,82,97,15,K4438,64,4.0,4,97,06,1,0,N,.,022312,54,9,0,.,0.0,.,.,.,,,,0,54,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,3,0,0,0.0,0,2012-02-23,0.0,,,,,
12LA00003,12,X8791,82,,6,X7419,82,2.0,2,97,TC,1,0,N,.,022312,54,0,0,.,0.0,.,.,.,,,,0,54,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-02-23,0.0,,,,,
12LA00004,12,H7061,05,,e10,H6258,05,1.0,1,30,30,4,0,Y,.,021512,46,0,0,.,0.0,.,.,.,,,,0,46,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-02-15,0.028,,,,,
12LA00005,12,Z0340,83,,e6,X8686,82,1.0,1,CM,CM,4,0,N,.,021512,46,0,0,.,0.0,.,.,.,,,,0,46,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-02-15,0.019,,,,,
12LA00006,12,Z0428,83,,e20,K0000,64,1.0,1,R3,06,4,0,Y,.,021512,46,0,0,.,0.0,.,.,.,,,,0,46,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,MP,J,1,,1,1,1,0,0,0.0,0,2012-02-15,0.0,,,,,
12LA00007,12,X8947,82,00,brt,X0000,82,2.0,2,33,97,5,0,Y,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,brt,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.0,,,,,
12LA00008,12,X8906,82,,37,X7276,82,2.0,2,SC,T3,1,0,N,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.003,,,,,
12LA00009,12,T3213,45,,30,T3164,45,2.0,2,02,02,1,0,N,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.037,,,,,
12LA00010,12,K4653,64,,15,K4438,64,2.0,2,06,06,1,0,N,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.065,,,,,
12LA03459,12,K4266,64,6M,V2,R6633,11,4.0,4,06,07,5,0,Y,.,041612,107,8,2,3,8.9,1,1,Z1401,83,,00,7,197,97,,,.,PINK,1,1,..,VAL,J,2,,0,0,0,1,0,,0,2012-04-16,0.0,13,122,H,,
12LA03460,12,H6634,05,,e19,X0000,82,1.0,1,30,97,4,0,Y,.,041612,107,5,2,3,10.0,5,1,Y1183,50,,00,,,,,,.,90BRN.SCOURS,1,1,..,MP,J,1,,1,1,1,1,1,1.0,56,2012-04-16,0.0,16,130,1,,
12LA03461,12,R8239,11,,M1,K0000,64,2.0,2,07,06,2,0,Y,.,041712,108,5,2,3,13.0,1,1,Y1184,50,,00,,,,,,.,SCOURS,1,1,..,MP,J,1,,1,1,1,1,1,1.0,100,2012-04-17,0.0,29,130,1,,
12LA03462,12,Z0231,83,,e3,X8670,82,1.0,1,C3,S3,4,0,N,.,041712,108,5,2,2,12.2,2,1,L0983,70,,PC,6,146,10,,,UTERIN PROP.,4.10BLK.SCOURS,1,1,..,OR,J,1,,1,1,1,1,0,0.0,0,2012-04-17,0.008,26,130,3,,
12LA03463,12,H2934,05,00,FL-,H0000,05,5.0,5,33,30,F,7,Y,.,070712,189,8,3,3,14.0,1,1,Z1450,83,,00,,,,,,FROM.DRY.BAND,PINK.PROC.711,1,1,..,brt,D,1,,1,1,2,1,0,,0,2012-07-07,0.0,,,,,
12LA03464,12,H2934,05,00,FL-,H0000,05,5.0,5,33,30,F,7,Y,.,070712,189,8,3,3,9.5,1,1,Z1451,83,,00,,,,,,HAIRY,PROC.711,1,1,..,brt,D,2,,0,0,0,1,0,,0,2012-07-07,0.0,,,,,
12LA03465,12,T2557,45,,FL-,H0000,05,3.0,3,02,30,F,7,Y,.,070912,191,5,3,2,18.0,1,1,Z1452,83,,00,,,,,,LAMBED@HUMPHREY,PROC.717,1,1,..,brt,H,1,,1,1,1,1,0,,0,2012-07-09,0.0,,,,,
12LA03466,12,X9297,82,00,FL-,H0000,05,2.0,2,33,30,F,7,Y,.,071812,200,5,2,3,19.4,1,1,Z1453,83,,00,,,,,,FROM.DRY.BAND,PROC.723,1,1,..,brt,D,1,,1,1,1,1,0,,0,2012-07-18,0.0,,,,,
12LA03467,12,T2950,45,,30,,,2.0,2,02,,1,0,N,.,,,,3,,0.0,,,,,,,,,,R9321,+,,,,,,,,G,,0,0,0,0,0,0.5,0,,0.028,,,,,
12LA03468,12,R7964,11,,M4,,,3.0,3,07,,2,0,Y,.,,,,4,,0.0,,,,,,,,,,Y1009,+,,,,,,,,G,,0,0,0,0,0,0.5,0,,0.0,,,,,
