UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
16LA02147,16,T3878,45,,64,Z0000,83,5.0,5,02,97,2,7,N,,041816,109,5,3,3,0,2,18.0,5,1,Z4077,83,,20,,,,,,.,.,3,3,..,,J,1,,1,1,1,1,1,1.0,120,2016-04-18,0.0,39,132,2,,
16LA02148,16,R8798,11,,16,Z0000,83,5.0,5,07,97,1,0,Y,,041816,109,5,3,3,0,2,16.5,5,1,Z4078,83,,10,,,,,,.,.,1,1,..,BLD,J,1,,1,1,1,1,1,1.0,125,2016-04-18,0.0,35,132,2,,
16LA02149,16,S0265,12,,48,Z0000,83,2.0,2,07,97,1,0,N,,041916,110,5,2,2,0,2,18.3,5,1,Z4079,83,,10,,,,,,.,1ST.95BLK,1,1,..,,J,1,,1,1,1,1,1,1.0,108,2016-04-19,0.0,35,132,2,,
16LA02150,16,Z2028,83,,19,Z0000,83,3.0,3,CM,97,1,0,N,,042016,111,5,3,2,0,4,17.9,5,1,Z4080,83,,SY,,,,,,.,1ST.40BLK,1,1,..,OR,J,1,,1,1,1,1,1,1.0,101,2016-04-20,0.0,26,123,H,,
16LA02151,16,X8719,82,,19,Z0000,83,6.0,6,CM,97,1,0,N,,042016,111,8,3,3,0,4,15.8,5,1,Z4081,83,,SY,,,,,,.,1ST.OMPHALITIS,1,1,..,ORB,J,1,,1,1,2,1,1,1.0,112,2016-04-20,0.0,19,118,H,,
16LA02152,16,X8719,82,,19,Z0000,83,6.0,6,CM,97,1,0,N,,042016,111,8,3,2,0,2,15.7,5,1,Z4082,83,,SY,,,,,,.,2ND.90GREY,1,1,..,ORB,J,2,,0,0,0,1,1,1.0,107,2016-04-20,0.0,21,118,H,,
16LA02153,16,X8894,82,,BR2,Z0000,83,6.0,6,TC,97,5,0,Y,,042116,112,5,3,3,0,4,18.8,1,1,Z4083,83,,S3,,,,,,L.BAG,1ST,1,1,..,GRN,J,1,,1,1,1,1,1,1.0,115,2016-04-21,0.0,34,132,H,,
16LA02154,16,T4106,45,,48,Z0000,83,4.0,4,02,97,1,0,N,,042216,113,5,3,3,0,4,16.5,7,1,Z4084,83,,20,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,130,2016-04-22,0.0,35,132,2,,
16LA02155,16,T5859,45,,e13,,,,,,,,,,,,,,,,,,,,,,,,,,,,H9574,+,,,,,,,,G,,,,,,0,0.5,,,,,,,,
16LA02156,16,T3906,45,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6500,+,,,,,,,,G,,,,,,0,0.5,,,,,,,,
