UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,X2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABEWE,DISP,INBD,FONO,FOBR,FOPU,X3,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,X4,Y2,Y3,BRWT,Y5,ABLMB,X5,CDNO,DATEBN
63LA00001,63,1,1336,3,70,730,0139,18,1,,,3,,1,07,,1,96,5,,0,4,,,,,,,,8,18,9209,17,1,99,70,2,1,,1,1,10.1,10,,,1,1963-04-06
63LA00002,63,2,1474,3,70,710,0145,18,1,,,3,,1,07,,1,104,8,,0,5,,,,,,,,8,18,0482,18,1,68,70,2,1,,1,2,9.4,10,,,1,1963-04-14
63LA00003,63,2,1475,3,70,710,0145,18,1,,,3,,1,07,,2,104,8,,0,5,,,,,,,,8,18,0482,18,1,72,70,2,1,,1,2,9.1,10,,,2,1963-04-14
63LA00004,63,1,1390,3,70,710,0151,18,1,,,3,,1,07,,1,99,5,,0,3,,,,,,,,8,18,0482,18,1,108,70,2,1,,1,1,12.6,10,,,1,1963-04-09
63LA00005,63,1,1398,3,70,720,0154,18,1,,,3,,1,07,,1,100,5,,0,4,,,,,,,,8,18,0605,18,1,81,70,2,1,,1,1,10.6,10,,,1,1963-04-10
63LA00006,63,2,1488,3,70,730,0167,18,1,,,3,,3,07,,1,105,5,,0,4,,,,,,,,8,18,9209,17,1,93,70,2,1,,1,1,12.4,10,,,1,1963-04-15
63LA00007,63,2,1482,3,72,940,0184,18,1,,,3,,1,07,,2,104,5,,0,4,,,,,,,,8,18,0968,18,1,83,72,3,1,,1,1,11.5,10,,,1,1963-04-14
63LA00008,63,2,1548,3,72,930,0191,18,1,,,3,,1,07,,1,108,5,,0,4,,,,,,,,8,18,0887,18,1,78,72,3,1,,1,1,10.0,10,,,1,1963-04-18
63LA00009,63,1,1560,3,70,720,0193,18,1,,,3,,1,07,,2,108,8,,0,4,,,,,,,,8,18,0605,18,1,83,70,2,1,,1,2,10.1,10,,,1,1963-04-18
63LA00010,63,2,1561,3,70,720,0193,18,1,,,3,,1,07,,1,108,8,,145,4,,2,,,,,,8,18,0605,18,1,,70,2,1,,1,2,7.4,0,,,2,1963-04-18
63LA04466,63,1,1323,3,70,720,0129,18,1,,,3,,1,07,,1,94,8,,0,2,,,,,,,,8,18,0605,18,1,64,70,2,1,,1,2,7.8,10,,,2,1963-04-04
63LA04467,63,2,1652,3,72,950,0130,18,1,,,3,,1,07,,3,128,8,,0,4,,,,,,,,8,18,0737,18,1,63,72,3,1,,1,2,9.0,10,,,1,1963-05-08
63LA04468,63,1,1653,3,72,950,0130,18,1,,,3,,1,07,,1,128,8,,0,4,,,,,,,,8,18,0737,18,1,63,72,3,1,,1,2,10.6,10,,,2,1963-05-08
63LA04469,63,2,1562,3,70,720,0137,18,1,,,3,,1,07,,4,108,5,,0,4,,,,,,,,8,18,0605,18,1,90,70,2,1,,1,1,11.8,10,,,1,1963-04-18
63LA04470,63,1,1354,3,70,730,0138,18,1,,,3,,1,07,,1,97,5,,0,2,,,,,,,,8,18,9209,17,1,98,70,2,1,,1,1,12.5,10,,,1,1963-04-07
63LA04471,63,,,,70,712,3745,41,4,,,4,,,02,,,87,2,,0,0,,0,,,,,,1,,6164,41,1,,70,2,0,,1,2,0.0,0,,,2,1963-03-28
63LA04472,63,2,2625,0,00,000,0000,00,,,,2,,1,00,3,2,100,5,,0,4,,,,6050,41,-,,,10,0000,00,1,64,,0,1,,1,1,7.2,5,,,1,1963-04-10
63LA04473,63,2,6721,2,82,475,4811,14,1,,,4,,1,07,,2,,5,,0,,,,,,,,,,14,5250,14,1,70,51,7,1,,1,1,8.0,10,,,1,
63LA04474,63,2,7796,4,00,000,0000,,,,,2,,1,00,3,2,88,5,,0,2,,,,5800,41,-,,,41,0000,00,1,80,,0,1,,1,1,7.4,5,,,1,1963-03-29
63LA04475,63,2,8170,4,03,032,1259,41,4,30,,7,,1,02,,1,94,5,,0,3,,,,,,,,,41,6603,41,1,98,03,1,1,,1,1,12.4,10,,,1,1963-04-04
