UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,X2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABEWE,DISP,INBD,FONO,FOBR,FOPU,X3,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,X4,Y2,Y3,BRWT,Y5,ABLMB,X5,CDNO,DATEBN
67LA00001,67,3,4523,9,19,030,3186,81,8,,,4,,1,47,,1,108,8,,0,4,,,,,,,,1,90,6242,41,1,69,81,9,1,,1,2,11.4,10,,,1,1967-04-18
67LA00002,67,2,4524,9,19,030,3186,81,8,,,4,,1,47,,1,108,8,,0,4,,,,,,,,1,90,6242,41,1,73,81,9,1,,1,2,11.6,10,,,2,1967-04-18
67LA00003,67,3,4527,9,53,050,6651,14,1,,,4,,1,04,,1,108,8,,0,4,,,14,,,,,4,90,5577,61,1,64,53,9,1,,1,2,10.4,10,,,1,1967-04-18
67LA00004,67,2,4528,9,53,050,6651,14,1,,,4,,1,04,,1,108,8,,0,4,,,14,,,,,4,90,5577,61,1,65,53,9,1,,1,2,10.0,10,,,2,1967-04-18
67LA00005,67,3,4529,9,04,100,2247,86,8,,,3,,1,64,,1,108,5,,0,4,,,,,,,,6,90,7352,61,1,92,81,9,1,,1,1,13.6,10,,,1,1967-04-18
67LA00006,67,2,4530,9,06,020,0871,84,8,,,3,,1,41,,1,108,5,,0,3,,,,,,,,4,90,8800,41,1,74,81,9,1,,1,1,9.6,10,,,1,1967-04-18
67LA00007,67,2,4531,9,47,080,3615,81,8,,,4,,4,77,,1,108,8,,0,4,,,,,,,,1,90,0260,95,1,70,81,9,1,,1,2,10.2,10,,,1,1967-04-18
67LA00008,67,3,4532,9,47,080,3615,81,8,,,4,,5,77,,1,108,8,,0,4,,,,,,,,1,90,0260,95,1,83,81,9,1,,1,2,10.4,10,,,2,1967-04-18
67LA00009,67,3,4533,9,53,160,7799,14,1,,,2,,4,10,,2,108,8,,0,4,,,,,,,3,4,90,0258,95,1,69,82,9,1,,1,2,11.0,10,,6,1,1967-04-18
67LA00010,67,3,4534,9,53,160,7799,14,1,,,2,,5,10,,1,108,8,,0,4,,,,,,,3,4,90,0258,95,1,64,82,9,1,,1,2,10.0,10,,6,2,1967-04-18
67LA05209,67,3,5324,9,00,000,8329,41,4,,,4,,1,00,3,1,133,8,,,2,,2,,,,,,1,90,0000,00,1,,00,0,1,,1,2,7.0,0,,,2,1967-05-13
67LA05210,67,3,5340,9,00,000,0609,18,1,,,6,,1,00,3,1,135,8,,,2,,,,,,,,8,90,0000,00,1,52,00,0,1,,1,2,10.0,10,,,1,1967-05-15
67LA05211,67,2,5341,9,00,000,0609,18,1,,,6,,1,00,3,1,135,8,,,2,,2,,,,,,8,90,0000,00,1,,00,0,1,,1,2,8.0,0,,,2,1967-05-15
67LA05212,67,2,5379,9,00,000,9395,41,4,,,3,,1,00,3,1,142,5,,,1,,,,,,,,1,90,0000,00,1,87,00,0,1,,1,1,11.6,10,,,1,1967-05-22
67LA05213,67,3,5391,9,00,000,2770,41,4,,,9,,5,00,3,1,144,5,,,2,,,,,,,,1,90,0000,00,1,69,00,0,1,,1,1,14.0,10,,,1,1967-05-24
67LA05214,67,2,5409,9,00,000,2951,61,6,,,8,,5,00,3,1,148,5,,,2,,,,,,,,1,90,0000,00,1,68,00,0,1,,1,1,13.0,10,,,1,1967-05-28
67LA05215,67,2,5416,9,00,000,5479,41,4,,,7,,5,00,3,1,151,5,,,4,,,,,,,,1,90,0000,00,1,64,00,0,1,,1,1,15.2,10,,,1,1967-05-31
67LA05216,67,2,5417,9,00,000,7175,14,1,,,3,,5,00,3,1,152,5,,,2,,,,,,,,4,90,0000,00,1,62,00,0,1,,1,1,10.4,10,,,1,1967-06-01
67LA05217,67,2,5419,9,00,000,0000,00,,,,,,5,00,3,1,152,5,,,0,,,,,,&,,,90,0000,00,1,45,00,0,1,,1,1,10.0,10,,,0,1967-06-01
67LA05218,67,,,,08,082,6318,41,4,27,,6,,,,,,,,,0,,,,,5229,90,+,,1,,7897,41,0,,08,1,0,,0,0,0.0,0,,,G,
