UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,X2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABEWE,DISP,INBD,FONO,FOBR,FOPU,X3,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,X4,Y2,Y3,BRWT,Y5,ABLMB,X5,CDNO,DATEBN
68LA00001,68,2,9297,6,10,330,8002,61,6,,,2,,1,06,,1,97,5,,0,4,,,,,,,,1,61,8065,61,1,81,82,7,1,,1,1,13.6,10,,6,1,1968-04-06
68LA00002,68,,,,03,030,8005,61,6,32,,2,,,06,,,95,,,0,,,,32,,,,,1,,7341,61,1,,03,1,0,,0,0,0.0,,,7,1,1968-04-04
68LA00003,68,3,6945,9,00,733,8008,61,6,,,2,,5,60,2,1,141,5,,0,5,,,,,,,,1,90,0000,98,1,85,70,0,1,,1,1,15.0,10,,,1,1968-05-20
68LA00004,68,1,9993,6,70,733,8014,61,6,,,2,,1,06,,2,119,5,,0,4,,,,,,,,1,61,7506,61,1,83,70,2,1,,1,1,11.2,10,,,1,1968-04-28
68LA00005,68,1,9981,6,70,733,8015,61,6,,,2,,1,06,,1,119,5,,0,2,,,,,,,,1,61,7506,61,1,94,70,2,1,,1,1,11.2,10,,,1,1968-04-28
68LA00006,68,1,9940,6,70,723,8016,61,6,,,2,,1,06,,1,117,5,,0,3,,,,,,,,1,61,7102,61,1,92,70,2,1,,1,1,11.6,10,,,1,1968-04-26
68LA00007,68,2,9754,6,70,713,8018,61,6,,,2,,1,06,,1,111,5,,0,5,,,,,,,,1,61,6384,61,1,74,70,2,1,,1,1,10.6,10,,,1,1968-04-20
68LA00008,68,2,0098,6,70,733,8019,61,6,,,2,,1,06,,2,129,5,,0,4,,,,,,,,1,62,7926,61,1,78,70,2,1,,1,1,11.6,10,,,1,1968-05-08
68LA00009,68,1,,,02,310,8023,61,6,,,2,,1,06,,9,98,5,,0,4,,5,,5678,90,+,,1,,8331,61,1,,82,7,1,,1,1,8.4,0,,6,1,1968-04-07
68LA00010,68,1,9665,6,01,300,8025,61,6,,,2,,1,06,,1,109,5,,0,5,,,,,,,,1,61,8192,61,1,126,82,7,1,,1,1,14.2,10,,6,1,1968-04-18
68LA04685,68,2,2676,4,00,000,0000,00,,,,,,1,00,3,1,105,8,,0,3,,,,,,&,,,42,0000,00,0,78,00,0,1,,1,2,7.8,10,,,0,1968-04-14
68LA04686,68,1,2677,4,00,000,0000,00,,,,,,1,00,3,3,105,8,,0,3,,,,,,&,,,42,0000,00,1,79,00,0,1,,1,2,9.4,10,,,0,1968-04-14
68LA04687,68,3,6567,9,00,000,3141,81,8,,,5,,1,00,3,1,109,8,,0,1,,,,,,,,1,90,0000,00,1,85,,0,1,,1,2,9.0,10,,,1,1968-04-18
68LA04688,68,3,6568,9,00,000,3141,81,8,,,5,,1,00,3,1,109,8,,110,1,,6,,,,,,1,90,0000,00,1,0,,0,1,,1,2,7.4,0,,,2,1968-04-18
68LA04689,68,2,6948,9,00,000,3432,81,8,,,5,,5,00,3,1,142,8,,0,2,,,,,,,,1,90,0000,00,1,57,,0,1,,1,2,11.0,10,,,1,1968-05-21
68LA04690,68,3,6949,9,00,000,3432,81,8,,,5,,5,00,3,1,142,8,,0,2,,,,,,,,1,90,0000,00,1,65,,0,1,,1,2,11.4,10,,,2,1968-05-21
68LA04691,68,3,6962,9,00,000,5943,11,1,,,5,,1,00,3,1,143,5,,0,5,,,,,,,,1,90,0000,00,1,58,,0,1,,1,1,13.4,10,,,1,1968-05-22
68LA04692,68,3,6973,9,00,000,3085,81,8,,,5,,5,00,3,1,145,8,,0,4,,,,,,,,1,90,0000,00,1,57,,0,1,,1,2,10.4,10,,,1,1968-05-24
68LA04693,68,2,6974,9,00,000,3085,81,8,,,5,,5,00,3,1,145,8,,0,4,,,,,,,,1,90,0000,00,1,66,,0,1,,1,2,11.2,10,,,2,1968-05-24
68LA04694,68,3,6968,9,00,000,3206,81,8,,,5,,5,00,3,1,144,5,,150,5,,6,,,,,,1,90,0000,00,1,0,,0,1,,1,1,12.0,0,,,1,1968-05-23
