UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
19LA00001,19,T7017,45,,e4,Z0000,83,1.0,1,02,97,4,7,Y,,011019,10,0,0,.,.,.,0.0,.,.,.,,,,0,10,27,,,.,IMM,1,1,..,GRN,J,1,,1,1,1,0,0,0.0,0,2019-01-10,,,,,,
19LA00002,19,T6942,45,,e5,Z0000,00,1.0,1,02,SM,4,0,Y,,011519,15,0,0,.,.,.,0.0,.,.,.,,,,0,15,27,,,.,IMM,1,1,..,GRN,J,1,,1,1,1,0,0,0.0,0,2019-01-15,,,,,,
19LA00003,19,Z5585,83,,e5,Z0000,00,1.0,1,LR,SM,4,0,Y,,020719,38,0,0,.,.,.,0.0,.,.,.,,,,0,38,27,,,.,IMM,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2019-02-07,,,,,,
19LA00004,19,Z3372,83,,30,Z4662,83,3.0,3,S3,97,1,0,Y,,022519,56,8,2,2,0,4,12.1,5,1,Z6357,83,,00,,,,,,EARLY,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,87,2019-02-25,0.0,51,121,H,,
19LA00005,19,Z3372,83,,30,Z4662,83,3.0,3,S3,97,1,0,Y,,022519,56,8,2,2,0,2,11.0,5,1,Z6358,83,,00,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,85,2019-02-25,0.0,55,121,H,,
19LA00006,19,Z3228,83,A,19,Z3365,83,3.0,3,97,97,1,0,N,,030719,66,5,2,2,2,2,10.3,6,2,Z6359,83,A,97,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,89,2019-03-07,0.024,53,121,H,,
19LA00007,19,Z4561,83,A,18,Z3355,83,2.0,2,97,97,1,0,N,,030719,66,5,3,2,0,2,12.0,6,1,Z6360,83,A,97,,,,,,.,NICE LAMB,1,1,..,,J,1,,1,1,1,1,1,1.0,98,2019-03-07,0.011,53,121,H,,
19LA00008,19,A0089,06,,e3,Z0000,83,1.0,1,30,00,4,0,Y,,030719,66,5,2,3,R,2,8.0,1,1,Z6361,83,,00,6,115,19,,,.,.,1,1,..,,J,1,,1,1,1,1,,,0,2019-03-07,0.0,,,,,
19LA00009,19,Z3792,83,,4,Z4489,83,3.0,3,SY,CT,1,,N,,030719,66,5,2,1,0,2,9.7,5,1,L2201,70,,PC,6,76,66,,,.,50BL.Pneu,1,1,..,OR,J,1,,1,1,1,1,0,0.0,0,2019-03-07,0.024,,,,,
19LA00010,19,Z5519,83,,e4,Z0000,83,1.0,1,LT,97,4,0,Y,,030719,66,5,1,2,0,3,7.0,5,1,Z6362,83,,00,,,,,,LOW2?,.,1,1,..,,J,1,,1,1,1,1,1,1.0,63,2019-03-07,0.0,30,121,1,,
19LA03199,19,S1426,12,,52,Z0000,83,2.0,2,07,97,2,0,N,,041619,106,8,3,1,0,4,11.6,5,1,S2627,12,,10,,,,,,.,90BLK,1,1,..,,J,2,,0,0,0,1,1,1.0,67,2019-04-16,0.0,20,129,2,,
19LA03200,19,S1513,12,,e4,Z0000,83,1.0,1,07,97,4,,Y,,041719,107,5,3,3,0,2,14.6,5,1,Z7465,83,,10,,,,,,.,80BLK,1,1,..,GRN,J,1,,1,1,1,1,1,1.0,112,2019-04-17,0.0,32,129,2,,
19LA03201,19,Z6096,83,,e2,L0000,70,1.0,1,02,PC,4,7,Y,,041819,108,5,2,2,0,2,13.7,1,1,Z7466,83,,LT,,,,,,.,PINK,1,1,..,GRN,J,1,,1,1,1,1,1,1.0,97,2019-04-18,0.0,32,129,2,,
19LA03202,19,S0250,12,,52,Z0000,83,5.0,5,07,97,2,0,N,,041819,108,9,2,2,0,2,8.9,7,1,Z7467,83,,10,3,108,93,,8,.,1ST,1,1,..,,J,1,,1,1,3,1,,,0,2019-04-18,0.0,,,,,
19LA03203,19,S0250,12,,52,Z0000,83,5.0,5,07,97,2,0,N,,041819,108,9,2,2,0,4,11.4,7,1,Z7468,83,,10,,,,,,.,2ND,7,3,..,,J,2,,0,0,0,1,1,1.0,90,2019-04-18,0.0,28,129,2,,
