UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
18LA02824,18,T6395,45,,49,Z0000,83,2.0,2,02,97,2,0,N,,041718,107,5,3,3,0,2,17.9,5,1,Z6347,83,,20,,,,,,.,.,1,1,..,GRN,J,1,,1,1,1,1,1,1.0,114,2018-04-17,0.0,43,134,2,,
18LA02825,18,T5124,45,,62,Z0000,83,5.0,5,02,97,2,7,N,,041718,107,5,3,3,0,2,17.9,7,1,Z6348,83,,20,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,115,2018-04-17,0.0,40,134,2,,
18LA02826,18,H9002,05,,29,Z0000,83,3.0,3,30,97,1,0,Y,,041818,108,8,3,3,0,2,11.4,5,1,Z6349,83,,80,,,,,,WARTS,.,1,1,..,RED,J,1,,1,1,2,1,1,1.0,84,2018-04-18,0.0,28,134,2,,
18LA02827,18,H9002,05,,29,Z0000,83,3.0,3,30,97,1,0,Y,,041818,108,8,3,3,0,2,9.6,5,1,Z6350,83,,80,,,,,,.,.,1,1,..,RED,J,2,,0,0,0,1,1,1.0,79,2018-04-18,0.0,24,134,2,,
18LA02828,18,R8814,11,,29,Z0000,83,7.0,7,07,97,1,0,Y,,041818,108,8,2,2,0,2,13.8,5,1,Z6351,83,,10,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,79,2018-04-18,0.0,26,134,2,,
18LA02829,18,R8814,11,,29,Z0000,83,7.0,7,07,97,1,0,Y,,041818,108,8,2,3,0,4,14.5,5,1,Z6352,83,,10,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,89,2018-04-18,0.0,29,134,2,,
18LA02830,18,Z4749,83,,e9,Z0000,00,1.0,1,01,SM,4,0,Y,,041918,109,8,2,3,0,4,10.6,1,1,Z6353,83,,00,3,110,93,,8,SMBAG.THIN.ADR,1ST,3,2,..,GRN,J,1,,1,1,2,1,0,0.0,0,2018-04-19,0.0,,,,,
18LA02831,18,Z4749,83,,e9,Z0000,00,1.0,1,01,SM,4,0,Y,,041918,109,8,2,2,0,3,9.1,1,3,Z6354,83,,00,,,,,,.,2NDContrCarpi,2,2,..,GRN,J,2,,0,0,0,1,1,1.0,68,2018-04-19,0.0,22,134,2,,
18LA02832,18,T6524,45,,60,Z0000,83,2.0,2,02,97,2,0,N,,042018,110,8,3,2,0,2,14.7,7,1,Z6355,83,,20,,,,,,.,1ST,8,1,..,GRN,J,1,,1,1,2,1,1,1.0,78,2018-04-20,0.0,28,134,2,,
18LA02833,18,T6524,45,,60,Z0000,83,2.0,2,02,97,2,0,N,,042018,110,8,3,2,0,2,12.9,7,1,Z6356,83,,20,,,,,,.,2ND,3,1,..,GRN,J,2,,0,0,0,1,1,1.0,79,2018-04-20,0.0,26,134,2,,
