UID,YR,SEX,LAMB,LB1,LINE,BPEN,DAM,DBRD,DB1,INBRL,BAG,ADAM,TRT,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,INBRD,FONO,FOPU,TRT2,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,DATEBN,STMD
74LA00001,74,1,9522,4,00,000,0000,00,,,,20,,1,00,3,1,108,5,,0,0,,,,126601,-,,,42,0000,00,1,50,,0,1,,1,1,9.0,5,,,1,1974-04-18,00
74LA00002,74,,,0,24,240,6088,11,1,36,,00,,,07,,,140,,,0,,,,28,,,,1,11,6591,11,0,0,24,1,0,,0,0,0.0,0,,7,1,1974-05-20,07
74LA00003,74,1,6704,1,32,320,6122,11,1,29,,00,,1,07,,1,97,5,,0,4,,,28,,,,1,11,6549,11,1,35,32,1,1,,1,1,11.2,10,,7,1,1974-04-07,07
74LA00004,74,,,0,24,240,6204,11,1,34,,90,,,07,,,101,,,0,,,,27,,,,1,11,6591,11,0,0,24,1,0,,0,0,0.0,0,,6,1,1974-04-11,07
74LA00005,74,2,6713,1,32,320,6247,11,1,30,,80,,1,07,,1,98,5,,0,3,,,26,,,,1,11,6549,11,1,55,32,1,1,,1,1,11.8,10,,6,1,1974-04-08,07
74LA00006,74,,,0,24,240,6259,11,1,48,,80,,,07,,,140,,,0,,,,27,,,,1,11,6591,11,1,0,24,1,0,,0,0,0.0,0,,7,1,1974-05-20,07
74LA00007,74,,,0,24,240,6334,11,1,39,,70,,,07,,,127,,,0,,,,34,,,,1,11,6591,11,1,0,24,1,0,,0,0,0.0,0,,6,1,1974-05-07,07
74LA00008,74,1,8711,3,76,760,6363,11,1,,,70,,1,07,,1,112,8,2,0,4,,,,,,,1,18,7944,18,1,85,76,6,1,,1,2,11.8,10,,,1,1974-04-22,07
74LA00009,74,2,8712,3,76,760,6363,11,1,,,70,,1,07,,1,112,8,2,0,4,,,,956314,-,,1,18,7944,18,0,66,76,6,1,,0,0,11.8,5,,,2,1974-04-22,07
74LA00010,74,1,6773,1,32,320,6384,11,1,35,,60,,1,07,,1,113,5,,0,4,,,29,,,,1,11,6549,11,1,66,32,1,1,,1,1,12.2,10,,7,1,1974-04-23,07
74LA04804,74,1,9926,7,,,9995,97,9,,,60,,5,97,3,1,73,7,,115,4,,6,,992797,+,,7,97,0002,97,1,0,,,1,01,1,2,16.0,5,,,1,1974-03-14,97
74LA04805,74,1,,0,,,9995,97,9,,,60,,5,97,3,1,73,7,,0,4,,1,,,,,7,97,0002,97,0,0,,,0,44,0,0,11.4,0,,,2,1974-03-14,97
74LA04806,74,,,0,,,9996,97,9,,,40,,,97,3,,20,,,0,,,,,,,,7,97,0002,97,0,0,,,0,,0,0,0.0,0,,,1,,97
74LA04807,74,1,9916,7,,,9997,97,9,,,50,,5,97,3,1,69,8,,0,4,,,,,,,7,97,0002,97,1,114,,,1,,1,2,13.4,10,,,1,1974-03-10,97
74LA04808,74,1,9917,7,,,9997,97,9,,,50,,5,97,3,1,69,8,,0,4,,,,,,,7,97,0002,97,0,114,,,1,,0,0,10.4,10,,,2,1974-03-10,97
74LA04809,74,1,9924,7,,,9999,97,9,,,80,,5,97,3,1,71,5,,0,5,,,,,,,7,97,0002,97,1,149,,,1,,1,1,17.4,10,,,1,1974-03-12,97
74LA04810,74,2,8804,3,70,700,4494,18,1,,,40,,1,07,,1,105,5,,0,0,,,,,&,,8,18,6482,18,1,50,70,2,1,,1,1,10.0,5,,,1,1974-04-15,07
74LA04811,74,3,9835,9,00,000,0000,00,0,,,40,,5,00,3,1,120,5,,0,4,,,,,,,0,90,0000,97,0,74,00,0,1,,0,1,15.8,10,,,0,1974-04-30,00
74LA04812,74,1,0879,9,00,000,0122,95,9,,,10,,1,00,3,1,150,7,,,0,,,,,,,5,93,0000,00,1,23,00,0,1,,1,1,9.0,10,,,1,1974-05-30,00
74LA04813,74,1,,9,00,000,0122,95,9,,,10,,1,00,3,1,150,7,,,0,,1,,,,,5,93,0000,00,0,0,00,0,0,44,0,0,0.0,0,,,2,1974-05-30,00
