UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,X2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABEWE,DISP,INBD,FONO,FOBR,FOPU,X3,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,X4,Y2,Y3,BRWT,Y5,ABLMB,X5,CDNO,DATEBN
64LA00001,64,,,,70,712,5338,41,4,,,4,,,02,1,,,,,0,,,,,,,,,1,,4200,41,1,,70,2,0,,0,0,0.0,,,,1,
64LA00002,64,,,,08,082,5364,41,4,33,,4, 1,,02,1,,,,,0,,,,22,,,,,1,,7710,41,1,,08,1,0,,0,0,0.0,,,,1,
64LA00003,64,,,,16,169,5492,41,4,,,4, 3,,02,1,,,,,0,,,,28,,,,,1,,7597,41,1,,18,7,0,,0,0,0.0,,,,1,
64LA00004,64,,,,70,712,5715,41,4,,,4,,,02,1,,,,,0,,,,,,,,,1,,4200,41,1,,70,2,0,,0,0,0.0,,,,1,
64LA00005,64,,,,04,048,5748,41,4,,,4, 1,,02,1,,,,,0,,,,17,,,,,1,,6917,41,1,,10,7,0,,0,0,0.0,,,,1,
64LA00006,64,,,,07,079,5760,41,4,,,4, 3,,02,1,,,,,0,,,,21,,,,,1,,7653,41,1,,09,7,0,,0,0,0.0,,,,1,
64LA00007,64,,,,12,128,5796,41,4,,,3, 1,,02,1,,,,,0,,,,23,,,,,1,,7562,41,1,,08,7,0,,0,0,0.0,,,,1,
64LA00008,64,,,,12,129,5797,41,4,,,3, 1,,02,1,,,,,0,,,,23,,,,,1,,7025,41,1,,08,7,0,,0,0,0.0,,,,1,
64LA00009,64,,,,70,712,5860,41,4,,,3,,,02,1,,,,,0,,,,,,,,,1,,4200,41,1,,70,2,0,,0,0,0.0,,,,1,
64LA00010,64,,,,12,129,5893,41,4,,,3, 1,,02,1,,,,,0,,,,27,,,,,1,,7025,41,1,,04,7,0,,0,0,0.0,,,,1,
64LA04779,64,2,1942,3,70,720,0727,18,1,,,3,,1,07,,2,129,8,,0,3,,,,,,,,8,18,1244,18,1,83,70,2,1,,1,2,6.4,10,,,2,1964-05-08
64LA04780,64,2,1716,3,70,730,0735,18,1,,,3,,1,07,,1,111,5,,0,5,,,,,,,,8,18,1132,18,1,87,70,2,1,,1,1,11.4,10,,,1,1964-04-20
64LA04781,64,2,1831,3,70,710,0750,18,1,,,3,,1,07,,1,116,5,,0,3,,,,,,,,8,18,0821,18,1,80,70,2,1,,1,1,9.6,10,,,1,1964-04-25
64LA04782,64,2,1867,3,72,930,0753,18,1,,,3,,1,07,,1,119,6,,119,4,,5,,9147,41,+,,8,18,1187,18,1,,72,3,1,,1,2,6.2,5,59,,1,1964-04-28
64LA04783,64,3,1226,9,00, 36,4618,61,6,,,3,,4,03,3,1,106,8,3,0,3,,,36,,,,,1,90,6603,41,1,46,10,0,1,,1,2,9.3,10,,,1,1964-04-15
64LA04784,64,3,1136,9,00, 46,9619,80,9,,,6,,1,03,3,1,98,8,6,230,5,,7,,,,,,6,90,4734,41,1,,61,0,1,,1,2,11.0,0,,,1,1964-04-07
64LA04785,64,2,1156,9,00, 46,9669,80,9,,,5,,1,03,3,1,99,8,8,230,4,,7,,,,,,6,90,4734,41,1,,61,0,1,,1,2,10.0,0,,,1,1964-04-08
64LA04786,64,2,1264,9,00, 36,9738,80,9,,,5,,5,03,3,1,113,8,8,0,4,,,,,,,,6,90,6603,41,1,58,61,0,1,,1,2,11.4,10,,,1,1964-04-22
64LA04787,64,2,1219,9,00, 46,5562,61,6,,,2,,1,03,3,1,103,5,,0,3,,,,,,,,1,90,4734,41,1,58,70,0,1,,1,1,11.2,10,,,1,1964-04-12
64LA04788,64,3,1277,9,00, 46,3246,61,6,,,5,,5,03,3,2,121,5,,0,4,,,,,,,,1,90,4734,41,1,103,70,0,1,,1,1,17.2,10,,,1,1964-04-30
