UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
02LA00001,02, 8384,00,68,09,K1553,64,4.0,4,06,06,,,1,7,n,G,0326,85,9,2,1,7.6,1,1,,,68,06,1,,44,,,,,,,.,J,2,....,,0,0,,0,,,,0,0.0,0,,2002-03-26,0.018
02LA00002,02, 8384,00,68,09,K1553,64,4.0,4,06,06,,,1,7,n,G,0326,85,9,2,1,7.8,1,1,,,68,06,1,,44,,,,,,,.,J,3,....,,0,0,,0,,,,0,0.0,0,,2002-03-26,0.018
02LA00003,02, 8384,00,68,09,K1553,64,4.0,4,06,06,,,1,7,n,G,0326,85,9,2,2,7.8,1,1,K2072,64,68,06,3,87,93,,8,PREG.TOXEMIA,,,,.,J,1,....,,1,1,3,1,,,,0,0.0,0,9,2002-03-26,0.018
02LA00004,02,A8186,04,82,e11,A4142,04,1.0,1,30,71,,,4,0,y,F,0323,82,0,0,,0.0,,,,,00,72,0,,27,,,VAG.PROLAPSE,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-23,0.0
02LA00005,02,A8306,04,84,e62,A6761,04,1.0,1,30,30,,,4,0,n,N,0305,64,0,0,,0.0,,,,,84,30,0,,27,,,,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-05,0.11
02LA00006,02,A8323,04,82,e12,A4203,04,1.0,1,30,71,,,4,0,y,F,0315,74,0,0,,0.0,,,,,00,72,0,,27,,,,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-15,0.0
02LA00007,02,A8230,04,00,e64,A6563,04,1.0,1,72,30,,,4,0,y,F,0325,84,8,3,3,8.3,1,1,A8895,04,00,73,6,134,01,,,,,,,.,J,2,....,,0,0,,1,,,,0,0.0,0,1,2002-03-25,0.067
02LA00008,02,A8230,04,00,e64,A6563,04,1.0,1,72,30,,,4,0,y,F,0325,84,8,3,2,6.8,1,1,A8894,04,00,73,,,,,,NICE,,,,.,J,1,....,,1,1,2,1,1,1.0,74,1,57.0,178,1,2002-03-25,0.067
02LA00009,02,A8716,04,83,e13,Z6925,81,1.0,1,30,80,,,4,0,y,B,0316,75,0,0,,0.0,,,,,00,80,0,,27,,,,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-16,0.0
02LA00010,02,A8782,04,81,e13,Z6925,81,1.0,1,30,80,,,4,0,y,B,0313,72,0,0,,0.0,,,,,00,80,0,,27,,,,,,,.,J,1,....,,1,1,1,0,,,,0,0.0,0,,2002-03-13,0.0
02LA05498,02,A6907,04,81,03,A7355,04,3.0,3,30,30,,,2,0,y,M,,0,,,,0.0,,,,,81,30,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.003
02LA05499,02,T7889,44,41,412,T8036,44,2.0,2,02,02,,,2,2,n,M,,0,,,,0.0,,,,,41,02,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.078
02LA05500,02,T7569,44,41,413,T7814,44,3.0,3,02,02,,,2,2,y,M,,0,,,,0.0,,,,,41,02,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.002
02LA05501,02,A4624,04,82,22,A7401,04,5.0,5,30,30,,,2,0,n,C,,0,,,,0.0,,,,,82,30,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.002
02LA05502,02,A6879,04,81,01,A7882,04,3.0,3,30,30,,,2,0,y,M,,0,,,,0.0,,,,,81,30,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.004
02LA05503,02,T4755,44,42,842,T8209,44,7.0,7,02,02,,,2,2,y,C,,0,,,,0.0,,,,,42,02,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.002
02LA05504,02,A6555,04,81,03,A7355,04,3.0,3,30,30,,,2,0,y,M,,0,,,,0.0,,,,,81,30,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.003
02LA05505,02,A7467,04,82,25,A7105,04,2.0,2,30,30,,,2,0,n,C,,0,,,,0.0,,,,,82,30,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.07
02LA05506,02,A6444,04,82,43,A7199,04,3.0,3,30,30,,,2,0,n,W,,0,,,,0.0,,,,,83,30,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.001
02LA05507,02,T6855,44,42,862,T8183,44,4.0,4,02,02,,,2,2,n,C,,0,,,,0.0,,,,,42,02,,0,,,,,,,,.,D,1,....,1,1,0,0,0,0,0.0,0,0,0.0,0,.,,0.005
