UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
87WN00001, 87030501,87,03,L0501,2,71,30,714,2,1,3,2,2.0,2,2,1,80,142,35,66,71,454, 6, 3, 9, 8, 49,  0,6,7,2,1,1,144,189,1051,92,,0,,9534,02,7864,02,6,61,445,71,2,80,87,021
87WN00002, 87030503,87,03,L0503,2,71,30,712,2,1,3,2,3.0,3,3,1,83,139,9,81,106,704, 8, 3, 8, 5, 59,  0,5,6,2,1,1,167,197,1243,,,0,,9602,02,7241,02,6,93,695,71,1,112,114,302
87WN00003, 87030504,87,03,L0504,1,71,30,711,2,2,5,4,3.0,3,3,1,84,138,36,86,76,488, 9, 3, 8, 7, 49,260,6,7,1,1,1,137,182,1147,93,,0,,9516,02,7044,02,6,67,480,71,3,82,86, 01
87WN00004, 87030505,87,03,L0505,2,71,30,711,2,2,5,6,3.0,3,3,1,84,138,6,66,67,438, 8, 3, 9, 6, 43,  0,6,8,1,1,1,127,182,1147,92,,0,,9516,02,7044,02,6,59,479,71,2,71,78,016
87WN00005, 87030506,87,03,L0506,1,70,30,703,2,1,4,2,3.0,3,3,9,84,135,9,84,32,175, 9, 3,11,11, 42,  0,7,7,2,1,1,109,197,873,93,,0,,8207,02,7280,02,2,29,189,70,3,44,52,
87WN00006, 87030507,87,03,L0507,2,70,30,703,2,1,3,2,3.0,3,3,1,84,138,20,60,40,246, 6, 3,12,10, 37,  0,6,7,1,1,1,112,197,873,92,,0,,8207,02,7280,02,2,36,242,70,2,50,52,016
87WN00007, 87030509,87,03,L0509,2,71,30,713,2,1,3,2,3.0,3,3,1,85,137,23,76,79,521, 8, 3, 7, 6, 46,  0,4,5,2,1,1,141,197,1275,,,0,,9492,02,7005,02,6,70,520,71,1,94,102,301
87WN00008, 87030510,87,03,L0510,1,71,30,713,2,1,3,2,3.0,3,3,1,85,137,36,81,80,525, 9, 3, 9, 8, 47,249,5,6,2,1,2,138,197,1275,,,0,,9492,02,7005,02,6,71,447,71,1,97,96,
87WN00009, 87030511,87,03,L0511,2,71,30,714,3,1,7,2,6.0,6,4,1,85,137,38,88,89,585, 7, 3, 8, 5, 64,  0,4,5,2,1,1,165,224,1224,,,0,,9534,02,1578,02,6,79,581,71,1,99,104,303
87WN00010, 87030512,87,03,L0512,2,71,30,714,3,1,7,2,6.0,6,4,1,85,137,5,65,77,515, 6, 3, 9, 7, 44,  0,4,5,2,1,1,145,224,1224,,,0,,9534,02,1578,02,6,68,503,71,1,85,96,303
87WN04419, 87805582,87,80,X5582,2,00,20,401,1,1,1,1,5.0,5,4,3,137,89,33,121,49,415, 0, 0, 0, 0,  0,  0,,,,5,,0,148,764,93,,0,,0000,97,4914,43,0,62,414,40,3,58,59,
87WN04420, 87805583,87,80,X5583,3,00,20,002,1,1,1,1,5.0,5,4,3,137,89,29,158,61,508, 0, 0, 0, 0,  0,  0,,,,5,,0,126,662,93,,0,,0000,97,5177,43,0,77,441,42,3,75,78,
87WN04421, 87805584,87,80,X5584,3,00,20,892,2,2,5,5,7.0,7,5,3,139,87,28,124,36,271, 0, 0, 0, 0,  0,  0,,,,5,,0,143,941,93,,0,,0000,97,3653,43,0,45,391,42,3,48,0,IFL
87WN04422, 87805585,87,80,X5585,3,00,20,892,2,2,5,5,7.0,7,5,3,139,87,27,115,48,420, 0, 0, 0, 0,  0,  0,,,,5,,0,143,941,93,,0,,0000,97,3653,43,0,62,539,42,3,56,58,
87WN04423, 87805586,87,80,X5586,3,00,20,403,1,1,1,1,2.0,2,2,3,139,87,31,150,77,713, 0, 0, 0, 0,  0,  0,,,,5,,0,144,768,93,,0,,0000,97,7336,43,0,101,659,40,3,91,100,
87WN04424, 87805587,87,80,X5587,3,58,58,,1,1,1,1,1.0,1,1,3,139,87,30,91,52,493, 9, 3,11, 9, 27,  0,4,5,1,1,1,139,187,1110,93,,0,,0000,19,2625,80,4,68,483,45,3,66,75,
87WN04425, 87805589,87,80,X5589,2,00,10,101,2,1,3,2,9.0,9,5,3,142,84,19,128,52,467, 0, 0, 0, 0,  0,  0,,,,5,,0,141,829,93,,0,,0000,97,1488,19,0,69,477,10,3,64,66,
87WN04426, 87805590,87,80,X5590,2,00,20,436,1,1,1,1,2.0,2,2,3,143,83,3,154,60,537, 0, 0, 0, 0,  0,  0,,,,5,,0,128,733,93,,0,,0000,97,7375,43,0,80,525,43,3,74,75,PPL
87WN04427, 87805591,87,80,X5591,2,00,30,602,1,1,1,1,4.0,4,4,3,143,83,5,103,60,599, 0, 0, 0, 0,  0,  0,,,,5,,0,148,1076,93,45,0,,0000,97,0433,63,0,82,578,60,3,74,75,PPL
87WN04428, 87805592,87,80,X5592,2,00,20,436,1,1,1,1,2.0,2,2,3,143,83,2,151,71,673, 0, 0, 0, 0,  0,  0,,,,5,,0,128,759,93,,0,,0000,97,7444,43,0,96,660,43,3,85,85,PPL
