UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
86WN00001, 86029061,86,02,Y9061,1,70,30,702,3,1,7,2,3.0,3,3,1,84,146,22,84,90,559, 5, 3, 9, 8, 40,276,4,5,2,1,2,157,230,1298,93,33,,,7219,02,5033,02,2,75,519,70,3,112,0,
86WN00002, 86029063,86,02,Y9063,2,30,30,  8,2,1,3,2,1.0,1,1,1,84,146,32,78,67,405, 4, 2, 9, 7, 46,  0,4,5,1,1,1,156,206,1194,93,,,,0000,02,7856,02,4,56,445,71,2,69,79,
86WN00003, 86029064,86,02,Y9064,2,71,30,714,2,1,3,2,3.0,3,3,1,84,146,24,87,95,591, 5, 2, 8, 6, 56,  0,6,7,2,1,1,177,202,1193,,,,,7833,02,5308,02,6,80,586,71,1,102,107,201
86WN00004, 86029065,86,02,Y9065,2,71,30,713,3,1,7,2,3.0,3,3,1,85,145,10,55,94,610, 8, 2, 8, 7, 53,  0,5,7,1,1,1,161,216,1221,,,,,8109,02,5266,02,6,79,596,71,1,93,103,203
86WN00005, 86029066,86,02,Y9066,3,30,30,  8,2,1,3,2,1.0,1,1,1,85,145,33,81,84,523, 6, 3, 8, 6, 64,  0,6,7,2,9,1,167,206,1306,,08,,,0000,02,8078,02,4,71,531,70,1,87,102,202
86WN00006, 86029067,86,02,Y9067,2,30,30,  8,2,1,3,2,1.0,1,1,1,85,145,9,65,88,562, 5, 3, 8, 6, 59,  0,6,7,2,9,1,175,206,1306,,08,,,0000,02,8078,02,4,74,590,70,1,95,100,201
86WN00007, 86029068,86,02,Y9068,2,70,30,701,1,1,1,1,4.0,4,4,1,85,145,7,100,99,614,11, 2, 7, 6, 73,  0,6,7,5,1,1,154,186,1231,,,,,7286,02,3364,02,2,84,548,70,1,99,108,203
86WN00008, 86029069,86,02,Y9069,3,30,30,  8,1,1,1,1,1.0,1,1,1,86,144,16,105,109,684, 6, 4, 6, 6, 54,  0,5,6,1,1,1,183,196,1274,93,,,,0000,02,7962,02,4,93,681,71,3,115,120,
86WN00009, 86029070,86,02,Y9070,2,30,30,  8,2,1,3,2,1.0,1,1,1,86,144,12,60,78,500, 5, 3, 8, 6, 57,  0,6,7,1,1,1,164,206,1316,92,,,,0000,02,8199,02,4,66,530,70,2,83,88,002
86WN00010, 86029071,86,02,Y9071,1,30,30,  8,2,1,3,2,1.0,1,1,1,86,144,19,95,107,677, 7, 3, 7, 6, 55,297,5,6,1,1,1,179,206,1316,93,,,,0000,02,8199,02,4,91,678,70,3,102,0,
86WN04123, 86803065,86,80,X3065,2,00,80,713,2,2,5,5,5.0,5,4,3,139,94,27,108,48,396, 0, 0, 0, 0,  0,  0,,,,5,,0,178,1200,93,,,,0000,97,1419,02,0,58,418,71,3,55,60,
86WN04124, 86803066,86,80,X3066,3,00,80,713,2,2,5,5,5.0,5,4,3,139,94,30,96,47,398, 0, 0, 0, 0,  0,  0,,,,5,,0,178,1200,93,,,,0000,97,1419,02,0,57,414,71,3,55,57,
86WN04125, 86803067,86,80,X3067,2,00,20,401,1,1,1,1,7.0,7,5,3,139,94,12,129,56,459, 0, 0, 0, 0,  0,  0,,,,5,,0,123,770,93,,,,0000,97,3110,43,0,68,503,40,3,59,63,
86WN04126, 86803068,86,80,X3068,3,59,59,  9,2,2,5,5,1.0,1,1,3,139,94,22,74,47,421, 8, 2,12,10, 23,  0,6,7,2,1,1,144,202,1300,93,03,,,0000,19,9175,94,4,58,512,65,3,57,57,
86WN04127, 86803069,86,80,X3069,2,59,59,  9,2,2,5,5,1.0,1,1,3,139,94,8,65,50,463, 6, 3,12,10, 30,  0,6,7,2,1,1,156,202,1300,92,,,,0000,19,9175,94,4,62,545,65,2,52,57,080
86WN04128, 86803072,86,80,X3072,3,00,20,822,2,2,5,6,6.0,6,4,3,141,92,1,108,40,317, 0, 0, 0, 0,  0,  0,,,,5,,0,145,785,93,,,,0000,97,3811,43,0,49,470,42,3,48,56,
86WN04129, 86803073,86,80,X3073,3,00,20,822,2,2,5,4,6.0,6,4,3,141,92,32,134,53,430, 0, 0, 0, 0,  0,  0,,,,5,,0,145,785,93,,,,0000,97,3811,43,0,65,471,42,3,62,68,
86WN04130, 86803074,86,80,X3074,2,58,58,  9,1,1,1,1,1.0,1,1,3,141,92,20,63,38,345, 9, 2,12,11, 34,  0,5,6,1,1,1,125,192,1154,93,,,,0000,19,9853,94,4,48,332,47,2,42,49,079
86WN04131, 86803075,86,80,X3075,3,00,20,412,1,1,1,1,5.0,5,4,3,144,95,1,158,71,581, 0, 0, 0, 0,  0,  0,,,,5,,0,127,857,93,,,,0000,97,4188,43,0,86,452,41,3,76,80,
86WN04132, 86803076,86,80,X3076,3,00,20,412,1,1,1,1,7.0,7,5,3,144,89,12,144,76,692, 0, 0, 0, 0,  0,  0,,,,5,,0,133,777,93,,,,0000,97,3282,43,0,97,701,41,3,88,92,
