UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
19WN00001,2019060347,19,A0347,06,2,,30,38,8,2,2,2.0,2,2,1,68,196,128,,9.6,,94,0.659,89,1,1,,,0,,,T,.,H9917,05,H9692,05,,2,,0,5,5,,,,1,88,246,,,0.042,MARC,,
19WN00002,2019060348,19,A0348,06,1,,30,38,8,2,2,2.0,2,2,1,68,196,128,,11.0,,76,0.508,72,1,3,1,3-,0,,,,.,H9917,05,H9692,05,,1,,0,5,5,,,,,95,219,,,0.042,,,
19WN00003,2019060350,19,A0350,06,2,,30,35,8,2,1,2.0,2,2,1,68,196,128,,9.9,,95,0.665,90,1,1,,,0,,,e2,.,H9845,05,H9647,05,,1,,0,3,2,,,,,108,246,,,0.04,,,
19WN00004,2019060351,19,A0351,06,3,,30,37,8,2,1,4.0,4,4,1,69,197,128,,10.5,,94,0.652,89,1,1,,,0,,,,UGLY,H9879,05,H9194,05,,3,93,263,3,2,,,,,112,246,,,0.035,,,
19WN00005,2019060353,19,A0353,06,2,,30,32,8,2,2,2.0,2,2,1,69,196,127,,10.0,,76,0.52,72,1,1,,,0,,,,.,H9641,05,H9653,05,,2,92,261,5,5,,,,,88,246,,,0.036,,,1775
19WN00006,2019060354,19,A0354,06,2,,30,32,8,2,2,2.0,2,2,1,69,196,127,,10.6,,77,0.523,73,1,3,,,0,,,e3,.,H9641,05,H9653,05,,1,,0,5,5,,,,,92,246,,,0.036,,,
19WN00007,2019060356,19,A0356,06,2,,30,38,8,2,1,3.0,3,3,1,70,196,126,,9.8,,83,0.581,80,1,1,,,7,,,e4,.,H9917,05,H9443,05,,1,,0,3,2,,,,,98,246,,,0.042,,,
19WN00008,2019060357,19,A0357,06,3,,30,31,9,3,1,5.0,5,4,1,70,196,126,,9.9,,91,0.644,87,1,1,,,0,,,,.,H9421,05,H8545,05,,3,93,263,7,2,,,,,108,246,,,0.031,,,
19WN00009,2019060360,19,A0360,06,3,,30,31,9,3,2,4.0,4,4,1,70,196,126,,7.9,,74,0.525,71,1,1,,,0,,,,SMALL,H9421,05,H8988,05,,3,93,263,8,5,,,,,91,246,,,0.032,,,
19WN00010,2019060361,19,A0361,06,3,,30,31,9,3,2,4.0,4,4,1,70,196,126,,7.0,,74,0.532,71,1,1,,,0,,,,TOOSMALL,H9421,05,H8988,05,,3,93,263,8,5,,,,,90,246,,,0.032,,,
19WN02156,2019837460,19,Z7460,83,3,,10,58,8,2,2,2.0,2,2,2,105,196,91,,13.6,,77,0.697,97,5,1,,,0,,,,.,Z0000,83,S1316,12,,3,93,263,5,5,,,,,95,246,,,0.0,,,
19WN02157,2019837461,19,Z7461,83,2,,05,e1,5,1,1,1.0,1,1,2,105,196,91,,12.9,,63,0.551,79,1,1,,,I,,GRN,,.,K0000,64,T7076,45,,2,93,263,1,1,,,,3,86,246,,,0.0,,,
19WN02158,2019837462,19,Z7462,83,3,,00,e3,5,1,1,1.0,1,1,H,105,198,93,,15.3,,79,0.685,98,2,1,,,0,,OR,,.,Z0000,83,Z5987,83,,3,93,316,1,1,,,,,66,246,,,0.0,Feed,2,
19WN02159,2019837463,19,Z7463,83,2,,10,65,8,2,2,3.0,3,3,2,106,196,90,,12.8,,69,0.624,88,5,2,,,0,,GRN,,.,Z0000,83,Z4013,83,,2,93,263,5,5,,,,3,86,246,,,0.0,,,
19WN02160,2019837464,19,Z7464,83,2,,10,65,8,2,2,3.0,3,3,2,106,196,90,,14.0,,69,0.611,87,5,1,,,0,,GRN,,.,Z0000,83,Z4013,83,,2,93,263,5,5,,,,3,83,246,,,0.0,,,
19WN02161,2019837465,19,Z7465,83,3,,10,e4,5,1,1,1.0,1,1,2,107,196,89,,14.6,,87,0.813,112,5,1,,,,,GRN,,80BLK,Z0000,83,S1513,12,,3,93,302,1,1,,,,,101,246,,,0.0,Feed,2,
19WN02162,2019837466,19,Z7466,83,2,,LT,e2,5,1,1,1.0,1,1,2,108,196,88,,13.7,,75,0.697,97,1,1,,,7,,GRN,,PINK,L0000,70,Z6096,83,,2,93,263,1,1,,,,3,83,246,,,0.0,,,
19WN02163,2019837468,19,Z7468,83,2,,10,52,9,3,2,5.0,5,4,2,108,196,88,,11.4,,69,0.655,90,7,1,,,0,,,,2ND,Z0000,83,S0250,12,,2,93,263,8,5,,,,3,89,246,,,0.0,,,
19WN02164,2019837469,19,Z7469,83,2,,10,52,9,3,2,5.0,5,4,2,108,197,89,,9.9,,76,0.743,99,7,1,,,0,,,,3RD,Z0000,83,S0250,12,,2,93,263,8,5,,,,3,89,246,,,0.0,,,
19WN02165,2019837470,19,Z7470,83,1,,00,e3,5,1,1,1.0,1,1,2,109,196,87,,18.6,,74,0.637,95,1,1,1,3,0,,GRN,,X no nuts,Z0000,83,S1845,12,,3,93,233,1,1,,,,,70,219,,,0.0,,,
