UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
24WN00001,2024062052,24,A2052,06,3,,30,37,9,3,1,6.0,,,H,72,191,119,,8.0,  0,91,0.697,92,1,1,,,7,,,,.,A1164,06,H9974,05,,3,93,285,7,2,,,,,105,247,,,0.046,,,
24WN00002,2024062054,24,A2054,06,2,,30,41,8,2,2,4.0,,,1,76,192,116,,8.4,  0,70,0.531,72,2,1,,,,,,e1,.,A1538,06,A0970,06,,1,,,5,6,,,,,74,247,,,0.098,,,
24WN00003,2024062055,24,A2055,06,3,,30,41,8,2,2,4.0,,,1,76,190,114,,11.1,  0,68,0.499,71,2,1,,,,,,,.,A1538,06,A0970,06,,3,93,290,5,3,,,,,85,247,,,0.098,,,
24WN00004,2024062056,24,A2056,06,3,,30,39,3,4,2,6.0,,,1,76,190,114,,8.2,  0,68,0.525,71,1,1,,,,,,,1ST,A1231,06,H9980,05,,3,93,285,8,5,,,,,87,247,,,0.105,,,
24WN00005,2024062057,24,A2057,06,2,,30,39,3,4,2,6.0,,,1,76,190,114,,6.7,  0,55,0.424,58,3,1,,,,,,e1,BLSPOTRSHOULD,A1231,06,H9980,05,,1,,,8,6,,,,,68,247,,,0.105,,,
24WN00006,2024062059,24,A2059,06,3,,30,38,9,3,2,2.0,,,1,76,190,114,,9.8,  0,72,0.546,75,1,1,,,,,,,.,A1191,06,A1508,06,,3,93,290,8,4,,,,,90,247,,,0.051,,,
24WN00007,2024062060,24,A2060,06,3,,30,38,9,3,2,2.0,,,1,76,190,114,,8.1,  0,58,0.438,61,1,3,,,,,,,.,A1191,06,A1508,06,,3,93,285,8,6,,,,,62,247,,,0.051,,,
24WN00008,2024062062,24,A2062,06,2,,30,39,9,3,2,3.0,,,1,77,192,115,,7.8,  0,72,0.558,75,1,1,,,0,,,e1,1ST,A1231,06,A1193,06,,1,,,8,5,,,,,77,247,,,0.061,,,
24WN00009,2024062063,24,A2063,06,2,,30,39,9,3,2,3.0,,,1,77,190,113,,8.6,  0,70,0.543,74,1,1,,,0,,,e1,3RD,A1231,06,A1193,06,,1,,,8,5,,,,,81,247,,,0.061,,,
24WN00010,2024062065,24,A2065,06,2,,30,e3,8,2,2,1.0,,,1,77,190,113,,8.1,  0,39,0.273,41,1,1,,,,,,,.,A1624,06,A1851,06,,3,93,282,5,5,,,,,52,247,,,0.063,,,
24WN02061,2024520684,24,Y0684,52,3,,Kt,AI,8,2,2,3.0,,,1,95,190,95,,9.4,  0,47,0.396,57,1,1,,,,,,,.,Y0305,00,Y0066,52,,3,93,285,5,5,,,,,64,247,,,0.0,,,
24WN02062,2024520685,24,Y0685,52,1,,Kt,AI,8,2,2,3.0,,,1,95,190,95,,9.2,  0,48,0.408,58,8,1,2,1,,,,,Scurs Over,Y0305,00,Y0066,52,,7,97,189,5,5,,,,,,,,,0.0,,,
24WN02063,2024520686,24,Y0686,52,3,,Kt,45,5,1,1,2.0,,,2,95,190,95,,10.2,  0,72,0.651,88,5,7,,,,,,,.,Y0520,00,Y0296,52,,3,93,290,1,1,,,,,92,247,,,0.0,,,
24WN02064,2024520689,24,Y0689,52,2,,Kt,AI,9,3,1,3.0,,,1,96,192,96,,5.7,  0,56,0.524,69,2,1,,,,,,e2,.,Y0305,00,Y0056,52,,1,,,7,2,,,,,70,247,,,0.0,,,
24WN02065,2024520691,24,Y0691,52,2,,Kt,AI,9,3,1,3.0,,,H,96,190,94,,8.8,  0,70,0.651,87,1,1,,,,,,e2,,Y0305,00,Y0056,52,,1,,0,7,2,,,,,89,247,,,0.0,,,
24WN02066,2024520696,24,Y0696,52,3,,Kt,AI,3,4,1,3.0,,,H,96,191,95,,7.3,  0,54,0.492,66,8,1,,,,,,,.,Y0305,00,Y0072,52,,3,93,285,7,2,,,,,76,248,,,0.0,,,
24WN02067,2024520697,24,Y0697,52,3,,Kt,AI,5,1,1,3.0,,,2,98,190,92,,12.7,  0,70,0.623,87,5,1,,,,,,,.,Y0305,00,Y0053,52,,3,93,290,1,1,,,,,90,247,,,0.0,,,
24WN02068,2024520698,24,Y0698,52,1,,Kt,AI,8,2,2,3.0,,,H,99,191,92,,10.5,  0,44,0.364,54,1,1,,,,,,,.,Y0305,00,Y0058,52,,7,97,189,5,5,,,,,,,,,0.0,,,
24WN02069,2024520699,24,Y0699,52,1,,Kt,AI,8,2,2,3.0,,,2,99,190,91,,9.7,  0,55,0.498,69,5,1,1,1,,,,,.,Y0305,00,Y0058,52,,6,10,206,5,5,,,,,,,,,0.0,,,
24WN02070,2024520700,24,Y0700,52,3,,Kt,44,5,1,1,6.0,,,H,100,192,92,,13.9,  0,61,0.512,75,8,2,,,,,PUR,,.,Y0519,00,Y0025,00,,3,93,285,1,1,,,,,74,247,,,0.0,,,
