UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
16WN00001,2016059272,16,H9272,05,2,,30,31,8,2,2,2.0,2,2,1,66,200,134,,8.1,  0,68,0.447,62,1,1,,,0,,BLD,e5,.,H8485,05,H8545,05,,1,,,5,5,,,,,79,250,,,0.035,,,
16WN00002,2016059273,16,H9273,05,1,,30,31,8,2,2,2.0,2,2,1,66,200,134,,8.4,  0,58,0.37,53,1,1,,3,0,,BLD,,SCRS,H8485,05,H8545,05,,3,93,245,5,5,,,,,80,223,,,0.035,,,
16WN00003,2016059274,16,H9274,05,3,,30,31,8,2,2,2.0,2,2,1,70,200,130,,6.6,  0,75,0.526,70,1,1,,,,,,,1ST.HAIRY,H8485,05,H8709,05,,3,93,271,5,5,,,,,90,250,,,0.03,,,
16WN00004,2016059275,16,H9275,05,1,,30,31,8,2,2,2.0,2,2,1,70,200,130,,7.1,  0,68,0.468,63,1,1,,3+,,,,,Scurs,H8485,05,H8709,05,,3,93,245,5,5,,,,,78,223,,,0.03,,,
16WN00005,2016059276,16,H9276,05,1,,30,32,8,2,1,3.0,3,3,1,71,200,129,,8.5,  0,101,0.717,95,1,1,,2,0,,,,Horns.ParrotX,H8507,05,H8285,05,,3,93,245,3,2,,,,,108,223,,,0.047,,,
16WN00006,2016059278,16,H9278,05,2,,30,31,5,1,1,2.0,2,2,1,71,200,129,,10.1,  0,76,0.511,71,1,1,,,,,,,PINK.UGLY,H8485,05,H8664,05,,3,93,271,1,1,,,,,86,250,,,0.021,,,
16WN00007,2016059279,16,H9279,05,2,,30,30,5,1,1,3.0,3,3,1,71,200,129,,12.3,  0,97,0.657,91,1,1,,,0,,BLD,e5,.,H8376,05,H7973,05,,1,,,1,1,,,,,108,250,,,0.035,,,
16WN00008,2016059280,16,H9280,05,2,,30,29,8,2,2,2.0,2,2,1,71,200,129,,9.5,  0,65,0.43,61,1,1,,,0,,,,SmallHasBlack,H7479,05,H8785,05,,1,93,271,5,5,,,,3,76,250,,,0.04,,,
16WN00009,2016059281,16,H9281,05,2,,30,29,8,2,2,2.0,2,2,1,71,200,129,,9.0,  0,67,0.45,63,1,1,,,0,,,,EatingProblem,H7479,05,H8785,05,,1,93,271,5,5,,,,3,88,250,,,0.04,,,
16WN00010,2016059288,16,H9288,05,2,,30,32,5,1,1,7.0,7,5,1,72,200,128,,10.5,  0,102,0.715,96,3,1,,,,,BLD,e3,Rescued,H8507,05,H5213,05,,3,,,1,1,,,,1,116,250,,,0.046,,,
16WN01574,2016834077,16,Z4077,83,3,,20,64,5,1,1,5.0,5,4,2,109,201,92,,18.0,  0,96,0.848,120,5,1,,,7,,,,.,Z0000,83,T3878,45,,3,93,271,1,1,,,,,117,250,,,0.0,,,
16WN01575,2016834078,16,Z4078,83,3,,10,16,5,1,1,5.0,5,4,2,109,201,92,,16.5,  0,100,0.908,125,5,1,,,0,,BLD,,.,Z0000,83,R8798,11,,3,93,271,1,1,,,,,124,250,,,0.0,,,
16WN01576,2016834079,16,Z4079,83,2,,10,48,5,1,1,2.0,2,2,2,110,201,91,,18.3,  0,86,0.744,108,5,1,,,0,,,,1ST.95BLK,Z0000,83,S0265,12,,3,93,271,1,1,,,,,98,250,,,0.0,,,
16WN01577,2016834080,16,Z4080,83,2,,SY,19,5,1,1,3.0,3,3,H,111,201,90,,17.9,  0,80,0.69,101,5,1,,,0,,OR,,1ST.40BLK,Z0000,83,Z2028,83,,3,93,271,1,1,,,,,91,250,,,0.0,,,
16WN01578,2016834081,16,Z4081,83,3,,SY,19,8,2,2,6.0,6,4,H,111,201,90,,15.8,  0,88,0.802,112,5,1,,,0,,ORB,,1ST.OMPHALITI,Z0000,83,X8719,82,,3,93,271,5,5,,,,,116,250,,,0.0,,,
16WN01579,2016834082,16,Z4082,83,2,,SY,19,8,2,2,6.0,6,4,H,111,201,90,,15.7,  0,84,0.759,107,5,1,,,0,,ORB,,2ND.90GREY,Z0000,83,X8719,82,,3,93,271,5,5,,,,,109,250,,,0.0,,,
16WN01580,2016834083,16,Z4083,83,3,,S3,BR2,5,1,1,6.0,6,4,H,112,201,89,,18.8,  0,90,0.8,115,1,1,,,0,,GRN,,1ST,Z0000,83,X8894,82,,3,93,271,1,1,,,,,99,250,,,0.0,,,
16WN01581,2016834084,16,Z4084,83,3,,20,48,5,1,1,4.0,4,4,2,113,201,88,,16.5,  0,100,0.949,130,7,1,,,0,,,,.,Z0000,83,T4106,45,,3,93,271,1,1,,,,,123,250,,,0.0,,,
16WN01582,2016833414,16,Z3414,83,3,,80,13,9,3,2,4.0,4,4,H,77,201,124,,9.7,  0,53,0.353,52,2,1,,,,,BLD,,FeedlotReject,Z3202,83,H7603,05,,3,93,245,5,5,,,,,,,,,0.0,,,
16WN01583,2016833301,16,Z3301,83,2,,97,15,8,2,1,4.0,4,4,H,74,201,127,,11.5,  0,111,0.783,106,6,1,,,,,BLD,e1,MissedCuwt,Z2306,83,Z0978,83,,1,,,3,2,,,,,,250,,,0.037,,,
