UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
07WN02852,2007825270,07,X5270,82,3,00,83,18,8,2,2,3.5,3,3,T,89,215,126,4,12.0,0,101,0.706,97,5,1,,,7,X,RN,,.,04102,00, 3036,30,00,3,93,264,5,5,0,2.03,145.2,3,113,0,,,,,0
07WN02853,2007825273,07,X5273,82,2,00,04,04,8,2,2,3.0,3,3,1,89,213,124,5,11.3,54,67,0.449,65,1,1,,,0,C,TRM,,4TEATS,00600,00,R4687,11,18,3,93,236,5,5,0,1.79,121.2,3,72,0,,,,,0
07WN02854,2007825274,07,X5274,82,2,00,04,04,8,2,2,3.0,3,3,1,89,213,124,9,11.3,63,79,0.546,77,1,1,,,0,C,TRM,MKT,4TEATS ENTR,00600,00,R4687,11,18,4,93,323,5,5,0,1.79,121.2,3,92,0,,,, 24,0
07WN02855,2007825275,07,X5275,82,2,00,TR,22,5,1,1,6.0,6,4,1,89,213,124,15,18.2,93,110,0.74,107,1,1,,,0,T,TRM,e23,PIG T x R,00426,00,R2776,11,10,4,,0,1,1,0,1.56,95.0,1,116,0,,,, 17,0
07WN02856,2007825276,07,X5276,82,2,97,97,13,5,1,1,2.0,2,2,B,89,215,126,3,14.0,0,100,0.683,96,6,1,,,0,B,Suf,e13,.,00065,00,X2296,82,97,1,,0,1,1,116,1.77,129.5,1,111,0,,,ULTR,,0
07WN02857,2007825272,07,X5272,82,3,00,MR, 1,8,2,2,5.0,5,4,1,89,213,124,10,11.7,63,78,0.535,76,1,1,,,0,3,TRM,,.,03069,00,R3030,11,18,4,93,309,5,5,0,1.72,101.7,3,99,0,,,, 16,0
07WN02858,2007825000,07,X5000,82,2,00,SC,11,8,2,2,2.0,2,2,2,85,220,135,5,11.5,57,74,0.463,67,5,1,,,0,B,Ter,e22,.,X1010,82,K3441,64,68,1,,0,5,5,0,1.75,119.6,1,92,0,,,ULTR,,0
07WN02859,2007824819,07,X4819,82,2,00,MR, 1,8,2,2,3.0,3,3,1,82,213,131,17,11.5,63,72,0.462,67,3,1,,,0,3,TRM,,.,03069,00,R4832,11,18,3,93,236,5,5,0,1.64,93.0,3,77,0,,,,,0
07WN02860,2007825239,07,X5239,82,2,00,TR,23,8,2,2,7.0,7,5,1,88,213,125,8,11.6,53,63,0.411,61,1,1,,,2,T,TRM,e23,.,00428,00,R1457,11,12,4,,0,5,5,0,1.98,91.5,1,74,0,,,, 17,0
07WN02861,2007053069,07,H3069,05,2,88,30,02,9,3,3,5.0,5,4,2,87,220,133,10,7.4,37,47,0.298,43,1,1,,,0,M,RED,,HAIRY,H0773,05,P0076,05,83,3,93,264,9,8,86,2.12,113.1,3,59,0,,,,,0
