UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
17WN00001,2017059581,17,H9581,05,1,,30,40,8,2,2,4.0,4,4,1,70,198,128,,12.6,  0,50,0.292,48,1,1,1,2+,0,,,,PINK,H8894,05,H7991,05,,3,93,235,5,5,,,,,59,221,,,0.031,,,
17WN00002,2017059582,17,H9582,05,1,,30,40,8,2,2,4.0,4,4,1,70,198,128,,13.4,  0,75,0.481,71,1,1,1,2-,0,,,,Pink eyes,H8894,05,H7991,05,,3,93,235,5,5,,,,,91,221,,,0.031,,,
17WN00003,2017059583,17,H9583,05,2,,30,41,6,2,1,2.0,2,2,1,70,198,128,,8.7,  0,88,0.62,83,1,1,,,0,,$,e7,.,H9065,05,H9007,05,,3,,,3,2,,,,1,95,248,,,0.028,,,
17WN00004,2017059584,17,H9584,05,2,,30,43,9,3,2,4.0,4,4,1,70,198,128,,10.8,  0,70,0.463,66,1,1,,,,,$,e8,.,H9233,05,H8300,05,,3,,,8,5,,,,1,89,248,,,0.033,,,
17WN00005,2017059585,17,H9585,05,1,,30,43,9,3,2,4.0,4,4,1,70,198,128,,10.0,  0,72,0.484,68,1,1,1,2-,,,,,.,H9233,05,H8300,05,,3,93,235,8,5,,,,,78,221,,,0.033,,,
17WN00006,2017059586,17,H9586,05,1,,30,39,5,1,1,7.0,7,5,1,70,198,128,,10.4,  0,103,0.723,97,1,1,1,2,0,,$,,HAIRY,H8840,05,H5696,05,,3,,,1,1,,,,1,117,221,,,0.036,,,
17WN00007,2017059587,17,H9587,05,2,,30,e5,8,2,1,1.0,1,1,1,70,198,128,,6.3,  0,65,0.459,61,1,1,,,0,,BLD,e10,VagDischarge,H8787,05,H9292,05,,1,,,3,2,,,,,92,248,,,0.021,,,
17WN00008,2017059589,17,H9589,05,2,,30,42,8,2,1,3.0,3,3,1,70,198,128,,9.0,  0,43,0.266,41,1,1,,,0,,,,HAIRY,H9130,05,H8516,05,,3,97,260,3,2,,,,7,65,248,,,0.02,,,
17WN00009,2017059591,17,H9591,05,2,,30,e5,8,2,1,1.0,1,1,1,71,198,127,,8.4,  0,83,0.587,79,1,1,,,7,,,e10,.,H8787,05,H9378,05,,1,,,3,2,,,,,102,248,,,0.032,,,
17WN00010,2017059594,17,H9594,05,1,,30,39,3,4,1,6.0,6,4,1,71,198,127,,8.1,  0,114,0.834,108,1,1,6,3,0,,BLD,,"6""hornsHasBlk",H8840,05,H6597,05,,3,93,235,7,2,,,,,121,221,,,0.027,,,
17WN01791,2017835151,17,Z5151,83,3,,LT,e6,5,1,1,1.0,1,1,2,107,199,92,,11.9,  0,46,0.371,56,2,1,,,0,,GRN,,.,L0000,70,T6412,45,,3,93,261,1,1,,,,,66,248,,,0.0,,,
17WN01792,2017835152,17,Z5152,83,2,,XR,e8,5,1,1,1.0,1,1,2,107,199,92,,13.9,  0,68,0.588,84,1,1,,,0,,$,e7,.,Z0000,00,S1074,12,,1,,,1,1,,,,,91,248,,,0.0,,,
17WN01793,2017835153,17,Z5153,83,2,,10,27,8,2,2,3.0,3,3,2,108,199,91,,11.9,  0,58,0.507,73,5,1,,,0,,MAG,,.,Z0000,83,R9998,11,,3,93,261,5,6,,,,,81,248,,,0.0,,,
17WN01794,2017835154,17,Z5154,83,3,,10,27,8,2,2,3.0,3,3,2,108,199,91,,14.9,  0,66,0.562,82,5,1,,,0,,MAG,,.,Z0000,83,R9998,11,,3,93,261,5,6,,,,,102,248,,,0.0,,,
17WN01795,2017835155,17,Z5155,83,3,,XT,e8,5,1,1,1.0,1,1,2,109,199,90,,13.8,  0,67,0.591,85,1,1,,,7,,GRN,,.,Z0000,00,T6536,45,,3,93,261,1,1,,,,,88,248,,,0.0,,,
17WN01796,2017835156,17,Z5156,83,2,,10,16,8,2,1,4.0,4,4,H,109,198,89,,13.3,  0,76,0.704,98,5,1,,,0,,BLD,,DoubleSync,R9597,11,Z1584,83,,3,93,261,3,2,,,,,87,249,,,0.01,,,
17WN01797,2017834502,17,Z4502,83,3,,XP,33,9,3,2,6.0,6,4,1,80,198,118,,7.9,  0,65,0.483,66,1,1,,,0,,BLD,,WnwtMissed,Z4105,00,H6632,05,,3,93,261,8,4,,,,,89,248,,,0.0,,,
17WN01798,2017834572,17,Z4572,83,3,,LR,e6,7,2,1,1.0,1,1,1,82,199,117,,10.4,  0,71,0.516,72,1,1,,,0,,GBL,,WnwtMissed,L0000,70,S0948,12,,3,93,261,3,2,,,,,96,248,,,0.0,,,
17WN01799,2017059834,17,H9834,05,2,,30,41,8,2,2,2.0,2,2,2,83,199,116,,11.6,  0,75,0.548,77,1,1,,,,,$,e7,BloodVagDisch,H9065,05,H8939,05,,3,,0,8,5,,,,1,102,248,,,0.029,,,
17WN01800,2017835099,17,Z5099,83,3,,LT,e6,5,1,1,1.0,1,1,2,98,199,101,,16.1,  0,72,0.553,82,1,1,,,0,,GRN,,WnwtMissed,L0000,70,T6572,45,,3,93,261,1,1,,,,,99,248,,,0.0,,,
