UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
22WN00001,2022061467,22,A1467,06,1,,30,41,9,3,2,3.0,3,3,1,67,192,125,,8.6,  0,96,0.699,93,1,1,2,2-,7,,,,SlOver,A1026,06,A0668,06,,3,93,230,8,5,,,,,99,215,,,0.043,,,
22WN00002,2022061468,22,A1468,06,2,,30,41,9,3,2,3.0,3,3,1,67,192,125,,9.8,  0,87,0.618,84,1,1,,,7,,,e1,.,A1026,06,A0668,06,,1,,,8,5,,,,,98,249,,,0.043,,,
22WN00003,2022061471,22,A1471,06,2,,30,37,9,3,2,3.0,3,3,1,68,192,124,,8.9,  0,83,0.598,81,1,1,,,7,,,e2,.,A0786,06,A0654,06,,1,,,8,5,,,,,99,249,,,0.044,,,
22WN00004,2022061472,22,A1472,06,1,,30,37,9,3,2,3.0,3,3,1,68,192,124,,9.6,  0,77,0.544,75,1,1,2,3,7,,,,.,A0786,06,A0654,06,,3,93,230,8,5,,,,,99,215,,,0.044,,,
22WN00005,2022061473,22,A1473,06,1,,30,35,9,3,1,3.0,3,3,1,69,192,123,,9.5,  0,112,0.833,110,1,1,3,2-,7,,,,.,A0459,06,A0437,06,,3,93,230,7,2,,,,,114,215,,,0.043,,,
22WN00006,2022061476,22,A1476,06,2,,30,37,8,2,2,3.0,3,3,1,69,192,123,,11.9,  0,97,0.692,95,1,1,,,7,,,e3,.,A0786,06,A0456,06,,1,,,5,5,,,,,114,250,,,0.039,,,
22WN00007,2022061477,22,A1477,06,1,,30,37,8,2,2,3.0,3,3,1,69,192,123,,11.7,  0,96,0.685,94,1,1,2,3-,7,,,,.,A0786,06,A0456,06,,3,93,230,5,5,,,,,107,215,,,0.039,,,
22WN00008,2022061478,22,A1478,06,3,,30,36,9,3,1,4.0,4,4,W,70,193,123,,10.0,  0,87,0.626,85,1,1,,,0,T,,,1ST,A0678,06,A0287,06,,3,93,230,7,2,,,,,110,215,,,0.053,Trip,,
22WN00009,2022061479,22,A1479,06,1,,30,36,9,3,2,4.0,4,4,1,70,192,122,,12.0,  0,87,0.615,86,1,1,2,2-,0,T,,,Loose,A0678,06,A0287,06,,1,,,8,3,,,,,91,215,,,0.053,Trip,,
22WN00010,2022061480,22,A1480,06,2,,30,36,9,3,2,4.0,4,4,1,70,192,122,,8.7,  0,61,0.429,60,1,1,,,0,T,,,.,A0678,06,A0287,06,,3,93,263,8,7,,,,,75,249,,,0.053,Trip,,
22WN02098,2022839989,22,Z9989,83,2,A,C3,19,9,3,2,3.0,3,3,1,78,192,114,,9.6,  0,76,0.582,79,2,1,,,,,,e3,.,Z7663,83,K5307,64,,1,,,8,6,,,,,94,249,,,0.0,,,
22WN02099,2022839993,22,Z9993,83,1,A,97,12,8,2,1,2.0,2,2,H,78,193,115,,12.4,  0,123,0.962,128,6,1,1,1,,,RPS,,SlOver,Z7671,83,Z7498,83,A,1,,,3,2,,,,,124,215,,,0.019,,,
22WN02100,2022839994,22,Z9994,83,2,,00,e3,8,2,1,1.0,1,1,1,78,192,114,,7.5,  0,79,0.627,83,5,1,,,,,,e4,.,L0000,70,Z9431,83,,1,,,3,2,,,,,98,249,,,0.0,,,
22WN02101,2022839997,22,Z9997,83,3,A,97,13,5,1,1,4.0,4,4,H,78,193,115,,15.6,  0,122,0.925,127,6,1,,,0,,RPR,,.,Z7702,83,Z5747,83,A,3,93,263,1,1,,,,,149,250,,,0.016,,,
22WN02102,2022839998,22,Z9998,83,2,A,97,11,5,1,1,3.0,3,3,H,78,193,115,,10.4,  0,92,0.71,96,6,1,,,0,,RPR,,.,Z7557,83,Z6817,83,A,3,93,263,1,1,,,,,120,250,,,0.017,,,
22WN02103,2022839999,22,Z9999,83,2,,00,e3,5,1,1,1.0,1,1,1,78,192,114,,13.4,  0,106,0.812,111,5,1,,,,,,e5,.,L0000,70,Z8794,83,,1,,,1,1,,,,,114,249,,,0.0,,,
22WN02104,2022124161,22,S4161,12,1,,43,59,9,3,2,5.0,5,4,1,87,192,105,,9.3,  0,77,0.645,87,1,1,7,3-,0,,,,WnwtMissed,S2730,12,S1215,12,,3,93,230,8,6,,,,,86,215,,,0.028,,,
22WN02105,2022124380,22,S4380,12,1,,07,60,8,2,2,2.0,2,2,2,93,192,99,,8.5,  0,77,0.692,92,1,1,1,3,0,,,,WnwtMissed,S2756,12,S2731,12,,3,93,230,5,5,,,,,65,215,,,0.014,,,
22WN02106,2022458164,22,T8164,45,1,,02,52,8,2,2,3.0,3,3,2,96,192,96,,12.1,  0,81,0.718,98,2,1,1,3-,7,,,,Poor.WnwtMiss,T7636,45,T7338,45,,3,66,230,5,5,,,,6,40,215,,,0.017,,,
22WN02107,2022124294,22,S4294,12,2,,07,71,8,2,2,4.0,4,4,1,91,192,101,,10.6,0,,,,1,1,,,0,,RED,e5,MissedWnwt,S3138,12,S1542,12,,1,,,,,,,,,88,250,,,0.061,,,
