UID,IDLAMB,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,CAUSE,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,C75,DISP,CADAM,CTBR,ABN
75WN00001,75188805,75,2,8805,1,70,700,2665,18,1,,1,8,80,140,1,1,,1,97,09,03,07,07,046,25,5,6,2,,8,18,7717,18,607,60,,70,2,7,1,156,120,,,5,1,
75WN00002,75188806,75,2,8806,1,76,761,7166,18,1,,5,3,79,139,1,1,,2,75,05,03,11,08,036,17,3,4,2,,8,18,8578,18,458,45,,76,6,8,1,162,114,,,3,2,
75WN00003,75188807,75,2,8807,1,76,761,7166,18,1,,5,3,79,139,1,1,,2,66,12,03,11,10,033,28,3,4,2,,8,18,8578,18,409,40,,76,6,9,1,122,92,,,3,2,
75WN00004,75188809,75,1,8809,1,73,731,7264,18,1,,3,2,79,139,1,1,,2,91,12,03,08,08,045,12,5,7,3,,8,18,8124,18,593,59,,73,6,3,1,134,86,,,2,3,
75WN00005,75188810,75,1,8810,1,72,960,6134,18,1,,1,4,78,138,1,4,,2,71,10,04,11,08,039,6,3,4,2,,8,18,7863,18,446,44,,72,3,6,1,110,94,,,4,1,
75WN00006,75188815,75,1,8815,1,74,741,6494,18,1,,1,3,78,138,1,5,,2,98,11,04,10,07,036,21,2,3,2,,8,18,8267,18,636,63,,74,6,6,1,136,102,,3,3,1,
75WN00007,75188817,75,1,8817,1,70,700,3037,18,1,,5,7,78,138,1,5,,2,78,08,03,11,11,038,25,2,3,2,01,8,18,7717,18,477,47,,70,2,7,1,156,122,,6,5,2,
75WN00008,75188818,75,2,8818,1,70,700,3037,18,1,,5,7,78,138,1,1,,1,74,08,03,09,08,045,20,5,6,2,,8,18,7717,18,465,46,,70,2,5,1,149,98,,,5,2,
75WN00009,75188820,75,2,8820,1,00,000,0000,00,0,,1,6,78,138,1,1,,5,80,07,03,09,08,051,17,4,4,1,,0,18,0000,00,496,49,,,0,6,1,143,116,,2,4,1,
75WN00010,75188822,75,2,8822,1,76,761,7420,18,1,,1,2,77,137,1,1,,1,89,08,03,09,08,047,25,3,3,1,,8,18,8578,18,569,56,,76,6,9,1,158,110,,,2,1,
75WN02832,75932628,75,3,2628,9,00,750,7371,18,1,,5,2,31,91,5,1,10,1,60,07,03,10,10,027,4,4,6,3,,8,93,0000,97,538,53,,75,0,8,3,164,110,,3,2,2,
75WN02833,75932629,75,3,2629,9,00,750,7371,18,1,,5,2,31,91,5,1,10,1,53,09,03,11,09,029,13,2,3,2,,8,93,0000,97,477,47,,75,0,7,3,146,96,,3,2,2,
75WN02834,75932630,75,2,2630,9,,02,8183,18,1,,1,1,32,92,5,1,10,2,71,10,03,11,09,029,12,2,3,2,,8,93,0000,97,638,63,,07,9,8,6,149,123,,3,1,1,
75WN02835,75932631,75,2,2631,9,00,760,2271,62,6,,5,4,31,91,5,1,30,1,57,07,03,09,08,040,20,5,6,2,,2,93,0000,97,516,51,,76,0,6,3,158,100,,3,4,2,
75WN02836,75932632,75,2,2632,9,00,760,2271,62,6,,5,4,31,91,5,1,30,2,66,06,03,08,08,036,3,4,6,3,,2,93,0000,97,624,62,,76,0,4,3,169,92,,3,4,2,
75WN02837,75932634,75,2,2634,9,00,750,5163,42,4,,1,5,30,90,5,1,20,2,51,05,03,11,10,034,7,2,4,3,,2,93,0000,97,391,39,,75,0,1,3,150,158,,3,4,1,
75WN02838,75932635,75,2,2635,9,,01,9803,42,4,,1,1,30,90,5,1,20,1,55,07,03,11,10,033,12,2,3,2,,2,93,0000,97,486,48,,02,9,6,6,155,113,,3,1,1,
75WN02839,75932636,75,2,2636,9,,02,9834,42,4,,1,1,29,89,5,1,20,3,51,09,03,12,09,029,12,4,5,2,,2,93,0000,97,474,47,,02,9,4,6,137,88,,3,1,1,
75WN02840,75932637,75,2,2637,9,,02,9474,42,4,,1,1,27,87,5,1,20,1,49,05,03,11,09,036,8,3,5,3,,2,93,0000,97,462,46,,02,9,2,7,157,88,,7,1,1,
75WN02841,75188903,75,2,8903,1,97,10,6878,18,1,,1,3,74,134,1,1,54,1,77,06,03,09,07,054,18,2,4,3,,8,18,0563,93,493,49,,78,8,3,1,156,110,,2,3,1,
