UID,IDLAMB,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,CAUSE,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,C75,DISP,CADAM,CTBR,ABN
74WN00001,74116696,74,1,6696,1,00,000,9690,14,1,,1,6,87,147,3,2,00,1,66,05,03,09,10,041,3,3,4,2,,4,11,0000,00,401,40,,73,0,1,6,,70,,3,4,1,
74WN00002,74116697,74,1,6697,1,32,320,6581,11,1,42,1,2,80,140,1,1,07,1,64,12,03,12,10,034,2,2,2,1,,1,11,6549,11,390,39,34,32,1,0,6,103,94,,7,2,1,
74WN00003,74116698,74,1,6698,1,35,350,9792,14,1,51,1,5,79,139,1,1,07,2,91,09,03,07,07,045,6,3,3,1,,4,11,9980,14,564,56,43,35,1,4,6,149,126,,3,4,1,
74WN00004,74116699,74,2,6699,1,32,320,6422,11,1,36,1,5,76,136,1,1,07,1,55,10,03,11,09,035,1,2,2,1,,1,11,6549,11,321,32,28,32,1,1,7,101,114,,2,4,1,03
74WN00005,74116700,74,1,6700,1,35,350,9350,14,1,47,5,6,77,137,1,2,07,1,61,08,03,10,10,042,5,2,3,2,,4,11,9980,14,365,36,42,35,1,5,8,146,110,,7,4,2,
74WN00006,74116701,74,2,6701,1,35,350,9350,14,1,47,5,6,77,137,1,1,07,1,49,13,03,11,10,044,4,2,3,2,,4,11,9980,14,289,28,42,35,1,9,8,113,94,,2,4,2,
74WN00007,74116702,74,1,6702,1,32,320,6391,11,1,37,1,6,77,137,1,1,07,2,91,12,03,10,08,039,5,2,3,2,,1,11,6549,11,572,57,29,32,1,2,8,128,126,,3,4,1,
74WN00008,74116703,74,1,6703,1,35,350,9878,14,1,46,1,3,75,135,1,2,07,1,66,11,03,10,08,040,11,2,2,1,,4,11,9980,14,419,41,48,35,1,9,7,109,94,,7,3,1,
74WN00009,74116704,74,1,6704,1,32,320,6122,11,1,29,1,0,74,134,1,1,07,2,50,09,03,13,11,032,33,2,2,1,,1,11,6549,11,290,29,28,32,1,0,7,108,112,,7,5,1,91
74WN00010,74116705,74,1,6705,1,32,320,6499,11,1,35,1,3,74,134,1,1,07,2,65,10,03,11,08,040,13,2,2,1,,1,11,6549,11,396,39,40,32,1,6,7,110,120,,7,3,1,91
74WN03160,74979922,74,2,9922,7,,,9983,97,9,,3,5,103,163,5,1,97,1,101,02,03,06,04,041,13,4,4,1,,7,97,0002,97,561,56,,,,1,B,,96,,,,3,
74WN03161,74979924,74,1,9924,7,,,9999,97,9,,1,8,102,162,5,1,97,2,149,02,03,04,03,053,13,4,5,2,,7,97,0002,97,812,81,,,,2,B,,174,,,,1,
74WN03162,74979927,74,1,9927,7,,,9977,97,9,,7,7,100,160,5,1,97,2,94,02,03,06,06,037,13,3,4,2,,7,97,0002,97,516,51,,,,6,B,,114,,,,3,
74WN03163,74979928,74,1,9928,7,,,9977,97,9,,7,7,100,160,5,1,97,2,131,02,03,04,04,050,13,5,5,1,,7,97,0002,97,749,74,,,,9,B,,112,,,,3,
74WN03164,74979930,74,2,9930,7,,,9984,97,9,,3,3,98,158,5,1,97,6,90,02,03,06,06,046,13,4,4,1,,7,97,0002,97,490,49,,,,0,B,,126,,,,3,
74WN03165,74979931,74,1,9931,7,,,9992,97,9,,5,5,98,158,5,1,97,2,120,02,03,05,05,044,14,4,4,1,,7,97,0002,97,684,68,,,,4,B,,120,,,,2,
74WN03166,74979932,74,2,9932,7,,,9992,97,9,,5,5,98,158,5,1,97,2,113,02,03,05,06,050,14,5,5,1,,7,97,0002,97,633,63,,,,3,B,,130,,,,2,
74WN03167,74979933,74,1,9933,7,,,9973,97,9,,5,8,97,157,5,1,97,1,150,02,03,04,04,030,1,4,4,1,,7,97,0002,97,879,87,,,,9,B,,120,,,,2,
74WN03168,74979934,74,1,9934,7,,,9973,97,9,,5,8,97,157,5,4,97,2,122,02,03,04,07,053,13,4,5,2,,7,97,0002,97,684,68,,,,4,B,,146,,,,3,
74WN03169,74979935,74,1,9935,7,,,9979,97,9,,1,9,96,156,5,1,97,4,154,02,03,04,04,030,14,3,3,1,,7,97,0002,97,863,86,,,,3,B,,194,,,,1,
