UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VI93,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,AGE,RMK,YRREC
94IN04319,1993444012,T4012,44,93,2,42,1,02,852,238544,236644,2,,,C,CLO,5,124,130,1,,,,,C, 86,,2,1.0,,1994
94IN04320,1993444013,T4013,44,93,2,41,1,02,411,190544,008444,2,,,C,CLO,5,142,111,1,,,,,M,411,,2,1.0,RR SHEAR.CUT,1994
94IN04321,1993444017,T4017,44,93,2,41,1,02,412,217444,161644,2,,,C,CLO,5,113,145,1,,,,,M,413,,2,1.0,,1994
94IN04322,1993444020,T4020,44,93,2,48,1,02,T,000044,295744,7,,,1,34A,3,136,158,0,,,,,,LIS,,L,1.0,,1994
94IN04323,1993444023,T4023,44,93,2,42,1,02,822,203044,110344,2,,,C,CLO,5,116,120,1,,,,,C, 87,,2,1.0,,1994
94IN04324,1993444026,T4026,44,93,2,41,1,02,414,230644,077944,2,,,1,JIM,1,162,174,1,,,,,M,  2,,2,1.0,BLK.LF.FOOT,1994
94IN04325,1993444027,T4027,44,93,1,41,1,02,414,230644,077944,2,,,,,Y,150,0,0,,,93,0523,M,,,,1.0,X HORNS,1994
94IN04326,1993444028,T4028,44,93,2,42,1,02,812,194744,243544,2,,,C,CLO,5,130,132,1,,,,,C, 88,,2,1.0,,1994
94IN04327,1993444032,T4032,44,93,1,42,1,02,812,194744,929043,2,,,3,LIB,Y,121,142,0,,L,,,C,,,,1.0,WRINKLES,1994
94IN04328,1993444033,T4033,44,93,1,41,1,02,412,217444,008544,2,,,3,LIB,Y,141,161,0,,L,,,M,,,,1.0,,1994
94IN04329,1993444034,T4034,44,93,2,41,1,02,412,217444,008544,2,,,1,JIM,5,109,140,1,,,,,M,  0,,2,1.0,,1994
94IN04330,1993444036,T4036,44,93,2,41,1,02,412,217444,052544,2,,,C,CLO,5,132,159,1,,,,,M,414,,2,1.0,,1994
94IN04331,1993444040,T4040,44,93,1,TT,1,02,R-0,000044,805243,2,,,1,ctl,Y,130,155,0,,,93,1030,c,,,,1.0,,1994
94IN04332,1993444042,T4042,44,93,2,42,1,02,862,234844,123844,2,,,C,CLO,5,90,116,1,,,,,C, 89,,2,1.0,,1994
94IN04333,1993444044,T4044,44,93,2,42,1,02,842,230944,855043,2,,,C,CLO,5,85,112,1,,,,,C, 90,,2,1.0,,1994
94IN04334,1993444045,T4045,44,93,2,42,1,02,852,238544,230544,2,,,C,CLO,5,91,112,1,,,,,C, 91,,2,1.0,,1994
94IN04335,1993444046,T4046,44,93,2,48,1,02,T,000044,326644,7,,,1,34D,3,130,134,0,,,,,,LIS,,L,1.0,,1994
94IN04336,1993444047,T4047,44,93,2,41,1,02,411,190544,697843,2,,,C,CLO,2,159,163,1,,,,,M,411,,2,1.0,,1994
94IN04337,1993444048,T4048,44,93,1,42,1,02,802,189944,083844,2,,,3,CTL,Y,115,136,0,,,93,0808,C,,,,1.0,,1994
94IN04338,1993444049,T4049,44,93,1,42,1,02,802,189944,083844,2,,,1,CTL,Y,115,132,0,,,,,C,,,,1.0,,1994
94IN04339,1993444050,T4050,44,93,1,TT,1,02,R-0,000044,006844,2,,,1,ctl,Y,138,161,0,,,,,c,,,,1.0,,1994
94IN04340,1993444053,T4053,44,93,2,42,1,02,812,194744,101144,2,,,C,CLO,5,80,100,1,,,04,0913,C, 80,,2,1.0,?POISON 09/13,1994
94IN04341,1993444055,T4055,44,93,1,42,1,02,822,203044,043744,2,,,1,CTL,Y,128,148,0,,,,,C,,,,1.0,BIGTESTES,1994
94IN04342,1993444056,T4056,44,93,2,48,1,02,T,000044,346644,7,,,1,35A,3,132,140,0,,,,,,LIS,,L,1.0,,1994
94IN04343,1993444063,T4063,44,93,2,48,1,02,T,000044,318744,2,,,1,JIM,5,104,128,1,,,,,,  2,,2,1.0,,1994
94IN04344,1993444064,T4064,44,93,2,41,1,02,414,230644,031944,2,,,C,CLO,5,113,145,1,,,,,M,412,,2,1.0,ABS.L.CHEEK,1994
94IN04345,1993444065,T4065,44,93,1,41,1,02,414,230644,970243,2,,,,,*,0,0,0,,,15,0321,M,,,,1.0,,1994
94IN04346,1993444066,T4066,44,93,2,41,1,02,414,230644,970243,2,,,C,CLO,5,106,143,1,,,,,M,413,,2,1.0,,1994
94IN04347,1993444067,T4067,44,93,2,48,1,02,T,000044,289444,7,,,1,35A,3,102,131,0,,,,,,LIS,,L,1.0,,1994
94IN04348,1993444069,T4069,44,93,1,42,1,02,862,234844,955343,2,,,3,CTL,Y,113,131,0,,,93,0808,C,,,,1.0,,1994
94IN04349,1993444071,T4071,44,93,1,41,1,02,412,217444,105344,2,,,2,122,Y,128,150,0,,,92,0922,M,,,,1.0,,1994
94IN04350,1993444072,T4072,44,93,1,41,1,02,412,217444,105344,2,,,1,M,Y,127,158,0,,,,,M,,,,1.0,,1994
94IN04351,1993444074,T4074,44,93,2,41,1,02,412,217444,042344,2,,,C,CLO,5,106,133,1,,,,,M,414,,2,1.0,,1994
94IN04352,1993444075,T4075,44,93,1,41,1,02,412,217444,042344,2,,,L,LIS,Y,135,160,0,,,,,M,,,,1.0,,1994
94IN04353,1993444076,T4076,44,93,2,42,1,02,862,234844,057844,2,,,C,CLO,5,100,131,1,,,,,C, 81,,2,1.0,,1994
94IN04354,1993444077,T4077,44,93,1,42,1,02,862,234844,057844,2,,,3,CTL,Y,104,130,0,,,93,0808,C,,,,1.0,,1994
94IN04355,1993444078,T4078,44,93,2,48,1,02,T,000044,260244,2,,,1,JIM,5,115,133,1,,,,,,  0,,2,1.0,,1994
94IN04356,1993444079,T4079,44,93,1,42,1,02,852,238544,220644,2,,,1,CTL,Y,120,136,0,,,,,C,,,,1.0,,1994
94IN04357,1993444080,T4080,44,93,2,41,1,02,414,230644,062144,2,,,1,JIM,5,94,111,1,,,,,M,  2,,2,1.0,,1994
94IN04358,1993444083,T4083,44,93,1,TT,1,02,R-0,000044,998243,2,,,1,ctl,Y,163,189,0,,,93,1030,c,,,,1.0,,1994
94IN04359,1993444086,T4086,44,93,2,42,1,02,862,234844,231644,2,,,C,CLO,5,97,123,1,,,,,C, 82,,2,1.0,,1994
94IN04360,1993444087,T4087,44,93,2,42,1,02,862,234844,231644,2,,,C,CLO,5,90,122,1,,,,,C, 83,,2,1.0,,1994
94IN04361,1993444091,T4091,44,93,1,41,1,02,414,230644,054344,2,,,1,M,Y,158,185,0,,,,,M,,,,1.0,,1994
94IN04362,1993444092,T4092,44,93,2,42,1,02,822,203044,234144,2,,,C,CLO,5,81,109,1,,,,,C, 84,,2,1.0,,1994
94IN04363,1993444093,T4093,44,93,2,42,1,02,822,203044,234144,2,,,C,CLO,5,79,107,1,,,,,C, 85,,2,1.0,,1994
94IN04364,1993444094,T4094,44,93,1,42,1,02,832,222544,730143,2,,,3,CTL,Y,92,116,0,,,93,0808,C,,,,1.0,,1994
94IN04365,1993444095,T4095,44,93,1,42,1,02,832,222544,730143,2,,,L,LIS,Y,121,144,0,,,,,C,,,,1.0,,1994
94IN04366,1993444097,T4097,44,93,2,48,1,02,T,000044,257144,2,,,1,JIM,5,131,163,1,,,,,,  2,,2,1.0,,1994
94IN04367,1993444098,T4098,44,93,1,42,1,02,832,222544,732443,2,,,1,CTL,Y,106,131,0,,,,,C,,,,1.0,,1994
94IN04368,1993444099,T4099,44,93,2,42,1,02,832,222544,732443,2,,,C,CLO,5,91,116,1,,,,,C, 86,,2,1.0,,1994
94IN04369,1993444100,T4100,44,93,2,48,1,02,T,000044,255344,2,,,1,JIM,5,119,130,1,,,,,,  0,,2,1.0,,1994
94IN04370,1993444101,T4101,44,93,2,41,1,02,411,190544,220044,2,,,1,JIM,5,93,124,1,,,,,M,  0,,2,1.0,,1994
94IN04371,1993444102,T4102,44,93,3,48,1,02,T,000044,355344,7,,,3,29A,3,83,122,0,,,93,1003,,LIS,,L,1.0,X AS WETHER,1994
94IN04372,1993444103,T4103,44,93,2,48,1,02,T,000044,272844,7,,,1,31D,3,110,146,0,,,,,,LIS,,L,1.0,,1994
94IN04373,1993444104,T4104,44,93,2,48,1,02,T,000044,335444,2,,,1,JIM,5,83,116,1,,,,,,  2,,2,1.0,,1994
94IN04374,1993444105,T4105,44,93,2,48,1,02,T,000044,257444,2,,,1,JIM,5,113,121,1,,,,,,  0,,2,1.0,,1994
94IN04375,1993444106,T4106,44,93,2,42,1,02,892,248144,917343,2,,,C,CLO,5,107,137,1,,,,,C, 87,,2,1.0,,1994
94IN04376,1993444107,T4107,44,93,1,42,1,02,812,194744,225944,2,,,3,LIB,Y,97,123,0,,L,,,C,,,,1.0,,1994
94IN04377,1993444108,T4108,44,93,2,42,1,02,812,194744,225944,2,,,C,CLO,5,112,128,1,,,,,C, 88,,2,1.0,,1994
94IN04378,1993444109,T4109,44,93,2,48,1,02,-Z-,000044,007444,2,,,1,JIM,5,104,140,1,,,,,,  2,,2,1.0,,1994
94IN04379,1993444113,T4113,44,93,2,42,1,02,802,189944,001844,2,,,C,CLO,5,90,119,1,,,,,C, 89,,2,1.0,,1994
94IN04380,1993444115,T4115,44,93,2,42,1,02,832,222544,024944,2,,,C,CLO,1,112,110,1,,,,,C, 90,,2,1.0,,1994
94IN04381,1993444117,T4117,44,93,2,41,1,02,413,228644,035444,2,,,1,JIM,5,93,129,1,,,,,M,  2,,2,1.0,,1994
94IN04382,1993444118,T4118,44,93,2,41,1,02,413,228644,035444,2,,,1,JIM,5,85,115,1,,,,,M,  0,,2,1.0,,1994
94IN04383,1993444125,T4125,44,93,2,42,1,02,892,248144,142944,2,,,C,CLO,5,97,126,1,,,,,C, 91,,2,1.0,,1994
94IN04384,1993444127,T4127,44,93,2,41,1,02,412,217444,084244,2,,,1,JIM,5,93,122,1,,,,,M,  2,,2,1.0,,1994
94IN04385,1993444129,T4129,44,93,1,41,1,02,412,217444,969143,2,,,3,M,Y,120,142,0,,,93,0808,M,,,,1.0,,1994
94IN04386,1993444130,T4130,44,93,2,42,1,02,882,223844,070544,2,,,C,CLO,5,102,131,1,,,,,C, 80,,2,1.0,,1994
94IN04387,1993444131,T4131,44,93,1,42,1,02,832,222544,872743,2,,,3,LIB,Y,117,141,0,,L,,,C,,,,1.0,,1994
94IN04388,1993444132,T4132,44,93,1,42,1,02,832,222544,872743,2,,,3,CTL,Y,114,136,0,,,93,0808,C,,,,1.0,,1994
94IN04389,1983436109,T6109,43,83,2,42,1,02,852,433243,412043,2,,,3,OVX,*,0,0,0,,X,95,1205,,---,,,11.0,OVX.EWE,1994
94IN04390,1985436996,T6996,43,85,2,41,1,02,412,665643,496243,2,,,3,OVX,*,0,0,0,,X,95,1205,,---,,,9.0,OVX.EWE,1994
94IN04391,1986437732,T7732,43,86,2,48,1,02,404,675543,561243,0,,,,TOB,*,0,0,0,,,95,0516,,---,,,8.0,,1994
94IN04392,1986437809,T7809,43,86,2,42,1,02,842,690343,414843,2,,,,PGF,*,0,0,0,,0,09,0418,C,---,,,8.0,DEAD RUPTURE,1994
94IN04393,1986437918,T7918,43,86,2,49,1,02,413,738843,564843,2,,,3,OVX,*,0,0,0,,X,95,1205,,---,,,8.0,OVX.FIBERY.X,1994
94IN04394,1986438061,T8061,43,86,2,42,1,02,942,661543,493243,2,,,,,*,0,0,0,,,76,0301,C,---,,,8.0,FLTS,1994
94IN04395,1986438210,T8210,43,86,2,41,1,02,412,698343,227243,2,,,2,60,1,178,167,2,,,92,0922,M,---,,,8.0,X AGE8,1994
94IN04396,1986438262,T8262,43,86,2,42,1,02,952,639143,491143,2,,,2,60,2,179,167,2,,,92,0922,C,---,,,8.0,X AGE8,1994
94IN04397,1986438324,T8324,43,86,2,42,1,02,822,639443,650643,2,,,3,,1,206,168,2,,,93,1010,C,---,,,8.0,X AGE8,1994
94IN04398,1986438388,T8388,43,86,2,48,1,02,412,698343,495443,2,,,3,,2,241,186,2,,,93,1010,A,---,3,,8.0,"X AGE8,LAME",1994
94IN04399,1986438508,T8508,43,86,2,48,1,02,433,705343,597243,2,,,3,OVX,*,0,0,0,,X,95,1205,,---,,,8.0,OVX.EWE,1994
94IN04400,1986438513,T8513,43,86,2,48,1,02,438,745843,570143,0,,,,TOB,*,0,0,0,,,95,0516,,---,,,8.0,,1994
94IN04401,1987438523,T8523,43,87,2,48,1,02,  4,788843,835843,2,,,1,JIM,2,206,182,3,,,,,A,  2,3,2,7.0,,1994
94IN04402,1987438536,T8536,43,87,2,48,1,02,431,769443,648943,7,,,1,34A,3,198,180,0,,,,,,LIS,,L,7.0,LTS,1994
94IN04403,1987438550,T8550,43,87,2,42,1,02,872,733443,507343,2,,,C,CLO,2,175,159,2,,0,,,C, 81,,2,7.0,,1994
94IN04404,1987438553,T8553,43,87,2,48,1,02,435,4274,758243,2,,,3,OVX,*,0,0,0,,X,,,,---,,,7.0,OVX.EWE,1994
94IN04405,1987438563,T8563,43,87,2,48,1,02,404,703243,419943,7,,,6,29A,3,160,0,0,,,50,0826,,LIS,,L,7.0,ABS NECK DEAD,1994
94IN04406,1987438574,T8574,43,87,2,42,1,02,882,708743,578543,2,,,C,CLO,1,173,151,2,,,,,C, 82,,2,7.0,,1994
94IN04407,1987438598,T8598,43,87,2,48,1,02,413,788943,712843,2,,,3,OVX,*,0,0,0,,X,,,,---,,,7.0,OVX.EWE,1994
94IN04408,1987438600,T8600,43,87,2,48,1,02,431,769443,232343,2,,,,,*,0,0,0,,,93,0214,A,---,4,,7.0,X AB. UDDER,1994
94IN04409,1987438628,T8628,43,87,2,48,1,02,438,3709,629643,7,,,1,34D,3,170,141,0,,,,,,LIS,,L,7.0,,1994
94IN04410,1987438630,T8630,43,87,2,40,1,02,404,703243,652543,2,,,3,OVX,*,0,0,0,,X,,,,---,,,7.0,OVX.EWE,1994
94IN04411,1987438633,T8633,43,87,2,48,1,02,435,4274,318143,7,,,3,30A,3,189,179,0,,,93,1003,,LIS,,L,7.0,AB.L.REAR,1994
94IN04412,1987438649,T8649,43,87,2,48,1,02,413,788943,621043,2,,,,,*,0,0,0,,,93,0214,A,---,4,,7.0,X AB.L.FLANK,1994
94IN04413,1987438671,T8671,43,87,2,48,1,02,412,780643,652243,7,,,1,35A,3,145,134,0,,,,,,LIS,,L,7.0,,1994
94IN04414,1987438685,T8685,43,87,2,48,1,02,435,4274,604943,7,,,1,31A,3,174,149,0,,,,,,LIS,,L,7.0,,1994
94IN04415,1987438686,T8686,43,87,2,48,1,02,435,4274,604943,2,,,3,JIM,2,164,164,6,,,93,1010,A,---,3,,7.0,X 6 & SW BAG,1994
94IN04416,1987438689,T8689,43,87,2,48,1,02,402,723943,508443,7,,,6,31B,3,150,0,0,,,10,0813,,LIS,,L,7.0,,1994
94IN04417,1987438727,T8727,43,87,2,42,1,02,912,741243,638043,2,,,C,CLO,2,178,169,3,,0,,,C, 83,,2,7.0,,1994
94IN04418,1987438862,T8862,43,87,2,48,1,02,402,723943,712743,7,,,1,32A,3,153,148,0,,,,,,LIS,,L,7.0,-> 1 EARTAG,1994
94IN04419,1987438866,T8866,43,87,2,42,1,02,842,707843,524543,2,,,C,CLO,2,185,160,2,,0,,,C, 84,,2,7.0,,1994
94IN04420,1987438872,T8872,43,87,2,48,1,02,404,703243,701343,7,,,3,35C,3,167,150,0,,,93,1003,,LIS,,L,7.0,4BAG,1994
94IN04421,1987438913,T8913,43,87,2,48,1,02,403,708043,523043,2,,,1,JIM,2,252,215,2,,,50,1121,A,  0,3,2,7.0,DYSTOCIA 94,1994
94IN04422,1987438917,T8917,43,87,2,48,1,02,403,708043,255543,0,,,,TOB,*,0,0,0,,,95,0120,,---,,,7.0,,1994
94IN04423,1987438923,T8923,43,87,2,42,1,02,932,741343,650643,2,,,C,CLO,2,191,176,2,,,,,C, 85,,2,7.0,RF.LAME,1994
94IN04424,1987438930,T8930,43,87,2,48,1,02,412,780643,577043,7,,,3,31D,3,176,158,0,,,93,1003,,LIS,,L,7.0,,1994
94IN04425,1987438943,T8943,43,87,2,48,1,02,434,779143,640743,2,,,1,JIM,2,222,177,1,,,,,A,  2,4,2,7.0,,1994
94IN04426,1987438986,T8986,43,87,2,48,1,02,412,780643,606143,7,,,3,32C,3,163,0,0,,,93,0829,,LIS,,L,7.0,X LUNGS BAG,1994
94IN04427,1987438997,T8997,43,87,2,48,1,02,435,4274,643643,7,,,7,35C,3,167,0,0,,,97,0819,,LIS,,L,7.0,,1994
94IN04428,1987439002,T9002,43,87,2,48,1,02,432,809043,471143,2,,,3,OVX,*,0,0,0,,X,,,,---,,,7.0,OVX.EWE,1994
94IN04429,1987439013,T9013,43,87,2,48,1,02,404,703243,087143,7,,,3,34D,3,137,0,0,,,93,0829,,LIS,,L,7.0,X MASTITIS,1994
94IN04430,1987439053,T9053,43,87,2,41,1,02,411,832943,379443,2,,,1,JIM,2,264,218,2,,,,,M,  2,,2,7.0,RF FOOT CUT,1994
94IN04431,1987439076,T9076,43,87,2,48,1,02,413,788943,634143,7,,,6,34D,3,183,0,0,,,05,0811,,LIS,,L,7.0,MASTITIS,1994
94IN04432,1987439094,T9094,43,87,2,48,1,02,436,4308,710943,7,,,3,35A,3,178,150,0,,,93,1003,,LIS,,L,7.0,,1994
94IN04433,1987439105,T9105,43,87,2,48,1,02,402,723943,667343,2,,,1,JIM,2,240,209,3,,,,,A,  0,3,2,7.0,L ?BAG,1994
94IN04434,1987439122,T9122,43,87,2,48,1,02,812,748243,730543,7,,,6,34D,3,166,0,0,,,28,0512,,LIS,,L,7.0,,1994
94IN04435,1987439173,T9173,43,87,2,42,1,02,812,748243,714243,2,,,C,CLO,2,174,149,2,,,,,C, 86,,2,7.0,,1994
94IN04436,1987439181,T9181,43,87,2,48,1,02,412,780643,732543,7,,,1,35A,3,171,156,0,,,,,,LIS,,L,7.0,,1994
94IN04437,1987439235,T9235,43,87,2,48,1,02,433,795143,570143,7,,,3,35C,3,166,0,0,,,93,0829,,LIS,,L,7.0,X SW.ABG LT,1994
94IN04438,1987439272,T9272,43,87,2,42,1,02,912,741243,728243,2,,,C,CLO,2,210,177,2,,0,,,C, 87,,2,7.0,,1994
94IN04439,1987439277,T9277,43,87,2,48,1,02,404,703243,687943,2,,,1,JIM,5,207,211,1,,,,,A,  2,4,2,7.0,LTS,1994
94IN04440,1987439287,T9287,43,87,2,48,1,02,411,832943,580043,7,,,3,32A,3,140,126,0,,,93,1003,,LIS,,L,7.0,,1994
94IN04441,1987439290,T9290,43,87,2,42,1,02,862,725643,584443,2,,,C,CLO,1,183,168,2,,,,,C, 88,,2,7.0,,1994
94IN04442,1987439295,T9295,43,87,2,41,1,02,411,832943,665543,2,,,1,JIM,1,225,187,2,,,,,M,  0,,2,7.0,,1994
94IN04443,1987439302,T9302,43,87,2,42,1,02,852,700143,677543,2,,,C,CLO,5,154,167,1,,,,,C, 89,,2,7.0,SM.BAG,1994
94IN04444,1987439308,T9308,43,87,2,48,1,02,402,723943,711943,2,,,1,JIM,5,192,203,1,,,,,A,  0,3,2,7.0,GOODEWE,1994
94IN04445,1987439311,T9311,43,87,2,48,1,02,403,708043,648543,7,,,1,31A,3,233,188,0,,,,,,LIS,,L,7.0,FLTS,1994
94IN04446,1987439323,T9323,43,87,2,42,1,02,922,723343,234543,2,,,C,CLO,2,179,158,3,,,,,C, 90,,2,7.0,SW BAG,1994
94IN04447,1987439331,T9331,43,87,2,41,1,02,413,788943,551943,2,,,1,JIM,2,252,214,3,,,,,M,  2,,2,7.0,THICK COLOSTR,1994
94IN04448,1987439336,T9336,43,87,2,48,1,02,  5,814143,850043,7,,,1,34D,3,144,121,0,,,,,,LIS,,L,7.0,,1994
94IN04449,1988439404,T9404,43,88,2,41,1,02,411,866643,521643,2,,,3,OVX,*,0,0,0,,X,,,,---,,,6.0,OVX.EWE,1994
94IN04450,1988439408,T9408,43,88,2,41,1,02,  5,861743,898043,2,,,C,CLO,2,221,188,2,,,,,M,411,,2,6.0,,1994
94IN04451,1988439409,T9409,43,88,2,48,1,02,414,855743,550043,7,,,7,32A,3,153,0,0,,,97,0610,,LIS,,L,6.0,,1994
94IN04452,1988439413,T9413,43,88,2,41,1,02,  3,788943,882943,2,,,3,CLO,1,226,202,11,,,93,1010,M,---,,,6.0,,1994
94IN04453,1988439422,T9422,43,88,2,48,1,02,434,894543,674143,7,,,1,32C,3,169,170,0,,,,,,LIS,,L,6.0,,1994
94IN04454,1988439433,T9433,43,88,2,41,1,02,414,855743,574643,2,,,,PGF,1,188,0,0,,0,05,0523,M,---,,,6.0,,1994
94IN04455,1988439439,T9439,43,88,2,48,1,02,403,788843,523143,2,,,,,*,0,0,0,,,93,0214,A,---,3,,6.0,X URI CLA+,1994
94IN04456,1988439463,T9463,43,88,2,48,1,02,401,780343,790243,2,,,3,JIM,2,206,180,3,,,93,1010,A,---,3,,6.0,X SW BAG,1994
94IN04457,1988439469,T9469,43,88,2,48,1,02,433,883243,497743,7,,,1,34A,3,157,147,0,,,,,,LIS,,L,6.0,,1994
94IN04458,1988439476,T9476,43,88,2,48,1,02,902,829843,440843,7,,,1,30A,3,202,134,0,,,50,1202,,LIS,,L,6.0,CLA to APHIS,1994
94IN04459,1988439480,T9480,43,88,2,48,1,02,431,873743,835143,2,,,1,JIM,1,218,193,2,,,,,A,  2,3,2,6.0,FLTS,1994
94IN04460,1988439485,T9485,43,88,2,48,1,02,412,853843,577043,7,,,6,34D,3,116,0,0,,,19,0608,,LIS,,L,6.0,,1994
94IN04461,1988439493,T9493,43,88,2,48,1,02,433,883243,622443,7,,,1,31B,3,194,130,0,,,,,,LIS,,L,6.0,,1994
94IN04462,1988439494,T9494,43,88,2,49,1,02,  7,874843,878143,2,,,3,OVX,*,0,0,0,,X,,,,---,,,6.0,OVX.CLR4,1994
94IN04463,1988439520,T9520,43,88,2,48,1,02,912,816143,409143,2,,,,,X,191,0,0,,,86,0518,A,---,3,,6.0,X BAG X EWE,1994
94IN04464,1988439523,T9523,43,88,2,48,1,02,411,866643,551943,7,,,1,35C,3,152,150,0,,,,,,LIS,,L,6.0,,1994
94IN04465,1988439540,T9540,43,88,2,41,1,02,412,853843,791143,2,,,3,OVX,*,0,0,0,,X,,,,---,,,6.0,OVX.EWE,1994
94IN04466,1988439544,T9544,43,88,2,41,1,02,413,865143,669443,2,,,C,CLO,1,202,166,2,,,,,M,412,,2,6.0,,1994
94IN04467,1988439549,T9549,43,88,2,42,1,02,822,784143,776443,2,,,3,OVX,*,0,0,0,,X,,,,---,,,6.0,OVX.EWE,1994
94IN04468,1988439553,T9553,43,88,2,42,1,02,822,784143,617543,2,,,C,CLO,2,213,174,2,,,,,C, 91,,2,6.0,,1994
94IN04469,1988439565,T9565,43,88,2,48,1,02,434,894543,498943,2,,,1,JIM,2,231,216,5,,,,,A,  0,4,2,6.0,,1994
94IN04470,1988439567,T9567,43,88,2,41,1,02,414,855743,665543,2,,,1,JIM,5,174,185,1,,0,,,M,  0,,2,6.0,,1994
94IN04471,1988439572,T9572,43,88,2,48,1,02,411,866643,729243,7,,,1,31B,3,180,165,0,,,,,,LIS,,L,6.0,VLTS,1994
94IN04472,1988439573,T9573,43,88,2,48,1,02,411,866643,729243,7,,,1,35A,3,154,124,0,,,,,,LIS,,L,6.0,,1994
94IN04473,1988439579,T9579,43,88,2,48,1,02,413,865143,669543,7,,,1,31D,3,173,142,0,,,,,,LIS,,L,6.0,,1994
94IN04474,1988439582,T9582,43,88,2,41,1,02,411,866643,697843,2,,,3,CLO,2,178,165,2,,,93,1010,M,---,,,6.0,XTEAT WOUND,1994
94IN04475,1988439583,T9583,43,88,2,48,1,02,401,780343,667343,7,,,6,35C,3,177,0,0,,,01,0625,,LIS,,L,6.0,,1994
94IN04476,1988439584,T9584,43,88,2,48,1,02,401,780343,667343,2,,,1,JIM,5,204,224,1,,,,,A,  2,3,2,6.0,,1994
94IN04477,1988439587,T9587,43,88,2,48,1,02,403,788843,755343,7,,,1,31D,3,230,189,0,,,,,,LIS,,L,6.0,,1994
94IN04478,1988439588,T9588,43,88,2,40,1,02,404,829543,717643,2,,,3,OVX,*,0,0,0,,X,,,,---,,,6.0,OVX.EWE,1994
94IN04479,1988439601,T9601,43,88,2,48,1,02,414,855743,687843,7,,,1,29A,3,165,136,0,,,,,,LIS,,L,6.0,,1994
94IN04480,1988439614,T9614,43,88,2,48,1,02,402,850243,712043,7,,,1,30A,3,139,135,0,,,,,,LIS,,L,6.0,,1994
94IN04481,1988439642,T9642,43,88,2,48,1,02,401,780343,550443,7,,,1,32A,3,223,167,0,,,,,,LIS,,L,6.0,,1994
94IN04482,1988439656,T9656,43,88,2,41,1,02,414,855743,792943,2,,,C,CLO,1,190,156,3,,,18,1216,M,413,,2,6.0,,1994
94IN04483,1988439672,T9672,43,88,2,48,1,02,404,829543,793043,2,,,1,JIM,2,190,170,3,,,,,A,  0,3,2,6.0,POSTPARTSTRES,1994
94IN04484,1988439685,T9685,43,88,2,48,1,02,434,894543,318143,7,,,1,32A,3,187,167,0,,,,,,LIS,,L,6.0,,1994
94IN04485,1988439687,T9687,43,88,2,41,1,02,413,865143,486143,2,,,,,*,0,0,0,,,05,0526,M,---,,,6.0,DEAD MASTITIS,1994
94IN04486,1988439691,T9691,43,88,2,41,1,02,413,865143,758743,2,,,C,CLO,2,196,171,2,,0,,,M,411,,2,6.0,ADHESIONS,1994
94IN04487,1988439692,T9692,43,88,2,41,1,02,413,865143,758743,2,,,7,CLO,1,212,0,0,,,97,0913,M,---,,,6.0,SW BAG,1994
94IN04488,1988439702,T9702,43,88,2,41,1,02,412,853843,742743,2,,,C,CLO,1,231,210,2,,X,,,M,414,,2,6.0,,1994
94IN04489,1988439713,T9713,43,88,2,48,1,02,403,788843,419943,7,,,1,35A,3,173,141,0,,,,,,LIS,,L,6.0,MASTITIS ? L,1994
94IN04490,1988439759,T9759,43,88,2,48,1,02,413,865143,711343,7,,,1,34D,3,205,159,0,,,,,,LIS,,L,6.0,,1994
94IN04491,1988439774,T9774,43,88,2,48,1,02,403,788843,687943,7,,,1,31A,3,174,153,0,,,,,,LIS,,L,6.0,,1994
94IN04492,1988439777,T9777,43,88,2,41,1,02,411,866643,758143,2,,,C,CLO,2,227,189,1,,,,,M,413,,2,6.0,,1994
94IN04493,1988439787,T9787,43,88,2,42,1,02,802,779143,641643,2,,,C,CLO,2,157,165,2,,0,,,C, 80,,2,6.0,,1994
94IN04494,1988439843,T9843,43,88,2,48,1,02,412,853843,706543,2,,,1,JIM,2,189,183,2,,,,,A,  2,3,2,6.0,DYSTOCIA 94,1994
94IN04495,1988439856,T9856,43,88,2,42,1,02,952,784443,425843,2,,,,,*,0,0,0,,,93,0214,C,---,,,6.0,X UDDER ABS.,1994
94IN04496,1988439860,T9860,43,88,2,42,1,02,932,771243,631843,2,,,3,PGF,1,171,134,11,,0,93,1010,C,---,,,6.0,X SW BAG YES,1994
94IN04497,1988439867,T9867,43,88,2,41,1,02,412,853843,699643,2,,,C,CLO,1,159,176,5,,,,,M,412,,2,6.0,,1994
94IN04498,1988439869,T9869,43,88,2,42,1,02,832,796643,773043,2,,,3,CLO,1,166,170,11,,0,93,1010,C,---,,,6.0,X SPOILED,1994
94IN04499,1988439892,T9892,43,88,2,48,1,02,932,771243,777043,7,,,6,32C,3,140,0,0,,,19,0512,,LIS,,L,6.0,,1994
94IN04500,1988439893,T9893,43,88,2,48,1,02,404,829543,505043,7,,,1,34D,3,163,142,0,,,,,,LIS,,L,6.0,,1994
94IN04501,1988439910,T9910,43,88,2,48,1,02,  5,861743,904543,7,,,1,30A,3,197,149,0,,,,,,LIS,,L,6.0,,1994
