UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
71IN00607,1970621569,70,2,K1569,6,75,752,,,,,,,,2,06,6,,01,068,09,,68,103,2,75,,,62,0925,056,4,069862,,,891961,,,1971,1.0
71IN00608,1970621571,70,1,K1571,6,78,781,1,6,3,,,,,2,06,6,,,124,07,,124,130,,78,,,62,,119,4,021662,,,846561,,,1971,1.0
71IN00609,1970621572,70,1,K1572,6,76,762,1,3,8,,,,,2,06,6,,,107,09,,107,138,,76,,,62,,101,5,093162,,,882861,,,1971,1.0
71IN00610,1970621574,70,1,K1574,6,75,752,,,,,,,,2,06,6,,,,,,,,6,75,,,62,0301,,,069862,,,721461,,,1971,1.0
71IN00611,1970621575,70,1,K1575,6,75,752,,,,,,,,2,06,6,,,,,,,,6,75,,,62,0325,,,069862,,,721461,,,1971,1.0
71IN00612,1970621576,70,1,K1576,6,77,771,1,2,7,,,,,2,06,6,,,083,11,,83,111,3,77,,,62,0726,069,3,036362,,,983561,,,1971,1.0
71IN00613,1970621587,70,1,K1587,6,75,752,1,0,7,,,,,2,06,6,,,068,11,,68,89,3,75,,,62,0726,071,2,069862,,,966161,,,1971,1.0
71IN00614,1970621591,70,1,K1591,6,76,762,1,3,9,,,,,2,06,6,,,100,10,,100,135,3,76,,,62,1116,124,5,093162,,,909661,,,1971,1.0
71IN00615,1970621597,70,1,K1597,6,74,741,1,4,5,,,,,2,06,6,,,093,11,,93,123,3,74,,,62,0726,092,4,063762,,,831261,,,1971,1.0
71IN00616,1970621607,70,1,K1607,6,76,761,,9,1,,,,,2,06,6,,,054,14,,54,76,3,76,,,62,0726,081,3,086262,,,688761,,,1971,1.0
71IN00617,1970621614,70,1,K1614,6,70,701,1,4,0,,,,,2,06,2,,132,106,11,,106,135,2,70,,,62,0925,127,4,031162,,,678261,,,1971,1.0
71IN00618,1970621616,70,1,K1616,6,76,761,1,3,6,,,,,2,06,6,,151,092,08,,92,124,2,76,,,62,0925,122,5,086262,,,909061,,,1971,1.0
71IN00619,1970621621,70,1,K1621,6,76,762,1,3,7,,,,,2,06,6,,,095,09,,95,112,3,76,,,62,0726,106,4,093162,,,845761,,,1971,1.0
71IN00620,1970621624,70,1,K1624,6,73,731,1,1,1,,,,,2,06,6,,,060,08,,60,86,3,73,,,62,0726,076,5,073762,,,951661,,,1971,1.0
71IN00621,1970621626,70,1,K1626,6,77,770,1,4,1,,,,,2,06,6,,,100,09,,100,117,3,77,,,62,0726,088,4,032862,,,930661,,,1971,1.0
71IN00622,1970621628,70,1,K1628,6,73,731,1,4,0,,,,,2,06,6,,155,098,10,,98,124,2,73,,,62,0925,119,5,073762,,,968061,,,1971,1.0
71IN00623,1970621631,70,2,K1631,6,75,750,,,,,,,,2,06,6,,,061,09,,61,,3,75,,,62,1101,072,5,069162,,,854461,,,1971,1.0
71IN00624,1970621633,70,1,K1633,6,77,770,1,5,1,,,,,2,06,6,,,120,08,,120,138,3,77,,,62,1213,135,4,032862,,,803961,,,1971,1.0
71IN00625,1970621636,70,1,K1636,6,74,742,1,5,8,,,,,2,06,6,,129,118,06,,118,133,2,74,,,62,0925,136,5,095462,,,854261,,,1971,1.0
71IN00626,1970621637,70,1,K1637,6,74,741,1,2,5,,,,,2,06,6,,153,102,12,,102,125,2,74,,,62,0925,093,4,063762,,,707061,,,1971,1.0
71IN00627,1970621641,70,1,K1641,6,72,97,1,3,6,,,,,2,06,3,,,094,08,,94,118,,72,,,62,,096,5,995061,,,693161,,,1971,1.0
71IN00628,1970621642,70,1,K1642,6,70,701,1,0,6,,,,,2,06,2,,,065,09,,65,91,3,70,,,62,0726,093,4,031162,,,761461,,,1971,1.0
71IN00629,1970621651,70,1,K1651,6,78,780,1,2,5,,,,,2,06,6,,,080,11,,80,106,3,78,,,62,0726,087,5,037462,,,931761,,,1971,1.0
71IN00630,1970621656,70,1,K1656,6,74,742,1,2,4,,,,,2,06,6,,,078,06,,78,108,3,74,,,62,0726,089,4,095462,,,916661,,,1971,1.0
71IN00631,1970621657,70,1,K1657,6,72,99,1,6,1,,,,,2,06,3,,136,136,09,,136,144,2,72,,,62,0925,115,3,976661,,,870061,,,1971,1.0
71IN00632,1970621658,70,2,K1658,6,78,781,,,,,,,,2,06,6,,09,078,13,,78,103,2,78,,,62,0925,081,4,021662,,,749161,,,1971,1.0
71IN00633,1970621659,70,2,K1659,6,78,781,,,,,,,,2,06,6,,07,074,08,,74,102,2,78,,,62,0925,080,4,021662,,,749161,,,1971,1.0
71IN00634,1970621660,70,2,K1660,6,72,83,,,,,,,,2,06,3,,08,068,11,,68,103,2,72,,,62,0925,106,6,961861,,,909361,,,1971,1.0
71IN00635,1970621661,70,1,K1661,6,78,782,1,2,7,,,,,2,06,6,,,111,15,,111,130,3,78,,,62,0723,112,4,083362,,,758661,,,1971,1.0
71IN00636,1970621662,70,1,K1662,6,72,83,,,,,,,,2,06,3,,,,,,,,6,72,,,62,0301,,,961861,,,780361,,,1971,1.0
71IN00637,1970621664,70,1,K1664,6,78,782,1,3,9,,,,,2,06,6,,,102,13,,102,,7,78,,,62,0722,079,5,083362,,,815961,,,1971,1.0
71IN00638,1970621665,70,1,K1665,6,74,741,1,3,9,,,,,2,06,6,,,093,09,,93,123,3,74,,,62,0726,083,2,063762,,,822961,,,1971,1.0
71IN00639,1970621666,70,2,K1666,6,74,741,,,,,,,,2,06,6,,,,,,,,6,74,,,62,0101,,,063762,,,822961,,,1971,1.0
71IN00640,1970621667,70,1,K1667,6,74,741,1,2,8,,,,,2,06,6,,,074,07,,74,115,3,74,,,62,0726,094,3,063762,,,893161,,,1971,1.0
71IN00641,1970621670,70,1,K1670,6,74,741,1,7,4,,,,,2,06,6,,,128,07,,128,160,3,74,,,62,0723,153,5,063762,,,967961,,,1971,1.0
71IN00642,1970621673,70,1,K1673,6,73,732,1,5,7,,,,,2,06,6,,152,105,06,,105,133,2,73,,,62,0925,103,4,063162,,,705261,,,1971,1.0
71IN00643,1970621675,70,2,K1675,6,72,93,,,,,,,,2,06,3,,07,067,10,,67,103,2,72,, 3,62,0925,110,5,953961,,,844461,,,1971,1.0
71IN00644,1970621679,70,1,K1679,6,73,730,1,4,6,,,,,2,06,6,,106,105,05,,105,142,2,73,,,62,0925,106,4,072762,,,776461,,,1971,1.0
71IN00645,1970621680,70,2,K1680,6,73,730,,,,,,,,2,06,6,,09,088,05,,88,120,2,73,,,62,0925,077,3,072762,,,776461,,,1971,1.0
71IN00646,1970621682,70,1,K1682,6,78,782,1,4,4,,,,,2,06,6,,,098,10,,98,134,3,78,,,62,1213,124,5,083362,,,662161,,,1971,1.0
71IN00647,1970621690,70,1,K1690,6,74,742,1,4,0,,,,,2,06,6,,,082,06,,82,98,3,74,,,62,0726,089,4,095462,,,916361,,,1971,1.0
71IN00648,1970621693,70,1,K1693,6,77,771,1,2,2,,,,,2,06,6,,152,083,11,,83,115,2,77,,,62,0925,079,4,036362,,,884261,,,1971,1.0
71IN00649,1970621697,70,1,K1697,6,73,731,1,3,8,,,,,2,06,6,,131,110,15,,110,137,2,73,,,62,0925,120,6,073762,,,879761,,,1971,1.0
71IN00650,1970621698,70,1,K1698,6,70,702,1,3,8,,,,,2,06,2,,,100,09,,100,137,3,70,,,62,1115,108,5,084962,,,877361,,,1971,1.0
71IN00651,1970621699,70,1,K1699,6,73,731,1,1,4,,,,,2,06,6,,,083,11,,83,118,3,73,,,62,0726,097,3,073762,,,661261,,,1971,1.0
71IN00652,1970621710,70,2,K1710,6,70,702,,,,,,,,2,06,2,,700,102,09,,102,102,7,70,,,62,1101,099,5,084962,,,709961,,,1971,1.0
71IN00653,1970621711,70,1,K1711,6,70,702,1,3,6,,,,,2,06,2,,103,096,10,,96,130,2,70,,,62,0925,108,5,084962,,,709961,,,1971,1.0
71IN00654,1970621719,70,1,K1719,6,76,762,,,,,,,,2,06,6,,,,,,,,6,76,,,62,0515,,,093162,,,786761,,,1971,1.0
71IN00655,1970621722,70,1,K1722,6,75,752,1,1,0,,,,,2,06,6,,,075,14,,75,103,3,75,,,62,0726,069,3,069862,,,685261,,,1971,1.0
71IN00656,1970621725,70,1,K1725,6,75,751,1,2,4,,,,,2,06,6,,,092,13,,92,115,3,75,,,62,1115,087,5,030662,,,936861,,,1971,1.0
71IN00657,1970621728,70,1,K1728,6,78,782,1,5,0,,,,,2,06,6,,,118,08,,118,138,,78,,,62,,137,5,083362,,,715661,,,1971,1.0
71IN00658,1970621730,70,2,K1730,6,75,752,,,,,,,,2,06,6,,,063,10,,63,,7,75,,,62,0912,052,3,069862,,,886761,,,1971,1.0
71IN00659,1970621740,70,2,K1740,6,72,99,,,,,,,,2,06,,,,,,,,,6,72,,,62,0211,,,976661,,,949461,,,1971,1.0
71IN00660,1970621742,70,1,K1742,6,72,83,1,1,5,,,,,2,06,3,,,065,12,,65,94,,72,,,62,,087,2,961861,,,729461,,,1971,1.0
71IN00661,1970621747,70,1,K1747,6,75,750,1,7,0,,,,,2,06,6,,,127,08,,127,147,3,75,,,62,1220,134,5,069162,,,862961,,,1971,1.0
71IN00662,1970621748,70,1,K1748,6,78,781,1,3,6,,,,,2,06,6,,,084,09,,84,113,3,78,,,62,0726,067,4,021662,,,894861,,,1971,1.0
71IN00663,1970621757,70,1,K1757,6,78,781,1,4,1,,,,,2,06,6,,,097,05,,97,124,3,78,,,62,0726,095,5,021662,,,884061,,,1971,1.0
71IN00664,1970621759,70,1,K1759,6,70,700,,,,,,,,2,06,2,,,,,,,,7,70,,,62,0525,,,039362,,,903361,,,1971,1.0
71IN00665,1970621761,70,1,K1761,6,72,90,1,6,0,,,,,2,06,3,,128,120,10,,120,145,2,72,,,62,0925,111,4,995661,,,644961,,,1971,1.0
71IN00666,1970621762,70,1,K1762,6,70,701,1,4,4,,,,,2,06,2,,,117,10,,117,145,3,70,,,62,1122,130,5,031162,,,741661,,,1971,1.0
71IN00667,1970621763,70,1,K1763,6,74,740,1,4,0,,,,,2,06,6,,151,112,10,,112,148,2,74,,,62,0925,115,4,033062,,,691261,,,1971,1.0
71IN00668,1970621765,70,1,K1765,6,73,730,1,2,4,,,,,2,06,6,,,082,10,,82,103,3,,,,62,0726,093,4,072762,,,702561,,,1971,1.0
71IN00669,1970621769,70,1,K1769,6,75,752,1,5,7,,,,,2,06,6,,,108,04,,108,137,,75,,,62,,107,5,069862,,,727561,,,1971,1.0
71IN00670,1970621772,70,1,K1772,6,70,701,1,2,1,,,,,2,06,2,,151,086,09,,86,128,2,70,,,62,0925,089,3,031162,,,801461,,,1971,1.0
71IN00671,1970621776,70,1,K1776,6,76,762,1,5,5,,,,,2,06,6,,105,110,09,,110,128,2,76,,,62,0925,122,5,093162,,,974461,,,1971,1.0
71IN00672,1970621779,70,1,K1779,6,70,701,1,1,6,,,,,2,06,2,,,080,09,,80,111,3,70,,,62,0726,081,2,031162,,,779161,,,1971,1.0
71IN00673,1970621783,70,1,K1783,6,73,730,1,4,4,,,,,2,06,6,,154,105,05,,105,133,2,73,,,62,0925,093,3,072762,,,890561,,,1971,1.0
71IN00674,1970621789,70,1,K1789,6,72,90,1,7,6,,,,,2,06,3,,,126,10,,126,145,,72,,,62,,110,5,995661,,,985261,,,1971,1.0
71IN00675,1970621795,70,1,K1795,6,72,92,,,,,,,,2,06,3,,,,,,,,7,72,,,62,0525,,,998061,,,003062,,,1971,1.0
71IN00676,1970621796,70,1,K1796,6,76,761,1,2,1,,,,,2,06,6,,,083,11,,83,105,3,76,,,62,0726,090,5,086262,,,924161,,,1971,1.0
71IN00677,1970621798,70,1,K1798,6,77,771,1,4,4,,,,,2,06,6,,,098,10,,98,135,3,77,,,62,1213,093,3,036362,,,820561,,,1971,1.0
71IN00678,1970621802,70,2,K1802,6,78,781,,,,,,,,2,06,6,,08,068,08,,68,93,2,78,,,62,0925,076,4,021662,,,808461,,,1971,1.0
71IN00679,1970621805,70,2,K1805,6,77,772,,,,,,,,2,06,6,,09,085,13,,85,125,2,77,,,62,0925,098,3,058862,,,940261,,,1971,1.0
71IN00680,1964181811,64,4,C1811,3,,,,,,,,,,8,07,,,,180,,,180,,,,,,18,,171,2,,,,,,,1971,7.0
71IN00681,1970621811,70,1,K1811,6,70,700,1,3,9,,,,,2,06,2,,,092,10,,92,120,3,70,,,62,0726,067,3,039362,,,604161,,,1971,1.0
71IN00682,1970621819,70,1,K1819,6,02,023,1,2,4,,,,,2,06,1,,,098,10,,98,135,,02,,,62,,108,5,975061,,,672661,,,1971,1.0
71IN00683,1970621820,70,2,K1820,6,75,751,,,,,,,,2,06,6,,01,075,10,,75,94,2,75,,,62,0925,084,4,030662,,,008762,,,1971,1.0
71IN00684,1970621825,70,2,K1825,6,78,781,,,,,,,,2,06,6,,07,064,09,,64,88,2,78,,,62,0925,076,5,021662,,,672861,,,1971,1.0
71IN00685,1970621829,70,1,K1829,6,72,88,,,,,,,,2,06,3,,,068,13,,68,,6,72,,,62,0620,093,5,947861,,,996761,,,1971,1.0
71IN00686,1970621831,70,2,K1831,6,72,98,,,,,,,,2,06,3,,,066,11,,66,,7,72,,,62,0912,096,5,984061,,,869061,,,1971,1.0
71IN00687,1970621832,70,1,K1832,6,70,701,1,2,6,,,,,2,06,2,,126,093,09,,93,123,2,70,,,62,0925,093,3,031162,,,727861,,,1971,1.0
71IN00688,1970621837,70,2,K1837,6,75,752,,,,,,,,2,06,6,,02,077,12,,77,104,2,75,,,62,0925,089,5,069862,,,892161,,,1971,1.0
71IN00689,1970621840,70,1,K1840,6,78,780,1,3,6,,,,,2,06,6,,,083,09,,83,112,,78,,,62,,112,6,037462,,,817061,,,1971,1.0
71IN00690,1970621854,70,2,K1854,6,72,81,,,,,,,,2,06,3,,07,073,09,,73,102,2,72,,,62,0925,088,4,998361,,,003462,,,1971,1.0
71IN00691,1970621860,70,1,K1860,6,72,84,1,4,5,,,,,2,06,3,,,098,05,,98,125,,72,,,62,,074,3,943461,,,666861,,,1971,1.0
71IN00692,1970621861,70,1,K1861,6,72,84,1,5,7,,,,,2,06,3,,,108,05,,108,145,,72,,,62,,090,5,943461,,,666861,,,1971,1.0
71IN00693,1970621863,70,1,K1863,6,75,751,1,2,4,,,,,2,06,6,,,086,11,,86,114,3,75,,,62,0726,097,4,030662,,,662861,,,1971,1.0
71IN00694,1970621865,70,1,K1865,6,77,772,1,1,9,,,,,2,06,6,,,095,13,,95,130,3,77,,,62,0726,081,4,058862,,,844261,,,1971,1.0
71IN00695,1970621866,70,1,K1866,6,77,772,1,0,8,,,,,2,06,6,,153,087,13,,87,120,2,77,,,62,0925,081,3,058862,,,844261,,,1971,1.0
71IN00696,1970621874,70,1,K1874,6,78,780,1,4,4,,,,,2,06,6,,154,095,06,,95,123,2,78,,,62,0925,095,3,037462,,,956461,,,1971,1.0
71IN00697,1970621877,70,1,K1877,6,72,80,1,3,4,,,,,2,06,3,,,090,10,,90,104,,72,,,62,,070,2,974761,,,821361,,,1971,1.0
71IN00698,1970621880,70,1,K1880,6,74,742,1,4,0,,,,,2,06,6,,152,094,09,,94,120,2,74,,,62,0925,103,5,095462,,,775761,,,1971,1.0
71IN00699,1970621881,70,1,K1881,6,74,742,1,3,9,,,,,2,06,6,,152,097,09,,97,123,2,74,,,62,0925,124,5,095462,,,775761,,,1971,1.0
71IN00700,1970621883,70,1,K1883,6,72,89,1,6,9,,,,,2,06,3,,,117,08,,117,140,,72,,,62,,167,5,973461,,,897461,,,1971,1.0
71IN00701,1970621884,70,1,K1884,6,77,771,1,1,4,,,,,2,06,6,,,065,09,,65,97,3,77,,,62,0726,054,2,036362,,,987761,,,1971,1.0
71IN00702,1970621888,70,1,K1888,6,73,732,1,5,0,,,,,2,06,6,,151,115,11,,115,137,2,73,,,62,0925,116,4,063162,,,975561,,,1971,1.0
71IN00703,1970621898,70,2,K1898,6,70,701,,,,,,,,2,06,2,,08,066,10,,66,105,2,70,,,62,0925,076,5,031162,,,727261,,,1971,1.0
71IN00704,1970621899,70,1,K1899,6,78,781,1,1,9,,,,,2,06,6,,,080,10,,80,105,3,78,,,62,0726,073,4,021662,,,841561,,,1971,1.0
71IN00705,1970621900,70,1,K1900,6,78,781,1,3,6,,,,,2,06,6,,,088,09,,88,112,3,78,,,62,1220,191,3,021662,,,841561,,,1971,1.0
71IN00706,1970621904,70,1,K1904,6,73,730,1,0,1,,,,,2,06,6,,,072,12,,72,95,3,73,,,62,0726,081,3,072762,,,769561,,,1971,1.0
71IN00707,1970621908,70,1,K1908,6,76,761,1,3,0,,,,,2,06,6,,,077,09,,77,106,3,76,,,62,0726,113,3,086262,,,976761,,,1971,1.0
71IN00708,1970621910,70,1,K1910,6,72,86,1,4,4,,,,,2,06,3,,,100,07,,100,126,3,72,,,62,0726,099,4,993261,,,667561,,,1971,1.0
71IN00709,1970621912,70,1,K1912,6,72,82,1,5,2,,,,,2,06,3,,,112,08,,112,136,3,72,,,62,0726,089,3,954461,,,525761,,,1971,1.0
71IN00710,1970621913,70,2,K1913,6,78,781,,,,,,,,2,06,6,,09,087,07,,87,122,2,78,,,62,0925,083,5,021662,,,708261,,,1971,1.0
71IN00711,1970621915,70,1,K1915,6,72,93,1,4,3,,,,,2,06,3,,,090,07,,90,96,,72,,,62,,094,4,953961,,,607161,,,1971,1.0
71IN00712,1970621916,70,1,K1916,6,77,771,1,6,0,,,,,2,06,6,,,106,06,,106,132,3,77,,,62,0726,104,5,036362,,,741561,,,1971,1.0
71IN00713,1970621919,70,1,K1919,6,72,91,1,2,0,,,,,2,06,3,,,085,14,,85,114,,72,,,62,,107,5,003862,,,717661,,,1971,1.0
71IN00714,1970621929,70,1,K1929,6,72,91,1,0,7,,,,,2,06,3,,,069,10,,69,105,3,72,,,62,0726,023,3,003862,,,900761,,,1971,1.0
71IN00715,1970621932,70,1,K1932,6,76,761,1,3,6,,,,,2,06,6,,152,086,09,,86,120,2,76,,,62,0925,097,4,086262,,,787661,,,1971,1.0
71IN00716,1970621937,70,2,K1937,6,10,103,8,,,,,34,,2,06,1,,103,083,08,,83,123,,10,,,62,,082,4,976961,,,897261,,,1971,1.0
71IN00717,1970621941,70,1,K1941,6,70,700,1,4,6,,,,,2,06,2,,151,108,09,,108,127,2,70,,,62,0925,122,4,039362,,,691661,,,1971,1.0
71IN00718,1970621944,70,2,K1944,6,72,92,,,,,,,,2,06,3,,07,086,07,,86,107,2,72,,,62,0925,107,4,998061,,,991261,,,1971,1.0
71IN00719,1970621947,70,1,K1947,6,73,732,1,1,2,,,,,2,06,6,,,077,14,,77,101,3,73,,,62,0726,088,3,063162,,,879661,,,1971,1.0
71IN00720,1970621960,70,1,K1960,6,74,742,1,2,3,,,,,2,06,6,,,078,10,,78,108,3,74,,,62,0726,097,5,095462,,,769461,,,1971,1.0
71IN00721,1970621962,70,2,K1962,6,70,700,,,,,,,,2,06,2,,09,075,12,,75,115,2,70,,,62,0925,083,5,039362,,,656761,,,1971,1.0
71IN00722,1970621969,70,1,K1969,6,72,94,1,4,1,,,,,2,06,3,,,090,09,,90,120,,72,,,62,,113,5,002962,,,000862,,,1971,1.0
71IN00723,1970621971,70,1,K1971,6,74,742,1,5,0,,,,,2,06,6,,108,110,09,,110,146,2,74,,,62,0925,122,5,095462,,,683861,,,1971,1.0
71IN00724,1970621974,70,1,K1974,6,77,772,,,,,,,,2,06,,,,,,,,,6,,,,62,0205,,,,,,,,,1971,1.0
71IN00725,1970621975,70,1,K1975,6,77,772,,,,,,,,2,06,6,,,,,,,,7,77,,,62,0525,,,058862,,,957461,,,1971,1.0
71IN00726,1970621977,70,1,K1977,6,70,701,1,7,4,,,,,2,06,2,,,138,10,,138,170,,70,,,62,,193,6,031162,,,815361,,,1971,1.0
71IN00727,1970621981,70,1,K1981,6,76,761,1,5,0,,,,,2,06,6,,153,112,09,,112,123,2,76,,,62,0925,150,6,086262,,,838161,,,1971,1.0
71IN00728,1970621983,70,1,K1983,6,72,81,,,,,,,,2,06,3,,,,,,,,6,72,,,62,0506,,,998361,,,797261,,,1971,1.0
71IN00729,1970621985,70,1,K1985,6,75,750,1,2,7,,,,,2,06,6,,,075,11,,75,100,3,75,,,62,0726,089,3,069162,,,981661,,,1971,1.0
71IN00730,1970621990,70,1,K1990,6,74,741,1,3,2,,,,,2,06,6,,,075,10,,75,108,3,74,,,62,0726,094,3,063762,,,935961,,,1971,1.0
71IN00731,1970621991,70,1,K1991,6,76,760,,,,,,,,2,06,6,,,,,,,,7,76,,,62,0525,,,098462,,,821261,,,1971,1.0
71IN00732,1970621993,70,2,K1993,6,76,761,,,,,,,,2,06,6,,,,,,,,6,76,,,62,0429,,,086262,,,728061,,,1971,1.0
71IN00733,1970621996,70,1,K1996,6,73,731,1,4,4,,,,,2,06,6,,,097,07,,97,133,3,73,,,62,0726,116,5,073762,,,764461,,,1971,1.0
71IN00734,1970621998,70,1,K1998,6,70,700,1,2,0,,,,,2,06,2,,,080,14,,80,115,3,70,,,62,0726,070,3,039362,,,868661,,,1971,1.0
71IN00735,1970622001,70,1,K2001,6,72,94,1,2,6,,,,,2,06,3,,,088,13,,88,105,,72,,,62,,128,4,002962,,,987561,,,1971,1.0
71IN00736,1970622008,70,1,K2008,6,73,732,1,5,4,,,,,2,06,6,,104,108,09,,108,138,2,73,,,62,0925,121,5,063162,,,765261,,,1971,1.0
71IN00737,1970622011,70,2,K2011,6,72,80,,,,,,,,2,06,3,,,,,,,,6,72,,,62,0424,,,974761,,,949561,,,1971,1.0
71IN00738,1970622013,70,1,K2013,6,76,760,1,4,3,,,,,2,06,6,,,098,08,,98,127,3,76,,,62,1122,106,5,098462,,,781761,,,1971,1.0
71IN00739,1970622019,70,1,K2019,6,76,760,1,3,4,,,,,2,06,6,,,083,10,,83,115,3,76,,,62,0726,088,4,098462,,,991861,,,1971,1.0
71IN00740,1970622021,70,2,K2021,6,72,89,,,,,,,,2,06,3,,01,073,12,,73,102,2,72,,,62,0925,088,4,973461,,,775061,,,1971,1.0
71IN00741,1970622022,70,1,K2022,6,72,89,1,3,1,,,,,2,06,3,,,087,10,,87,115,,72,,,62,,091,4,973461,,,775061,,,1971,1.0
71IN00742,1970622024,70,1,K2024,6,72,85,1,0,1,,,,,2,06,3,,,074,14,,74,107,3,72,,,62,0723,090,4,993361,,,708561,,,1971,1.0
71IN00743,1970622028,70,2,K2028,6,02,023,,,,,,,,2,06,1,,08,075,10,,75,110,2,02,,,62,0925,074,5,975061,,,796261,,,1971,1.0
71IN00744,1970622033,70,1,K2033,6,70,700,1,5,4,,,,,2,06,2,,,113,07,,113,155,,70,,,62,,111,4,039362,,,699061,,,1971,1.0
71IN00745,1970622038,70,1,K2038,6,72,87,1,6,0,,,,,2,06,3,,,125,08,,125,148,,72,,,62,,136,5,947461,,,773261,,,1971,1.0
71IN00746,1970622040,70,1,K2040,6,70,701,1,3,0,,,,,2,06,2,,,088,10,,88,115,3,70,,,62,0726,109,4,031162,,,618761,,,1971,1.0
71IN00747,1970622043,70,2,K2043,6,72,89,,,,,,,,2,06,3,,03,098,10,,98,138,2,72,,,62,0925,094,4,973461,,,712961,,,1971,1.0
71IN00748,1970622047,70,1,K2047,6,78,781,1,2,6,,,,,2,06,6,,,088,11,,88,120,3,78,,,62,1122,103,4,021662,,,904861,,,1971,1.0
71IN00749,1970622057,70,2,K2057,6,78,781,,,,,,,,2,06,6,,07,065,05,,65,97,2,78,,,62,0925,058,3,021662,,,891061,,,1971,1.0
71IN00750,1970622059,70,1,K2059,6,70,702,1,3,1,,,,,2,06,2,,155,110,12,,110,145,2,70,,,62,0925,117,3,084962,,,709161,,,1971,1.0
71IN00751,1970622064,70,1,K2064,6,72,86,1,3,2,,,,,2,06,3,,,093,14,,93,128,3,72,,,62,1122,077,2,993261,,,996661,,,1971,1.0
71IN00752,1970622067,70,1,K2067,6,76,761,1,1,0,,,,,2,06,6,,,062,12,,62,93,3,76,,,62,0726,070,4,086262,,,994461,,,1971,1.0
71IN00753,1970622074,70,1,K2074,6,76,760,1,4,7,,,,,2,06,6,,,098,06,,98,134,3,76,,,62,1213,099,4,098462,,,830561,,,1971,1.0
71IN00754,1969950004,69,1,00004,9,,,,,,,,,,3,95,,,,143,02,,143,,,,,,95,,025,6,2302,,,,,,1971,2.0
71IN00755,1964862357,64,2,H2357,6,,,,,,,,,,8,06,,,,,,,93,,7,,,,86,0912,,,,,,,,,1971,7.0
71IN00756,1964862359,64,2,H2359,6,,,,,,,,,,8,06,,,50,,,02,140,140,2,,,,86,0925,,,,,,,,,1971,7.0
71IN00757,1969950005,69,1,00005,9,,,,,,,,,,3,95,,,,138,02,,138,,,,,,95,,081,9,2413,,,,,,1971,2.0
71IN00758,1969950006,69,1,00006,9,,,,,,,,,,3,95,,,,135,,,135,,6,,,,95,1129,030,5,2452,,,,,,1971,2.0
71IN00759,1969950003,69,1,00003,9,,,,,,,,,,3,95,,,,123,,,123,,,,,,95,,038,5,2454,,,,,,1971,2.0
71IN00760,1968422593,68,4,T2593,4,,,,,,,,,,4,02,,,,150,,,150,180,,,,,42,,185,5,,,,,,,1971,3.0
71IN00761,1968422743,68,2,T2743,4,,,,,,,,,,4,02,,,27,,,,115,,2,,,,42,0925,,,,,,,,,1971,3.0
71IN00762,1968422788,68,4,T2788,4,,,,,,,,,,4,02,,,,153,,,153,175,,,,,42,,159,3,,,,,,,1971,3.0
71IN00763,1968422798,68,4,T2798,4,,,,,,,,,,4,02,,,,130,,,130,150,3,,,,42,1122,140,5,,,,,,,1971,3.0
71IN00764,1968422834,68,4,T2834,4,,,,,,,,,,4,02,,,,155,,,155,180,3,,,,42,1122,152,2,,,,,,,1971,3.0
71IN00765,1968422838,68,2,T2838,4,78,,4,,,,,,,4,02,7,1,21,103,07,02,132,153,2,,126,,42,0925,122,5,968541,,,,,05,1971,3.0
71IN00766,1968422907,68,4,T2907,4,,,,,,,,,,4,02,,,,148,,,148,170,3,,,,42,1122,154,5,,,,,,,1971,3.0
71IN00767,1968102962,68,3,U2962,0,,,,,,,,,,4,07,,,,,,,,,6,,,,10,0130,,,,,,,,,1971,3.0
71IN00768,1968102989,68,3,U2989,0,,,,,,,,,,4,07,,,,,,,,,6,,,,10,0114,,,,,,,,,1971,3.0
71IN00769,1968102995,68,3,U2995,0,,,,,,,,,,4,07,,,,148,,,148,,3,,,,10,0607,197,3,,,,,,,1971,3.0
71IN00770,1968422996,68,4,T2996,4,,,,,,,,,,4,02,,,,118,,,118,150,3,,,,42,1122,116,4,,,,,,,1971,3.0
71IN00771,1968103014,68,3,U3014,0,,,,,,,,,,4,07,,,,,,,,,6,,,,10,0130,,,,,,,,,1971,3.0
71IN00772,1968103018,68,3,U3018,0,,,,,,,,,,4,07,,,,,,,,,7,,,,10,0525,,,,,,,,,1971,3.0
71IN00773,1968423048,68,4,T3048,4,,,,,,,,,,4,02,,,,198,,,198,,,,,,42,,188,4,,,,,,,1971,3.0
71IN00774,1968423055,68,4,T3055,4,,,,,,,,,,4,02,,,,160,,,160,188,3,,,,42,0726,133,3,,,,,,,1971,3.0
71IN00775,1968423125,68,4,T3125,4,,,,,,,,,,4,02,,,,145,,,145,178,,,,,42,,143,6,,,,,,,1971,3.0
71IN00776,1968423143,68,4,T3143,4,,,,,,,,,,4,02,,,,173,,,173,,,,,,42,,168,5,,,,,,,1971,3.0
71IN00777,1968423159,68,4,T3159,4,,,,,,,,,,4,02,,,,160,,,160,185,3,,,,42,1122,174,2,,,,,,,1971,3.0
