UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
71IN00019,1969340008,69,2,40008,4,,,,,,,,,,3,02,,,32,,,01,105,126,,,,,34,,,,,,,,,,1971,2.0
71IN00020,1969310009,69,2,10009,1,,,,,,,,,,3,07,,,48,,,01,88,110,2,,,,31,0925,,,,,,,,,1971,2.0
71IN00021,1969340009,69,1,40009,4,,,,,,,,,,3,02,,,,180,09,,180,,,,,,34,,165,6,,,,,,,1971,2.0
71IN00022,1969360009,69,2,60009,6,,,,,,,,,,3,06,,,,,,01,94,133,3,,,,36,0930,,,,,,,,,1971,2.0
71IN00023,1970370009,70,2,70009,7,,,,,,,,,,2,30,,,18,,,01,98,105,,,,,37,,,,,,,,,,1971,1.0
71IN00024,1970370010,70,2,70010,7,,,,,,,,,,2,30,,,20,,,01,85,93,,,,,37,,,,,,,,,,1971,1.0
71IN00025,1969380010,69,2,80010,8,,,,,,,,,,3,08,,,22,,,02,150,147,,,,,38,,,,,,,,,,1971,2.0
71IN00026,1969360011,69,2,60011,6,,,,,,,,,,3,06,,,,,,,148,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00027,1969380011,69,2,80011,8,,,,,,,,,,3,08,,,23,,,01,105,120,,,,,38,,,,,,,,,,1971,2.0
71IN00028,1969390011,69,2,90011,9,,,,,,,,,,3,51,,,23,,,01,80,96,,,,,39,,,,,,,,,,1971,2.0
71IN00029,1969310012,69,2,10012,1,,,,,,,,,,3,07,,,48,,,02,120,138,2,,,,31,0925,,,,,,,,,1971,2.0
71IN00030,1969360012,69,2,60012,6,,,,,,,,,,3,06,,,,,,,108,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00031,1969380012,69,2,80012,8,,,,,,,,,,3,08,,,36,,,02,118,132,,,,,38,,,,,,,,,,1971,2.0
71IN00032,1969390012,69,1,90012,9,,,,,,,,,,3,51,,,,135,03,,135,,,,,,39,,068,4,,,,,,,1971,2.0
71IN00033,1969340013,69,2,40013,4,,,,,,,,,,3,02,,,32,,,02,108,147,,,,,34,,,,,,,,,,1971,2.0
71IN00034,1969380013,69,1,80013,8,,,,,,,,,,3,08,,,,135,09,,135,,3,,,,38,1122,094,4,,,,,,,1971,2.0
71IN00035,1969340014,69,2,40014,4,,,,,,,,,,3,02,,,32,,,01,120,138,,,,,34,,,,,,,,,,1971,2.0
71IN00036,1969380014,69,2,80014,8,,,,,,,,,,3,08,,,36,,,01,132,150,,,,,38,,,,,,,,,,1971,2.0
71IN00037,1969360015,69,2,60015,6,,,,,,,,,,3,06,,,,,,,144,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00038,1969390015,69,2,90015,9,,,,,,,,,,3,51,,,,,,,133,,3,,,,39,0524,,,,,,,,,1971,2.0
71IN00039,1969340016,69,2,40016,4,,,,,,,,,,3,02,,,16,,,02,135,152,,,,,34,,,,,,,,,,1971,2.0
71IN00040,1969360016,69,2,60016,6,,,,,,,,,,3,06,,,,,,,135,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00041,1969380016,69,2,80016,8,,,,,,,,,,3,08,,,36,,,02,118,128,,,,,38,,,,,,,,,,1971,2.0
71IN00042,1969390016,69,2,90016,9,,,,,,,,,,3,51,,,21,,,02,105,103,,,,,39,,,,,,,,,,1971,2.0
71IN00043,1969310017,69,2,10017,1,,,,,,,,,,3,07,,,30,,,02,101,123,,,,,31,,,,,,,,,,1971,2.0
71IN00044,1969360017,69,1,60017,6,,,,,,,,,,3,06,,,,,,,,,3,,,,36,0201,,,,,,,,,1971,2.0
71IN00045,1970370017,70,2,70017,7,,,,,,,,,,2,30,,,18,,,01,109,126,,,,,37,,,,,,,,,,1971,1.0
71IN00046,1969390017,69,2,90017,9,,,,,,,,,,3,51,,,22,,,02,106,115,,,,,39,,,,,,,,,,1971,2.0
71IN00047,1969340018,69,2,40018,4,,,,,,,,,,3,02,,,32,,,05,118,138,,,,,34,,,,,,,,,,1971,2.0
71IN00048,1969360018,69,2,60018,6,,,,,,,,,,3,06,,,,,,,148,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00049,1970370018,70,2,70018,7,,,,,,,,,,2,30,,,36,,,01,156,103,,,,,37,,,,,,,,,,1971,1.0
71IN00050,1969390018,69,2,90018,9,,,,,,,,,,3,51,,,36,,,02,97,112,,,,,39,,,,,,,,,,1971,2.0
71IN00051,1969380019,69,2,80019,8,,,,,,,,,,3,08,,,21,,,02,136,153,,,,,38,,,,,,,,,,1971,2.0
71IN00052,1969340020,69,2,40020,4,,,,,,,,,,3,02,,,47,,,02,100,128,2,,,,34,0925,,,,,,,,,1971,2.0
71IN00053,1969310021,69,2,10021,1,,,,,,,,,,3,07,,,48,,,01,113,125,2,,,,31,0925,,,,,,,,,1971,2.0
71IN00054,1970370021,70,2,70021,7,,,,,,,,,,2,30,,,19,,,01,98,97,,,,,37,,,,,,,,,,1971,1.0
71IN00055,1969380021,69,2,80021,8,,,,,,,,,,3,08,,,21,,,02,140,135,,,,,38,,,,,,,,,,1971,2.0
71IN00056,1969390021,69,2,90021,9,,,,,,,,,,3,51,,,23,,,01,89,98,,,,,39,,,,,,,,,,1971,2.0
71IN00057,1969360022,69,2,60022,6,,,,,,,,,,3,06,,,,,,,92,,7,,,,36,0912,,,,,,,,,1971,2.0
71IN00058,1969380022,69,2,80022,8,,,,,,,,,,3,08,,,21,,,01,107,104,,,,,38,,,,,,,,,,1971,2.0
71IN00059,1969390023,69,2,90023,9,,,,,,,,,,3,51,,,,,,12,98,102,3,,,,39,0930,,,,,,,,,1971,2.0
71IN00060,1969310024,69,2,10024,1,,,,,,,,,,3,07,,,09,,,01,115,147,,,,,31,,,,,,,,,,1971,2.0
71IN00061,1969380025,69,2,80025,8,,,,,,,,,,3,08,,,,,,,,,7,,,,38,0525,,,,,,,,,1971,2.0
71IN00062,1969340026,69,2,40026,4,,,,,,,,,,3,02,,,32,,,02,131,109,,,,,34,,,,,,,,,,1971,2.0
71IN00063,1969360026,69,2,60026,6,,,,,,,,,,3,06,,,,,,01,133,185,3,,,,36,0930,,,,,,,,,1971,2.0
71IN00064,1969390026,69,2,90026,9,,,,,,,,,,3,51,,,21,,,02,87,104,,,,,39,,,,,,,,,,1971,2.0
71IN00065,1969340027,69,2,40027,4,,,,,,,,,,3,02,,,16,,,02,113,126,,,,,34,,,,,,,,,,1971,2.0
71IN00066,1969360027,69,2,60027,6,,,,,,,,,,3,06,,,47,,,01,111,138,2,,,,36,0925,,,,,,,,,1971,2.0
71IN00067,1969380027,69,2,80027,8,,,,,,,,,,3,08,,,,,,,,,7,,,,38,0525,,,,,,,,,1971,2.0
71IN00068,1969360028,69,2,60028,6,,,,,,,,,,3,06,,,,,,,136,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00069,1970370028,70,2,70028,7,,,,,,,,,,2,30,,,19,,,01,81,84,,,,,37,,,,,,,,,,1971,1.0
71IN00070,1969310029,69,2,10029,1,,,,,,,,,,3,07,,,11,,,02,106,98,,,,,31,,,,,,,,,,1971,2.0
71IN00071,1969380029,69,2,80029,8,,,,,,,,,,3,08,,,,,,11,108,135,3,,,,38,0930,,,,,,,,,1971,2.0
71IN00072,1969340031,69,2,40031,4,,,,,,,,,,3,02,,,16,,,02,103,112,,,,,34,,,,,,,,,,1971,2.0
71IN00073,1969380031,69,2,80031,8,,,,,,,,,,3,08,,,22,,,02,140,140,,,,,38,,,,,,,,,,1971,2.0
71IN00074,1969360032,69,2,60032,6,,,,,,,,,,3,06,,,,,,,124,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00075,1969340033,69,2,40033,4,,,,,,,,,,3,02,,,47,,,01,142,175,2,,,,34,0925,,,,,,,,,1971,2.0
71IN00076,1969310034,69,2,10034,1,,,,,,,,,,3,07,,,30,,,05,126,124,,,,,31,,,,,,,,,,1971,2.0
71IN00077,1969360034,69,2,60034,6,,,,,,,,,,3,06,,,,,,,140,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00078,1969390034,69,1,90034,9,,,,,,,,,,3,51,,,,106,05,,106,,3,,,,39,0621,096,6,,,,,,,1971,2.0
71IN00079,1969390035,69,1,90035,9,,,,,,,,,,3,51,,,,102,06,,102,,3,,,,39,0823,106,3,,,,,,,1971,2.0
71IN00080,1969380036,69,2,80036,8,,,,,,,,,,3,08,,,47,,,01,110,138,2,,,,38,0925,,,,,,,,,1971,2.0
71IN00081,1969310037,69,1,10037,1,,,,,,,,,,3,07,,,,167,09,,167,,,,,,31,,131,5,,,,,,,1971,2.0
71IN00082,1969360038,69,1,60038,6,,,,,,,,,,3,06,,,,,,,,,3,,,,36,0201,,,,,,,,,1971,2.0
71IN00083,1969380038,69,2,80038,8,,,,,,,,,,3,08,,,,,,,,,6,,,,38,0101,,,,,,,,,1971,2.0
71IN00084,1969310039,69,2,10039,1,,,,,,,,,,3,07,,,30,,,01,102,143,,,,,31,,,,,,,,,,1971,2.0
71IN00085,1969340039,69,2,40039,4,,,,,,,,,,3,02,,,,,,11,113,134,3,,,,34,0930,,,,,,,,,1971,2.0
71IN00086,1969340040,69,2,40040,4,,,,,,,,,,3,02,,,16,,,02,133,146,,,,,34,,,,,,,,,,1971,2.0
71IN00087,1969360040,69,2,60040,6,,,,,,,,,,3,06,,,,,,,122,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00088,1969360041,69,2,60041,6,,,,,,,,,,3,06,,,,,,,125,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00089,1970390041,70,2,90041,9,,,,,,,,,,2,51,,,22,,,01,94,95,,,,,39,,,,,,,,,,1971,1.0
71IN00090,1969310042,69,2,10042,1,,,,,,,,,,3,07,,,10,,,01,118,130,,,,,31,,,,,,,,,,1971,2.0
71IN00091,1969360042,69,1,60042,6,,,,,,,,,,3,06,,,,,,,,,3,,,,36,0201,,,,,,,,,1971,2.0
71IN00092,1969340043,69,2,40043,4,,,,,,,,,,3,02,,,16,,,02,150,160,,,,,34,,,,,,,,,,1971,2.0
71IN00093,1969380043,69,2,80043,8,,,,,,,,,,3,08,,,21,,,02,118,125,,,,,38,,,,,,,,,,1971,2.0
71IN00094,1970390043,70,2,90043,9,,,,,,,,,,2,51,,,22,,,02,117,137,,,,,39,,,,,,,,,,1971,1.0
71IN00095,1969360044,69,2,60044,6,,,,,,,,,,3,06,,,,,,,108,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00096,1970390044,70,2,90044,9,,,,,,,,,,2,51,,,23,,,01,79,88,,,,,39,,,,,,,,,,1971,1.0
71IN00097,1969380045,69,2,80045,8,,,,,,,,,,3,08,,,22,,,02,122,118,,,,,38,,,,,,,,,,1971,2.0
71IN00098,1969310046,69,2,10046,1,,,,,,,,,,3,07,,,12,,,01,120,114,,,,,31,,,,,,,,,,1971,2.0
71IN00099,1970390046,70,2,90046,9,,,,,,,,,,2,51,,,21,,,01,118,117,,,,,39,,,,,,,,,,1971,1.0
71IN00100,1969380047,69,2,80047,8,,,,,,,,,,3,08,,,22,,,05,130,126,,,,,38,,,,,,,,,,1971,2.0
71IN00101,1970390047,70,2,90047,9,,,,,,,,,,2,51,,,22,,,01,113,108,,,,,39,,,,,,,,,,1971,1.0
71IN00102,1969380048,69,2,80048,8,,,,,,,,,,3,08,,,21,,,02,148,138,,,,,38,,,,,,,,,,1971,2.0
71IN00103,1970390048,70,2,90048,9,,,,,,,,,,2,51,,,,,,13,87,93,3,,,,39,0930,,,,,,,,,1971,1.0
71IN00104,1969310049,69,2,10049,1,,,,,,,,,,3,07,,,11,,,01,118,128,,,,,31,,,,,,,,,,1971,2.0
71IN00105,1969340049,69,2,40049,4,,,,,,,,,,3,02,,,16,,,02,151,148,,,,,34,,,,,,,,,,1971,2.0
71IN00106,1969340049,69,2,40049,4,,,,,,,,,,3,02,,,17,,,,151,,,,,,34,,,,,,,,,,1971,2.0
71IN00107,1969380049,69,2,80049,8,,,,,,,,,,3,08,,,21,,,02,115,135,7,,,,38,1101,,,,,,,,,1971,2.0
71IN00108,1969340051,69,2,40051,4,,,,,,,,,,3,02,,,,,,,104,,6,,,,34,0826,,,,,,,,,1971,2.0
71IN00109,1969360051,69,2,60051,6,,,,,,,,,,3,06,,,,,,,106,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00110,1969380051,69,2,80051,8,,,,,,,,,,3,08,,,22,,,01,120,124,,,,,38,,,,,,,,,,1971,2.0
71IN00111,1969380052,69,2,80052,8,,,,,,,,,,3,08,,,,,,,,,7,,,,38,0525,,,,,,,,,1971,2.0
71IN00112,1970390052,70,2,90052,9,,,,,,,,,,2,51,,,23,,,01,98,93,,,,,39,,,,,,,,,,1971,1.0
71IN00113,1970390053,70,2,90053,9,,,,,,,,,,2,51,,,21,,,01,125,123,,,,,39,,,,,,,,,,1971,1.0
71IN00114,1969380054,69,2,80054,8,,,,,,,,,,3,08,,,21,,,05,128,132,,,,,38,,,,,,,,,,1971,2.0
71IN00115,1970390055,70,2,90055,9,,,,,,,,,,2,51,,,22,,,01,94,103,,,,,39,,,,,,,,,,1971,1.0
71IN00116,1969310056,69,2,10056,1,,,,,,,,,,3,07,,,12,,,01,123,133,,,,,31,,,,,,,,,,1971,2.0
71IN00117,1969380056,69,2,80056,8,,,,,,,,,,3,08,,,,,,,117,,3,,,,38,0719,,,,,,,,,1971,2.0
71IN00118,1970390056,70,2,90056,9,,,,,,,,,,2,51,,,23,,,01,91,100,,,,,39,,,,,,,,,,1971,1.0
71IN00119,1970390057,70,2,90057,9,,,,,,,,,,2,51,,,21,,,01,101,103,,,,,39,,,,,,,,,,1971,1.0
71IN00120,1969380058,69,2,80058,8,,,,,,,,,,3,08,,,36,,,02,134,157,,,,,38,,,,,,,,,,1971,2.0
71IN00121,1970390058,70,2,90058,9,,,,,,,,,,2,51,,,22,,,02,111,115,,,,,39,,,,,,,,,,1971,1.0
71IN00122,1969310059,69,2,10059,1,,,,,,,,,,3,07,,,09,,,01,129,138,,,,,31,,,,,,,,,,1971,2.0
71IN00123,1969340059,69,2,40059,4,,,,,,,,,,3,02,,,16,,,01,132,143,,,,,34,,,,,,,,,,1971,2.0
71IN00124,1970390059,70,2,90059,9,,,,,,,,,,2,51,,,23,,,02,116,126,,,,,39,,,,,,,,,,1971,1.0
71IN00125,1969340060,69,2,40060,4,,,,,,,,,,3,02,,,16,,,02,127,134,,,,,34,,,,,,,,,,1971,2.0
71IN00126,1969380060,69,2,80060,8,,,,,,,,,,3,08,,,23,,,01,133,138,,,,,38,,,,,,,,,,1971,2.0
71IN00127,1970390060,70,2,90060,9,,,,,,,,,,2,51,,,21,,,02,91,102,,,,,39,,,,,,,,,,1971,1.0
71IN00128,1969340061,69,2,40061,4,,,,,,,,,,3,02,,,16,,,01,123,144,,,,,34,,,,,,,,,,1971,2.0
71IN00129,1970390061,70,2,90061,9,,,,,,,,,,2,51,,,22,,,01,98,98,,,,,39,,,,,,,,,,1971,1.0
71IN00130,1969340062,69,2,40062,4,,,,,,,,,,3,02,,,16,,,02,111,128,,,,,34,,,,,,,,,,1971,2.0
71IN00131,1969310063,69,2,10063,1,,,,,,,,,,3,07,,,48,,,01,153,140,2,,,,31,0925,,,,,,,,,1971,2.0
71IN00132,1969380064,69,2,80064,8,,,,,,,,,,3,08,,,21,,,02,127,142,,,,,38,,,,,,,,,,1971,2.0
71IN00133,1970390064,70,2,90064,9,,,,,,,,,,2,51,,,,,,,,,7,,,,39,0525,,,,,,,,,1971,1.0
71IN00134,1969310066,69,2,10066,1,,,,,,,,,,3,07,,,30,,,01,103,124,,,,,31,,,,,,,,,,1971,2.0
71IN00135,1969380066,69,1,80066,8,,,,,,,,,,3,08,,,,145,,,145,,3,,,,38,0607,141,5,,,,,,,1971,2.0
71IN00136,1970390066,70,2,90066,9,,,,,,,,,,2,51,,,23,,,02,112,123,,,,,39,,,,,,,,,,1971,1.0
71IN00137,1969360067,69,2,60067,6,,,,,,,,,,3,06,,,,,,,115,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00138,1969380067,69,2,80067,8,,,,,,,,,,3,08,,,22,,,01,140,138,,,,,38,,,,,,,,,,1971,2.0
71IN00139,1969360068,69,2,60068,6,,,,,,,,,,3,06,,,,,,,117,,3,,,,36,0621,,,,,,,,,1971,2.0
71IN00140,1969340069,69,2,40069,4,,,,,,,,,,3,02,,,16,,,01,138,160,,,,,34,,,,,,,,,,1971,2.0
71IN00141,1969360069,69,2,60069,6,,,,,,,,,,3,06,,,,,,,132,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00142,1969360070,69,2,60070,6,,,,,,,,,,3,06,,,,,,,110,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00143,1970390070,70,2,90070,9,,,,,,,,,,2,51,,,37,,,02,96,104,,,,,39,,,,,,,,,,1971,1.0
71IN00144,1969340071,69,2,40071,4,,,,,,,,,,3,02,,,16,,,02,132,143,,,,,34,,,,,,,,,,1971,2.0
71IN00145,1970390071,70,2,90071,9,,,,,,,,,,2,51,,,21,,,01,120,114,,,,,39,,,,,,,,,,1971,1.0
71IN00146,1969360072,69,2,60072,6,,,,,,,,,,3,06,,,,,,,,,6,,,,36,0101,,,,,,,,,1971,2.0
71IN00147,1969380072,69,2,80072,8,,,,,,,,,,3,08,,,23,,,01,108,120,,,,,38,,,,,,,,,,1971,2.0
71IN00148,1970390072,70,1,90072,9,,,,,,,,,,2,51,,,,126,05,,126,,3,,,,39,0621,107,5,,,,,,,1971,1.0
71IN00149,1969310073,69,2,10073,1,,,,,,,,,,3,07,,,30,,,01,105,128,,,,,31,,,,,,,,,,1971,2.0
71IN00150,1970390073,70,2,90073,9,,,,,,,,,,2,51,,,22,,,02,132,138,,,,,39,,,,,,,,,,1971,1.0
71IN00151,1970390074,70,2,90074,9,,,,,,,,,,2,51,,,22,,,01,113,123,,,,,39,,,,,,,,,,1971,1.0
71IN00152,1969340075,69,2,40075,4,,,,,,,,,,3,02,,,32,,,02,123,148,,,,,34,,,,,,,,,,1971,2.0
71IN00153,1970390075,70,1,90075,9,,,,,,,,,,2,51,,,,118,07,,118,,3,,,,39,0607,102,6,,,,,,,1971,1.0
71IN00154,1969380076,69,2,80076,8,,,,,,,,,,3,08,,,,,,,117,,7,,,,38,0912,,,,,,,,,1971,2.0
71IN00155,1970390076,70,1,90076,9,,,,,,,,,,2,51,,,,128,04,,128,,3,,,,39,1220,104,7,,,,,,,1971,1.0
71IN00156,1969340079,69,2,40079,4,,,,,,,,,,3,02,,,17,,,02,140,143,7,,,,34,1101,,,,,,,,,1971,2.0
71IN00157,1969340079,69,2,40079,4,,,,,,,,,,3,02,,,17,,,02,140,118,,,,,34,,,,,,,,,,1971,2.0
71IN00158,1969360080,69,2,60080,6,,,,,,,,,,3,06,,,,,,,121,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00159,1969360081,69,2,60081,6,,,,,,,,,,3,06,,,,,,,105,,3,,,,36,0719,,,,,,,,,1971,2.0
71IN00160,1969310082,69,2,10082,1,,,,,,,,,,3,07,,,09,,,01,128,128,,,,,31,,,,,,,,,,1971,2.0
71IN00161,1969340082,69,2,40082,4,,,,,,,,,,3,02,,,17,,,02,108,120,,,,,34,,,,,,,,,,1971,2.0
71IN00162,1969380082,69,2,80082,8,,,,,,,,,,3,08,,,21,,,01,115,115,,,,,38,,,,,,,,,,1971,2.0
71IN00163,1970390082,70,2,90082,9,,,,,,,,,,2,51,,,37,,,02,88,108,7,,,,39,1101,,,,,,,,,1971,1.0
71IN00164,1969340083,69,2,40083,4,,,,,,,,,,3,02,,,33,,,02,135,133,,,,,34,,,,,,,,,,1971,2.0
71IN00165,1970390083,70,2,90083,9,,,,,,,,,,2,51,,,36,,,02,107,118,,,,,39,,,,,,,,,,1971,1.0
71IN00166,1969340084,69,2,40084,4,,,,,,,,,,3,02,,,15,,,01,108,110,,,,,34,,,,,,,,,,1971,2.0
71IN00167,1970340085,70,1,40085,4,,,,,,,,,,2,02,,,,128,08,,128,,3,,,,34,0823,165,5,,,,,,,1971,1.0
71IN00168,1970360085,70,2,60085,6,,,,,,,,,,2,06,,,,,,,,,3,,,,36,0201,,,,,,,,,1971,1.0
71IN00169,1970390085,70,2,90085,9,,,,,,,,,,2,51,,,23,,,01,91,102,,,,,39,,,,,,,,,,1971,1.0
71IN00170,1970340086,70,2,40086,4,,,,,,,,,,2,02,,,,,,,,,3,,,,34,0201,,,,,,,,,1971,1.0
71IN00171,1970390087,70,2,90087,9,,,,,,,,,,2,51,,,21,,,01,81,93,,,,,39,,,,,,,,,,1971,1.0
71IN00172,1969310088,69,2,10088,1,,,,,,,,,,3,07,,,,,,02,120,135,3,,,,31,0930,,,,,,,,,1971,2.0
71IN00173,1969380088,69,2,80088,8,,,,,,,,,,3,08,,,22,,,01,135,135,,,,,38,,,,,,,,,,1971,2.0
71IN00174,1969310089,69,2,10089,1,,,,,,,,,,3,07,,,10,,,01,120,127,,,,,31,,,,,,,,,,1971,2.0
71IN00175,1970390089,70,2,90089,9,,,,,,,,,,2,51,,,22,,,01,122,123,,,,,39,,,,,,,,,,1971,1.0
71IN00176,1969340091,69,1,40091,4,,,,,,,,,,3,02,,,,185,09,,185,,,,,,34,,186,5,,,,,,,1971,2.0
71IN00177,1970360091,70,2,60091,6,,,,,,,,,,2,06,,,,,,,,,3,,,,36,0201,,,,,,,,,1971,1.0
71IN00178,1969380091,69,2,80091,8,,,,,,,,,,3,08,,,,,,,,,7,,,,38,0525,,,,,,,,,1971,2.0
71IN00179,1969310092,69,1,10092,1,,,,,,,,,,3,07,,,,,,,,,6,,,,31,0325,,,,,,,,,1971,2.0
71IN00180,1969380092,69,2,80092,8,,,,,,,,,,3,08,,,47,,,01,102,115,2,,,,38,0925,,,,,,,,,1971,2.0
71IN00181,1969340093,69,1,40093,4,,,,,,,,,,3,02,,,,143,11,,143,,3,,,,34,1220,117,3,,,,,,,1971,2.0
71IN00182,1970340094,70,2,40094,4,,,,,,,,,,2,02,,,17,,,,122,,,,,,34,,,,,,,,,,1971,1.0
71IN00183,1969310095,69,2,10095,1,,,,,,,,,,3,07,,,09,,,01,117,120,,,,,31,,,,,,,,,,1971,2.0
71IN00184,1970340095,70,2,40095,4,,,,,,,,,,2,02,,,33,,,01,111,118,,,,,34,,,,,,,,,,1971,1.0
71IN00185,1969380095,69,2,80095,8,,,,,,,,,,3,08,,,21,,,02,148,145,,,,,38,,,,,,,,,,1971,2.0
71IN00186,1970390095,70,2,90095,9,,,,,,,,,,2,51,,,,,,12,93,118,3,,,,39,0930,,,,,,,,,1971,1.0
71IN00187,1969310096,69,2,10096,1,,,,,,,,,,3,07,,,31,,,02,131,143,,,,,31,,,,,,,,,,1971,2.0
71IN00188,1970340096,70,2,40096,4,,,,,,,,,,2,02,,,33,,,01,108,122,,,,,34,,,,,,,,,,1971,1.0
71IN00189,1970390097,70,2,90097,9,,,,,,,,,,2,51,,,21,,,02,118,116,,,,,39,,,,,,,,,,1971,1.0
71IN00190,1969310098,69,1,10098,1,,,,,,,,,,3,07,,,,133,09,,133,,,,,,31,,134,2,,,,,,,1971,2.0
71IN00191,1969380098,69,2,80098,8,,,,,,,,,,3,08,,,,,,01,95,130,3,,,,38,0930,,,,,,,,,1971,2.0
71IN00192,1969310099,69,2,10099,1,,,,,,,,,,3,07,,,49,,,01,113,113,2,,,,31,0925,,,,,,,,,1971,2.0
71IN00193,1969380099,69,2,80099,8,,,,,,,,,,3,08,,,23,,,02,123,133,,,,,38,,,,,,,,,,1971,2.0
71IN00194,1970340100,70,1,40100,4,,,,,,,,,,2,02,,,,123,08,,123,,3,,,,34,0823,142,2,,,,,,,1971,1.0
71IN00195,1970360100,70,2,60100,6,,,,,,,,,,2,06,,,,,,,,,3,,,,36,0201,,,,,,,,,1971,1.0
71IN00196,1969310101,69,2,10101,1,,,,,,,,,,3,07,,,10,,,02,127,130,,,,,31,,,,,,,,,,1971,2.0
71IN00197,1970390102,70,2,90102,9,,,,,,,,,,2,51,,,22,,,01,100,108,,,,,39,,,,,,,,,,1971,1.0
71IN00198,1969310103,69,2,10103,1,,,,,,,,,,3,07,,,31,,,01,106,115,,,,,31,,,,,,,,,,1971,2.0
71IN00199,1969380103,69,2,80103,8,,,,,,,,,,3,08,,,21,,,02,132,140,,,,,38,,,,,,,,,,1971,2.0
71IN00200,1969380104,69,2,80104,8,,,,,,,,,,3,08,,,,,,,114,,6,,,,38,0524,,,,,,,,,1971,2.0
71IN00201,1970390104,70,2,90104,9,,,,,,,,,,2,51,,,23,,,01,105,103,,,,,39,,,,,,,,,,1971,1.0
71IN00202,1970360105,70,2,60105,6,,,,,,,,,,2,06,,,,,,,,,3,,,,36,0201,,,,,,,,,1971,1.0
