UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
83IN00107,1976015240,76,2,P5240,,75, 04,,2,,,1,,,,65,,,,,,,107,0,6,,30,,01,0605,,000007,7,,245107,19,,1983
83IN00108,1976015241,76,2,P5241,,75, 08,,2,,,0,,,,65,,753,,,, 2,119,119,,,30,,01,,,000009,7,,162708,,1,1983
83IN00109,1976015248,76,2,P5248,,76, 02,,2,,,0,,,,65,,,,,,,0,0,7,,02,,01,0527,,000004,*,,231304,97,,1983
83IN00110,1976015251,76,2,P5251,,75, 08,,2,,,0,,,,65,,754,,,, 2,136,136,,,30,,01,,,000009,7,,368108,,3,1983
83IN00111,1976015257,76,2,P5257,,75, 07,,2,,,0,,,,65,,751,,,, 2,169,161,,,30,,01,,,000009,7,,202008,,2,1983
83IN00112,1976015260,76,2,P5260,,75, 11,,2,3,,0,,,,65,,,,,,12,150,152,3,,30,,01,2WSU,,000008,7,,443709,93,,1983
83IN00113,1976015265,76,2,P5265,,73, 09,,2,,,0,,,,65,,731,,,, 1,146,164,,,30,,01,,,000009,7,,182708,,,1983
83IN00114,1976015270,76,2,P5270,,73, 04,,2,,,1,,,,65,,732,,,, 2,155,170,,,30,,01,,,000007,7,,308407,,,1983
83IN00115,1976015272,76,2,P5272,,76, 02,,2,,,0,,,,65,,,,,, 1,174,172,,,02,,01,,,000004,7,,152704,,3,1983
83IN00116,1976015295,76,2,P5295,,75, 05,,2,3,,1,,,,65,,,,,,12,172,172,3,,30,,01,1205,,000007,7,,375207,93,,1983
83IN00117,1976015316,76,2,P5316,,73, 10,,2,,,0,,,,65,,,,,,,0,0,3,,30,,01,0117,,000008,*,,001109,93,,1983
83IN00118,1977015346,77,2,P5346,,74, 11,,1,,,0,,,,60,,733,,,, 1,146,171,,,30,,01,,,441508,7,,344409,,,1983
83IN00119,1977015350,77,2,P5350,,74, 01,,1,,,1,,,,60,,,,,,,0,0,3,,30,,01,0117,,432407,*,,134907,93,,1983
83IN00120,1977015354,77,2,P5354,,73, 08,,1,,,0,,,,60,,733,,,, 5,160,184,,,30,,01,,,237909,7,,397208,,,1983
83IN00121,1977015361,77,2,P5361,,74, 03,,1,3,,1,,,,60,,734,,,,11,146,146,3,,30,,01,1205,,448507,7,,081407,93,,1983
83IN00122,1977015374,77,2,P5374,,72, 02,,1,3,,1,,,,60,,722,,72,,11,152,152,3,,30,,01,1205,,432407,7,,270607,93,,1983
83IN00123,1977015378,77,2,P5378,,73, 08,,1,,,0,,,,60,,734,,,, 2,144,154,,,30,,01,,,237909,7,,001908,,,1983
83IN00124,1977015381,77,2,P5381,,72, 05,,1,,,0,,,,60,,721,,72,, 2,199,207,,,30,,01,,,425309,7,,261308,,,1983
83IN00125,1977015384,77,2,P5384,,73, 06,,1,3,,0,,,,60,,732,,,,12,209,209,3,,30,,01,1205,,425309,7,,267308,93,,1983
83IN00126,1977015395,77,2,P5395,,73, 04,,1,,,1,,,,60,,,,,,,0,0,7,,30,,01,0527,,437007,*,,207707,97,,1983
83IN00127,1977015396,77,2,P5396,,74, 11,,1,,,0,,,,60,,731,,,, 1,173,132,,,30,,01,,,441508,7,,351509,,,1983
83IN00128,1977015400,77,2,P5400,,74, 07,,1,,,0,,,,60,,732,,,, 1,142,153,,,30,,01,,,237909,7,,289808,,,1983
83IN00129,1977015401,77,2,P5401,,73, 06,,1,,,0,,,,60,,731,,,, 3,232,173,,,30,,01,,,425309,7,,239808,,,1983
83IN00130,1977015415,77,2,P5415,,74, 09,,1,,,0,,,,60,,733,,,, 3,184,158,,,30,,01,,,440208,7,,015709,,,1983
83IN00131,1977015437,77,2,P5437,,74, 01,,1,3,,1,,,,60,,734,,,, 4,181,181,3,,30,,01,1205,,432407,7,,141607,93,,1983
83IN00132,1977015444,77,2,P5444,,74, 07,,1,,,0,,,,60,,731,,,, 3,160,164,,,30,,01,,,237909,7,,123408,,,1983
83IN00133,1977015448,77,2,P5448,,73, 04,,1,,,1,,,,60,,,,,,,0,0,7,,30,,01,0527,,437007,*,,129207,97,,1983
83IN00134,1977015464,77,2,P5464,,73, 12,,1,,3,0,,,,60,,,,,,,0,0,3,,30,,01,0307,,441508,*,,001809,93,,1983
83IN00135,1977015470,77,2,P5470,,73, 10,,1,,,0,,,,60,,,,,,,0,0,6,,30,,01,0131,,440208,*,,317609,19,,1983
83IN00136,1977015471,77,2,P5471,,74, 11,,1,,,0,,,,60,,732,,,, 2,210,155,,,30,,01,,,441508,7,,170409,,,1983
83IN00137,1977015475,77,2,P5475,,72, 09,,1,,,0,,,,60,,724,,72,, 2,143,156,,,30,,01,,,440208,7,,246509,,,1983
83IN00138,1977015487,77,2,P5487,,73, 02,,1,3,,1,,,,60,,733,,,, 3,152,152,3,,30,,01,1205,,432407,7,,429807,93,,1983
83IN00139,1977015506,77,2,P5506,,74, 03,,1,,,1,,,,60,,733,,,, 1,146,187,,,30,,01,,,448507,7,,269507,,,1983
83IN00140,1977015515,77,2,P5515,,73, 02,,1,3,,1,,,,60,,734,,,, 3,142,142,3,,30,,01,1205,,432407,7,,370807,93,,1983
83IN00141,1977015522,77,2,P5522,,72, 10,,1,,,0,,,,60,,723,,72,, 2,160,172,,,30,,01,,,440208,7,,008909,,,1983
83IN00142,1977015536,77,2,P5536,,72, 10,,1,,,0,,,,60,,722,,72,, 2,166,180,,,30,,01,,,440208,7,,218309,,,1983
83IN00143,1977015570,77,2,P5570,,71, 25,,1,,3,0,,,,60,,,,,,,0,0,3,,30,,01,0117,,427408,*,,283609,93,,1983
83IN00144,1977015574,77,2,P5574,,70, 22,,1,3,,1,,,,60,,,,,,13,136,136,3,,30,,01,1024,,437007,2,,479807,93,,1983
83IN00145,1977015585,77,2,P5585,,70, 23,,1,,,0,,,,60,,,,,,,116,0,7,,30,,01,0916,,237909,3,,005408,97,,1983
83IN00146,1977015589,77,2,P5589,,70, 23,,1,,,0,,,,60,,701,,,, 2,162,165,,,30,,01,,,237909,1,,355708,,,1983
83IN00147,1977015594,77,2,P5594,,70, 22,,1,,,1,,,,60,,702,,,, 3,165,166,,,30,,01,,,437007,1,,193407,,,1983
83IN00148,1977015598,77,2,P5598,,71, 22,,1,,,1,,,,60,,713,,,, 3,164,165,,,30,,01,,,437007,1,,259107,,,1983
83IN00149,1977015607,77,2,P5607,,72, 23,,1,,,0,,,,60,,,,72,,,0,0,6,,30,,01,0513,,237909,*,,400808,30,,1983
83IN00150,1977015609,77,2,P5609,,71, 22,,1,,,1,,,,60,,711,,,, 1,128,139,,,30,,01,,,437007,2,,382207,,,1983
83IN00151,1977015622,77,2,P5622,,72, 24,,1,,,0,,,,60,,,,72,,,105,0,3,,30,,01,0606,,440208,7,,075809,05,,1983
83IN00152,1977015625,77,2,P5625,,72, 24,,1,,,0,,,,60,,721,,72,,,133,0,3,,30,,01,0718,,440208,7,,284309,03,,1983
83IN00153,1977015630,77,2,P5630,,49, 14,,1,,,0,,,,60,,,,,,,0,0,6,,02,,01,0504,,460704,*,,223604,30,,1983
83IN00154,1977015656,77,2,P5656,,71, 22,,1,3,,1,,,,60,,,,,,11,175,171,3,,30,,01,2WSU,,437007,1,,172107,93,,1983
83IN00155,1977015663,77,2,P5663,,75, 19,,1,3,,0,,,,60,,,,,,12,181,181,3,,30,,01,1205,,425309,7,,441008,93,,1983
83IN00156,1977015666,77,2,P5666,,71, 22,,1,,,1,,,,60,,712,,,, 2,176,166,,,30,,01,,,437007,3,,138107,,,1983
83IN00157,1977015676,77,2,P5676,,70, 21,,1,,,1,,,,60,,703,,,, 3,134,128,,,30,,01,,,476107,3,,245207,,,1983
83IN00158,1977015685,77,2,P5685,,75, 19,,1,,,0,,,,60,,752,,,, 1,149,161,,,30,,01,,,425309,7,,182708,,3,1983
83IN00159,1977015686,77,2,P5686,,70, 21,,1,,,1,,,,60,,704,,,, 1,160,182,,,30,,01,,,476107,5,,149807,,,1983
83IN00160,1977015687,77,2,P5687,,70, 21,,1,,,1,,,,60,,701,,,, 2,163,163,,,30,,01,,,476107,1,,149807,,,1983
83IN00161,1977015705,77,2,P5705,,75, 18,,1,,,1,,,,60,,753,,,, 2,156,164,,,30,,01,,,511807,7,,143007,,2,1983
83IN00162,1977015725,77,2,P5725,,71, 26,,1,,,1,,,,60,,713,,,, 5,165,158,,,30,,01,,,476007,3,,313307,,,1983
83IN00163,1977015729,77,2,P5729,,71, 22,,1,,,1,,,,60,,714,,,, 3,152,157,,,30,,01,,,437007,1,,456807,,,1983
83IN00164,1977015748,77,2,P5748,,72, 25,,1,,,0,,,,60,,724,,72,, 1,160,175,,,30,,01,,,427408,7,,248909,,,1983
83IN00165,1977015760,77,2,P5760,,70, 21,,1,,,1,,,,60,,702,,,, 2,125,148,,,30,,01,,,476107,2,,154107,,,1983
83IN00166,1977015767,77,2,P5767,,49, 13,,1,,,0,,,,60,,,,,, 2,155,170,,,02,,01,,,472404,2,,323504,,,1983
83IN00167,1977015768,77,2,P5768,,49, 13,,1,,,0,,,,60,,,,,, 3,154,161,,,02,,01,,,472404,1,,323504,,,1983
83IN00168,1977015777,77,2,P5777,,72, 21,,1,,,1,,,,60,,721,,72,, 1,139,165,,,30,,01,,,476107,6,,070407,,,1983
83IN00169,1977015796,77,2,P5796,,49, 15,,1,,,0,,,,60,,,,,, 9,158,166,,,02,,01,,,413204,2,,011404,,,1983
83IN00170,1977015809,77,2,P5809,,75, 17,,1,,,1,,,,60,,,,,,,0,0,7,,30,,01,0527,,487707,*,,308407,97,,1983
83IN00171,1977015815,77,2,P5815,,71, 26,,1,,,1,,,,60,,711,,,, 2,163,167,,,30,,01,,,476007,1,,443807,,,1983
83IN00172,1977015825,77,2,P5825,,75, 18,,1,,,1,,,,60,,754,,,, 1,168,162,,,30,,01,,,511807,7,,315107,,1,1983
83IN00173,1977015833,77,2,P5833,,49, 15,,1,,,0,,,,60,,,,,, 4,166,182,,,02,,01,,,413204,2,,229004,,,1983
83IN00174,1977015837,77,2,P5837,,71, 22,,1,,,1,,,,60,,712,,,, 3,160,162,,,30,,01,,,437007,3,,187907,,,1983
83IN00175,1977015842,77,2,P5842,,71, 25,,1,,,0,,,,60,,714,,,, 3,135,155,,,30,,01,,,427408,1,,236009,,,1983
83IN00176,1977015865,77,2,P5865,,49, 15,,1,,,0,,,,60,,,,,,,0,0,3,,02,,01,0117,,413204,*,,418304,93,,1983
83IN00177,1977015897,77,2,P5897,,72, 24,,1,,,0,,,,60,,723,,72,,,114,0,6,,30,,01,0715,,440208,7,,277509,19,,1983
83IN00178,1977015906,77,2,P5906,,71, 26,,1,,,1,,,,60,,713,,,, 1,136,147,,,30,,01,,,476007,2,,478107,,,1983
83IN00179,1977015925,77,2,P5925,,75, 18,,1,,,1,,,,60,,751,,,, 1,168,161,,,30,,01,,,511807,7,,345707,,3,1983
83IN00180,1977015940,77,2,P5940,,70, 21,,1,,,1,,,,60,,703,,,, 2,163,177,,,30,,01,,,476107,1,,138407,,,1983
83IN00181,1977015943,77,2,P5943,,70, 21,,1,,,1,,,,60,,704,,,, 2,176,187,,,30,,01,,,476107,2,,318607,,,1983
83IN00182,1977015951,77,2,P5951,,71, 25,,1,,,0,,,,60,,712,,,, 2,167,165,,,30,,01,,,427408,1,,199909,,,1983
83IN00183,1977015953,77,2,P5953,,75, 19,,1,,,0,,,,60,,752,,,, 2,148,131,,,30,,01,,,425309,7,,297608,,2,1983
83IN00184,1977015969,77,2,P5969,,71, 26,,1,3,,1,,,,60,,711,,,,11,160,183,,,30,,01,,,476007,1,,464407,,,1983
83IN00185,1977015987,77,2,P5987,,70, 23,,1,,,0,,,,60,,,,,,,0,0,6,,30,,01,0420,,237909,*,,301308,01,,1983
