UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,TRT1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,C2426,BPEN,BRAND,C34,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT2,YRREC
79IN02853,1975430635,75,2,T0635,,41,731,,,,,,,,2,50,,411,,, 9,126,142,,,02,,43,,,970142,1,,638942,,,1979
79IN02854,1975430638,75,2,T0638,,48,750,,,,,,,,2,50,,006,,, 2,142,158,,,02,,43,,,983342,2,,262942,,,1979
79IN02855,1975430639,75,2,T0639,,42,892,,,,,,,,3,50,,822,,, 2,130,153,,,02,,43,,,846142,3,,842442,,,1979
79IN02856,1975430646,75,2,T0646,,48,742,,,,,,,,1,50,,461,  49,, 2,141,146,,,02,,43,,,919842,3,,901742,,,1979
79IN02857,1975430662,75,2,T0662,,42,982,,,,,,,,3,50,,832,,, 2,143,135,,,02,,43,,,891142,6,,423842,,,1979
79IN02858,1975430668,75,2,T0668,,02,732,,,3,,,,,2,,,,,,12,149,170,,,02,,43,,,992642,2,,602342,,,1979
79IN02859,1975430673,75,2,T0673,,40,701,,,,,,,,3,50,,404,,, 2,146,164,,,02,,43,,,832642,3,,460142,,,1979
79IN02860,1975430674,75,2,T0674,,43,732,,,,,,,,3,50,,434,,, 2,136,139,,,02,,43,,,992642,6,,766342,,,1979
79IN02861,1975430681,75,2,T0681,,48,752,,,,,,,,2,50,,005,,, 3,174,184,,,02,,43,,,957842,1,,790142,,,1979
79IN02862,1975430688,75,2,T0688,,43,742,,,,,,,,1,50,,435,,, 2,152,164,,,02,,43,,,919842,6,,282342,,,1979
79IN02863,1975430699,75,2,T0699,,48,731,,,,,,,,2,,,,,,,,,6,,02,,43,0418,,970142,*,,492142,15,,1979
79IN02864,1975430703,75,2,T0703,,43,732,,,,,,,,1,50,,431,,, 4,150,142,,,02,,43,,,992642,6,,713642,,,1979
79IN02865,1975430706,75,2,T0706,,48,740,,,3,,,,,1,,,,,,12,128,148,3,,02,,43,1001,,936642,3,,912442,93,,1979
79IN02866,1975430707,75,2,T0707,,02,731,,,,,,,,1,50,,,,, 2,138,155,,,02,,43,,,970142,3,,779342,,,1979
79IN02867,1975430711,75,2,T0711,,02,732,,,,,,,,2,50,,,,, 2,163,172,,,02,,43,,,992642,1,,468542,,,1979
79IN02868,1975430715,75,2,T0715,,48,762,,,,,,,,1,,,,,,,169,,6,,02,,43,0728,,930642,3,,242042,04,,1979
79IN02869,1975430721,75,2,T0721,,02,762,,,,,,,,1,50,,,,, 2,145,160,,,02,,43,,,930642,1,,165542,,,1979
79IN02870,1975430723,75,2,T0723,,43,740,,,,,,,,3,50,,432,,, 3,154,182,,,02,,43,,,936642,3,,354042,,,1979
79IN02871,1975430726,75,2,T0726,,42,832,,,,,,,,1,,,,,,,142,,6,,02,,43,0622,,849842,3,,894642,01,,1979
79IN02872,1975430731,75,2,T0731,,42,952,,,,,,,,2,50,,842,,, 2,144,154,,,02,,43,,,880042,1,,554642,,,1979
79IN02873,1975430732,75,2,T0732,,48,731,,,,,,,,1,50,,462,  50,, 2,136,139,,,02,,43,,,970142,3,,426742,,,1979
79IN02874,1976430735,76,2,T0735,,40,700,,,,,,,,1,40,,402,,, 2,161,190,,,02,,43,,,000843,2,,952542,,,1979
79IN02875,1976430737,76,2,T0737,,02,741,,,,,,,,2,40,,,,, 2,136,153,,,02,,43,,,056843,1,,838442,,,1979
79IN02876,1976430740,76,2,T0740,,40,702,,,,,,,,1,40,,401,,, 1,143,168,,,02,,43,,,952442,3,,936242,,,1979
79IN02877,1976430741,76,2,T0741,,40,702,,,3,,,,,2,,,,,, 2,109,115,3,,02,,43,1001,,952442,3,,778942,93,,1979
79IN02878,1976430742,76,2,T0742,,40,702,,,,,,,,2,40,,403,,, 2,152,165,,,02,,43,,,952442,2,,778942,,,1979
79IN02879,1976430743,76,2,T0743,,48,762,,,,,,,,2,40,,004,,, 2,135,139,,,02,,43,,,033543,3,,766842,,,1979
79IN02880,1976430746,76,2,T0746,,40,700,,,,,,,,2,40,,404,,, 2,160,154,,,02,,43,,,000843,3,,679642,,,1979
79IN02881,1976430747,76,2,T0747,,42,942,,,,,,,,1,40,,852,,, 2,130,159,,,02,,43,,,992942,6,,947242,,,1979
79IN02882,1976430753,76,2,T0753,,48,740,,,,3,,,,2,,,,,,,144,,3,,02,,43,0806,,046943,K,,825942,93,,1979
79IN02883,1976430754,76,2,T0754,,02,740,,,,,,,,2,40,,,,, 2,114,138,,,02,,43,,,046943,2,,825942,,,1979
79IN02884,1976430758,76,2,T0758,,43,740,,,,,,,,2,,,,,,,143,,6,,02,,43,0911,,046943,6,,385342,04,,1979
79IN02885,1976430760,76,2,T0760,,43,742,,,,,,,,2,40,,433,,, 2,131,170,,,02,,43,,,057543,6,,603542,,,1979
79IN02886,1976430762,76,2,T0762,,48,751,,,,,,,,2,40,,441,  44,, 2,122,122,,,02,,43,,,049943,2,,531542,,,1979
79IN02887,1976430768,76,2,T0768,,48,760,,,3,,,,,1,,,,,, 2,142,162,,,02,,43,,,068343,1,,982142,,,1979
79IN02888,1976430773,76,2,T0773,,43,731,,,,,,,,1,40,,434,,, 1,152,172,,,02,,43,,,040843,3,,963842,,,1979
79IN02889,1976430778,76,2,T0778,,41,730,,,,,,,,1,40,,412,,, 1,110,134,,,02,,43,,,058343,2,,619342,,,1979
79IN02890,1976430779,76,2,T0779,,02,742,,,,,,,,1,40,,,,, 2,129,154,,,02,,43,,,057543,2,,962142,,,1979
79IN02891,1976430780,76,2,T0780,,40,702,,,,,,,,1,40,,401,,, 2,149,173,,,02,,43,,,952442,3,,858042,,,1979
79IN02892,1976430784,76,2,T0784,,42,822,,,,,,,,1,40,,862,,, 2,129,144,,,02,,43,,,933442,2,,000443,,,1979
79IN02893,1976430787,76,2,T0787,,43,730,,,,,,,,2,40,,435,,, 2,144,173,,,02,,43,,,058343,6,,752142,,,1979
79IN02894,1976430788,76,2,T0788,,43,730,,,,,,,,2,40,,431,,, 2,118,138,,,02,,43,,,058343,3,,752142,,,1979
79IN02895,1976430789,76,2,T0789,,02,740,,,,3,,,,1,,,,,,,163,,3,,02,,43,0806,,046943,K,,912542,93,,1979
79IN02896,1976430790,76,2,T0790,,42,832,,,,,,,,2,40,,872,,, 4,114,113,,,02,,43,,,945342,2,,913642,,,1979
79IN02897,1976430800,76,2,T0800,,48,730,,,,,,,,3,,,,,,,150,,3,,02,,43,0611,,058343,1,,896942,93,,1979
79IN02898,1976430804,76,2,T0804,,40,702,,,,,,,,2,40,,402,,, 4,139,170,,,02,,43,,,952442,2,,626142,,,1979
79IN02899,1976430806,76,2,T0806,,42,992,,,,,,,,1,40,,882,,, 2,143,152,,,02,,43,,,953142,3,,574742,,,1979
79IN02900,1976430808,76,2,T0808,,41,742,,,,,,,,2,40,,413,,, 2,129,141,,,02,,43,,,057543,1,,757642,,,1979
79IN02901,1976430819,76,2,T0819,,43,741,,,,,,,,2,40,,432,,, 2,134,161,,,02,,43,,,056843,6,,730542,,,1979
79IN02902,1976430820,76,2,T0820,,43,741,,,,,,,,2,,,,,,,,,6,,02,,43,0212,,056843,*,,730542,19,,1979
79IN02903,1976430824,76,2,T0824,,40,702,,,3,,,,,2,40,,403,,, 9,142,146,,,02,,43,,,952442,1,,837042,,,1979
79IN02904,1976430825,76,2,T0825,,40,702,,,,,,,,2,40,,404,,, 2,147,156,,,02,,43,,,952442,2,,837042,,,1979
79IN02905,1976430826,76,2,T0826,,41,751,,,,,,,,2,40,,414,,, 9,148,156,,,02,,43,,,049943,1,,797342,,,1979
79IN02906,1976430828,76,2,T0828,,48,732,,,,,,,,2,40,,003,,, 2,168,178,,,02,,43,,,072043,3,,848442,,,1979
79IN02907,1976430829,76,2,T0829,,43,732,,,,,,,,2,40,,433,,, 2,124,140,,,02,,43,,,072043,6,,848442,,,1979
79IN02908,1976430835,76,2,T0835,,42,912,,,,,,,,3,40,,892,,, 2,146,150,,,02,,43,,,962442,6,,853342,,,1979
79IN02909,1976430840,76,2,T0840,,41,731,,,,,,,,2,40,,411,,, 2,132,146,,,02,,43,,,040843,3,,993642,,,1979
79IN02910,1976430844,76,2,T0844,,48,751,,,,,,,,1,40,,442,  45,, 2,149,173,,,02,,43,,,049943,3,,432342,,,1979
79IN02911,1976430850,76,2,T0850,,43,730,,,,,,,,2,40,,434,,, 2,105,120,,,02,,43,,,058343,6,,981142,,,1979
79IN02912,1976430854,76,2,T0854,,42,982,,,,,,,,1,40,,902,,, 2,132,136,,,02,,43,,,939642,3,,880242,,,1979
79IN02913,1976430870,76,2,T0870,,48,702,,,,,,,,2,40,,002,,, 2,165,185,,,02,,43,,,952442,3,,511042,,,1979
79IN02914,1976430871,76,2,T0871,,40,702,,,,,,,,2,40,,401,,, 2,140,143,,,02,,43,,,952442,3,,511042,,,1979
79IN02915,1976430876,76,2,T0876,,42,862,,,,,,,,1,40,,912,,, 2,132,144,,,02,,43,,,991442,2,,926442,,,1979
79IN02916,1976430877,76,2,T0877,,40,700,,,,,,,,2,40,,402,,, 2,148,151,,,02,,43,,,000843,1,,778242,,,1979
79IN02917,1976430886,76,2,T0886,,02,882,,,,,,,,2,40,,,,, 2,140,140,,,02,,43,,,932242,2,,839342,,,1979
79IN02918,1976430891,76,2,T0891,,42,812,,,,,,,,2,40,,922,,, 2,132,144,,,02,,43,,,973642,6,,420342,,,1979
79IN02919,1976430914,76,2,T0914,,48,751,,,,,,,,3,40,,461,  49,, 2,128,140,,,02,,43,,,049943,2,,762742,,,1979
79IN02920,1976430916,76,2,T0916,,02,962,,,,,,,,2,,,,,,,142,,7,,02,,43,0912,,923142,1,,779142,97,,1979
79IN02921,1976430917,76,2,T0917,,40,700,,,,,,,,1,40,,403,,, 2,164,194,,,02,,43,,,000843,2,,834642,,,1979
79IN02922,1976430919,76,2,T0919,,42,882,,,,,,,,1,40,,932,,, 2,138,150,,,02,,43,,,932242,3,,962042,,,1979
79IN02923,1976430920,76,2,T0920,,40,702,,,,,,,,1,40,,404,,, 2,125,158,,,02,,43,,,952442,1,,929942,,,1979
79IN02924,1976430925,76,2,T0925,,43,740,,,,,,,,1,40,,435,,, 2,125,163,,,02,,43,,,046943,3,,875542,,,1979
79IN02925,1976430937,76,2,T0937,,48,731,,,,,,,,3,40,,001,,, 2,149,174,,,02,,43,,,040843,3,,779342,,,1979
79IN02926,1976430941,76,2,T0941,,41,740,,,,,,,,2,40,,412,,, 2,152,166,,,02,,43,,,046943,3,,496742,,,1979
79IN02927,1976430944,76,2,T0944,,48,761,,,,,,,,3,40,,462,  50,, 2,148,169,,,02,,43,,,070843,3,,989542,,,1979
79IN02928,1976430956,76,2,T0956,,42,912,,,,,,,,2,40,,942,,, 2,128,139,,,02,,43,,,962442,3,,493742,,,1979
79IN02929,1976430957,76,2,T0957,,42,912,,,,,,,,2,40,,706,,, 2,118,133,,,02,,43,,,962442,6,,493742,,,1979
79IN02930,1976430971,76,2,T0971,,02,700,,,,,,,,2,40,,,,, 2,164,176,,,02,,43,,,000843,1,,976042,,,1979
79IN02931,1976430972,76,2,T0972,,43,740,,,,,,,,2,40,,431,,, 2,123,123,,,02,,43,,,046943,3,,967942,,,1979
79IN02932,1976430976,76,2,T0976,,41,762,,,,,,,,1,40,,413,,, 2,153,162,,,02,,43,,,033543,1,,954742,,,1979
79IN02933,1976430981,76,2,T0981,,48,740,,,,,,,,2,40,,006,,, 2,132,151,,,02,,43,,,046943,3,,671842,,,1979
79IN02934,1976430990,76,2,T0990,,48,750,,,,,,,,3,40,,441,  44,, 3,141,153,,,02,,43,,,055943,3,,345442,,,1979
79IN02935,1976431006,76,2,T1006,,41,751,,,3,,,,,2,,,,,, 2,122,132,,,02,,43,,,049943,3,,784442,,,1979
79IN02936,1976431011,76,2,T1011,,48,762,,,,,,,,2,40,,005,,, 3,140,160,,,02,,43,,,033543,1,,740942,,,1979
79IN02937,1976431014,76,2,T1014,,40,700,,,,,,,,2,40,,402,,, 2,140,151,,,02,,43,,,000843,3,,958342,,,1979
79IN02938,1976431015,76,2,T1015,,40,700,,,,,,,,2,40,,403,,, 3,144,162,,,02,,43,,,000843,3,,958342,,,1979
79IN02939,1976431021,76,2,T1021,,48,751,,,,,,,,3,40,,442,  45,, 2,135,140,,,02,,43,,,049943,1,,717542,,,1979
79IN02940,1976431034,76,2,T1034,,43,732,,,,,,,,2,,,,,,,,,6,,02,,43,0202,,072043,*,,374342,06,,1979
79IN02941,1976431040,76,2,T1040,,41,752,,,,,,,,2,40,,414,,, 2,133,137,,,02,,43,,,071443,3,,963942,,,1979
79IN02942,1976431050,76,2,T1050,,43,742,,,,,,,,2,40,,432,,, 5,116,129,,,02,,43,,,057543,6,,264842,,,1979
79IN02943,1976431054,76,2,T1054,,48,740,,,,,,,,3,40,,004,,, 2,122,138,,,02,,43,,,046943,3,,943242,,,1979
79IN02944,1976431061,76,2,T1061,,48,741,,,,,,,,2,40,,461,  49,, 2,141,154,,,02,,43,,,056843,1,,544542,,,1979
79IN02945,1976431062,76,2,T1062,,40,701,,,,,,,,3,40,,401,,, 2,137,148,,,02,,43,,,928542,3,,413542,,,1979
79IN02946,1976431064,76,2,T1064,,42,972,,,,,,,,1,40,,952,,, 2,109,143,,,02,,43,,,964642,6,,879142,,,1979
79IN02947,1976431069,76,2,T1069,,40,702,,,3,,,,,2,40,,404,,, 2,158,164,,,02,,43,,,952442,2,,900242,,,1979
79IN02948,1976431073,76,2,T1073,,48,762,,,,,,,,2,40,,003,,, 2,129,131,,,02,,43,,,033543,3,,686742,,,1979
79IN02949,1976431074,76,2,T1074,,42,842,,,,,,,,1,40,,802,,, 1,148,177,,,02,,43,,,989042,3,,748542,,,1979
79IN02950,1976431085,76,2,T1085,,02,862,,,,,,,,2,40,,,,, 2,125,134,,,02,,43,,,991442,1,,975642,,,1979
79IN02951,1976431089,76,2,T1089,,43,731,,,,,,,,1,,,433,,, 2,124,146,6,,02,,43,11,,040843,6,,466742,01,,1979
79IN02952,1976431091,76,2,T1091,,48,760,,,,,,,,2,40,,462,  50,, 2,146,162,,,02,,43,,,068343,2,,421642,,,1979
79IN02953,1976431093,76,2,T1093,,41,761,,,,,,,,1,40,,411,,, 5,152,154,,,02,,43,,,070843,3,,959542,,,1979
79IN02954,1976431098,76,2,T1098,,41,750,,,,,,,,1,40,,705,,, 2,144,172,,,02,,43,,,055943,2,,958942,,,1979
79IN02955,1976431101,76,2,T1101,,48,730,,,,,,,,2,40,,002,,, 2,144,132,,,02,,43,,,058343,2,,880542,,,1979
79IN02956,1976431102,76,2,T1102,,48,730,,,,,,,,2,40,,441,  44,, 1,121,124,,,02,,43,,,058343,3,,880542,,,1979
79IN02957,1976431121,76,2,T1121,,41,752,,,,,,,,1,40,,412,,, 2,148,170,,,02,,43,,,071443,2,,893842,,,1979
79IN02958,1976431126,76,2,T1126,,41,742,,,,,,,,2,40,,413,,, 9,128,144,,,02,,43,,,057543,2,,544742,,,1979
79IN02959,1976431127,76,2,T1127,,43,740,,,,,,,,1,40,,434,,, 1,119,150,,,02,,43,,,046943,1,,962242,,,1979
79IN02960,1976431130,76,2,T1130,,41,760,,,,,,,,2,40,,414,,, 2,139,165,,,02,,43,,,068343,1,,525042,,,1979
79IN02961,1976431131,76,2,T1131,,41,760,,,,,,,,3,40,,411,,, 2,134,162,,,02,,43,,,068343,3,,525042,,,1979
79IN02962,1976431133,76,2,T1133,,02,852,,,,,,,,2,40,,,,, 2,127,144,,,02,,43,,,990442,1,,876542,,,1979
79IN02963,1976431137,76,2,T1137,,40,701,,,,,,,,3,40,,401,,, 3,149,155,,,02,,43,,,928542,2,,486242,,,1979
79IN02964,1976431146,76,2,T1146,,02,982,,,,,,,,1,40,,,,, 2,140,150,,,02,,43,,,939642,2,,797842,,,1979
79IN02965,1976431150,76,2,T1150,,42,902,,,,,,,,2,40,,812,,, 2,127,134,,,02,,43,,,944942,1,,889042,,,1979
79IN02966,1976431153,76,2,T1153,,02,742,,,,,,,,2,40,,,,, 2,112,130,,,02,,43,,,057543,1,,819542,,,1979
79IN02967,1976431157,76,2,T1157,,40,701,,,,,,,,2,40,,402,,, 2,133,145,,,02,,43,,,928542,2,,763342,,,1979
79IN02968,1976431163,76,2,T1163,,48,762,,,,,,,,3,40,,001,,, 2,120,135,,,02,,43,,,033543,3,,842342,,,1979
79IN02969,1976431167,76,2,T1167,,42,892,,,,,,,,1,40,,822,,, 2,154,160,,,02,,43,,,945542,2,,783542,,,1979
79IN02970,1976431169,76,2,T1169,,41,700,,,,,,,,3,40,,412,,, 2,167,170,,,02,,43,,,000843,2,,529242,,,1979
79IN02971,1976431173,76,2,T1173,,48,750,,,,,,,,2,40,,442,  45,, 2,130,144,,,02,,43,,,055943,1,,888142,,,1979
79IN02972,1976431180,76,2,T1180,,41,762,,,,,,,,1,40,,413,,, 2,133,149,,,02,,43,,,033543,3,,934442,,,1979
79IN02973,1976431181,76,2,T1181,,43,731,,,,,,,,2,40,,707,,, 2,116,123,,,02,,43,,,040843,6,,898142,,,1979
79IN02974,1976431185,76,2,T1185,,43,732,,,,,,,,1,40,,435,,, 1,125,163,,,02,,43,,,072043,6,,516142,,,1979
79IN02975,1976431186,76,2,T1186,,40,700,,,,,,,,1,,,,,,,125,,7,,02,,43,0912,,000843,2,,872842,97,,1979
79IN02976,1976431189,76,2,T1189,,48,760,,,,,,,,2,,,,,,,148,,6,,02,,43,0630,,068343,3,,956642,04,,1979
79IN02977,1976431192,76,2,T1192,,42,872,,,,,,,,2,40,,832,,, 2,114,118,,,02,,43,,,939842,3,,988542,,,1979
79IN02978,1976431197,76,2,T1197,,42,892,,,,,,,,2,40,,842,,, 1,132,145,,,02,,43,,,945542,3,,435742,,,1979
79IN02979,1976431203,76,2,T1203,,43,732,,,,,,,,2,40,,431,,, 2,140,159,,,02,,43,,,072043,6,,292642,,,1979
79IN02980,1976431209,76,2,T1209,,48,731,,,,,,,,3,40,,006,,, 2,149,183,,,02,,43,,,040843,3,,789642,,,1979
79IN02981,1976431226,76,2,T1226,,40,701,,,,,,,,2,40,,403,,, 2,170,168,,,02,,43,,,928542,1,,891842,,,1979
79IN02982,1976431228,76,2,T1228,,48,732,,,,,,,,3,40,,461,  49,, 2,182,191,,,02,,43,,,072043,2,,426942,,,1979
79IN02983,1976431232,76,2,T1232,,43,741,,,,,,,,2,40,,432,,, 2,130,150,,,02,,43,,,056843,6,,808642,,,1979
79IN02984,1976431234,76,2,T1234,,48,740,,,,,,,,2,40,,005,,, 2,144,155,,,02,,43,,,046943,3,,901742,,,1979
79IN02985,1976431238,76,2,T1238,,41,732,,,,,,,,2,40,,414,,, 2,134,148,,,02,,43,,,072043,2,,292642,,,1979
79IN02986,1976431243,76,2,T1243,,02,741,,,,,,,,3,40,,,,, 2,138,164,,,02,,43,,,056843,2,,613442,,,1979
79IN02987,1976431248,76,2,T1248,,43,742,,,,,,,,2,40,,433,,, 2,107,126,,,02,,43,,,057543,6,,925142,,,1979
79IN02988,1976431253,76,2,T1253,,42,812,,,,,,,,2,40,,852,,, 2,109,120,,,02,,43,,,973642,6,,986542,,,1979
79IN02989,1976431255,76,2,T1255,,02,701,,,,,,,,2,40,,,,, 2,137,135,,,02,,43,,,928542,3,,771742,,,1979
79IN02990,1976431256,76,2,T1256,,40,701,,,,,,,,2,40,,401,,, 9,153,156,,,02,,43,,,928542,2,,771742,,,1979
79IN02991,1976431257,76,2,T1257,,48,761,,,,,,,,2,40,,462,  50,,10,118,151,,,02,,43,,,070843,1,,909542,,,1979
79IN02992,1976431264,76,2,T1264,,40,700,,,,,,,,1,40,,404,,, 3,161,174,,,02,,43,,,000843,3,,947742,,,1979
79IN02993,1976431265,76,2,T1265,,42,962,,,,,,,,1,40,,862,,, 2,132,144,,,02,,43,,,923142,1,,853042,,,1979
79IN02994,1976431267,76,2,T1267,,48,762,,,,,,,,2,40,,004,,, 2,125,152,,,02,,43,,,033543,3,,951242,,,1979
79IN02995,1976431268,76,2,T1268,,48,751,,,,,,,,1,40,,441,  44,, 2,142,159,,,02,,43,,,049943,3,,493142,,,1979
79IN02996,1976431272,76,2,T1272,,41,762,,,,,,,,3,40,,411,,, 3,134,151,,,02,,43,,,033543,2,,657042,,,1979
79IN02997,1976431273,76,2,T1273,,41,761,,,,,,,,2,40,,412,,, 2,146,160,,,02,,43,,,070843,1,,771142,,,1979
79IN02998,1976431275,76,2,T1275,,41,700,,,,,,,,3,40,,413,,, 2,132,152,,,02,,43,,,000843,1,,668342,,,1979
79IN02999,1976431276,76,2,T1276,,48,740,,,,,,,,1,40,,003,,, 7,138,152,,,02,,43,,,046943,8,,982642,,,1979
79IN03000,1976431277,76,2,T1277,,48,762,,,,,,,,2,40,,442,  45,, 2,134,145,,,02,,43,,,033543,3,,725342,,,1979
79IN03001,1976431278,76,2,T1278,,48,762,,,,,,,,2,,,,,,,,,6,,02,,43,0317,,033543,*,,725342,01,,1979
79IN03002,1976431279,76,2,T1279,,41,740,,,,,,,,2,40,,706,,, 2,165,173,,,02,,43,,,046943,3,,764842,,,1979
79IN03003,1976431280,76,2,T1280,,48,740,,,3,,,,,2,,,,,, 1,145,176,3,,02,,43,1001,,046943,2,,764842,93,,1979
79IN03004,1976431285,76,2,T1285,,02,802,,,,,,,,2,40,,,,, 2,120,129,,,02,,43,,,937342,1,,913742,,,1979
79IN03005,1976431291,76,2,T1291,,40,702,,,,,,,,2,40,,402,,, 2,124,156,,,02,,43,,,952442,1,,603442,,,1979
79IN03006,1976431297,76,2,T1297,,48,731,,,3,,,,,1,,,,,, 2,96,106,3,,02,,43,1001,,040843,2,,843042,93,,1979
79IN03007,1976431304,76,2,T1304,,40,701,,,,,,,,1,40,,402,,, 3,165,182,,,02,,43,,,928542,3,,912142,,,1979
79IN03008,1976431309,76,2,T1309,,02,872,,,3,,,,,1,,,,,,12,144,152,,,02,,43,,,939842,1,,472042,,,1979
79IN03009,1976431316,76,2,T1316,,41,741,,,,,,,,2,40,,414,,, 2,131,145,,,02,,43,,,056843,2,,353442,,,1979
79IN03010,1976431323,76,2,T1323,,43,740,,,,,,,,2,40,,434,,, 2,152,172,,,02,,43,,,046943,6,,711042,,,1979
79IN03011,1976431324,76,2,T1324,,48,761,,,,,,,,2,40,,002,,, 2,138,154,,,02,,43,,,070843,1,,516442,,,1979
79IN03012,1976431325,76,2,T1325,,48,761,,,,,,,,2,40,,461,  49,, 2,154,158,,,02,,43,,,070843,3,,516442,,,1979
79IN03013,1976431326,76,2,T1326,,48,702,,,,,,,,2,40,,001,,, 2,147,140,,,02,,43,,,952442,2,,667342,,,1979
79IN03014,1976431330,76,2,T1330,,48,732,,,,,,,,1,40,,462,  50,, 2,149,153,,,02,,43,,,072043,3,,974342,,,1979
79IN03015,1976431331,76,2,T1331,,02,740,,,,,,,,1,40,,,,, 3,130,142,,,02,,43,,,046943,2,,941242,,,1979
79IN03016,1976431332,76,2,T1332,,48,760,,,,,,,,1,40,,705,,, 2,169,173,,,02,,43,,,068343,2,,936942,,,1979
79IN03017,1976431338,76,2,T1338,,41,760,,,,,,,,3,40,,411,,, 2,134,151,,,02,,43,,,068343,3,,729442,,,1979
79IN03018,1976431343,76,2,T1343,,43,740,,,,,,,,2,40,,435,,, 2,134,146,,,02,,43,,,046943,2,,721842,,,1979
79IN03019,1976431349,76,2,T1349,,41,762,,,,,,,,2,40,,412,,, 3,161,162,,,02,,43,,,033543,1,,467542,,,1979
79IN03020,1976431350,76,2,T1350,,41,762,,,,,,,,1,40,,413,,, 2,111,132,,,02,,43,,,033543,1,,972142,,,1979
79IN03021,1976431351,76,2,T1351,,40,700,,,,,,,,1,40,,403,,, 2,164,174,,,02,,43,,,000843,1,,912942,,,1979
79IN03022,1976431359,76,2,T1359,,48,751,,,,,,,,2,40,,006,,, 8,130,142,,,02,,43,,,049943,1,,908842,,,1979
79IN03023,1976431362,76,2,T1362,,42,922,,,,,,,,2,40,,707,,, 2,125,127,,,02,,43,,,940742,2,,447442,,,1979
79IN03024,1976431377,76,2,T1377,,40,700,,,,,,,,2,40,,404,,, 2,161,171,,,02,,43,,,000843,1,,706942,,,1979
79IN03025,1976431392,76,2,T1392,,42,942,,,,,,,,2,40,,872,,, 2,166,170,,,02,,43,,,992942,3,,493842,,,1979
79IN03026,1976431400,76,2,T1400,,40,702,,,,,,,,3,40,,404,,, 2,165,156,,,02,,43,,,952442,3,,559542,,,1979
79IN03027,1976431408,76,2,T1408,,48,750,,,,,,,,3,40,,441,  44,, 2,130,150,,,02,,43,,,055943,3,,939042,,,1979
79IN03028,1976431410,76,2,T1410,,48,752,,,,3,,,,2,,,,,,,142,,5,,02,,43,1015,,071443,K,,826342,95,,1979
79IN03029,1976431411,76,2,T1411,,42,882,,,,,,,,2,40,,882,,, 2,110,127,,,02,,43,,,932242,3,,606542,,,1979
79IN03030,1976431413,76,2,T1413,,48,742,,,,,,,,1,40,,005,,, 2,151,160,,,02,,43,,,057543,3,,951442,,,1979
79IN03031,1976431414,76,2,T1414,,42,832,,,,,,,,1,40,,892,,, 2,111,129,,,02,,43,,,945342,3,,982542,,,1979
79IN03032,1976431416,76,2,T1416,,41,730,,,,,,,,1,40,,414,,, 1,156,178,,,02,,43,,,058343,1,,381842,,,1979
79IN03033,1976431422,76,2,T1422,,41,760,,,,,,,,2,40,,411,,, 2,124,132,,,02,,43,,,068343,3,,700242,,,1979
79IN03034,1976431434,76,2,T1434,,43,732,,,,,,,,1,40,,431,,, 2,122,133,,,02,,43,,,072043,6,,939242,,,1979
79IN03035,1976431436,76,2,T1436,,41,751,,,,,,,,3,,,,,,,137,,6,,02,,43,0801,,049943,3,,477342,08,,1979
79IN03036,1976431437,76,2,T1437,,48,740,,,,,,,,1,40,,706,,, 3,123,143,,,02,,43,,,046943,3,,491242,,,1979
79IN03037,1976431439,76,2,T1439,,41,731,,,,3,,,,2,,,,,,,,,6,,02,,43,0427,,040843,*,,638942,95,,1979
79IN03038,1976431440,76,2,T1440,,42,802,,,,,,,,3,40,,902,,, 2,109,119,,,02,,43,,,937342,3,,969542,,,1979
79IN03039,1976431451,76,2,T1451,,48,730,,,,,,,,1,40,,442,  45,, 2,147,168,,,02,,43,,,058343,3,,884442,,,1979
79IN03040,1976431452,76,2,T1452,,48,761,,,3,,,,,2,40,,004,,, 3,140,153,,,02,,43,,,070843,3,,951142,,,1979
79IN03041,1976431453,76,2,T1453,,48,761,,,3,,,,,2,,,,,,11,126,159,,,02,,43,,,070843,2,,951142,,,1979
79IN03042,1976431454,76,2,T1454,,42,962,,,,,,,,1,40,,912,,, 1,93,112,,,02,,43,,,923142,1,,426342,,,1979
79IN03043,1976431460,76,2,T1460,,40,702,,,,,,,,2,40,,401,,, 2,152,159,,,02,,43,,,952442,3,,707642,,,1979
79IN03044,1976431465,76,2,T1465,,43,740,,,,,,,,2,40,,432,,, 2,139,166,,,02,,43,,,046943,6,,955142,,,1979
79IN03045,1976431469,76,2,T1469,,48,750,,,,,,,,2,,,,,,,,,7,,02,,43,0525,,055943,*,,937742,97,,1979
79IN03046,1976431476,76,2,T1476,,02,742,,,,,,,,2,40,,,,, 2,128,142,,,02,,43,,,057543,1,,344942,,,1979
79IN03047,1976431477,76,2,T1477,,48,760,,,,,,,,2,40,,705,,, 2,137,144,,,02,,43,,,068343,1,,768442,,,1979
79IN03048,1976431479,76,2,T1479,,43,731,,,,,,,,1,40,,433,,, 2,124,156,,,02,,43,,,040843,3,,924742,,,1979
79IN03049,1976431480,76,2,T1480,,43,741,,,,,,,,1,40,,434,,, 2,130,150,,,02,,43,,,056843,6,,860542,,,1979
