UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,GOK,YRREC,AGE
70IN00844,1963115963,63,2,R5963,1,77,325,,,,,,,,8,07,7,,,,,04,138,168,3,23,,,11,0921,112,2,566111,,,562211,,03,,1970,7.0
70IN00845,1963115968,63,2,R5968,1,75,234,,,,,,,,8,07,7,,,,,09,152,148,3,32,,,11,0921,108,2,566911,,,534811,,02,,1970,7.0
70IN00846,1963115970,63,2,R5970,1,32,320,6,,,X,,35,,8,07,1,,32,,,01,114,133,,,,,11,,078,2,565811,,,556211,,01,02,1970,7.0
70IN00847,1964115979,64,2,R5979,1,24,240,7,,,,,31,,7,07,1,,24,107,,02,115,142,,,092,056,11,,151,2,577111,,,567411,,02,02,1970,6.0
70IN00848,1964116010,64,2,R6010,1,24,240,6,,,,,38,,7,07,1,,24,102,,01,105,138,6,,083,043,11,1008,112,2,577111,,,579411,,02,,1970,6.0
70IN00849,1964116024,64,2,R6024,1,24,240,7,,,,,32,,7,07,1,,24,097,,04,115,145,,,081,038,11,,096,2,577111,,,563411,,04,04,1970,6.0
70IN00850,1964116071,64,2,R6071,1,24,240,6,,,,,31,,7,07,1,,24,077,,01,102,140,,,071,034,11,,090,2,577111,,,544511,,02,02,1970,6.0
70IN00851,1964116088,64,2,R6088,1,24,240,7,,,,,28,,7,07,1,,24,085,,02,111,140,,,095,049,11,,118,2,577111,,,533311,,02,02,1970,6.0
70IN00852,1964116100,64,2,R6100,1,24,240,6,,,,,30,,7,07,1,,24,091,,01,107,133,,,087,042,11,,103,2,577111,,,560211,,01,02,1970,6.0
70IN00853,1964116103,64,2,R6103,1,24,240,7,,,,,33,,7,07,1,,24,092,,01,135,174,,,087,041,11,,102,2,577111,,,550111,,01,02,1970,6.0
70IN00854,1964116105,64,2,R6105,1,24,240,6,,,,,29,,7,07,1,,24,106,,01,138,163,,,080,051,11,,141,2,577111,,,477711,,02,05,1970,6.0
70IN00855,1964116110,64,2,R6110,1,32,320,6,,,,,26,,7,07,1,,32,078,,01,100,136,,,066,032,11,,095,2,578511,,,569511,,02,01,1970,6.0
70IN00856,1964116122,64,2,R6122,1,32,320,7,,,,,28,,7,07,1,,32,094,,02,130,155,,,076,044,11,,122,2,578511,,,513511,,02,02,1970,6.0
70IN00857,1964116150,64,2,R6150,1,24,240,7,,,,,31,,7,07,1,,,088,,,,,6,,075,035,11,0327,094,2,577111,,,563511,,02,,1970,6.0
70IN00858,1964116152,64,2,R6152,1,32,320,7,,,,,35,,7,07,1,,,068,,,103,,7,,058,021,11,0913,066,2,578511,,,578611,,02,,1970,6.0
70IN00859,1965116159,65,2,R6159,1,74,234,4,4,,,,,,6,07,7,,740,108,,02,143,166,,32,062,044,11,,128,2,596011,,,574111,,02,02,1970,5.0
70IN00860,1965116167,65,2,R6167,1,73,234,4,1,,X,,,,6,07,7,,730,100,,02,158,180,,32,076,048,11,,134,2,596011,,,556211,,02,02,1970,5.0
70IN00861,1965116171,65,2,R6171,1,78,205,2,4,,,,,,6,07,7,,780,093,,02,113,145,,24,093,037,11,,074,2,596911,,,563411,,01,02,1970,5.0
70IN00862,1965116173,65,2,R6173,1,74,215,4,4,,X,,,,6,07,7,,742,100,,03,148,155,,34,090,048,11,,117,2,591211,,,551411,,02,03,1970,5.0
70IN00863,1965116180,65,2,R6180,1,76,324,2,1,,,,,,6,07,7,,761,092,,02,132,162,,23,072,033,11,,086,2,592711,,,491411,,02,03,1970,5.0
70IN00864,1965116181,65,2,R6181,1,75,324,2,4,,,,,,6,07,7,,751,099,,02,120,148,,23,079,036,11,,085,2,592711,,,491411,,02,02,1970,5.0
70IN00865,1965116185,65,2,R6185,1,24,241,7,,,,,30,,6,07,1,,24,094,,02,110,138,,24,080,042,11,,107,2,575911,,,563511,,02,02,1970,5.0
70IN00866,1965116186,65,2,R6186,1,78,345,2,7,,,,,,6,07,7,,,095,,,,,6,21,070,042,11,0210,111,2,582711,,,563811,,,,1970,5.0
70IN00867,1965116190,65,2,R6190,1,76,275,4,4,,,,,,6,07,7,,760,107,,06,137,165,,19,070,032,11,,080,2,594611,,,583911,,02,02,1970,5.0
70IN00868,1965116196,65,2,R6196,1,77,344,2,1,,X,,,,6,07,7,,772,094,,02,127,138,,21,100,043,11,,085,2,593711,,,576711,,02,02,1970,5.0
70IN00869,1965116197,65,2,R6197,1,75,275,2,7,,,,,,6,07,7,,750,098,,03,143,165,,19,078,042,11,,104,2,594611,,,542411,,04,03,1970,5.0
70IN00870,1965116203,65,2,R6203,1,77,235,2,4,,X,,,,6,07,7,,771,100,,02,140,158,6,32,074,037,11,0515,101,2,597611,,,516711,,02,,1970,5.0
70IN00871,1965116204,65,2,R6204,1,24,241,6,4,,,,27,,6,07,1,,24,091,,01,108,138,,24,091,047,11,,107,2,575911,,,533711,,02,02,1970,5.0
70IN00872,1965116230,65,2,R6230,1,77,214,4,4,,,,,,6,07,7,,,100,,,128,,7,34,079,052,11,0913,141,2,594211,,,580711,,01,,1970,5.0
70IN00873,1966116243,66,2,R6243,1,77,244,2,,,X,,,,5,07,7,3,770,096,14,02,114,142,,19,089,,11,,101,2,603111,,,581711,,01,02,1970,4.0
70IN00874,1966116244,66,2,R6244,1,75,244,2,,,,,,,5,07,7,1,752,090,11,02,126,153,,19,100,,11,,093,2,603111,,,552411,,02,02,1970,4.0
70IN00875,1966116247,66,2,R6247,1,32,321,6,,,,,26,,5,07,1,1,32,077,12,01,94,123,,,087,,11,,073,2,610911,,,524311,,01,01,1970,4.0
70IN00876,1966116253,66,2,R6253,1,78,324,4,,,X,,,,5,07,7,1,782,090,12,01,105,140,,20,085,,11,,102,2,604211,,,475611,,01,01,1970,4.0
70IN00877,1966116259,66,2,R6259,1,24,241,7,,,,,27,,5,07,1,3,24,105,14,02,100,140,,,091,,11,,100,2,603611,,,533511,,02,02,1970,4.0
70IN00878,1966116270,66,2,R6270,1,32,321,7,,,,,24,,5,07,1,1,32,085,11,01,118,158,,,070,,11,,090,2,610911,,,562511,,01,01,1970,4.0
70IN00879,1966116271,66,2,R6271,1,77,324,2,,,,,,,5,07,7,3,772,092,11,01,111,130,,20,085,,11,,100,2,604211,,,586311,,01,01,1970,4.0
70IN00880,1966116273,66,2,R6273,1,32,320,6,,,,,36,,5,07,1,1,32,066,13,02,98,115,,,066,,11,,067,2,604211,,,611011,,01,01,1970,4.0
70IN00881,1966116276,66,2,R6276,1,78,195,2,,,,,,,5,07,7,1,,100,09,09,120,148,3,24,084,,11,0921,104,2,580611,,,601011,,01,,1970,4.0
70IN00882,1966116285,66,2,R6285,1,77,194,2,,,,,,,5,07,7,1,771,094,15,01,103,128,,24,077,,11,,095,2,596511,,,560211,,01,02,1970,4.0
70IN00883,1966116297,66,2,R6297,1,74,244,2,,,X,,,,5,07,7,1,741,103,14,01,133,155,,19,094,,11,,116,2,603111,,,614711,,01,02,1970,4.0
70IN00884,1966116298,66,2,R6298,1,73,245,4,,,X,,,,5,07,7,3,731,100,13,02,118,135,,19,084,,11,,140,2,603611,,,583811,,01,02,1970,4.0
70IN00885,1967116305,67,2,R6305,1,32,321,6,,,,,29,3,4,07,1,1,32,076,10,01,93,119,,32,080,029,11,,072,2,623111,,,549711,,01,01,1970,3.0
70IN00886,1967116314,67,2,R6314,1,24,240,7,,,,,41,1,4,07,1,1,24,098,15,01,100,145,,24,082,047,11,,122,2,621211,,,581411,,01,02,1970,3.0
70IN00887,1967116319,67,2,R6319,1,76,325,1,,,X,,,2,4,07,7,1,762,082,10,01,114,144,,20,079,037,11,,092,2,623111,,,570911,,01,01,1970,3.0
70IN00888,1967116321,67,2,R6321,1,77,205,4,,,X,,,2,4,07,7,3,090,093,10,01,115,133,,32,079,040,11,,100,2,617611,,,578611,,01,02,1970,3.0
70IN00889,1967116334,67,2,R6334,1,24,240,6,,,,,34,3,4,07,1,1,24,092,12,,97,,,24,094,044,11,,099,2,621211,,,610011,,01,01,1970,3.0
70IN00890,1967116337,67,2,R6337,1,75,324,2,,,X,,,2,4,07,7,1,751,093,10,01,103,131,,20,094,049,11,,119,3,620811,,,572711,,01,01,1970,3.0
70IN00891,1967116345,67,2,R6345,1,78,244,3,,,,,,1,4,07,7,1,781,088,15,01,131,155,,19,083,038,11,,087,2,621211,,,520311,,01,03,1970,3.0
70IN00892,1967116346,67,2,R6346,1,76,195,4,,,X,,,2,4,07,7,1,761,100,12,03,111,147,,24,086,040,11,,088,2,621011,,,563411,,02,02,1970,3.0
70IN00893,1967116361,67,2,R6361,1,77,244,1,,,,,,3,4,07,7,1,770,082,15,02,110,128,,19,094,044,11,,097,2,621211,,,552411,,01,02,1970,3.0
70IN00894,1967116363,67,2,R6363,1,76,204,2,,,,,,2,4,07,7,1,091,077,14,02,110,135,,32,082,040,11,,103,2,598111,,,611011,,01,02,1970,3.0
70IN00895,1967116372,67,2,R6372,1,75,195,4,,,X,,,2,4,07,7,1,750,095,14,01,121,145,,24,084,035,11,,080,2,621011,,,601011,,02,02,1970,3.0
70IN00896,1967116373,67,2,R6373,1,74,195,2,,,X,,,2,4,07,7,1,740,102,12,02,105,124,,24,080,039,11,,096,2,621011,,,601011,,02,02,1970,3.0
70IN00897,1968116382,68,2,R6382,1,32,320,7,,,,,30,1,3,07,1,1,,089,14,13,86,101,3,32,090,,11,0921,129,2,623111,,,578611,,01,,1970,2.0
70IN00898,1968116383,68,2,R6383,1,32,320,6,,,,,29,2,3,07,1,1,32,087,12,01,103,115,,32,090,,11,,110,2,623111,,,612211,,01,01,1970,2.0
70IN00899,1968116384,68,2,R6384,1,32,320,7,,,,,29,2,3,07,1,1,32,108,12,01,104,152,,32,086,,11,,130,2,623111,,,612211,,01,01,1970,2.0
70IN00900,1968116386,68,2,R6386,1,32,320,6,,,,,30,1,3,07,1,1,32,077,12,01,113,124,,32,083,,11,,097,2,623111,,,627011,,01,01,1970,2.0
70IN00901,1968116391,68,2,R6391,1,32,320,7,,,,,29,3,3,07,1,1,32,086,11,01,93,118,,32,085,,11,,087,2,623111,,,599411,,01,01,1970,2.0
70IN00902,1968116395,68,2,R6395,1,78,50,4,,,X,,,3,3,07,7,3,780,098,13,01,133,140,,82,093,,11,,114,2,625511,,,592311,,01,02,1970,2.0
70IN00903,1968116398,68,2,R6398,1,77,53,4,,,X,,,1,3,07,7,1,772,098,14,01,105,127,,82,091,,11,,119,2,622811,,,591111,,01,02,1970,2.0
70IN00904,1968116401,68,2,R6401,1,32,320,6,,,,,28,1,3,07,1,1,32,093,11,01,100,128,,32,077,,11,,098,2,623111,,,573611,,01,01,1970,2.0
70IN00905,1968116402,68,1,R6402,1,32,320,,,,,,30,2,3,07,1,5,,082,12,,130,150,3, 2,081,,11,0803,085,2,623111,,197,611011,,,,1970,2.0
70IN00906,1968116403,68,1,R6403,1,32,320,,,,,,30,2,3,07,1,5,,082,14,,122,150,3, 2,086,,11,0803,085,2,623111,,191,611011,,,,1970,2.0
70IN00907,1968116406,68,2,R6406,1,32,320,7,,,,,30,1,3,07,1,1,32,063,13,01,73,107,,32,084,,11,,076,2,623111,,,624711,,01,02,1970,2.0
70IN00908,1969116408,69,1,R6408,1,24,240,,,,,,39,,2,07,1,4,,088,14,,88,118,,,103,,11,,103,3,625511,,192,608811,,,,1970,1.0
70IN00909,1969116411,69,2,R6411,1,24,240,6,,,,,39,,2,07,1,1,24,107,15,,107,138,,,102,,11,,101,2,625511,,,576611,,,02,1970,1.0
70IN00910,1969116414,69,2,R6414,1,32,320,7,,,,,31,,2,07,1,1,32,093,11,,93,120,,,097,,11,,090,2,623111,,,597011,,,01,1970,1.0
70IN00911,1969116417,69,2,R6417,1,24,240,7,,,,,30,,2,07,1,1,24,083,14,,83,102,,,087,,11,,087,2,625511,,,560211,,,01,1970,1.0
70IN00912,1969116419,69,2,R6419,1,24,240,6,,,,,43,,2,07,1,1,24,078,14,,78,92,,,069,,11,,062,2,625511,,,582511,,,01,1970,1.0
70IN00913,1969116420,69,2,R6420,1,32,320,6,,,,,31,,2,07,1,1,32,077,12,,77,114,,,079,,11,,077,2,623111,,,615211,,,01,1970,1.0
70IN00914,1969116421,69,2,R6421,1,32,320,7,,,,,28,,2,07,1,1,32,068,14,,68,103,,,069,,11,,062,2,623111,,,574111,,,01,1970,1.0
70IN00915,1969116422,69,2,R6422,1,32,320,6,,,,,28,,2,07,1,1,32,072,13,,72,107,,,067,,11,,072,2,623111,,,574111,,,01,1970,1.0
70IN00916,1969116425,69,2,R6425,1,24,240,7,,,,,34,,2,07,1,1,24,086,13,,86,113,,,084,,11,,075,2,625511,,,563411,,,01,1970,1.0
70IN00917,1969116427,69,2,R6427,1,24,240,6,,,,,43,,2,07,1,1,24,082,15,,82,108,,,087,,11,,092,2,625511,,,610311,,,02,1970,1.0
70IN00918,1969116431,69,1,R6431,1,24,240,,,,,,33,,2,07,1,6,,093,10,,93,117,,,080,,11,,087,2,625511,,194,563511,,,,1970,1.0
70IN00919,1969116432,69,2,R6432,1,24,240,7,,,,,33,,2,07,1,1,24,062,12,,62,95,,,067,,11,,068,2,625511,,,563511,,,02,1970,1.0
70IN00920,1969116433,69,2,R6433,1,32,320,7,,,,,30,,2,07,1,1,32,091,09,,91,126,,,089,,11,,087,2,623111,,,627011,,,01,1970,1.0
70IN00921,1969116434,69,2,R6434,1,32,320,6,,,,,29,,2,07,1,1,32,110,05,,110,135,,,078,,11,,076,2,623111,,,612211,,,02,1970,1.0
70IN00922,1969116435,69,2,R6435,1,32,320,7,,,,,29,,2,07,1,1,32,083,12,,83,108,,,074,,11,,078,2,623111,,,612211,,,01,1970,1.0
70IN00923,1969116437,69,2,R6437,1,24,240,6,,,,,41,,2,07,1,1,24,073,13,,73,106,,,077,,11,,077,2,625511,,,615011,,,01,1970,1.0
70IN00924,1969116438,69,2,R6438,1,24,240,7,,,,,41,,2,07,1,1,24,082,13,01,82,117,,,082,,11,,093,2,625511,,,607111,,,01,1970,1.0
70IN00925,1969116440,69,2,R6440,1,24,240,6,,,,,37,,2,07,1,1,24,083,11,,83,112,,,093,,11,,077,2,625511,,,579411,,,02,1970,1.0
70IN00926,1969116442,69,2,R6442,1,32,320,,,,,,26,,2,07,1,1,,068,12,,68,,7,,077,,11,0913,062,2,623111,,,506011,,,,1970,1.0
70IN00927,1969116444,69,2,R6444,1,24,240,7,,,,,43,,2,07,1,1,24,085,10,,85,117,,,086,,11,,072,2,625511,,,601011,,,01,1970,1.0
70IN00928,1969116445,69,1,R6445,1,32,320,,,,,,30,,2,07,1,5,,078,11,,78,112,3,,073,,11,1102,089,2,623111,,185,611011,,,,1970,1.0
70IN00929,1969116447,69,2,R6447,1,24,240,6,,,,,39,,2,07,1,1,24,100,12,01,100,144,,,113,,11,,128,5,625511,,,633411,,,02,1970,1.0
70IN00930,1969116448,69,1,R6448,1,24,240,,,,,,39,,2,07,1,,,,,,106,115,,,,,11,,,,625511,,200,633411,,,,1970,1.0
70IN00931,1969116450,69,1,R6450,1,32,320,,,,,,28,,2,07,1,2,,075,12,,75,103,,,078,,11,,078,2,623111,,188,594111,,,,1970,1.0
70IN00932,1969116452,69,1,R6452,1,32,320,,,,,,30,,2,07,1,2,,081,12,,81,115,,,077,,11,,079,2,623111,,190,624711,,,,1970,1.0
70IN00933,1959144924,59,2,X4924,2,46,461,7,,,,,34,,&,07,1,,,077,,01,104,192,3,,080,,14,0921,077,1,373514,,,....14,,02,,1970,11.0
70IN00934,1960145210,60,2,X5210,2,35,350,7,,,,,24,,-,07,1,,35,,,03,148,142,,,,,14,,105,2,458814,,,257414,,03,09,1970,10.0
70IN00935,1960145408,60,2,X5408,2,46,460,6,,,,,18,,-,07,1,,,,,01,123,140,3,,,,14,0921,107,2,157514,,,223814,,01,,1970,10.0
70IN00936,1961145801,61,2,X5801,2,35,350,6,,,,,35,,0,07,1,,35,087,,01,137,158,,,,,14,,080,2,503514,,,443714,,04,01,1970,9.0
70IN00937,1961145992,61,2,X5992,2,46,461,6,,,,,26,,0,07,1,,46,086,,01,116,143,,,,,14,,071,2,391414,,,421414,,02,02,1970,9.0
70IN00938,1962146282,62,2,X6282,2,46,460,7,,,,,34,,9,07,1,,,085,,11,118,152,3,,,,14,0921,068,2,373514,,,370614,,14,,1970,8.0
70IN00939,1962146527,62,2,X6527,2,35,350,6,,,,,38,,9,07,1,,35,077,,,110,,,,,,14,,077,3,530214,,,469714,,01,,1970,8.0
70IN00940,1963146549,63,2,X6549,2,73,195,,,,,,,,8,07,7,,,,,09,160,120,3,46,,,14,0921,119,2,560111,,,599014,,02,,1970,7.0
70IN00941,1963146552,63,2,X6552,2,78,414,,,,,,,,8,07,7,,782,,,01,114,143,,37,,,14,,118,2,593114,,,342414,,02,02,1970,7.0
70IN00942,1963146555,63,2,X6555,2,75,374,,,,,,,,8,07,7,,56,,,02,188,173,2,44,,,14,0926,118,2,583414,,,288814,,02,,1970,7.0
70IN00943,1963146556,63,2,X6556,2,73,374,,,,,,,,8,07,7,,53,,,02,132,140,2,44,,,14,0926,132,2,583414,,,288814,,02,,1970,7.0
70IN00944,1963146559,63,2,X6559,2,78,444,,,,X,,,,8,07,7,,781,,,01,116,160,,37,,,14,,115,3,580814,,,561414,,02,13,1970,7.0
70IN00945,1963146569,63,2,X6569,2,78,235,,,,,,,,8,07,7,,780,,,02,115,138,6,29,,,14,1105,119,2,562811,,,554314,,02,,1970,7.0
70IN00946,1963146587,63,2,X6587,2,78,375,,,,X,,,,8,07,7,,782,,,05,120,145,,41,,,14,,103,2,606814,,,600014,,01,01,1970,7.0
70IN00947,1963146599,63,2,X6599,2,76,535,,,,,,,,8,07,7,,53,,,01,107,122,2,23,,,14,0926,090,2,590514,,,555811,,02,,1970,7.0
70IN00948,1963146601,63,2,X6601,2,74,295,,,,,,,,8,07,7,,,,,,,,6,53,,,14,0317,094,2,586714,,,593714,,01,,1970,7.0
70IN00949,1963146609,63,2,X6609,2,46,460,6,,,X,,28,,8,07,1,,46,,,01,101,128,,,,,14,,128,2,584014,,,451214,,02,02,1970,7.0
70IN00950,1963146622,63,2,X6622,2,74,395,,,,,,,,8,07,7,,,,,,138,,6,45,,,14,0910,132,2,608414,,,380114,,02,,1970,7.0
70IN00951,1963146632,63,2,X6632,2,78,374,,,,,,,,8,07,7,,781,,,06,122,138,,44,,,14,,100,2,583414,,,559914,,01,02,1970,7.0
70IN00952,1963146633,63,2,X6633,2,77,374,,,,,,,,8,07,7,,,,,,,,7,44,,,14,0210,106,2,583414,,,559914,,,,1970,7.0
70IN00953,1963146637,63,2,X6637,2,77,495,,,,,,,,8,07,7,,55,,,02,120,150,2,45,,,14,0926,081,2,600714,,,509014,,02,,1970,7.0
70IN00954,1963146643,63,2,X6643,2,77,204,,,,,,,,8,07,7,,53,,,02,118,137,2,26,,,14,0926,107,2,569911,,,383914,,02,,1970,7.0
70IN00955,1963146653,63,2,X6653,2,73,364,,,,,,,,8,07,7,,55,,,02,120,150,2,39,,,14,0926,121,2,586514,,,406314,,02,,1970,7.0
70IN00956,1963146656,63,2,X6656,2,75,364,,,,,,,,8,07,7,,,,,,,,6,49,,,14,0430,114,2,586514,,,259814,,02,,1970,7.0
70IN00957,1963146658,63,2,X6658,2,78,295,,,,X,,,,8,07,7,,780,,,02,128,153,,23,,,14,,121,2,586714,,,565711,,02,02,1970,7.0
70IN00958,1963146659,63,2,X6659,2,74,365,,,,,,,,8,07,7,,53,,,02,113,134,2,49,,,14,0926,083,2,617414,,,263314,,02,,1970,7.0
70IN00959,1963146667,63,2,X6667,2,78,535,,,,,,,,8,07,7,,,,,11,122,130,3,32,,,14,0921,115,2,590514,,,543711,,02,,1970,7.0
70IN00960,1963146676,63,2,X6676,2,77,415,,,,,,,,8,07,7,,,,,,145,,6,37,,,14,0708,150,3,615314,,,325814,,03,,1970,7.0
70IN00961,1963146681,63,2,X6681,2,75,325,,,,,,,,8,07,7,,,,,01,120,137,3,53,,,14,0921,098,2,566111,,,252814,,04,,1970,7.0
70IN00962,1963146682,63,2,X6682,2,75,414,,,,,,,,8,07,7,,,,,13,130,145,3,44,,,14,0921,126,2,593114,,,461114,,03,,1970,7.0
70IN00963,1963146696,63,2,X6696,2,74,275,,,,,,,,8,07,7,,55,,,02,126,150,2,25,,,14,0926,122,2,567711,,,422214,,02,,1970,7.0
70IN00964,1963146712,63,2,X6712,2,74,355,,,,,,,,8,07,7,,53,,,02,110,138,6,22,,,14,1006,131,4,596714,,,368414,,03,,1970,7.0
70IN00965,1963146717,63,2,X6717,2,73,295,,,,,,,,8,07,7,,54,,,02,123,140,2,32,,,14,0926,126,2,586714,,,524311,,01,,1970,7.0
70IN00966,1963146719,63,2,X6719,2,75,505,,,,X,,,,8,07,7,,752,,,05,118,140,,21,,,14,,085,2,609114,,,436111,,05,02,1970,7.0
70IN00967,1963146720,63,2,X6720,2,76,264,,,,,,,,8,07,7,,56,,,02,155,168,2,40,,,14,0926,103,3,576714,,,478914,,01,,1970,7.0
70IN00968,1963146721,63,2,X6721,2,75,475,,,,,,,,8,07,7,,56,,,02,128,158,2,51,,,14,0926,106,2,525014,,,481114,,04,,1970,7.0
70IN00969,1963146728,63,2,X6728,2,78,365,,,,,,,,8,07,7,,782,,,04,118,147,,39,,,14,,107,2,617414,,,487814,,02,03,1970,7.0
70IN00970,1963146739,63,2,X6739,2,78,254,,,,X,,,,8,07,7,,781,,,01,108,158,,19,,,14,,107,2,643014,,,542411,,02,02,1970,7.0
70IN00971,1963146743,63,2,X6743,2,74,224,,,,,,,,8,07,7,,56,,,02,165,190,2,35,,,14,0926,105,2,613014,,,492714,,01,,1970,7.0
70IN00972,1963146745,63,2,X6745,2,74,215,,,,,,,,8,07,7,,54,,,02,137,148,2,50,,,14,0926,101,2,562911,,,295114,,03,,1970,7.0
70IN00973,1963146751,63,2,X6751,2,76,205,,,,,,,,8,07,7,,54,,,02,133,142,2,26,,,14,0926,102,2,570011,,,567914,,02,,1970,7.0
70IN00974,1963146770,63,2,X6770,2,73,294,,,,,,,,8,07,7,,,,,03,173,188,3,53,,,14,0921,124,2,595314,,,389214,,02,,1970,7.0
70IN00975,1963146776,63,2,X6776,2,74,415,,,,,,,,8,07,7,,54,,,02,130,145,2,44,,,14,0926,108,2,615314,,,425214,,02,,1970,7.0
70IN00976,1963146777,63,2,X6777,2,74,364,,,,,,,,8,07,7,,,,,04,140,164,3,45,,,14,0921,102,2,586514,,,541614,,02,,1970,7.0
70IN00977,1963146781,63,2,X6781,2,75,464,,,,,,,,8,07,7,,53,,,03,111,128,2,25,,,14,0926,095,2,584014,,,561814,,04,,1970,7.0
70IN00978,1963146797,63,2,X6797,2,76,445,,,,,,,,8,07,7,,54,,,02,115,145,2,41,,,14,0926,099,2,602314,,,518314,,02,,1970,7.0
70IN00979,1963146806,63,2,X6806,2,77,264,,,,,,,,8,07,7,,,,,06,124,128,3,20,,,14,0921,089,2,576714,,,570911,,01,,1970,7.0
70IN00980,1963146813,63,2,X6813,2,74,245,,,,,,,,8,07,7,,742,,,02,146,150,,26,,,14,,097,2,564111,,,160614,,02,01,1970,7.0
70IN00981,1963146814,63,2,X6814,2,73,245,,,,,,,,8,07,7,,55,,,03,125,150,2,26,,,14,0926,112,2,564111,,,160614,,03,,1970,7.0
70IN00982,1963146818,63,2,X6818,2,74,535,,,,,,,,8,07,7,,,,,03,137,164,3,29,,,14,0921,089,2,590514,,,369614,,02,,1970,7.0
70IN00983,1963146831,63,2,X6831,2,78,395,,,,,,,,8,07,7,,780,,,02,148,138,,49,,,14,,077,2,608414,,,467714,,01,02,1970,7.0
70IN00984,1963146850,63,2,X6850,2,75,264,,,,,,,,8,07,7,,54,,,01,106,145,2,20,,,14,0926,082,2,576714,,,508511,,02,,1970,7.0
70IN00985,1963146856,63,2,X6856,2,75,365,,,,,,,,8,07,7,,751,,,02,127,144,,45,,,14,,109,2,617414,,,603414,,02,02,1970,7.0
70IN00986,1963146859,63,2,X6859,2,76,365,,,,,,,,8,07,7,,,,,04,125,163,3,39,,,14,0921,108,2,617414,,,404414,,02,,1970,7.0
70IN00987,1963146879,63,2,X6879,2,76,545,,,,,,,,8,07,7,,,,,03,120,145,3,44,,,14,0921,096,2,573714,,,544214,,04,,1970,7.0
70IN00988,1963146886,63,2,X6886,2,75,414,,,,,,,,8,07,7,,56,,,02,127,158,2,54,,,14,0926,112,2,593114,,,306514,,02,,1970,7.0
70IN00989,1963146887,63,2,X6887,2,75,224,,,,,,,,8,07,7,,,,,,121,,7,47,,,14,0913,079,2,613014,,,359014,,03,,1970,7.0
70IN00990,1963146888,63,2,X6888,2,74,224,,,,,,,,8,07,7,,,,,09,127,118,3,47,,,14,0921,080,2,613014,,,359014,,01,,1970,7.0
70IN00991,1963146897,63,2,X6897,2,73,274,,,,,,,,8,07,7,,56,,,02,148,160,2,25,,,14,0926,097,2,567811,,,441114,,02,,1970,7.0
70IN00992,1963146905,63,2,X6905,2,75,534,,,,,,,,8,07,7,,54,,,01,130,140,2,23,,,14,0926,104,2,590414,,,538811,,01,,1970,7.0
70IN00993,1963146919,63,2,X6919,2,76,495,,,,,,,,8,07,7,,53,,,02,122,138,2,39,,,14,0926,103,2,600714,,,385314,,01,,1970,7.0
70IN00994,1963146920,63,2,X6920,2,75,495,,,,,,,,8,07,7,,54,,,02,115,145,2,39,,,14,0926,082,2,600714,,,385314,,01,,1970,7.0
70IN00995,1963146924,63,2,X6924,2,76,495,,,,,,,,8,07,7,,53,,,02,110,130,2,45,,,14,0926,093,2,600714,,,278014,,02,,1970,7.0
70IN00996,1963146931,63,2,X6931,2,74,444,,,,,,,,8,07,7,,,,,04,120,148,3,41,,,14,0921,099,2,580814,,,334514,,03,,1970,7.0
70IN00997,1963146932,63,2,X6932,2,73,444,,,,,,,,8,07,7,,,,,03,123,148,3,41,,,14,0921,079,2,580814,,,334514,,02,,1970,7.0
70IN00998,1963146935,63,2,X6935,2,75,544,,,,,,,,8,07,7,,53,,,02,112,133,2,37,,,14,0926,067,2,589214,,,399214,,02,,1970,7.0
70IN00999,1963146936,63,2,X6936,2,74,544,,,,,,,,8,07,7,,54,,,02,133,147,2,37,,,14,0926,107,2,589214,,,399214,,03,,1970,7.0
70IN01000,1963146938,63,2,X6938,2,77,245,,,,,,,,8,07,7,,54,,,03,117,146,2,40,,,14,0926,104,2,564111,,,307314,,02,,1970,7.0
70IN01001,1963146949,63,2,X6949,2,76,455,,,,,,,,8,07,7,,56,,,02,140,158,2,39,,,14,0926,101,2,594014,,,291814,,02,,1970,7.0
70IN01002,1963146957,63,2,X6957,2,76,245,,,,,,,,8,07,7,,,,,04,133,153,3,40,,,14,0921,124,2,564111,,,491814,,01,,1970,7.0
70IN01003,1963146964,63,2,X6964,2,77,375,,,,,,,,8,07,7,,,,,04,127,152,3,41,,,14,0921,101,2,606814,,,882017,,04,,1970,7.0
70IN01004,1963146967,63,2,X6967,2,76,374,,,,,,,,8,07,7,,,,,04,101,130,3,41,,,14,0921,110,2,583414,,,320514,,02,,1970,7.0
70IN01005,1963146995,63,2,X6995,2,73,545,,,,,,,,8,07,7,,53,,,03,110,136,2,37,,,14,0926,100,2,573714,,,575014,,02,,1970,7.0
70IN01006,1963146999,63,2,X6999,2,74,205,,,,,,,,8,07,7,,,,,11,113,122,3,26,,,14,0921,087,2,570011,,,360114,,05,,1970,7.0
70IN01007,1963147004,63,2,X7004,2,78,454,,,,X,,,,8,07,7,,782,,,02,117,145,,36,,,14,,093,2,591314,,,474614,,02,02,1970,7.0
