UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
69IN01394,1965182175,65,2,C2175,3,70,720,2,5,,,,,,5,07,2,, 38,098,,01,168,168,2,,084,039,18,0927,089,2,113218,,,068918,,01,1969,4.0
69IN01395,1965182182,65,2,C2182,3,70,710,4,4,,,,,,5,07,2,, 90,091,,02,148,168,,,100,050,18,,119,2,048218,,,076318,,05,1969,4.0
69IN01396,1965182185,65,2,C2185,3,72,800,2,1,,,,,,5,07,3,, 90,093,,02,135,160,,,081,039,18,,092,2,161418,,,150718,,02,1969,4.0
69IN01397,1965182187,65,2,C2187,3,72,810,4,4,,,,,,5,07,3,,820,093,,02,132,142,,,074,028,18,,064,2,162418,,,126718,,02,1969,4.0
69IN01398,1965182193,65,2,C2193,3,70,730,4,1,,,,,,5,07,2,,,102,,,157,,3,,077,041,18,0602,102,2,124418,,,140018,,03,1969,4.0
69IN01399,1965182209,65,2,C2209,3,72,870,2,7,,,,,,5,07,3,,840,088,,02,123,145,,,077,038,18,,097,2,165318,,,991317,,01,1969,4.0
69IN01400,1965182211,65,2,C2211,3,70,720,2,8,,,,,,5,07,2,,701,104,,02,140,168,,,083,051,18,,138,2,113218,,,957117,,02,1969,4.0
69IN01401,1965182218,65,2,C2218,3,70,720,4,4,,,,,,5,07,2,,,104,,03,162,180,3,,076,042,18,0120,108,2,113218,,,013818,,02,1969,4.0
69IN01402,1965182238,65,2,C2238,3,70,730,2,1,,,,,,5,07,2,,700,106,,05,173,200,,,093,046,18,,107,2,124418,,,117418,,06,1969,4.0
69IN01403,1965182242,65,2,C2242,3,70,710,2,4,,,,,,5,07,2,,702,103,,02,126,140,,,085,039,18,,091,2,048218,,,061618,,01,1969,4.0
69IN01404,1965182247,65,2,C2247,3,70,730,2,4,,,,,,5,07,2,,700,118,,02,164,200,,,091,043,18,,099,2,124418,,,994917,,01,1969,4.0
69IN01405,1965182258,65,2,C2258,3,72,820,4,4,,,,,,5,07,3,,860,081,,01,137,150,,,061,030,18,,089,2,155818,,,111918,,02,1969,4.0
69IN01406,1965182263,65,2,C2263,3,72,890,4,4,,,,,,5,07,3,,880,085,,02,115,148,,,085,038,18,,091,2,139518,,,112718,,02,1969,4.0
69IN01407,1965182267,65,2,C2267,3,70,720,,7,,,,,,5,07,2,,701,098,,02,140,170,,,078,038,18,,090,2,113218,,,995617,,,1969,4.0
69IN01408,1965182278,65,2,C2278,3,72,930,2,5,,,,,,5,07,3,,900,104,,01,133,158,,,074,042,18,,111,2,163018,,,023218,,01,1969,4.0
69IN01409,1965182284,65,2,C2284,3,70,720,,4,,,,,,5,07,2,,702,093,,02,158,160,,,079,037,18,,089,2,113218,,,141718,,,1969,4.0
69IN01410,1965182286,65,1,C2286,3,70,730,,,,,,,,5,07,2,,217,145,09,,225,247,2,70,099,050,18,0927,124,2,124418,,260,984617,,,1969,4.0
69IN01411,1965182295,65,2,C2295,3,72,930,4,8,,,,,,5,07,3,,920,094,,06,155,168,,,079,029,18,,067,2,163018,,,143118,,03,1969,4.0
69IN01412,1966182306,66,1,C2306,3,70,710,,,,,,,,4,07,,2,,,,,195,235,3,70,,,18,0812,,,139018,,237,185918,,,1969,3.0
69IN01413,1966182309,66,2,C2309,3,70,720,2,,,,,,,4,07,2,1,700,103,09,01,137,164,,,078,,18,,094,2,124418,,,149118,,02,1969,3.0
69IN01414,1966182325,66,2,C2325,3,70,720,4,,,,,,,4,07,2,1,701,112,09,02,142,160,,,105,,18,,126,2,124418,,,998417,,01,1969,3.0
69IN01415,1966182327,66,2,C2327,3,70,710,,,,,,,,4,07,2,1,702,113,09,02,147,160,,,086,,18,,111,2,139018,,,180418,,,1969,3.0
69IN01416,1966182340,66,2,C2340,3,70,720,2,,,,,,,4,07,2,1,700,100,08,02,135,148,,,100,,18,,113,2,124418,,,994917,,01,1969,3.0
69IN01417,1966182344,66,2,C2344,3,72,810,2,,,,,,,4,07,3,1,940,082,11,01,116,138,,,074,,18,,078,2,182718,,,961017,,02,1969,3.0
69IN01418,1966182348,66,2,C2348,3,70,720,2,,,,,,,4,07,2,1,701,114,08,02,150,185,,,090,,18,,117,3,124418,,,112318,,02,1969,3.0
69IN01419,1966182350,66,2,C2350,3,70,730,2,,,,,,,4,07,2,1,702,118,09,01,145,170,,,082,,18,,134,3,113218,,,154118,,02,1969,3.0
69IN01420,1966182354,66,2,C2354,3,70,730,4,,,,,,,4,07,2,1,701,088,09,01,132,150,,,081,,18,,090,2,113218,,,143618,,02,1969,3.0
69IN01421,1966182355,66,2,C2355,3,70,730,4,,,,,,,4,07,2,1,702,097,09,02,125,145,,,081,,18,,096,2,113218,,,143618,,01,1969,3.0
69IN01422,1966182356,66,2,C2356,3,70,720,2,,,,,,,4,07,2,1,,104,08,,118,,7,,069,,18,1112,107,2,124418,,,175018,,02,1969,3.0
69IN01423,1966182357,66,2,C2357,3,72,830,2,,,,,,,4,07,3,1,960,108,09,02,144,158,,,079,,18,,097,2,175218,,,003318,,02,1969,3.0
69IN01424,1966182358,66,2,C2358,3,72,830,4,,,,,,,4,07,3,3,980,108,12,01,142,158,,,073,,18,,108,2,175218,,,003318,,02,1969,3.0
69IN01425,1966182359,66,2,C2359,3,70,710,4,,,,,,,4,07,2,1,700,110,09,01,131,155,,,084,,18,,118,2,139018,,,148318,,01,1969,3.0
69IN01426,1966182363,66,2,C2363,3,72,890,4,,,,,,,4,07,3,1,810,108,10,02,133,143,,,071,,18,,100,2,180318,,,161918,,01,1969,3.0
69IN01427,1966182366,66,2,C2366,3,70,710,2,,,,,,,4,07,2,1,,107,09,,125,,3,,071,,18,0602,121,2,139018,,,930717,,01,1969,3.0
69IN01428,1966182378,66,2,C2378,3,70,730,2,,,,,,,4,07,2,1,701,098,11,02,140,148,,,095,,18,,095,2,113218,,,117418,,01,1969,3.0
69IN01429,1966182380,66,2,C2380,3,70,710,4,,,,,,,4,07,2,1,700,102,11,02,136,150,,,073,,18,,083,2,139018,,,075018,,05,1969,3.0
69IN01430,1966182386,66,2,C2386,3,72,970,2,,,,,,,4,07,3,1,830,098,10,01,116,135,,,085,,18,,103,2,197118,,,116618,,02,1969,3.0
69IN01431,1966182389,66,2,C2389,3,72,940,4,,,,,,,4,07,3,1,850,112,13,02,138,158,,,085,,18,,072,2,180218,,,111918,,02,1969,3.0
69IN01432,1966182391,66,2,C2391,3,70,730,,,,,,,,4,07,2,1,702,087,10,02,138,155,,,090,,18,,090,2,113218,,,149918,,,1969,3.0
69IN01433,1966182399,66,2,C2399,3,72,860,2,,,,,,,4,07,3,3,870,090,13,01,132,150,,,085,,18,,084,2,193918,,,093418,,01,1969,3.0
69IN01434,1966182403,66,2,C2403,3,70,710,2,,,,,,,4,07,2,1,700,098,07,02,125,140,,,084,,18,,111,2,139018,,,978817,,01,1969,3.0
69IN01435,1966182405,66,2,C2405,3,70,730,2,,,,,,,4,07,2,1,,100,08,11,130,126,3,,079,,18,0120,102,2,113218,,,995617,,01,1969,3.0
69IN01436,1966182406,66,2,C2406,3,70,730,4,,,,,,,4,07,2,1,701,092,10,01,127,152,,,078,,18,,091,2,113218,,,995617,,02,1969,3.0
69IN01437,1966182407,66,2,C2407,3,70,730,4,,,,,,,4,07,2,1,702,093,08,01,128,135,,,079,,18,,098,2,113218,,,995617,,01,1969,3.0
69IN01438,1966182419,66,1,C2419,3,70,730,,,,,,,,4,07,2,,216,,,,230,250,2,,,,18,0927,122,2,113218,,251,013718,,,1969,3.0
69IN01439,1966182421,66,2,C2421,3,72,880,4,,,,,,,4,07,3,3,890,083,12,01,123,135,,,085,,18,,082,2,190418,,,161818,,01,1969,3.0
69IN01440,1966182432,66,2,C2432,3,70,710,2,,,,,,,4,07,2,1,700,097,11,02,124,150,,,070,,18,,109,2,139018,,,119918,,01,1969,3.0
69IN01441,1966182450,66,2,C2450,3,72,810,2,,,,,,,4,07,3,1,910,092,13,02,140,110,,,073,,18,,082,2,182718,,,120218,,02,1969,3.0
69IN01442,1966182458,66,1,C2458,3,70,710,,,,,,,,4,07,2,,225,,,,195,210,2,,,,18,0927,126,3,139018,,223,120018,,,1969,3.0
69IN01443,1966182463,66,2,C2463,3,70,730,4,,,,,,,4,07,2,1,702,096,09,02,120,150,,,082,,18,,111,2,113218,,,170718,,02,1969,3.0
69IN01444,1966182465,66,2,C2465,3,72,890,4,,,,,,,4,07,3,3,930,085,15,02,140,143,,,078,,18,,086,2,180318,,,186418,,02,1969,3.0
69IN01445,1966182470,66,1,C2470,3,70,710,,,,,,,,4,07,2,,,,,,215,230,3,,,,18,0812,100,2,139018,,226,958617,, 4,1969,3.0
69IN01446,1966182490,66,2,C2490,3,72,920,2,,,,,,,4,07,3,3,950,103,11,02,130,145,,,083,,18,,098,2,165918,,,165018,,01,1969,3.0
69IN01447,1966182492,66,2,C2492,3,70,710,4,,,,,,,4,07,2,1,702,099,09,02,130,150,,,093,,18,,103,2,139018,,,148818,,04,1969,3.0
69IN01448,1966182493,66,2,C2493,3,70,710,2,,,,,,,4,07,2,1, 38,106,08,01,136,150,2,,082,,18,0927,082,2,139018,,,988817,,01,1969,3.0
69IN01449,1966182495,66,2,C2495,3,72,910,4,,,,,,,4,07,3,1,970,115,13,02,153,172,,,068,,18,,108,2,157818,,,136818,,01,1969,3.0
69IN01450,1966182504,66,2,C2504,3,72,960,2,,,,,,,4,07,3,3,990,090,14,02,127,138,,,094,,18,,098,2,227718,,,191818,,01,1969,3.0
69IN01451,1966182510,66,2,C2510,3,70,730,2,,,,,,,4,07,2,3,702,088,13,01,108,130,,,076,,18,,078,2,113218,,,163418,,01,1969,3.0
69IN01452,1966182532,66,2,C2532,3,70,720,4,,,,,,,4,07,2,1,700,096,10,02,118,152,,,085,,18,,117,2,116518,,,104418,,02,1969,3.0
69IN01453,1966182549,66,2,C2549,3,70,730,2,,,,,,,4,07,2,1, 38,100,12,01,144,153,2,,090,,18,0927,113,3,113218,,,126418,,05,1969,3.0
69IN01454,1966182551,66,2,C2551,3,72,870,4,,,,,,,4,07,3,1,800,080,14,02,102,115,,,077,,18,,083,2,188518,,,989117,,05,1969,3.0
69IN01455,1966182552,66,2,C2552,3,70,720,4,,,,,,,4,07,2,1,701,092,08,02,118,150,,,087,,18,,094,2,116518,,,178418,,02,1969,3.0
69IN01456,1966182559,66,2,C2559,3,72,880,2,,,,,,,4,07,3,3,820,092,12,01,131,146,,,082,,18,,082,2,190418,,,100018,,01,1969,3.0
69IN01457,1966182560,66,2,C2560,3,72,880,4,,,,,,,4,07,3,3,840,095,11,01,140,153,,,075,,18,,085,2,190418,,,100018,,01,1969,3.0
69IN01458,1966182566,66,2,C2566,3,70,710,4,,,,,,,4,07,2,1,,111,10,,144,,7,,082,,18,1112,116,2,139018,,,014518,,02,1969,3.0
69IN01459,1966182572,66,2,C2572,3,72,810,2,,,,,,,4,07,3,1,820,106,09,,153,,,,081,,18,,085,2,182718,,,077318,,01,1969,3.0
69IN01460,1966182573,66,2,C2573,3,72,990,4,,,,,,,4,07,3,1,860,108,11,02,140,158,,,081,,18,,110,2,205818,,,117218,,01,1969,3.0
69IN01461,1966182581,66,1,C2581,3,72,880,,,,,,,,4,07,3,,,,,,215,245,3,,,,18,0812,110,2,190418,,231,011218,,,1969,3.0
69IN01462,1966182583,66,2,C2583,3,72,910,2,,,,,,,4,07,3,1,880,095,13,02,127,145,,,068,,18,,100,2,157818,,,163318,,01,1969,3.0
69IN01463,1966182587,66,2,C2587,3,70,720,2,,,,,,,4,07,2,3,700,106,09,03,150,145,,,083,,18,,096,2,116518,,,145318,,01,1969,3.0
69IN01464,1966182593,66,2,C2593,3,72,800,4,,,,,,,4,07,3,1,900,094,12,02,128,145,,,075,,18,,103,2,188918,,,119018,,01,1969,3.0
69IN01465,1966182601,66,2,C2601,3,70,720,2,,,,,,,4,07,2,1,701,098,10,02,132,162,,,078,,18,,099,2,116518,,,154918,,02,1969,3.0
69IN01466,1966182624,66,2,C2624,3,70,720,4,,,,,,,4,07,2,1,701,082,09,01,108,140,,,089,,18,,113,2,116518,,,943617,,01,1969,3.0
69IN01467,1966182626,66,2,C2626,3,70,710,2,,,,,,,4,07,2,1,700,103,08,02,136,150,,,085,,18,,122,3,139018,,,168618,,05,1969,3.0
69IN01468,1966182634,66,2,C2634,3,72,870,4,,,,,,,4,07,3,1,920,085,13,01,132,158,,,070,,18,,097,2,188518,,,098018,,02,1969,3.0
69IN01469,1967182637,67,2,C2637,3,70,730,3,,,,,,3,3,07,2,1,702,095,10,02,120,148,,70,086,046,18,,111,2,139018,,,157118,,01,1969,2.0
69IN01470,1967182639,67,1,C2639,3,72,870,,,,,,,2,3,07,3,6,224,148,08,,185,210,2,72,095,063,18,0927,152,2,225318,,238,125318,,,1969,2.0
69IN01471,1967182640,67,2,C2640,3,72,870,3,,,,,,2,3,07,3,1,940,086,10,01,108,130,,72,090,046,18,,107,2,225318,,,125318,,02,1969,2.0
69IN01472,1967182647,67,2,C2647,3,70,720,4,,,,,,2,3,07,2,1, 37,089,10,02,118,144,2,70,092,047,18,0927,111,2,116518,,,116318,,01,1969,2.0
69IN01473,1967182652,67,2,C2652,3,70,720,4,,,,,,3,3,07,2,3,701,098,10,01,120,136,,70,091,052,18,,129,3,116518,,,169118,,01,1969,2.0
69IN01474,1967182659,67,1,C2659,3,70,720,,,,,,,1,3,07,2,2,214,143,07,,190,220,2,70,114,072,18,0927,169,3,116518,,241,061618,,,1969,2.0
69IN01475,1967182662,67,1,C2662,3,70,730,,,,,,,1,3,07,2,1,215,165,09,,210,250,2,70,098,062,18,0927,147,2,139018,,248,098818,,,1969,2.0
69IN01476,1967182663,67,1,C2663,3,70,720,,,,,,,1,3,07,2,2,,138,08,,165,193,3,70,097,054,18,0812,126,2,116518,,219,141818,,,1969,2.0
69IN01477,1967182665,67,2,C2665,3,70,720,1,,,,,,2,3,07,2,1,701,113,11,01,145,142,,70,093,052,18,,125,2,116518,,,147418,,01,1969,2.0
69IN01478,1967182668,67,1,C2668,3,72,920,,,,,,,2,3,07,3,4,,125,13,,165,195,3,72,098,052,18,0812,116,2,204318,,211,176818,,,1969,2.0
69IN01479,1967182685,67,2,C2685,3,70,730,1,,,,,,3,3,07,2,1,700,105,10,02,122,145,,70,097,051,18,,121,2,139018,,,106618,,01,1969,2.0
69IN01480,1967182689,67,2,C2689,3,70,720,,,,,,,1,3,07,2,1, 37,112,09,01,131,170,2,70,103,051,18,0927,110,3,116518,,,126418,,,1969,2.0
69IN01481,1967182691,67,2,C2691,3,70,730,3,,,,,,2,3,07,2,1,702,113,09,01,122,158,,70,085,049,18,,125,2,139018,,,156218,,01,1969,2.0
69IN01482,1967182700,67,2,C2700,3,72,880,1,,,,,,2,3,07,3,3,960,088,10,01,123,150,,72,079,044,18,,110,2,223718,,,053718,,01,1969,2.0
69IN01483,1967182701,67,1,C2701,3,72,990,,,,,,,1,3,07,3,7,,115,13,,157,,3,72,094,057,18,0602,133,2,225218,,,198718,,,1969,2.0
69IN01484,1967182708,67,2,C2708,3,70,730,2,,,,,,3,3,07,2,1, 37,108,10,01,135,168,2,70,090,052,18,0927,130,2,139018,,,198518,,01,1969,2.0
69IN01485,1967182710,67,2,C2710,3,72,950,3,,,,,,2,3,07,3,1,980,093,12,02,126,141,,72,097,049,18,,112,2,210018,,,192518,,02,1969,2.0
69IN01486,1967182711,67,2,C2711,3,72,950,1,,,,,,2,3,07,3,1,810,098,12,02,118,145,,72,097,043,18,,102,3,210018,,,192518,,02,1969,2.0
69IN01487,1967182713,67,2,C2713,3,70,730,4,,,,,,1,3,07,2,1, 37,114,08,02,131,155,2,70,092,056,18,0927,140,3,139018,,,195718,,01,1969,2.0
69IN01488,1967182716,67,2,C2716,3,70,720,1,,,,,,2,3,07,2,1,700,094,10,01,118,146,,70,091,044,18,,104,3,116518,,,149918,,02,1969,2.0
69IN01489,1967182718,67,2,C2718,3,72,880,3,,,,,,3,3,07,3,3,,100,09,11,123,138,3,72,083,044,18,0120,107,2,223718,,,161818,,01,1969,2.0
69IN01490,1967182720,67,1,C2720,3,72,970,,,,,,,1,3,07,3,6,,108,11,,170,205,3,72,088,044,18,0812,103,2,221618,,201,055318,,,1969,2.0
69IN01491,1967182728,67,1,C2728,3,70,710,,,,,,,2,3,07,2,2,211,140,10,,180,190,2,70,080,047,18,0927,115,2,113218,,234,170018,,,1969,2.0
69IN01492,1967182732,67,2,C2732,3,72,810,1,,,,,,1,3,07,3,1,830,093,14,01,113,180,,72,070,042,18,,114,2,203918,,,179618,,01,1969,2.0
69IN01493,1967182733,67,2,C2733,3,72,920,3,,,,,,2,3,07,3,1,850,084,12,02,108,128,,72,095,046,18,,103,2,204318,,,148218,,01,1969,2.0
69IN01494,1967182734,67,2,C2734,3,72,920,4,,,,,,2,3,07,3,1,870,093,14,01,101,124,,72,097,046,18,,111,3,204318,,,148218,,01,1969,2.0
69IN01495,1967182737,67,2,C2737,3,70,710,3,,,,,,3,3,07,2,1, 37,108,07,02,138,165,2,70,088,041,18,0927,094,2,113218,,,217118,,01,1969,2.0
69IN01496,1967182744,67,2,C2744,3,70,730,4,,,,,,2,3,07,2,1, 37,105,08,02,120,148,2,70,081,039,18,0927,095,2,139018,,,168618,,02,1969,2.0
69IN01497,1967182749,67,2,C2749,3,70,710,2,,,,,,2,3,07,2,1,,093,11,,111,,7,70,095,044,18,1112,100,2,113218,,,141718,,05,1969,2.0
69IN01498,1967182757,67,1,C2757,3,72,800,,,,,,,2,3,07,3,7,,138,10,,165,210,3,72,086,058,18,0812,146,2,199118,,222,185318,,,1969,2.0
69IN01499,1967182759,67,1,C2759,3,72,810,,,,,,,2,3,07,3,7,,118,13,,163,205,3,72,097,060,18,0812,140,2,203918,,205,002518,,,1969,2.0
69IN01500,1967182760,67,2,C2760,3,72,810,2,,,,,,2,3,07,3,1,890,080,13,02,98,122,,72,092,041,18,,092,2,203918,,,002518,,02,1969,2.0
69IN01501,1967182772,67,1,C2772,3,70,710,,,,,,,2,3,07,2,2,209,144,09,,185,200,2,70,093,050,18,0927,121,3,113218,,242,184518,,,1969,2.0
69IN01502,1967182773,67,2,C2773,3,70,710,1,,,,,,2,3,07,2,1, 37,102,09,02,125,138,2,70,085,040,18,0927,094,2,113218,,,184518,,01,1969,2.0
69IN01503,1967182774,67,1,C2774,3,72,960,,,,,,,2,3,07,3,7,,083,16,,118,,3,72,088,039,18,0602,087,2,214518,,,163318,,,1969,2.0
69IN01504,1967182783,67,1,C2783,3,72,830,,,,,,,2,3,07,3,7,,108,14,,148,,3,72,106,055,18,0602,120,2,207018,,,093418,,,1969,2.0
69IN01505,1967182784,67,1,C2784,3,72,830,,,,,,,2,3,07,3,7,,125,14,,160,190,3,72,111,060,18,0812,132,3,207018,,210,093418,,,1969,2.0
69IN01506,1967182785,67,2,C2785,3,72,850,4,,,,,,2,3,07,3,1,910,093,08,01,120,143,,72,086,036,18,,081,2,213218,,,171918,,01,1969,2.0
69IN01507,1967182794,67,2,C2794,3,70,720,,,,,,,1,3,07,2,1, 37,073,09,02,96,114,2,70,084,029,18,0927,063,2,116518,,,212018,,,1969,2.0
69IN01508,1967182795,67,2,C2795,3,70,730,2,,,,,,2,3,07,2,1, 37,114,09,02,132,160,2,70,090,062,18,0927,163,3,139018,,,994917,,01,1969,2.0
69IN01509,1967182807,67,1,C2807,3,70,710,,,,,,,3,3,07,2,1,208,140,09,,185,210,2,70,089,064,18,0927,161,2,113218,,230,068918,,,1969,2.0
69IN01510,1967182809,67,2,C2809,3,70,710,3,,,,,,3,3,07,2,1,701,102,08,02,118,140,,70,093,056,18,,141,2,113218,,,148318,,02,1969,2.0
69IN01511,1967182812,67,2,C2812,3,72,980,2,,,,,,2,3,07,3,1,930,092,10,02,116,125,,72,079,040,18,,098,2,223118,,,041018,,01,1969,2.0
69IN01512,1967182828,67,1,C2828,3,72,820,,,,,,,1,3,07,3,7,,108,14,,128,,3,72,080,049,18,0602,122,2,205018,,,205318,,,1969,2.0
69IN01513,1967182829,67,2,C2829,3,70,720,4,,,,,,2,3,07,2,1,700,105,08,02,118,155,,70,097,045,18,,103,2,116518,,,014518,,01,1969,2.0
69IN01514,1967182834,67,1,C2834,3,70,720,,,,,,,3,3,07,2,2,223,115,09,,167,210,2,70,094,064,18,0927,165,3,116518,,217,166318,,,1969,2.0
69IN01515,1967182836,67,2,C2836,3,70,720,3,,,,,,2,3,07,2,1,701,097,09,02,120,138,,70,102,044,18,,094,2,116518,,,199318,,01,1969,2.0
69IN01516,1967182837,67,1,C2837,3,72,980,,,,,,,1,3,07,3,5,223,145,07,,185,220,2,72,081,047,18,0927,120,2,223118,,234,187818,,,1969,2.0
69IN01517,1967182847,67,2,C2847,3,72,950,4,,,,,,2,3,07,3,1,950,098,08,01,120,135,,72,096,049,18,,117,4,210018,,,077118,,01,1969,2.0
69IN01518,1967182852,67,1,C2852,3,72,860,,,,,,,1,3,07,3,6,,130,14,,175,,3,72,088,049,18,0602,117,2,219918,,,216818,,,1969,2.0
69IN01519,1967182857,67,2,C2857,3,70,710,2,,,,,,2,3,07,2,1,702,111,10,02,145,170,,70,086,051,18,,130,3,113218,,,061818,,01,1969,2.0
69IN01520,1967182858,67,2,C2858,3,70,710,1,,,,,,2,3,07,2,1,702,098,11,01,123,143,,70,090,047,18,,115,2,113218,,,061818,,01,1969,2.0
69IN01521,1967182864,67,2,C2864,3,70,710,3,,,,,,2,3,07,2,1,701,098,08,02,122,153,,70,100,051,18,,118,2,113218,,,943617,,02,1969,2.0
69IN01522,1967182868,67,2,C2868,3,72,990,1,,,,,,2,3,07,3,1,970,092,09,02,119,132,,72,070,030,18,,076,2,225218,,,186318,,01,1969,2.0
69IN01523,1967182873,67,1,C2873,3,72,940,,,,,,,2,3,07,3,4,,080,14,,135,165,3,72,074,034,18,0812,086,2,228818,,175,193218,,,1969,2.0
69IN01524,1967182878,67,2,C2878,3,70,730,4,,,,,,1,3,07,2,1,,110,09,,130,,3,70,076,042,18,0602,105,2,139018,,,223818,,01,1969,2.0
69IN01525,1967182880,67,2,C2880,3,70,730,1,,,,,,3,3,07,2,1, 37,116,08,01,135,146,2,70,087,044,18,0927,101,2,139018,,,166518,,01,1969,2.0
69IN01526,1967182884,67,2,C2884,3,70,730,4,,,,,,2,3,07,2,1,702,083,13,02,126,140,,70,074,032,18,,078,2,139018,,,099218,,02,1969,2.0
69IN01527,1967182885,67,1,C2885,3,70,720,,,,,,,1,3,07,2,2,212,130,07,,185,215,2,70,102,060,18,0927,146,3,116518,,240,204018,,,1969,2.0
69IN01528,1967182886,67,2,C2886,3,72,960,2,,,,,,1,3,07,3,3,990,088,13,02,118,138,,72,071,041,18,,109,2,214518,,,190118,,02,1969,2.0
69IN01529,1967182887,67,1,C2887,3,72,840,,,,,,,2,3,07,3,7,,108,10,,150,180,3,72,092,037,18,0812,081,2,208318,,204,174618,,,1969,2.0
69IN01530,1967182888,67,1,C2888,3,72,840,,,,,,,2,3,07,3,6,,105,10,,146,,3,72,098,038,18,0602,082,2,208318,,,174618,,,1969,2.0
69IN01531,1967182890,67,2,C2890,3,72,920,3,,,,,,1,3,07,3,1,800,096,09,01,112,128,,72,087,040,18,,091,2,204318,,,203618,,02,1969,2.0
69IN01532,1967182893,67,1,C2893,3,72,900,,,,,,,3,3,07,3,4,,105,09,,150,180,3,72,078,049,18,0812,122,2,203018,,200,154718,,,1969,2.0
69IN01533,1967182895,67,2,C2895,3,70,710,2,,,,,,2,3,07,2,1,701,088,07,02,113,138,,70,093,039,18,,088,2,113218,,,138018,,02,1969,2.0
69IN01534,1967182896,67,2,C2896,3,70,730,2,,,,,,1,3,07,2,1,700,112,10,02,125,148,,70,099,044,18,,095,2,139018,,,226718,,01,1969,2.0
69IN01535,1967182902,67,2,C2902,3,72,980,4,,,,,,2,3,07,3,1,820,096,14,02,133,138,,72,088,042,18,,103,3,223118,,,160718,,01,1969,2.0
69IN01536,1967182903,67,1,C2903,3,72,950,,,,,,,1,3,07,3,6,,125,11,,173,,3,72,093,042,18,0602,097,2,210018,,,128118,,,1969,2.0
69IN01537,1967182904,67,2,C2904,3,70,710,3,,,,,,3,3,07,2,1, 37,108,09,02,128,142,2,70,094,054,18,0927,138,2,113218,,,196018,,02,1969,2.0
69IN01538,1967182906,67,2,C2906,3,70,710,3,,,,,,1,3,07,2,1,702,098,09,02,132,145,,70,088,046,18,,112,2,113218,,,180918,,01,1969,2.0
69IN01539,1967182909,67,2,C2909,3,70,710,4,,,,,,2,3,07,2,1,701,110,10,02,145,162,,70,082,039,18,,095,2,113218,,,988817,,01,1969,2.0
69IN01540,1967182917,67,2,C2917,3,72,840,1,,,,,,2,3,07,3,3,840,094,11,02,132,163,,72,088,038,18,,092,2,208318,,,143018,,02,1969,2.0
69IN01541,1967182921,67,2,C2921,3,70,730,1,,,,,,2,3,07,2,1, 37,090,09,01,117,140,2,70,077,036,18,0927,087,2,139018,,,133718,,02,1969,2.0
69IN01542,1967182922,67,1,C2922,3,72,880,,,,,,,1,3,07,3,6,,120,09,,150,,3,72,086,053,18,0602,130,2,223718,,,213718,,,1969,2.0
69IN01543,1967182924,67,2,C2924,3,72,850,3,,,,,,1,3,07,3,1,860,074,10,02,107,130,,72,089,046,18,,108,2,213218,,,218518,,02,1969,2.0
69IN01544,1967182926,67,2,C2926,3,72,990,4,,,,,,3,3,07,3,1,,093,11,11,122,150,3,72,079,045,18,0120,120,2,225218,,,018418,,01,1969,2.0
69IN01545,1967182928,67,2,C2928,3,70,710,4,,,,,,2,3,07,2,1,702,102,08,01,118,133,,70,099,046,18,,104,2,113218,,,178718,,01,1969,2.0
69IN01546,1967182929,67,2,C2929,3,70,720,1,,,,,,1,3,07,2,1,700,083,10,01,103,128,,70,086,041,18,,095,2,116518,,,199918,,01,1969,2.0
69IN01547,1967182931,67,1,C2931,3,72,890,,,,,,,3,3,07,3,7,,115,14,,158,,3,72,096,045,18,0602,102,2,225918,,,213618,,,1969,2.0
69IN01548,1967182932,67,2,C2932,3,70,710,1,,,,,,1,3,07,2,1, 37,100,09,05,125,145,2,70,084,042,18,0927,104,3,113218,,,197618,,01,1969,2.0
69IN01549,1967182934,67,1,C2934,3,70,710,,,,,,,1,3,07,2,2,213,115,08,,170,195,2,70,097,049,18,0927,113,2,113218,,226,198318,,,1969,2.0
69IN01550,1967182936,67,2,C2936,3,70,720,2,,,,,,2,3,07,2,1,700,098,09,02,105,136,6,70,093,043,18,1208,094,2,116518,,,106218,,01,1969,2.0
69IN01551,1967182940,67,1,C2940,3,72,850,,,,,,,3,3,07,3,6,224,145,11,,205,240,2,72,094,049,18,0927,113,2,213218,,243,193018,,,1969,2.0
69IN01552,1967182946,67,1,C2946,3,70,730,,,,,,,2,3,07,2,2,223,130,07,,195,210,2,70,093,053,18,0927,125,2,139018,,244,140018,,,1969,2.0
69IN01553,1967182948,67,2,C2948,3,72,810,2,,,,,,1,3,07,3,1,880,090,11,02,115,138,,72,082,033,18,,074,2,203918,,,229318,,02,1969,2.0
69IN01554,1967182952,67,1,C2952,3,72,810,,,,,,,1,3,07,3,1,224,120,10,,163,190,2,72,096,044,18,0927,098,2,203918,,215,207218,,,1969,2.0
69IN01555,1967182957,67,1,C2957,3,72,960,,,,,,,1,3,07,3,7,,112,10,,145,,3,72,087,045,18,0602,110,2,214518,,,211518,,,1969,2.0
