UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
69IN00001,1968103051,68,2,U3051,0,,,,,,,,,,2,,,,,,,,117,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00002,1968103052,68,2,U3052,0,,,,,,,,,,2,,,,,,,,162,,6,,,,10,0718,,,,,,,,,1969,1.0
69IN00003,1968103053,68,2,U3053,0,,,,,,,,,,2,,,,,,,,150,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00004,1968103054,68,2,U3054,0,,,,,,,,,,2,,,,,,,,188,,,,,,10,,,,,,,,,,1969,1.0
69IN00005,1968103055,68,2,U3055,0,,,,,,,,,,2,,,,,,,,126,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00006,1968103056,68,2,U3056,0,,,,,,,,,,2,,,,,,,,158,,,,,,10,,,,,,,,,,1969,1.0
69IN00007,1968103058,68,2,U3058,0,,,,,,,,,,2,,,,,,,,126,,6,,,,10,0815,,,,,,,,,1969,1.0
69IN00008,1968103059,68,2,U3059,0,,,,,,,,,,2,,,,,,,,127,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00009,1968103060,68,2,U3060,0,,,,,,,,,,2,,,,,,,,139,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00010,1968103061,68,2,U3061,0,,,,,,,,,,2,,,,,,,,,,6,,,,10,0306,,,,,,,,,1969,1.0
69IN00011,1968103062,68,2,U3062,0,,,,,,,,,,2,,,,,,,,145,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00012,1968103063,68,2,U3063,0,,,,,,,,,,2,,,,,,,,168,,,,,,10,,,,,,,,,,1969,1.0
69IN00013,1968103064,68,2,U3064,0,,,,,,,,,,2,,,,,,,,152,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00014,1968103065,68,2,U3065,0,,,,,,,,,,2,,,,,,,,116,,3,,,,10,1117,,,,,,,,,1969,1.0
69IN00015,1968103066,68,2,U3066,0,,,,,,,,,,2,,,,,,,,202,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00016,1968103067,68,2,U3067,0,,,,,,,,,,2,,,,,,,,145,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00017,1968103068,68,2,U3068,0,,,,,,,,,,2,,,,,,,,148,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00018,1968103069,68,2,U3069,0,,,,,,,,,,2,,,,,,,,118,,3,,,,10,1013,,,,,,,,,1969,1.0
69IN00019,1968103070,68,2,U3070,0,,,,,,,,,,2,,,,,,,,143,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00020,1968103071,68,2,U3071,0,,,,,,,,,,2,,,,,,,,155,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00021,1968103072,68,2,U3072,0,,,,,,,,,,2,,,,,,,,185,,3,,,,10,1013,,,,,,,,,1969,1.0
69IN00022,1968103073,68,2,U3073,0,,,,,,,,,,2,,,,,,,,160,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00023,1968103074,68,2,U3074,0,,,,,,,,,,2,,,,,,,,104,,,,,,10,,,,,,,,,,1969,1.0
69IN00024,1968103075,68,2,U3075,0,,,,,,,,,,2,,,,,,,,178,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00025,1968103076,68,2,U3076,0,,,,,,,,,,2,,,,,,,,178,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00026,1968103077,68,2,U3077,0,,,,,,,,,,2,,,,,,,,132,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00027,1968103081,68,2,U3081,0,,,,,,,,,,2,,,,,,,,155,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00028,1968103082,68,2,U3082,0,,,,,,,,,,2,,,,,,,,115,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00029,1968103083,68,2,U3083,0,,,,,,,,,,2,,,,,,,,185,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00030,1968103084,68,2,U3084,0,,,,,,,,,,2,,,,,,,,123,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00031,1968103085,68,2,U3085,0,,,,,,,,,,2,,,,,,,,143,,,,,,10,,,,,,,,,,1969,1.0
69IN00032,1968103087,68,2,U3087,0,,,,,,,,,,2,,,,,,,,140,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00033,1968103088,68,2,U3088,0,,,,,,,,,,2,,,,,,,,162,,,,,,10,,,,,,,,,,1969,1.0
69IN00034,1968103089,68,2,U3089,0,,,,,,,,,,2,,,,,,,,160,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00035,1968103090,68,2,U3090,0,,,,,,,,,,2,,,,,,,,175,,,,,,10,,,,,,,,,,1969,1.0
69IN00036,1968103091,68,2,U3091,0,,,,,,,,,,2,,,,,,,,138,,,,,,10,,,,,,,,,,1969,1.0
69IN00037,1968103092,68,2,U3092,0,,,,,,,,,,2,,,,,,,,117,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00038,1968103094,68,2,U3094,0,,,,,,,,,,2,,,,,,,,122,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00039,1968103095,68,2,U3095,0,,,,,,,,,,2,,,,,,,,122,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00040,1968103096,68,2,U3096,0,,,,,,,,,,2,,,,,,,,140,,,,,,10,,,,,,,,,,1969,1.0
69IN00041,1968103097,68,2,U3097,0,,,,,,,,,,2,,,,,,,,164,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00042,1968103098,68,2,U3098,0,,,,,,,,,,2,,,,,,,,120,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00043,1968103099,68,2,U3099,0,,,,,,,,,,2,,,,,,,,133,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00044,1968103100,68,2,U3100,0,,,,,,,,,,2,,,,,,,,137,,,,,,10,,,,,,,,,,1969,1.0
69IN00045,1968103101,68,2,U3101,0,,,,,,,,,,2,,,,,,,,148,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00046,1968103102,68,2,U3102,0,,,,,,,,,,2,,,,,,,,119,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00047,1968103103,68,2,U3103,0,,,,,,,,,,2,,,,,,,,133,,6,,,,10,0819,,,,,,,,,1969,1.0
69IN00048,1968103104,68,2,U3104,0,,,,,,,,,,2,,,,,,,,105,,,,,,10,,,,,,,,,,1969,1.0
69IN00049,1968103105,68,2,U3105,0,,,,,,,,,,2,,,,,,,,162,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00050,1968103106,68,2,U3106,0,,,,,,,,,,2,,,,,,,,173,,,,,,10,,,,,,,,,,1969,1.0
69IN00051,1968103107,68,2,U3107,0,,,,,,,,,,2,,,,,,,,148,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00052,1968103108,68,2,U3108,0,,,,,,,,,,2,,,,,,,,145,,,,,,10,,,,,,,,,,1969,1.0
69IN00053,1968103109,68,2,U3109,0,,,,,,,,,,2,,,,,,,,122,,,,,,10,,,,,,,,,,1969,1.0
69IN00054,1968103110,68,2,U3110,0,,,,,,,,,,2,,,,,,,,128,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00055,1968103111,68,2,U3111,0,,,,,,,,,,2,,,,,,,,162,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00056,1968103112,68,2,U3112,0,,,,,,,,,,2,,,,,,,,175,,,,,,10,,,,,,,,,,1969,1.0
69IN00057,1968103113,68,2,U3113,0,,,,,,,,,,2,,,,,,,,96,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00058,1968103114,68,2,U3114,0,,,,,,,,,,2,,,,,,,,144,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00059,1968103115,68,2,U3115,0,,,,,,,,,,2,,,,,,,,170,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00060,1968103116,68,2,U3116,0,,,,,,,,,,2,,,,,,,,106,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00061,1968103118,68,2,U3118,0,,,,,,,,,,2,,,,,,,,134,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00062,1968103119,68,2,U3119,0,,,,,,,,,,2,,,,,,,,168,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00063,1968103120,68,2,U3120,0,,,,,,,,,,2,,,,,,,,154,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00064,1968103121,68,2,U3121,0,,,,,,,,,,2,,,,,,,,100,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00065,1968103122,68,2,U3122,0,,,,,,,,,,2,,,,,,,,159,,,,,,10,,,,,,,,,,1969,1.0
69IN00066,1968103123,68,2,U3123,0,,,,,,,,,,2,,,,,,,,185,,,,,,10,,,,,,,,,,1969,1.0
69IN00067,1968103124,68,2,U3124,0,,,,,,,,,,2,,,,,,,,110,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00068,1968103125,68,2,U3125,0,,,,,,,,,,2,,,,,,,,150,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00069,1968103126,68,2,U3126,0,,,,,,,,,,2,,,,,,,,152,,,,,,10,,,,,,,,,,1969,1.0
69IN00070,1968103127,68,2,U3127,0,,,,,,,,,,2,,,,,,,,175,,,,,,10,,,,,,,,,,1969,1.0
69IN00071,1968103128,68,2,U3128,0,,,,,,,,,,2,,,,,,,,140,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00072,1968103129,68,2,U3129,0,,,,,,,,,,2,,,,,,,,142,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00073,1968103130,68,2,U3130,0,,,,,,,,,,2,,,,,,,,155,,,,,,10,,,,,,,,,,1969,1.0
69IN00074,1968103131,68,2,U3131,0,,,,,,,,,,2,,,,,,,,152,,,,,,10,,,,,,,,,,1969,1.0
69IN00075,1968103132,68,2,U3132,0,,,,,,,,,,2,,,,,,,,174,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00076,1968103133,68,2,U3133,0,,,,,,,,,,2,,,,,,,,140,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00077,1968103134,68,2,U3134,0,,,,,,,,,,2,,,,,,,,179,,6,,,,10,0729,,,,,,,,,1969,1.0
69IN00078,1968103135,68,2,U3135,0,,,,,,,,,,2,,,,,,,,137,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00079,1968103136,68,2,U3136,0,,,,,,,,,,2,,,,,,,,145,,,,,,10,,,,,,,,,,1969,1.0
69IN00080,1968103137,68,2,U3137,0,,,,,,,,,,2,,,,,,,,123,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00081,1968103138,68,2,U3138,0,,,,,,,,,,2,,,,,,,,155,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00082,1968103140,68,2,U3140,0,,,,,,,,,,2,,,,,,,,130,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00083,1968103141,68,2,U3141,0,,,,,,,,,,2,,,,,,,,164,,6,,,,10,0718,,,,,,,,,1969,1.0
69IN00084,1968103142,68,2,U3142,0,,,,,,,,,,2,,,,,,,,170,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00085,1968103144,68,2,U3144,0,,,,,,,,,,2,,,,,,,,166,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00086,1968103145,68,2,U3145,0,,,,,,,,,,2,,,,,,,,148,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00087,1968103146,68,2,U3146,0,,,,,,,,,,2,,,,,,,,168,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00088,1968103147,68,2,U3147,0,,,,,,,,,,2,,,,,,,,185,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00089,1968103148,68,2,U3148,0,,,,,,,,,,2,,,,,,,,135,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00090,1968103150,68,2,U3150,0,,,,,,,,,,2,,,,,,,,122,,,,,,10,,,,,,,,,,1969,1.0
69IN00091,1968103151,68,2,U3151,0,,,,,,,,,,2,,,,,,,,121,,3,,,,10,1117,,,,,,,,,1969,1.0
69IN00092,1968103152,68,2,U3152,0,,,,,,,,,,2,,,,,,,,182,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00093,1968103153,68,2,U3153,0,,,,,,,,,,2,,,,,,,,121,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00094,1968103154,68,2,U3154,0,,,,,,,,,,2,,,,,,,,132,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00095,1968103156,68,2,U3156,0,,,,,,,,,,2,,,,,,,,153,,,,,,10,,,,,,,,,,1969,1.0
69IN00096,1968103157,68,2,U3157,0,,,,,,,,,,2,,,,,,,,158,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00097,1968103158,68,2,U3158,0,,,,,,,,,,2,,,,,,,,147,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00098,1968103159,68,2,U3159,0,,,,,,,,,,2,,,,,,,,123,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00099,1968103160,68,2,U3160,0,,,,,,,,,,2,,,,,,,,102,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00100,1968103161,68,2,U3161,0,,,,,,,,,,2,,,,,,,,187,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00101,1968103162,68,2,U3162,0,,,,,,,,,,2,,,,,,,,136,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00102,1968103164,68,2,U3164,0,,,,,,,,,,2,,,,,,,,128,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00103,1968103165,68,2,U3165,0,,,,,,,,,,2,,,,,,,,143,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00104,1968103166,68,2,U3166,0,,,,,,,,,,2,,,,,,,,130,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00105,1968103172,68,2,U3172,0,,,,,,,,,,2,,,,,,,,126,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00106,1968103173,68,2,U3173,0,,,,,,,,,,2,,,,,,,,115,,,,,,10,,,,,,,,,,1969,1.0
69IN00107,1968103174,68,2,U3174,0,,,,,,,,,,2,,,,,,,,140,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00108,1968103175,68,2,U3175,0,,,,,,,,,,2,,,,,,,,118,,3,,,,10,1117,,,,,,,,,1969,1.0
69IN00109,1968103176,68,2,U3176,0,,,,,,,,,,2,,,,,,,,133,,6,,,,10,0503,,,,,,,,,1969,1.0
69IN00110,1968103177,68,2,U3177,0,,,,,,,,,,2,,,,,,,,138,,3,,,,10,1117,,,,,,,,,1969,1.0
69IN00111,1968103178,68,2,U3178,0,,,,,,,,,,2,,,,,,,,125,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00112,1968103179,68,2,U3179,0,,,,,,,,,,2,,,,,,,,132,,,,,,10,,,,,,,,,,1969,1.0
69IN00113,1968103180,68,2,U3180,0,,,,,,,,,,2,,,,,,,,157,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00114,1968103181,68,2,U3181,0,,,,,,,,,,2,,,,,,,,143,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00115,1968103182,68,2,U3182,0,,,,,,,,,,2,,,,,,,,88,,,,,,10,,,,,,,,,,1969,1.0
69IN00116,1968103183,68,2,U3183,0,,,,,,,,,,2,,,,,,,,98,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00117,1968103185,68,2,U3185,0,,,,,,,,,,2,,,,,,,,148,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00118,1968103186,68,2,U3186,0,,,,,,,,,,2,,,,,,,,172,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00119,1968103187,68,2,U3187,0,,,,,,,,,,2,,,,,,,,126,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00120,1968103188,68,2,U3188,0,,,,,,,,,,2,,,,,,,,150,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00121,1968103189,68,2,U3189,0,,,,,,,,,,2,,,,,,,,115,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00122,1968103190,68,2,U3190,0,,,,,,,,,,2,,,,,,,,125,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00123,1968103191,68,2,U3191,0,,,,,,,,,,2,,,,,,,,168,,,,,,10,,,,,,,,,,1969,1.0
69IN00124,1968103193,68,2,U3193,0,,,,,,,,,,2,,,,,,,,195,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00125,1968103194,68,2,U3194,0,,,,,,,,,,2,,,,,,,,122,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00126,1968103195,68,2,U3195,0,,,,,,,,,,2,,,,,,,,220,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00127,1968103196,68,2,U3196,0,,,,,,,,,,2,,,,,,,,136,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00128,1968103197,68,2,U3197,0,,,,,,,,,,2,,,,,,,,165,,,,,,10,,,,,,,,,,1969,1.0
69IN00129,1968103198,68,2,U3198,0,,,,,,,,,,2,,,,,,,,156,,3,,,,10,1013,,,,,,,,,1969,1.0
69IN00130,1968103199,68,2,U3199,0,,,,,,,,,,2,,,,,,,,140,,,,,,10,,,,,,,,,,1969,1.0
69IN00131,1968103200,68,2,U3200,0,,,,,,,,,,2,,,,,,,,168,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00132,1968103201,68,2,U3201,0,,,,,,,,,,2,,,,,,,,118,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00133,1968103202,68,2,U3202,0,,,,,,,,,,2,,,,,,,,128,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00134,1968103203,68,2,U3203,0,,,,,,,,,,2,,,,,,,,158,,,,,,10,,,,,,,,,,1969,1.0
69IN00135,1968103204,68,2,U3204,0,,,,,,,,,,2,,,,,,,,166,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00136,1968103205,68,2,U3205,0,,,,,,,,,,2,,,,,,,,178,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00137,1968103206,68,2,U3206,0,,,,,,,,,,2,,,,,,,,138,,,,,,10,,,,,,,,,,1969,1.0
69IN00138,1968103207,68,2,U3207,0,,,,,,,,,,2,,,,,,,,118,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00139,1968103208,68,2,U3208,0,,,,,,,,,,2,,,,,,,,120,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00140,1968103209,68,2,U3209,0,,,,,,,,,,2,,,,,,,,138,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00141,1968103210,68,2,U3210,0,,,,,,,,,,2,,,,,,,,137,,,,,,10,,,,,,,,,,1969,1.0
69IN00142,1968103211,68,2,U3211,0,,,,,,,,,,2,,,,,,,,165,,,,,,10,,,,,,,,,,1969,1.0
69IN00143,1968103212,68,2,U3212,0,,,,,,,,,,2,,,,,,,,123,,3,,,,10,1117,,,,,,,,,1969,1.0
69IN00144,1968103213,68,2,U3213,0,,,,,,,,,,2,,,,,,,,131,,,,,,10,,,,,,,,,,1969,1.0
69IN00145,1968103214,68,2,U3214,0,,,,,,,,,,2,,,,,,,,122,,6,,,,10,0726,,,,,,,,,1969,1.0
69IN00146,1968103215,68,2,U3215,0,,,,,,,,,,2,,,,,,,,180,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00147,1968103216,68,2,U3216,0,,,,,,,,,,2,,,,,,,,157,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00148,1968103217,68,2,U3217,0,,,,,,,,,,2,,,,,,,,118,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00149,1968103218,68,2,U3218,0,,,,,,,,,,2,,,,,,,,157,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00150,1968103219,68,2,U3219,0,,,,,,,,,,2,,,,,,,,148,,,,,,10,,,,,,,,,,1969,1.0
69IN00151,1968103221,68,2,U3221,0,,,,,,,,,,2,,,,,,,,133,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00152,1968103222,68,2,U3222,0,,,,,,,,,,2,,,,,,,,182,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00153,1968103223,68,2,U3223,0,,,,,,,,,,2,,,,,,,,170,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00154,1968103224,68,2,U3224,0,,,,,,,,,,2,,,,,,,,118,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00155,1968103225,68,2,U3225,0,,,,,,,,,,2,,,,,,,,155,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00156,1968103226,68,2,U3226,0,,,,,,,,,,2,,,,,,,,205,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00157,1968103227,68,2,U3227,0,,,,,,,,,,2,,,,,,,,135,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00158,1968103228,68,2,U3228,0,,,,,,,,,,2,,,,,,,,134,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00159,1968103230,68,2,U3230,0,,,,,,,,,,2,,,,,,,,176,,,,,,10,,,,,,,,,,1969,1.0
69IN00160,1968103231,68,2,U3231,0,,,,,,,,,,2,,,,,,,,160,,,,,,10,,,,,,,,,,1969,1.0
69IN00161,1968103232,68,2,U3232,0,,,,,,,,,,2,,,,,,,,138,,,,,,10,,,,,,,,,,1969,1.0
69IN00162,1968103233,68,2,U3233,0,,,,,,,,,,2,,,,,,,,143,,,,,,10,,,,,,,,,,1969,1.0
69IN00163,1968103234,68,2,U3234,0,,,,,,,,,,2,,,,,,,,155,,3,,,,10,0804,,,,,,,,,1969,1.0
69IN00164,1968103235,68,2,U3235,0,,,,,,,,,,2,,,,,,,,138,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00165,1968103237,68,2,U3237,0,,,,,,,,,,2,,,,,,,,163,,,,,,10,,,,,,,,,,1969,1.0
69IN00166,1968103238,68,2,U3238,0,,,,,,,,,,2,,,,,,,,130,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00167,1968103239,68,2,U3239,0,,,,,,,,,,2,,,,,,,,170,,,,,,10,,,,,,,,,,1969,1.0
69IN00168,1968103240,68,2,U3240,0,,,,,,,,,,2,,,,,,,,178,,3,,,,10,1020,,,,,,,,,1969,1.0
69IN00169,1968103241,68,2,U3241,0,,,,,,,,,,2,,,,,,,,160,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00170,1968103242,68,2,U3242,0,,,,,,,,,,2,,,,,,,,168,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00171,1968103243,68,2,U3243,0,,,,,,,,,,2,,,,,,,,190,,,,,,10,,,,,,,,,,1969,1.0
69IN00172,1968103244,68,2,U3244,0,,,,,,,,,,2,,,,,,,,89,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00173,1968103245,68,2,U3245,0,,,,,,,,,,2,,,,,,,,,,6,,,,10,0418,,,,,,,,,1969,1.0
69IN00174,1968103246,68,2,U3246,0,,,,,,,,,,2,,,,,,,,137,,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00175,1968103247,68,2,U3247,0,,,,,,,,,,2,,,,,,,,125,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00176,1968103249,68,2,U3249,0,,,,,,,,,,2,,,,,,,,134,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00177,1968103250,68,2,U3250,0,,,,,,,,,,2,,,,,,,,128,,9,,,,10,0730,,,,,,,,,1969,1.0
69IN00178,1968103296,68,2,U3296,0,,,,,,,,,,2,08,,1,,071,08,,71,,7,,078,,10,0815,048,5,,,,,,,1969,1.0
69IN00179,1968103300,68,2,U3300,0,,,,,,,,,,2,02,,1,,072,10,,72,,3,,068,,10,0630,049,2,,,,,,,1969,1.0
69IN00180,1968103304,68,2,U3304,0,,,,,,,,,,2,07,,,,091,,,91,,6,,,,10,0627,050,3,,,,,,,1969,1.0
69IN00181,1968103305,68,2,U3305,0,,,,,,,,,,2,02,,,,092,,,92,,7,,,,10,0815,048,2,,,,,,,1969,1.0
69IN00182,1967102641,67,2,U2641,0,,,,,,,,,,3,07,,,34,,,,101,121,,,,,10,,,,,,,,,,1969,2.0
69IN00183,1967102642,67,2,U2642,0,,,,,,,,,,3,07,,,11,,,,99,130,,,,,10,,,,,,,,,,1969,2.0
69IN00184,1967102649,67,2,U2649,0,,,,,,,,,,3,07,,, 43,,,,77,88,2,,,,10,0927,,,,,,,,,1969,2.0
69IN00185,1967102651,67,2,U2651,0,,,,,,,,,,3,07,,,11,,,,102,,,,,,10,,,,,,,,,,1969,2.0
69IN00186,1967102657,67,2,U2657,0,,,,,,,,,,3,07,,,11,,,,93,120,,,,,10,,,,,,,,,,1969,2.0
69IN00187,1967102663,67,2,U2663,0,,,,,,,,,,3,07,,,11,,,,116,145,,,,,10,,,,,,,,,,1969,2.0
69IN00188,1967102664,67,2,U2664,0,,,,,,,,,,3,07,,,34,,,,105,134,,,,,10,,,,,,,,,,1969,2.0
69IN00189,1967102667,67,2,U2667,0,,,,,,,,,,3,07,,,34,,,,92,118,,,,,10,,,,,,,,,,1969,2.0
69IN00190,1967102673,67,1,U2673,0,,,,,,,,,,3,07,,2,,170,08,,170,185,,,094,,10,,198,5,,,,,,,1969,2.0
69IN00191,1967102674,67,2,U2674,0,,,,,,,,,,3,07,,,12,,,,105,123,,,,,10,,,,,,,,,,1969,2.0
69IN00192,1967102679,67,2,U2679,0,,,,,,,,,,3,07,,,34,,,,110,150,,,,,10,,,,,,,,,,1969,2.0
69IN00193,1968102762,68,2,U2762,0,,,,,,,,,,2,07,,,11,,,,91,146,3,,,,10,0602,,,,,,,,,1969,1.0
69IN00194,1968102763,68,2,U2763,0,,,,,,,,,,2,07,,,12,,,,120,140,,,,,10,,,,,,,,,,1969,1.0
69IN00195,1968102764,68,2,U2764,0,,,,,,,,,,2,07,,,11,,,,106,122,,,,,10,,,,,,,,,,1969,1.0
69IN00196,1968102765,68,2,U2765,0,,,,,,,,,,2,07,,,12,,,,140,164,,,,,10,,,,,,,,,,1969,1.0
69IN00197,1968102768,68,2,U2768,0,,,,,,,,,,2,07,,, 43,,,,110,121,2,,,,10,0927,,,,,,,,,1969,1.0
69IN00198,1968102769,68,2,U2769,0,,,,,,,,,,2,07,,,11,,,,120,136,,,,,10,,,,,,,,,,1969,1.0
69IN00199,1968102771,68,3,U2771,0,,,,,,,,,,2,07,,2,,150,09,,150,185,,,104,,10,,153,4,,,,,,,1969,1.0
69IN00200,1968102775,68,2,U2775,0,,,,,,,,,,2,07,,,12,,,,127,119,,,,,10,,,,,,,,,,1969,1.0
69IN00201,1968102776,68,2,U2776,0,,,,,,,,,,2,07,,,34,,,,107,,,,,,10,,,,,,,,,,1969,1.0
69IN00202,1968102779,68,2,U2779,0,,,,,,,,,,2,07,,,,,,,96,,3,,,,10,0929,,,,,,,,,1969,1.0
69IN00203,1968102783,68,2,U2783,0,,,,,,,,,,2,07,,,12,,,,111,128,,,,,10,,,,,,,,,,1969,1.0
69IN00204,1968102786,68,2,U2786,0,,,,,,,,,,2,07,,, 50,,,,133,169,2,,,,10,0927,,,,,,,,,1969,1.0
69IN00205,1968102791,68,2,U2791,0,,,,,,,,,,2,07,,, 50,,,,120,144,2,,,,10,0927,,,,,,,,,1969,1.0
69IN00206,1968102796,68,2,U2796,0,,,,,,,,,,2,07,,,11,,,,122,142,,,,,10,,,,,,,,,,1969,1.0
69IN00207,1968102797,68,2,U2797,0,,,,,,,,,,2,07,,,,,,,115,,7,,,,10,1112,,,,,,,,,1969,1.0
