UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
72IN01546,1965182004,65,2,C2004,3,72,800,4,,,,,,,8,07,3,, 53,086,, 3,130,142,2,,077,035,18,0921,085,2,161418,1,,053718,,,1972,7.0
72IN01547,1965182036,65,2,C2036,3,72,870,4,,,,,,,8,07,3,, 52,106,, 2,150,163,2,,071,037,18,0921,095,2,165318,1,,154718,,,1972,7.0
72IN01548,1965182040,65,2,C2040,3,70,720,4,,,,,,,8,07,2,,,108,, 9,177,180,3,,079,043,18,1001,111,2,113218,1,,114918,,,1972,7.0
72IN01549,1965182086,65,2,C2086,3,72,840,2,,,,,,,8,07,3,, 53,084,, 3,129,146,2,,068,029,18,0921,074,2,147918,1,,158618,,,1972,7.0
72IN01550,1965182093,65,2,C2093,3,,730,2,,,,,,,8,07,2,,,088,, 4,146,160,,,069,031,18,,082,2,124418,1,,060918,,,1972,7.0
72IN01551,1965182136,65,2,C2136,3,72,970,2,,,,,,,8,07,3,,,101,,,102,,,,084,036,18,,080,2,140218,7,,122918,,,1972,7.0
72IN01552,1965182151,65,2,C2151,3,72,920,4,,,,,,,8,07,3,, 53,090,, 5,134,145,2,,082,051,18,0921,135,2,157718,1,,018418,,,1972,7.0
72IN01553,1965182162,65,2,C2162,3,72,920,2,,,,,,,8,07,3,, 53,103,, 1,136,157,2,,083,039,18,0921,095,2,157718,1,,077318,,,1972,7.0
72IN01554,1965182167,65,2,C2167,3,72,820,,,,,,,,8,07,3,,930,072,, 3,110,148,,,076,025,18,,056,2,155818,1,,161818,,,1972,7.0
72IN01555,1965182171,65,2,C2171,3,70,730,4,,,,,,,8,07,2,,,103,, 3,162,173,3,,080,033,18,0918,077,2,124418,1,,000918,,,1972,7.0
72IN01556,1965182182,65,2,C2182,3,70,710,4,,,,,,,8,07,2,, 52,091,, 4,145,160,2,,100,050,18,0921,119,2,048218,1,,076318,,,1972,7.0
72IN01557,1965182185,65,2,C2185,3,72,800,2,,,,,,,8,07,3,, 52,093,, 2,145,157,2,,081,039,18,0921,092,2,161418,1,,150718,,,1972,7.0
72IN01558,1965182211,65,2,C2211,3,70,720,2,,,,,,,8,07,2,,,104,,,,,6,,083,051,18,0415,138,2,113218,,,957117,,,1972,7.0
72IN01559,1965182263,65,2,C2263,3,72,890,4,,,,,,,8,07,3,, 53,085,, 3,128,150,2,,085,038,18,0921,091,2,139518,1,,112718,,,1972,7.0
72IN01560,1965182267,65,2,C2267,3,70,720,,,,,,,,8,07,2,,,098,,03,170,166,3,,078,038,18,1001,090,2,113218,1,,995617,,,1972,7.0
72IN01561,1965182267,65,2,C2267,3,70,720,,,,,,,,8,07,2,,702,098,, 2,170,180,,,078,038,18,,090,2,113218,1,,995617,,,1972,7.0
72IN01562,1965182278,65,2,C2278,3,72,930,2,,,,,,,8,07,3,,,104,,,144,,,,074,042,18,,111,2,163018,7,,023218,,,1972,7.0
72IN01563,1965182284,65,2,C2284,3,70,720,,,,,,,,8,07,2,, 52,093,, 3,137,157,2,,079,037,18,0921,089,2,113218,1,,141718,,,1972,7.0
72IN01564,1971185391,71,1,C5391,3,70,701,,,,,,,1,2,07,,,,137,07,,137,155,6,70,104,054,18,0901,119,3,364118,,228,292818,,,1972,1.0
72IN01565,1965182295,65,2,C2295,3,72,930,4,,,,,,,8,07,3,, 52,094,, 3,162,150,2,,079,029,18,0921,067,2,163018,1,,143118,,,1972,7.0
72IN01566,1966182340,66,2,C2340,3,70,720,2,,,,,,,7,07,2,1,701,100,08, 3,144,158,,,100,,18,,113,2,124418,1,,994917,,,1972,6.0
72IN01567,1966182344,66,2,C2344,3,72,810,2,,,,,,,7,07,3,1, 50,082,11, 3,132,148,2,,074,,18,0921,078,2,182718,1,,961017,,,1972,6.0
72IN01568,1966182350,66,2,C2350,3,70,730,2,,,,,,,7,07,2,1,,118,09, 3,140,140,3,,082,,18,1001,134,3,113218,8,,154118,,,1972,6.0
72IN01569,1966182354,66,2,C2354,3,70,730,4,,,,,,,7,07,2,1,702,088,09, 2,142,137,,,081,,18,,090,2,113218,3,,143618,,,1972,6.0
72IN01570,1966182355,66,2,C2355,3,70,730,4,,,,,,,7,07,2,1,,097,09,11,142,150,3,,081,,18,1001,096,2,113218,1,,143618,,,1972,6.0
72IN01571,1966182357,66,2,C2357,3,72,830,2,,,,,,,7,07,3,1,,108,09,,,,6,,078,,18,0410, 97,2,175218,,,003318,,,1972,6.0
72IN01572,1966182363,66,2,C2363,3,72,890,4,,,,,,,7,07,3,1,820,108,10, 3,133,144,,,071,,18,,100,2,180318,1,,161918,,,1972,6.0
72IN01573,1966182378,66,2,C2378,3,70,730,2,,,,,,,7,07,2,1,,098,11,03,152,164,3,,095,,18,1001,095,2,113218,1,,117418,,,1972,6.0
72IN01574,1966182378,66,2,C2378,3,70,730,2,,,,,,,7,07,2,1,700,098,11,03,152,155,,,095,,18,,095,2,113218,1,,117418,,,1972,6.0
72IN01575,1966182386,66,2,C2386,3,72,970,2,,,,,,,7,07,3,1,920,098,10, 1,122,130,,,085,,18,,103,2,197118,1,,116618,,,1972,6.0
72IN01576,1966182389,66,2,C2389,3,72,940,4,,,,,,,7,07,3,1,810,112,13, 3,140,157,,,085,,18,,072,2,180218,1,,111918,,,1972,6.0
72IN01577,1966182391,66,2,C2391,3,70,730,,,,,,,,7,07,2,1,702,087,10, 2,143,153,,,090,,18,,090,2,113218,1,,149918,,,1972,6.0
72IN01578,1966182406,66,2,C2406,3,70,730,4,,,,,,,7,07,2,1,700,092,10, 2,125,144,,,078,,18,,091,2,113218,1,,995617,,,1972,6.0
72IN01579,1966182407,66,2,C2407,3,70,730,4,,,,,,,7,07,2,1,702,093,08, 2,134,150,,,079,,18,,098,2,113218,1,,995617,,,1972,6.0
72IN01580,1966182432,66,2,C2432,3,70,710,2,,,,,,,7,07,2,1,,097,11,,147,,,,070,,18,,109,2,139018,1,,119918,,,1972,6.0
72IN01581,1966182450,66,2,C2450,3,72,810,2,,,,,,,7,07,3,1,910,092,13, 2,128,145,,,073,,18,,082,2,182718,8,,120218,,,1972,6.0
72IN01582,1966182463,66,2,C2463,3,70,730,4,,,,,,,7,07,2,1,700,096,09, 3,133,163,,,082,,18,,111,2,113218,1,,170718,,,1972,6.0
72IN01583,1966182490,66,2,C2490,3,72,920,2,,,,,,,7,07,3,3,800,103,11, 3,136,150,,,083,,18,,098,2,165918,1,,165018,,,1972,6.0
72IN01584,1966182492,66,2,C2492,3,70,710,4,,,,,,,7,07,2,1,701,099,09, 5,147,160,,,093,,18,,103,2,139018,1,,148818,,,1972,6.0
72IN01585,1966182495,66,2,C2495,3,72,910,4,,,,,,,7,07,3,1,900,115,13, 3,160,170,,,068,,18,,108,2,157818,1,,136818,,,1972,6.0
72IN01586,1966182504,66,2,C2504,3,72,960,2,,,,,,,7,07,3,3,,090,14,02,145,155,,,094,,18,,098,2,227718,1,,191818,,,1972,6.0
72IN01587,1966182504,66,2,C2504,3,72,960,2,,,,,,,7,07,3,3,860,090,14, 2,145,150,,,094,,18,,098,2,227718,1,,191818,,,1972,6.0
72IN01588,1966182551,66,2,C2551,3,72,870,4,,,,,,,7,07,3,1,960,080,14, 1,113,132,,,077,,18,,083,2,188518,1,,989117,,,1972,6.0
72IN01589,1966182552,66,2,C2552,3,70,720,4,,,,,,,7,07,2,1,701,092,08, 8,125,152,,,087,,18,,094,2,116518,1,,178418,,,1972,6.0
72IN01590,1966182572,66,2,C2572,3,72,810,2,,,,,,,7,07,3,1,870,106,09, 2,186,182,,,081,,18,,085,2,182718,1,,077318,,,1972,6.0
72IN01591,1966182573,66,2,C2573,3,72,990,4,,,,,,,7,07,3,1,,108,11,03,155,158,,,081,,18,,110,2,205818,1,,117218,,,1972,6.0
72IN01592,1966182573,66,2,C2573,3,72,990,4,,,,,,,7,07,3,1,970,108,11, 3,155,137,,,081,,18,,110,2,205818,1,,117218,,,1972,6.0
72IN01593,1966182593,66,2,C2593,3,72,800,4,,,,,,,7,07,3,1,880,094,12, 1,124,135,,,075,,18,,103,2,188918,1,,119018,,,1972,6.0
72IN01594,1966182601,66,2,C2601,3,70,720,2,,,,,,,7,07,2,1,,098,10,03,152,165,,,078,,18,,099,2,116518,1,,154918,,,1972,6.0
72IN01595,1966182601,66,2,C2601,3,70,720,2,,,,,,,7,07,2,1,701,098,10, 4,152,173,,,078,,18,,099,2,116518,1,,154918,,,1972,6.0
72IN01596,1966182626,66,2,C2626,3,70,710,2,,,,,,,7,07,2,1,,103,08, 5,150,163,3,,085,,18,1001,122,3,139018,1,,168618,,,1972,6.0
72IN01597,1966182634,66,2,C2634,3,,870,4,,,,,,,7,07,3,1,,085,13, 3,142,155,,,070,,18,,097,2,188518,1,,098018,,,1972,6.0
72IN01598,1967182665,67,2,C2665,3,70,720,1,,,,,,2,6,07,2,1,700,113,11, 2,165,158,,70,093,052,18,,125,2,116518,1,,147418,,,1972,5.0
72IN01599,1967182685,67,2,C2685,3,70,730,1,,,,,,3,6,07,2,1,,105,10,,128,,,70,097,051,18,,121,2,139018,1,,106618,,,1972,5.0
72IN01600,1967182691,67,2,C2691,3,70,730,3,,,,,,2,6,07,2,1,701,113,09, 3,155,163,,70,085,049,18,,125,2,139018,1,,156218,,,1972,5.0
72IN01601,1967182700,67,2,C2700,3,72,880,1,,,,,,2,6,07,3,3,980,088,10, 3,136,155,,72,079,044,18,,110,2,223718,1,,053718,,,1972,5.0
72IN01602,1967182716,67,2,C2716,3,70,720,1,,,,,,2,6,07,2,1,702,094,10, 4,141,160,,70,091,044,18,,104,3,116518,1,,149918,,,1972,5.0
72IN01603,1967182732,67,2,C2732,3,72,810,1,,,,,,1,6,07,3,1,890,093,14, 2,125,145,,72,070,042,18,,114,2,203918,1,,179618,,,1972,5.0
72IN01604,1967182733,67,2,C2733,3,72,920,3,,,,,,2,6,07,3,1,990,084,12, 3,116,142,,72,095,046,18,,103,2,204318,1,,148218,,,1972,5.0
72IN01605,1967182785,67,2,C2785,3,72,850,4,,,,,,2,6,07,3,1,850,093,08, 5,140,160,,72,086,036,18,,081,2,213218,1,,171918,,,1972,5.0
72IN01606,1967182809,67,2,C2809,3,70,710,3,,,,,,3,6,07,2,1,700,102,08, 3,129,153,,70,093,056,18,,141,2,113218,1,,148318,,,1972,5.0
72IN01607,1967182812,67,2,C2812,3,72,980,2,,,,,,2,6,07,3,1,950,092,10, 3,136,138,,72,079,040,18,,098,2,223118,1,,041018,,,1972,5.0
72IN01608,1967182836,67,2,C2836,3,70,720,3,,,,,,2,6,07,2,1,701,097,09, 3,122,147,,70,102,044,18,,094,2,116518,1,,199318,,,1972,5.0
72IN01609,1967182847,67,2,C2847,3,72,950,4,,,,,,2,6,07,3,1, 50,098,08, 3,140,153,2,72,096,049,18,0921,117,4,210018,1,,077118,,,1972,5.0
72IN01610,1967182858,67,2,C2858,3,70,710,1,,,,,,2,6,07,2,1,700,098,11, 3,155,170,,70,090,047,18,,115,2,113218,1,,061818,,,1972,5.0
72IN01611,1967182864,67,2,C2864,3,70,710,3,,,,,,2,6,07,2,1,702,098,08, 2,130,158,,70,100,051,18,,118,2,113218,1,,943617,,,1972,5.0
72IN01612,1967182868,67,2,C2868,3,72,990,1,,,,,,2,6,07,3,1,840,092,09, 2,128,140,,72,070,030,18,,076,2,225218,1,,186318,,,1972,5.0
72IN01613,1967182884,67,2,C2884,3,70,730,4,,,,,,2,6,07,2,1,702,083,13, 3,150,162,,70,074,032,18,,078,2,139018,1,,099218,,,1972,5.0
72IN01614,1967182886,67,2,C2886,3,72,960,2,,,,,,1,6,07,3,3,940,088,13, 3,135,147,,72,071,041,18,,109,2,214518,1,,190118,,,1972,5.0
72IN01615,1967182890,67,2,C2890,3,72,920,3,,,,,,1,6,07,3,1,,096,09,10,132,140,3,72,087,040,18,1001,091,2,204318,1,,203618,,,1972,5.0
72IN01616,1967182895,67,2,C2895,3,70,710,2,,,,,,2,6,07,2,1,700,088,07, 3,144,160,,70,093,039,18,,088,2,113218,1,,138018,,,1972,5.0
72IN01617,1967182896,67,2,C2896,3,70,730,2,,,,,,1,6,07,2,1,701,112,10, 2,147,158,,70,099,044,18,,095,2,139018,1,,226718,,,1972,5.0
72IN01618,1967182902,67,2,C2902,3,72,980,4,,,,,,2,6,07,3,1,,096,14, 3,163,140,3,72,088,042,18,0918,103,3,223118,3,,160718,,,1972,5.0
72IN01619,1967182906,67,2,C2906,3,70,710,3,,,,,,1,6,07,2,1,702,098,09, 5,158,177,,70,088,046,18,,112,2,113218,1,,180918,,,1972,5.0
72IN01620,1967182917,67,2,C2917,3,72,840,1,,,,,,2,6,07,3,3,830,094,11, 4,150,165,,72,088,038,18,,092,2,208318,1,,143018,,,1972,5.0
72IN01621,1967182924,67,2,C2924,3,72,850,3,,,,,,1,6,07,3,1,,074,10,,,,6,72,089,046,18,0315,108,2,213218,,,218518,,,1972,5.0
72IN01622,1967182928,67,2,C2928,3,70,710,4,,,,,,2,6,07,2,1,700,102,08, 2,140,152,,70,099,046,18,,104,2,113218,2,,178718,,,1972,5.0
72IN01623,1967182929,67,2,C2929,3,70,720,1,,,,,,1,6,07,2,1,701,083,10, 3,123,138,,70,086,041,18,,095,2,116518,1,,199918,,,1972,5.0
72IN01624,1967182959,67,2,C2959,3,72,930,1,,,,,,2,6,07,3,1,930,091,09, 2,134,147,,72,088,039,18,,087,2,206318,1,,091218,,,1972,5.0
72IN01625,1967182960,67,2,C2960,3,70,710,2,,,,,,3,6,07,2,1,702,087,09, 2,125,134,,70,087,043,18,,106,2,113218,1,,168018,,,1972,5.0
72IN01626,1967182967,67,2,C2967,3,70,720,3,,,,,,2,6,07,2,1,,091,08,12,125,130,3,70,090,041,18,0918,101,3,116518,1,,159818,,,1972,5.0
72IN01627,1967182982,67,2,C2982,3,72,910,3,,,,,,2,6,07,3,1,820,084,10, 2,118,142,,72,076,037,18,,093,2,202618,1,,986717,,,1972,5.0
72IN01628,1967182984,67,2,C2984,3,70,720,4,,,,,,2,6,07,2,1,701,108,09, 3,150,170,,70,093,050,18,,120,2,116518,1,,228418,,,1972,5.0
72IN01629,1967182986,67,2,C2986,3,72,900,1,,,,,,1,6,07,3,1,920,093,11, 4,153,166,,72,100,045,18,,100,2,203018,1,,229518,,,1972,5.0
72IN01630,1967182991,67,2,C2991,3,72,910,4,,,,,,3,6,07,3,1,810,064,14, 2,102,123,,72,086,032,18,,070,2,202618,1,,227818,,,1972,5.0
72IN01631,1968183017,68,2,C3017,3,70,730,2,,,,,,2,5,07,2,1,700,094,09, 2,118,138,,70,095,,18,,102,2,197518,1,,168018,,,1972,4.0
72IN01632,1968183023,68,2,C3023,3,70,710,4,,,,,,1,5,07,2,1,,102,09, 3,158,175,3,70,098,,18,0918,123,3,113218,1,,199418,,,1972,4.0
72IN01633,1968183037,68,2,C3037,3,70,720,2,,,,,,3,5,07,2,1,702,113,09, 2,158,172,,70,099,,18,,118,2,177718,1,,169118,,,1972,4.0
72IN01634,1968183039,68,2,C3039,3,72,890,2,,,,,,1,5,07,3,3,910,088,10, 2,107,132,,72,076,,18,,107,2,248618,1,,198718,,,1972,4.0
72IN01635,1968183040,68,2,C3040,3,70,730,4,,,,,,1,5,07,2,1,,123,09,10,175,178,3,70,085,,18,1001,124,2,197518,3,,154918,,,1972,4.0
72IN01636,1968183040,68,2,C3040,3,70,730,4,,,,,,1,5,07,2,1,701,123,09, 2,175,160,,70,085,,18,,124,2,197518,3,,154918,,,1972,4.0
72IN01637,1968183054,68,2,C3054,3,72,920,4,,,,,,2,5,07,3,1,800,079,11, 1,126,130,,72,093,,18,,078,2,240118,1,,205318,,,1972,4.0
72IN01638,1968183065,68,2,C3065,3,72,910,2,,,,,,2,5,07,3,3,900,088,10, 3,142,142,,72,083,,18,,089,2,233418,1,,203618,,,1972,4.0
72IN01639,1968183078,68,2,C3078,3,70,730,4,,,,,,2,5,07,2,1,700,107,09, 2,114,118,3,70,092,,18,1030,143,2,197518,1,,182118,,,1972,4.0
72IN01640,1968183081,68,2,C3081,3,72,860,4,,,,,,1,5,07,3,1,860,110,10, 3,150,162,,72,097,,18,,112,2,258118,1,,191818,,,1972,4.0
72IN01641,1968183086,68,2,C3086,3,72,810,2,,,,,,2,5,07,3,1,960,084,13, 2,102,120,,72,073,,18,,072,2,246018,1,,186318,,,1972,4.0
72IN01642,1968183093,68,2,C3093,3,70,730,2,,,,,,2,5,07,2,1,700,095,09, 2,143,158,,70,075,,18,,088,2,197518,1,,230918,,,1972,4.0
72IN01643,1968183097,68,2,C3097,3,72,850,4,,,,,,1,5,07,3,3,870,100,10, 2,138,154,,72,093,,18,,131,2,259118,1,,190118,,,1972,4.0
72IN01644,1968183103,68,2,C3103,3,70,720,2,,,,,,1,5,07,2,1,702,117,09, 4,175,176,,70,088,,18,,107,2,177718,1,,180418,,,1972,4.0
72IN01645,1968183110,68,2,C3110,3,72,880,2,,,,,,2,5,07,3,3,,111,12,12,146,165,3,72,066,,18,1001,093,2,236118,1,,193018,,,1972,4.0
72IN01646,1968183111,68,2,C3111,3,70,730,4,,,,,,2,5,07,2,1,701,108,09, 1,146,168,,70,083,,18,,105,2,197518,1,,228418,,,1972,4.0
72IN01647,1968183114,68,2,C3114,3,70,720,2,,,,,,2,5,07,2,1,,110,08, 3,156,163,3,70,098,,18,1001,105,2,177718,1,,198118,,,1972,4.0
72IN01648,1968183116,68,2,C3116,3,70,710,4,,,,,,1,5,07,2,1,702,106,08, 2,155,160,,70,090,,18,,114,2,113218,1,,249218,,,1972,4.0
72IN01649,1968183118,68,2,C3118,3,72,870,4,,,,,,2,5,07,3,1,970,080,12, 1,103,123,,72,086,,18,,080,2,259018,1,,192518,,,1972,4.0
72IN01650,1968183120,68,2,C3120,3,70,730,2,,,,,,1,5,07,2,1,700,114,08, 2,132,152,,70,073,,18,,114,2,197518,1,,209318,,,1972,4.0
72IN01651,1968183124,68,2,C3124,3,70,730,4,,,,,,1,5,07,2,1,701,116,05, 3,162,172,,70,081,,18,,101,2,197518,1,,194618,,,1972,4.0
72IN01652,1968183139,68,2,C3139,3,70,730,2,,,,,,1,5,07,2,1,,108,09, 2,150,165,3,70,089,,18,1001,120,2,197518,1,,237818,,,1972,4.0
72IN01653,1968183140,68,2,C3140,3,72,860,2,,,,,,3,5,07,3,1,880,098,13, 3,127,143,,72,089,,18,,089,2,258118,1,,111918,,,1972,4.0
72IN01654,1968183145,68,2,C3145,3,70,710,4,,,,,,1,5,07,2,1,702,090,05, 3,121,138,,70,097,,18,,092,2,113218,1,,255218,,,1972,4.0
72IN01655,1968183158,68,2,C3158,3,70,720,2,,,,,,2,5,07,2,1,,090,08,,127,,,70,089,,18,,112,2,177718,1,,138218,,,1972,4.0
72IN01656,1968183161,68,2,C3161,3,72,870,2,,,,,,1,5,07,3,1,980,096,08, 3,145,148,,72,069,,18,,098,2,259018,1,,011218,,,1972,4.0
72IN01657,1968183175,68,2,C3175,3,72,860,4,,,,,,3,5,07,3,1,890,118,10, 2,150,175,,72,093,,18,,121,2,258118,1,,160718,,,1972,4.0
72IN01658,1968183197,68,2,C3197,3,72,960,4,,,,,,1,5,07,3,1,990,100,08, 3,138,148,,72,101,,18,,105,2,263018,1,,211518,,,1972,4.0
72IN01659,1968183198,68,2,C3198,3,72,860,2,,,,,,2,5,07,3,1,,088,15,,134,,6,72,082,,18,0806,095,2,258118,1,,222918,,,1972,4.0
72IN01660,1968183207,68,2,C3207,3,72,830,4,,,,,,2,5,07,3,1,,098,10,,,,6,72,097,,18,0502,115,2,259818,,,238918,,,1972,4.0
72IN01661,1968183208,68,2,C3208,3,72,830,2,,,,,,2,5,07,3,1,850,103,09, 5,132,155,,72,089,,18,,083,2,259818,1,,238918,,,1972,4.0
72IN01662,1968183218,68,2,C3218,3,70,710,4,,,,,,2,5,07,2,1,,101,09,,135,,3,70,088,,18,1030,118,2,113218,1,,033418,,,1972,4.0
72IN01663,1968183231,68,2,C3231,3,70,730,2,,,,,,2,5,07,2,1,700,106,05, 2,162,177,,70,093,,18,,116,2,197518,1,,161718,,,1972,4.0
72IN01664,1968183235,68,2,C3235,3,72,890,2,,,,,,1,5,07,3,3,,093,11,,132,,6,72,076,,18,0603,109,2,248618,1,,163318,,,1972,4.0
72IN01665,1968183248,68,2,C3248,3,72,920,4,,,,,,2,5,07,3,1,950,097,12, 2,133,148,,72,091,,18,,100,2,240118,1,,172218,,,1972,4.0
72IN01666,1968183270,68,2,C3270,3,72,950,4,,,,,,3,5,07,3,3,840,088,12, 3,142,142,,72,080,,18,,081,2,246418,1,,208618,,,1972,4.0
72IN01667,1968183286,68,2,C3286,3,72,890,2,,,,,,1,5,07,3,3,940,074,13, 1,108,138,,72,081,,18,,062,2,248618,8,,246518,,,1972,4.0
72IN01668,1968183290,68,2,C3290,3,72,880,4,,,,,,2,5,07,3,1,830,088,12, 2,140,148,,72,074,,18,,067,2,236118,1,,225818,,,1972,4.0
72IN01669,1968183302,68,2,C3302,3,,,2,,,,,,3,5,07,,1,,111,08,,,,3,70,090,,18,0221,095,2,177718,,,014518,,,1972,4.0
72IN01670,1968183304,68,2,C3304,3,70,730,2,,,,,,3,5,07,2,3,701,111,09, 2,142,155,,70,094,,18,,080,2,197518,1,,141518,,,1972,4.0
72IN01671,1969183312,69,2,C3312,3,70,710,,,,,,,,4,07,2,1,700,102,09, 3,144,155,,,096,,18,,116,2,241918,1,,265218,,,1972,3.0
72IN01672,1969183316,69,2,C3316,3,76,40,,,,,,,,4,07,6,1,760,108,07, 3,128,148,,,090,,18,,089,2,200618,1,,910714,,,1972,3.0
72IN01673,1969183317,69,2,C3317,3,75,40,,,,,,,,4,07,6,1,752,103,08, 2,155,163,,,097,,18,,123,3,200618,1,,624411,,,1972,3.0
72IN01674,1969183320,69,2,C3320,3,78,44,,,,,,,,4,07,6,1,,108,12,,149,,7,,103,,18,0915,170,4,230618,1,,826314,,,1972,3.0
72IN01675,1969183323,69,2,C3323,3,70,730,,,,,,,,4,07,2,1,,092,04,,126,,6,,084,,18,0814,072,2,228618,1,,174318,,,1972,3.0
72IN01676,1969183327,69,2,C3327,3,76,45,,,,,, U,,4,07,6,1,761,105,09, 2,126,135,7,,089,,18,1101,124,2,266218,3,,896014,,,1972,3.0
72IN01677,1969183333,69,2,C3333,3,76,41,,,,,,,,4,07,6,1,762,077,08, 2,123,143,,,086,,18,,115,3,113218,1,,841014,,,1972,3.0
72IN01678,1969183335,69,2,C3335,3,70,730,,,,,,,,4,07,2,1,701,095,08, 2,116,116,,,073,,18,,075,2,228618,1,,274418,,,1972,3.0
72IN01679,1969183337,69,2,C3337,3,78,40,,,,,,,,4,07,6,1,13,112,07, 3,141,158,,,098,,18,,113,4,200618,1,,866114,,,1972,3.0
72IN01680,1969183339,69,2,C3339,3,74,49,,,,,,,,4,07,6,1,,080,09,13,118,92,3,,086,,18,0918,069,2,133218,1,,863214,,,1972,3.0
72IN01681,1969183345,69,2,C3345,3,76,43,,,,,,,,4,07,6,3,762,080,08, 2,123,136,,,089,,18,,082,2,139018,1,,845014,,,1972,3.0
72IN01682,1969183348,69,2,C3348,3,70,720,,,,,,,,4,07,2,1,700,102,06, 3,133,168,,,086,,18,,120,2,197518,1,,198218,,,1972,3.0
72IN01683,1969183356,69,2,C3356,3,72,870,,,,,,,,4,07,3,1,930,086,13, 2,117,142,,,097,,18,,109,3,270118,1,,289018,,,1972,3.0
72IN01684,1969183363,69,2,C3363,3,72,850,,,,,,,,4,07,3,3,820,092,07, 3,137,148,,,084,,18,,100,2,283718,1,,085418,,,1972,3.0
72IN01685,1969183369,69,2,C3369,3,74,42,,,,,,,,4,07,6,1,742,096,11, 3,139,160,,,087,,18,,095,2,277218,1,,848214,,,1972,3.0
72IN01686,1969183370,69,2,C3370,3,74,42,,,,,,,,4,07,6,1,741,102,12, 1,135,155,,,088,,18,,104,2,277218,1,,848214,,,1972,3.0
72IN01687,1969183373,69,2,C3373,3,70,720,,,,,,,,4,07,2,1,701,103,10, 3,136,162,,,092,,18,,125,2,197518,1,,185918,,,1972,3.0
72IN01688,1969183377,69,2,C3377,3,75,42,,,,,,,,4,07,6,1,750,110,08, 2,153,175,6,,092,,18,1030,105,2,277218,1,,868314,,,1972,3.0
72IN01689,1969183378,69,2,C3378,3,78,45,,,,,,,,4,07,6,1,14,103,07, 3,118,148,,,078,,18,,094,2,266218,1,,673914,,,1972,3.0
72IN01690,1969183380,69,2,C3380,3,74,44,,,,,,,,4,07,6,3,,088,12,,127,,6,,096,,18,0914,101,4,230618,1,,827414,,,1972,3.0
72IN01691,1969183383,69,2,C3383,3,76,40,,,,,,,,4,07,6,1, 49,093,08, 3,198,162,2,,091,,18,0921,091,2,200618,3,,687914,,,1972,3.0
72IN01692,1969183384,69,2,C3384,3,76,40,,,,,,,,4,07,6,1,760,084,10, 1,125,147,,,089,,18,,082,2,200618,8,,687914,,,1972,3.0
72IN01693,1969183389,69,2,C3389,3,75,43,,,,,,,,4,07,6,1,751,082,08, 2,117,132,,,081,,18,,074,2,139018,1,,845414,,,1972,3.0
72IN01694,1969183397,69,2,C3397,3,77,,,,,,,,,4,07,6,,08,,, 2,126,148,,,,,18,,,,,1,,,,,1972,3.0
72IN01695,1969183399,69,2,C3399,3,77,42,,,,,,,,4,07,6,1,09,091,08, 3,132,150,,,082,,18,,073,2,277218,1,,820814,,,1972,3.0
72IN01696,1969183401,69,2,C3401,3,77,43,,,,,,,,4,07,6,3,,088,08,12,128,135,3,,076,,18,1001,081,2,139018,1,,828414,,,1972,3.0
72IN01697,1969183403,69,2,C3403,3,73,43,,,,,,,,4,07,6,1,732,074,07, 3,105,113,,,083,,18,,080,2,139018,3,,834214,,,1972,3.0
72IN01698,1969183411,69,2,C3411,3,77,41,,,,,,,,4,07,6,1,01,093,08, 1,120,152,,,074,,18,,099,2,113218,8,,680614,,,1972,3.0
72IN01699,1969183417,69,2,C3417,3,78,43,,,,,,,,4,07,6,1,16,090,10, 2,141,138,,,088,,18,,094,2,139018,1,,666714,,,1972,3.0
72IN01700,1969183419,69,2,C3419,3,78,42,,,,,,,,4,07,6,1,15,091,13, 3,128,148,,,089,,18,,099,2,277218,1,,868414,,,1972,3.0
72IN01701,1969183420,69,2,C3420,3,77,42,,,,,,,,4,07,6,1,02,094,08, 3,142,155,,,099,,18,,087,2,277218,1,,708014,,,1972,3.0
72IN01702,1969183421,69,2,C3421,3,77,42,,,,,,,,4,07,6,1,,101,05,12,122,138,3,,071,,18,1001,110,2,277218,1,,708014,,,1972,3.0
72IN01703,1969183422,69,2,C3422,3,73,41,,,,,,,,4,07,6,1,,086,15,,,,6,,085,,18,0426,103,2,113218,,,815014,,,1972,3.0
72IN01704,1969183424,69,2,C3424,3,76,42,,,,,,,,4,07,6,1,761,099,11, 1,128,155,,,081,,18,,105,2,277218,1,,821214,,,1972,3.0
72IN01705,1969183426,69,2,C3426,3,78,48,,,,,,,,4,07,6,1,06,120,09, 2,162,138,,,093,,18,,118,2,294618,1,,625311,,,1972,3.0
72IN01706,1969183428,69,2,C3428,3,74,42,,,,,,,,4,07,6,1,740,078,09, 3,118,133,,,074,,18,,081,2,277218,1,,870714,,,1972,3.0
72IN01707,1969183430,69,2,C3430,3,78,45,,,,,,,,4,07,6,1,08,106,08, 2,143,165,,,095,,18,,103,2,266218,1,,700414,,,1972,3.0
