UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
72IN00031,1969340018,69,2,40018,4,,15,,,,,, 1,4,4,02,,,15,,,05,133,153,,,,,34,,,,,,,,,03,1972,3.0
72IN00032,1970370018,70,2,70018,7,,31,,,,,, 1,3,3,30,,,19,,,01,122,137,,,,,37,,,,,,,,, 1,1972,2.0
72IN00033,1969390018,69,2,90018,9,,09,,,,,, 1,4,4,51,,,10,,,02,98,115,,,,,39,,,,,,,,,02,1972,3.0
72IN00034,1969380019,69,2,80019,8,,23,,,,,, 1,4,4,08,,,23,,,02,177,178,,,,,38,,,,,,,,,02,1972,3.0
72IN00035,1970370021,70,2,70021,7,,,,,,,,,,3,30,,,,,,01,101,120,3,,,,37,1001,,,,,,,,11,1972,2.0
72IN00036,1969380021,69,2,80021,8,,23,,,,,, 1,4,4,08,,,21,,,02,132,148,,,,,38,,,,,,,,,02,1972,3.0
72IN00037,1969390021,69,2,90021,9,,09,,,,,, 1,4,4,51,,,10,,,01,96,106,,,,,39,,,,,,,,,02,1972,3.0
72IN00038,1969380022,69,2,80022,8,,11,,,,,, 1,4,4,08,,,22,,,01,106,122,,,,,38,,,,,,,,,01,1972,3.0
72IN00039,1969310024,69,2,10024,1,,11,,,,,, 1,4,4,07,,,13,,,01,137,174,,,,,31,,,,,,,,,01,1972,3.0
72IN00040,1969340026,69,2,40026,4,,15,,,,,, 1,4,4,02,,,33,,,02,167,185,,,,,34,,,,,,,,,03,1972,3.0
72IN00041,1969390026,69,2,90026,9,,09,,,,,, 1,4,4,51,,,10,,,02,98,118,,,,,39,,,,,,,,,02,1972,3.0
72IN00042,1969340027,69,2,40027,4,,15,,,,,, 1,4,4,02,,,15,,,02,170,,,,,,34,,,,,,,,,,1972,3.0
72IN00043,1970370028,70,2,70028,7,,11,,,,,, 2,3,3,30,,,20,,,01,108,100,,,,,37,,,,,,,,,02,1972,2.0
72IN00044,1969310029,69,2,10029,1,,11,,,,,, 1,4,4,07,,,31,,,02,111,127,,,,,31,,,,,,,,,02,1972,3.0
72IN00045,1969340031,69,2,40031,4,,15,,,,,, 1,4,4,02,,,17,,,02,116,127,,,,,34,,,,,,,,,02,1972,3.0
72IN00046,1969380031,69,2,80031,8,,23,,,,,, 1,4,4,08,,,23,,,02,137,165,,,,,38,,,,,,,,,02,1972,3.0
72IN00047,1969310034,69,2,10034,1,,11,,,,,,,,4,07,,,,,,13,148,160,3,,,,31,1001,,,,,,,,,1972,3.0
72IN00048,1969310034,69,2,10034,1,,11,,,,,, 1,4,4,07,,,11,,,05,148,168,,,,,31,,,,,,,,,03,1972,3.0
72IN00049,1969310037,69,1,10037,1,,,,,,,,,,4,07,,,,167,09,,220,210,3,,,,31,0724,131,5,,,,,,,1972,3.0
72IN00050,1969310039,69,2,10039,1,,,,,,,,,,4,07,,,,,,01,105,,,,,,31,,,,,,,,,,1972,3.0
72IN00051,1969340040,69,2,40040,4,,,,,,,,,,4,02,,, 40,,,02,160,185,2,,,,34,0921,,,,,,,,02,1972,3.0
72IN00052,1970390041,70,2,90041,9,,09,,,,,, 1,3,3,51,,,08,,,01,100,125,,,,,39,,,,,,,,,02,1972,2.0
72IN00053,1969310042,69,2,10042,1,,11,,,,,, 1,4,4,07,,,30,,,01,135,155,,,,,31,,,,,,,,,02,1972,3.0
72IN00054,1969340043,69,2,40043,4,,15,,,,,, 1,4,4,02,,,15,,,02,146,170,,,,,34,,,,,,,,,02,1972,3.0
72IN00055,1969380043,69,2,80043,8,,22,,,,,, 1,4,4,08,,,22,,,02,120,133,,,,,38,,,,,,,,,02,1972,3.0
72IN00056,1970390043,70,2,90043,9,,09,,,,,, 1,3,3,51,,,09,,,02,114,145,,,,,39,,,,,,,,,02,1972,2.0
72IN00057,1970390044,70,2,90044,9,,09,,,,,, 1,3,3,51,,,08,,,01,102,105,,,,,39,,,,,,,,,02,1972,2.0
72IN00058,1969380045,69,2,80045,8,,23,,,,,, 1,4,4,08,,,23,,,02,118,133,,,,,38,,,,,,,,,02,1972,3.0
72IN00059,1969310046,69,2,10046,1,,11,,,,,, 1,4,4,07,,,12,,,01,120,138,,,,,31,,,,,,,,,02,1972,3.0
72IN00060,1970390046,70,2,90046,9,,09,,,,,, 1,3,3,51,,,09,,,01,122,138,,,,,39,,,,,,,,,02,1972,2.0
72IN00061,1969380047,69,2,80047,8,,23,,,,,, 1,4,4,08,,,23,,,05,143,155,,,,,38,,,,,,,,,02,1972,3.0
72IN00062,1970390047,70,2,90047,9,,09,,,,,,,,3,51,,,,,,12,128,135,3,,,,39,1001,,,,,,,,,1972,2.0
72IN00063,1970390047,70,2,90047,9,,09,,,,,, 1,3,3,51,,,39,,,01,128,148,,,,,39,,,,,,,,,03,1972,2.0
72IN00064,1969380048,69,2,80048,8,,23,,,,,, 1,4,4,08,,,37,,,02,132,164,,,,,38,,,,,,,,,03,1972,3.0
72IN00065,1969310049,69,2,10049,1,,11,,,,,, 1,4,4,07,,,13,,,01,133,158,,,,,31,,,,,,,,,02,1972,3.0
72IN00066,1969340049,69,2,40049,4,,,,,,,,,,4,02,,, 40,,,02,147,148,2,,,,34,0921,,,,,,,,02,1972,3.0
72IN00067,1969380049,69,2,80049,8,,23,,,,,, 1,4,4,08,,,23,,,,138,148,,,,,38,,,,,,,,,02,1972,3.0
72IN00068,1969380051,69,2,80051,8,,23,,,,,, 1,4,4,08,,,23,,,01,133,145,,,,,38,,,,,,,,,02,1972,3.0
72IN00069,1970390052,70,2,90052,9,,,,,,,,,,3,51,,, 61,,,01,120,120,2,,,,39,0921,,,,,,,,05,1972,2.0
72IN00070,1970390053,70,2,90053,9,,,,,,,,,,3,51,,,,,,01,,,6,,,,39,0323,,,,,,,,,1972,2.0
72IN00071,1969380054,69,2,80054,8,,23,,,,,, 1,4,4,08,,,23,,,05,125,145,,,,,38,,,,,,,,,02,1972,3.0
72IN00072,1970390055,70,2,90055,9,,09,,,,,, 1,3,3,51,,,08,,,01,116,128,,,,,39,,,,,,,,,02,1972,2.0
72IN00073,1969310056,69,2,10056,1,,,,,,,,,,4,07,,, 55,,,01,140,153,2,,,,31,0921,,,,,,,,02,1972,3.0
72IN00074,1970390056,70,2,90056,9,,,,,,,,,,3,51,,,,,,01,,,6,,,,39,0412,,,,,,,,,1972,2.0
72IN00075,1970390057,70,2,90057,9,,09,,,,,, 1,3,3,51,,,09,,,01,112,132,,,,,39,,,,,,,,,02,1972,2.0
72IN00076,1969380058,69,2,80058,8,,23,,,,,, 1,4,4,08,,,23,,,02,145,155,,,,,38,,,,,,,,,02,1972,3.0
72IN00077,1970390058,70,2,90058,9,,,,,,,,,,3,51,,,,,,02,,,6,,,,39,0101,,,,,,,,,1972,2.0
72IN00078,1969310059,69,2,10059,1,,11,,,,,, 1,4,4,07,,,11,,,01,145,164,,,,,31,,,,,,,,,04,1972,3.0
72IN00079,1969340059,69,2,40059,4,,15,,,,,, 1,4,4,02,,,15,,,01,133,174,,,,,34,,,,,,,,,02,1972,3.0
72IN00080,1970390059,70,2,90059,9,,09,,,,,, 1,3,3,51,,,08,,,02,130,145,,,,,39,,,,,,,,,02,1972,2.0
72IN00081,1969340060,69,2,40060,4,,15,,,,,, 1,4,4,02,,,17,,,02,113,140,,,,,34,,,,,,,,, 2,1972,3.0
72IN00082,1969380060,69,2,80060,8,,22,,,,,, 1,4,4,08,,,22,,,01,123,143,,,,,38,,,,,,,,,02,1972,3.0
72IN00083,1970390060,70,2,90060,9,,09,,,,,, 1,3,3,51,,,09,,,02,93,118,,,,,39,,,,,,,,,02,1972,2.0
72IN00084,1969340061,69,2,40061,4,,15,,,,,, 1,4,4,02,,,15,,,01,168,175,,,,,34,,,,,,,,,03,1972,3.0
72IN00085,1970390061,70,2,90061,9,,09,,,,,, 1,3,3,51,,,08,,,01,110,125,,,,,39,,,,,,,,,03,1972,2.0
72IN00086,1969340062,69,2,40062,4,,15,,,,,, 1,4,4,02,,,15,,,02,131,152,,,,,34,,,,,,,,,03,1972,3.0
72IN00087,1969380064,69,2,80064,8,,23,,,,,, 1,4,4,08,,,23,,,02,132,133,,,,,38,,,,,,,,,02,1972,3.0
72IN00088,1970390064,70,2,90064,9,,,,,,,,,,3,51,,,,,,,118,132,3,,,,39,1001,,,,,,,,02,1972,2.0
72IN00089,1969310066,69,2,10066,1,,,,,,,,,,4,07,,,,,,01,127,,,,,,31,,,,,,,,,,1972,3.0
72IN00090,1970390066,70,2,90066,9,,09,,,,,, 1,3,3,51,,,09,,,02,113,133,,,,,39,,,,,,,,,02,1972,2.0
72IN00091,1969380067,69,2,80067,8,,,,,,,,,,4,08,,,,,,01,131,,6,,,,38,0808,,,,,,,,,1972,3.0
72IN00092,1969340069,69,2,40069,4,,15,,,,,,,,4,02,,,,,,12,148,190,3,,,,34,1001,,,,,,,,,1972,3.0
72IN00093,1969340069,69,2,40069,4,,15,,,,,, 1,4,4,02,,,17,,,01,148,182,,,,,34,,,,,,,,,03,1972,3.0
72IN00094,1970390070,70,2,90070,9,,09,,,,,, 1,3,3,51,,,08,,,02,100,118,,,,,39,,,,,,,,,02,1972,2.0
72IN00095,1969340071,69,2,40071,4,,,,,,,,,,4,02,,, 40,,,02,140,178,2,,,,34,0921,,,,,,,, 2,1972,3.0
72IN00096,1969380071,69,2,80071,8,,,,,,,,,,4,08,,,,,,,,,6,,,,38,0101,,,,,,,,,1972,3.0
72IN00097,1970390071,70,2,90071,9,,09,,,,,, 1,3,3,51,,,09,,,01,142,150,,,,,39,,,,,,,,,02,1972,2.0
72IN00098,1969380072,69,2,80072,8,,22,,,,,, 1,4,4,08,,,22,,,01,115,138,,,,,38,,,,,,,,,02,1972,3.0
72IN00099,1969310073,69,2,10073,1,,12,,,,,, 1,4,4,07,,,11,,,01,120,140,,,,,31,,,,,,,,,04,1972,3.0
72IN00100,1970390073,70,2,90073,9,,09,,,,,, 1,3,3,51,,,08,,,02,137,142,,,,,39,,,,,,,,,02,1972,2.0
72IN00101,1970390074,70,2,90074,9,,09,,,,,, 1,3,3,51,,,09,,,01,118,138,,,,,39,,,,,,,,,05,1972,2.0
72IN00102,1969340075,69,2,40075,4,,15,,,,,, 1,4,4,02,,,32,,,02,160,173,,,,,34,,,,,,,,,03,1972,3.0
72IN00103,1969340079,69,2,40079,4,,15,,,,,, 1,4,4,02,,,15,,,02,133,148,,,,,34,,,,,,,,,02,1972,3.0
72IN00104,1969310082,69,2,10082,1,,12,,,,,, 1,4,4,07,,,12,,,01,151,160,,,,,31,,,,,,,,,02,1972,3.0
72IN00105,1969340082,69,2,40082,4,,15,,,,,, 2,4,4,02,,,15,,,02,127,135,,,,,34,,,,,,,,,03,1972,3.0
72IN00106,1969380082,69,2,80082,8,,23,,,,,, 1,4,4,08,,,21,,,01,122,140,,,,,38,,,,,,,,,02,1972,3.0
72IN00107,1969340083,69,2,40083,4,,15,,,,,, 2,4,4,02,,,33,,,02,155,178,,,,,34,,,,,,,,,03,1972,3.0
72IN00108,1970390083,70,2,90083,9,,,,,,,,,,3,51,,,,,,02,,,6,,,,39,0503,,,,,,,,,1972,2.0
72IN00109,1969340084,69,2,40084,4,,15,,,,,, 2,4,4,02,,,15,,,01,123,155,,,,,34,,,,,,,,,03,1972,3.0
72IN00110,1970390085,70,2,90085,9,,09,,,,,, 1,3,3,51,,,08,,,01,103,122,,,,,39,,,,,,,,,02,1972,2.0
72IN00111,1970390087,70,2,90087,9,,09,,,,,, 1,3,3,51,,,09,,,01,103,118,,,,,39,,,,,,,,,05,1972,2.0
72IN00112,1969380088,69,2,80088,8,,23,,,,,, 1,4,4,08,,,23,,,01,125,150,,,,,38,,,,,,,,,05,1972,3.0
72IN00113,1969310089,69,2,10089,1,,10,,,,,, 2,4,4,07,,,11,,,01,121,127,,,,,31,,,,,,,,,01,1972,3.0
72IN00114,1970390089,70,2,90089,9,,09,,,,,, 1,3,3,51,,,08,,,01,133,145,,,,,39,,,,,,,,,02,1972,2.0
72IN00115,1969340091,69,1,40091,4,,,,,,,,,,4,02,,,,185,09,,220,220,3,,,,34,0724,186,5,,,,,,,1972,3.0
72IN00116,1970340094,70,2,40094,4,,16,,,,,, 1,3,3,02,,,17,,,,124,135,,,,,34,,,,,,,,,02,1972,2.0
72IN00117,1969310095,69,2,10095,1,,10,,,,,, 2,4,4,07,,,12,,,01,117,137,,,,,31,,,,,,,,,02,1972,3.0
72IN00118,1970340095,70,2,40095,4,,,,,,,,,,3,02,,,,,,/3,120,127,3,,,,34,1001,,,,,,,,12,1972,2.0
72IN00119,1969380095,69,2,80095,8,,23,,,,,, 1,4,4,08,,,23,,,02,136,158,,,,,38,,,,,,,,,02,1972,3.0
72IN00120,1969310096,69,2,10096,1,,10,,,,,, 2,4,4,07,,,13,,,02,145,146,,,,,31,,,,,,,,,02,1972,3.0
72IN00121,1970340096,70,2,40096,4,,,,,,,,,,3,02,,, 40,,,01,135,150,2,,,,34,0921,,,,,,,,02,1972,2.0
72IN00122,1970390097,70,2,90097,9,,09,,,,,, 1,3,3,51,,,09,,,02,120,130,,,,,39,,,,,,,,,02,1972,2.0
72IN00123,1969310098,69,1,10098,1,,,,,,,,,,4,07,,,,133,09,,152,178,3,,,,31,0724,134,2,,,,,,,1972,3.0
72IN00124,1969380099,69,2,80099,8,,22,,,,,, 1,4,4,08,,,22,,,02,110,155,,,,,38,,,,,,,,,02,1972,3.0
72IN00125,1969310101,69,2,10101,1,,10,,,,,, 2,4,4,07,,,11,,,02,130,138,,,,,31,,,,,,,,,03,1972,3.0
72IN00126,1970390102,70,2,90102,9,,09,,,,,, 1,3,3,51,,,08,,,01,117,138,,,,,39,,,,,,,,,02,1972,2.0
72IN00127,1969310103,69,2,10103,1,,10,,,,,,,,4,07,,,12,,,01,114,135,3,,,,31,1030,,,,,,,,01,1972,3.0
72IN00128,1969380103,69,2,80103,8,,22,,,,,, 1,4,4,08,,,22,,,02,128,160,,,,,38,,,,,,,,,02,1972,3.0
72IN00129,1970390104,70,2,90104,9,,09,,,,,, 1,3,3,51,,,09,,,01,102,128,,,,,39,,,,,,,,,02,1972,2.0
72IN00130,1969380105,69,2,80105,8,,23,,,,,, 1,4,4,08,,,23,,,02,140,133,,,,,38,,,,,,,,, 2,1972,3.0
72IN00131,1969380106,69,2,80106,8,,23,,,,,, 1,4,4,08,,,21,,,02,119,135,,,,,38,,,,,,,,,02,1972,3.0
72IN00132,1970390106,70,1,90106,9,,,,,,,,,,3,51,,,,110,07,,170,170,,,,,39,,091,5,,,,,,,1972,2.0
72IN00133,1969380107,69,2,80107,8,,23,,,,,,,,4,08,,,,,,12,153,120,3,,,,38,1001,,,,,,,,,1972,3.0
72IN00134,1969380107,69,2,80107,8,,23,,,,,, 1,4,4,08,,,23,,,02,153,172,,,,,38,,,,,,,,,02,1972,3.0
72IN00135,1970390107,70,2,90107,9,,09,,,,,, 1,3,3,51,,,08,,,01,103,130,,,,,39,,,,,,,,,02,1972,2.0
72IN00136,1969380108,69,2,80108,8,,,,,,,,,,4,08,,,,,,02,128,150,3,,,,38,1001,,,,,,,,13,1972,3.0
72IN00137,1970390110,70,2,90110,9,,,,,,,,,,3,51,,, 61,,,01,120,132,2,,,,39,0921,,,,,,,,02,1972,2.0
72IN00138,1970390111,70,2,90111,9,,09,,,,,, 1,3,3,51,,,09,,,02,88,117,,,,,39,,,,,,,,,02,1972,2.0
72IN00139,1969310113,69,2,10113,1,,10,,,,,, 2,4,4,07,,,13,,,01,126,133,,,,,31,,,,,,,,,02,1972,3.0
72IN00140,1970340114,70,2,40114,4,,26,,,,,, 1,3,3,02,,,17,,,02,145,158,,,,,34,,,,,,,,,02,1972,2.0
72IN00141,1970340115,70,1,40115,4,,,,,,,,,,3,02,,,,165,06,,212,215,3,,,,34,0728,112,3,,,,,,,1972,2.0
72IN00142,1970390115,70,2,90115,9,,,,,,,, 1,3,3,51,,,08,,,,123,150,,,,,39,,,,,,,,,02,1972,2.0
72IN00143,1970390115,70,2,90115,9,,09,,,,,, 1,3,3,51,,,39,,,01,107,138,2,,,,39,0921,,,,,,,,02,1972,2.0
72IN00144,1969380116,69,2,80116,8,,23,,,,,,,,4,08,,,,,,11,133,156,3,,,,38,1001,,,,,,,,,1972,3.0
72IN00145,1969380116,69,2,80116,8,,23,,,,,, 1,4,4,08,,,37,,,01,133,163,,,,,38,,,,,,,,,02,1972,3.0
72IN00146,1970390116,70,2,90116,9,,,,,,,,,,3,51,,,,,,01,116,,,,,,39,,,,,,,,,,1972,2.0
72IN00147,1969380117,69,2,80117,8,,,,,,,,,,4,08,,,,,,01,150,173,6,,,,38,1002,,,,,,,,02,1972,3.0
72IN00148,1970390117,70,2,90117,9,,,,,,,,,,3,51,,,,,,01,125,138,3,,,,39,1001,,,,,,,,12,1972,2.0
72IN00149,1970340118,70,1,40118,4,,,,,,,,,,3,02,,,,155,09,,185,200,3,,,,34,0724,124,4,,,,,,,1972,2.0
72IN00150,1970390118,70,2,90118,9,,,,,,,,,,3,51,,,,,,01,,,6,,,,39,0313,,,,,,,,,1972,2.0
72IN00151,1970340119,70,2,40119,4,,16,,,,,, 1,3,3,02,,,16,,,01,130,126,,,,,34,,,,,,,,,02,1972,2.0
72IN00152,1970390119,70,2,90119,9,,09,,,,,, 1,3,3,51,,,39,,,01,81,,,,,,39,,,,,,,,,,1972,2.0
72IN00153,1969310120,69,2,10120,1,,,,,,,,,,4,07,,, 55,,,02,132,165,2,,,,31,0921,,,,,,,,02,1972,3.0
72IN00154,1970340120,70,2,40120,4,,16,,,,,, 1,3,3,02,,,17,,,01,133,160,,,,,34,,,,,,,,,05,1972,2.0
72IN00155,1970390120,70,2,90120,9,,09,,,,,, 1,3,3,51,,,39,,,02,134,165,,,,,39,,,,,,,,,05,1972,2.0
72IN00156,1970340123,70,2,40123,4,,15,,,,,, 1,3,3,02,,,32,,,02,152,163,,,,,34,,,,,,,,,03,1972,2.0
72IN00157,1969310124,69,2,10124,1,,10,,,,,, 2,4,4,07,,,11,,,01,115,128,,,,,31,,,,,,,,,02,1972,3.0
72IN00158,1969380124,69,2,80124,8,,,,,,,,,,4,08,,, 57,,,01,138,163,2,,,,38,0921,,,,,,,,02,1972,3.0
72IN00159,1970390124,70,2,90124,9,,09,,,,,, 1,3,3,51,,,09,,,02,104,137,,,,,39,,,,,,,,,02,1972,2.0
72IN00160,1969310125,69,2,10125,1,,,,,,,,,,4,07,,, 55,,,01,102,120,2,,,,31,0921,,,,,,,,01,1972,3.0
72IN00161,1969310126,69,2,10126,1,,10,,,,,, 2,4,4,07,,,31,,,01,135,165,,,,,31,,,,,,,,,02,1972,3.0
72IN00162,1970390126,70,2,90126,9,,09,,,,,, 1,3,3,51,,,39,,,01,110,137,,,,,39,,,,,,,,,02,1972,2.0
72IN00163,1969310127,69,2,10127,1,,10,,,,,, 2,4,4,07,,,30,,,02,115,137,,,,,31,,,,,,,,,02,1972,3.0
72IN00164,1969380128,69,2,80128,8,,23,,,,,, 1,4,4,08,,,21,,,01,124,138,,,,,38,,,,,,,,,02,1972,3.0
72IN00165,1969380129,69,2,80129,8,,23,,,,,,,,4,08,,,,,,,130,,6,,,,38,1209,,,,,,,,,1972,3.0
72IN00166,1969380129,69,2,80129,8,,23,,,,,, 1,4,4,08,,,23,,,02,130,128,,,,,38,,,,,,,,,03,1972,3.0
72IN00167,1970390129,70,2,90129,9,,09,,,,,, 1,3,3,51,,,08,,,02,132,140,,,,,39,,,,,,,,,02,1972,2.0
72IN00168,1970390131,70,2,90131,9,,09,,,,,, 1,3,3,51,,,09,,,02,118,134,,,,,39,,,,,,,,,02,1972,2.0
72IN00169,1969310133,69,2,10133,1,,10,,,,,,,,4,07,,,,,,12,125,146,3,,,,31,1001,,,,,,,,,1972,3.0
72IN00170,1969310133,69,2,10133,1,,10,,,,,, 2,4,4,07,,,31,,,02,125,168,,,,,31,,,,,,,,,01,1972,3.0
72IN00171,1970340133,70,2,40133,4,,15,,,,,, 1,3,3,02,,,16,,,03,115,138,,,,,34,,,,,,,,, 2,1972,2.0
72IN00172,1970390134,70,2,90134,9,,09,,,,,, 1,3,3,51,,,08,,,01,126,138,,,,,39,,,,,,,,,02,1972,2.0
72IN00173,1969310135,69,1,10135,1,,,,,,,,,,4,07,,,,132,13,,185,192,3,,,,31,0724,150,2,,,,,,,1972,3.0
72IN00174,1970390136,70,2,90136,9,,09,,,,,, 1,3,3,51,,,09,,,01,110,120,,,,,39,,,,,,,,,01,1972,2.0
72IN00175,1969310137,69,2,10137,1,,10,,,,,, 2,4,4,07,,,31,,,02,136,158,,,,,31,,,,,,,,,03,1972,3.0
72IN00176,1970340137,70,2,40137,4,,26,,,,,, 1,3,3,02,,,17,,,01,124,143,,,,,34,,,,,,,,,02,1972,2.0
72IN00177,1970390137,70,2,90137,9,,09,,,,,, U,,3,51,,,08,,,01,116,133,,,,,39,,,,,,,,,02,1972,2.0
72IN00178,1970340138,70,2,40138,4,,15,,,,,, 1,3,3,02,,,16,,,01,111,118,,,,,34,,,,,,,,,02,1972,2.0
72IN00179,1970390138,70,2,90138,9,,09,,,,,, 1,3,3,51,,,09,,,02,110,133,,,,,39,,,,,,,,,02,1972,2.0
72IN00180,1970390139,70,2,90139,9,,,,,,,,,,3,51,,, 61,,,01,118,135,2,,,,39,0921,,,,,,,,02,1972,2.0
72IN00181,1969310141,69,2,10141,1,,,,,,,,,,4,07,,, 55,,,01,118,138,2,,,,31,0921,,,,,,,,02,1972,3.0
72IN00182,1969310142,69,2,10142,1,,,,,,,,,,4,07,,, 55,,,02,126,138,2,,,,31,0921,,,,,,,,,1972,3.0
72IN00183,1970340142,70,2,40142,4,,16,,,,,, 1,3,3,02,,,16,,,02,129,153,,,,,34,,,,,,,,,02,1972,2.0
72IN00184,1970390142,70,2,90142,9,,09,,,,,, 1,3,3,51,,,39,,,01,107,135,,,,,39,,,,,,,,,02,1972,2.0
72IN00185,1969310143,69,2,10143,1,,,,,,,,,,4,07,,, 55,,,01,128,150,2,,,,31,0921,,,,,,,,01,1972,3.0
72IN00186,1970340143,70,1,40143,4,,,,,,,,,,3,02,,,,153,11,,180,190,3,,,,34,1204,128,4,,,,,,,1972,2.0
72IN00187,1970390143,70,2,90143,9,,,,,,,,,,3,51,,,,,,01,,,6,,,,39,0101,,,,,,,,,1972,2.0
72IN00188,1969310145,69,2,10145,1,,,,,,,,,,4,07,,,,,,01,,,6,,,,31,0211,,,,,,,,,1972,3.0
72IN00189,1969310148,69,2,10148,1,,10,,,,,, 2,4,4,07,,,30,,,01,117,137,,,,,31,,,,,,,,,02,1972,3.0
72IN00190,1970340148,70,1,40148,4,,,,,,,,,,3,02,,,,160,09,,173,195,3,,,,34,0724,150,4,,,,,,,1972,2.0
72IN00191,1969380148,69,2,80148,8,,,,,,,,,,4,08,,, 57,,,03,120,113,2,,,,38,0921,,,,,,,, 2,1972,3.0
