UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLPG1,CLPG2,CLPG3,YRREC
02IN00656,1999046238,A6238,04,A6238,99,2,82,1,30,30,420604,468604,0,,,,1,.,3,,149,124,2,,10,0919,C,FL-,F,3.0,,,,,0,0,0,2002
02IN00657,1999046254,A6254,04,A6254,99,2,88,1,30,43-,439504,484804,0,,,,1,.,3,,143,149,2,,,,.,-2-,1,3.0,,,,,0,0,0,2002
02IN00658,1999046265,A6265,04,A6265,99,2,82,1,30,20,345304,182804,0,,,,1,.,3,,154,177,2,,,,C,52N,1,3.0,,,,,0,0,0,2002
02IN00659,1999046285,A6285,04,A6285,99,2,81,1,30,02,307904,287304,0,,,,1,.,3,,159,169,2,,,,M,-2-,1,3.0,,,,,0,0,0,2002
02IN00660,1999046295,A6295,04,A6295,99,2,88,1,30,44-,367804,057004,0,,,,1,.,3,,180,180,2,,,,.,FL-,F,3.0,HAIRY,,,,0,0,0,2002
02IN00661,1999046300,A6300,04,A6300,99,2,82,1,30,23,409504,358704,0,,,,1,.,3,,131,142,2,,,,C,33P,2,3.0,SUCK1SIDE,,,,0,0,0,2002
02IN00662,1999046306,A6306,04,A6306,99,2,81,1,30,02,307904,343204,0,,,,1,.,1,,153,150,2,,,,M,FL-,F,3.0,,,,,0,0,0,2002
02IN00663,1999046310,A6310,04,A6310,99,2,81,1,30,01,425404,437804,0,,,,1,.,3,,164,171,2,,,,M,33P,2,3.0,FLTS,,,,0,0,0,2002
02IN00664,1999046318,A6318,04,A6318,99,2,81,1,30,02,307904,334304,2,,,,F,"B,A",F,,175,0,0,X,,,.,LAC,F,3.0,TIGHT TEATS,U,,,0,0,0,2002
02IN00665,1999046323,A6323,04,A6323,99,2,88,1,30,45-,467804,335704,0,,,,1,.,3,,180,172,2,,,,.,52N,2,3.0,,,,,0,0,0,2002
02IN00666,1999046334,A6334,04,A6334,99,2,00,1,30,42-,372404,383404,1,,,0,1,BLK,2,,138,145,2,B,,,X,BLK,2,3.0,BLACK EWE,Blk,,,0,0,0,2002
02IN00667,1999046335,A6335,04,A6335,99,2,88,1,30,42-,372404,383404,0,,,,1,.,1,,138,159,2,,,,.,-3-,1,3.0,TRT EYES '00,,,,0,0,0,2002
02IN00668,1999046338,A6338,04,A6338,99,2,82,1,30,26,417104,776903,0,,,,1,.,2,,150,149,2,,,,C,31P,2,3.0,,,,,0,0,0,2002
02IN00669,1999046341,A6341,04,A6341,99,2,81,1,30,03,459104,997903,0,,,,1,.,1,,130,157,3,,,,M,-2-,1,3.0,,,,,0,0,0,2002
02IN00670,1999046342,A6342,04,A6342,99,2,81,1,30,03,459104,997903,0,,,,1,.,1,,121,157,2,,,,M,-2-,1,3.0,,,,,0,0,0,2002
02IN00671,1999046348,A6348,04,A6348,99,2,88,1,30,42-,372404,185004,2,,,,O,OVX,5,,189,0,0,X,,,.,OVX,O,3.0,"?BRED, OVX",,,,0,0,0,2002
02IN00672,1999046355,A6355,04,A6355,99,2,82,1,30,30,420604,317804,0,,,,3,.,3,,149,153,12,,93,1024,C,,.,3.0,,,,,0,0,0,2002
02IN00673,1999046379,A6379,04,A6379,99,2,88,1,30,44-,367804,489404,0,,,,1,.,3,,143,157,2,,,,.,51N,1,3.0,L.EYE TRT '02,,,,0,0,0,2002
02IN00674,1999046401,A6401,04,A6401,99,2,82,1,30,29,441404,348904,2,,,,O,OVX,5,,178,0,0,X,95,1010,.,OVX,.,3.0,OVX,,,,0,0,0,2002
02IN00675,1999046414,A6414,04,A6414,99,2,82,1,30,26,417104,076104,0,,,,1,.,3,,147,155,2,,,,C,31P,2,3.0,,,,,0,0,0,2002
02IN00676,1999046419,A6419,04,A6419,99,2,81,1,30,03,459104,346404,0,,,,1,.,2,,152,170,1,,,,M,51N,2,3.0,,,,,0,0,0,2002
02IN00677,1999046433,A6433,04,A6433,99,1,81,1,30,01,425404,338804,0,,,,3,.,M,,266,268,0,,93,0820,M,52a,.,3.0,DUD >works,INBR,,,0,0,0,2002
02IN00678,1999046435,A6435,04,A6435,99,2,88,1,30,42-,372404,388104,0,,,,1,.,3,,173,181,2,,,,.,-3-,1,3.0,,,,,0,0,0,2002
02IN00679,1999046437,A6437,04,A6437,99,2,81,1,30,02,307904,216204,2,,,,O,OVX,5,,208,0,0,X,,,.,OVX,O,3.0,OVX,,,,0,0,0,2002
02IN00680,1999046441,A6441,04,A6441,99,2,88,1,30,43-,439504,823003,0,,,,1,.,3,,186,185,2,,,,.,31P,2,3.0,TRT.2EYES'02,,,,0,0,0,2002
02IN00681,1999046443,A6443,04,A6443,99,2,82,1,30,27,457404,311304,2,,,,O,OVX,5,,159,0,0,X,,,.,OVX,O,3.0,OVX,,,,0,0,0,2002
02IN00682,1999046444,A6444,04,A6444,99,2,82,1,30,27,457404,311304,0,,,,1,.,3,,176,162,2,,,,C,52N,1,3.0,,,,,0,0,0,2002
02IN00683,1999046454,A6454,04,A6454,99,2,82,1,30,22,317604,296104,0,,,,1,.,3,,135,137,2,,,,C,32P,2,3.0,,,,,0,0,0,2002
02IN00684,1999046473,A6473,04,A6473,99,2,82,1,30,29,441404,316104,2,,,,O,OVX,5,,189,190,1,X,,,.,OVX,O,3.0,OVX,,,,0,0,0,2002
02IN00685,1999046479,A6479,04,A6479,99,2,88,1,30,41-,444104,156304,0,,,,1,.,2,,153,164,2,,,,.,FL-,F,3.0,,,,,0,0,0,2002
02IN00686,1999046482,A6482,04,A6482,99,2,88,1,30,41-,444104,266904,0,,,,1,.,3,,131,168,2,,,,.,31P,2,3.0,,,,,0,0,0,2002
02IN00687,1999046493,A6493,04,A6493,99,2,82,1,30,21,285404,355304,0,,,,1,.,3,,127,134,2,,,,C,52N,2,3.0,,,,,0,0,0,2002
02IN00688,1999046497,A6497,04,A6497,99,2,82,1,30,24,431004,220204,0,,,,1,.,3,,142,152,2,,,,C,FL-,F,3.0,NO COLOR,,,,0,0,0,2002
02IN00689,1999046498,A6498,04,A6498,99,2,82,1,30,24,431004,220204,0,,,,1,.,1,,125,149,2,,,,C,-3-,1,3.0,ENTR,,,,0,0,0,2002
02IN00690,1999046501,A6501,04,A6501,99,1,82,1,30,29,441404,872503,0,,,,3,.,M,,198,212,0,,93,0820,C,53,.,3.0,,INBR,,,0,0,0,2002
02IN00691,1999046514,A6514,04,A6514,99,2,88,1,30,42-,372404,269004,0,,,,1,.,3,,152,181,3,,,,.,-3-,1,3.0,,,,,0,0,0,2002
02IN00692,1999046529,A6529,04,A6529,99,1,88,1,30,44-,367804,491804,2,,,,1,Nax,M,,226,217,0,,,,.,42,.,3.0,SHORT STAPLE,B  3,Nax,,0,0,0,2002
02IN00693,1999046542,A6542,04,A6542,99,2,81,1,30,03,459104,252304,0,,,,U,.,2,,151,168,1,,,,M,UTE,U,3.0,HARD BAG,,,,0,0,0,2002
02IN00694,1999046554,A6554,04,A6554,99,2,81,1,30,01,425404,191804,2,,,,O,OVX,5,,218,220,1,X,,,.,OVX,O,3.0,OVX,,,,0,0,0,2002
02IN00695,1999046555,A6555,04,A6555,99,2,81,1,30,01,425404,191804,0,,,,1,.,3,,170,163,2,,,,M,51N,1,3.0,,,,,0,0,0,2002
02IN00696,1999046563,A6563,04,A6563,99,1,81,1,30,03,459104,434304,0,,,,3,.,M,,224,217,0,,93,0820,M,e64,.,3.0,DUD >works,INBR,,,0,0,0,2002
02IN00697,1999046565,A6565,04,A6565,99,2,81,1,30,02,307904,080704,0,,,,1,.,3,,176,215,2,,,,M,FL-,F,3.0,,,,,0,0,0,2002
02IN00698,1999046566,A6566,04,A6566,99,2,81,1,30,02,307904,080704,0,,,,1,.,2,,171,185,2,,,,M,51N,2,3.0,NICE,,,,0,0,0,2002
02IN00699,1999046567,A6567,04,A6567,99,2,81,1,30,03,459104,353304,2,,,,O,OVX,5,,200,0,0,X,,,.,OVX,O,3.0,OVX,,,,0,0,0,2002
02IN00700,1999046588,A6588,04,A6588,99,2,82,1,30,28,424704,077404,0,,,,1,.,3,,134,149,3,,,,C,32P,2,3.0,,,,,0,0,0,2002
02IN00701,1999046589,A6589,04,A6589,99,2,82,1,30,28,424704,077404,0,,,,1,.,3,,143,151,2,,,,C,31P,2,3.0,R.EYE 9/02,,,,0,0,0,2002
02IN00702,1999046599,A6599,04,A6599,99,1,82,1,30,21,285404,988403,2,,,,2,101,,,0,231,0,,92,0226,C,KEL,.,3.0,"JAW5, 2002",KELL,,,0,0,0,2002
02IN00703,1999046600,A6600,04,A6600,99,2,82,1,30,21,285404,988403,0,,,,1,.,1,,138,134,2,,,,C,52N,1,3.0,,,,,0,0,0,2002
02IN00704,1999046607,A6607,04,A6607,99,2,88,1,30,43-,439504,383604,0,,,,1,.,3,,150,161,2,,,,.,52N,2,3.0,,,,,0,0,0,2002
02IN00705,1999046608,A6608,04,A6608,99,2,88,1,30,43-,439504,383604,0,,,,1,.,1,,156,192,2,,,,.,51N,1,3.0,,,,,0,0,0,2002
02IN00706,1999046617,A6617,04,A6617,99,2,81,1,30,01,425404,229204,0,,,,1,.,2,,147,171,2,,,,M,33P,2,3.0,,,,,0,0,0,2002
02IN00707,1999046618,A6618,04,A6618,99,2,81,1,30,01,425404,229204,0,,,,1,.,2,,168,161,2,,,,M,51N,2,3.0,,,,,0,0,0,2002
02IN00708,1999046628,A6628,04,A6628,99,2,82,1,30,26,417104,340004,0,,,,1,.,3,,135,147,2,,,,C,-4-,2,3.0,R.EYE TRT '02,,,,0,0,0,2002
02IN00709,1999046640,A6640,04,A6640,99,2,88,1,30,43-,439504,387804,0,,,,1,.,3,,182,184,2,,,,.,52N,1,3.0,,,,,0,0,0,2002
02IN00710,1999046641,A6641,04,A6641,99,1,88,1,30,43-,439504,387804,2,,,,5,Nax,M,,242,240,0,,95,0819,.,55,.,3.0,"not DUD,H3",INBR,Nax,,0,0,0,2002
02IN00711,1999046642,A6642,04,A6642,99,1,88,1,30,41-,444104,356504,2,,,,5,Nax,M,,236,232,0,,95,0819,.,e66,.,3.0,SM.TSTS,SPAR,Nax,,0,0,0,2002
02IN00712,1999046643,A6643,04,A6643,99,2,88,1,30,41-,444104,356504,0,,,,1,.,2,,141,168,2,,,,.,52N,2,3.0,,,,,0,0,0,2002
02IN00713,1999046656,A6656,04,A6656,99,2,82,1,30,31,448704,284604,0,,,,1,.,2,,136,166,2,,,,C,FL-,F,3.0,,,,,0,0,0,2002
02IN00714,1999046667,A6667,04,A6667,99,1,88,1,30,44-,367804,349704,2,,,,5,Nax,M,,220,225,0,,95,0819,.,ORE,.,3.0,,SPAR,Nax,,0,0,0,2002
02IN00715,1999046668,A6668,04,A6668,99,2,88,1,30,44-,367804,349704,0,,,,1,.,3,,140,153,2,,,,.,51N,1,3.0,,,,,0,0,0,2002
02IN00716,1999046673,A6673,04,A6673,99,2,88,1,30,41-,444104,035504,0,,,,1,.,3,,169,172,2,,,,.,-4-,2,3.0,,,,,0,0,0,2002
02IN00717,1999046678,A6678,04,A6678,99,2,88,1,30,41-,444104,376704,0,,,,1,.,2,,165,171,2,,,,.,-5-,2,3.0,,,,,0,0,0,2002
02IN00718,1999046680,A6680,04,A6680,99,1,88,1,30,41-,444104,376704,2,,,,V,Nax,*,,0,200,0,,93,0423,.,ORE,.,3.0,,P 32,Nax,621,0,0,0,2002
02IN00719,1999046685,A6685,04,A6685,99,2,88,1,30,43-,439504,491704,2,,,,3,"B,A",F,,160,225,1,,93,1024,.,,.,3.0,VAG.PROLAPSE,U,,,0,0,0,2002
02IN00720,1999046686,A6686,04,A6686,99,2,81,1,30,04,452804,139704,0,,,,1,.,3,,169,180,2,,,,M,-5-,2,3.0,,,,,0,0,0,2002
02IN00721,1999046688,A6688,04,A6688,99,2,81,1,30,02,307904,290804,2,,,,O,OVX,5,,208,0,0,X,,,.,OVX,O,3.0,OVX,,,,0,0,0,2002
02IN00722,1999046697,A6697,04,A6697,99,2,88,1,30,45-,467804,223704,0,,,,1,.,2,,176,179,2,,,,.,-4-,2,3.0,,,,,0,0,0,2002
02IN00723,1999046708,A6708,04,A6708,99,2,88,1,30,42-,372404,474004,0,,,,1,.,2,,128,143,2,,,,.,32P,2,3.0,,,,,0,0,0,2002
02IN00724,1999046720,A6720,04,A6720,99,2,81,1,30,02,307904,102404,0,,,,3,.,1,,163,167,4,,93,1024,M,,.,3.0,X LAME,,,,0,0,0,2002
02IN00725,1999046722,A6722,04,A6722,99,2,81,1,30,03,459104,910203,0,,,,1,.,2,,176,175,2,,,,M,-1-,1,3.0,,,,,0,0,0,2002
02IN00726,1999046723,A6723,04,A6723,99,2,81,1,30,03,459104,910203,0,,,,1,.,3,,167,183,2,,,,M,FL-,F,3.0,,,,,0,0,0,2002
02IN00727,1999046724,A6724,04,A6724,99,2,81,1,30,04,452804,926703,0,,,,1,.,2,,183,187,2,,,,M,-4-,2,3.0,JUMPER,,,,0,0,0,2002
02IN00728,1999046726,A6726,04,A6726,99,2,88,1,30,43-,439504,271804,0,,,,1,.,3,,202,201,2,,,,.,51N,2,3.0,,,,,0,0,0,2002
02IN00729,1999046732,A6732,04,A6732,99,2,82,1,30,22,317604,133104,0,,,,1,.,2,,137,157,2,,,,C,FL-,F,3.0,,,,,0,0,0,2002
02IN00730,1999046734,A6734,04,A6734,99,2,88,1,30,45-,467804,387504,0,,,,1,.,3,,148,160,2,,,,.,33P,2,3.0,,,,,0,0,0,2002
02IN00731,1999046735,A6735,04,A6735,99,1,88,1,30,45-,467804,387504,2,,,,5,Nax,M,,198,203,0,,95,0819,.,ORE,.,3.0,BALD,B 23,Nax,,0,0,0,2002
02IN00732,1999046738,A6738,04,A6738,99,1,88,1,30,45-,467804,356104,2,,,,V,Nax,*,,0,207,0,,93,0423,.,ORE,.,3.0,"DUD, D6",B 13,Nax,642,0,0,0,2002
02IN00733,1999046746,A6746,04,A6746,99,2,88,1,30,44-,367804,475604,0,,,,3,.,3,,165,171,12,,93,1024,.,,.,3.0,,,,,0,0,0,2002
02IN00734,1999046747,A6747,04,A6747,99,2,88,1,30,41-,444104,476904,0,,,,3,.,3,,102,117,2,,93,1024,.,,.,3.0,"THIN,CLA??",,,,0,0,0,2002
02IN00735,1999046748,A6748,04,A6748,99,2,82,1,30,25,412504,465304,0,,,,6,.,*,,0,148,2,,16,0224,C,,.,3.0,BLOAT,,,,0,0,0,2002
02IN00736,1999046759,A6759,04,A6759,99,1,82,1,30,26,417104,363704,0,,,,3,.,M,,231,217,0,,93,0820,C,51a,.,3.0,DUD >works,INBR,,,0,0,0,2002
02IN00737,1999046761,A6761,04,A6761,99,1,81,1,30,01,425404,283904,0,,,,2, 90,M,,239,234,0,,92,0919,M,e62,.,3.0,,INBR,,,0,0,0,2002
02IN00738,1999046769,A6769,04,A6769,99,2,82,1,30,24,431004,444904,0,,,,1,.,3,,132,159,2,,,,C,FL-,F,3.0,,,,,0,0,0,2002
02IN00739,1999046795,A6795,04,A6795,99,2,82,1,30,25,412504,192704,0,,,,1,.,1,,132,130,2,,,,C,52N,1,3.0,,,,,0,0,0,2002
02IN00740,1999046796,A6796,04,A6796,99,2,88,1,30,43-,439504,357604,2,,,,3,ORE,,,0,207,1,,93,0423,.,ORE,.,3.0,,,,620,0,0,0,2002
02IN00741,1999046803,A6803,04,A6803,99,2,81,1,30,04,452804,331804,0,,,,1,.,2,,161,179,2,,,,M,52N,2,3.0,TRT EYE '01,,,,0,0,0,2002
02IN00742,1999046816,A6816,04,A6816,99,2,88,1,30,43-,439504,480304,2,,,,3,ORE,,,0,179,1,,93,0423,.,ORE,.,3.0,,,,612,0,0,0,2002
02IN00743,1999046825,A6825,04,A6825,99,2,82,1,30,20,345304,354604,0,,,,1,.,2,,140,142,2,,,,C,-3-,1,3.0,,,,,0,0,0,2002
02IN00744,1999046827,A6827,04,A6827,99,1,88,1,30,43-,439504,375204,2,,,,5,Nax,M,,244,231,0,,95,0819,.,e65,.,3.0,not DUD,FLWT,Nax,,0,0,0,2002
02IN00745,1999046828,A6828,04,A6828,99,1,88,1,30,43-,439504,375204,2,,,,5,Nax,M,,234,243,0,,95,0819,.,55a,.,3.0,"X,ABS.JAW",SPAR,Nax,,0,0,0,2002
02IN00746,1999046845,A6845,04,A6845,99,2,82,1,30,20,345304,208304,0,,,,1,.,2,,194,184,2,,,,C,51N,1,3.0,,,,,0,0,0,2002
02IN00747,1999046849,A6849,04,A6849,99,2,88,1,30,44-,367804,424104,0,,,,1,.,3,,152,161,2,,,,.,51N,2,3.0,GRAFT FAILED,,,,0,0,0,2002
02IN00748,1999046853,A6853,04,A6853,99,1,81,1,30,01,425404,110304,0,,,,2,OSU,M,,256,235,0,,92,0919,M,52,.,3.0,SOLD O.S.U.,INBR,,,0,0,0,2002
02IN00749,1999046854,A6854,04,A6854,99,2,81,1,30,01,425404,110304,0,,,,1,.,2,,188,183,2,,,,M,52N,1,3.0,,,,,0,0,0,2002
02IN00750,1999046879,A6879,04,A6879,99,2,81,1,30,04,452804,314504,0,,,,1,.,3,,178,178,2,,,,M,FL-,F,3.0,,,,,0,0,0,2002
02IN00751,1999046880,A6880,04,A6880,99,2,81,1,30,04,452804,314504,0,,,,3,.,5,,189,202,1,,93,1024,M,,.,3.0,,,,,0,0,0,2002
02IN00752,1999046885,A6885,04,A6885,99,2,82,1,30,23,409504,291904,0,,,,1,.,2,,167,152,2,,,,C,FL-,F,3.0,STRONG,,,,0,0,0,2002
02IN00753,1999046887,A6887,04,A6887,99,1,88,1,30,42-,372404,396904,2,,,,V,Nax,*,,0,219,0,,93,0423,.,ORE,.,3.0,COARSE,P  4,Nax,623,0,0,0,2002
02IN00754,1999046898,A6898,04,A6898,99,2,88,1,30,41-,444104,486704,0,,,,1,.,3,,152,151,3,,,,.,FL-,F,3.0,,,,,0,0,0,2002
02IN00755,1999046902,A6902,04,A6902,99,2,82,1,30,21,285404,328004,0,,,,1,.,3,,133,156,2,,,,C,52N,2,3.0,R.EYE OK,,,,0,0,0,2002
02IN00756,1999046906,A6906,04,A6906,99,2,81,1,30,01,425404,085804,0,,,,1,.,2,,182,188,2,,,,M,-5-,2,3.0,,,,,0,0,0,2002
02IN00757,1999046907,A6907,04,A6907,99,2,81,1,30,01,425404,085804,0,,,,1,.,3,,181,176,2,,,,M,51N,1,3.0,,,,,0,0,0,2002
02IN00758,1999046911,A6911,04,A6911,99,1,88,1,30,45-,467804,378804,2,,,,5,Nax,M,,233,238,0,,95,0819,.,54,.,3.0,not DUD,INBR,Nax,,0,0,0,2002
02IN00759,1999046922,A6922,04,A6922,99,2,82,1,30,21,285404,126704,2,,,,O,OVX,5,,175,175,1,X,,,.,OVX,O,3.0,OVX,,,,0,0,0,2002
02IN00760,1999046925,A6925,04,A6925,99,1,82,1,30,29,441404,253904,0,,,,3,.,M,,208,211,0,,93,0820,C,e63,.,3.0,"BLK.SPT,INBR",INBR,,,0,0,0,2002
02IN00761,1999046928,A6928,04,A6928,99,1,82,1,30,28,424704,150304,2,,,,V,DUD,*,,0,235,0,,93,0423,C,ORE,.,3.0,"DUD, D6+",B 29,,643,0,0,0,2002
02IN00762,1999046930,A6930,04,A6930,99,1,82,1,30,28,424704,150304,0,,,,2, 87,M,,243,245,0,,92,0919,C,51a,.,3.0,,INBR,,,0,0,0,2002
02IN00763,1999046931,A6931,04,A6931,99,2,88,1,30,43-,439504,153104,0,,,,1,.,2,,170,176,2,,,,.,FL-,F,3.0,,,,,0,0,0,2002
02IN00764,1999046934,A6934,04,A6934,99,1,81,1,30,03,459104,452304,0,,,,2,OSU,M,,230,226,0,,92,0919,M,04,.,3.0,SOLD O.S.U.,INBR,,,0,0,0,2002
02IN00765,1999046943,A6943,04,A6943,99,2,82,1,30,23,409504,135804,0,,,,1,.,3,,159,172,2,,,,C,-1-,1,3.0,,,,,0,0,0,2002
02IN00766,1999046947,A6947,04,A6947,99,2,82,1,30,30,420604,206604,0,,,,1,.,3,,134,156,2,,,,C,51N,2,3.0,R.EYE TRT'01,,,,0,0,0,2002
02IN00767,1999046952,A6952,04,A6952,99,1,81,1,30,01,425404,996603,2,,,,2, 89,M,,185,198,0,,92,1010,M,52a,.,3.0,NO SALE 9/19,INBR,,,0,0,0,2002
02IN00768,1999046966,A6966,04,A6966,99,2,81,1,30,02,307904,357004,0,,,,3,.,5,,157,183,1,,93,1024,M,,.,3.0,"LTS,POCO LAMB",,,,0,0,0,2002
02IN00769,1999046970,A6970,04,A6970,99,1,81,1,30,04,452804,324804,2,,,,2,102,,,0,220,0,,92,0226,M,KEL,.,3.0,NOT SOLD !,KELL,,,0,0,0,2002
02IN00770,1999046998,A6998,04,A6998,99,1,82,1,30,25,412504,771203,0,,,,2, 88,M,,217,222,0,,92,0919,C,51,.,3.0,DUD >works,INBR,,,0,0,0,2002
02IN00771,1999046999,A6999,04,A6999,99,2,82,1,30,25,412504,771203,0,,,,6,.,3,,119,161,1,,04,0620,C,,.,3.0,RP ok,,,,0,0,0,2002
02IN00772,1999047008,A7008,04,A7008,99,2,81,1,30,01,425404,355104,0,,,,1,.,3,,149,177,2,,,,M,FL-,F,3.0,,,,,0,0,0,2002
02IN00773,1999047009,A7009,04,A7009,99,2,81,1,30,01,425404,355104,0,,,,1,.,3,,137,156,2,,,,M,FL-,F,3.0,QUINTS 2002,,,,0,0,0,2002
02IN00774,1999047010,A7010,04,A7010,99,2,88,1,30,43-,439504,452604,0,,,,1,.,2,,167,170,2,,,,.,-1-,1,3.0,,,,,0,0,0,2002
02IN00775,1999047016,A7016,04,A7016,99,2,82,1,30,28,424704,468404,0,,,,1,.,3,,124,172,2,,,,C,52N,1,3.0,,,,,0,0,0,2002
02IN00776,         0,I0093,,I0093,00,1,97,1,97,,MAYS,DAVIS,0,,,1,1,DAV,M,,256,251,0,,,,.,972,.,2.0,IDZ23 - 339,SUFF,,,0,0,0,2002
02IN00777,         0,I0064,,I0064,96,1,ID,1,02,,,,I,,KK,1,1,KK,M,,220,255,0,,,,I,e.5,.,6.0,Krakow Ram,UI,,,0,0,0,2002
02IN00778,         0,I9221,,I9221,99,1,ID,1,02,,,,I,,MSU,1,1,MSU,M,,282,296,0,,,,I,41T,.,3.0,Montana State,UI,,,0,0,0,2002
02IN00779,1998640017,K0017,64,K0017,98,2,CP,1,05,52,876263,707510,0,,CC,,U,.,2,,145,162,2,,,,H,UTE,U,4.0,,,,,1,1,2,2002
02IN00780,1998640055,K0055,64,K0055,98,2,62,1,06,06,900163,691163,7,,,,1,.,2,,183,174,4,,,,C,-5-,2,4.0,BLK. EYE,,,,0,0,0,2002
02IN00781,1998640056,K0056,64,K0056,98,2,62,1,06,06,900163,691163,7,,,,3,.,1,,173,181,3,,93,1024,C,,.,4.0,"SW.BAG,X",,,,0,0,0,2002
02IN00782,1998640065,K0065,64,K0065,98,2,61,1,06,01,890163,713463,7,,,,1,.,1,,190,198,2,,,,R,02K,2,4.0,,,,,0,0,0,2002
02IN00783,1998640102,K0102,64,K0102,98,2,62,1,06,05,871163,812363,7,,,,1,.,1,,179,174,2,,,,C,-3-,1,4.0,,,,,0,0,0,2002
02IN00784,1998640104,K0104,64,K0104,98,2,60,1,06,06,900163,781663,7,,,,1,.,1,,169,182,2,,,,M,01K,2,4.0,,,,,0,0,0,2002
02IN00785,1998640118,K0118,64,K0118,98,2,61,1,06,03,874463,818163,7,,,,1,.,1,,171,191,2,,,,R,01K,2,4.0,,,,,0,0,0,2002
02IN00786,1998640121,K0121,64,K0121,98,2,CP,1,05,51,859663,857063,0,,CC,,B,.,1,,170,175,2,,93,0913,H,,.,4.0,BIG TAG y2001,,,,1,1,2,2002
02IN00787,1998640123,K0123,64,K0123,98,2,60,1,06,02,862463,776763,7,,,,1,.,1,,181,186,2,,,,M,02K,2,4.0,,,,,0,0,0,2002
02IN00788,1998640131,K0131,64,K0131,98,2,60,1,06,04,872363,778463,7,,,,B,.,1,,216,235,2,,93,0913,M,,.,4.0,FIBERBAG,,,,0,0,0,2002
02IN00789,1998640145,K0145,64,K0145,98,2,60,1,06,02,862463,682763,7,,,,1,.,2,,200,198,2,,,,M,03K,2,4.0,,,,,0,0,0,2002
02IN00790,1998640150,K0150,64,K0150,98,1,CP,1,05,52,876263,870163,0,,CC,,1,.,M,,260,282,0,,,,H,52,.,4.0,H3,CLPG,CC1,,1,1,2,2002
02IN00791,1998640159,K0159,64,K0159,98,2,62,1,06,03,874463,854963,7,,,,3,.,H,,166,183,2,,93,1024,C,,.,4.0,"FOOT ABS, LR",,,,0,0,0,2002
02IN00792,1998640170,K0170,64,K0170,98,2,60,1,06,04,872363,732163,7,,,,1,.,2,,153,171,2,,,,M,02K,2,4.0,NICE,,,,0,0,0,2002
02IN00793,1998640180,K0180,64,K0180,98,2,60,1,06,04,872363,627863,7,,,,1,.,2,,161,179,2,,,,M,02K,2,4.0,DYSTOCIA'99,,,,0,0,0,2002
02IN00794,1998640213,K0213,64,K0213,98,2,62,1,06,01,890163,702263,7,,,,1,.,1,,176,168,2,,,,C,02K,2,4.0,,,,,0,0,0,2002
02IN00795,1998640241,K0241,64,K0241,98,2,60,1,06,06,900163,623863,7,,,,1,.,1,,182,177,2,,,,M,02K,2,4.0,,,,,0,0,0,2002
02IN00796,1998640242,K0242,64,K0242,98,2,CP,1,05,52,876263,903263,0,,CC,,B,.,1,,173,198,2,,93,0913,H,,.,4.0,DYSTOCIA'99,,,,1,1,2,2002
02IN00797,1998640249,K0249,64,K0249,98,2,60,1,06,05,871163,750963,7,,,,1,.,3,,199,215,2,,,,M,-1-,1,4.0,,,,,0,0,0,2002
02IN00798,1998640251,K0251,64,K0251,98,2,60,1,06,02,862463,606363,7,,,,1,.,1,,207,206,2,,,,M,01K,2,4.0,BIG BAG,,,,0,0,0,2002
02IN00799,1998640252,K0252,64,K0252,98,2,60,1,06,02,862463,606363,7,,,,1,.,2,,194,205,2,,,,M,03K,2,4.0,FLTS,,,,0,0,0,2002
02IN00800,1998640254,K0254,64,K0254,98,2,62,1,06,04,872363,919063,7,,,,1,.,1,,196,201,4,,,,C,03K,2,4.0,,,,,0,0,0,2002
02IN00801,1998640263,K0263,64,K0263,98,2,CP,1,05,52,876263,897263,0,,CC,,7,.,*,,0,168,4,,97,0309,H,,.,4.0,MSG 3/9/02,,,,2,1,3,2002
02IN00802,1998640269,K0269,64,K0269,98,1,CP,1,05,51,859663,815763,0,,CC,,1,.,M,,217,244,0,,,,H,51,.,4.0,,CLPG,CC1,,1,1,2,2002
02IN00803,1998640273,K0273,64,K0273,98,2,61,1,06,04,872363,635463,7,,,,3,.,H,,178,179,2,,93,1024,R,,.,4.0,"FOOT ABS, LR",,,,0,0,0,2002
02IN00804,1998640275,K0275,64,K0275,98,2,60,1,06,01,890163,713163,7,,,,1,.,2,,207,192,2,,,,M,03K,2,4.0,RP,,,,0,0,0,2002
02IN00805,1998640276,K0276,64,K0276,98,2,60,1,06,01,890163,713163,7,,,,1,.,1,,170,180,4,,,,M,03K,2,4.0,THIN,,,,0,0,0,2002
02IN00806,1998640280,K0280,64,K0280,98,2,61,1,06,06,900163,775563,7,,,,1,.,1,,172,184,2,,,,R,-2-,1,4.0,,,,,0,0,0,2002
02IN00807,1998640281,K0281,64,K0281,98,2,61,1,06,06,900163,775563,7,,,,1,.,3,,157,167,2,,,,R,-4-,2,4.0,,,,,0,0,0,2002
02IN00808,1998640283,K0283,64,K0283,98,2,CP,1,05,51,859663,556610,0,,CC,,U,.,1,,156,175,2,,,,H,UTE,U,4.0,DYSTOCIA,,,,1,1,2,2002
