UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,C4445,STAPL,CLFL,BRDNEW,DAYDIS,GRFL,FLGR,C6263,SIRE,SB1,SALE_LOT,DAM,DB1,AGE_BRDG,C80,YRREC,AGE
59IN00014,1952101687,52,2,U1687,0,68,,10,,,,,8,,,,,,,,,,6,,,,10,0402,,,,,,,,,7,,1959,7.0
59IN00015,1952101688,52,2,U1688,0,68,,10,,,,,8,,,,,,,,122,143,,,,,10,,,,,,,   34,8,,7,,1959,7.0
59IN00016,1952101690,52,2,U1690,0,68,,10,,,,,8,,,,,,,,128,147,,,,,10,,,,,,,   32,8,,7,,1959,7.0
59IN00017,1952101691,52,2,U1691,0,68,,10,,,,,8,,,,,,,,136,163,,,,,10,,,,,,,   29,8,,7,,1959,7.0
59IN00018,1952101692,52,2,U1692,0,68,,10,,,,,8,,,,,,,,135,157,2,,,,10,0924,,,,,,    3,1,,7,,1959,7.0
59IN00019,1952101694,52,2,U1694,0,68,,10,,,,,8,,,,,,,,124,139,2,,,,10,0924,,,,,,    3,1,,7,,1959,7.0
59IN00020,1952101695,52,2,U1695,0,68,,10,,,,,8,,,,,,,,137,156,2,,,,10,0924,,,,,,    3,1,,7,,1959,7.0
59IN00021,1952101696,52,2,U1696,0,68,,10,,,,,8,,,,,,,,134,155,,,,,10,,,,,,,   42,8,,7,,1959,7.0
59IN00022,1952101697,52,2,U1697,0,68,,10,,,,,8,,,,,,,,133,170,3,,,,10,1218,,,,,,,,,7,,1959,7.0
59IN00023,1952101706,52,2,U1706,0,68,,10,,,,,8,,,,,,,,163,169,2,,,,10,0924,,,,,,    3,1,,7,,1959,7.0
59IN00024,1954101710,54,2,U1710,0,69,359,10,,10,,,6,,4,3,,085,16,,134,152,2,,077, 48,10,0924,100,2,,0781,2,    2,9,,5,,1959,5.0
59IN00025,1954101712,54,2,U1712,0,69,399,10,,07,,,6,,4,4,,088,10,,132,162,3,,078, 48,10,1218,113,2,,1637,2,,,,5,,1959,5.0
59IN00026,1954101719,54,2,U1719,0,69,748,10,,07,,,6,,4,5,,087,11,,130,152,2,,080, 45,10,0924,105,2,,6910,3,    2,9,,5,,1959,5.0
59IN00027,1954101724,54,2,U1724,0,69,468,10,,07,,,6,,4,4,,087,12,,123,148,2,,074, 40,10,0924,093,2,,0693,2,    2,9,,5,,1959,5.0
59IN00028,1954101728,54,2,U1728,0,69,508,10,,07,,,6,,4,4,,090,13,,129,153,,,074, 50,10,,096,2,,0705,2,   25,8,,5,,1959,5.0
59IN00029,1954101731,54,2,U1731,0,69,469,10,,08,,,6,,4,1,,081,11,,122,144,,,080, 40,10,,093,2,,1853,2,   21,8,,5,,1959,5.0
59IN00030,1954101733,54,2,U1733,0,69,519,10,,05,,,6,,4,3,,085,15,,113,136,,,076, 46,10,,098,2,,0069,2,   19,8,,5,,1959,5.0
59IN00031,1954101743,54,2,U1743,0,69,358,10,,05,,,6,,4,3,,101,13,,138,169,,,070, 41,10,,097,2,,0511,2,   24,8,,5,,1959,5.0
59IN00032,1954101751,54,2,U1751,0,69,368,10,,06,,,6,,4,3,,092,10,,137,165,2,,083, 49,10,0924,097,2,,0604,2,    2,9,,5,,1959,5.0
59IN00033,1954101757,54,2,U1757,0,69,368,10,,08,,,6,,4,5,,098,10,,148,150,2,,071, 45,10,0924,106,2,,0604,2,    2,9,,5,,1959,5.0
59IN00034,1954101758,54,2,U1758,0,69,469,10,,07,,,6,,4,3,,091,15,,121,142,,,080, 40,10,,075,2,,1853,2,   28,8,,5,,1959,5.0
59IN00035,1954101759,54,2,U1759,0,69,499,10,,06,,,6,,4,3,,090,12,,138,160,,,081, 41,10,,089,2,,1771,2,   22,8,,5,,1959,5.0
59IN00036,1954101760,54,2,U1760,0,69,458,10,,11,,,6,,4,3,,076,13,,117,136,2,,080, 39,10,0924,080,2,,1828,1,    2,9,,5,,1959,5.0
59IN00037,1954101762,54,2,U1762,0,69,508,10,,06,,,6,,4,3,,080,15,,127,142,,,073, 40,10,,089,2,,0705,2,   23,8,,5,,1959,5.0
59IN00038,1954101769,54,2,U1769,0,69,468,10,,07,,,6,,4,1,,073,15,,,,6,,065, 36,10,0331,080,2,,0693,2,,,,5,,1959,5.0
59IN00039,1954101778,54,2,U1778,0,69,408,10,,10,,,6,,4,4,,091,15,,137,162,,,072, 38,10,,094,2,,0714,2,   26,8,,5,,1959,5.0
59IN00040,1954101781,54,2,U1781,0,69,328,10,,07,,,6,,4,1,,083,11,,123,137,,,066, 36,10,,080,2,,7491,1,   35,8,,5,,1959,5.0
59IN00041,1954101789,54,2,U1789,0,69,398,10,,07,,,6,,4,3,,094,10,,128,160,,,076, 49,10,,098,2,,0396,2,   40,8,,5,,1959,5.0
59IN00042,1953101792,53,2,U1792,0,68,,10,,,,,7,,,,,,,,111,135,2,,,,10,0924,,,,,,    3,0,,6,,1959,6.0
59IN00043,1955101803,55,2,U1803,0,69,358,10,,06,,,5,,4,4,,091,09,,124,148,,,092,054,10,,138,2,,0511,2,   36,8,,4,,1959,4.0
59IN00044,1955101806,55,2,U1806,0,69,498,10,,08,,,5,,4,4,,098,10,,128,157,,,088,060,10,,128,1,,1037,2,   37,8,,4,,1959,4.0
59IN00045,1955101812,55,2,U1812,0,69,718,10,,08,,,5,,4,4,,096,09,,123,166,,,081,047,10,,100,2,,7473,3,   39,8,,4,,1959,4.0
59IN00046,1955101816,55,2,U1816,0,69,498,10,,08,,,5,,4,4,,090,13,,113,120,6,,082,054,10,1220,107,2,,1037,2,,,,4,,1959,4.0
59IN00047,1955101817,55,2,U1817,0,69,738,10,,05,,,5,,4,3,,108,12,,132,162,,,093,059,10,,119,2,,7019,3,   45,8,,4,,1959,4.0
59IN00048,1955101821,55,2,U1821,0,69,268,10,,08,,,5,,4,1,,077,09,,119,139,,,089,044,10,,079,2,,1008,2,   44,8,,4,,1959,4.0
59IN00049,1955101822,55,2,U1822,0,69,268,10,,08,,,5,,4,1,,084,09,,121,140,2,,086,049,10,0924,088,2,,1008,2,    2,8,,4,,1959,4.0
59IN00050,1955101827,55,2,U1827,0,69,368,10,,10,,,5,,4,5,,095,10,,133,162,,,100,054,10,,111,2,,0939,2,   42,8,,4,,1959,4.0
59IN00051,1955101828,55,2,U1828,0,69,458,10,,09,,,5,,4,4,,087,12,,114,136,,,092,048,10,,107,1,,1828,1,   29,8,,4,,1959,4.0
59IN00052,1955101829,55,2,U1829,0,69,498,10,,07,,,5,,4,4,,098,14,,135,163,,,081,054,10,,123,2,,1037,2,   34,8,,4,,1959,4.0
59IN00053,1955101835,55,2,U1835,0,69,728,10,,06,,,5,,4,4,,116,09,,153,188,2,,096,056,10,0924,125,2,,7231,3,    2,8,,4,,1959,4.0
59IN00054,1955101844,55,2,U1844,0,69,718,10,,07,,,5,,4,1,,100,10,,134,166,,,091,054,10,,095,2,,7473,3,   32,8,,4,,1959,4.0
59IN00055,1955101854,55,2,U1854,0,69,408,10,,07,,,5,,4,,,096,,,156,185,2,,,,10,0924,100,2,,1209,2,    2,8,,4,,1959,4.0
59IN00056,1955101857,55,2,U1857,0,69,409,10,,06,,,5,,4,4,,103,10,,138,173,,,092,052,10,,101,1,,0935,2,   51,8,,4,,1959,4.0
59IN00057,1955101867,55,2,U1867,0,69,728,10,,07,,,5,,4,3,,104,09,,140,177,,,088,048,10,,093,2,,7231,3,   46,8,,4,,1959,4.0
59IN00058,1955101868,55,2,U1868,0,69,728,10,,08,,,5,,4,1,,098,09,,143,167,,,092,045,10,,082,2,,7231,3,   47,8,,4,,1959,4.0
59IN00059,1955101869,55,2,U1869,0,69,358,10,,07,,,5,,4,3,,094,10,,136,135,,,087,050,10,,104,2,,0511,2,   49,8,,4,,1959,4.0
59IN00060,1955101873,55,2,U1873,0,69,358,10,,07,,,5,,4,4,,099,14,,131,145,3,,082,062,10,1218,098,2,,0511,2,,,,4,,1959,4.0
59IN00061,1955101874,55,2,U1874,0,69,328,10,,06,,,5,,4,1,,093,10,,123,153,2,,090,043,10,0924,085,2,,7491,1,    2,8,,4,,1959,4.0
59IN00062,1955101887,55,2,U1887,0,69,498,10,,08,,,5,,4,4,,093,11,,127,148,,,076,042,10,,098,1,,1037,2,   44,8,,4,,1959,4.0
59IN00063,1955101888,55,2,U1888,0,69,408,10,,08,,,5,,4,4,,084,14,,,,6,,088,044,10,0413,088,1,,1209,2,,,,4,,1959,4.0
59IN00064,1956101893,56,2,U1893,0,69,398,10,,07,,,4,,4,3,,096,13,,123,140,2,,091,049,10,0924,094,2,,0396,2,    2,7,,3,,1959,3.0
59IN00065,1956101898,56,2,U1898,0,69,349,10,,06,,,4,,4,3,,097,07,,131,136,,,085,037,10,,071,1,,4218,1,   45,8,,3,,1959,3.0
59IN00066,1956101902,56,2,U1902,0,69,591,10,,07,,,4,,5,3,,093,10,,137,172,2,,078,051,10,0924,100,2,,3868,1,    2,7,,3,,1959,3.0
59IN00067,1956101914,56,2,U1914,0,69,408,10,,07,,,4,,4,3,,097,11,,127,148,,,089,039,10,,087,2,,0935,2,   50,8,,3,,1959,3.0
59IN00068,1956101915,56,2,U1915,0,69,469,10,,04,,,4,,4,3,,086,09,,114,144,,,082,045,10,,078,1,,1700,2,   39,8,,3,,1959,3.0
59IN00069,1956101919,56,2,U1919,0,69,469,10,,06,,,4,,4,2,,090,09,,128,140,,,073,038,10,,066,1,,1700,2,   35,8,,3,,1959,3.0
59IN00070,1956101928,56,2,U1928,0,69,671,10,,06,,,4,,5,1,,096,11,,141,,3,,084,042,10,0615,084,2,,1857,2,,,,3,,1959,3.0
59IN00071,1956101929,56,4,U1929,0,,,10,,,,5,4,,,,,,,,150,186,,,,,10,,177,6,,1857,2,,1663,0,3,,1959,3.0
59IN00072,1956101929,56,4,U1929,0,,,10,,,,5,4,,,,,,,,150,171,,,,,10,,,,,1857,2,,1663,0,3,,1959,3.0
59IN00073,1956101931,56,2,U1931,0,69,681,10,,05,,,4,,5,5,,099,09,,126,158,,,078,032,10,,065,1,,1876,2,   40,8,,3,,1959,3.0
59IN00074,1956101935,56,2,U1935,0,69,671,10,,05,,,4,,5,1,,088,10,,123,153,,,093,038,10,,079,2,,1857,2,   37,8,,3,,1959,3.0
59IN00075,1956101942,56,2,U1942,0,69,399,10,,07,,,4,,4,3,,098,09,,120,147,,,085,049,10,,091,2,,1714,2,   36,8,,3,,1959,3.0
59IN00076,1956101952,56,2,U1952,0,69,601,10,,07,,,4,01,5,1,,100,09,,129,160,,,089,058,10,,108,2,,4150,1,77 41,0,,3,,1959,3.0
59IN00077,1956101953,56,2,U1953,0,69,348,10,,05,,,4,,4,3,,088,13,,133,157,6,,088,048,10,1220,091,2,,4079,1,,,,3,,1959,3.0
59IN00078,1956101962,56,2,U1962,0,69,591,10,,05,,,4,,5,3,,098,14,,126,149,,,079,042,10,,087,1,,3868,1,   25,8,,3,,1959,3.0
59IN00079,1956101966,56,2,U1966,0,69,728,10,,08,,,4,,4,1,,080,10,,117,151,,,092,047,10,,099,2,,7166,3,   23,8,,3,,1959,3.0
59IN00080,1956101967,56,2,U1967,0,69,728,10,,08,,,4,,4,1,,090,08,,122,153,,,094,047,10,,096,2,,7166,3,   22,8,,3,,1959,3.0
59IN00081,1956101968,56,2,U1968,0,69,329,10,,07,,,4,,4,1,,086,07,,122,170,2,,085,034,10,0924,078,1,,7491,1,    2,7,,3,,1959,3.0
59IN00082,1956101972,56,2,U1972,0,69,329,10,,07,,,4,,4,1,,091,08,,120,148,,,079,041,10,,086,2,,7491,1,   28,8,,3,,1959,3.0
59IN00083,1956101974,56,2,U1974,0,69,479,10,,04,,,4,,4,2,,106,12,,144,169,,,083,045,10,,087,2,,1939,2,   24,8,,3,,1959,3.0
59IN00084,1956101979,56,2,U1979,0,69,701,10,,08,,,4,,5,1,,083,10,,114,144,,,080,045,10,,089,2,,1621,2,   19,8,,3,,1959,3.0
59IN00085,1956101990,56,2,U1990,0,69,468,10,,08,,,4,,4,3,,072,11,,108,143,,,088,036,10,,068,1,,1994,2,   21,8,,3,,1959,3.0
59IN00086,1957101996,57,2,U1996,0,69,671,10,,08,,,3,,5,1,,098,09,,125,148,,,089,046,10,,113,2,,2504,2,   66,0,,2,,1959,2.0
59IN00087,1957101999,57,2,U1999,0,69,701,10,,08,,2,3,,5,1,,104,10,,114,152,,,067,036,10,,080,1,,2724,2,   64,0,,2,,1959,2.0
59IN00088,1957102000,57,2,U2000,0,69,398,10,,08,,3,3,,4,3,,100,12,,105,144,,,089,063,10,,121,3,,0396,2,   55,0,,2,,1959,2.0
59IN00089,1957102001,57,2,U2001,0,69,691,10,,08,,2,3,,5,1,,104,10,,113,144,,,079,059,10,,109,2,,2756,2,   55,0,,2,,1959,2.0
59IN00090,1957102003,57,2,U2003,0,69,349,10,,10,,,3,,4,2,,093,09,,112,129,,,079,047,10,,097,2,,4458,1,   58,0,,2,,1959,2.0
59IN00091,1957102005,57,2,U2005,0,69,681,10,,08,,1,3,,5,4,,097,09,,118,143,,,081,050,10,,096,2,,2516,2,   64,0,,2,,1959,2.0
59IN00092,1957102012,57,2,U2012,0,69,328,10,,09,,,3,,4,3,,089,09,,97,122,,,069,038,10,,079,1,,4520,1,   56,0,,2,,1959,2.0
59IN00093,1957102017,57,2,U2017,0,69,518,10,,10,,,3,,4,3,,086,09,,106,134,,,079,044,10,,076,2,,1470,2,   60,0,,2,,1959,2.0
59IN00094,1957102021,57,2,U2021,0,69,691,10,,07,,,3,,5,1,,109,11,,122,153,,,084,054,10,,113,2,,2756,2,   62,0,,2,,1959,2.0
59IN00095,1957102022,57,2,U2022,0,69,519,10,,08,,,3,,4,1,,112,09,,130,165,2,,081,045,10,0924,096,2,,2374,2,    2,5,,2,,1959,2.0
59IN00096,1957102023,57,2,U2023,0,69,551,10,,11,,,3,,5,4,,086,12,,102,132,,,075,046,10,,090,2,,4377,1,   61,0,,2,,1959,2.0
59IN00097,1957102025,57,2,U2025,0,69,671,10,,07,,,3,,5,1,,102,10,,117,156,2,,081,051,10,0924,101,2,,2504,2,    2,6,,2,,1959,2.0
59IN00098,1957102027,57,2,U2027,0,69,499,10,,10,,,3,,4,3,,090,09,,117,136,,,075,041,10,,091,2,,2406,2,   66,0,,2,,1959,2.0
59IN00099,1957102028,57,2,U2028,0,69,681,10,,08,,,3,,5,3,,094,09,,113,139,,,085,052,10,,100,2,,2516,2,   62,0,,2,,1959,2.0
59IN00100,1957102031,57,2,U2031,0,69,691,10,,08,,,3,,5,1,,102,09,,108,146,,,074,043,10,,088,2,,2756,2,   57,0,,2,,1959,2.0
59IN00101,1957102035,57,2,U2035,0,69,478,10,,08,,,3,,4,3,,103,11,,117,144,,,088,051,10,,091,2,,0603,2,   68,0,,2,,1959,2.0
59IN00102,1957102037,57,2,U2037,0,69,499,10,,10,,1,3,,4,3,,094,09,,122,133,,,070,037,10,,080,1,,2406,2,   67,0,,2,,1959,2.0
59IN00103,1957102040,57,2,U2040,0,69,399,10,,10,,,3,,4,4,,108,09,,130,123,6,,075,048,10,1210,098,2,,2916,2,,,,2,,1959,2.0
59IN00104,1957102041,57,2,U2041,0,69,571,10,,09,,,3,,5,1,,096,09,,113,154,,,076,048,10,,102,2,,4411,1,   65,0,,2,,1959,2.0
59IN00105,1957102043,57,2,U2043,0,69,519,10,,08,,,3,,4,4,,102,08,,116,139,2,,074,048,10,0924,097,2,,2374,2,    2,6,,2,,1959,2.0
59IN00106,1957102047,57,2,U2047,0,69,561,10,,08,,,3,,5,4,,111,09,,127,159,,,080,052,10,,097,2,,4409,1,   70,0,,2,,1959,2.0
59IN00107,1957102048,57,2,U2048,0,69,409,10,,07,,,3,,4,4,,106,09,,132,163,,,072,038,10,,085,2,,2435,2,   63,0,,2,,1959,2.0
59IN00108,1957102051,57,2,U2051,0,69,581,10,,09,,,3,,5,4,,098,09,,118,144,,,080,049,10,,097,2,,4150,1,   69,0,,2,,1959,2.0
59IN00109,1957102052,57,2,U2052,0,69,701,10,,07,,2,3,,5,1,,106,09,,108,140,,,084,037,10,,081,1,,2724,2,   59,0,,2,,1959,2.0
59IN00110,1957102053,57,2,U2053,0,69,561,10,,08,,,3,01,5,1,,108,09,,123,145,,,080,059,10,,110,2,,4409,1,63 41,0,,2,,1959,2.0
59IN00111,1957102055,57,2,U2055,0,69,571,10,,08,,3,3,,5,4,,096,09,,118,141,,,071,037,10,,081,2,,4411,1,   67,0,,2,,1959,2.0
59IN00112,1957102059,57,2,U2059,0,69,561,10,,10,,,3,,5,3,,086,09,,117,131,,,070,046,10,,090,2,,4409,1,   65,0,,2,,1959,2.0
59IN00113,1957102060,57,2,U2060,0,69,561,10,,09,,,3,,5,3,,097,09,,113,141,2,,085,056,10,0924,104,2,,4409,1,    2,6,,2,,1959,2.0
59IN00114,1957102061,57,2,U2061,0,69,349,10,,10,,,3,,4,4,,084,10,,99,129,,,066,046,10,,089,2,,4458,1,   69,0,,2,,1959,2.0
59IN00115,1957102069,57,2,U2069,0,69,408,10,,09,,,3,,4,4,,103,07,,120,,6,,066,035,10,0710,077,2,,1596,2,,,,2,,1959,2.0
59IN00116,1957102072,57,2,U2072,0,69,551,10,,09,,,3,,5,4,,088,09,,110,145,,,067,049,10,,094,2,,4377,1,   61,0,,2,,1959,2.0
59IN00117,1957102073,57,2,U2073,0,69,399,10,,09,,,3,,4,3,,106,09,,109,142,,,084,059,10,,109,2,,2916,2,   56,0,,2,,1959,2.0
59IN00118,1957102075,57,2,U2075,0,69,498,10,,08,,,3,,4,3,,112,09,,137,160,,,069,037,10,,079,2,,2776,2,   60,0,,2,,1959,2.0
59IN00119,1958102085,58,2,U2085,0,00,220,10,,,,,2,,,,,,,,,,6,,,,10,0412,,,,,,,,,1,,1959,1.0
59IN00120,1958102092,58,2,U2092,0,00,620,10,,07,,,2,,0,3,  2,111,09,,111,146,2,,086,054,10,0924,144,2,,,,    2,2,,1,,1959,1.0
59IN00121,1958102094,58,2,U2094,0,00,620,10,,08,,,2,,0,2,  2,094,11,,94,125,2,,083,051,10,0924,122,2,,,,    2,2,,1,,1959,1.0
59IN00122,1958102095,58,2,U2095,0,00,620,10,,09,,,2,,0,3,  2,088,12,,88,109,2,,084,039,10,0924,127,2,,,,    2,3,,1,,1959,1.0
59IN00123,1958102105,58,2,U2105,0,00,321,10,,08,,,2,,0,1,  4,103,09,,103,122,2,,085,048,10,0924,121,3,,,,    2,4,,1,,1959,1.0
59IN00124,1958102106,58,2,U2106,0,00,200,10,,08,,,2,,0,1,  1,082,08,,82,119,2,,079,037,10,0924,099,2,,,,    2,2,,1,,1959,1.0
59IN00125,1958102107,58,2,U2107,0,00,580,10,,07,,,2,,0,1,  2,102,09,,102,136,2,,071,036,10,0924,104,2,,,,    2,4,,1,,1959,1.0
59IN00126,1958102108,58,2,U2108,0,00,580,10,,06,,,2,,0,1,  2,108,08,,108,145,2,,082,041,10,0924,132,2,,,,    2,4,,1,,1959,1.0
59IN00127,1958102111,58,2,U2111,0,00,240,10,,09,,,2,,0,1,  2,091,09,,91,119,2,,067,040,10,0924,128,2,,,,    2,4,,1,,1959,1.0
59IN00128,1958102112,58,4,U2112,0,,,10,,,,,2,,,,,,,,130,170,,,,,10,,132,2,,,,,,,1,,1959,1.0
59IN00129,1958102113,58,2,U2113,0,00,730,10,,07,,,2,,0,3,  2,092,12,,92,116,2,,089,047,10,0924,117,2,,,,    2,3,,1,,1959,1.0
59IN00130,1958102114,58,2,U2114,0,00,490,10,,10,,,2,,0,3,  1,083,14,,83,115,2,,074,038,10,0924,128,2,,,,    2,3,,1,,1959,1.0
59IN00131,1958102117,58,2,U2117,0,69,581,10,,09,,,2,,5,4,  1,092,09,,92,120,,,080,044,10,,108,2,,4645,1,   23,8,,1,,1959,1.0
59IN00132,1958102121,58,2,U2121,0,69,641,10,,08,,,2,,5,1,  2,098,09,,98,124,,,087,044,10,,139,2,,3387,2,   25,8,,1,,1959,1.0
59IN00133,1958102123,58,2,U2123,0,69,621,10,,08,,,2,,5,1,  1,099,09,,99,,7,,075,032,10,1001,106,1,,4799,1,,,,1,,1959,1.0
59IN00134,1958102124,58,2,U2124,0,69,611,10,,07,,,2,,5,4,  2,110,07,,110,135,,,076,046,10,,133,2,,4585,1,   26,8,,1,,1959,1.0
59IN00135,1958102125,58,1,U2125,0,69,611,10,,,,3,2,,,,,,18,7,143,155,2,,,,10,0924,328,2,,4585,1,226,1687,0,1,,1959,1.0
59IN00136,1958102126,58,1,U2126,0,69,399,10,,,,1,2,,,,,,,,138,151,3,,,,10,0801,114,2,,0396,2,231,1949,0,1,,1959,1.0
59IN00137,1958102128,58,2,U2128,0,69,661,10,,09,,,2,,5,1,  1,093,10,,93,122,,,088,048,10,,119,2,,3195,2,   47,8,,1,,1959,1.0
59IN00138,1958102133,58,2,U2133,0,69,661,10,,06,,,2,,5,1,  1,101,09,,101,125,,,083,041,10,,120,2,,3195,2,   36,8,,1,,1959,1.0
59IN00139,1958102134,58,1,U2134,0,69,469,10,,,,4,2,,,,,,17,4,135,156,2,,,,10,0924,519,2,,1994,2,213,1751,0,1,,1959,1.0
59IN00140,1958102135,58,2,U2135,0,69,469,10,,09,,,2,,4,5,  2,091,09,,91,126,,,088,035,10,,089,2,,1994,2,   51,8,,1,,1959,1.0
59IN00141,1958102136,58,1,U2136,0,69,651,10,,,,1,2,,,,,,15,9,116,150,2,,,,10,0924,131,2,,3112,2,213,1972,0,1,,1959,1.0
59IN00142,1958102137,58,1,U2137,0,69,399,10,,,,1,2,,,,,,,,129,138,3,,,,10,0801,110,2,,0396,2,220,1885,0,1,,1959,1.0
59IN00143,1958102140,58,1,U2140,0,69,329,10,,,,1,2,,,,,,,,123,153,6,,,,10,1101,106,2,,5016,1,225,1967,0,1,,1959,1.0
59IN00144,1958102141,58,2,U2141,0,69,571,10,,08,,,2,,5,4,  2,096,09,,96,133,,,088,056,10,,123,3,,4610,1,   40,8,,1,,1959,1.0
59IN00145,1958102144,58,1,U2144,0,69,651,10,,,,3,2,,,,,,14,4,150,175,2,,,,10,0924,134,2,,3112,2,220,1759,0,1,,1959,1.0
59IN00146,1958102145,58,2,U2145,0,69,349,10,,06,,,2,,4,3,  2,101,09,,101,142,,,090,055,10,,130,2,,4079,1,   39,8,,1,,1959,1.0
59IN00147,1958102146,58,1,U2146,0,69,681,10,,,,3,2,,,,,,15,9,118,150,2,,,,10,0924,127,3,,2928,2,220,1966,0,1,,1959,1.0
59IN00148,1958102148,58,2,U2148,0,69,409,10,,09,,,2,,4,1,  1,101,09,,101,129,,,083,043,10,,111,2,,2435,2,   45,8,,1,,1959,1.0
59IN00149,1958102149,58,2,U2149,0,69,409,10,,07,,,2,,4,3,  2,101,08,,101,123,,,082,033,10,,092,2,,2435,2,   44,8,,1,,1959,1.0
59IN00150,1958102150,58,1,U2150,0,69,621,10,,,,1,2,,,,,,18,3,155,175,2,,,,10,0924,119,3,,4799,1,236,1690,0,1,,1959,1.0
59IN00151,1958102153,58,2,U2153,0,69,701,10,,08,,,2,,5,1,  2,088,10,,88,119,,,096,045,10,,116,3,,3083,2,   50,8,,1,,1959,1.0
59IN00152,1958102154,58,1,U2154,0,,,10,,,,,2,,,,,,18,8,142,153,2,,,,10,0924,117,2,,,,214,,,1,,1959,1.0
59IN00153,1958102155,58,2,U2155,0,69,479,10,,09,,,2,,4,4,  1,088,10,,88,130,,,083,036,10,,111,2,,2461,2,   49,8,,1,,1959,1.0
59IN00154,1958102156,58,1,U2156,0,69,348,10,,,,5,2,,,,,,17,7,154,164,2,,,,10,0924,139,2,,4458,1,235,1712,0,1,,1959,1.0
59IN00155,1958102157,58,1,U2157,0,69,348,10,,,,5,2,,,,,,,,124,144,2,,,,10,0924,119,2,,4458,1,226,1712,0,1,,1959,1.0
59IN00156,1958102158,58,2,U2158,0,69,681,10,,08,,,2,,5,1,  2,103,09,,103,145,,,083,009,10,,022,3,,2928,2,   37,8,,1,,1959,1.0
59IN00157,1958102159,58,1,U2159,0,69,591,10,,,,1,2,,,,,,18,7,122,150,2,,,,10,0924,100,2,,4774,1,208,1895,0,1,,1959,1.0
59IN00158,1958102161,58,2,U2161,0,69,479,10,,07,,,2,,4,3,  2,113,06,,113,147,,,083,041,10,,105,2,,2461,2,   46,8,,1,,1959,1.0
59IN00159,1958102162,58,2,U2162,0,69,499,10,,10,,,2,,4,1,  1,067,12,,67,109,2,,077,031,10,0924,098,1,,3080,2,    2,3,,1,,1959,1.0
59IN00160,1958102165,58,1,U2165,0,69,611,10,,,,5,2,,,,,,18,8,132,151,2,,,,10,0924,105,K,,4585,1,219,1857,0,1,,1959,1.0
59IN00161,1958102172,58,2,U2172,0,69,671,10,,07,,,2,,5,1,  1,093,09,,93,123,,,078,039,10,,092,2,,2504,2,   35,8,,1,,1959,1.0
59IN00162,1958102173,58,2,U2173,0,69,398,10,,10,,,2,,4,3,  1,077,09,,77,108,,,078,037,10,,109,2,,1714,2,   34,8,,1,,1959,1.0
59IN00163,1958102177,58,2,U2177,0,69,499,10,,09,,,2,,4,3,  2,098,12,,98,120,,,078,040,10,,117,2,,3080,2,   32,8,,1,,1959,1.0
59IN00164,1958102179,58,2,U2179,0,69,328,10,,08,,,2,,4,1,  2,096,11,,96,125,,,091,046,10,,111,4,,4657,1,   29,8,,1,,1959,1.0
