UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,TRT1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,C2426,BPEN,BRAND,C34,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT2,YRREC
78IN03085,1976431131,76,2,T1131,,41,760,,,,,,,,3,30,,413,,, 2,132,155,,,02,,43,,,068343,3,,525042,,,1978
78IN03086,1976431132,76,2,T1132,,42,852,,,,,,,,2,,,,,,,,,6,,02,,43,0524,,990442,*,,876542,01,,1978
78IN03087,1976431133,76,2,T1133,,02,852,,,,,,,,2,30,,,,, 2,116,125,,,02,,43,,,990442,2,,876542,,,1978
78IN03088,1976431137,76,2,T1137,,40,701,,,,,,,,3,30,,402,,, 2,137,154,,,02,,43,,,928542,2,,486242,,,1978
78IN03089,1976431143,76,2,T1143,,02,740,,,,,,,,2,,,,,,,132,,7,,02,,43,0914,,046943,1,,749942,97,,1978
78IN03090,1976431146,76,2,T1146,,02,982,,,,,,,,1,30,,,,, 2,123,140,,,02,,43,,,939642,1,,797842,,,1978
78IN03091,1976431147,76,1,T1147,,42,812,,,2,,,,,1,,,324,,,,163,169,2,,02,,43,0921,,973642,M,208,910342,92,,1978
78IN03092,1976431150,76,2,T1150,,42,902,,,,,,,,2,30,,707,,, 1,112,133,,,02,,43,,,944942,6,,889042,,,1978
78IN03093,1976431153,76,2,T1153,,02,742,,,,,,,,2,30,,,,, 2,117,120,,,02,,43,,,057543,3,,819542,,,1978
78IN03094,1976431157,76,2,T1157,,40,701,,,,,,,,2,30,,403,,, 2,128,132,,,02,,43,,,928542,3,,763342,,,1978
78IN03095,1976431163,76,2,T1163,,48,762,,,,,,,,3,30,,003,,, 1,118,131,,,02,,43,,,033543,1,,842342,,,1978
78IN03096,1976431167,76,2,T1167,,42,892,,,,,,,,1,30,,872,,, 1,143,157,,,02,,43,,,945542,2,,783542,,,1978
78IN03097,1976431169,76,2,T1169,,41,700,,,,,,,,3,30,,705,,, 1,145,166,,,02,,43,,,000843,5,,529242,,,1978
78IN03098,1976431173,76,2,T1173,,48,750,,,,,,,,2,30,,442,,, 2,128,139,,,02,,43,,,055943,2,,888142,,,1978
78IN03099,1976431180,76,2,T1180,,41,762,,,,,,,,1,30,,414,,, 2,116,123,,,02,,43,,,033543,2,,934442,,,1978
78IN03100,1976431181,76,2,T1181,,43,731,,,,,,,,2,30,,433,,, 1,97,119,,,02,,43,,,040843,6,,898142,,,1978
78IN03101,1976431184,76,1,T1184,,43,741,,,2,,,,,3,,,,,,,189,215,3,,02,,43,0927,,056843,M,262,881642,93,,1978
78IN03102,1976431185,76,2,T1185,,43,732,,,,,,,,1,30,,434,,, 1,123,151,,,02,,43,,,072043,6,,516142,,,1978
78IN03103,1976431186,76,2,T1186,,40,700,,,,,,,,1,30,,404,,, 2,138,139,,,02,,43,,,000843,3,,872842,,,1978
78IN03104,1976431189,76,2,T1189,,48,760,,,,,,,,2,30,,004,,, 1,137,150,,,02,,43,,,068343,2,,956642,,,1978
78IN03105,1976431192,76,2,T1192,,42,872,,,,,,,,2,30,,882,,, 2,105,107,,,02,,43,,,939842,3,,988542,,,1978
78IN03106,1976431197,76,2,T1197,,42,892,,,,,,,,2,30,,892,,, 1,108,133,,,02,,43,,,945542,3,,435742,,,1978
78IN03107,1976431203,76,2,T1203,,43,732,,,,,,,,2,30,,435,,, 1,116,145,,,02,,43,,,072043,6,,292642,,,1978
78IN03108,1976431207,76,1,T1207,,42,802,,,2,,,,,2,,,323,,,,192,201,2,,02,,43,0921,,937342,M,225,720242,92,,1978
78IN03109,1976431209,76,2,T1209,,48,731,,,,,,,,3,30,,443,,, 2,147,163,,,02,,43,,,040843,2,,789642,,,1978
78IN03110,1976431212,76,1,T1212,,42,852,,,2,,,,,1,,,311,,,,185,206,2,,02,,43,0921,,990442,M,245,721642,92,,1978
78IN03111,1976431218,76,1,T1218,,42,842,,,3,,,,,2,,,,,,,142,164,3,,02,,43,0814,,989042,M,191,471942,93,,1978
78IN03112,1976431226,76,2,T1226,,40,701,,,,,,,,2,30,,401,,, 2,177,163,,,02,,43,,,928542,3,,891842,,,1978
78IN03113,1976431228,76,2,T1228,,48,732,,,,,,,,3,30,,001,,, 1,148,174,,,02,,43,,,072043,2,,426942,,,1978
78IN03114,1976431232,76,2,T1232,,43,741,,,,,,,,2,30,,431,,, 2,117,140,,,02,,43,,,056843,6,,808642,,,1978
78IN03115,1976431234,76,2,T1234,,48,740,,,,,,,,2,30,,444,,, 2,126,138,,,02,,43,,,046943,3,,901742,,,1978
78IN03116,1976431237,76,2,T1237,,48,742,,,,,,,,1,,,,,,,121,,7,,02,,43,0914,,057543,2,,668842,97,,1978
78IN03117,1976431238,76,2,T1238,,41,732,,,,,,,,2,30,,411,,, 1,115,139,,,02,,43,,,072043,3,,292642,,,1978
78IN03118,1976431243,76,2,T1243,,02,741,,,,,,,,3,30,,,,, 1,133,145,,,02,,43,,,056843,1,,613442,,,1978
78IN03119,1976431248,76,2,T1248,,43,742,,,,,,,,2,30,,432,,, 2,113,131,,,02,,43,,,057543,6,,925142,,,1978
78IN03120,1976431253,76,2,T1253,,42,812,,,,,,,,2,30,,902,,, 1,107,120,,,02,,43,,,973642,2,,986542,,,1978
78IN03121,1976431255,76,2,T1255,,02,701,,,,,,,,2,30,,,,, 2,127,115,,,02,,43,,,928542,3,,771742,,,1978
78IN03122,1976431256,76,2,T1256,,40,701,,,,,,,,2,30,,402,,, 1,120,139,,,02,,43,,,928542,2,,771742,,,1978
78IN03123,1976431257,76,2,T1257,,48,761,,,,,,,,2,30,,002,,, 5,133,130,,,02,,43,,,070843,1,,909542,,,1978
78IN03124,1976431264,76,2,T1264,,40,700,,,,,,,,1,30,,403,,, 2,163,181,,,02,,43,,,000843,2,,947742,,,1978
78IN03125,1976431265,76,2,T1265,,42,962,,,,,,,,1,30,,912,,, 2,135,145,,,02,,43,,,923142,3,,853042,,,1978
78IN03126,1976431267,76,2,T1267,,48,762,,,,,,,,2,30,,441,,, 1,120,139,,,02,,43,,,033543,5,,951242,,,1978
78IN03127,1976431268,76,2,T1268,,48,751,,,,,,,,1,30,,003,,, 1,137,149,,,02,,43,,,049943,3,,493142,,,1978
78IN03128,1976431272,76,2,T1272,,41,762,,,,,,,,3,30,,412,,, 2,127,162,,,02,,43,,,033543,5,,657042,,,1978
78IN03129,1976431273,76,2,T1273,,41,761,,,,,,,,2,30,,413,,, 2,147,142,,,02,,43,,,070843,3,,771142,,,1978
78IN03130,1976431275,76,2,T1275,,41,700,,,,,,,,3,30,,414,,, 2,130,130,,,02,,43,,,000843,3,,668342,,,1978
78IN03131,1976431276,76,2,T1276,,48,740,,,,,,,,1,30,,442,,,10,143,153,,,02,,43,,,046943,3,,982642,,,1978
78IN03132,1976431277,76,2,T1277,,48,762,,,,,,,,2,30,,004,,, 2,120,137,,,02,,43,,,033543,3,,725342,,,1978
78IN03133,1976431278,76,2,T1278,,48,762,,,,,,,,2,30,,443,,, 1,125,140,,,02,,43,,,033543,1,,725342,,,1978
78IN03134,1976431279,76,2,T1279,,41,740,,,,,,,,2,30,,411,,, 2,143,151,,,02,,43,,,046943,1,,764842,,,1978
78IN03135,1976431280,76,2,T1280,,48,740,,,,,,,,2,30,,001,,, 1,127,153,,,02,,43,,,046943,5,,764842,,,1978
78IN03136,1976431281,76,1,T1281,,42,892,,,2,,,,,1,,,323,,,,180,193,2,,02,,43,0921,,945542,M,232,842442,92,,1978
78IN03137,1976431285,76,2,T1285,,02,802,,,,,,,,2,30,,,,, 1,111,114,,,02,,43,,,937342,1,,913742,,,1978
78IN03138,1976431291,76,2,T1291,,40,702,,,,,,,,2,30,,404,,, 1,118,136,,,02,,43,,,952442,1,,603442,,,1978
78IN03139,1976431297,76,2,T1297,,48,731,,,,,,,,1,30,,444,,, 1,109,131,,,02,,43,,,040843,5,,843042,,,1978
78IN03140,1976431304,76,2,T1304,,40,701,,,,,,,,1,30,,401,,, 4,149,168,,,02,,43,,,928542,2,,912142,,,1978
78IN03141,1976431309,76,2,T1309,,02,872,,,,,,,,1,30,,,,, 2,116,130,,,02,,43,,,939842,2,,472042,,,1978
78IN03142,1976431316,76,2,T1316,,41,741,,,,,,,,2,30,,412,,, 2,133,133,,,02,,43,,,056843,3,,353442,,,1978
78IN03143,1976431323,76,2,T1323,,43,740,,,,,,,,2,30,,433,,, 2,134,160,,,02,,43,,,046943,6,,711042,,,1978
78IN03144,1976431324,76,2,T1324,,48,761,,,,,,,,2,30,,002,,, 2,127,143,,,02,,43,,,070843,2,,516442,,,1978
78IN03145,1976431325,76,2,T1325,,48,761,,,,,,,,2,30,,441,,, 1,134,140,,,02,,43,,,070843,1,,516442,,,1978
78IN03146,1976431326,76,2,T1326,,48,702,,,,,,,,2,30,,003,,, 2,137,146,,,02,,43,,,952442,1,,667342,,,1978
78IN03147,1976431330,76,2,T1330,,48,732,,,,,,,,1,30,,442,,, 1,136,152,,,02,,43,,,072043,3,,974342,,,1978
78IN03148,1976431331,76,2,T1331,,02,740,,,,,,,,1,30,,,,, 2,105,127,,,02,,43,,,046943,2,,941242,,,1978
78IN03149,1976431332,76,2,T1332,,48,760,,,,,,,,1,30,,004,,, 2,143,155,,,02,,43,,,068343,3,,936942,,,1978
78IN03150,1976431338,76,2,T1338,,41,760,,,,,,,,3,30,,413,,, 1,136,150,,,02,,43,,,068343,2,,729442,,,1978
78IN03151,1976431343,76,2,T1343,,43,740,,,,,,,,2,30,,706,,, 1,127,151,,,02,,43,,,046943,6,,721842,,,1978
78IN03152,1976431349,76,2,T1349,,41,762,,,,,,,,2,30,,414,,, 1,129,140,,,02,,43,,,033543,1,,467542,,,1978
78IN03153,1976431350,76,2,T1350,,41,762,,,,,,,,1,30,,411,,, 2,111,120,,,02,,43,,,033543,2,,972142,,,1978
78IN03154,1976431351,76,2,T1351,,40,700,,,,,,,,1,30,,707,,, 2,132,153,,,02,,43,,,000843,5,,912942,,,1978
78IN03155,1976431359,76,2,T1359,,48,751,,,,,,,,2,30,,705,,, 5,111,127,,,02,,43,,,049943,1,,908842,,,1978
78IN03156,1976431362,76,2,T1362,,42,922,,,,,,,,2,30,,922,,, 2,127,122,,,02,,43,,,940742,1,,447442,,,1978
78IN03157,1976431376,76,2,T1376,,00,740,,,,,,,,1,,,,,,,136,,3,,02,,43,1023,,046943,K,,270942,93,,1978
78IN03158,1976431377,76,2,T1377,,40,700,,,,,,,,2,30,,402,,, 2,135,149,,,02,,43,,,000843,2,,706942,,,1978
78IN03159,1976431387,76,1,T1387,,41,731,,,2,,,,,2,,,,,,,171,201,2,,02,,43,0821,,040843,M,229,602342,92,,1978
78IN03160,1976431391,76,1,T1391,,42,942,,,2,,,,,2,,,313,,,,186,191,2,,02,,43,0921,,992942,M,222,493842,92,,1978
78IN03161,1976431392,76,2,T1392,,42,942,,,,,,,,2,30,,932,,, 2,145,150,,,02,,43,,,992942,3,,493842,,,1978
78IN03162,1976431400,76,2,T1400,,40,702,,,,,,,,3,30,,403,,, 2,131,153,,,02,,43,,,952442,3,,559542,,,1978
78IN03163,1976431408,76,2,T1408,,48,750,,,,,,,,3,30,,443,,, 2,122,138,,,02,,43,,,055943,2,,939042,,,1978
78IN03164,1976431410,76,2,T1410,,48,752,,,3,,,,,2,,,,,,12,126,124,,,02,,43,,,071443,1,,826342,,,1978
78IN03165,1976431411,76,2,T1411,,42,882,,,,,,,,2,30,,942,,, 2,113,111,,,02,,43,,,932242,3,,606542,,,1978
78IN03166,1976431412,76,1,T1412,,42,882,,,2,,,,,2,,,,,,,175,165,3,,02,,43,0927,,932242,M,218,606542,93,,1978
78IN03167,1976431413,76,2,T1413,,48,742,,,,,,,,1,30,,001,,, 1,133,142,,,02,,43,,,057543,2,,951442,,,1978
78IN03168,1976431414,76,2,T1414,,42,832,,,,,,,,1,30,,952,,, 2,115,131,,,02,,43,,,945342,3,,982542,,,1978
78IN03169,1976431416,76,2,T1416,,41,730,,,,,,,,1,30,,412,,, 2,144,151,,,02,,43,,,058343,2,,381842,,,1978
78IN03170,1976431422,76,2,T1422,,41,760,,,,,,,,2,30,,413,,, 2,113,114,,,02,,43,,,068343,3,,700242,,,1978
78IN03171,1976431430,76,2,T1430,,48,732,,,,,,,,1,,,,,, 1,131,129,3,,02,,43,1016,,072043,5,,893442,93,,1978
78IN03172,1976431434,76,2,T1434,,43,732,,,,,,,,1,30,,434,,, 1,142,145,,,02,,43,,,072043,1,,939242,,,1978
78IN03173,1976431436,76,2,T1436,,41,751,,,,,,,,3,30,,414,,, 2,149,168,,,02,,43,,,049943,6,,477342,,,1978
78IN03174,1976431437,76,2,T1437,,48,740,,,,,,,,1,30,,444,,, 2,128,134,,,02,,43,,,046943,1,,491242,,,1978
78IN03175,1976431439,76,2,T1439,,41,731,,,3,,,,,2,,,,,, 2,108,124,,,02,,43,,,040843,4,,638942,,,1978
78IN03176,1976431440,76,2,T1440,,42,802,,,,,,,,3,30,,802,,, 2,115,111,,,02,,43,,,937342,3,,969542,,,1978
78IN03177,1976431442,76,1,T1442,,42,942,,,2,,,,,1,,,322,,,,167,189,2,,02,,43,0921,,992942,M,225,884042,92,,1978
78IN03178,1976431447,76,1,T1447,,42,902,,,2,,,,,3,,,325,,,,196,183,2,,02,,43,0921,,944942,M,231,940842,92,,1978
78IN03179,1976431451,76,2,T1451,,48,730,,,,,,,,1,30,,002,,, 2,140,159,,,02,,43,,,058343,2,,884442,,,1978
78IN03180,1976431452,76,2,T1452,,48,761,,,,,,,,2,30,,441,,, 2,143,144,,,02,,43,,,070843,2,,951142,,,1978
78IN03181,1976431453,76,2,T1453,,48,761,,,,,,,,2,30,,003,,, 2,122,138,,,02,,43,,,070843,3,,951142,,,1978
78IN03182,1976431454,76,2,T1454,,42,962,,,,,,,,1,30,,812,,, 1,90,109,,,02,,43,,,923142,5,,426342,,,1978
78IN03183,1976431460,76,2,T1460,,40,702,,,,,,,,2,30,,404,,, 2,136,150,,,02,,43,,,952442,1,,707642,,,1978
78IN03184,1976431464,76,2,T1464,,42,872,,,,,,,,2,,,,,,,,,6,,02,,43,0428,,939842,*,,660442,01,,1978
78IN03185,1976431465,76,2,T1465,,43,740,,,,,,,,2,30,,435,,, 2,127,150,,,02,,43,,,046943,6,,955142,,,1978
78IN03186,1976431468,76,2,T1468,,48,750,,,,,,,,2,,,,,,,,,6,,02,,43,0325,,055943,*,,937742,06,,1978
78IN03187,1976431469,76,2,T1469,,48,750,,,,,,,,2,30,,442,,, 2,108,114,,,02,,43,,,055943,1,,937742,,,1978
78IN03188,1976431476,76,2,T1476,,02,742,,,,,,,,2,30,,,,, 3,118,122,,,02,,43,,,057543,2,,344942,,,1978
78IN03189,1976431477,76,2,T1477,,48,760,,,,,,,,2,30,,004,,, 2,121,133,,,02,,43,,,068343,1,,768442,,,1978
78IN03190,1976431479,76,2,T1479,,43,731,,,,,,,,1,30,,431,,, 1,107,133,,,02,,43,,,040843,5,,924742,,,1978
78IN03191,1976431480,76,2,T1480,,43,741,,,,,,,,1,30,,432,,, 2,114,138,,,02,,43,,,056843,6,,860542,,,1978
78IN03192,1976431484,76,2,T1484,,02,802,,,,,,,,3,30,,,,, 2,105,106,,,02,,43,,,937342,2,,379342,,,1978
78IN03193,1976431487,76,2,T1487,,48,730,,,,,,,,2,30,,443,,, 1,112,144,,,02,,43,,,058343,5,,733442,,,1978
78IN03194,1976431489,76,2,T1489,,40,701,,,,,,,,2,30,,401,,, 1,104,104,,,02,,43,,,928542,5,,786842,,,1978
78IN03195,1976431490,76,2,T1490,,40,701,,,,,,,,2,30,,402,,, 2,124,121,,,02,,43,,,928542,2,,786842,,,1978
78IN03196,1976431498,76,2,T1498,,40,702,,,,,,,,1,,,,,,,,,7,,02,,43,0525,,952442,*,,769142,97,,1978
78IN03197,1976431502,76,2,T1502,,41,732,,,,,,,,1,30,,411,,, 1,134,165,,,02,,43,,,072043,2,,650042,,,1978
78IN03198,1976431504,76,2,T1504,,48,732,,,,,,,,2,30,,001,,, 1,139,154,,,02,,43,,,072043,1,,773242,,,1978
78IN03199,1976431510,76,2,T1510,,48,760,,,,,,,,2,30,,706,,, 2,129,134,,,02,,43,,,068343,3,,888342,,,1978
78IN03200,1976431512,76,2,T1512,,48,760,,,,,,,,2,30,,444,,, 2,146,153,,,02,,43,,,068343,2,,472442,,,1978
78IN03201,1976431514,76,2,T1514,,41,740,,,,,,,,1,30,,412,,, 2,103,117,,,02,,43,,,046943,3,,802642,,,1978
78IN03202,1976431516,76,2,T1516,,42,862,,,,,,,,1,30,,822,,, 1,96,101,,,02,,43,,,991442,2,,873542,,,1978
78IN03203,1976431520,76,2,T1520,,41,760,,,,,,,,1,30,,413,,, 1,144,155,,,02,,43,,,068343,3,,263642,,,1978
78IN03204,1976431523,76,2,T1523,,48,752,,,,,,,,2,30,,002,,, 1,126,134,,,02,,43,,,071443,1,,727542,,,1978
78IN03205,1976431526,76,2,T1526,,43,732,,,,,,,,1,30,,434,,, 1,146,169,,,02,,43,,,072043,5,,758642,,,1978
78IN03206,1976431534,76,2,T1534,,48,741,,,,,,,,2,30,,441,,, 2,123,133,,,02,,43,,,056843,2,,650542,,,1978
78IN03207,1976431535,76,2,T1535,,43,741,,,,,,,,2,30,,433,,, 2,113,138,,,02,,43,,,056843,6,,650542,,,1978
78IN03208,1977431540,77,2,T1540,,42,802,,,,,,,,3,20,,832,,,,96,124,,,02,,43,,,046143,5,,910042,,,1978
78IN03209,1977431542,77,2,T1542,,40,402,,,,,,,,3,20,,403,,,,112,149,,,02,,43,,,026843,5,,061543,,,1978
78IN03210,1977431544,77,1,T1544,,41,411,,,,,,,,1,,,,,,,,,6,,02,,43,0518,,111143,*,,024143,01,,1978
78IN03211,1977431549,77,1,T1549,,40,402,,,2,,,,,3,,,287,,,,162,192,2,,02,,43,0921,,026843,Y,271,912142,92,,1978
78IN03212,1977431550,77,1,T1550,,41,411,,,3,,,,,1,,,,,,,113,138,3,,02,,43,1113,,111143,Y,203,054743,93,,1978
78IN03213,1977431551,77,1,T1551,,40,403,,,2,,,,,1,,,290,,,,144,155,2,,02,,43,0921,,009243,Y,240,778942,92,,1978
78IN03214,1977431553,77,2,T1553,,40,402,,,,,,,,3,20,,404,,,,117,150,,,02,,43,,,026843,5,,946142,,,1978
78IN03215,1977431555,77,1,T1555,,43,431,,,2,,,,,1,,,305,,,,141,160,2,,02,,43,0921,,099443,Y,241,967942,92,,1978
78IN03216,1977431556,77,1,T1556,,41,411,,,,,,,,1,,,,,,,133,,3,,02,,43,0605,,111143,Y,,043143,93,,1978
78IN03217,1977431557,77,1,T1557,,41,412,,,2,,,,,3,,,295,,,,150,166,2,,02,,43,0921,,103743,Y,250,899542,92,,1978
78IN03218,1977431559,77,1,T1559,,40,402,,,3,,,,,5,,,,,,,151,161,3,,02,,43,1113,,026843,Y,263,969042,93,,1978
78IN03219,1977431560,77,2,T1560,,40,402,,,,,,,,5,,,,,,,67,,7,,02,,43,0914,,026843,5,,969042,97,,1978
78IN03220,1977431561,77,1,T1561,,43,431,,,2,,,,,1,,,,,,,161,187,2,,02,,43,0821,,099443,Y,259,038043,92,,1978
78IN03221,1977431562,77,1,T1562,,41,413,,,2,,,,,1,,,289,,,,146,169,2,,02,,43,0921,,076543,Y,248,016343,92,,1978
78IN03222,1977431563,77,2,T1563,,41,413,,,,,,,,1,20,,414,,,,117,144,,,02,,43,,,076543,5,,046443,,,1978
78IN03223,1977431564,77,2,T1564,,42,922,,,2,,,,,3,,,045,,,,106,133,2,,02,,43,0921,,024843,5,,038243,92,,1978
78IN03224,1977431566,77,1,T1566,,40,404,,,2,,,,,1,,,294,,,,140,161,2,,02,,43,0921,,059343,Y,241,771742,92,,1978
78IN03225,1977431567,77,1,T1567,,41,413,,,1,,,,,5,,,,,,,161,181,,,02,,43,,,076543,Y,274,012243,,,1978
78IN03226,1977431568,77,2,T1568,,41,413,,,,,,,,5,20,,411,,,,97,136,,,02,,43,,,076543,5,,012243,,,1978
78IN03227,1977431569,77,2,T1569,,42,852,,,,,,,,5,20,,842,,,,93,125,,,02,,43,,,014243,5,,924542,,,1978
78IN03228,1977431570,77,2,T1570,,42,852,,,,,,,,5,20,,852,,, 2,108,121,,,02,,43,,,014243,3,,924542,,,1978
78IN03229,1977431571,77,2,T1571,,40,402,,,,,,,,1,20,,401,,,,120,155,,,02,,43,,,026843,5,,536342,,,1978
78IN03230,1977431572,77,1,T1572,,42,942,,,3,,,,,5,,,,,,,104,121,3,,02,,43,1113,,004743,Y,205,838142,93,,1978
78IN03231,1977431573,77,1,T1573,,42,942,,,1,,,,,5,,,,,,,63,85,7,,02,,43,1030,,004743,Y,162,838142,97,,1978
78IN03232,1977431574,77,2,T1574,,40,401,,,,,,,,5,20,,402,,,,119,152,,,02,,43,,,009943,5,,922842,,,1978
78IN03233,1977431575,77,1,T1575,,40,401,,,2,,,,,5,,,293,,,,144,174,2,,02,,43,0921,,009943,Y,246,922842,92,,1978
78IN03234,1977431582,77,1,T1582,,40,402,,,3,,,,,5,,,,,,,102,122,3,,02,,43,1113,,026843,Y,203,679642,93,,1978
78IN03235,1977431583,77,2,T1583,,40,402,,,,,,,,5,20,,403,,,,109,146,,,02,,43,,,026843,5,,679642,,,1978
78IN03236,1977431585,77,1,T1585,,42,912,,,3,,,,,1,,,,,,,121,144,3,,02,,43,1113,,005743,Y,205,881742,93,,1978
78IN03237,1977431586,77,2,T1586,,40,401,,,,,,,,3,20,,404,,,,120,150,,,02,,43,,,009943,5,,872842,,,1978
78IN03238,1977431587,77,2,T1587,,40,401,,,,,,,,3,20,,403,,,,126,156,,,02,,43,,,009943,5,,872842,,,1978
78IN03239,1977431589,77,2,T1589,,40,403,,,,,,,,3,,,,,,,105,,6,,02,,43,0831,,009243,5,,941542,01,,1978
78IN03240,1977431590,77,1,T1590,,43,434,,,2,,,,,1,,,296,,,,141,163,2,,02,,43,0921,,123343,Y,246,028243,92,,1978
78IN03241,1977431591,77,1,T1591,,43,432,,,3,,,,,1,,,,,,,108,129,3,,02,,43,1113,,086143,Y,214,010943,93,,1978
78IN03242,1977431592,77,1,T1592,,41,411,,,3,,,,,1,,,,,,,112,136,3,,02,,43,1113,,111143,Y,198,993642,93,,1978
78IN03243,1977431593,77,2,T1593,,41,413,,,,,,,,1,20,,412,,,,116,156,,,02,,43,,,076543,5,,959542,,,1978
78IN03244,1977431598,77,2,T1598,,42,872,,,2,,,,,1,,,042,,,,107,131,2,,02,,43,0921,,065343,5,,053143,92,,1978
78IN03245,1977431600,77,1,T1600,,42,912,,,3,,,,,1,,,,,,,107,125,3,,02,,43,1113,,005743,Y,210,037443,93,,1978
78IN03246,1977431602,77,1,T1602,,41,412,,,2,,,,,1,,,319,,,,132,144,2,,02,,43,0921,,103743,Y,227,927642,92,,1978
78IN03247,1977431603,77,2,T1603,,43,432,,,2,,,,,5,,,047,,,,84,116,2,,02,,43,0921,,086143,5,,852642,92,,1978
78IN03248,1977431604,77,1,T1604,,43,432,,,2,,,,,5,,,321,,,,125,144,2,,02,,43,0921,,086143,Y,236,852642,92,,1978
78IN03249,1977431605,77,1,T1605,,41,411,,,2,,,,,5,,,318,,,,138,163,2,,02,,43,0921,,111143,Y,244,993142,92,,1978
78IN03250,1977431606,77,1,T1606,,41,411,,,,,,,,5,,,,,,,150,,7,,02,,43,0725,,111143,Y,252,993142,97,,1978
78IN03251,1977431607,77,2,T1607,,41,413,,,,,,,,5,20,,413,,,,97,120,,,02,,43,,,076543,5,,711542,,,1978
78IN03252,1977431608,77,1,T1608,,41,413,,,3,,,,,5,,,,,,,115,135,3,,02,,43,1113,,076543,Y,222,711542,93,,1978
78IN03253,1977431609,77,1,T1609,,41,414,,,2,,,,,1,,,321,,,,117,143,2,,02,,43,0921,,104443,Y,220,806542,92,,1978
78IN03254,1977431610,77,1,T1610,,42,942,,,1,,,,,3,,,,,,,99,113,,,02,,43,,,004743,Y,202,006443,,,1978
78IN03255,1977431611,77,2,T1611,,40,404,,,,,,,,8,20,,404,,,,115,163,,,02,,43,,,059343,5,,837042,,,1978
78IN03256,1977431612,77,2,T1612,,40,404,,,,,,,,8,20,,707,,,,126,163,,,02,,43,,,059343,5,,837042,,,1978
78IN03257,1977431615,77,1,T1615,,40,404,,,,,,,,7,,,,,,,153,,6,,02,,43,0630,,059343,Y,,706942,04,,1978
78IN03258,1977431616,77,2,T1616,,43,435,,,,,,,,5,20,,431,,,,116,149,,,02,,43,,,108143,5,,974942,,,1978
78IN03259,1977431618,77,2,T1618,,41,411,,,,,,,,1,20,,414,,,,117,160,,,02,,43,,,111143,5,,942542,,,1978
78IN03260,1977431619,77,2,T1619,,43,433,,,,,,,,1,20,,435,,, 1,122,132,,,02,,43,,,146643,6,,381842,,,1978
78IN03261,1977431622,77,2,T1622,,40,403,,,,,,,,3,20,,401,,,,111,143,,,02,,43,,,009243,5,,017943,,,1978
78IN03262,1977431623,77,2,T1623,,41,414,,,,,,,,5,20,,411,,,,91,125,,,02,,43,,,104443,5,,978842,,,1978
78IN03263,1977431625,77,1,T1625,,40,401,,,2,,,,,1,,,,,,,144,175,2,,02,,43,0821,,009943,Y,244,990742,92,,1978
78IN03264,1977431626,77,1,T1626,,43,434,,,2,,,,,1,,,320,,,,142,149,2,,02,,43,0921,,123343,Y,244,056343,92,,1978
78IN03265,1977431627,77,1,T1627,,41,414,,,2,,,,,5,,,321,,,,118,136,2,,02,,43,0921,,104443,Y,240,019243,92,,1978
78IN03266,1977431630,77,2,T1630,,40,403,,,,,,,,7,20,,404,,,,125,146,,,02,,43,,,009243,5,,448842,,,1978
78IN03267,1977431632,77,2,T1632,,40,403,,,2,,,,,7,,,042,,,,96,131,2,,02,,43,0921,,009243,5,,448842,92,,1978
78IN03268,1977431633,77,2,T1633,,43,435,,,,,,,,3,20,,432,,,,108,143,,,02,,43,,,108143,5,,785042,,,1978
78IN03269,1977431634,77,2,T1634,,40,404,,,,,,,,5,20,,402,,,,119,158,,,02,,43,,,059343,5,,856942,,,1978
78IN03270,1977431636,77,2,T1636,,43,433,,,,,,,,1,20,,433,,,,124,150,,,02,,43,,,146643,5,,848442,,,1978
78IN03271,1977431639,77,1,T1639,,40,401,,,2,,,,,1,,,317,,,,117,135,2,,02,,43,0921,,009943,Y,221,038443,92,,1978
78IN03272,1977431641,77,2,T1641,,42,842,,,,,,,,3,20,,862,,, 1,116,128,,,02,,43,,,070243,3,,649742,,,1978
78IN03273,1977431642,77,2,T1642,,41,412,,,,,,,,1,20,,413,,,,104,129,,,02,,43,,,103743,5,,962542,,,1978
78IN03274,1977431644,77,2,T1644,,41,411,,,2,,,,,5,,,041,,,,95,127,2,,02,,43,0921,,111143,5,,733442,92,,1978
78IN03275,1977431645,77,2,T1645,,41,412,,,,,,,,3,20,,705,,, 2,113,120,,,02,,43,,,103743,3,,555542,,,1978
78IN03276,1977431646,77,1,T1646,,40,401,,,3,,,,,5,,,,,,,114,123,3,,02,,43,1113,,009943,Y,218,758942,93,,1978
78IN03277,1977431647,77,1,T1647,,40,401,,,2,,,,,5,,,319,,,,124,147,2,,02,,43,0921,,009943,Y,236,758942,92,,1978
78IN03278,1977431650,77,2,T1650,,43,434,,,,,,,,3,20,,435,,,,116,141,,,02,,43,,,123343,5,,037343,,,1978
78IN03279,1977431651,77,2,T1651,,43,432,,,,,,,,1,20,,434,,, 2,112,119,,,02,,43,,,086143,3,,056543,,,1978
78IN03280,1977431653,77,2,T1653,,43,434,,,,,,,,5,20,,431,,,,109,131,,,02,,43,,,123343,5,,883842,,,1978
