UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,TRT1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,C2426,BPEN,C3034,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT2,YRREC
77IN02209,1976190361,76,2,S0361,,11,741,,,,,,,,3,1,,113,, 1,103,89,,,07,,19,,,927018,5,,825518,,,1977
77IN02210,1976190363,76,1,S0363,,,731,,,2,,,,,1,1,,,,,115,146,3,,07,,19,0829,,895918,Y,206,806818,93,,1977
77IN02211,1976190364,76,1,S0364,,,732,,,3,,,,,3,1,,,,,103,136,3,,07,,19,0725,,939018,Y,211,809118,93,,1977
77IN02212,1976190370,76,1,S0370,,,732,,,,,,,,1,1,,,,,,,3,,07,,19,0207,,939018,*,,884518,93,,1977
77IN02213,1976190371,76,2,S0371,,13,731,,,,,,,,1,1,,134,, 1,99,119,,,07,,19,,,895918,5,,939418,,,1977
77IN02214,1976190372,76,2,S0372,,14,731,,,2,,,,,1,1,,039,,,82,102,2,,07,,19,0922,,895918,5,,939918,92,,1977
77IN02215,1968422969,68,2,T2969,,,41,,2,,3,,,,,9,,,,,128,,3,,02,,42,0620,,040542,K,,044142,93,,1977
77IN02216,1968423217,68,2,T3217,,,732,,2,,3,,,,,9,,,,,156,,3,,02,,42,0620,,000842,K,,979741,93,,1977
77IN02217,1969423449,69,2,T3449,,41,50,,,,,,,,,8,,,,,,,6,,02,,42,0531,,107742,*,,088542,05,,1977
77IN02218,1969423450,69,2,T3450,,44,57,,,2,,,,,,8,,034,, 2,141,134,2,,02,,42,0922,,108242,1,,177742,92,,1977
77IN02219,1969423454,69,2,T3454,,45,50,,,2,,,,,,8,,034,, 2,156,160,2,,02,,42,0922,,107742,5,,945041,92,,1977
77IN02220,1969423534,69,2,T3534,,43,59,,,2,,,,,,8,,431,, 3,186,143,,,02,,42,,,180342,3,,895941,,,1977
77IN02221,1969423540,69,2,T3540,,41,60,,,,,,,,,8,,411,, 3,169,174,,,02,,42,,,131842,3,,083042,,,1977
77IN02222,1969423591,69,2,T3591,,41,61,,,3,,,,,,8,,,,12,151,150,,,02,,42,,,219242,3,,162242,,,1977
77IN02223,1969423634,69,2,T3634,,40,722,,,,,,,,,8,,401,, 3,158,161,,,02,,42,,,208042,3,,869041,,,1977
77IN02224,1969423682,69,2,T3682,,43,57,,,2,,,,,,8,,034,, 1,196,150,2,,02,,42,0922,,108242,6,,208742,92,,1977
77IN02225,1969423743,69,2,T3743,,41,61,,,,,,,,,8,,412,, 2,148,142,,,02,,42,,,219242,3,,964541,,,1977
77IN02226,1969423818,69,2,T3818,,43,60,,,,,,,,,8,,432,, 2,196,174,,,02,,42,,,131842,6,,904641,,,1977
77IN02227,1969423853,69,2,T3853,,43,59,,,,,,,,,8,,433,, 2,157,149,,,02,,42,,,180342,6,,953841,,,1977
77IN02228,1969423991,69,2,T3991,,44,60,,,2,,,,,,8,,034,, 2,150,155,2,,02,,42,0922,,131842,3,,917241,92,,1977
77IN02229,1969424199,69,2,T4199,,44,60,,,2,,,,,,8,,034,, 3,167,154,2,,02,,42,0922,,131842,1,,134342,92,,1977
77IN02230,1969424216,69,2,T4216,,45,57,,,2,,,,,,8,,034,, 2,191,193,2,,02,,42,0922,,108242,2,,978541,92,,1977
77IN02231,1969424267,69,2,T4267,,44,51,,,,,,,,,8,,,,,124,,6,,02,,42,0715,,000842,3,,004542,01,,1977
77IN02232,1969424269,69,2,T4269,,43,54,,,2,,,,,,8,,034,, 3,153,161,2,,02,,42,0922,,065942,6,,077442,92,,1977
77IN02233,1969424272,69,2,T4272,,45,58,,,,,,,,,8,,456,, 9,195,189,,,02,,42,,,796641,2,,086242,,,1977
77IN02234,1969424323,69,2,T4323,,45,60,,,,,,,,,8,,,,,165,,7,,02,,42,0916,,131842,2,,160742,97,,1977
77IN02235,1969424334,69,2,T4334,,40,712,,,2,,,,,,8,,402,, 2,148,172,,,02,,42,,,201342,3,,974441,,,1977
77IN02236,1969424358,69,2,T4358,,44,60,,,,,,,,,8,,,,,125,,7,,02,,42,0916,,131842,1,,159942,97,,1977
77IN02237,1969424484,69,2,T4484,,,55,,,,3,,,,,8,,,,,153,,3,,02,,42,0630,,624241,K,,012342,93,,1977
77IN02238,1969424488,69,2,T4488,,40,732,,,,,,,,,8,,403,, 3,191,166,,,02,,42,,,229842,2,,993341,,,1977
77IN02239,1970424543,70,2,T4543,,42,90,,8,2,,,,,,7,,952,, 3,157,125,,,02,,42,,,326842,3,,199342,,,1977
77IN02240,1970424588,70,2,T4588,,,99,,8,,3,,,,,7,,,,,151,,3,,02,,42,0620,,301442,K,,139842,93,,1977
77IN02241,1970424638,70,2,T4638,,42,82,,8,3,,,,,,7,,,,11,161,158,,,02,,42,,,308342,2,,904241,,,1977
77IN02242,1970424665,70,2,T4665,,41,751,,,2,,,,,,7,,413,, 1,109,122,,,02,,42,,,361342,5,,137342,,,1977
77IN02243,1970424667,70,2,T4667,,43,731,,,,,,,,,7,,,,,161,,7,,02,,42,0916,,437442,6,,266342,97,,1977
77IN02244,1970424675,70,2,T4675,,41,761,,,,,,,,,7,,414,, 3,157,161,,,02,,42,,,338342,2,,111542,,,1977
77IN02245,1970424685,70,2,T4685,,40,731,,8,,,,,,,7,,404,, 3,191,157,,,02,,42,,,437442,3,,145842,,,1977
77IN02246,1970424719,70,2,T4719,,42,97,,8,2,,,,,,7,,033,, 2,140,138,2,,02,,42,0922,,278242,3,,134642,92,,1977
77IN02247,1970424720,70,2,T4720,,42,97,,8,,,,,,,7,,802,, 2,125,131,,,02,,42,,,278242,6,,134642,,,1977
77IN02248,1970424724,70,2,T4724,,44,761,,8,,,,,,,7,,,,,,,6,,02,,42,0118,,338342,*,,173542,10,,1977
77IN02249,1970424726,70,2,T4726,,45,760,,,2,,,,,,7,,,, 1,130,120,7,,02,,42,0926,,336542,1,,104342,97,,1977
77IN02250,1970424773,70,2,T4773,,41,750,,,,,,,,,7,,411,, 2,148,140,,,02,,42,,,446542,3,,152242,,,1977
77IN02251,1970424823,70,2,T4823,,48,771,,8,,,,,,,7,,001,, 9,178,164,,,02,,42,,,348342,2,,159342,,,1977
77IN02252,1970424862,70,2,T4862,,40,700,,,,,,,,,7,,,,,165,,6,,02,,42,0912,,408842,2,,208142,01,,1977
77IN02253,1970424871,70,2,T4871,,42,80,,8,,,,,,,7,,812,, 1,140,150,,,02,,42,,,327342,6,,303342,,,1977
77IN02254,1970424878,70,2,T4878,,43,730,,,,,,,,,7,,434,, 2,185,158,,,02,,42,,,385042,6,,241442,,,1977
77IN02255,1970424888,70,2,T4888,,40,761,,,3,,,,,,7,,,, 3,149,150,,,02,,42,,,338342,3,,248642,,,1977
77IN02256,1970424912,70,2,T4912,,40,740,,,,,,,,,7,,401,, 3,163,166,,,02,,42,,,409142,2,,896041,,,1977
77IN02257,1970424913,70,2,T4913,,43,740,,8,,,,,,,7,,435,, 2,146,159,,,02,,42,,,409142,6,,896041,,,1977
77IN02258,1970424918,70,2,T4918,,48,780,,,,,,,,,7,,457,, 3,168,170,,,02,,42,,,418842,2,,136042,,,1977
77IN02259,1970424931,70,2,T4931,,44,751,,,3,,,,,,7,,,, 1,140,160,3,,02,,42,0926,,361342,4,,018542,93,,1977
77IN02260,1970424937,70,2,T4937,,42,91,,8,2,,,,,,7,,822,, 2,136,129,,,02,,42,,,308242,6,,766041,,,1977
77IN02261,1970424938,70,2,T4938,,42,91,,,,,,,,,7,,832,, 2,131,131,,,02,,42,,,308242,3,,766041,,,1977
77IN02262,1970424956,70,2,T4956,,42,87,,,,,,,,,7,,842,, 4,138,142,,,02,,42,,,322642,3,,910741,,,1977
77IN02263,1970424960,70,2,T4960,,44,760,,8,,,,,,,7,,002,, 9,176,163,,,02,,42,,,336542,1,,073942,,,1977
77IN02264,1970424966,70,2,T4966,,44,741,,8,2,,,,,,7,,033,, 1,147,145,2,,02,,42,0922,,346542,2,,035242,92,,1977
77IN02265,1970424967,70,2,T4967,,43,741,,8,,,,,,,7,,431,, 1,136,132,,,02,,42,,,346542,6,,035242,,,1977
77IN02266,1970424988,70,2,T4988,,44,732,,,,,,,,,7,,003,, 3,151,144,,,02,,42,,,437342,2,,239242,,,1977
77IN02267,1970425004,70,2,T5004,,40,701,,8,3,,,,,,7,,,,11,167,153,,,02,,42,,,430342,2,,185042,,,1977
77IN02268,1970425044,70,2,T5044,,48,782,,,2,,,,,,7,,033,, 2,141,158,2,,02,,42,0922,,373942,3,,118142,92,,1977
77IN02269,1970425047,70,2,T5047,,45,751,,8,,,,,,,7,,458,, 5,116,133,,,02,,42,,,361342,1,,100242,,,1977
77IN02270,1970425110,70,2,T5110,,40,700,,,,,,,,,7,,,,,,,6,,02,,42,0412,,408842,*,,181542,01,,1977
77IN02271,1970425118,70,2,T5118,,43,731,,8,,,,,,,7,,,,,,,7,,02,,42,0601,,437442,*,,105942,97,,1977
77IN02272,1970425161,70,2,T5161,,41,732,,,,,,,,,7,,,,,,,7,,02,,42,0601,,437342,*,,161642,97,,1977
77IN02273,1970425169,70,2,T5169,,48,782,,,,,,,,,7,,435,, 1,146,140,,,02,,42,,,373942,1,,088842,,,1977
77IN02274,1970425182,70,2,T5182,,40,772,,8,,,,,,,7,,402,, 2,153,150,,,02,,42,,,437542,3,,961841,,,1977
77IN02275,1970425202,70,2,T5202,,45,772,,8,3,,,,,,7,,,,12,156,150,,,02,,42,,,437542,2,,145942,,,1977
77IN02276,1970425212,70,2,T5212,,45,782,,8,,,,,,,7,,459,, 2,174,173,,,02,,42,,,373942,3,,955341,,,1977
77IN02277,1970425227,70,2,T5227,,45,761,,8,,,,,,,7,,456,, 3,140,141,,,02,,42,,,338342,3,,146642,,,1977
77IN02278,1970425250,70,2,T5250,,41,762,,8,,,,,,,7,,412,, 2,169,157,,,02,,42,,,379742,3,,004142,,,1977
77IN02279,1970425269,70,2,T5269,,48,772,,8,,,,,,,7,,414,, 3,191,171,,,02,,42,,,437542,2,,071142,,,1977
77IN02280,1970425271,70,2,T5271,,43,731,,8,,,,,,,7,,432,, 3,134,118,,,02,,42,,,437442,3,,252042,,,1977
77IN02281,1970425315,70,2,T5315,,45,751,,,,,,,,,7,,457,, 5,137,152,,,02,,42,,,361342,2,,247342,,,1977
77IN02282,1970425320,70,2,T5320,,45,740,,8,,,,,,,7,,,,,158,,6,,02,,42,0912,,409142,2,,088542,01,,1977
77IN02283,1970425331,70,2,T5331,,43,742,,8,,,,,,,7,,433,, 2,169,166,,,02,,42,,,364642,6,,036742,,,1977
77IN02284,1970425334,70,2,T5334,,48,780,,,,,,,,,7,,404,, 2,176,172,,,02,,42,,,418842,1,,155942,,,1977
77IN02285,1970425344,70,2,T5344,,40,771,,,3,,,,,,7,,,,11,142,149,,,02,,42,,,348342,2,,915841,,,1977
77IN02286,1970425363,70,2,T5363,,40,762,,8,,,,,,,7,,403,, 2,157,137,,,02,,42,,,379742,1,,214942,,,1977
77IN02287,1970425418,70,2,T5418,,44,730,,8,3,,,,,,7,,,,12,132,133,,,02,,42,,,385042,2,,147542,,,1977
77IN02288,1970425423,70,2,T5423,,48,780,,,2,,,,,,7,,033,, 2,150,146,2,,02,,42,0922,,418842,2,,942141,92,,1977
77IN02289,1970425427,70,2,T5427,,45,771,,8,2,,,,,,7,,,, 2,158,154,,,02,,42,,,348342,3,,092242,,,1977
77IN02290,1970425439,70,2,T5439,,41,762,,8,,,,,,,7,,,,,,,6,,02,,42,0524,,379742,*,,241642,05,,1977
77IN02291,1970425442,70,2,T5442,,44,781,,8,,,,,,,7,,004,, 2,149,164,,,02,,42,,,417042,3,,052542,,,1977
77IN02292,1970425445,70,2,T5445,,44,740,,8,3,,,,,,7,,,,11,162,159,,,02,,42,,,409142,5,,057342,,,1977
77IN02293,1970425447,70,2,T5447,,43,740,,,3,,,,,,7,,,,12,133,128,3,,02,,42,0926,,409142,6,,057342,93,,1977
77IN02294,1970425450,70,2,T5450,,,771,,8,,3,,,,,7,,,,,,,5,,02,,42,0318,,348342,*,,955441,95,,1977
77IN02295,1970425457,70,2,T5457,,48,780,,,,,,,,,7,,005,, 3,151,152,,,02,,42,,,418842,2,,299142,,,1977
77IN02296,1970425477,70,2,T5477,,48,782,,,,,,,,,7,,456,, 2,167,169,,,02,,42,,,373942,3,,053342,,,1977
77IN02297,1970425491,70,2,T5491,,45,760,,,,,,,,,7,,458,, 2,150,142,,,02,,42,,,336542,3,,229542,,,1977
77IN02298,1970425542,70,2,T5542,,44,752,,,,,,,,,7,,,,,,,6,,02,,42,0407,,355942,*,,242442,09,,1977
77IN02299,1970425546,70,2,T5546,,42,88,,,2,,,,,,7,,033,, 3,161,149,2,,02,,42,0922,,330242,3,,217742,92,,1977
77IN02300,1970425555,70,2,T5555,,41,750,,,,,,,,,7,,413,, 2,137,141,,,02,,42,,,446542,2,,213142,,,1977
77IN02301,1970425563,70,2,T5563,,43,732,,,3,,,,,,7,,,, 2,131,128,,,02,,42,,,437342,6,,029342,,,1977
77IN02302,1970425595,70,2,T5595,,40,700,,,,,,,,,7,,,, 1,139,140,6,,02,,42,1013,,408842,3,,206842,01,,1977
77IN02303,1970425612,70,2,T5612,,45,741,,8,,,,,,,7,,459,, 2,179,163,,,02,,42,,,346542,1,,240242,,,1977
77IN02304,1970425637,70,2,T5637,,43,741,,,,,,,,,7,,434,, 2,173,148,,,02,,42,,,346542,6,,223442,,,1977
77IN02305,1970425670,70,2,T5670,,45,731,,8,,,,,,,7,,,,,,,6,,02,,42,0318,,437442,*,,077442,01,,1977
77IN02306,1970425678,70,2,T5678,,42,81,,,,,,,,,7,,852,, 2,122,117,,,02,,42,,,278542,2,,994141,,,1977
77IN02307,1970425699,70,2,T5699,,42,94,,,3,,,,,,7,,,,11,168,143,6,,02,,42,1028,,303442,3,,819641,01,,1977
77IN02308,1970425747,70,2,T5747,,42,83,,,2,,,,,,7,,862,, 2,145,129,,,02,,42,,,257842,6,,951041,,,1977
77IN02309,1971425773,71,2,T5773,,43,731,,,,,,,,,6,,431,, 2,146,129,,,02,,42,,,414642,6,,260542,,,1977
77IN02310,1971425786,71,2,T5786,,45,751,,,,,,,,,6,,458,, 2,133,113,,,02,,42,,,430542,2,,130842,,,1977
77IN02311,1971425800,71,2,T5800,,45,741,,8,,,,,,,6,,459,, 3,157,153,,,02,,42,,,378842,1,,083042,,,1977
77IN02312,1971425832,71,2,T5832,,40,702,,,,,,,,,6,,401,, 9,178,164,,,02,,42,,,433742,3,,185042,,,1977
77IN02313,1971425882,71,2,T5882,,45,732,,8,,,,,,,6,,456,, 2,163,151,,,02,,42,,,407642,1,,386242,,,1977
77IN02314,1971425886,71,2,T5886,,44,751,,8,,,,,,,6,,006,, 2,154,158,,,02,,42,,,430542,5,,009742,,,1977
77IN02315,1971425913,71,2,T5913,,42,872,,,,,,,,,6,,872,, 4,150,166,,,02,,42,,,358442,2,,363142,,,1977
77IN02316,1971425943,71,2,T5943,,41,761,,8,2,,,,,,6,,411,, 3,141,150,,,02,,42,,,396342,3,,034342,,,1977
77IN02317,1971425947,71,2,T5947,,48,780,,,,,,,,,6,,434,, 2,156,145,,,02,,42,,,418642,3,,223542,,,1977
77IN02318,1971425960,71,2,T5960,,43,741,,,,,,,,,6,,432,, 2,178,164,,,02,,42,,,378842,3,,975341,,,1977
77IN02319,1971426005,71,2,T6005,,48,780,,8,,,,,,,6,,414,, 2,168,161,,,02,,42,,,418642,3,,214642,,,1977
77IN02320,1971426010,71,2,T6010,,45,762,,,,,,,,,6,,,,,,,7,,02,,42,0601,,346642,*,,114642,97,,1977
77IN02321,1971426024,71,2,T6024,,41,752,,,,,,,,,6,,,,,168,,6,,02,,42,0715,,439542,2,,100242,01,,1977
77IN02322,1971426034,71,2,T6034,,40,701,,,2,,,,,,6,,402,, 2,184,166,,,02,,42,,,366042,2,,294242,,,1977
77IN02323,1971426035,71,2,T6035,,44,740,,8,,,,,,,6,,001,, 2,169,178,,,02,,42,,,355342,1,,378142,,,1977
77IN02324,1971426065,71,2,T6065,,42,852,,8,,,,,,,6,,882,, 3,160,161,,,02,,42,,,361942,2,,324442,,,1977
77IN02325,1971426067,71,2,T6067,,44,761,,,3,,,,,,6,,,,12,153,168,,,02,,42,,,396342,2,,403042,,,1977
77IN02326,1971426076,71,2,T6076,,44,751,,8,,,,,,,6,,002,, 4,167,158,,,02,,42,,,430542,2,,344242,,,1977
77IN02327,1971426115,71,2,T6115,,42,962,,,,,,,,,6,,,,,,,6,,02,,42,0422,,414042,*,,237742,01,,1977
77IN02328,1971426134,71,2,T6134,,43,742,,,,,,,,,6,,433,, 2,141,135,,,02,,42,,,417642,6,,183142,,,1977
77IN02329,1971426146,71,2,T6146,,43,730,,,,,,,,,6,,434,, 1,139,143,,,02,,42,,,386042,6,,161642,,,1977
77IN02330,1971426176,71,2,T6176,,48,771,,8,,,,,,,6,,401,, 5,178,170,,,02,,42,,,393242,5,,025042,,,1977
77IN02331,1971426187,71,2,T6187,,41,740,,,,,,,,,6,,412,, 2,147,149,,,02,,42,,,355342,2,,168942,,,1977
77IN02332,1971426193,71,2,T6193,,44,731,,,,,,,,,6,,003,, 2,128,131,,,02,,42,,,414642,1,,368242,,,1977
77IN02333,1971426198,71,2,T6198,,42,802,,,,,,,,,6,,,,,118,,7,,02,,42,0916,,398442,2,,434042,97,,1977
77IN02334,1971426243,71,2,T6243,,45,762,,8,2,,,,,,6,,031,, 3,165,162,2,,02,,42,0922,,346642,2,,241642,92,,1977
77IN02335,1971426250,71,2,T6250,,48,780,,,,,,,,,6,,004,, 2,157,178,,,02,,42,,,418642,1,,139442,,,1977
77IN02336,1971426254,71,2,T6254,,42,962,,,,,,,,,6,,,,,119,,7,,02,,42,0916,,414042,5,,422742,97,,1977
77IN02337,1971426259,71,2,T6259,,41,770,,8,,,,,,,6,,413,, 3,205,140,,,02,,42,,,367442,3,,977641,,,1977
77IN02338,1971426261,71,2,T6261,,40,701,,8,,,,,,,6,,403,, 3,147,160,,,02,,42,,,366042,3,,007242,,,1977
77IN02339,1971426268,71,2,T6268,,43,782,,8,,,,,,,6,,435,, 2,172,174,,,02,,42,,,430142,3,,346842,,,1977
77IN02340,1971426283,71,2,T6283,,43,732,,8,2,,,,,,6,,431,, 2,142,144,,,02,,42,,,407642,6,,086242,,,1977
77IN02341,1971426294,71,2,T6294,,41,750,,,2,,,,,,6,,031,, 1,214,191,2,,02,,42,0922,,361042,5,,382542,92,,1977
77IN02342,1971426324,71,2,T6324,,45,752,,,2,,,,,,6,,032,, 1,179,170,2,,02,,42,0922,,439542,5,,162842,92,,1977
77IN02343,1971426339,71,2,T6339,,44,760,,8,2,,,,,,6,,031,, 1,162,168,2,,02,,42,0922,,373042,5,,281042,92,,1977
77IN02344,1971426357,71,2,T6357,,45,731,,,,,,,,,6,,457,, 3,131,136,,,02,,42,,,414642,6,,051142,,,1977
77IN02345,1971426363,71,2,T6363,,40,701,,,,,,,,,6,,,,,165,,7,,02,,42,0916,,366042,3,,321742,97,,1977
77IN02346,1971426364,71,2,T6364,,43,740,,,,,,,,,6,,432,, 2,150,149,,,02,,42,,,355342,6,,057342,,,1977
77IN02347,1971426367,71,2,T6367,,48,781,,,,,,,,,6,,456,, 3,140,134,,,02,,42,,,441442,2,,069642,,,1977
77IN02348,1971426389,71,2,T6389,,43,730,,8,,,,,,,6,,433,, 2,141,130,,,02,,42,,,386042,6,,147542,,,1977
77IN02349,1971426393,71,2,T6393,,40,700,,,,,,,,,6,,404,, 3,183,160,,,02,,42,,,343142,3,,322042,,,1977
77IN02350,1971426397,71,2,T6397,,41,762,,8,,,,,,,6,,414,, 9,175,150,,,02,,42,,,346642,2,,070342,,,1977
77IN02351,1971426399,71,2,T6399,,45,752,,,2,,,,,,6,,,, 1,149,168,,,02,,42,,,439542,5,,157442,,,1977
77IN02352,1971426410,71,2,T6410,,48,772,,8,,,,,,,6,,433,, 3,155,171,,,02,,42,,,527742,3,,172942,,,1977
77IN02353,1971426432,71,2,T6432,,42,862,,8,,,,,,,6,,,,,106,,3,,02,,42,0620,,386742,5,,095142,93,,1977
77IN02354,1971426447,71,2,T6447,,41,761,,,,,,,,,6,,,,,,,6,,02,,42,0217,,396342,*,,419942,08,,1977
77IN02355,1971426497,71,2,T6497,,42,992,,,,,,,,,6,,892,, 1,145,139,,,02,,42,,,337042,6,,139742,,,1977
77IN02356,1971426499,71,2,T6499,,44,751,,8,2,,,,,,6,,032,, 1,183,173,2,,02,,42,0922,,430542,5,,255742,92,,1977
77IN02357,1971426500,71,2,T6500,,41,731,,,2,,,,,,6,,411,, 4,132,128,,,02,,42,,,414642,2,,060142,,,1977
77IN02358,1971426502,71,2,T6502,,45,772,,,,,,,,,6,,458,, 2,142,130,,,02,,42,,,527742,2,,999541,,,1977
77IN02359,1971426503,71,2,T6503,,48,772,,8,,,,,,,6,,413,, 3,177,179,,,02,,42,,,527742,1,,999541,,,1977
77IN02360,1971426505,71,2,T6505,,40,741,,8,,,,,,,6,,401,, 6,127,119,,,02,,42,,,378842,2,,061942,,,1977
77IN02361,1971426516,71,2,T6516,,,730,,8,3,3,,,,,6,,,,12,166,144,3,,02,,42,0926,,386042,K,,109542,93,,1977
77IN02362,1971426542,71,2,T6542,,48,782,,,,,,,,,6,,404,, 2,158,153,,,02,,42,,,430142,1,,053342,,,1977
77IN02363,1971426556,71,2,T6556,,40,701,,,,,,,,,6,,402,, 3,139,144,,,02,,42,,,366042,3,,108142,,,1977
77IN02364,1971426570,71,2,T6570,,44,760,,8,,,,,,,6,,005,, 1,178,171,,,02,,42,,,373042,2,,070242,,,1977
77IN02365,1971426593,71,2,T6593,,45,762,,8,,,,,,,6,,459,, 2,179,164,,,02,,42,,,346642,3,,004142,,,1977
77IN02366,1971426604,71,2,T6604,,42,972,,8,,,,,,,6,,,, 3,139,146,7,,02,,42,1027,,373542,3,,142842,97,,1977
77IN02367,1971426621,71,2,T6621,,43,730,,8,,,,,,,6,,434,, 2,153,157,,,02,,42,,,386042,3,,402442,,,1977
77IN02368,1971426637,71,2,T6637,,42,932,,8,,,,,,,6,,912,, 3,139,130,,,02,,42,,,362942,3,,401842,,,1977
77IN02369,1971426639,71,2,T6639,,48,772,,8,,,,,,,6,,006,, 1,156,150,,,02,,42,,,527742,6,,162342,,,1977
77IN02370,1971426660,71,2,T6660,,41,750,,,,,,,,,6,,412,, 3,157,175,,,02,,42,,,361042,3,,175342,,,1977
77IN02371,1971426673,71,2,T6673,,40,700,,,,,,,,,6,,403,, 3,168,164,,,02,,42,,,343142,2,,423342,,,1977
77IN02372,1971426683,71,2,T6683,,40,701,,8,,,,,,,6,,404,, 4,166,154,,,02,,42,,,366042,3,,408642,,,1977
77IN02373,1971426688,71,2,T6688,,43,742,,,,,,,,,6,,435,, 1,166,149,,,02,,42,,,417642,3,,066442,,,1977
77IN02374,1971426718,71,2,T6718,,41,741,,,,,,,,,6,,413,, 2,163,175,,,02,,42,,,378842,2,,206942,,,1977
77IN02375,1971426750,71,2,T6750,,42,822,,,,,,,,,6,,922,, 2,173,174,,,02,,42,,,347442,5,,436542,,,1977
77IN02376,1971426753,71,2,T6753,,44,752,,8,,,,,,,6,,001,, 2,173,175,,,02,,42,,,439542,2,,143442,,,1977
77IN02377,1971426756,71,2,T6756,,40,702,,,2,,,,,,6,,032,, 1,144,144,2,,02,,42,0922,,433742,5,,212442,92,,1977
77IN02378,1971426761,71,2,T6761,,45,731,,,,,,,,,6,,456,, 1,192,163,,,02,,42,,,414642,2,,351442,,,1977
77IN02379,1971426777,71,2,T6777,,42,902,,,,,,,,,6,,,,,115,,6,,02,,42,0912,,423742,2,,289342,01,,1977
77IN02380,1971426783,71,2,T6783,,41,781,,,,,,,,,6,,414,, 3,149,157,,,02,,42,,,441442,2,,219542,,,1977
77IN02381,1971426785,71,2,T6785,,48,770,,,,,,,,,6,,459,, 2,146,150,,,02,,42,,,367442,3,,088942,,,1977
77IN02382,1971426796,71,2,T6796,,40,700,,8,,,,,,,6,,401,, 2,170,160,,,02,,42,,,343142,2,,267442,,,1977
77IN02383,1971426800,71,2,T6800,,48,771,,8,,,,,,,6,,,,,,,7,,02,,42,0601,,393242,*,,013642,97,,1977
77IN02384,1971426815,71,2,T6815,,43,740,,8,,,,,,,6,,,,,,,6,,02,,42,0514,,355342,*,,103642,01,,1977
77IN02385,1971426822,71,2,T6822,,45,760,,,,,,,,,6,,457,, 2,216,203,,,02,,42,,,373042,2,,172142,,,1977
77IN02386,1971426828,71,2,T6828,,48,780,,,,,,,,,6,,432,, 3,168,140,,,02,,42,,,418642,3,,162742,,,1977
77IN02387,1971426834,71,2,T6834,,48,782,,8,,,,,,,6,,412,, 2,171,169,,,02,,42,,,430142,5,,363242,,,1977
77IN02388,1971426840,71,2,T6840,,45,740,,8,2,,,,,,6,,031,, 2,186,167,2,,02,,42,0922,,355342,2,,258142,92,,1977
77IN02389,1971426859,71,2,T6859,,41,752,,,,,,,,,6,,411,, 3,159,178,,,02,,42,,,439542,3,,134442,,,1977
77IN02390,1971426861,71,2,T6861,,48,772,,8,,,,,,,6,,403,, 3,148,139,,,02,,42,,,527742,3,,912841,,,1977
77IN02391,1971426862,71,2,T6862,,45,750,,8,,,,,,,6,,458,, 3,188,185,,,02,,42,,,361042,3,,259642,,,1977
77IN02392,1971426867,71,2,T6867,,44,762,,,2,,,,,,6,,031,, 3,164,169,2,,02,,42,0922,,346642,1,,258042,92,,1977
77IN02393,1971426920,71,2,T6920,,45,740,,,2,,,,,,6,,032,, 1,131,128,2,,02,,42,0922,,355342,2,,035242,92,,1977
77IN02394,1971426921,71,2,T6921,,43,740,,8,,,,,,,6,,431,, 2,127,129,,,02,,42,,,355342,6,,035242,,,1977
77IN02395,1971426928,71,2,T6928,,40,781,,8,,,,,,,6,,402,, 3,166,157,,,02,,42,,,441442,2,,320942,,,1977
77IN02396,1972426995,72,2,T6995,,48,772,,,,,,,,,5,,002,, 3,189,200,,,02,,42,,,673842,2,,258942,,,1977
77IN02397,1972427002,72,2,T7002,,41,762,,8,,,,,,,5,,411,, 3,139,155,,,02,,42,,,658742,3,,381242,,,1977
77IN02398,1972427038,72,2,T7038,,43,741,,,,,,,,,5,,435,, 3,122,130,,,02,,42,,,568242,6,,353442,,,1977
77IN02399,1972427052,72,2,T7052,,45,732,,8,2,,,,,,5,,030,, 2,151,152,2,,02,,42,0922,,537742,5,,241042,92,,1977
77IN02400,1972427063,72,2,T7063,,45,752,,8,,,,,,,5,,457,, 3,152,147,,,02,,42,,,673042,3,,998141,,,1977
77IN02401,1972427066,72,2,T7066,,40,772,,8,,,,,,,5,,402,, 3,152,170,,,02,,42,,,673842,2,,351342,,,1977
77IN02402,1972427069,72,2,T7069,,40,702,,,,,,,,,5,,403,, 2,171,178,,,02,,42,,,523342,2,,264042,,,1977
77IN02403,1972427074,72,2,T7074,,48,780,,,,,,,,,5,,458,, 2,174,157,,,02,,42,,,623842,2,,516942,,,1977
77IN02404,1972427075,72,2,T7075,,48,780,,8,,,,,,,5,,435,, 9,168,180,,,02,,42,,,623842,2,,516942,,,1977
77IN02405,1972427076,72,2,T7076,,40,700,,8,,,,,,,5,,404,, 2,173,173,,,02,,42,,,479342,2,,178642,,,1977
77IN02406,1972427092,72,2,T7092,,44,751,,,,,,,,,5,,003,, 3,127,124,,,02,,42,,,611342,2,,160342,,,1977
77IN02407,1972427108,72,2,T7108,,48,772,,,,,,,,,5,,413,, 2,158,160,,,02,,42,,,673842,5,,341042,,,1977
77IN02408,1972427115,72,2,T7115,,41,742,,8,,,,,,,5,,411,, 3,139,140,,,02,,42,,,545442,1,,143142,,,1977
