UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
24IN00001,2018060009,A0009,06,A0009,18,2,,1,30,41,H9486,05,H9504,05,0,,,1,RED,1,,197,184,2,,,,,,,6.0,.,,,,1,,0.034,,2024
24IN00002,2018060059,A0059,06,A0059,18,2,,1,30,41,H9486,05,H9325,05,7,,,1,RED,1,,172,164,3,,,,,,,6.0,.,,,,1,,0.037,,2024
24IN00003,2018060309,A0309,06,A0309,18,2,,1,30,38,H9294,05,H8530,05,,,,1,RED,2,,174,189,2,,,,,,,6.0,.,,,,1,,0.029,,2024
24IN00004,2018060311,A0311,06,A0311,18,2,,1,30,41,H9486,05,H9243,05,7,,,1,RTX,1,,217,188,3,,,,,,,6.0,.,,,,1,,0.04,,2024
24IN00005,2018060327,A0327,06,A0327,18,2,,1,30,41,H9486,05,H9553,05,,,,1,RED,1,,187,186,2,,,,,,,6.0,.,,,,1,,0.044,,2024
24IN00006,2019060354,A0354,06,A0354,19,2,,1,30,32,H9641,05,H9653,05,0,,,1,,2,,200,205,3,,,,,,,5.0,"+Y0617,Y0618",,,,1,,0.036,,2024
24IN00007,2019060356,A0356,06,A0356,19,2,,1,30,38,H9917,05,H9443,05,7,,,3,,1,,175,163,2,,93,1217,,,,5.0,X HANGING LOW,,,17292,1,,0.042,,2024
24IN00008,2019060363,A0363,06,A0363,19,2,,1,30,38,H9917,05,H9598,05,,,,1,,1,,152,149,2,,,,,,,5.0,.,,,,1,,0.032,,2024
24IN00009,2019060370,A0370,06,A0370,19,2,,1,30,35,H9845,05,H8054,05,0,,,1,,1,,176,166,2,,,,,,,5.0,.,,,,1,,0.03,,2024
24IN00010,2019060389,A0389,06,A0389,19,2,,1,30,37,H9879,05,H9430,05,,,,3,,2,,182,186,5,,93,1009,,,,5.0,X Bag,,,17433,1,,0.037,,2024
24IN00011,2019060404,A0404,06,A0404,19,2,,1,30,37,H9879,05,H8981,05,0,,,1,,2,,199,190,2,,,,,,,5.0,.,,,,1,,0.032,,2024
24IN00012,2019060407,A0407,06,A0407,19,2,,1,30,32,H9641,05,H7877,05,0,,,3,,1,,223,199,8,,93,1217,,,,5.0,X Bag,,,17377,1,,0.033,,2024
