UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,C4445,STAPL,CLFL,BRDNEW,DAYDIS,GRFL,FLGR,C6263,SIRE,SB1,SALE_LOT,DAM,DB1,AGE_BRDG,C80,YRREC,AGE
58IN00001,1951101644,51,2,U1644,0,68,,10,,,,,8,,,,198,,,,130,151,,,,,10,,,,,,,,,,7,,1958,7.0
58IN00002,1951101647,51,2,U1647,0,68,,10,,,,,8,,,,218,,,,133,145,,,,,10,,,,,,,,,,7,,1958,7.0
58IN00003,1952101650,52,2,U1650,0,68,,10,,,,,7,,,,228,,,,110,140,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00004,1952101651,52,2,U1651,0,68,,10,,,,,7,,,,,,,,124,130,3,,,,10,1208,,,,,,,,,6,,1958,6.0
58IN00005,1952101653,52,2,U1653,0,68,,10,,,,,7,,,,238,,,,120,145,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00006,1952101655,52,2,U1655,0,68,,10,,,,,7,,,,248,,,,152,162,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00007,1952101658,52,2,U1658,0,68,,10,,,,,7,,,,,,,,84,147,3,,,,10,1219,,,,,,,,,6,,1958,6.0
58IN00008,1952101659,52,2,U1659,0,68,,10,,,,,7,,,,,,,,,,6,,,,10,0410,,,,,,,,,6,,1958,6.0
58IN00009,1952101666,52,2,U1666,0,68,,10,,,,,7,,,,258,,,,118,159,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00010,1952101668,52,2,U1668,0,68,,10,,,,,7,,,,,,,,133,167,3,,,,10,1208,,,,,,,,,6,,1958,6.0
58IN00011,1952101673,52,2,U1673,0,68,,10,,,,3,7,,,,268,,,,131,128,,,,,10,,,,,,,139,,,6,,1958,6.0
58IN00012,1952101676,52,2,U1676,0,68,,10,,,,,7,,,,288,,,,124,163,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00013,1952101682,52,2,U1682,0,68,,10,,,,,7,,,,,,,,114,135,3,,,,10,1219,,,,,,,,,6,,1958,6.0
58IN00014,1952101685,52,2,U1685,0,68,,10,,,,,7,,,,298,,,,116,140,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00015,1952101687,52,2,U1687,0,68,,10,,,,3,7,,,,328,,,,115,130,,,,,10,,,,,,,133,,,6,,1958,6.0
58IN00016,1952101688,52,2,U1688,0,68,,10,,,,,7,,,,348,,,,138,152,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00017,1952101690,52,2,U1690,0,68,,10,,,,,7,,,,358,,,,131,156,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00018,1952101691,52,2,U1691,0,68,,10,,,,,7,,,,368,,,,132,148,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00019,1952101692,52,2,U1692,0,68,,10,,,,,7,,,,378,,,,126,150,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00020,1952101694,52,2,U1694,0,68,,10,,,,,7,,,,398,,,,114,131,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00021,1952101695,52,2,U1695,0,68,,10,,,,,7,,,,408,,,,128,151,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00022,1952101696,52,2,U1696,0,68,,10,,,,,7,,,,448,,,,123,155,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00023,1952101697,52,2,U1697,0,68,,10,,,,,7,,,,458,,,,138,162,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00024,1952101702,52,2,U1702,0,68,,10,,,,,7,,,,,,,,148,174,2,,,,10,0926,,,,,,   24,,,6,,1958,6.0
58IN00025,1952101706,52,2,U1706,0,68,,10,,,,,7,,,,468,,,,144,173,,,,,10,,,,,,,,,,6,,1958,6.0
58IN00026,1954101710,54,2,U1710,0,69,359,10,,10,,,5,,4,3,580,085,16,,133,168,,,077, 48,10,,100,2,,0781,2,,,,4,,1958,4.0
58IN00027,1954101712,54,2,U1712,0,69,399,10,,07,,,5,,4,4,590,088,10,,128,144,,,078, 48,10,,113,2,,1637,2,,,,4,,1958,4.0
58IN00028,1954101719,54,2,U1719,0,69,748,10,,07,,,5,,4,5,660,087,11,,130,156,,,080, 45,10,,105,2,,6910,3,,,,4,,1958,4.0
58IN00029,1954101724,54,2,U1724,0,69,468,10,,07,,,5,,4,4,670,087,12,,128,150,,,074, 40,10,,093,2,,0693,2,,,,4,,1958,4.0
58IN00030,1954101728,54,2,U1728,0,69,508,10,,07,,,5,,4,4,570,090,13,,127,151,,,074, 50,10,,096,2,,0705,2,,,,4,,1958,4.0
58IN00031,1954101731,54,2,U1731,0,69,469,10,,08,,,5,,4,1,620,081,11,,116,137,,,080, 40,10,,093,2,,1853,2,,,,4,,1958,4.0
58IN00032,1954101733,54,2,U1733,0,69,519,10,,05,,,5,,4,3,630,085,15,,118,128,,,076, 46,10,,098,2,,0069,2,,,,4,,1958,4.0
58IN00033,1954101743,54,2,U1743,0,69,358,10,,05,,,5,,4,3,680,101,13,,137,168,,,070, 41,10,,097,2,,0511,2,,,,4,,1958,4.0
58IN00034,1954101751,54,2,U1751,0,69,368,10,,06,,,5,,4,3,560,092,10,,140,158,,,083, 49,10,,097,2,,0604,2,,,,4,,1958,4.0
58IN00035,1954101756,54,2,U1756,0,69,498,10,,07,,,5,,4,4,,110,10,,111,128,3,,082, 52,10,1208,119,2,,0410,2,,,,4,,1958,4.0
58IN00036,1954101757,54,2,U1757,0,69,368,10,,08,,,5,,4,5,610,098,10,,116,135,,,071, 45,10,,106,2,,0604,2,,,,4,,1958,4.0
58IN00037,1954101758,54,2,U1758,0,69,469,10,,07,,,5,,4,3,640,091,15,,123,140,,,080, 40,10,,075,2,,1853,2,,,,4,,1958,4.0
58IN00038,1954101759,54,2,U1759,0,69,499,10,,06,,,5,,4,3,690,090,12,,137,162,,,081, 41,10,,089,2,,1771,2,,,,4,,1958,4.0
58IN00039,1954101760,54,2,U1760,0,69,458,10,,11,,,5,,4,3,498,076,13,,117,136,,,080, 39,10,,080,2,,1828,1,,,,4,,1958,4.0
58IN00040,1954101762,54,2,U1762,0,69,508,10,,06,,,5,,4,3,518,080,15,,114,130,,,073, 40,10,,089,2,,0705,2,,,,4,,1958,4.0
58IN00041,1954101766,54,2,U1766,0,69,369,10,,08,,,5,,4,4,,080,15,,134,136,3,,072, 37,10,1219,090,2,,0838,2,,,,4,,1958,4.0
58IN00042,1954101769,54,2,U1769,0,69,468,10,,07,,1,5,,4,1,508,073,15,,126,145,,,065, 36,10,,080,2,,0693,2,138,,,4,,1958,4.0
58IN00043,1954101776,54,2,U1776,0,69,268,10,,08,,,5,,4,3,,075,15,,110,122,2,,069, 30,10,0926,074,2,,0502,2,   22,,,4,,1958,4.0
58IN00044,1954101778,54,2,U1778,0,69,408,10,,10,,,5,,4,4,198,091,15,,173,154,,,072, 38,10,,094,2,,0714,2,,,,4,,1958,4.0
58IN00045,1954101781,54,2,U1781,0,69,328,10,,07,,,5,,4,1,218,083,11,,122,143,,,066, 36,10,,080,2,,7491,1,,,,4,,1958,4.0
58IN00046,1954101789,54,2,U1789,0,69,398,10,,07,,,5,,4,3,228,094,10,,130,144,,,076, 49,10,,098,2,,0396,2,,,,4,,1958,4.0
58IN00047,1953101792,53,2,U1792,0,68,,10,,,,,6,,,,478,,,,126,137,,,,,10,,,,,,,,,,5,,1958,5.0
58IN00048,1955101803,55,2,U1803,0,69,358,10,,06,,,4,,4,4,550,091,09,,124,150,,,092,054,10,,138,2,,0511,2,,,,3,,1958,3.0
58IN00049,1955101806,55,2,U1806,0,69,498,10,,08,,,4,,4,4,600,098,10,,132,145,,,088,060,10,,128,1,,1037,2,,,,3,,1958,3.0
58IN00050,1955101812,55,2,U1812,0,69,718,10,,08,,,4,,4,4,650,096,09,,126,145,,,081,047,10,,100,2,,7473,3,,,,3,,1958,3.0
58IN00051,1955101816,55,2,U1816,0,69,498,10,,08,,,4,,4,4,700,090,13,,117,144,,,082,054,10,,107,2,,1037,2,,,,3,,1958,3.0
58IN00052,1955101817,55,2,U1817,0,69,738,10,,05,,,4,,4,3,580,108,12,,143,159,,,093,059,10,,119,2,,7019,3,,,,3,,1958,3.0
58IN00053,1955101821,55,2,U1821,0,69,268,10,,08,,,4,,4,1,590,077,09,,106,130,,,089,044,10,,079,2,,1008,2,,,,3,,1958,3.0
58IN00054,1955101822,55,2,U1822,0,69,268,10,,08,,,4,,4,1,660,084,09,,120,134,,,086,049,10,,088,2,,1008,2,,,,3,,1958,3.0
58IN00055,1955101827,55,2,U1827,0,69,368,10,,10,,,4,,4,5,670,095,10,,130,148,,,100,054,10,,111,2,,0939,2,,,,3,,1958,3.0
58IN00056,1955101828,55,2,U1828,0,69,458,10,,09,,,4,,4,4,570,087,12,,106,139,,,092,048,10,,107,1,,1828,1,,,,3,,1958,3.0
58IN00057,1955101829,55,2,U1829,0,69,498,10,,07,,,4,,4,4,620,098,14,,119,136,,,081,054,10,,123,2,,1037,2,,,,3,,1958,3.0
58IN00058,1955101835,55,2,U1835,0,69,728,10,,06,,,4,,4,4,630,116,09,,148,166,,,096,056,10,,125,2,,7231,3,,,,3,,1958,3.0
58IN00059,1955101844,55,2,U1844,0,69,718,10,,07,,,4,,4,1,680,100,10,,130,165,,,091,054,10,,095,2,,7473,3,,,,3,,1958,3.0
58IN00060,1955101854,55,2,U1854,0,69,408,10,,07,,,4,,4,,560,096,,,142,183,,,,,10,,100,2,,1209,2,,,,3,,1958,3.0
58IN00061,1955101857,55,2,U1857,0,69,409,10,,06,,,4,,4,4,610,103,10,,123,141,,,092,052,10,,101,1,,0935,2,,,,3,,1958,3.0
58IN00062,1955101867,55,2,U1867,0,69,728,10,,07,,,4,,4,3,640,104,09,,130,146,,,088,048,10,,093,2,,7231,3,,,,3,,1958,3.0
58IN00063,1955101868,55,2,U1868,0,69,728,10,,08,,,4,,4,1,690,098,09,,138,173,,,092,045,10,,082,2,,7231,3,,,,3,,1958,3.0
58IN00064,1955101869,55,2,U1869,0,69,358,10,,07,,,4,,4,3,238,094,10,,115,127,,,087,050,10,,104,2,,0511,2,,,,3,,1958,3.0
58IN00065,1955101873,55,2,U1873,0,69,358,10,,07,,,4,,4,4,248,099,14,,133,156,,,082,062,10,,098,2,,0511,2,,,,3,,1958,3.0
58IN00066,1955101874,55,2,U1874,0,69,328,10,,06,,,4,,4,1,258,093,10,,124,155,,,090,043,10,,085,2,,7491,1,,,,3,,1958,3.0
58IN00067,1955101885,55,2,U1885,0,69,469,10,,07,,,4,,4,4,,091,09,,116,,6,,081,045,10,0815,097,2,,1323,2,,,,3,,1958,3.0
58IN00068,1955101887,55,2,U1887,0,69,498,10,,08,,2,4,,4,4,268,093,11,,118,141,,,076,042,10,,098,1,,1037,2,146,,,3,,1958,3.0
58IN00069,1955101888,55,2,U1888,0,69,408,10,,08,,,4,,4,4,288,084,14,,123,141,,,088,044,10,,088,1,,1209,2,,,,3,,1958,3.0
58IN00070,1956101893,56,2,U1893,0,69,398,10,,07,,,3,,4,3,550,096,13,,111,132,,,091,049,10,,094,2,,0396,2,,,,2,,1958,2.0
58IN00071,1956101895,56,2,U1895,0,69,399,10,,08,,,3,,4,3,,088,14,,112,128,2,,082,031,10,0926,077,2,,1714,2,   20,,,2,,1958,2.0
58IN00072,1956101898,56,2,U1898,0,69,349,10,,06,,,3,,4,3,600,097,07,,111,,,,085,037,10,,071,1,,4218,1,,,,2,,1958,2.0
58IN00073,1956101902,56,2,U1902,0,69,591,10,,07,,,3,,5,3,650,093,10,,123,151,,,078,051,10,,100,2,,3868,1,,,,2,,1958,2.0
58IN00074,1956101913,56,2,U1913,0,69,499,10,,07,,,3,,4,4,420,104,14,,120,,7,,077,041,10,1103,085,1,,2103,2,,,,2,&,1958,2.0
58IN00075,1956101914,56,2,U1914,0,69,408,10,,07,,,3,,4,3,660,097,11,,122,142,,,089,039,10,,087,2,,0935,2,,,,2,,1958,2.0
58IN00076,1956101915,56,2,U1915,0,69,469,10,,04,,,3,,4,3,700,086,09,,101,121,,,082,045,10,,078,1,,1700,2,,,,2,,1958,2.0
58IN00077,1956101919,56,2,U1919,0,69,469,10,,06,,,3,,4,2,580,090,09,,112,133,,,073,038,10,,066,1,,1700,2,,,,2,,1958,2.0
58IN00078,1956101926,56,2,U1926,0,69,681,10,,06,,,3,,5,1,,075,12,,98,104,3,,074,037,10,1219,073,1,,1876,2,,,,2,,1958,2.0
58IN00079,1956101928,56,2,U1928,0,69,671,10,,06,,2,3,,5,1,328,096,11,,118,150,,,084,042,10,,084,2,,1857,2,149,,,2,,1958,2.0
58IN00080,1956101931,56,2,U1931,0,69,681,10,,05,,,3,,5,5,670,099,09,,108,,,,078,032,10,,065,1,,1876,2,,,,2,,1958,2.0
58IN00081,1956101935,56,2,U1935,0,69,671,10,,05,,,3,,5,1,348,088,10,,121,134,,,093,038,10,,079,2,,1857,2,,,,2,,1958,2.0
58IN00082,1956101942,56,2,U1942,0,69,399,10,,07,,,3,,4,3,590,098,09,,111,150,,,085,049,10,,091,2,,1714,2,,,,2,,1958,2.0
58IN00083,1956101949,56,2,U1949,0,69,409,10,,06,,,3,,4,1,,089,13,,93,129,2,,062,028,10,0926,068,1,,1596,2,   20,,,2,,1958,2.0
58IN00084,1956101951,56,2,U1951,0,69,409,10,,06,,,3,,4,3,420,097,12,,118,,7,,083,034,10,1103,076,1,,1596,2,,,,2,&,1958,2.0
58IN00085,1956101952,56,2,U1952,0,69,601,10,,07,,,3,,5,1,358,100,09,,123,136,,,089,058,10,,108,2,,4150,1,,,,2,,1958,2.0
58IN00086,1956101953,56,2,U1953,0,69,348,10,,05,,,3,,4,3,570,088,13,,122,154,,,088,048,10,,091,2,,4079,1,,,,2,,1958,2.0
58IN00087,1956101960,56,2,U1960,0,69,701,10,,07,,,3,,5,1,,082,11,,98,131,2,,085,040,10,0926,071,1,,1621,2,   20,,,2,,1958,2.0
58IN00088,1956101962,56,2,U1962,0,69,591,10,,05,,,3,,5,3,368,098,14,,108,130,,,079,042,10,,087,1,,3868,1,,,,2,,1958,2.0
58IN00089,1956101966,56,2,U1966,0,69,728,10,,08,,,3,,4,1,620,080,10,,106,134,,,092,047,10,,099,2,,7166,3,,,,2,,1958,2.0
58IN00090,1956101967,56,2,U1967,0,69,728,10,,08,,,3,,4,1,560,090,08,,112,135,,,094,047,10,,096,2,,7166,3,,,,2,,1958,2.0
58IN00091,1956101968,56,2,U1968,0,69,329,10,,07,,,3,,4,1,610,086,07,,113,145,,,085,034,10,,078,1,,7491,1,,,,2,,1958,2.0
58IN00092,1956101972,56,2,U1972,0,69,329,10,,07,,,3,,4,1,550,091,08,,111,121,,,079,041,10,,086,2,,7491,1,,,,2,,1958,2.0
58IN00093,1956101973,56,2,U1973,0,69,329,10,,07,,,3,,4,1,,084,11,,107,140,2,,075,035,10,0926,067,1,,7491,1,   19,,,2,,1958,2.0
58IN00094,1956101974,56,2,U1974,0,69,479,10,,04,,,3,,4,2,600,106,12,,122,,,,083,045,10,,087,2,,1939,2,,,,2,,1958,2.0
58IN00095,1956101979,56,2,U1979,0,69,701,10,,08,,,3,,5,1,378,083,10,,109,129,,,080,045,10,,089,2,,1621,2,,,,2,,1958,2.0
58IN00096,1956101990,56,2,U1990,0,69,468,10,,08,,,3,,4,3,590,072,11,,96,112,,,088,036,10,,068,1,,1994,2,,,,2,,1958,2.0
58IN00097,1957101996,57,2,U1996,0,69,671,10,,08,,,2,,5,1,398,098,09,,98,122,,18,089,046,10,,113,2,,2504,2,,,,1,,1958,1.0
58IN00098,1957101998,57,1,U1998,0,69,701,10,,,,5,2,,,,,,,,103,146,3,,,,10,0728,094,1,,2724,2,,1671,0,1,2,1958,1.0
58IN00099,1957101999,57,2,U1999,0,69,701,10,,08,,,2,,5,1,408,104,10,,104,134,,18,067,036,10,,080,1,,2724,2,,,,1,,1958,1.0
58IN00100,1957102000,57,2,U2000,0,69,398,10,,08,,,2,,4,3,448,100,12,,100,132,,16,089,063,10,,121,3,,0396,2,,,,1,,1958,1.0
58IN00101,1957102001,57,2,U2001,0,69,691,10,,08,,,2,,5,1,458,104,10,,104,134,,16,079,059,10,,109,2,,2756,2,,,,1,,1958,1.0
58IN00102,1957102003,57,2,U2003,0,69,349,10,,10,,,2,,4,2,468,093,09,,93,116,,14,079,047,10,,097,2,,4458,1,,,,1,,1958,1.0
58IN00103,1957102004,57,1,U2004,0,69,399,10,,,,1,2,,,2,,,14,0,114,136,2,,,,10,0926,107,2,,2916,2,,1874,0,1,4,1958,1.0
58IN00104,1957102005,57,2,U2005,0,69,681,10,,08,,,2,,5,4,478,097,09,,97,130,,18,081,050,10,,096,2,,2516,2,,,,1,,1958,1.0
58IN00105,1957102008,57,1,U2008,0,69,329,10,,,,1,2,,,,,,,,126,163,3,,,,10,0728,108,2,,4654,1,,1857,0,1,1,1958,1.0
58IN00106,1957102009,57,1,U2009,0,69,498,10,,,,1,2,,,,,,,,122,155,3,,,,10,0728,110,2,,2776,2,,1885,0,1,2,1958,1.0
58IN00107,1957102011,57,1,U2011,0,69,518,10,,,,1,2,,,7,,,15,5,133,165,2,,,,10,0926,111,2,,1470,2,,1758,0,1,3,1958,1.0
58IN00108,1957102012,57,2,U2012,0,69,328,10,,09,,,2,,4,3,498,089,09,,89,114,,16,069,038,10,,079,1,,4520,1,,,,1,,1958,1.0
58IN00109,1957102013,57,1,U2013,0,69,479,10,,,,1,2,,,7,,,16,2,135,174,2,,,,10,0926,113,2,,2461,2,,1778,0,1,1,1958,1.0
58IN00110,1957102014,57,1,U2014,0,69,691,10,,,,3,2,,,4,,,13,8,118,185,2,,,,10,0926,092,1,,2756,2,,1655,0,1,2,1958,1.0
58IN00111,1957102016,57,1,U2016,0,69,681,10,,,,1,2,,,7,,,14,9,128,173,2,,,,10,0926,093,1,,2516,2,,1646,0,1,4,1958,1.0
58IN00112,1957102017,57,2,U2017,0,69,518,10,,10,,3,2,,4,3,508,086,09,,86,113,,18,079,044,10,,076,2,,1470,2,117,,,1,,1958,1.0
58IN00113,1957102018,57,1,U2018,0,69,571,10,,,,1,2,,,7,,,,,136,183,3,,,,10,0728,090,2,,4411,1,,1691,0,1,2,1958,1.0
58IN00114,1957102019,57,1,U2019,0,69,701,10,,,,1,2,,,6,,,,,138,,6,,,,10,0801,133,2,,2724,2,,1676,0,1,1,1958,1.0
58IN00115,1957102020,57,1,U2020,0,69,701,10,,,,1,2,,,,,,,,126,161,3,,,,10,0728,121,2,,2724,2,,1697,0,1,3,1958,1.0
58IN00116,1957102021,57,2,U2021,0,69,691,10,,07,,,2,,5,1,518,109,11,,109,142,,18,084,054,10,,113,2,,2756,2,,,,1,,1958,1.0
58IN00117,1957102022,57,2,U2022,0,69,519,10,,08,,,2,,4,1,198,112,09,,112,143,,16,081,045,10,,096,2,,2374,2,,,,1,,1958,1.0
58IN00118,1957102023,57,2,U2023,0,69,551,10,,11,,,2,,5,4,218,086,12,,86,109,,16,075,046,10,,090,2,,4377,1,,,,1,,1958,1.0
58IN00119,1957102025,57,2,U2025,0,69,671,10,,07,,,2,,5,1,228,102,10,,102,128,,16,081,051,10,,101,2,,2504,2,,,,1,,1958,1.0
58IN00120,1957102026,57,1,U2026,0,69,349,10,,,,1,2,,,7,,,16,1,130,156,2,,,,10,0926,142,2,,4458,1,,1733,0,1,4,1958,1.0
58IN00121,1957102027,57,2,U2027,0,69,499,10,,10,,,2,,4,3,238,090,09,,90,121,,14,075,041,10,,091,2,,2406,2,,,,1,,1958,1.0
58IN00122,1957102028,57,2,U2028,0,69,681,10,,08,,,2,,5,3,248,094,09,,94,128,,16,085,052,10,,100,2,,2516,2,,,,1,,1958,1.0
58IN00123,1957102029,57,1,U2029,0,69,671,10,,,,1,2,,,,,,,,126,161,3,,,,10,0728,130,2,,2504,2,,1658,0,1,3,1958,1.0
58IN00124,1957102031,57,2,U2031,0,69,691,10,,08,,,2,,5,1,258,102,09,,102,137,,16,074,043,10,,088,2,,2756,2,,,,1,,1958,1.0
58IN00125,1957102032,57,1,U2032,0,69,551,10,,,,1,2,,,,,,,,134,130,3,,,,10,0728,096,2,,4377,1,,1689,0,1,1,1958,1.0
58IN00126,1957102033,57,1,U2033,0,69,479,10,,,,1,2,,,7,,,16,4,123,162,2,,,,10,0926,099,2,,2461,2,,1854,0,1,2,1958,1.0
58IN00127,1957102034,57,1,U2034,0,69,519,10,,,,1,2,,,7,,,16,1,128,165,2,,,,10,0926,122,2,,2374,2,,1827,0,1,4,1958,1.0
58IN00128,1957102035,57,2,U2035,0,69,478,10,,08,,1,2,,4,3,268,103,11,,103,128,,12,088,051,10,,091,2,,0603,2,128,,,1,,1958,1.0
58IN00129,1957102037,57,2,U2037,0,69,499,10,,10,,,2,,4,3,288,094,09,,94,118,,16,070,037,10,,080,1,,2406,2,,,,1,,1958,1.0
58IN00130,1957102039,57,1,U2039,0,69,681,10,,,,1,2,,,7,101,,14,5,122,170,2,,,,10,0926,099,1,,2516,2,,1687,0,1,1,1958,1.0
58IN00131,1957102040,57,2,U2040,0,69,399,10,,10,,,2,,4,4,298,108,09,,108,124,,18,075,048,10,,098,2,,2916,2,,,,1,,1958,1.0
58IN00132,1957102041,57,2,U2041,0,69,571,10,,09,,1,2,,5,1,328,096,09,,96,130,,13,076,048,10,,102,2,,4411,1,136,,,1,,1958,1.0
58IN00133,1957102043,57,2,U2043,0,69,519,10,,08,,,2,,4,4,348,102,08,,102,133,,16,074,048,10,,097,2,,2374,2,,,,1,,1958,1.0
58IN00134,1957102047,57,2,U2047,0,69,561,10,,08,,,2,,5,4,358,111,09,,111,143,,12,080,052,10,,097,2,,4409,1,,,,1,,1958,1.0
58IN00135,1957102048,57,2,U2048,0,69,409,10,,07,,,2,,4,4,368,106,09,,106,145,,14,072,038,10,,085,2,,2435,2,,,,1,,1958,1.0
58IN00136,1957102049,57,1,U2049,0,69,499,10,,,,1,2,,,7,104,,16,3,115,166,2,,,,10,0926,111,2,,2406,2,,1821,0,1,2,1958,1.0
58IN00137,1957102051,57,2,U2051,0,69,581,10,,09,,,2,,5,4,378,098,09,,98,129,,14,080,049,10,,097,2,,4150,1,,,,1,,1958,1.0
58IN00138,1957102052,57,2,U2052,0,69,701,10,,07,,,2,,5,1,398,106,09,,106,132,,16,084,037,10,,081,1,,2724,2,,,,1,,1958,1.0
58IN00139,1957102053,57,2,U2053,0,69,561,10,,08,,,2,,5,1,408,108,09,,108,134,,14,080,059,10,,110,2,,4409,1,,,,1,,1958,1.0
58IN00140,1957102055,57,2,U2055,0,69,571,10,,08,,,2,,5,4,448,096,09,,96,128,,16,071,037,10,,081,2,,4411,1,,,,1,,1958,1.0
58IN00141,1957102057,57,1,U2057,0,69,571,10,,,,5,2,,,4,,,,,122,145,3,,,,10,0728,100,2,,4411,1,,1702,0,1,3,1958,1.0
58IN00142,1957102059,57,2,U2059,0,69,561,10,,10,,,2,,5,3,458,086,09,,86,113,,12,070,046,10,,090,2,,4409,1,,,,1,,1958,1.0
58IN00143,1957102060,57,2,U2060,0,69,561,10,,09,,,2,,5,3,468,097,09,,97,134,,11,085,056,10,,104,2,,4409,1,,,,1,,1958,1.0
58IN00144,1957102061,57,2,U2061,0,69,349,10,,10,,,2,,4,4,478,084,10,,84,113,,16,066,046,10,,089,2,,4458,1,,,,1,,1958,1.0
58IN00145,1957102062,57,1,U2062,0,69,478,10,,,,1,2,,,2,108,,13,9,128,166,2,,,,10,0926,120,2,,0603,2,,1781,0,1,1,1958,1.0
58IN00146,1957102069,57,2,U2069,0,69,408,10,,09,,,2,,4,4,498,103,07,,103,128,,18,066,035,10,,077,2,,1596,2,,,,1,,1958,1.0
58IN00147,1957102072,57,2,U2072,0,69,551,10,,09,,2,2,,5,4,508,088,09,,88,129,,16,067,049,10,,094,2,,4377,1,128,,,1,,1958,1.0
58IN00148,1957102073,57,2,U2073,0,69,399,10,,09,,,2,,4,3,518,106,09,,106,135,,14,084,059,10,,109,2,,2916,2,,,,1,,1958,1.0
58IN00149,1957102074,57,1,U2074,0,69,409,10,,,,1,2,,,7,120,,16,3,120,155,2,,,,10,0926,106,2,,2435,2,,1887,0,1,2,1958,1.0
58IN00150,1957102075,57,2,U2075,0,69,498,10,,08,,,2,,4,3,420,112,09,,112,141,,18,069,037,10,,079,2,,2776,2,,,,1,,1958,1.0
58IN00151,1955910106,55,1,00106,1,,,91,,,,,4,,,,,,,,,0,6,,,,91,0101,,,,,,,,,3,,1958,3.0
58IN00152,1950113103,50,2,R3103,1,20,200,11,,07,24,,9,,1,3,,076,15,,128,,3,,064, 41,11,0611,075,2,,2531,1,,,,8,,1958,8.0
58IN00153,1950113124,50,2,R3124,1,24,240,11,,08,00,,9,,1,3,240,082,11,,110,139,,,079, 41,11,,098,2,,7339,1,,,,8,,1958,8.0
58IN00154,1950113204,50,2,R3204,1,27,270,11,,07,27,,9,,1,3,270,090,13,,136,136,,,072, 43,11,,111,2,,2232,1,,,,8,,1958,8.0
58IN00155,1950113224,50,2,R3224,1,23,231,11,,07,20,,9,,1,4,,079,16,,104,119,2,,073, 38,11,0926,087,2,,2377,1,   16,,,8,,1958,8.0
58IN00156,1950113235,50,2,R3235,1,32,320,11,,07,00,3,9,,1,1,320,086,10,,124,140,,,083, 42,11,,103,2,,7491,1,134,,,8,,1958,8.0
58IN00157,1950113253,50,2,R3253,1,32,320,11,,06,00,,9,,1,1,,094,11,,138,145,2,,079, 39,11,0926,081,2,,7491,1,   16,,,8,,1958,8.0
58IN00158,1951113303,51,2,R3303,1,20,200,11,,08,19,,8,,1,3,200,094,14,,143,166,,,077,061,11,,105,2,,2903,1,,,,7,,1958,7.0
58IN00159,1951113314,51,2,R3314,1,34,340,11,,06,36,,8,,1,3,340,076,15,,110,125,,,077,053,11,,098,2,,2771,1,,,,7,,1958,7.0
58IN00160,1951113315,51,2,R3315,1,27,270,11,,08,26,,8,,1,3,,091,14,,168,145,3,,082,063,11,1208,117,2,,2781,1,,,,7,,1958,7.0
58IN00161,1951113322,51,2,R3322,1,19,190,11,,08,30,,8,,1,3,,086,14,,,,6,,069,043,11,0115,084,2,,2837,1,,,,7,,1958,7.0
58IN00162,1951113344,51,2,R3344,1,27,270,11,,08,24,,8,,1,3,270,088,15,,119,,7,,080,046,11,1103,088,2,,2781,1,,,,7,&,1958,7.0
58IN00163,1951113346,51,2,R3346,1,23,230,11,,08,17,,8,,1,3,230,077,15,,112,125,,,083,057,11,,093,2,,2744,1,,,,7,,1958,7.0
58IN00164,1951113354,51,2,R3354,1,23,231,11,,08,15,,8,,1,3,230,077,16,,126,144,,,069,036,11,,088,2,,2996,1,,,,7,,1958,7.0
58IN00165,1951113381,51,2,R3381,1,19,190,11,,09,16,,8,,1,3,190,088,12,,122,153,,,071,040,11,,078,2,,2837,1,,,,7,,1958,7.0
58IN00166,1951113417,51,2,R3417,1,23,231,11,,08,18,,8,,1,3,230,093,14,,113,128,,,072,044,11,,082,2,,2996,1,,,,7,,1958,7.0
58IN00167,1951113420,51,2,R3420,1,24,240,11,,08,14,,8,,1,1,241,085,15,,120,146,,,071,044,11,,089,2,,3236,1,,,,7,,1958,7.0
58IN00168,1951113434,51,2,R3434,1,20,200,11,,09,22,,8,,1,3,200,078,15,,109,133,,,088,054,11,,105,2,,2903,1,,,,7,,1958,7.0
58IN00169,1951113452,51,2,R3452,1,21,210,11,,08,28,,8,,1,3,210,078,14,,107,119,,,083,044,11,,082,2,,2594,1,,,,7,,1958,7.0
58IN00170,1951113456,51,2,R3456,1,24,240,11,,06,19,,8,,1,1,240,097,14,,122,149,,,073,041,11,,083,2,,3236,1,,,,7,,1958,7.0
