UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,REG,TYPE,INBR,TBR,ADAM,DINBR,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,C79,C80,YRREC,AGE
67IN00542,1963146619,63,1,X6619,2,29,290,,,,,22,,5,,07,1,,,,,,218,225,,,,,14,,128,5,595314,,,225214,,,,1967,4.0
67IN00543,1963146622,63,2,X6622,2,82,395,,,,K,,,5,,07,7,,58,,,,160,168,,45,,,14,,132,2,608414,3,,380114,,,,1967,4.0
67IN00544,1963146628,63,2,X6628,2,47,471,,,,K,27,,5,,07,1,, 50,,,,124,146,2,,,,14,0921,088,2,525014,3,,447914,,,,1967,4.0
67IN00545,1963146632,63,2,X6632,2,82,374,,,,K,,,5,,07,7,,63,,,,147,147,,44,,,14,,100,2,583414,3,,559914,,,,1967,4.0
67IN00546,1963146633,63,2,X6633,2,82,374,,,,K,,,5,,07,7,,51,,,,140,154,,44,,,14,,106,2,583414,3,,559914,,,,1967,4.0
67IN00547,1963146635,63,2,X6635,2,82,225,,,,K,,,5,,07,7,,56,,,,138,160,,35,,,14,,091,2,587714,3,,244014,,,,1967,4.0
67IN00548,1963146636,63,2,X6636,2,82,495,,,,K,,,5,,07,7,,52,,,,122,133,,45,,,14,,105,2,600714,3,,509014,,,,1967,4.0
67IN00549,1963146637,63,2,X6637,2,82,495,,,,K,,,5,,07,7,,53,,,,127,142,,45,,,14,,081,2,600714,3,,509014,,,,1967,4.0
67IN00550,1963146641,63,2,X6641,2,82,364,,,,K,,,5,,07,7,,60,,,,123,131,,39,,,14,,092,2,586514,3,,578014,,,,1967,4.0
67IN00551,1963146643,63,2,X6643,2,82,204,,,,K,,,5,,07,7,,57,,,,113,126,,26,,,14,,107,2,569911,3,,383914,,,,1967,4.0
67IN00552,1963146647,63,2,X6647,2,82,275,,,,K,,,5,,07,7,,59,,,,138,141,,46,,,14,,094,2,567711,3,,298914,,,,1967,4.0
67IN00553,1963146651,63,2,X6651,2,53,530,,,,K,14,,5,,07,1,, 50,,,,100,118,2,,,,14,0921,098,2,590414,3,,244814,,,,1967,4.0
67IN00554,1963146653,63,2,X6653,2,82,364,,,,K,,,5,,07,7,,50,,,,138,145,,39,,,14,,121,2,586514,3,,406314,,,,1967,4.0
67IN00555,1963146656,63,2,X6656,2,82,364,,,,K,,,5,,07,7,,62,,,,144,148,,49,,,14,,114,2,586514,3,,259814,,,,1967,4.0
67IN00556,1963146658,63,2,X6658,2,82,295,,,,K,,,5,,07,7,,50,,,,155,167,,23,,,14,,121,2,586714,3,,565711,,,,1967,4.0
67IN00557,1963146659,63,2,X6659,2,82,365,,,,K,,,5,,07,7,,54,,,,140,122,,49,,,14,,083,2,617414,8,,263314,,,,1967,4.0
67IN00558,1963146660,63,2,X6660,2,82,365,,,,K,,,5,,07,7,,61,,,,142,157,,49,,,14,,092,2,617414,3,,263314,,,,1967,4.0
67IN00559,1963146665,63,4,X6665,2,,,,,,,31,,5,,07,1,,,,,,133,165,,,,,14,,041,3,586514,,,   114,,,,1967,4.0
67IN00560,1963146666,63,2,X6666,2,82,375,,,,K,,,5,,07,7,,,,,,138,,7,,,,14,0908,118,2,606814,3,,407214,,,,1967,4.0
67IN00561,1963146667,63,2,X6667,2,82,535,,,,K,,,5,,07,7,,65,,,,134,141,,32,,,14,,115,2,590514,3,,543711,,,,1967,4.0
67IN00562,1963146672,63,2,X6672,2,82,215,,,,K,,,5,,07,7,,58,,,,133,144,,50,,,14,,145,2,562911,3,,447014,,,,1967,4.0
67IN00563,1963146676,63,2,X6676,2,82,415,,,,K,,,5,,07,7,,51,,,,175,183,,37,,,14,,150,3,615314,3,,325814,,,,1967,4.0
67IN00564,1963146679,63,2,X6679,2,82,375,,,,K,,,5,,07,7,,63,,,,150,163,,54,,,14,,106,2,606814,3,,548514,,,,1967,4.0
67IN00565,1963146681,63,2,X6681,2,82,325,,,,K,,,5,,07,7,,56,,,,123,140,,53,,,14,,098,2,566111,3,,252814,,,,1967,4.0
67IN00566,1963146682,63,2,X6682,2,82,414,,,,K,,,5,,07,7,,52,,,,129,139,,44,,,14,,126,2,593114,3,,461114,,,,1967,4.0
67IN00567,1963146683,63,2,X6683,2,82,414,,,,K,,,5,,07,7,,55,,,,134,150,,44,,,14,,108,2,593114,3,,461114,,,,1967,4.0
67IN00568,1963146686,63,2,X6686,2,82,545,,,,K,,,5,,07,7,,,,,,130,146,3,,,,14,1003,090,2,573714,3,,517114,,,,1967,4.0
67IN00569,1963146694,63,2,X6694,2,82,414,,,,K,,,5,,07,7,,60,,,,140,152,,37,,,14,,095,2,593114,3,,505814,,,,1967,4.0
67IN00570,1963146696,63,2,X6696,2,82,275,,,,K,,,5,,07,7,,57,,,,150,159,,25,,,14,,122,2,567711,3,,422214,,,,1967,4.0
67IN00571,1963146705,63,2,X6705,2,82,294,,,,K,,,5,,07,7,,59,,,,137,140,,23,,,14,,106,2,595314,3,,526311,,,,1967,4.0
67IN00572,1963146706,63,2,X6706,2,41,411,,,,K,01,,5,,07,1,, 49,,,,168,185,2,,,,14,0921,120,2,615314,8,,763717,,,,1967,4.0
67IN00573,1963146707,63,2,X6707,2,41,411,,,,K,01,,5,,07,1,,,,,,137,173,3,,,,14,1003,141,2,615314,3,,763717,,,,1967,4.0
67IN00574,1963146711,63,2,X6711,2,45,450,,,,K,12,,5,,07,1,,,,,,142,162,3,,,,14,1003,100,2,591314,3,,490814,,,,1967,4.0
67IN00575,1963146712,63,2,X6712,2,82,355,,,,K,,,5,,07,7,,50,,,,132,153,,22,,,14,,131,4,596714,3,,368414,,,,1967,4.0
67IN00576,1963146715,63,1,X6715,2,44,440,,,,,33,,5,,07,1,,,,,,190,215,,,,,14,,138,2,580814,,,477614,,,,1967,4.0
67IN00577,1963146717,63,2,X6717,2,82,295,,,,K,,,5,,07,7,,64,,,,113,134,,32,,,14,,126,2,586714,3,,524311,,,,1967,4.0
67IN00578,1963146718,63,2,X6718,2,,,,,,,,,5,,07,,, 50,,,,135,,2,,,,14,0921,,,,,,,,,,1967,4.0
67IN00579,1963146719,63,2,X6719,2,82,505,,,,K,,,5,,07,7,,62,,,,132,140,,21,,,14,,085,2,609114,3,,436111,,,,1967,4.0
67IN00580,1963146720,63,2,X6720,2,82,264,,,,K,,,5,,07,7,,54,,,,150,159,,40,,,14,,103,3,576714,3,,478914,,,,1967,4.0
67IN00581,1963146721,63,2,X6721,2,82,475,,,,K,,,5,,07,7,,61,,,,156,165,,51,,,14,,106,2,525014,3,,481114,,,,1967,4.0
67IN00582,1963146728,63,2,X6728,2,82,365,,,,K,,,5,,07,7,,65,,,,144,155,,39,,,14,,107,2,617414,3,,487814,,,,1967,4.0
67IN00583,1963146730,63,2,X6730,2,39,391,,,,K,20,,5,,07,1,,,,,,129,,6,,,,14,0620,092,3,608414,3,,592514,,,,1967,4.0
67IN00584,1963146733,63,2,X6733,2,29,290,,,,K,13,,5,,07,1,, 49,,,,146,156,2,,,,14,0921,110,2,595314,3,,443114,,,,1967,4.0
67IN00585,1963146739,63,2,X6739,2,82,254,,,,K,,,5,,07,7,,58,,,,122,145,,19,,,14,,107,2,643014,3,,542411,,,,1967,4.0
67IN00586,1963146740,63,2,X6740,2,82,215,,,,K,,,5,,07,7,,63,,,,101,119,,50,,,14,,105,2,562911,1,,525514,,,,1967,4.0
67IN00587,1963146742,63,2,X6742,2,82,375,,,,K,,,5,,07,7,,51,,,,164,175,,44,,,14,,112,2,606814,3,,509814,,,,1967,4.0
67IN00588,1963146743,63,2,X6743,2,82,224,,,,K,,,5,,07,7,,56,,,,160,178,,35,,,14,,105,2,613014,3,,492714,,,,1967,4.0
67IN00589,1963146744,63,2,X6744,2,82,544,,,,K,,,5,,07,7,,,,,,152,156,3,,,,14,1003,094,2,589214,3,,587814,,,,1967,4.0
67IN00590,1963146745,63,2,X6745,2,82,215,,,,K,,,5,,07,7,,52,,,,142,157,,50,,,14,,101,2,562911,3,,295114,,,,1967,4.0
67IN00591,1963146749,63,1,X6749,2,50,500,,,,,34,,5,,07,1,,,,,,170,190,,,,,14,,132,2,579014,,,489614,,,,1967,4.0
67IN00592,1963146751,63,2,X6751,2,82,205,,,,K,,,5,,07,7,,55,,,,165,156,,26,,,14,,102,2,570011,3,,567914,,,,1967,4.0
67IN00593,1963146753,63,2,X6753,2,82,465,,,,K,,,5,,07,7,,,,,,123,140,3,,,,14,1003,082,2,585114,3,,540211,,,,1967,4.0
67IN00594,1963146755,63,2,X6755,2,47,470,,,,,34,,5,,07,1,, 49,,,,140,159,2,,,,14,0921,125,3,532114,3,,266914,,,,1967,4.0
67IN00595,1963146756,63,2,X6756,2,82,515,,,,K,,,5,,07,7,,53,,,,170,131,,35,,,14,,090,2,584814,3,,372014,,,,1967,4.0
67IN00596,1963146767,63,2,X6767,2,39,390,,,,K,21,,5,,07,1,, 50,,,,129,139,2,,,,14,0921,101,2,618014,3,,608314,,,,1967,4.0
67IN00597,1963146770,63,2,X6770,2,82,294,,,,K,,,5,,07,7,,57,,,,150,162,,53,,,14,,124,2,595314,3,,389214,,,,1967,4.0
67IN00598,1963146776,63,2,X6776,2,82,415,,,,K,,,5,,07,7,,59,,,,138,152,,44,,,14,,108,2,615314,3,,425214,,,,1967,4.0
67IN00599,1963146777,63,2,X6777,2,82,364,,,,K,,,5,,07,7,,50,,,,146,157,,45,,,14,,102,2,586514,8,,541614,,,,1967,4.0
67IN00600,1963146781,63,2,X6781,2,82,464,,,,K,,,5,,07,7,,64,,,,117,124,,25,,,14,,095,2,584014,3,,561814,,,,1967,4.0
67IN00601,1963146783,63,2,X6783,2,82,374,,,,K,,,5,,07,7,,,,,,124,127,3,,,,14,1003,113,2,583414,3,,494514,,,,1967,4.0
67IN00602,1963146785,63,2,X6785,2,82,544,,,,K,,,5,,07,7,,62,,,,134,143,,44,,,14,,113,2,589214,3,,441614,,,,1967,4.0
67IN00603,1963146790,63,2,X6790,2,82,474,,,,K,,,5,,07,7,,,,,,146,,6,,,,14,0707,115,2,532114,3,,499414,,,,1967,4.0
67IN00604,1963146795,63,2,X6795,2,41,410,,,,K,00,,5,,07,1,, 49,,,,136,179,2,,,,14,0921,114,2,593114,1,,195210,,,,1967,4.0
67IN00605,1963146797,63,2,X6797,2,82,445,,,,K,,,5,,07,7,,54,,,,144,150,,41,,,14,,099,2,602314,3,,518314,,,,1967,4.0
67IN00606,1963146799,63,2,X6799,2,39,391,,,,K,19,,5,,07,1,, 50,,,,120,146,2,,,,14,0921,099,2,608414,3,,440814,,,,1967,4.0
67IN00607,1963146806,63,2,X6806,2,82,264,,,,K,,,5,,07,7,,61,,,,127,124,,20,,,14,,089,2,576714,3,,570911,,,,1967,4.0
67IN00608,1963146808,63,2,X6808,2,82,535,,,,K,,,5,,07,7,,,,,,154,,7,,,,14,0908,110,2,590514,3,,468911,,,,1967,4.0
67IN00609,1963146811,63,2,X6811,2,82,365,,,,K,,,5,,07,7,,58,,,,139,154,,45,,,14,,116,2,617414,3,,537614,,,,1967,4.0
67IN00610,1963146813,63,2,X6813,2,82,245,,,,K,,,5,,07,7,,65,,,,140,142,,26,,,14,,097,2,564111,3,,160614,,,,1967,4.0
67IN00611,1963146814,63,2,X6814,2,82,245,,,,K,,,5,,07,7,,63,,,,142,169,,26,,,14,,112,2,564111,3,,160614,,,,1967,4.0
67IN00612,1963146817,63,2,X6817,2,82,535,,,,K,,,5,,07,7,,,,,,118,,6,,,,14,0620,096,2,590514,3,,369614,,,,1967,4.0
67IN00613,1963146818,63,2,X6818,2,82,535,,,,K,,,5,,07,7,,56,,,,123,146,,29,,,14,,089,2,590514,8,,369614,,,,1967,4.0
67IN00614,1963146819,63,1,X6819,2,53,530,,,,,29,,5,,07,1,,,,,,133,155,3,,,,14,0801,076,2,590414,,,612314,,,,1967,4.0
67IN00615,1963146821,63,2,X6821,2,53,531,,,,K,25,,5,,07,1,, 50,,,,138,138,2,,,,14,0921,095,2,590514,3,,606614,,,,1967,4.0
67IN00616,1963146823,63,2,X6823,2,82,404,,,,K,,,5,,07,7,,51,,,,140,132,,24,,,14,,099,2,587114,3,,560211,,,,1967,4.0
67IN00617,1963146825,63,2,X6825,2,82,224,,,,K,,,5,,07,7,,,,,,117,,3,,,,14,1003,104,2,613014,9,,504614,,,,1967,4.0
67IN00618,1963146830,63,2,X6830,2,37,371,,,,K,19,,5,,07,1,,,,,,138,155,3,,,,14,1003,106,2,606814,3,,421514,,,,1967,4.0
67IN00619,1963146831,63,2,X6831,2,82,395,,,,K,,,5,,07,7,,55,,,,122,140,,49,,,14,,077,2,608414,3,,467714,,,,1967,4.0
67IN00620,1963146834,63,2,X6834,2,82,465,,,,K,,,5,,07,7,,55,,,,125,153,,19,,,14,,075,2,585114,3,,551511,,,,1967,4.0
67IN00621,1963146836,63,2,X6836,2,82,345,,,,K,,,5,,07,7,,53,,,,118,141,,50,,,14,,068,2,567511,3,,310614,,,,1967,4.0
67IN00622,1963146839,63,2,X6839,2,82,205,,,,K,,,5,,07,7,,60,,,,148,151,,40,,,14,,097,2,570011,3,,517214,,,,1967,4.0
67IN00623,1963146840,63,2,X6840,2,82,535,,,,K,,,5,,07,7,,,,,,,,6,,,,14,0510,114,2,590514,,,500814,,,,1967,4.0
67IN00624,1963146841,63,2,X6841,2,82,265,,,,K,,,5,,07,7,,,,,,137,,6,,,,14,0529,127,2,574314,3,,533711,,,,1967,4.0
67IN00625,1963146846,63,2,X6846,2,82,545,,,,K,,,5,,07,7,,,,,,,,6,,,,14,0518,104,2,573714,,,249514,,,,1967,4.0
67IN00626,1963146850,63,2,X6850,2,82,264,,,,K,,,5,,07,7,,59,,,,126,141,,20,,,14,,082,2,576714,3,,508511,,,,1967,4.0
67IN00627,1963146854,63,2,X6854,2,47,471,,,,,19,,5,,07,1,, 49,,,,136,158,2,,,,14,0921,077,2,525014,1,,304914,,,,1967,4.0
67IN00628,1963146856,63,2,X6856,2,82,365,,,,K,,,5,,07,7,,50,,,,135,145,,45,,,14,,109,2,617414,3,,603414,,,,1967,4.0
67IN00629,1963146859,63,2,X6859,2,82,365,,,,K,,,5,,07,7,,62,,,,128,146,,39,,,14,,108,2,617414,3,,404414,,,,1967,4.0
67IN00630,1963146862,63,2,X6862,2,82,354,,,,K,,,5,,07,7,,64,,,,135,146,,51,,,14,,099,2,616514,3,,422014,,,,1967,4.0
67IN00631,1963146864,63,2,X6864,2,82,395,,,,K,,,5,,07,7,,,,,,159,151,3,,,,14,1003,117,2,608414,3,,541814,,,,1967,4.0
67IN00632,1963146871,63,2,X6871,2,51,510,,,,K,28,,5,,07,1,,,,,,120,124,3,,,,14,1003,101,2,613714,3,,437814,,,,1967,4.0
67IN00633,1963146873,63,2,X6873,2,82,,,,,K,,,5,,07,,,,,,,127,131,8,,,,14,1127,,,,3,,,,,,1967,4.0
67IN00634,1963146876,63,2,X6876,2,82,464,,,,K,,,5,,07,7,,54,,,,140,147,,27,,,14,,118,2,584014,3,,469711,,,,1967,4.0
67IN00635,1963146879,63,2,X6879,2,82,545,,,,K,,,5,,07,7,,65,,,,130,144,,44,,,14,,096,2,573714,3,,544214,,,,1967,4.0
67IN00636,1963146886,63,2,X6886,2,82,414,,,,K,,,5,,07,7,,58,,,,138,156,,54,,,14,,112,2,593114,3,,306514,,,,1967,4.0
67IN00637,1963146887,63,2,X6887,2,82,224,,,,K,,,5,,07,7,,61,,,,132,137,,47,,,14,,079,2,613014,3,,359014,,,,1967,4.0
67IN00638,1963146888,63,2,X6888,2,82,224,,,,K,,,5,,07,7,,63,,,,103,122,,47,,,14,,080,2,613014,3,,359014,,,,1967,4.0
67IN00639,1963146890,63,2,X6890,2,82,444,,,,K,,,5,,07,7,,56,,,,116,150,,41,,,14,,118,2,580814,8,,534314,,,,1967,4.0
67IN00640,1963146891,63,2,X6891,2,82,294,,,,K,,,5,,07,7,,,,,,141,156,3,,,,14,1003,125,2,595314,3,,568311,,,,1967,4.0
67IN00641,1963146897,63,2,X6897,2,82,274,,,,K,,,5,,07,7,,52,,,,160,165,,25,,,14,,097,2,567811,3,,441114,,,,1967,4.0
67IN00642,1963146898,63,2,X6898,2,40,400,,,,K,32,,5,,07,1,, 49,,,,136,147,2,,,,14,0921,088,2,587114,3,,453314,,,,1967,4.0
67IN00643,1963146899,63,2,X6899,2,40,,,,,,,,5,,07,,,,,,,,,6,,,,14,0510,,,,,,,,,,1967,4.0
67IN00644,1963146902,63,2,X6902,2,82,325,,,,K,,,5,,07,7,,51,,,,147,153,,29,,,14,,103,2,566111,3,,397814,,,,1967,4.0
67IN00645,1963146905,63,2,X6905,2,82,534,,,,K,,,5,,07,7,,52,,,,134,141,,23,,,14,,104,2,590414,3,,538811,,,,1967,4.0
67IN00646,1963146911,63,2,X6911,2,82,344,,,,K,,,5,,07,7,,53,,,,120,135,,50,,,14,,100,2,564811,3,,457414,,,,1967,4.0
67IN00647,1963146916,63,2,X6916,2,82,465,,,,K,,,5,,07,7,,,,,,130,,6,,,,14,0620,093,2,585114,3,,529711,,,,1967,4.0
67IN00648,1963146919,63,2,X6919,2,82,495,,,,K,,,5,,07,7,,60,,,,118,128,,39,,,14,,103,2,600714,3,,385314,,,,1967,4.0
67IN00649,1963146920,63,2,X6920,2,82,495,,,,K,,,5,,07,7,,59,,,,107,125,,39,,,14,,082,2,600714,3,,385314,,,,1967,4.0
67IN00650,1963146924,63,2,X6924,2,82,495,,,,K,,,5,,07,7,,50,,,,124,134,,45,,,14,,093,2,600714,3,,278014,,,,1967,4.0
67IN00651,1963146925,63,2,X6925,2,82,265,,,,K,,,5,,07,7,,,,,,127,129,3,,,,14,1003,095,2,574314,3,,571114,,,,1967,4.0
67IN00652,1963146931,63,2,X6931,2,82,444,,,,K,,,5,,07,7,,64,,,,135,152,,41,,,14,,099,2,580814,3,,334514,,,,1967,4.0
67IN00653,1963146932,63,2,X6932,2,82,444,,,,K,,,5,,07,7,,62,,,,130,147,,41,,,14,,079,2,580814,1,,334514,,,,1967,4.0
67IN00654,1963146933,63,1,X6933,2,46,461,,,,,25,,5,,07,1,,,,,,155,190,,,,,14,,115,2,585114,,,450714,,,,1967,4.0
67IN00655,1963146934,63,1,X6934,2,46,461,,,,,25,,5,,07,1,,,,,,150,185,,,,,14,,083,2,585114,,,450714,,,,1967,4.0
67IN00656,1963146935,63,2,X6935,2,82,544,,,,K,,,5,,07,7,,54,,,,112,126,,37,,,14,,067,2,589214,3,,399214,,,,1967,4.0
67IN00657,1963146936,63,2,X6936,2,82,544,,,,K,,,5,,07,7,,55,,,,128,140,,,,,14,,107,2,589214,3,,399214,,,,1967,4.0
67IN00658,1963146938,63,2,X6938,2,82,245,,,,K,,,5,,07,7,,61,,,,143,145,,40,,,14,,104,2,564111,3,,307314,,,,1967,4.0
67IN00659,1963146944,63,2,X6944,2,82,364,,,,K,,,5,,07,7,,65,,,,174,174,,49,,,14,,107,2,586514,3,,383014,,,,1967,4.0
67IN00660,1963146945,63,2,X6945,2,82,404,,,,K,,,5,,07,7,,58,,,,140,140,,26,,,14,,072,2,587114,3,,508814,,,,1967,4.0
67IN00661,1963146947,63,2,X6947,2,44,441,,,,K,36,,5,,07,1,,,,,,175,164,3,,,,14,1003,096,2,602314,3,,542614,,,,1967,4.0
67IN00662,1963146949,63,2,X6949,2,82,455,,,,K,,,5,,07,7,,63,,,,154,163,,39,,,14,,101,2,594014,3,,291814,,,,1967,4.0
67IN00663,1963146957,63,2,X6957,2,82,245,,,,K,,,5,,07,7,,56,,,,158,158,,40,,,14,,124,2,564111,3,,491814,,,,1967,4.0
67IN00664,1963146960,63,1,X6960,2,50,500,,,,,12,,5,,07,1,,,,,,175,195,3,,,,14,0801,128,2,579014,,,170414,,,,1967,4.0
67IN00665,1963146964,63,2,X6964,2,82,375,,,,K,,,5,,07,7,,51,,,,128,154,,41,,,14,,101,2,606814,8,,882017,,,,1967,4.0
67IN00666,1963146967,63,2,X6967,2,82,374,,,,K,,,5,,07,7,,52,,,,123,139,,41,,,14,,110,2,583414,3,,320514,,,,1967,4.0
67IN00667,1963146976,63,2,X6976,2,82,374,,,,K,,,5,,07,7,,55,,,,118,133,,54,,,14,,121,2,583414,3,,288614,,,,1967,4.0
67IN00668,1963146983,63,2,X6983,2,44,440,,,,K,31,,5,,07,1,, 49,,,,128,149,2,,,,14,0921,137,2,580814,3,,496414,,,,1967,4.0
67IN00669,1963146984,63,2,X6984,2,82,495,,,,K,,,5,,07,7,,,,,,124,136,3,,,,14,1003,082,2,600714,3,,595014,,,,1967,4.0
67IN00670,1963146987,63,2,X6987,2,47,470,,,,K,34,,5,,07,1,, 50,,,,150,145,2,,,,14,0921,091,2,532114,3,,544314,,,,1967,4.0
67IN00671,1963146989,63,2,X6989,2,29,290,,,,K,16,,5,,07,1,, 50,,,,138,141,2,,,,14,0921,117,3,595314,3,,605214,,,,1967,4.0
67IN00672,1963146995,63,2,X6995,2,82,545,,,,K,,,5,,07,7,,53,,,,146,163,,37,,,14,,100,2,573714,3,,575014,,,,1967,4.0
67IN00673,1963146999,63,2,X6999,2,82,205,,,,K,,,5,,07,7,,60,,,,122,123,,26,,,14,,087,2,570011,3,,360114,,,,1967,4.0
67IN00674,1963147000,63,2,X7000,2,82,234,,,,K,,,5,,07,7,,,,,,,,6,,,,14,0428,090,2,566911,,,489914,,,,1967,4.0
67IN00675,1963147001,63,2,X7001,2,82,394,,,,K,,,5,,07,7,,,,,,138,160,3,,,,14,1003,106,2,618014,3,,303914,,,,1967,4.0
67IN00676,1963147004,63,2,X7004,2,82,454,,,,K,,,5,,07,7,,57,,,,117,133,,36,,,14,,093,2,591314,3,,474614,,,,1967,4.0
67IN00677,1963147011,63,2,X7011,2,82,225,,,,K,,,5,,07,7,,57,,,,130,138,,35,,,14,,074,2,587714,3,,563714,,,,1967,4.0
67IN00678,1963147017,63,2,X7017,2,82,455,,,,K,,,5,,07,7,,62,,,,132,139,,36,,,14,,091,2,594014,3,,266614,,,,1967,4.0
67IN00679,1963147018,63,2,X7018,2,82,195,,,,K,,,5,,07,7,,64,,,,172,186,,25,,,14,,116,3,560111,3,,491414,,,,1967,4.0
67IN00680,1963147019,63,2,X7019,2,50,500,,,,K,35,,5,,07,1,, 50,,,,132,145,2,,,,14,0921,123,2,579014,3,,557614,,,,1967,4.0
67IN00681,1963147025,63,2,X7025,2,82,445,,,,K,,,5,,07,7,,54,,,,144,158,6,37,,,14,1116,088,2,602314,8,,473114,,,,1967,4.0
67IN00682,1963147026,63,2,X7026,2,36,360,,,,K,29,,5,,07,1,,,,,,157,151,3,,,,14,1003,096,2,586514,3,,546414,,,,1967,4.0
67IN00683,1963147028,63,2,X7028,2,82,235,,,,K,,,5,,07,7,,61,,,,140,164,,53,,,14,,100,2,562811,3,,512914,,,,1967,4.0
67IN00684,1963147029,63,2,X7029,2,82,514,,,,K,,,5,,07,7,,65,,,,153,160,,22,,,14,,119,2,613714,3,,544414,,,,1967,4.0
67IN00685,1963147030,63,2,X7030,2,82,394,,,,K,,,5,,07,7,,58,,,,166,189,,49,,,14,,112,2,618014,3,,569214,,,,1967,4.0
67IN00686,1963147033,63,2,X7033,2,82,355,,,,K,,,5,,07,7,,63,,,,133,155,,47,,,14,,094,2,596714,3,,569314,,,,1967,4.0
67IN00687,1963147035,63,2,X7035,2,82,464,,,,K,,,5,,07,7,,,,,,,,6,,,,14,0511,110,2,584014,,,430311,,,,1967,4.0
67IN00688,1963147037,63,2,X7037,2,82,474,,,,K,,,5,,07,7,,,,,,134,148,3,,,,14,1003,084,2,532114,3,,603714,,,,1967,4.0
67IN00689,1963147040,63,2,X7040,2,82,504,,,,K,,,5,,07,7,,56,,,,128,150,,34,,,14,,069,2,579014,1,,493211,,,,1967,4.0
67IN00690,1963147047,63,2,X7047,2,82,464,,,,K,,,5,,07,7,,,,,,142,146,3,,,,14,1003,094,2,584014,3,,530511,,,,1967,4.0
67IN00691,1963147048,63,2,X7048,2,82,464,,,,K,,,5,,07,7,,52,,,,132,140,,25,,,14,,075,2,584014,3,,397014,,,,1967,4.0
67IN00692,1963147049,63,2,X7049,2,82,464,,,,K,,,5,,07,7,,55,,,,120,132,,25,,,14,,107,2,584014,3,,397014,,,,1967,4.0
67IN00693,1963147055,63,2,X7055,2,82,265,,,,K,,,5,,07,7,,51,,,,123,116,,20,,,14,,090,2,574314,3,,508311,,,,1967,4.0
67IN00694,1963147056,63,2,X7056,2,82,,,,,K,,,5,,07,,,,,,,122,154,8,,,,14,1127,,,,3,,,,,,1967,4.0
67IN00695,1963147061,63,2,X7061,2,82,204,,,,K,,,5,,07,7,,,,,,150,,7,,,,14,0908,097,2,569911,3,,534214,,,,1967,4.0
67IN00696,1963147063,63,2,X7063,2,25,250,,,,K,10,,5,,07,1,, 49,,,,164,164,2,,,,14,0921,107,2,643014,3,,458614,,,,1967,4.0
67IN00697,1963147064,63,2,X7064,2,25,250,,,,K,10,,5,,07,1,, 49,,,,129,152,2,,,,14,0921,075,2,643014,3,,458614,,,,1967,4.0
67IN00698,1963147066,63,2,X7066,2,82,235,,,,K,,,5,,07,7,,53,,,,125,148,,53,,,14,,078,2,562811,8,,389314,,,,1967,4.0
67IN00699,1963147076,63,2,X7076,2,82,354,,,,K,,,5,,07,7,,60,,,,127,134,,47,,,14,,067,2,616514,3,,341514,,,,1967,4.0
67IN00700,1963147079,63,2,X7079,2,35,351,,,,K,33,,5,,07,1,,,,,,127,137,3,,,,14,1003,073,2,596714,3,,534114,,,,1967,4.0
67IN00701,1963147080,63,2,X7080,2,82,234,,,,K,,,5,,07,7,,57,,,,122,135,,29,,,14,,087,2,566911,3,,311514,,,,1967,4.0
67IN00702,1963147081,63,2,X7081,2,82,234,,,,K,,,5,,07,7,,59,,,,113,128,,29,,,14,,079,2,566911,3,,311514,,,,1967,4.0
67IN00703,1963147083,63,2,X7083,2,82,254,,,,K,,,5,,07,7,,50,,,,112,128,,19,,,14,,081,2,643014,3,,559411,,,,1967,4.0
67IN00704,1963147087,63,2,X7087,2,82,354,,,,K,,,5,,07,7,,,,,,,,6,,,,14,0328,068,2,616514,,,533014,,,,1967,4.0
67IN00705,1963147091,63,2,X7091,2,82,475,,,,K,,,5,,07,7,,62,,,,126,147,,51,,,14,,085,2,525014,3,,481114,,,,1967,4.0
67IN00706,1963147099,63,2,X7099,2,82,324,,,,K,,,5,,07,7,,54,,,,138,146,,53,,,14,,093,2,565811,3,,321714,,,,1967,4.0
67IN00707,1963147102,63,2,X7102,2,82,324,,,,K,,,5,,07,7,,61,,,,125,143,,53,,,14,,069,2,565811,3,,472114,,,,1967,4.0
67IN00708,1963147106,63,2,X7106,2,82,475,,,,K,,,5,,07,7,,,,,,132,,6,,,,14,0529,099,2,525014,3,,591514,,,,1967,4.0
67IN00709,1963147108,63,1,X7108,2,25,251,,,,,12,,5,,07,1,,,,,,175,205,,,,,14,,152,2,634414,,,443014,,,,1967,4.0
67IN00710,1963147113,63,2,X7113,2,82,265,,,,K,,,5,,07,7,,65,,,,132,137,,40,,,14,,075,2,574314,3,,260214,,,,1967,4.0
67IN00711,1963147121,63,2,X7121,2,82,505,,,,K,,,5,,07,7,,58,,,,120,143,,34,,,14,,120,2,609114,3,,520511,,,,1967,4.0
67IN00712,1964147130,64,2,X7130,2,39,390,,,,,34,,4,,07,1,, 46,080,,,114,144,2,,083,044,14,0921,117,2,632214,8,,460614,,,,1967,3.0
67IN00713,1964147142,64,2,X7142,2,26,260,,,,,33,,4,,07,1,, 48,100,,,121,129,2,,078,046,14,0921,128,2,547714,3,,488614,,,,1967,3.0
