UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,GRP,PAD4,ABEWE,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
86IN02040,1985029041,85,1,Y9041,,73,214,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,, 76902,93,,1986
86IN02041,1985029042,85,1,Y9042,,72,723,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,187602,93,,1986
86IN02042,1985029043,85,2,Y9043,,74,214,,2,5,6,1,,,1,05,,,,,, 1,86,103,,114,30,,02,,,,,000002,4,,534601,,,1986
86IN02043,1985029044,85,2,Y9044,,76,201,,2,1,6,0,,,,05,,,,,, 2,105,0,,152,30,,02,,,,,000002,4,, 65802,,,1986
86IN02044,1985029045,85,1,Y9045,,76,201,,2,1,,0,,,,05,,,,,,,134,170,,,30,,02,,,,,000002,Y,269, 65802,,,1986
86IN02045,1985029046,85,1,Y9046,,74,214,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,242202,93,,1986
86IN02046,1985029047,85,2,Y9047,,75,205,,2,1,6,1,,,,05,,,,,, 1,100,117,,118,30,,02,,,,,000002,4,,110002,,,1986
86IN02047,1985029048,85,2,Y9048,,75,205,,2,4,6,1,,,,05,,,,,,,88,112,2,,30,,02,0918,,,,000002,4,,110002,92,,1986
86IN02048,1985029049,85,1,Y9049,,72,723,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,778101,93,,1986
86IN02049,1985029051,85,1,Y9051,,72,722,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,982501,93,,1986
86IN02050,1985029052,85,1,Y9052,,74,208,,2,,,0,,,,05,,,,,,,0,0,3,,39,,02,0314,,,,000002,*,,927401,93,,1986
86IN02051,1985029053,85,2,Y9053,,75,217,,2,0,6,1,,,,05,,,,,, 1,98,128,,124,30,,02,,,,,000002,4,,624301,,,1986
86IN02052,1985029054,85,2,Y9054,,73,213,,2,0,6,1,,,,05,,,,,, 1,105,138,,136,30,,02,,,,,000002,4,,131102,,,1986
86IN02053,1985029055,85,1,Y9055,,73,213,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,131102,93,,1986
86IN02054,1985029056,85,1,Y9056,,76,208,,2,,,0,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,235702,93,,1986
86IN02055,1985029057,85,1,Y9057,,73,204,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,526501,93,,1986
86IN02056,1985029058,85,1,Y9058,,72,725,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,200202,93,,1986
86IN02057,1985029059,85,1,Y9059,,72,725,,2,,,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,200202,93,,1986
86IN02058,1985029060,85,2,Y9060,,75,217,,2,,6,1,,,,05,,,,,,,0,0,3,,30,,02,0314,,,,000002,*,,965801,93,,1986
86IN02059,1975188927,75,2,C8927,,11,750,,1,,,,,,,,,,,,,,0,0,7,,07,,18,0521,,,,835818,*,,714618,97,,1986
86IN02060,1975189449,75,2,C9449,,18,742,,1,3,,,,,,-0,,,,,, 3,147,144,3,,07,,18,1006,3,,47,822518,3,,750718,93,,1986
86IN02061,1976189515,76,2,C9515,,11,760,,1,3,,,,,,00,,,,,, 3,147,146,5,,07,,18,1027,5,,3V,916918,1,,876818,95,,1986
86IN02062,1976189525,76,2,C9525,,11,742,,1,2,,,,,,00,,,,,, 2,167,171,2,,07,197,18,0925,,,,902118,2,,501218,92,,1986
86IN02063,1976189542,76,2,C9542,,18,900,,1,,,,,,,00,,,,,,,145,0,3,,07,,18,0602,,,,824918,9,,806918,05,,1986
86IN02064,1976189587,76,2,C9587,,18,741,,1,3,,,,,,00,,,,,, 2,171,160,3,,07,,18,1005,4,,47,927018,5,,761818,93,,1986
86IN02065,1976189613,76,2,C9613,,13,732,,1,3,,,,,,00,,,,,, 3,168,158,3,,07,,18,1005,4,,16,939018,1,,762318,93,,1986
86IN02066,1976189623,76,2,C9623,,18,761,,1,3,,,,,,00,,,,,, 3,188,176,3,,07,,18,1005,4,,64,924818,2,,584618,93,,1986
86IN02067,1976189634,76,2,C9634,,11,760,,1,2,,,,,,00,,,,,, 2,163,175,2,,07,197,18,0925,,,,916918,2,,843118,92,,1986
86IN02068,1976189705,76,2,C9705,,10,701,,1,2,6,,,,,00,,,,,,,154,172,2,,07,197,18,0925,,,,808418,4,,568818,92,,1986
86IN02069,1976189735,76,2,C9735,,10,700,,1,,6,,,,,00,,,,,,,152,0,6,,07,,18,0901,,,,846618,4,,576118,01,,1986
86IN02070,1976189792,76,2,C9792,,10,702,,1,3,6,,,,,00,,,,,,,132,142,5,,07,,18,1027,5,,65,823518,4,,804118,95,,1986
86IN02071,1976189934,76,2,C9934,,10,701,,1,1,6,,,,,00,,,,,, 2,155,0,,194,07,,18,,,,,808418,4,,824618,,,1986
86IN02072,1976189963,76,2,C9963,,18,800,,1,,0,,,,,00,,,,,,,178,0,6,,07,,18,0611,,,,845618,9,,832418,05,,1986
86IN02073,1976190184,76,2,S0184,,12,940,,1,,0,,,,,00,,,,,,,106,0,6,,07,,19,0601,,,,854518,9,,700618,76,,1986
86IN02074,1976190245,76,2,S0245,,18,701,,1,3,,,,,,00,,,,,, 4,136,129,3,,07,,19,1006,3,,07,808418,3,,473218,93,,1986
86IN02075,1976190271,76,2,S0271,,10,701,,1,,6,,,,,00,,,,,,,128,0,6,,07,,19,0717,,,,808418,4,,512118,01,,1986
86IN02076,1976190276,76,2,S0276,,11,750,,1,3,,,,,,00,,,,,, 6,140,139,3,,07,,19,1005,4,,47,920218,1,,627718,93,,1986
86IN02077,1977190407,77,2,S0407,,10,101,,1,,6,,,,,90,,,,,,,0,0,6,,07,,19,0328,,,,929718,*,,983218,95,,1986
86IN02078,1977190460,77,2,S0460,,18,870,,1,3,,,,,,90,,,,,, 1,129,126,3,,07,,19,1005,4,,47,894618,5,,919018,93,,1986
86IN02079,1977190467,77,2,S0467,,10,101,,1,1,6,,,,,90,,,,,, 2,173,0,,213,07,,19,,,,,929718,4,,746218,,,1986
86IN02080,1977190514,77,2,S0514,,10,102,,1,1,6,,,,,90,,101,,,,,142,147,,,07,,19,,,,,927418,4,,767418,,,1986
86IN02081,1977190533,77,2,S0533,,12,800,,1,3,,,,,,90,,,,,, 3,150,146,5,,07,,19,1027,5,,65,912618,1,,613418,95,,1986
86IN02082,1977190535,77,2,S0535,,10,102,,1,,6,,,,,90,,,,,,,139,0,6,,07,,19,1010,,,,927418,4,,741818,39,,1986
86IN02083,1977190550,77,2,S0550,,18,112,,1,3,,,,,,90,,,,,, 3,158,165,3,,07,,19,1005,4,,64,989418,2,,682818,93,,1986
86IN02084,1977190559,77,2,S0559,,10,103,,1,3,6,,,,,90,,,,,,,168,184,3,,07,,19,1005,4,,04,914918,4,,806018,93,,1986
86IN02085,1977190590,77,2,S0590,,11,111,,1,3,,,,,,90,,,,,, 3,135,134,3,,07,,19,1006,3,,67,999018,1,,601318,93,,1986
86IN02086,1977190608,77,2,S0608,,11,112,,1,3,,,,,,90,,,,,, 1,147,143,3,,07,,19,1005,4,,64,989418,1,,821418,93,,1986
86IN02087,1977190632,77,2,S0632,,12,910,,1,2,,,,,,90,,,,,, 3,144,152,2,,07,196,19,0925,,,,941618,2,,745418,92,,1986
86IN02088,1977190658,77,2,S0658,,11,114,,1,3,,,,,,90,,,,,, 3,136,126,3,,07,,19,1006,3,,67,987418,2,,948618,93,,1986
86IN02089,1977190664,77,2,S0664,,10,101,,1,,6,,,,,90,,,,,,,0,0,7,,07,,19,0521,,,,929718,*,,933818,97,,1986
86IN02090,1977190732,77,2,S0732,,10,104,,1,1,6,,,,,90,,103,,,,,175,199,,,07,,19,,,,,921218,4,,576118,,,1986
86IN02091,1977190733,77,2,S0733,,13,132,,1,,,,,,,90,,,,,,,0,0,6,,07,,19,0422,,,,975418,*,,820818,50,,1986
86IN02092,1977190753,77,2,S0753,,13,131,,1,3,,,,,,90,,,,,, 9,158,163,5,,07,,19,1027,5,,05,005019,2,,501418,95,,1986
86IN02093,1977190835,77,2,S0835,,13,132,,1,3,,,,,,90,,,,,, 3,168,138,3,,07,,19,1006,3,,67,975418,1,,874218,93,,1986
86IN02094,1977190873,77,2,S0873,,10,102,,1,,0,,,,,90,,,,,,,153,0,3,,07,,19,0602,,,,927418,9,,493418,93,,1986
86IN02095,1977190880,77,2,S0880,,10,102,,1,1,6,,,,,90,,,,,, 2,152,0,,187,07,,19,,,,,927418,4,,528118,,,1986
86IN02096,1977190889,77,2,S0889,,12,890,,1,,,,,,,90,,,,,,,113,0,3,,07,,19,0602,,,,919118,9,,761018,93,,1986
86IN02097,1977190900,77,2,S0900,,12,900,,1,3,,,,,,90,,,,,, 3,143,143,3,,07,,19,1006,3,,47,904518,1,,899518,93,,1986
86IN02098,1977190931,77,2,S0931,,12,810,,1,3,,,,,,90,,,,,, 4,158,152,3,,07,,19,1005,4,,0@,884118,3,,657618,93,,1986
86IN02099,1977190932,77,2,S0932,,12,810,,1,3,,,,,,90,,,,,,11,144,152,3,,07,,19,1005,4,,04,884118,5,,657618,93,,1986
86IN02100,1977191032,77,2,S1032,,18,111,,1,,,,,,,90,,,,,,,148,0,3,,07,,19,0616,,,,999018,9,,380918,02,,1986
86IN02101,1977191084,77,2,S1084,,13,131,,1,3,,,,,,90,,,,,, 4,170,159,3,,07,,19,1005,4,,64,005019,1,,569418,93,,1986
86IN02102,1977191110,77,2,S1110,,13,132,,1,,2,,,,,90,,,,,,,0,0,6,,07,,19,0407,,,,975418,*,,860318,95,,1986
86IN02103,1978191143,78,2,S1143,,11,111,,1,1,,,,,,80,,114,,,, 4,176,169,,,07,,19,,,,,066019,3,,931218,,,1986
86IN02104,1978191197,78,2,S1197,,11,114,,1,1,,,,,,80,,112,,,, 3,153,172,,,07,,19,,,,,101219,1,,821418,,,1986
86IN02105,1978191204,78,2,S1204,,10,103,,1,1,6,,,,,80,,,,,, 2,168,0,,193,07,,19,,,,,998218,4,,999218,,,1986
86IN02106,1978191260,78,2,S1260,,11,113,,1,,,,,,,80,,,,,,,159,0,7,,07,,19,0917,,,,050519,3,,963418,97,,1986
86IN02107,1978191288,78,2,S1288,,10,103,,1,1,6,,,,,80,,,,,, 4,154,0,,188,07,,19,,,,,998218,4,,797718,,,1986
86IN02108,1978191296,78,2,S1296,,10,101,,1,,6,,,,,80,,,,,,,0,0,6,,07,,19,0131,,,,029019,*,,945218,68,,1986
86IN02109,1978191318,78,2,S1318,,13,131,,1,1,,,,,,80,,134,,,, 4,178,168,,,07,,19,,,,,067719,1,,727418,,,1986
86IN02110,1978191320,78,2,S1320,,12,830,,1,1,,,,,,80,,801,,,, 2,143,153,,,07,,19,,,,,992118,2,,847218,,,1986
86IN02111,1978191336,78,2,S1336,,12,850,,1,1,,,,,,80,,811,,,, 3,150,136,,,07,,19,,,,,984718,5,,972218,,,1986
86IN02112,1978191338,78,2,S1338,,13,133,,1,3,,,,,,80,,133,,,, 3,175,188,,,07,,19,,1,,0,058019,2,,907218,,,1986
86IN02113,1978191382,78,2,S1382,,12,930,,1,3,,,,,,80,,,,,, 3,144,138,5,,07,,19,1027,5,,65,991218,3,,556118,95,,1986
86IN02114,1978191413,78,2,S1413,,13,133,,1,2,,,,,,80,,,,,, 3,183,195,2,,07,196,19,0925,,,,058019,2,,031219,92,,1986
86IN02115,1978191451,78,2,S1451,,11,114,,1,1,,,,,,80,,111,,,, 2,126,138,,,07,,19,,,,,101219,2,,999918,,,1986
86IN02116,1978191460,78,2,S1460,,10,101,,1,1,6,,,,,80,,,,,, 2,178,0,,218,07,,19,,,,,029019,4,,702618,,,1986
86IN02117,1978191466,78,2,S1466,,11,112,,1,1,,,,,,80,,112,,,, 3,139,130,,,07,,19,,,,,056019,3,,655718,,,1986
86IN02118,1978191488,78,2,S1488,,10,101,,1,1,,,,,,80,,101,,,, 3,154,145,,,07,,19,,,,,029019,2,,626018,,,1986
86IN02119,1978191547,78,2,S1547,,13,132,,1,3,,,,,,80,,,,,,12,161,138,3,,07,,19,1006,3,,07,076419,2,,928618,93,,1986
86IN02120,1978191581,78,2,S1581,,13,132,,1,2,,,,,,80,,,,,, 2,149,163,2,,07,196,19,0925,,,,076419,5,,860318,92,,1986
86IN02121,1978191587,78,2,S1587,,12,860,,1,1,,,,,,80,,831,,,, 2,143,155,,,07,,19,,,,,956518,2,,533918,,,1986
86IN02122,1978191591,78,2,S1591,,13,131,,1,1,,,,,,80,,131,,,, 3,148,137,,,07,,19,,,,,067719,3,,948518,,,1986
86IN02123,1978191642,78,2,S1642,,10,102,,1,1,6,,,,,80,,,,,, 2,201,0,,212,07,,19,,,,,005019,4,,589318,,,1986
86IN02124,1978191643,78,2,S1643,,10,102,,1,1,6,,,,,80,,,,,, 2,175,0,,205,07,,19,,,,,005019,4,,589318,,,1986
86IN02125,1978191661,78,2,S1661,,12,860,,1,3,,,,,,80,,,,,,11,118,129,3,,07,,19,1005,4,,04,956518,1,,889418,93,,1986
86IN02126,1978191678,78,2,S1678,,11,111,,1,3,,,,,,80,,113,,,, 2,154,139,,,07,,19,,1,,45,066019,3,,501218,,,1986
86IN02127,1978191702,78,2,S1702,,12,840,,1,2,,,,,,80,,,,,, 2,168,158,2,,07,196,19,0925,,,,987018,3,,847318,92,,1986
86IN02128,1978191834,78,2,S1834,,11,111,,1,3,,,,,,80,,,,,,10,165,159,3,,07,,19,1005,4,,04,066019,1,,947918,93,,1986
86IN02129,1978191863,78,2,S1863,,13,131,,1,1,,,,,,80,,132,,,, 2,174,162,,,07,,19,,,,,067719,2,,048019,,,1986
86IN02130,1978191870,78,2,S1870,,10,103,,1,1,6,,,,,80,,102,,,,,159,165,,,07,,19,,,,,998218,4,,005519,,,1986
86IN02131,1978191871,78,2,S1871,,10,103,,1,,6,,,,,80,,,,,,,163,0,6,,07,,19,1012,,,,998218,4,,005519,16,,1986
86IN02132,1978191879,78,2,S1879,,11,114,,1,2,,,,,,80,,,,,, 2,141,140,3,,07,,19,1103,,,42,101219,5,,052319,93,,1986
86IN02133,1978191896,78,2,S1896,,12,840,,1,3,,,,,,80,,,,,, 1,135,141,3,,07,,19,1005,4,,47,987018,2,,088919,93,,1986
86IN02134,1978191899,78,2,S1899,,12,800,,1,1,,,,,,80,,821,,,, 1,139,148,,,07,,19,,,,,965418,5,,084119,,,1986
86IN02135,1979191904,79,2,S1904,,11,111,,1,1,,,,,,70,,113,,,, 3,177,173,,,07,,19,,,,,114519,3,,682818,,,1986
86IN02136,1979191911,79,2,S1911,,10,102,,1,1,6,,,,,70,,103,,,,,184,193,,,07,,19,,,,,046419,4,,806018,,,1986
86IN02137,1979191916,79,2,S1916,,13,131,,1,3,,,,,,70,,,,,, 3,134,136,3,,07,,19,1006,3,,43,122619,2,,107819,93,,1986
86IN02138,1979191917,79,2,S1917,,13,134,,1,2,,,,,,70,,,,,, 2,176,177,2,,07,195,19,0925,,,,118819,1,,891318,92,,1986
86IN02139,1979191929,79,2,S1929,,11,114,,1,,,,,,,70,,,,,,,176,0,6,,07,,19,0607,,,,118119,3,,072019,05,,1986
86IN02140,1979191934,79,2,S1934,,13,134,,1,1,,,,,,70,,131,,,, 5,175,182,,,07,,19,,,,,118819,1,,012219,,,1986
86IN02141,1979191945,79,2,S1945,,13,133,,1,1,,,,,,70,,134,,,, 2,126,137,,,07,,19,,,,,114919,1,,907218,,,1986
86IN02142,1979191949,79,2,S1949,,13,133,,1,,,,,,,70,,,,,,,144,0,6,,07,,19,0623,,,,114919,2,,064719,05,,1986
86IN02143,1979191965,79,2,S1965,,10,101,,1,1,6,,,,,70,,102,,,,,175,210,,,07,,19,,,,,056719,4,,576118,,,1986
86IN02144,1979191966,79,2,S1966,,10,101,,1,,1,,,,,70,,,,,,,0,0,6,,07,,19,0114,,,,056719,*,,576118,95,,1986
86IN02145,1979191987,79,2,S1987,,12,820,,1,1,,,,,,70,,851,,,, 3,162,169,,,07,,19,,,,,099119,2,,888618,,,1986
86IN02146,1979192002,79,2,S2002,,10,101,,1,1,6,,,,,70,,,,,, 2,176,0,,227,07,,19,,,,,056719,4,,754918,,,1986
86IN02147,1979192019,79,2,S2019,,12,840,,1,1,,,,,,70,,861,,,, 2,157,156,,,07,,19,,,,,098219,1,,997018,,,1986
86IN02148,1979192024,79,2,S2024,,13,132,,1,3,,,,,,70,,,,,, 2,142,113,3,,07,,19,1103,5,,45,117819,5,,023919,93,,1986
86IN02149,1979192045,79,2,S2045,,12,900,,1,1,,,,,,70,,004,,,, 2,148,154,,,07,,19,,,,,100319,2,,763318,,,1986
86IN02150,1979192061,79,2,S2061,,12,860,,1,,,,,,,70,,,,,,,134,0,7,,07,,19,0917,,,,084219,2,,042819,97,,1986
86IN02151,1979192070,79,2,S2070,,11,113,,1,1,,,,,,70,,112,,,, 2,163,169,,,07,,19,,,,,056719,1,,825518,,,1986
86IN02152,1979192071,79,2,S2071,,11,113,,1,2,,,,,,70,,,,,, 2,162,176,2,,07,195,19,0925,,,,056719,4,,825518,92,,1986
86IN02153,1979192078,79,2,S2078,,11,111,,1,1,,,,,,70,,111,,,, 3,188,182,,,07,,19,,,,,114519,1,,058619,,,1986
86IN02154,1979192090,79,2,S2090,,10,104,,1,1,6,,,,,70,,,,,, 2,177,0,,218,07,,19,,,,,042119,4,,945218,,,1986
86IN02155,1979192092,79,2,S2092,,11,111,,1,1,,,,,,70,,114,,,, 3,147,140,,,07,,19,,,,,114519,2,,995918,,,1986
86IN02156,1979192096,79,2,S2096,,10,101,,1,1,6,,,,,70,,,,,, 2,183,0,,230,07,,19,,,,,056719,4,,005519,,,1986
86IN02157,1979192099,79,2,S2099,,13,132,,1,3,,,,,,70,,,,,, 9,178,184,3,,07,,19,1005,4,,04,117819,3,,831418,93,,1986
86IN02158,1979192103,79,2,S2103,,10,103,,1,1,6,,,,,70,,,,,, 2,158,0,,191,07,,19,,,,,043519,4,,050319,,,1986
86IN02159,1979192122,79,2,S2122,,11,112,,1,3,,,,,,70,,,,,,10,185,188,3,,07,,19,1103,5,,05,117219,1,,527218,93,,1986
86IN02160,1979192136,79,2,S2136,,11,111,,1,3,,,,,,70,,,,,,11,183,194,3,,07,,19,1006,3,,07,114519,3,,745018,93,,1986
86IN02161,1979192137,79,2,S2137,,11,114,,1,1,,,,,,70,,111,,,, 2,156,166,,,07,,19,,,,,118119,2,,900818,,,1986
86IN02162,1979192140,79,2,S2140,,12,920,,1,1,,,,,,70,,891,,,, 2,139,148,,,07,,19,,,,,064419,1,,057719,,,1986
86IN02163,1979192141,79,2,S2141,,10,102,,1,1,,,,,,70,,101,,,, 2,136,139,,,07,,19,,,,,046419,2,,938618,,,1986
86IN02164,1979192146,79,2,S2146,,13,131,,1,,,,,,,70,,,,,,,0,0,6,,07,,19,0508,,,,122619,*,,031219,01,,1986
86IN02165,1979192172,79,2,S2172,,12,920,,1,3,,,,,,70,,,,,, 9,141,145,3,,07,,19,1005,4,,04,064419,3,,905818,93,,1986
86IN02166,1979192240,79,2,S2240,,13,134,,1,1,,,,,,70,,132,,,, 3,192,188,,,07,,19,,,,,118819,2,,988418,,,1986
86IN02167,1979192273,79,2,S2273,,12,910,,1,,0,,,,,70,,,,,,,135,0,3,,07,,19,0602,,,,063319,9,,007119,93,,1986
86IN02168,1979192288,79,2,S2288,,11,113,,1,,,,,,,70,,,,,,,116,0,3,,07,,19,0602,,,,056719,9,,052619,05,,1986
86IN02169,1979192290,79,2,S2290,,12,850,,1,3,,,,,,70,,,,,, 2,122,138,3,,07,,19,1005,4,,3U,099219,1,,955518,93,,1986
86IN02170,1979192297,79,2,S2297,,10,101,,1,1,6,,,,,70,,,,,, 2,176,0,,220,07,,19,,,,,056719,4,,881818,,,1986
86IN02171,1979192312,79,2,S2312,,10,101,,1,1,6,,,,,70,,,,,, 2,167,0,,203,07,,19,,,,,056719,4,,822718,,,1986
86IN02172,1979192326,79,2,S2326,,12,950,,1,3,,,,,,70,,,,,, 6,163,164,3,,07,,19,1005,4,,04,088819,3,,068219,93,,1986
86IN02173,1979192341,79,2,S2341,,11,112,,1,1,,,,,,70,,114,,,, 3,162,154,,,07,,19,,,,,117219,1,,973718,,,1986
86IN02174,1979192343,79,2,S2343,,11,112,,1,,,,,,,70,,,,,,,0,0,3,,07,,19,0303,,,,117219,*,,843118,93,,1986
86IN02175,1979192345,79,2,S2345,,11,112,,1,1,,,,,,70,,113,,,, 3,173,173,,,07,,19,,,,,117219,3,,035619,,,1986
86IN02176,1979192378,79,2,S2378,,12,810,,1,3,,,,,,70,,,,,, 3,205,176,3,,07,,19,1005,4,,07,072119,3,,102419,93,,1986
86IN02177,1979192395,79,2,S2395,,12,890,,1,1,,,,,,70,,931,,,, 2,164,173,,,07,,19,,,,,057319,1,,899718,,,1986
86IN02178,1979192397,79,2,S2397,,10,102,,1,1,6,,,,,70,,,,,, 2,184,0,,223,07,,19,,,,,046419,4,,979618,,,1986
86IN02179,1979192416,79,2,S2416,,10,103,,1,,2,,,,,70,,,,,,,0,0,3,,07,,19,0528,,,,043519,*,,910918,93,,1986
86IN02180,1979192431,79,2,S2431,,10,101,,1,,6,,,,,70,,,,,,,0,0,6,,07,,19,0418,,,,056719,*,,077219,01,,1986
86IN02181,1979192451,79,2,S2451,,12,820,,1,3,,,,,,70,,,,,,12,168,175,3,,07,,19,1005,4,,04,099119,2,,993618,93,,1986
86IN02182,1979192455,79,2,S2455,,12,890,,1,1,,,,,,70,,941,,,, 2,116,132,,,07,,19,,,,,057319,1,,849018,,,1986
86IN02183,1979192457,79,2,S2457,,11,111,,1,1,,,,,,70,,112,,,, 3,175,175,,,07,,19,,,,,114519,2,,593118,,,1986
86IN02184,1979192476,79,2,S2476,,12,850,,1,1,,,,,,70,,841,,,, 3,148,154,,,07,,19,,,,,099219,1,,745418,,,1986
86IN02185,1979192486,79,2,S2486,,11,113,,1,1,,,,,,70,,003,,,, 3,169,168,,,07,,19,,,,,056719,2,,027619,,,1986
86IN02186,1979192585,79,2,S2585,,10,103,,1,1,6,,,,,70,,,,,, 2,194,0,,210,07,,19,,,,,043519,4,,587118,,,1986
86IN02187,1979192588,79,2,S2588,,12,830,,1,1,,,,,,70,,881,,,, 1,151,145,,,07,,19,,,,,076219,1,,031119,,,1986
86IN02188,1979192590,79,2,S2590,,12,860,,1,1,,,,,,70,,871,,,, 2,160,168,,,07,,19,,,,,084219,5,,957018,,,1986
86IN02189,1980192610,80,2,S2610,,11,113,,1,,,,,,,60,,,,,,,118,0,7,,07,,19,0917,,,,202219,2,,876818,97,,1986
86IN02190,1980192611,80,2,S2611,,10,103,,1,1,6,,,,,60,,,,,, 3,184,0,,224,07,,19,,,,,169319,4,,088019,,,1986
86IN02191,1980192640,80,2,S2640,,12,941,,1,1,,,,,,60,,004,,,, 2,170,165,,,07,,19,,,,,139819,2,,156319,,,1986
86IN02192,1980192642,80,2,S2642,,10,101,,1,,,,,,,60,,,,,,,117,0,3,,07,,19,0602,,,,163719,9,,050319,93,,1986
86IN02193,1980192659,80,2,S2659,,10,104,,1,1,6,,,,,60,,,,,, 2,161,0,,210,07,,19,,,,,148519,4,,881818,,,1986
86IN02194,1980192669,80,2,S2669,,13,134,,1,1,,,,,,60,,132,,,, 3,155,161,,,07,,19,,,,,199619,2,,874218,,,1986
86IN02195,1980192682,80,2,S2682,,11,114,,1,1,,,,,,60,,113,,,, 2,163,163,,,07,,19,,,,,248219,3,,058619,,,1986
86IN02196,1980192683,80,2,S2683,,11,111,,1,1,,,,,,60,,112,,,, 9,155,162,,,07,,19,,,,,214819,3,,027619,,,1986
86IN02197,1980192690,80,2,S2690,,10,101,,1,1,6,,,,,60,,,,,, 2,188,0,,210,07,,19,,,,,163719,4,,767418,,,1986
86IN02198,1980192696,80,2,S2696,,13,131,,1,,1,,,,,60,,,,,,,0,0,6,,07,,19,0328,,,,225619,*,,067419,95,,1986
86IN02199,1980192697,80,2,S2697,,13,131,,1,,2,,,,,60,,,,,,,0,0,6,,07,,19,0401,,,,225619,*,,067419,95,,1986
86IN02200,1980192702,80,2,S2702,,13,131,,1,3,,,,,,60,,005,,,, 4,178,186,,,07,,19,,1,,13,225619,1,,670918,,,1986
86IN02201,1980192707,80,2,S2707,,11,113,,1,3,,,,,,60,,,,,, 2,187,198,3,,07,,19,1006,3,,2#,202219,5,,978618,93,,1986
86IN02202,1980192715,80,2,S2715,,11,113,,1,3,,,,,,60,,,,,,12,168,170,3,,07,,19,1005,4,,04,202219,2,,055119,93,,1986
86IN02203,1980192717,80,2,S2717,,11,112,,1,1,,,,,,60,,114,,,, 3,168,166,,,07,,19,,,,,234219,1,,135319,,,1986
86IN02204,1980192733,80,2,S2733,,11,114,,1,1,,,,,,60,,111,,,, 2,180,193,,,07,,19,,,,,248219,5,,744918,,,1986
86IN02205,1980192743,80,2,S2743,,11,112,,1,1,,,,,,60,,111,,,, 3,173,168,,,07,,19,,,,,234219,2,,931218,,,1986
86IN02206,1980192755,80,2,S2755,,12,811,,1,,,,,,,60,,,,,,,0,0,3,,07,,19,0303,,,,187819,*,,163519,93,,1986
86IN02207,1980192759,80,2,S2759,,13,131,,1,1,,,,,,60,,132,,,, 2,182,178,,,07,,19,,,,,225619,1,,009819,,,1986
86IN02208,1980192764,80,2,S2764,,10,103,,1,1,6,,,,,60,,103,,,,,162,181,,,07,,19,,,,,169319,4,,665918,,,1986
86IN02209,1980192767,80,2,S2767,,11,113,,1,1,,,,,,60,,113,,,, 3,169,178,,,07,,19,,,,,202219,2,,910218,,,1986
86IN02210,1980192779,80,2,S2779,,11,114,,1,,,,,,,60,,,,,,,0,0,7,,07,,19,0521,,,,248219,*,,791118,97,,1986
86IN02211,1980192785,80,2,S2785,,11,114,,1,1,,,,,,60,,114,,,, 2,173,180,,,07,,19,,,,,248219,1,,915018,,,1986
86IN02212,1980192786,80,2,S2786,,10,103,,1,1,6,,,,,60,,102,,,,,177,192,,,07,,19,,,,,169319,4,,187019,,,1986
86IN02213,1980192796,80,2,S2796,,10,101,,1,1,,,,,,60,,103,,,, 3,184,179,,,07,,19,,,,,163719,2,,147119,,,1986
86IN02214,1980192801,80,2,S2801,,13,132,,1,1,,,,,,60,,134,,,, 1,129,140,,,07,,19,,,,,221919,1,,814118,,,1986
86IN02215,1980192818,80,2,S2818,,11,114,,1,1,,,,,,60,,112,,,, 3,198,193,,,07,,19,,,,,248219,3,,843118,,,1986
86IN02216,1980192820,80,2,S2820,,10,102,,1,1,6,,,,,60,,,,,, 2,158,0,,203,07,,19,,,,,120819,4,,064819,,,1986
86IN02217,1980192825,80,2,S2825,,12,851,,1,1,,,,,,60,,951,,,, 4,153,158,,,07,,19,,,,,173019,3,,700618,,,1986
86IN02218,1980192842,80,2,S2842,,11,111,,1,1,,,,,,60,,111,,,, 4,183,184,,,07,,19,,,,,214819,1,,086019,,,1986
86IN02219,1980192858,80,2,S2858,,10,104,,1,1,6,,,,,60,,,,,, 5,169,0,,213,07,,19,,,,,148519,4,,817318,,,1986
86IN02220,1980192863,80,2,S2863,,13,133,,1,1,,,,,,60,,132,,,, 2,138,138,,,07,,19,,,,,257419,1,,158119,,,1986
86IN02221,1980192875,80,2,S2875,,12,811,,1,2,,,,,,60,,,,,, 2,176,193,2,,07,195,19,0925,,,,187819,2,,937518,92,,1986
