UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
23IN00001,2018060009,A0009,06,A0009,18,2,,1,30,41,H9486,05,H9504,05,0,,,1,RED,1,,217,211,4,,,,,,,5.0,LambedInJuly,,,,1,,0.034,,2023
23IN00002,2018060049,A0049,06,A0049,18,2,,1,30,39,H9361,05,H9357,05,0,,,3,RED,1,,153,166,2,,93,1026,,,,5.0,X LGTEATS,,,17054,1,,0.037,,2023
23IN00003,2018060059,A0059,06,A0059,18,2,,1,30,41,H9486,05,H9325,05,7,,,1,RED,1,,166,157,2,,,,,,,5.0,WARTS,,,,1,,0.037,,2023
23IN00004,2018060103,A0103,06,A0103,18,2,,1,30,e14,H9384,05,H9833,05,,,,6,,,,0,0,0,,66,0324,,,,5.0,Necrotic.Ut,,,,1,,0.027,,2023
23IN00005,2018060106,A0106,06,A0106,18,2,,1,30,39,H9361,05,H8927,05,0,,,3,RED,1,,166,165,11,,93,1026,,,,5.0,X bag,,,16939,1,,0.044,,2023
23IN00006,2018060110,A0110,06,A0110,18,2,,1,30,40,H9420,05,H8876,05,0,,,3,RED,1,,195,193,2,,93,1026,,,,5.0,X LTs,,,16813,1,,0.027,,2023
23IN00007,2018060164,A0164,06,A0164,18,2,,1,30,41,H9486,05,H9497,05,,,,3,RED,2,,200,167,12,,93,1026,,,,5.0,X bag,,,16975,1,,0.031,,2023
23IN00008,2018060175,A0175,06,A0175,18,2,,1,30,40,H9420,05,H8694,05,0,,,3,TX,1,,167,176,1,,93,1026,,,,5.0,X WARTS,,,17029,1,,0.029,,2023
23IN00009,2018060184,A0184,06,A0184,18,2,,1,30,e11,H9065,05,H9754,05,0,,,3,,1,,156,165,3,,93,1026,,,,5.0,X bad 3,,,16917,1,,0.039,,2023
23IN00010,2018060188,A0188,06,A0188,18,2,,1,30,40,H9420,05,H8931,05,7,,,3,RED,1,,131,146,2,,93,1026,,,,5.0,X ChronicLame,,,17072,1,,0.034,,2023
23IN00011,2018060196,A0196,06,A0196,18,2,,1,30,38,H9294,05,H8450,05,0,,,6,RED,D,,173,0,0,,66,0427,,,,5.0,V. Poor,,,,1,,0.03,,2023
23IN00012,2018060244,A0244,06,A0244,18,2,,1,30,41,H9486,05,H8863,05,0,,,3,RED,1,,188,202,1,,93,1026,,,,5.0,X WARTS,,,16850,1,,0.038,,2023
23IN00013,2018060309,A0309,06,A0309,18,2,,1,30,38,H9294,05,H8530,05,,,,1,RED,1,,186,209,2,,,,,,,5.0,.,,,,1,,0.029,,2023
23IN00014,2018060311,A0311,06,A0311,18,2,,1,30,41,H9486,05,H9243,05,7,,,1,RTX,1,,207,198,2,,,,,,,5.0,.,,,,1,,0.04,,2023
23IN00015,2018060327,A0327,06,A0327,18,2,,1,30,41,H9486,05,H9553,05,,,,1,RED,1,,174,186,2,,,,,,,5.0,CHUNKSBS,,,,1,,0.044,,2023
23IN00016,2019060350,A0350,06,A0350,19,2,,1,30,35,H9845,05,H9647,05,0,,,3,,D,,196,222,2,,93,1026,,,,4.0,X LGERTEATS,,,17027,1,,0.04,,2023
23IN00017,2019060354,A0354,06,A0354,19,2,,1,30,32,H9641,05,H9653,05,0,,,1,,2,,211,188,2,,,,,,,4.0,.,,,,1,,0.036,,2023
23IN00018,2019060356,A0356,06,A0356,19,2,,1,30,38,H9917,05,H9443,05,7,,,1,,1,,182,173,4,,,,,,,4.0,.,,,,1,,0.042,,2023
23IN00019,2019060363,A0363,06,A0363,19,2,,1,30,38,H9917,05,H9598,05,,,,1,,1,,165,165,2,,,,,,,4.0,.,,,,1,,0.032,,2023
23IN00020,2019060370,A0370,06,A0370,19,2,,1,30,35,H9845,05,H8054,05,0,,,1,,1,,182,178,1,,,,,,,4.0,.,,,,1,,0.03,,2023
23IN00021,2019060389,A0389,06,A0389,19,2,,1,30,37,H9879,05,H9430,05,,,,1,,1,,183,174,3,,,,,,,4.0,.,,,,1,,0.037,,2023
23IN00022,2019060404,A0404,06,A0404,19,2,,1,30,37,H9879,05,H8981,05,0,,,1,,1,,168,178,2,,,,,,,4.0,SM.BAG,,,,1,,0.032,,2023
23IN00023,2019060407,A0407,06,A0407,19,2,,1,30,32,H9641,05,H7877,05,0,,,1,,1,,234,230,4,,,,,,,4.0,NICE LAMB,,,,1,,0.033,,2023
23IN00024,2019060432,A0432,06,A0432,19,2,,1,30,38,H9917,05,H9882,05,0,,,1,,2,,168,180,2,,,,,,,4.0,+Y0460,,,,1,,0.033,,2023
23IN00025,2019060435,A0435,06,A0435,19,2,,1,30,33,H9684,05,H8786,05,0,,,3,,2,,153,166,5,,93,1026,,,,4.0,X bag,,,16889,1,,0.028,,2023
