UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AOD,DINBR,TM,HORN,BPEN,YRWT,FACE,FLUSHTRT,SPRGWT,FALLWT,DISP,FLUSHWT,STAPL,CLFL,PENTRT,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,AGE,ADAM,YRREC
61IN03267,1959414231,59,2,G4231,4,10,101,41,1,08,15,,,,1,1,,097,,,123,166,2,,079,,,0928,088,2,895440,, 31,,,2.0,3,1961
61IN03268,1959414239,59,2,G4239,4,70,732,41,2,10,,,,,2,1,732,088,,,106,129,,,090,,,,107,3,116241,,,,,2.0,3,1961
61IN03269,1959414242,59,2,G4242,4,14,142,41,1,09,29,,,,1,1,169,080,,,84,118,,,092,,,,092,3,951740,,,,,2.0,3,1961
61IN03270,1959414246,59,2,G4246,4,03,032,41,1,08,24,,,,1,1,159,087,,,96,121,,,084,,,,100,2,180641,,,,,2.0,3,1961
61IN03271,1959414248,59,1,G4248,4,03,032,41,1,,22,,,,,1,683,096,,,137,170,2,,,,,0928,,,180641,,230,764640,,2.0,3,1961
61IN03272,1959414252,59,1,G4252,4,70,722,41,2,,,,,,,,,,,,,,7,,,,,0601,,,999340,,,966140,,2.0,3,1961
61IN03273,1959414258,59,2,G4258,4,71,732,41,2,07,,,,,2,1,902,105,,,126,158,,,095,,,,113,2,116241,,,,,2.0,3,1961
61IN03274,1959414261,59,2,G4261,4,18,182,41,1,11,11,,,,1,1,079,064,,,90,118,,,083,,,,098,2,117941,,,,,2.0,3,1961
61IN03275,1959414263,59,2,G4263,4,71,712,41,2,08,,,,,2,1,892,083,,,115,141,,,082,,,,078,2,174341,,,,,2.0,3,1961
61IN03276,1959414266,59,2,G4266,4,02,022,41,1,08,30,,,,1,1,059,076,,,94,120,,,074,,,,083,2,997440,,,,,2.0,3,1961
61IN03277,1959414270,59,2,G4270,4,07,071,41,1,09,26,,,,1,1,188,073,,,98,117,,,086,,,,090,3,177541,,,,,2.0,3,1961
61IN03278,1959414272,59,1,G4272,4,03,032,41,1,,21,,,,,,,,,,154,188,,,,,,,,,180641,,237,975740,,2.0,3,1961
61IN03279,1959414273,59,2,G4273,4,17,172,41,1,08,16,,,,1,1,018,091,,,107,163,,,102,,,,113,3,055641,,,,,2.0,3,1961
61IN03280,1959414274,59,1,G4274,4,17,172,41,1,,16,,,,,1,653,099,,,148,180,2,,,,,0928,,,055641,,233,797340,,2.0,3,1961
61IN03281,1959414281,59,2,G4281,4,70,712,41,1,08,,,,,2,1,712,104,,,130,162,,,093,,,,102,2,174341,,,,,2.0,3,1961
61IN03282,1959414283,59,1,G4283,4,12,122,41,1,,17,,,,,,,,,,153,195,,,,,,,,,056941,,235,860140,,2.0,3,1961
61IN03283,1959414284,59,2,G4284,4,70,712,41,1,09,,,,,2,1,722,098,,,116,133,,,102,,,,123,2,174341,,,,,2.0,3,1961
61IN03284,1959414286,59,2,G4286,4,70,712,41,1,06,,,,,2,1,712,116,,,133,166,,,098,,,,117,4,174341,,,,,2.0,3,1961
61IN03285,1959414290,59,2,G4290,4,18,182,41,1,09,12,,,,1,1,182,086,,,104,143,,,098,,,,098,3,117941,,,,,2.0,3,1961
61IN03286,1959414291,59,2,G4291,4,04,041,41,1,08,32,,,,1,1,119,086,,,101,128,,,094,,,,113,2,124941,,,,,2.0,3,1961
61IN03287,1959414294,59,2,G4294,4,67,037,41,1,06,,,,,9,1,009,112,,0,134,,,,099,,04,,118,5,180641,,,,,2.0,3,1961
61IN03288,1959414295,59,2,G4295,4,14,142,41,1,09,14,,,,1,1,141,096,,,82,142,,,093,,,,125,2,951740,,,,,2.0,3,1961
61IN03289,1959414304,59,2,G4304,4,73,107,41,3,08,,,,,9,1,722,111,,,141,150,,,089,,,,114,2,174441,,,,,2.0,3,1961
61IN03290,1959414305,59,2,G4305,4,73,137,41,3,10,,,,,9,1,732,097,,,123,150,,,093,,,,120,3,215941,,,,,2.0,3,1961
61IN03291,1959414306,59,1,G4306,4,02,022,41,1,,31,,,,,,,,,,162,205,,,,,,,,,997440,,239,001841,,2.0,3,1961
61IN03292,1959414307,59,2,G4307,4,10,101,41,1,09,10,,,,1,1,088,092,,,110,138,,,081,,,,104,2,895440,,,,,2.0,3,1961
61IN03293,1959414308,59,1,G4308,4,17,172,41,1,,09,,,,,1,713,087,,,146,200,2,,,,,0928,,,055641,,227,852540,,2.0,3,1961
61IN03294,1959414309,59,1,G4309,4,16,162,41,1,,29,,,,,,,,,,113,148,3,,,,,0801,,,066341,,209,080941,,2.0,3,1961
61IN03295,1959414310,59,2,G4310,4,04,041,41,1,10,26,,,,1,1,109,085,,,93,146,,,096,,,,095,3,124941,,,,,2.0,3,1961
61IN03296,1959414312,59,2,G4312,4,06,062,41,1,09,24,,,,1,1,029,082,,,108,138,,,086,,,,083,2,003941,,,,,2.0,3,1961
61IN03297,1959414316,59,1,G4316,4,71,722,41,1,,,,,,,2,03,,,,155,175,2,,,,,0928,,,999340,,232,741640,,2.0,3,1961
61IN03298,1959414320,59,1,G4320,4,08,081,41,1,,25,,,,,,,,,,122,164,3,,,,,1204,,,219341,,207,873840,,2.0,3,1961
61IN03299,1959414322,59,2,G4322,4,71,722,41,1,09,,,,,2,1,882,096,,,113,158,,,085,,,,124,3,999340,,,,,2.0,3,1961
61IN03300,1959414326,59,1,G4326,4,01,012,41,1,,42,,,,,,,,,,,,7,,,,,0601,,,149241,,,156941,,2.0,3,1961
61IN03301,1959414327,59,2,G4327,4,12,121,41,1,09,10,,,,1,1,119,090,,,112,154,,,099,,,,099,3,901240,,,,,2.0,3,1961
61IN03302,1959414332,59,1,G4332,4,71,732,41,2,,,,,,,,,,,,140,170,3,,,,,0801,,,116241,,217,703740,,2.0,3,1961
61IN03303,1959414336,59,1,G4336,4,71,712,41,1,,,,,,,1,723,089,,,151,180,2,,,,,0928,,,174341,,222,059441,,2.0,3,1961
61IN03304,1959414338,59,2,G4338,4,17,172,41,1,08,23,,,,1,1,171,088,,,108,123,,,096,,,,103,2,055641,,,,,2.0,3,1961
61IN03305,1959414341,59,1,G4341,4,10,102,41,1,,14,,,,,1,673,098,,,186,230,2,,,,,0928,,,174441,,249,906540,,2.0,3,1961
61IN03306,1959414342,59,2,G4342,4,05,052,41,1,10,23,,,,1,1,068,073,,,93,120,,,081,,,,080,2,111741,,,,,2.0,3,1961
61IN03307,1959414344,59,2,G4344,4,13,132,41,1,09,18,,,,1,1,019,096,,,118,153,,,100,,,,125,3,215941,,,,,2.0,3,1961
61IN03308,1959414345,59,1,G4345,4,01,012,41,1,,30,,,,,,,,,,169,200,,,,,,,,,149241,,250,853040,,2.0,3,1961
61IN03309,1959414346,59,2,G4346,4,01,012,41,1,08,36,,,,1,1,039,096,,,106,153,,,100,,,,100,2,149241,,,,,2.0,3,1961
61IN03310,1959414347,59,2,G4347,4,14,142,41,1,10,18,,,,1,1,099,078,,,99,125,,,086,,,,089,2,951740,,,,,2.0,3,1961
61IN03311,1959414351,59,2,G4351,4,12,122,41,1,11,13,,,,1,1,,078,,,86,117,2,,082,,,0928,084,2,056941,, 43,,,2.0,3,1961
61IN03312,1959414358,59,2,G4358,4,70,732,41,2,09,,,,,2,1,,078,,,96,128,2,,088,,,0928,090,2,116241,, 42,,,2.0,3,1961
61IN03313,1959414360,59,2,G4360,4,71,732,41,2,09,,,,,2,1,842,088,,,110,163,,,090,,,,101,2,116241,,,,,2.0,3,1961
61IN03314,1959414361,59,2,G4361,4,70,722,41,2,09,,,,,2,1,732,093,,,116,162,,,090,,,,100,2,999340,,,,,2.0,3,1961
61IN03315,1959414362,59,2,G4362,4,70,722,41,2,09,,,,,2,1,722,088,,,103,142,,,087,,,,093,2,999340,,,,,2.0,3,1961
61IN03316,1959414373,59,1,G4373,4,18,182,41,1,,13,,,,,1,693,096,,,145,185,2,,,,,0928,,,117941,,226,165841,,2.0,3,1961
61IN03317,1959414375,59,2,G4375,4,16,162,41,1,11,32,,,,1,1,099,062,,,78,100,,,087,,,,097,3,066341,,,,,2.0,3,1961
61IN03318,1959414377,59,1,G4377,4,18,182,41,1,,14,,,,,,,,,,144,200,3,,,,,0801,,,117941,,227,210841,,2.0,3,1961
61IN03319,1959414379,59,2,G4379,4,16,162,41,1,10,38,,,,1,1,,062,,,68,99,3,,092,,,1101,088,2,066341,,,,,2.0,3,1961
61IN03320,1959414380,59,2,G4380,4,71,712,41,1,08,,,,,2,1,832,098,,,113,150,,,094,,,,093,3,174341,,,,,2.0,3,1961
61IN03321,1959414381,59,2,G4381,4,70,712,41,1,08,,,,,2,1,712,095,,,119,144,,,080,,,,104,2,174341,,,,,2.0,3,1961
61IN03322,1959414383,59,2,G4383,4,01,012,41,1,08,34,,,,1,1,011,096,,,113,163,,,088,,,,100,2,149241,,,,,2.0,3,1961
61IN03323,1959414388,59,2,G4388,4,12,121,41,1,10,34,,,,1,1,109,072,,,85,113,,,087,,,,090,2,901240,,,,,2.0,3,1961
61IN03324,1959414390,59,2,G4390,4,03,032,41,1,07,23,,,,1,1,139,093,,,148,172,,,091,,,,109,2,180641,,,,,2.0,3,1961
61IN03325,1959414391,59,1,G4391,4,71,722,41,1,,,,,,,2,00,,,,168,190,2,,,,,0928,,,999340,,231,044541,,2.0,3,1961
61IN03326,1959414394,59,1,G4394,4,16,162,41,1,,16,,,,,,,,,,146,208,,,,,,,,,066341,,230,948840,,2.0,3,1961
61IN03327,1959414397,59,3,G4397,4,04,041,41,,,,,,,,,,,,,126,140,3,,,,,1101,,,,,216,  9537,4,2.0,3,1961
61IN03328,1959414400,59,2,G4400,4,70,732,41,2,10,,,,,2,1,732,088,,,115,152,,,085,,,,105,3,116241,,,,,2.0,3,1961
61IN03329,1959414401,59,2,G4401,4,70,732,41,2,07,,,,,2,1,732,084,,,106,136,,,086,,,,085,2,116241,,,,,2.0,3,1961
61IN03330,1959414402,59,2,G4402,4,70,712,41,1,09,,,,,2,1,722,092,,,118,155,,,087,,,,120,3,174341,,,,,2.0,3,1961
61IN03331,1959414405,59,2,G4405,4,16,162,41,1,11,17,,,,1,1,079,088,,,118,145,,,091,,,,102,4,066341,,,,,2.0,3,1961
61IN03332,1959414409,59,2,G4409,4,66,107,41,1,08,,,,,9,1,,088,,,116,152,2,,091,,,0928,087,3,174441,, 30,,,2.0,3,1961
61IN03333,1959414412,59,2,G4412,4,70,712,41,2,09,,,,,2,1,712,102,,,128,175,,,090,,,,098,2,174341,,,,,2.0,3,1961
61IN03334,1959414413,59,1,G4413,4,71,712,41,2,,,,,,,1,85,,,,165,205,2,,,,,0928,,,174341,,230,838740,,2.0,3,1961
61IN03335,1959414414,59,2,G4414,4,06,062,41,1,11,30,,,,1,1,062,072,,,90,122,,,097,,,,081,2,003941,,,,,2.0,3,1961
61IN03336,1959414416,59,2,G4416,4,71,732,41,2,09,,,,,2,1,822,086,,,111,133,,,099,,,,114,2,116241,,,,,2.0,3,1961
61IN03337,1959414417,59,2,G4417,4,71,722,41,1,08,,,,,2,1,802,102,,,120,142,,,093,,,,112,2,999340,,,,,2.0,3,1961
61IN03338,1959414418,59,2,G4418,4,71,712,41,1,08,,,,,2,1,812,104,,,129,160,,,099,,,,126,5,174341,,,,,2.0,3,1961
61IN03339,1959414420,59,2,G4420,4,17,172,41,1,07,06,,,,1,1,,097,,,122,133,5,,092,,,1120,093,2,055641,,,,,2.0,3,1961
61IN03340,1959414422,59,1,G4422,4,04,041,41,1,,27,,,,,,,,,,144,175,2,,,,,1215,,,124941,,222,850140,,2.0,3,1961
61IN03341,1959414423,59,2,G4423,4,13,132,41,1,10,29,,,,1,1,178,088,,,113,136,,,096,,,,103,3,215941,,,,,2.0,3,1961
61IN03342,1959414431,59,2,G4431,4,01,012,41,1,08,34,,,,1,1,,082,,,99,,6,,090,,,0822,088,2,149241,,,,,2.0,3,1961
61IN03343,1959414437,59,1,G4437,4,17,172,41,1,,12,,,,,2,01,,,,163,205,2,,,,,0928,,,055641,,247,957840,,2.0,3,1961
61IN03344,1959414438,59,2,G4438,4,14,142,41,1,10,26,,,,1,1,079,076,,,96,117,,,089,,,,084,2,951740,,,,,2.0,3,1961
61IN03345,1959414441,59,2,G4441,4,12,121,41,1,11,12,,,,1,1,089,077,,,107,140,,,078,,,,090,2,901240,,,,,2.0,3,1961
61IN03346,1959414443,59,1,G4443,4,11,112,41,1,,16,,,,,2,00,,,,133,175,2,,,,,0928,,,873440,,217,805340,,2.0,3,1961
61IN03347,1959414445,59,1,G4445,4,18,182,41,1,,14,,,,,2,04,,,,130,175,2,,,,,0928,,,117941,,215,170441,,2.0,3,1961
61IN03348,1959414447,59,2,G4447,4,04,041,41,1,11,33,,,,1,1,089,072,,,95,106,,,089,,,,084,2,124941,,,,,2.0,3,1961
61IN03349,1959414449,59,2,G4449,4,04,041,41,1,09,28,,,,1,1,041,074,,,98,122,,,089,,,,082,2,124941,,,,,2.0,3,1961
61IN03350,1959414451,59,4,G4451,4,,,41,,,,,,,,,,,,,125,155,,,,,,,,,,,,,,2.0,3,1961
61IN03351,1959414453,59,2,G4453,4,01,012,41,1,10,42,,,,1,1,178,080,,,112,138,,,084,,,,077,2,149241,,,,,2.0,3,1961
61IN03352,1959414455,59,2,G4455,4,70,712,41,1,10,,,,,2,1,722,085,,,103,125,,,096,,,,105,5,174341,,,,,2.0,3,1961
61IN03353,1959414456,59,2,G4456,4,12,121,41,1,10,11,,,,1,1,049,078,,,105,127,,,090,,,,095,3,901240,,,,,2.0,3,1961
61IN03354,1959414463,59,2,G4463,4,03,032,41,1,06,25,,,,1,1,031,095,,,117,146,,,090,,,,105,4,180641,,,,,2.0,3,1961
61IN03355,1959414465,59,2,G4465,4,71,722,41,1,06,,,,,2,1,,094,,,116,,6,,086,,,0623,101,2,999340,,,,,2.0,3,1961
61IN03356,1959414466,59,2,G4466,4,15,152,41,1,10,21,,,,1,1,151,076,,,92,126,,,092,,,,093,2,145641,,,,,2.0,3,1961
61IN03357,1959414470,59,2,G4470,4,73,097,41,3,07,,,,,9,1,722,093,,,114,148,,,107,,,,099,2,860940,,,,,2.0,3,1961
61IN03358,1959414477,59,1,G4477,4,18,182,41,1,,08,,,,,,,,,,145,183,3,,,,,0801,,,117941,,226,557840,,2.0,3,1961
61IN03359,1959414481,59,2,G4481,4,05,052,41,1,09,27,,,,1,1,052,078,,,98,132,,,085,,,,082,2,111741,,,,,2.0,3,1961
61IN03360,1959414483,59,2,G4483,4,01,012,41,1,10,45,,,,1,1,,084,,,105,,6,,091,,,0801,081,2,149241,,,,,2.0,3,1961
61IN03361,1959414485,59,2,G4485,4,09,092,41,1,07,15,,,,1,1,079,092,,,106,135,,,093,,,,081,2,860940,,,,,2.0,3,1961
61IN03362,1959414486,59,2,G4486,4,07,071,41,1,10,27,,,,1,1,168,080,,,100,118,,,089,,,,066,2,177541,,,,,2.0,3,1961
61IN03363,1959414490,59,1,G4490,4,05,052,41,1,,19,,,,,,,,,,158,185,,,,,,,,,111741,,233,780340,,2.0,3,1961
61IN03364,1959414496,59,1,G4496,4,05,052,41,1,,23,,,,,,,,,,132,174,2,,,,,1215,,,111741,,207,835940,,2.0,3,1961
61IN03365,1959414498,59,2,G4498,4,12,122,41,1,08,13,,,,1,1,122,083,,,102,135,,,079,,,,094,2,056941,,,,,2.0,3,1961
61IN03366,1959414503,59,2,G4503,4,05,052,41,1,09,21,,,,1,1,028,067,,,100,140,,,087,,,,080,2,111741,,,,,2.0,3,1961
61IN03367,1959414505,59,2,G4505,4,09,092,41,1,11,16,,,,1,1,188,067,,,93,122,,,093,,,,096,3,860940,,,,,2.0,3,1961
61IN03368,1959414511,59,1,G4511,4,09,092,41,1,,28,,,,,,,,,,122,158,,,,,,,,,860940,,214,197341,,2.0,3,1961
61IN03369,1959414516,59,2,G4516,4,06,062,41,1,09,37,,,,1,1,058,071,,,97,120,,,086,,,,103,2,003941,,,,,2.0,3,1961
61IN03370,1959414518,59,2,G4518,4,70,712,41,1,08,,,,,2,1,712,092,,,112,150,,,087,,,,101,2,174341,,,,,2.0,3,1961
61IN03371,1959414528,59,1,G4528,4,71,722,41,1,,,,,,,,,,,,162,196,,,,,,,,,999340,,245,879840,,2.0,3,1961
61IN03372,1959414529,59,2,G4529,4,03,032,41,1,09,24,,,,1,1,019,089,,,107,152,6,,087,,,1201,093,2,180641,,,,,2.0,3,1961
61IN03373,1959414531,59,1,G4531,4,05,052,41,1,,25,,,,,,,,,,118,158,,,,,,,,,111741,,206,869540,,2.0,3,1961
61IN03374,1959414534,59,2,G4534,4,08,082,41,1,09,25,,,,1,1,119,075,,,100,141,,,084,,,,100,2,202141,,,,,2.0,3,1961
61IN03375,1959414535,59,1,G4535,4,71,732,41,2,,,,,,,1,634,701,,,157,200,2,,,,,0928,,,116241,,235,851540,,2.0,3,1961
61IN03376,1959414537,59,2,G4537,4,09,092,41,1,11,16,,,,1,1,168,076,,,85,138,,,091,,,,090,2,860940,,,,,2.0,3,1961
61IN03377,1959414541,59,2,G4541,4,71,732,41,2,09,,,,,2,1,852,091,,,118,167,,,088,,,,097,2,116241,,,,,2.0,3,1961
61IN03378,1959414545,59,2,G4545,4,20,202,41,3,12,25,,,,1,1,202,064,,,89,117,,,087,,,,043,1,196548,,,,,2.0,3,1961
61IN03379,1960414549,60,2,G4549,4,67,262,41,,,,5,2,,5,,,,,,77,112,2,,,,,0928,117,5,291541,, 40,232741,,1.0,2,1961
61IN03380,1960414550,60,1,G4550,4,66,322,41,,,,1,3,,5,1,502,338,,,136,180,2,,,,,0928,,,335241,,236,134741,,1.0,2,1961
61IN03381,1960414553,60,2,G4553,4,67,302,41,,,,5,5,,5,,,,,,120,144,2,,,,,0928,117,5,197041,, 27,922340,,1.0,2,1961
61IN03382,1960414554,60,2,G4554,4,67,302,41,,,,5,5,,5,,,,,,90,123,2,,,,,0928,104,3,197041,, 39,922340,,1.0,2,1961
61IN03383,1960414563,60,2,G4563,4,67,282,41,,,,1,3,,5,,,,,,115,142,2,,,,,0928,113,3,316741,, 38,130441,,1.0,2,1961
61IN03384,1960414572,60,2,G4572,4,66,272,41,,,,1,4,,5,,,,,,122,149,2,,,,,0928,151,6,262141,, 38,021141,,1.0,2,1961
61IN03385,1960414576,60,2,G4576,4,66,292,41,,,,1,3,,5,,,,,,111,139,2,,,,,0928,125,3,177741,, 38,132341,,1.0,2,1961
61IN03386,1960414578,60,2,G4578,4,67,352,41,,,,1,2,,5,,,,,,94,131,2,,,,,0928,118,2,265841,, 39,233941,,1.0,2,1961
61IN03387,1960414580,60,2,G4580,4,66,222,41,,,,5,3,,5,,,,,,77,116,2,,,,,0928,105,4,218741,, 39,139941,,1.0,2,1961
61IN03388,1960414582,60,1,G4582,4,66,262,41,,,,5,5,,5,,,,,,101,134,3,,,,,0801,,,291541,,220,929040,,1.0,2,1961
61IN03389,1960414585,60,2,G4585,4,66,382,41,,,,1,3,,5,,,,,,120,145,2,,,,,0928,149,2,261241,, 28,179341,,1.0,2,1961
61IN03390,1960414586,60,1,G4586,4,66,382,41,,,,1,6,,5,,,,,,116,154,3,,,,,0801,,,261241,,223,818340,,1.0,2,1961
61IN03391,1960414587,60,1,G4587,4,67,362,41,,,,1,3,,5,,,,,,124,134,3,,,,,0801,,,144041,,229,204141,,1.0,2,1961
61IN03392,1960414593,60,1,G4593,4,66,232,41,,,,5,3,,5,,,,,,103,130,3,,,,,0801,,,252741,,223,131941,,1.0,2,1961
61IN03393,1960414594,60,2,G4594,4,66,282,41,,,,5,7,,5,,,,,,82,118,2,,,,,0928,095,3,316741,, 41,713140,,1.0,2,1961
61IN03394,1960414596,60,1,G4596,4,66,322,41,,,,1,4,,5,1,97,,,,126,162,2,,,,,0928,,,335241,,233,025841,,1.0,2,1961
61IN03395,1960414599,60,1,G4599,4,67,232,41,,,,1,2,,5,,,,,,112,148,3,,,,,0801,,,252741,,224,227641,,1.0,2,1961
61IN03396,1960414602,60,2,G4602,4,65,252,41,,,,5,6,,5,,,,,,84,110,2,,,,,0928,103,2,269941,, 40,815340,,1.0,2,1961
61IN03397,1960414603,60,1,G4603,4,65,252,41,,,,5,6,,5,1,512,335,,,122,155,2,,,,,0928,,,269941,,236,815340,,1.0,2,1961
61IN03398,1960414607,60,1,G4607,4,66,322,41,,,,1,2,,5,,,,,,108,133,3,,,,,0801,,,335241,,221,241141,,1.0,2,1961
61IN03399,1960414615,60,1,G4615,4,66,242,41,,,,1,3,,5,1,552,343,,,128,165,2,,,,,0928,,,171141,,239,128541,,1.0,2,1961
61IN03400,1960414617,60,1,G4617,4,66,272,41,,,,5,5,,5,,,,,,105,149,3,,,,,0801,,,262141,,231,923440,,1.0,2,1961
61IN03401,1960414618,60,1,G4618,4,67,312,41,,,,3,3,,5,,,,,,126,165,3,,,,,0801,,,320941,,244,129541,,1.0,2,1961
61IN03402,1960414622,60,2,G4622,4,65,232,41,,,,1,6,,5,,,,,,102,135,2,,,,,0928,132,3,252741,, 38,825740,,1.0,2,1961
61IN03403,1960414623,60,1,G4623,4,66,352,41,,,,,,,,,,,,,111,142,3,,,,,0801,,,,,219,  8255,4,1.0,2,1961
61IN03404,1960414628,60,2,G4628,4,66,332,41,,,,5,3,,5,,,,,,98,130,2,,,,,0928,095,2,269841,, 27,139741,,1.0,2,1961
61IN03405,1960414630,60,1,G4630,4,66,312,41,,,,1,5,,5,1,81,,,,123,170,2,,,,,0928,,,320941,,230,926540,,1.0,2,1961
61IN03406,1960414635,60,2,G4635,4,65,312,41,,,,5,7,,5,,,,,,88,127,2,,,,,0928,123,5,320941,, 39,713640,,1.0,2,1961
61IN03407,1960414639,60,4,G4639,4,66,302,41,,,,5,2,,5,,,,,,112,140,,,,,,,,,197041,,233,235741,,1.0,2,1961
61IN03408,1960414641,60,2,G4641,4,66,262,41,,,,1,3,,5,,,,,,75,110,2,,,,,0928,118,3,291541,, 41,132841,,1.0,2,1961
61IN03409,1960414642,60,1,G4642,4,66,292,41,,,,1,2,,5,,,,,,122,158,3,,,,,0801,,,177741,,236,237741,,1.0,2,1961
61IN03410,1960414643,60,2,G4643,4,65,282,41,,,,1,7,,5,,,,,,108,147,2,,,,,0928,131,5,316741,, 38,718040,,1.0,2,1961
61IN03411,1960414645,60,2,G4645,4,66,392,41,,,,5,4,,5,,,,,,97,136,2,,,,,0928,121,3,272941,, 38,022341,,1.0,2,1961
61IN03412,1960414648,60,2,G4648,4,66,292,41,,,,5,4,,5,,,,,,91,134,2,,,,,0928,096,3,177741,, 39,028941,,1.0,2,1961
61IN03413,1960414650,60,2,G4650,4,67,272,41,,,,5,2,,5,,,,,,90,123,2,,,,,0928,110,4,262141,, 29,233541,,1.0,2,1961
61IN03414,1960414651,60,2,G4651,4,67,272,41,,,,5,2,,5,,,,,,77,110,2,,,,,0928,087,3,262141,, 40,233541,,1.0,2,1961
61IN03415,1960414657,60,2,G4657,4,66,372,41,,,,1,5,,5,,,,,,88,126,2,,,,,0928,101,2,178341,, 40,917740,,1.0,2,1961
61IN03416,1960414658,60,1,G4658,4,66,282,41,,,,1,3,,5,1,572,339,,,120,165,2,,,,,0928,,,316741,,228,133441,,1.0,2,1961
61IN03417,1960414659,60,2,G4659,4,66,292,41,,,,5,5,,5,,,,,,97,137,2,,,,,0928,113,2,177741,, 38,930940,,1.0,2,1961
61IN03418,1960414666,60,2,G4666,4,66,282,41,,,,5,4,,5,,,,,,88,120,2,,,,,0928,100,2,316741,, 29,021041,,1.0,2,1961
61IN03419,1960414683,60,2,G4683,4,66,392,41,,,,3,4,,5,,,,,,98,133,2,,,,,0928,153,3,272941,, 38,034141,,1.0,2,1961
61IN03420,1960414688,60,2,G4688,4,65,242,41,,,,3,6,,5,,,,,,92,123,2,,,,,0928,107,3,171141,, 28,830140,,1.0,2,1961
61IN03421,1960414690,60,2,G4690,4,67,322,41,,,,5,3,,5,,,,,,131,158,2,,,,,0928,162,4,335241,, 28,127641,,1.0,2,1961
61IN03422,1960414691,60,2,G4691,4,66,312,41,,,,4,7,,5,,,,,,98,133,2,,,,,0928,106,3,320941,, 28,724240,,1.0,2,1961
61IN03423,1960414693,60,2,G4693,4,67,272,41,,,,4,5,,5,,,,,,89,118,2,,,,,0928,113,4,262141,,132,929540,,1.0,2,1961
61IN03424,1960414694,60,1,G4694,4,67,272,41,,,,3,5,,5,1,97,,,,112,150,2,,,,,0928,,,262141,,223,929540,,1.0,2,1961
61IN03425,1960414698,60,2,G4698,4,66,252,41,,,,5,3,,5,,,,,,92,125,2,,,,,0928,099,2,269941,, 40,132741,,1.0,2,1961
61IN03426,1960414706,60,2,G4706,4,65,332,41,,,,5,9,,5,,,,,,90,132,2,,,,,0928,104,4,269841,, 38,591840,,1.0,2,1961
61IN03427,1960414711,60,2,G4711,4,66,352,41,,,,1,3,,5,,,,,,104,130,2,,,,,0928,137,4,265841,, 40,135941,,1.0,2,1961
61IN03428,1960414714,60,1,G4714,4,66,372,41,,,,1,3,,5,1,96,,,,112,150,2,,,,,0928,,,178341,,221,127241,,1.0,2,1961
61IN03429,1960414717,60,1,G4717,4,65,382,41,,,,3,9,,5,,,,,,118,153,3,,,,,0801,,,261241,,228,643340,,1.0,2,1961
61IN03430,1960414718,60,2,G4718,4,65,382,41,,,,4,9,,5,,,,,,97,140,2,,,,,0928,097,2,261241,, 29,643340,,1.0,2,1961
61IN03431,1960414720,60,2,G4720,4,14,142,41,,,21,1,3,,1,,188,,,,89,126,,,,,,,113,7,316041,,,194041,,1.0,2,1961
61IN03432,1960414723,60,1,G4723,4,10,102,41,,,13,5,7,,1,1,602,345,,,121,158,2,,,,,0928,,,174441,,235,739640,,1.0,2,1961
61IN03433,1960414724,60,2,G4724,4,10,102,41,,,13,5,7,,1,,048,,,,90,118,,,,,,,097,3,174441,,,739640,,1.0,2,1961
61IN03434,1960414726,60,2,G4726,4,65,382,41,,,,3,6,,5,,,,,,108,146,2,,,,,0928,113,2,261241,, 38,808340,,1.0,2,1961
61IN03435,1960414727,60,2,G4727,4,66,342,41,,,,5,7,,5,,,,,,84,125,2,,,,,0928,111,3,279041,, 39,740240,,1.0,2,1961
61IN03436,1960414728,60,1,G4728,4,66,342,41,,,,5,7,,5,,,,,,106,144,3,,,,,0801,,,279041,,226,740240,,1.0,2,1961
61IN03437,1960414730,60,2,G4730,4,66,242,41,,,,5,3,,5,,,,,,75,105,2,,,,,0928,102,2,171141,, 40,139841,,1.0,2,1961
61IN03438,1960414731,60,2,G4731,4,66,302,41,,,,1,3,,5,,,,,,85,129,2,,,,,0928,104,3,197041,, 27,139541,,1.0,2,1961
61IN03439,1960414734,60,1,G4734,4,11,111,41,,,16,1,9,,1,,,,,,133,190,,,,,,,,,079541,,232,654840,,1.0,2,1961
61IN03440,1960414736,60,2,G4736,4,66,252,41,,,,5,3,,5,,,,,,86,121,2,,,,,0928,104,3,269941,, 28,140641,,1.0,2,1961
61IN03441,1960414739,60,1,G4739,4,70,732,41,,,,3,4,,2,,,,,,126,,3,,,,,0601,,,932040,,234,043341,,1.0,2,1961
61IN03442,1960414741,60,2,G4741,4,66,302,41,,,,5,6,,5,,,,,,93,126,2,,,,,0928,112,4,197041,, 28,823040,,1.0,2,1961
61IN03443,1960414744,60,2,G4744,4,82,039,41,,,,1,3,,7,,,,,,82,128,2,,,,,0928,132,4,255941,, 39,223841,,1.0,2,1961
61IN03444,1960414745,60,2,G4745,4,66,252,41,,,,5,5,,5,,,,,,88,,7,,,,,0915,084,2,269941,,,918140,,1.0,2,1961
61IN03445,1960414747,60,2,G4747,4,65,382,41,,,,1,6,,5,,,,,,91,142,2,,,,,0928,101,2,261241,, 28,808440,,1.0,2,1961
