UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,REASON,STAPL,CLFL,BRDNEW,C5457,GRFL,FLGR,C6263,SIRE,SB1,DAYDIS,C7378,AGE_BRDG,C80,YRREC,AGE
55IN01325,1952140835,52,2,X0835,2,53,530,14,,08,07,,4,18,1,1,530,075,15,,103,133,,,072,040,,,089,2,,9992,2,,,3,,1955,3.0
55IN01326,1950130854,50,2,W0854,2,53,530,13,,08,06,,6,07,1,3,530,067,15,,113,143,,,086, 45,,,093,2,,9777,2,,,5,,1955,5.0
55IN01327,1950130858,50,2,W0858,2,53,530,13,,06,17,,6,08,1,1,530,091,09,,136,169,,,064, 33,,,091,1,,9777,2,,,5,,1955,5.0
55IN01328,1950130859,50,2,W0859,2,53,530,13,,07,20,,6,,1,4,650,078,11,,120,150,,,083, 34,,,077,2,,9777,2,,,5,,1955,5.0
55IN01329,1953140914,53,2,X0914,2,53,530,14,,09,08,,3,,1,1,640,065,16,,102,125,,,070,037,,,090,2,,1309,2,,,2,,1955,2.0
55IN01330,1950130924,50,2,W0924,2,53,530,13,,06,10,,6,19,1,3,530,083,11,,118,140,,,088, 41,,,083,2,,9777,2,,,5,,1955,5.0
55IN01331,1953140954,53,1,X0954,2,53,530,14,,7,,,3,,,,,,,,138,175,2,87,,,,,,,,,,,,2,,1955,2.0
55IN01332,1953140985,53,2,X0985,2,53,530,14,,07,22,,3,08,1,1,530,077,11,,90,128,,,068,039,,,088,2,,1309,2,,,2,,1955,2.0
55IN01333,1950131020,50,2,W1020,2,53,530,13,,06,17,,6,,1,1,640,076,15,,118,145,,,078, 37,,,084,2,,9777,2,,,5,,1955,5.0
55IN01334,1953141045,53,1,X1045,2,53,530,14,,,,,3,,,,,,,,129,169,,,,,,,,,,,,,,2,,1955,2.0
55IN01335,1953141166,53,1,X1166,2,53,530,14,,,,,3,,,,,,,,118,146,3,85,,,,,,,,,,,,2,,1955,2.0
55IN01336,1953141167,53,1,X1167,2,53,530,14,,,,,3,,,,,,,,,,7,,,,,,,,,,,,   7,2,,1955,2.0
55IN01337,1953141170,53,2,X1170,2,53,530,14,,08,11,,3,13,1,1,530,063,13,,88,117,,,067,031,,,082,2,,1309,2,,,2,,1955,2.0
55IN01338,1953141214,53,2,X1214,2,53,530,14,,,,,3,,,,,,,,,,6,,,,,,,,,,,,   6,2,,1955,2.0
55IN01339,1953141231,53,1,X1231,2,53,530,14,,8,,,3,,,,,,,,136,160,2,20,,,,,,,,,,,,2,,1955,2.0
55IN01340,1950131286,50,2,W1286,2,53,530,13,,07,09,,6,,1,1,650,066,10,,124,144,,,075, 40,,,091,2,,9777,2,,,5,,1955,5.0
55IN01341,1950131297,50,2,W1297,2,53,530,13,,06,06,,6,07,1,4,530,072,12,,115,128,,,080, 43,,,088,2,,9777,2,,,5,,1955,5.0
55IN01342,1953141403,53,2,X1403,2,53,530,14,,,,,3,,,,,,,,,,6,,,,,,,,,,,,   6,2,,1955,2.0
55IN01343,1953141404,53,2,X1404,2,53,530,14,,07,11,,3,,1,1,660,071,15,,94,130,,,072,036,,,092,2,,1309,2,,,2,,1955,2.0
55IN01344,1953141412,53,1,X1412,2,53,530,14,,5,,,3,,,,,,,,157,184,2,10,,,,,,,,,,,,2,,1955,2.0
55IN01345,1951131493,51,2,W1493,2,53,530,13,,10,17,,5,11,1,1,530,070,12,,97,156,,,070,044,,,082,2,,0323,2,,,4,,1955,4.0
55IN01346,1954141531,54,2,X1531,2,53,530,14,,06,08,,2,,1,1,630,094,09,,94,123,,,065, 36,,,095,2,,1692,2,,,1,,1955,1.0
55IN01347,1951131578,51,2,W1578,2,53,530,13,,08,07,,5,10,1,5,530,090,12,,111,134,,,075,049,,,101,2,,0323,2,,,4,,1955,4.0
55IN01348,1951131579,51,2,W1579,2,53,530,13,,08,07,,5,,1,3,630,078,15,,118,135,,,082,041,,,091,2,,0323,2,,,4,,1955,4.0
55IN01349,1954141585,54,2,X1585,2,53,530,14,,,,,2,,,,,,,,82,117,2,13,,,,,,,,,,,,1,,1955,1.0
55IN01350,1954141594,54,1,X1594,2,53,530,14,,,,,2,,,,,,,,98,129,3,10,,,,,,,,,,,,1,,1955,1.0
55IN01351,1954141621,54,1,X1621,2,53,530,14,,,,,2,,,,,,,,104,143,,,,,,,,,,,,,,1,,1955,1.0
55IN01352,1954141636,54,2,X1636,2,53,530,14,,06,08,,2,08,1,1,530,083,10,,83,122,,,077, 39,,,086,2,,1692,2,,,1,,1955,1.0
55IN01353,1954141647,54,2,X1647,2,53,530,14,,08,10,,2,,1,1,660,080,12,,80,107,,,080, 49,,,097,2,,1692,2,,,1,,1955,1.0
55IN01354,1954141650,54,1,X1650,2,53,530,14,,,,,2,,,,,,,,87,124,3,85,,,,,,,,,,,,1,,1955,1.0
55IN01355,1954141677,54,2,X1677,2,53,530,14,,05,08,,2,,1,1,640,075,15,,75,111,,,072, 42,,,082,2,,1692,2,,,1,,1955,1.0
55IN01356,1951131693,51,2,W1693,2,53,530,13,,07,04,,5,,1,3,660,078,12,,94,133,,,078,058,,,104,2,,0323,2,,,4,,1955,4.0
55IN01357,1954141744,54,1,X1744,2,53,530,14,,,,,2,,,,,,,,98,137,,,,,,,,,,,,,,1,,1955,1.0
55IN01358,1954141790,54,1,X1790,2,53,530,14,,,,,2,,,,,,,,93,131,3,10,,,,,,,,,,,,1,,1955,1.0
55IN01359,1954141805,54,2,X1805,2,53,530,14,,05,07,,2,09,1,1,530,086,14,,86,118,,,089, 50,,,093,2,,1692,2,,,1,,1955,1.0
55IN01360,1954141854,54,1,X1854,2,53,530,14,,,,,2,,,,,,,,100,149,,,,,,,,,,,,,,1,,1955,1.0
55IN01361,1954141857,54,1,X1857,2,53,530,14,,,,,2,,,,,,,,111,147,,,,,,,,,,,,,,1,,1955,1.0
55IN01362,1954141876,54,1,X1876,2,53,530,14,,,,,2,,,,,,,,100,138,,,,,,,,,,,,,,1,,1955,1.0
55IN01363,1951131894,51,2,W1894,2,53,530,13,,09,10,,5,10,1,1,530,084,11,,120,143,,,085,049,,,090,2,,0323,2,,,4,,1955,4.0
55IN01364,1951131896,51,1,W1896,2,53,530,13,,,,,5,,,,,,,,148,163,3,04,,,,,,,,,,,14,4,,1955,4.0
55IN01365,1954141932,54,2,X1932,2,53,530,14,,09,11,,2,10,1,1,530,069,16,,69,104,,,081, 43,,,089,2,,1692,2,,,1,,1955,1.0
55IN01366,1954141933,54,2,X1933,2,53,530,14,,09,11,,2,10,1,1,530,073,15,,73,108,,,073, 36,,,077,2,,1692,2,,,1,,1955,1.0
55IN01367,1951131954,51,1,W1954,2,53,530,13,,,,,5,,,,,,,,,,,,,,,,,,,,,,   9,4,,1955,4.0
55IN01368,1954141955,54,2,X1955,2,53,530,14,,,,,2,,,,,,,,69,111,2,37,,,,,,,,,,,,1,,1955,1.0
55IN01369,1954142005,54,2,X2005,2,53,530,14,,08,07,,2,,1,1,650,071,16,,71,108,,,077, 34,,,080,2,,1692,2,,,1,,1955,1.0
55IN01370,1954142228,54,2,X2228,2,53,530,14,,08,18,,2,09,1,4,530,074,15,,74,104,,,080, 38,,,078,2,,1692,2,,,1,,1955,1.0
55IN01371,1947138755,47,2,W8755,2,53,530,13,,06,06,,9,,1,1,640,089,11,,117,136,,,088,,,,111,3,,7105,2,,,8,,1955,8.0
55IN01372,1948139290,48,2,W9290,2,53,530,13,,06,03,,8,07,1,1,530,082,15,,124,160,,,087,,,,086,1,,8092,2,,,7,,1955,7.0
55IN01373,1948139354,48,2,W9354,2,53,530,13,,08,06,,8,14,1,1,530,078,15,,136,160,,,072,,,,068,1,,8092,2,,,7,,1955,7.0
55IN01374,1949139943,49,2,W9943,2,53,530,13,,06,03,,7,,1,1,630,073,15,,112,147,,,077,,,,077,2,,8830,2,,,6,,1955,6.0
55IN01375,1949130064,49,2,W0064,2,54,,13,,,,,7,,,,,,,,106,,7,,,,,,,,,,,,,6,,1955,6.0
55IN01376,1949130150,49,2,W0150,2,54,,13,,,,,7,,,,,,,,112,143,8,92,,,,,,,,,,,,6,,1955,6.0
55IN01377,1949130353,49,2,W0353,2,54,,13,,,,,7,,,,,,,,,,6,,,,,,,,,,,,   6,6,,1955,6.0
55IN01378,1950130776,50,2,W0776,2,54,,13,,,,,6,,,,,,,,130,,3,,,,,,,,,,,,,5,,1955,5.0
55IN01379,1950131265,50,2,W1265,2,54,,13,,,,,6,,,,,,,,121,155,2,11,,,,,,,,,,,,5,,1955,5.0
55IN01380,1948139447,48,2,W9447,2,54,,13,,,,,8,,,,,,,,122,,6,,,,,,,,,,,,,7,,1955,7.0
55IN01381,1949130039,49,2,W0039,2,54,540,13,,05,11,,7,11,1,1,540,087,10,,142,178,,,083,,,,096,3,,8560,2,,,6,,1955,6.0
55IN01382,1951140180,51,2,X0180,2,54,540,14,,08,19,,5,,1,1,680,068,14,,104,133,,,074,044,,,082,2,,0346,2,,,4,,1955,4.0
55IN01383,1949130195,49,2,W0195,2,54,540,13,,05,06,,7,,1,1,700,081,14,,110,144,,,078,,,,081,2,,8560,2,,,6,,1955,6.0
55IN01384,1951140334,51,2,X0334,2,54,540,14,,07,14,,5,14,1,1,540,080,11,,105,143,,,076,042,,,076,2,,0346,2,,,4,,1955,4.0
55IN01385,1952140355,52,2,X0355,2,54,540,14,,08,14,,4,25,1,1,540,075,15,,101,137,,,059,036,,,093,2,,9240,2,,,3,,1955,3.0
55IN01386,1952140522,52,2,X0522,2,54,540,14,,08,08,,4,25,1,1,540,077,13,,98,140,,,083,047,,,101,2,,9240,2,,,3,,1955,3.0
55IN01387,1952140549,52,1,X0549,2,54,540,14,,,,,4,,,,,,,,166,201,,,,,,,,,,,,,,3,,1955,3.0
55IN01388,1949130710,49,2,W0710,2,54,540,13,,05,19,,7,11,1,1,540,077,15,,138,168,,,067,,,,072,2,,8560,2,,,6,,1955,6.0
55IN01389,1952140749,52,2,X0749,2,54,540,14,,,,,4,,,,,,,,103,130,2,06,,,,,,,,,,,,3,,1955,3.0
55IN01390,1950130753,50,2,W0753,2,54,540,13,,06,06,,6,,1,5,690,092,13,,126,170,,,077, 45,,,089,2,,8560,2,,,5,,1955,5.0
55IN01391,1952140757,52,2,X0757,2,54,540,14,,09,17,,4,,1,3,670,068,15,,100,126,,,072,033,,,065,2,,9240,2,,,3,,1955,3.0
55IN01392,1952140758,52,2,X0758,2,54,540,14,,06,17,,4,,1,1,680,082,15,,106,143,,,075,045,,,086,2,,9240,2,,,3,,1955,3.0
55IN01393,1953140889,53,2,X0889,2,54,540,14,,10,23,,3,,1,1,700,086,16,,115,150,,,071,044,,,126,2,,0991,2,,,2,,1955,2.0
55IN01394,1953140974,53,1,X0974,2,54,540,14,,8,,,3,,,,,,,,162,153,2,20,,,,,,,,,,,,2,,1955,2.0
55IN01395,1953141059,53,2,X1059,2,54,540,14,,,,,3,,,,,,,,,,6,,,,,,,,,,,,   6,2,,1955,2.0
55IN01396,1953141088,53,1,X1088,2,54,540,14,,2,,,3,,,,,,,,140,174,2,20,,,,,,,,,,,,2,,1955,2.0
55IN01397,1950131088,50,2,W1088,2,54,540,13,,05,11,,6,15,1,1,540,087,13,,121,150,,,079, 34,,,082,2,,8560,2,,,5,,1955,5.0
55IN01398,1953141089,53,2,X1089,2,54,540,14,,,,,3,,,,,,,,,,6,,,,,,,,,,,,   6,2,,1955,2.0
55IN01399,1953141158,53,2,X1158,2,54,540,14,,,,,3,,,,,,,,130,,6,,,,,,,,,,,,   6,2,,1955,2.0
55IN01400,1950131211,50,2,W1211,2,54,540,13,,06,16,,6,,1,3,670,076,10,,120,143,,,083, 40,,,092,2,,8560,2,,,5,,1955,5.0
55IN01401,1953141216,53,2,X1216,2,54,540,14,,05,16,,3,,1,1,690,078,12,,112,140,,,062,030,,,082,2,,0991,2,,,2,,1955,2.0
55IN01402,1953141217,53,2,X1217,2,54,540,14,,08,16,,3,09,1,1,540,072,15,,103,130,,,055,027,,,065,2,,0991,2,,,2,,1955,2.0
55IN01403,1953141246,53,2,X1246,2,54,540,14,,08,09,,3,14,1,1,540,082,11,,113,137,,,072,034,,,086,2,,0991,2,,,2,,1955,2.0
55IN01404,1953141247,53,1,X1247,2,54,540,14,,7,,,3,,,,,,,,149,188,2,87,,,,,,,,,,,,2,,1955,2.0
55IN01405,1950131266,50,2,W1266,2,54,540,13,,07,06,,6,11,1,1,540,083,14,,116,142,,,074, 36,,,092,2,,8560,2,,,5,,1955,5.0
55IN01406,1953141276,53,1,X1276,2,54,540,14,,,,,3,,,,,,,,142,184,,,,,,,,,,,,,,2,,1955,2.0
55IN01407,1953141277,53,2,X1277,2,54,540,14,,,,,3,,,,,,,,96,,7,,,,,,,,,,,,,2,,1955,2.0
55IN01408,1953141330,53,2,X1330,2,54,540,14,,07,16,,3,11,1,1,540,093,11,,107,127,,,069,040,,,079,2,,0991,2,,,2,,1955,2.0
55IN01409,1953141399,53,1,X1399,2,54,540,14,,7,,,3,,,,,,,,147,178,2,87,,,,,,,,,,,,2,,1955,2.0
55IN01410,1953141437,53,2,X1437,2,54,540,14,,07,11,,3,20,1,1,540,074,13,,94,134,,,065,035,,,080,2,,0991,2,,,2,,1955,2.0
55IN01411,1951131478,51,2,W1478,2,54,540,13,,07,08,,5,11,1,1,540,083,13,,103,134,,,067,044,,,093,2,,0346,2,,,4,,1955,4.0
55IN01412,1951131479,51,2,W1479,2,54,540,13,,,,,5,,,,,,,,114,138,3,07,,,,,,,,,,,,4,,1955,4.0
55IN01413,1951131536,51,2,W1536,2,54,540,13,,07,15,,5,22,1,1,540,080,09,,109,146,,,083,052,,,092,2,,0346,2,,,4,,1955,4.0
55IN01414,1954141551,54,2,X1551,2,54,540,14,,07,16,,2,15,1,1,540,063,15,,63,96,,,068, 31,,,063,2,,1930,2,,,1,,1955,1.0
55IN01415,1954141552,54,2,X1552,2,54,540,14,,08,16,,2,15,1,1,540,077,15,,77,113,,,070, 40,,,077,2,,1930,2,,,1,,1955,1.0
55IN01416,1954141567,54,2,X1567,2,54,540,14,,,,,2,,,,,,,,78,102,2,12,,,,,,,,,,,,1,,1955,1.0
55IN01417,1954141587,54,2,X1587,2,54,540,14,,08,16,,2,11,1,1,540,072,15,,72,107,,,067, 35,,,066,2,,1930,2,,,1,,1955,1.0
55IN01418,1954141626,54,2,X1626,2,54,540,14,,08,23,,2,13,1,1,540,080,09,,80,104,,,078, 40,,,095,2,,1930,2,,,1,,1955,1.0
55IN01419,1954141652,54,1,X1652,2,54,540,14,,,,,2,,,,,,,,72,100,,,,,,,,,,,,,,1,,1955,1.0
55IN01420,1951131683,51,2,W1683,2,54,540,13,,,,,5,,,,,,,,118,140,5,80,,,,,,,,,,,,4,,1955,4.0
55IN01421,1951131716,51,2,W1716,2,54,540,13,,,,,5,,,,,,,,92,125,3,07,,,,,,,,,,,,4,,1955,4.0
55IN01422,1954141718,54,1,X1718,2,54,540,14,,,,,2,,,,,,,,112,138,3,10,,,,,,,,,,,,1,,1955,1.0
55IN01423,1954141862,54,1,X1862,2,54,540,14,,6,,,2,,,,,,,,93,120,2,10,,,,,,,,,,,,1,,1955,1.0
55IN01424,1954141963,54,2,X1963,2,54,540,14,,08,16,,2,13,1,1,540,083,15,,83,120,,,065, 30,,,084,2,,1930,2,,,1,,1955,1.0
55IN01425,1954141964,54,1,X1964,2,54,540,14,,,,,2,,,,,,,,99,137,,,,,,,,,,,,,,1,,1955,1.0
55IN01426,1954142002,54,1,X2002,2,54,540,14,,,,,2,,,,,,,,101,135,,,,,,,,,,,,,,1,,1955,1.0
55IN01427,1954142003,54,2,X2003,2,54,540,14,,10,17,,2,13,1,1,540,082,10,,82,116,,,070, 45,,,081,2,,1930,2,,,1,,1955,1.0
55IN01428,1954142043,54,1,X2043,2,54,540,14,,,,,2,,,,,,,,80,124,3,10,,,,,,,,,,,14,1,,1955,1.0
55IN01429,1954142123,54,1,X2123,2,54,540,14,,,,,2,,,,,,,,96,128,,,,,,,,,,,,,,1,,1955,1.0
55IN01430,1954142144,54,2,X2144,2,54,540,14,,07,16,,2,11,1,1,540,073,13,,73,114,,,061, 31,,,067,2,,1930,2,,,1,,1955,1.0
55IN01431,1954142145,54,2,X2145,2,54,540,14,,,,,2,,,,,,,,70,98,2,71,,,,,,,,,,,,1,,1955,1.0
55IN01432,1954142212,54,2,X2212,2,54,540,14,,06,10,,2,12,1,1,540,083,13,,83,120,,,065, 35,,,081,2,,1930,2,,,1,,1955,1.0
55IN01433,1954142243,54,1,X2243,2,54,540,14,,,,,2,,,,,,,,90,126,,,,,,,,,,,,,,1,,1955,1.0
55IN01434,1947138651,47,2,W8651,2,54,540,13,,05,00,,9,13,1,1,540,086,13,,126,167,,,081,,,,086,1,,7102,2,,,8,,1955,8.0
55IN01435,1949139952,49,2,W9952,2,54,540,13,,06,20,,7,11,1,1,540,077,15,,108,146,,,079,,,,096,2,,8560,2,,,6,,1955,6.0
55IN01436,1952140404,52,2,X0404,2,62,621,14,,,,,4,,,,,,,,134,170,2,29,,,,,,,,,,,,3,,1955,3.0
55IN01437,1954141792,54,2,X1792,2,63,630,14,,,,,2,,,,,,,,77,122,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01438,1954141895,54,1,X1895,2,63,630,14,,6,,,2,,,,,,,,111,137,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01439,1954141794,54,1,X1794,2,63,640,14,,7,,,2,,,,,,,,92,132,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01440,1954141795,54,2,X1795,2,63,640,14,,,,,2,,,,,,,,71,115,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01441,1954141824,54,1,X1824,2,63,640,14,,3,,,2,,,,,,,,93,125,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01442,1954142014,54,1,X2014,2,63,640,14,,,,,2,,,,,,,,111,146,3,12,,,,,,,,,,,14,1,,1955,1.0
55IN01443,1954141731,54,2,X1731,2,63,650,14,,,,,2,,,,,,,,76,104,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01444,1954141693,54,2,X1693,2,63,660,14,,,,,2,,,,,,,,82,114,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01445,1954141694,54,1,X1694,2,63,660,14,,9,,,2,,,,,,,,104,141,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01446,1954141726,54,2,X1726,2,63,660,14,,,,,2,,,,,,,,80,106,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01447,1954141727,54,2,X1727,2,63,660,14,,,,,2,,,,,,,,75,112,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01448,1954141920,54,2,X1920,2,63,660,14,,,,,2,,,,,,,,78,116,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01449,1954142119,54,2,X2119,2,63,660,14,,,,,2,,,,,,,,72,110,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01450,1954142246,54,2,X2246,2,63,660,14,,,,,2,,,,,,,,74,114,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01451,1954142017,54,2,X2017,2,63,670,14,,,,,2,,,,,,,,93,124,3,10,,,,,,,,,,,,1,,1955,1.0
55IN01452,1954142026,54,2,X2026,2,63,670,14,,,,,2,,,,,,,,77,118,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01453,1954141763,54,2,X1763,2,63,680,14,,,,,2,,,,,,,,68,103,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01454,1954142132,54,2,X2132,2,63,680,14,,,,,2,,,,,,,,72,120,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01455,1954141675,54,2,X1675,2,63,690,14,,,,,2,,,,,,,,82,119,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01456,1954141676,54,1,X1676,2,63,690,14,,,,,2,,,,,,,,89,125,8,,,,,,,,,,,,,1,,1955,1.0
55IN01457,1954142188,54,2,X2188,2,63,690,14,,,,,2,,,,,,,,80,127,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01458,1954142234,54,2,X2234,2,63,690,14,,,,,2,,,,,,,,89,130,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01459,1954141910,54,2,X1910,2,63,700,14,,,,,2,,,,,,,,81,114,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01460,1954142079,54,2,X2079,2,63,700,14,,,,,2,,,,,,,,85,117,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01461,1954142182,54,2,X2182,2,63,700,14,,,,,2,,,,,,,,91,118,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01462,1954141559,54,2,X1559,2,82,264,14,,,,,2,,,,,,,,78,116,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01463,1954141662,54,1,X1662,2,82,264,14,,4,,,2,,,,,,,,98,137,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01464,1954141973,54,2,X1973,2,82,264,14,,,,,2,,,,,,,,83,122,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01465,1954142024,54,1,X2024,2,82,264,14,,4,,,2,,,,,,,,108,145,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01466,1954142109,54,2,X2109,2,82,264,14,,,,,2,,,,,,,,74,119,3,10,,,,,,,,,,,,1,,1955,1.0
55IN01467,1954141560,54,2,X1560,2,82,265,14,,,,,2,,,,,,,,84,120,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01468,1954141668,54,1,X1668,2,82,265,14,,,,,2,,,,,,,,100,137,3,04,,,,,,,,,,,14,1,,1955,1.0
55IN01469,1954141905,54,1,X1905,2,82,265,14,,,,,2,,,,,,,,104,145,3,50,,,,,,,,,,,14,1,,1955,1.0
55IN01470,1954142197,54,1,X2197,2,82,265,14,,,,,2,,,,,,,,100,143,3,10,,,,,,,,,,,,1,,1955,1.0
55IN01471,1954142233,54,2,X2233,2,82,265,14,,,,,2,,,,,,,,90,122,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01472,1954141634,54,2,X1634,2,82,355,14,,,,,2,,,,,,,,90,130,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01473,1954142061,54,2,X2061,2,82,355,14,,,,,2,,,,,,,,88,126,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01474,1954141696,54,2,X1696,2,82,364,14,,,,,2,,,,,,,,98,141,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01475,1954141748,54,1,X1748,2,82,364,14,,1,,,2,,,,,,,,114,148,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01476,1954141898,54,2,X1898,2,82,364,14,,,,,2,,,,,,,,82,119,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01477,1954141911,54,2,X1911,2,82,365,14,,,,,2,,,,,,,,86,116,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01478,1954141685,54,2,X1685,2,82,404,14,,,,,2,,,,,,,,81,125,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01479,1954142020,54,1,X2020,2,82,404,14,,2,,,2,,,,,,,,106,150,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01480,1954142034,54,2,X2034,2,82,404,14,,,,,2,,,,,,,,88,125,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01481,1954141604,54,2,X1604,2,82,405,14,,,,,2,,,,,,,,86,138,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01482,1954141653,54,2,X1653,2,82,405,14,,,,,2,,,,,,,,85,118,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01483,1954141787,54,2,X1787,2,82,405,14,,,,,2,,,,,,,,85,120,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01484,1954142134,54,1,X2134,2,82,405,14,,0,,,2,,,,,,,,99,139,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01485,1954142157,54,2,X2157,2,82,405,14,,,,,2,,,,,,,,90,127,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01486,1948175739,48,2,S5739,3,00,,17,,,,,8,,,,,,,,125,,3,,,,,,,,,,,,,7,,1955,7.0
55IN01487,1949176017,49,2,S6017,3,00,710,17,,05,02,,7,,2,1,,082,13,,136,161,8,07,095,,,,109,2,,,,,,6,,1955,6.0
55IN01488,1954177836,54,1,S7836,3,62,,17,,2,,,2,,,,,,,,112,150,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01489,1951176901,51,2,S6901,3,62,000,17,,07,,,5,,0,3,681,091,12,,126,160,,,081,054,,,123,2,,2594,1,,,4,,1955,4.0
55IN01490,1951176568,51,2,S6568,3,62,551,17,,08,,,5,,5,3,561,071,12,,103,140,,,089,062,,,105,2,,2903,1,,,4,,1955,4.0
55IN01491,1951176684,51,2,S6684,3,62,551,17,,07,,,5,,5,3,581,087,12,,113,154,,,083,041,,,087,2,,2903,1,,,4,,1955,4.0
55IN01492,1953177320,53,2,S7320,3,62,551,17,,,,,3,,,,,,,,94,128,2,29,,,,,,,,,,,,2,,1955,2.0
55IN01493,1953177403,53,2,S7403,3,62,551,17,,08,,,3,,5,3,601,077,16,,110,136,,,074,039,,,097,2,,3399,1,,,2,,1955,2.0
55IN01494,1954177666,54,1,S7666,3,62,551,17,,4,,,2,,,,,,,,96,128,2,17,,,,,,,,,,,,1,,1955,1.0
55IN01495,1954177913,54,2,S7913,3,62,551,17,,,,,2,,,,,,,,71,100,2,71,,,,,,,,,,,,1,,1955,1.0
55IN01496,1954177914,54,2,S7914,3,62,551,17,,,,,2,,,,,,,,82,,3,,,,,,,,,,,,,1,,1955,1.0
55IN01497,1952177051,52,2,S7051,3,62,561,17,,07,,,4,,5,4,591,080,14,,117,152,,,061,038,,,097,2,,3179,1,,,3,,1955,3.0
55IN01498,1953177272,53,2,S7272,3,62,561,17,,06,,,3,,5,3,611,093,12,,119,146,,,079,048,,,133,2,,3520,1,,,2,,1955,2.0
55IN01499,1953177437,53,2,S7437,3,62,561,17,,07,,,3,,5,3,591,074,15,,100,126,,,086,043,,,100,2,,3520,1,,,2,,1955,2.0
55IN01500,1954177777,54,2,S7777,3,62,561,17,,06,,,2,,5,4,621,118,09,,118,162,,,075, 50,,,135,2,,3643,1,,,1,,1955,1.0
55IN01501,1954177912,54,2,S7912,3,62,561,17,,07,,,2,,5,3,591,093,14,,93,133,,,080, 50,,,119,2,,3643,1,,,1,,1955,1.0
55IN01502,1954177917,54,2,S7917,3,62,561,17,,09,,,2,,5,4,621,068,13,,68,105,,,087, 34,,,088,2,,3643,1,,,1,,1955,1.0
55IN01503,1951176658,51,2,S6658,3,62,571,17,,08,,,5,,5,3,561,082,13,,120,138,,,077,048,,,081,2,,2793,1,,,4,,1955,4.0
55IN01504,1952177013,52,2,S7013,3,62,571,17,,06,,,4,,5,3,601,105,09,,143,174,,,071,042,,,108,2,,3072,1,,,3,,1955,3.0
55IN01505,1954177538,54,2,S7538,3,62,571,17,,07,,,2,,5,1,601,074,16,,74,113,,,090, 45,,,115,2,,3680,1,,,1,,1955,1.0
55IN01506,1954177555,54,2,S7555,3,62,571,17,,08,,,2,,5,1,611,075,14,,75,116,,,071, 47,,,108,2,,3680,1,,,1,,1955,1.0
55IN01507,1951176716,51,2,S6716,3,62,581,17,,08,,,5,,5,1,571,088,13,,130,155,,,073,045,,,090,2,,2893,1,,,4,,1955,4.0
55IN01508,1951176728,51,2,S6728,3,62,581,17,,07,,,5,,5,3,571,092,14,,126,168,,,076,045,,,092,2,,2893,1,,,4,,1955,4.0
55IN01509,1952176969,52,2,S6969,3,62,581,17,,,,,4,,,,,,,,124,144,3,07,,,,,,,,,,,,3,,1955,3.0
55IN01510,1951176559,51,2,S6559,3,62,591,17,,08,,,5,,5,3,611,092,14,,130,170,,,087,054,,,108,2,,2781,1,,,4,,1955,4.0
