UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,ELGI,ELGC,RC,NOBN,LBWN,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GROUP,DISP,DAYDIS,TRT,BPEN,COND,LAP,BGRP,ADAM,RMK,YRREC
91IN01576,1987031850,L1850,03,87,2,73,2,30,735,802702,402602,6,,1,,,, 1, 64,7,,*,0,0,00,,,,97,0222,,,,,,35,,1991
91IN01577,1987031852,L1852,03,87,2,83,2,30,736,809002,210202,,,1,,,, 2,161,3,,2,158,173,03,,,,93,0930,,,,,,35,MLTX,1991
91IN01578,1987031853,L1853,03,87,2,83,2,30,738,815902,857802,,,1,1,0,1, 2,154,2,105,2,133,149,02,,,,92,0919,,,,,,35,,1991
91IN01579,1987031854,L1854,03,87,2,73,2,30,738,815902,857802,6,,1,1,0,1, 3,142,2,105,5,136,169,01,,,,92,0919,,,,,,35,,1991
91IN01580,1986801856,X1856,80,86,1,46,1,52,461,956094,610793,2,,,,,, 0,  0,3,,*,0,0,00,,,A,95,0129,,,,,,50,ANNE'S RAMS,1991
91IN01581,1987031859,L1859,03,87,2,73,2,30,732,789502,478602,6,,1,,,, 1, 86,1,,5,164,0,00,,,,,,,FL,,,F,35,Found 2/13,1991
91IN01582,1986631864,K1864,63,86,2,63,1,06,631,087263,012563,,,,,,, 2,181,1,32C,3,179,185,02,,,,,,,C12,,,1,50,,1991
91IN01583,1986631865,K1865,63,86,2,63,1,06,631,087263,072463,,,,,,, 3,144,6,,1,174,0,00,,,,05,0524,,,,,,50,,1991
91IN01584,1988031868,L1868,03,88,2,82,1,30,711,101203,934302,,,1,,,, 2,139,1,,1,115,136,02,,,,,,,P24,,,2,30,,1991
91IN01585,1986631868,K1868,63,86,2,61,1,06,614,164863,102663,,,,,,, 1, 95,1,,1,174,188,03,,+,,,,,C-6,,,1,50,"FLT,ENTR",1991
91IN01586,1986801869,X1869,80,86,2,47,1,55,472,961694,379094,,,,,,, 2,160,1,,3,152,134,02,,,,,,,JIM,,,2,50,,1991
91IN01587,1986631869,K1869,63,86,2,61,1,06,614,164863,102663,,,,,,, 3,165,1,,1,174,181,03,,,,,,,C-7,,,1,50,,1991
91IN01588,1988031874,L1874,03,88,2,82,1,30,712,076903,715102,,,1,,,, 3,138,1,,2,150,186,03,,,,,,,P25,,,2,30,,1991
91IN01589,1988031875,L1875,03,88,2,81,1,30,712,076903,715102,,,1,,,, 2,106,1,,1,127,159,02,,,,,,,P14,,,2,30,,1991
91IN01590,1986631876,K1876,63,86,2,60,1,06,604,101563,875462,,,,,,, 2,169,1,,2,193,0,00,,,,97,0911,,,,,,50,FIBERY9WP,1991
91IN01591,1988031876,L1876,03,88,2,82,1,30,703,949202,962502,,,1,,,, 2, 82,1,,2,151,166,03,,,,,,,P26,,,2,30,,1991
91IN01592,1986631880,K1880,63,86,2,60,1,06,601,090063,847362,,,,,,, 1, 99,1,,2,175,186,02,,,,,,,C-8,,,1,50,FLTS,1991
91IN01593,1986631882,K1882,63,86,2,61,1,06,614,164863,045263,,,,,,, 2,167,1,,2,159,185,03,,,,,,,C-9,,,1,50,,1991
91IN01594,1988031883,L1883,03,88,1,70,1,30,703,949202,819902,2,,1,,,, 0,  0,4,,*,0,0,00,,,L,,,,,,,,30,DUD>JIM,1991
91IN01595,1986631883,K1883,63,86,2,60,1,06,602,118363,949462,,,,,,, 2,112,1,,1,158,182,02,,,,,,,C10,,,1,50,,1991
91IN01596,1986631884,K1884,63,86,2,60,1,06,602,118363,949462,,,,,,, 2,160,1,,1,159,169,02,,,,,,,C11,,,1,50,,1991
91IN01597,1988031885,L1885,03,88,2,82,1,30,712,076903,801702,,,1,,,, 2,109,1,,1,161,185,02,,,,,,,P27,,,2,30,SM.BAG,1991
91IN01598,1988031886,L1886,03,88,2,80,1,30,711,101203,957502,,,1,,,, 3,189,1,,1,136,168,02,,,,,,,P02,,,2,30,,1991
91IN01599,1988031903,L1903,03,88,2,80,1,30,714,067903,945502,,,1,,,, 2,148,1,,2,155,175,02,,,,,,,P03,,,2,30,,1991
91IN01600,1986801906,X1906,80,86,2,45,1,55,441,046680,105443,,,,,,, 2, 98,1,,3,169,154,02,,,,,,,JIM,,,2,50,,1991
91IN01601,1986801907,X1907,80,86,2,45,1,55,441,046680,105443,,,,,,, 2,173,1,,3,134,137,02,,,,,,,JIM,,,2,50,,1991
91IN01602,1986631907,K1907,63,86,2,61,1,06,614,164863,930662,,,,,,, 2, 91,1,,1,157,167,02,,,,,,,C12,,,1,50,,1991
91IN01603,1988031908,L1908,03,88,2,80,1,30,702,934202,830202,,,1,,,, 3,139,1,,1,159,176,04,,,,,,,P02,,,2,30,,1991
91IN01604,1986631910,K1910,63,86,2,63,1,06,631,087263,117263,,,,,,, 1, 92,1,,2,156,171,02,,,,,,,C13,,,1,50,,1991
91IN01605,1988031917,L1917,03,88,2,84,1,30,713,099003,790502,,,1,,,, 2,137,1,,1,150,161,01,,,,95,1217,,L84,4,,?,30,,1991
91IN01606,1986631919,K1919,63,86,2,63,1,06,631,087263,897262,,,,,,, 2, 85,1,,1,154,180,02,,,,,,,C-1,,,1,50,,1991
91IN01607,1988031919,L1919,03,88,2,81,1,30,703,949202,959702,,,1,,,, 3,140,1,,2,139,169,02,,,,,,,P12,,,2,30,,1991
91IN01608,1988031922,L1922,03,88,2,81,1,30,701,918302,019202,,,1,,,, 3,142,1,,2,140,159,02,,,,,,,P11,,,2,30,,1991
91IN01609,1986631923,K1923,63,86,2,68,1,06,  6,000063,141063,,,,,,, 3,196,1,,1,161,169,02,,+,,,,,C-2,,,1,50,,1991
91IN01610,1986631924,K1924,63,86,2,68,1,06,  6,000063,141063,,,,,,, 3,  0,6,,*,0,0,00,,,,01,0504,,,,,,50,DEADEWE,1991
91IN01611,1988031925,L1925,03,88,2,81,1,30,702,934202,830402,,,1,,,, 2,147,1,,2,163,193,04,,,,,,,P13,,,2,30,,1991
91IN01612,1986801935,X1935,80,86,2,45,1,55,442,915994,373243,,,,,,, 2,201,1,,3,161,146,02,,,,,,,JIM,,,2,50,,1991
91IN01613,1988031936,L1936,03,88,2,81,1,30,702,934202,148002,,,1,,,, 2,130,1,,2,154,182,02,,,,,,,P14,,,2,30,,1991
91IN01614,1986631939,K1939,63,86,2,63,1,06,634,076763,038163,,,,,,, 2,194,1,,2,170,199,02,,,,,,,C-3,,,1,50,,1991
91IN01615,1988031941,L1941,03,88,2,81,1,30,711,101203,713102,,,1,,,, 1, 65,1,,1,121,130,02,,,,,,,P11,,,2,30,THIN!,1991
91IN01616,1986631942,K1942,63,86,2,60,1,06,601,090063,043363,,,,,,, 2,130,1,30A,3,172,164,02,,,,,,,C-4,,,1,50,,1991
91IN01617,1988031942,L1942,03,88,2,83,1,30,711,101203,813102,,,1,0,0,0, 2, 86,2,089,1,128,151,03,,,,92,0919,,,,,,30,,1991
91IN01618,1988031945,L1945,03,88,2,81,1,30,303,080503,073103,,,1,,,, 3, 74,1,,1,132,174,02,,,,,,,P12,,,2,30,,1991
91IN01619,1986631949,K1949,63,86,2,60,1,06,601,090063,017863,,,,,,, 2,168,1,29A,3,163,159,02,,,,,,,C-9,,,1,50,,1991
91IN01620,1986631950,K1950,63,86,2,60,1,06,601,090063,017863,,,,,,, 1,113,1,,2,176,194,02,,,,,,,C-4,,,1,50,,1991
91IN01621,1988031957,L1957,03,88,2,84,1,30,701,918302,933502,,,1,,,, 3,180,1,,2,137,153,02,,,,,,,L84,4,,?,30,,1991
91IN01622,1986631957,K1957,63,86,2,61,1,06,613,147563,012963,,,,,,, 1, 76,3,,2,196,206,11,,,,93,0930,,,,,,50,R.SPOILED,1991
91IN01623,1988031960,L1960,03,88,2,83,1,30,712,076903,533102,2,,1,,,, 2, 98,3,OVX,1,164,170,03,,,X,93,1231,,,,,X,30,"BADBAG,X",1991
91IN01624,1988031962,L1962,03,88,2,83,1,30,704,950802,801102,,,1,0,0,0, 3,142,2,089,1,117,143,02,,,,92,0919,,,,,,30,,1991
91IN01625,1986631966,K1966,63,86,2,68,1,06,  6,000063,144363,,,,,,, 2,135,1,32C,3,122,132,02,,,,,,,C13,,,1,50,,1991
91IN01626,1988031966,L1966,03,88,2,83,1,30,712,076903,141402,,,1,0,0,0, 2,165,2,089,2,154,168,02,,,,92,0919,,,,,,30,,1991
91IN01627,1986631971,K1971,63,86,2,60,1,06,604,101563,013563,,,,,,, 2,174,1,,1,166,174,02,,,,,,,C-5,,,1,50,,1991
91IN01628,1988031973,L1973,03,88,2,83,1,30,701,918302,697402,,,1,1,1,2, 1, 89,2,078,1,120,152,02,,,,92,0919,,,,,,30,,1991
91IN01629,1986631980,K1980,63,86,2,60,1,06,603,079263,976462,,,,,,, 2,170,1,,1,146,174,02,,,,,,,C-6,,,1,50,,1991
91IN01630,1988031983,L1983,03,88,2,80,1,30,713,099003,724102,,,1,,,, 2,179,1,,2,165,167,03,,,,,,,P01,,,2,30,,1991
91IN01631,1988031989,L1989,03,88,2,84,1,30,704,950802,906802,,,1,,,, 3,190,1,,1,129,163,02,,,,95,1231,,L84,3,,?,30,,1991
91IN01632,1988031991,L1991,03,88,2,83,1,30,701,918302,311002,,,1,1,1,2, 2,139,2,077,2,126,148,02,,,,92,0919,,,,,,30,,1991
91IN01633,1986631997,K1997,63,86,2,60,1,06,601,090063,031263,,,,,,, 2,159,1,,1,139,176,02,,,,,,,C-8,,,1,50,,1991
91IN01634,1988031998,L1998,03,88,2,80,1,30,704,950802,920302,,,1,,,, 2,  0,3,,5,156,187,02,,,,93,0930,,,,,,30,ABT.+LOW PROD,1991
91IN01635,1986632001,K2001,63,86,2,61,1,06,612,151963,054063,,,,,,, 2,155,1,,2,188,213,03,,,,,,,C-7,,,1,50,,1991
91IN01636,1988032002,L2002,03,88,2,80,1,30,713,099003,152202,,,1,,,, 2,142,1,,2,141,167,01,,,,,,,P02,,,2,30,,1991
91IN01637,1988032004,L2004,03,88,1,71,1,30,711,101203,522202,2,,1,,,, 0,  0,3,,*,0,0,00,,,L,50,0829,,,,,,30,DUD>JIM,1991
91IN01638,1986632005,K2005,63,86,2,61,1,06,611,151363,027263,,,,,,, 2, 91,1,,1,144,154,02,,,,,,,C-9,,,1,50,,1991
91IN01639,1988032006,L2006,03,88,2,83,1,30,714,067903,304502,,,1,0,0,0, 2, 65,2,089,1,137,136,02,,,,92,0919,,,,,,30,,1991
91IN01640,1988032007,L2007,03,88,2,81,1,30,712,076903,939602,,,1,,,, 2, 88,1,,1,146,174,02,,,,,,,P13,,,2,30,,1991
91IN01641,1986632016,K2016,63,86,2,60,1,06,601,090063,080563,,,,,,, 1,101,1,,1,178,182,02,,,,,,,C10,,,1,50,,1991
91IN01642,1988032020,L2020,03,88,2,81,1,30,303,080503,051203,,,1,,,, 3,143,1,,1,142,170,02,,,,,,,P14,,,2,30,,1991
91IN01643,1986632021,K2021,63,86,2,60,1,06,602,118363,021563,,,,,,, 2,108,1,34D,3,176,161,02,,,,,,,C13,,,1,50,,1991
91IN01644,1988032023,L2023,03,88,2,82,1,30,711,101203,329802,,,1,,,, 1, 91,1,,1,154,165,02,,,,,,,P28,,,2,30,,1991
91IN01645,1986802025,X2025,80,86,2,47,1,55,474,982894,814393,,,,,,, 0,  0,1,,3,229,205,02,,,,,,,JIM,,,2,50,,1991
91IN01646,1988032025,L2025,03,88,2,83,1,30,712,076903,534602,,,1,1,1,2, 2,152,2,077,1,167,186,02,,,,92,0919,,,,,,30,,1991
91IN01647,1986802026,X2026,80,86,2,47,1,55,474,982894,814393,,,,,,, 3, 81,1,,3,178,181,02,,,,,,,JIM,,,2,50,,1991
91IN01648,1986802027,X2027,80,86,2,47,1,55,474,982894,814393,,,,,,, 3,198,1,,3,190,158,02,,,,,,,JIM,,,2,50,,1991
91IN01649,1988032029,L2029,03,88,2,83,1,30,714,067903,541902,,,1,0,0,0, 2, 91,2,089,2,134,149,02,,,,92,0919,,,,,,30,,1991
91IN01650,1986632030,K2030,63,86,2,63,1,06,634,076763,051363,,,,,,, 2,147,1,,2,184,200,02,,,,,,,C11,,,1,50,AB.REAR,1991
91IN01651,1988032032,L2032,03,88,2,82,1,30,711,101203,923102,,,1,,,, 2,101,1,,1,143,160,03,,,,,,,P21,,,2,30,,1991
91IN01652,1988032034,L2034,03,88,2,00,1,30,701,918302,924502,1,,0,,,, 3,140,1,BLK,2,119,130,03,,,B,,,,MX,,,1,30,BLACKEWE,1991
91IN01653,1988032035,L2035,03,88,2,82,1,30,701,918302,924502,2,,1,,,, 0,  0,3,OVX,T,127,0,00,,,X,,,,,,,,30,OVX.EWE,1991
91IN01654,1986632037,K2037,63,86,2,60,1,06,604,101563,043963,,,,,,, 0,  0,7,,*,0,0,00,,,,97,0306,,,,,,50,Msg.10/24/90,1991
91IN01655,1986632038,K2038,63,86,2,60,1,06,602,118363,882162,,,,,,, 2,178,1,35C,3,165,162,02,,,,,,,C-1,,,1,50,,1991
91IN01656,1986632042,K2042,63,86,2,60,1,06,601,090063,101663,2,,,,,, 0,  0,3,OVX,T,165,0,00,,,X,,,,,,,,50,OVX.EWE,1991
91IN01657,1988032046,L2046,03,88,2,82,1,30,302,964702,095203,,,1,,,, 2,171,1,,2,149,164,03,,,,,,,P22,,,2,30,,1991
91IN01658,1986632056,K2056,63,86,2,61,1,06,614,164863,966162,,,,,,, 1, 46,1,,2,197,211,03,,,,,,,C12,,,1,50,,1991
91IN01659,1988032056,L2056,03,88,2,82,1,30,702,934202,912102,,,1,,,, 3,186,1,,1,125,159,03,,,,,,,P23,,,2,30,,1991
91IN01660,1986632057,K2057,63,86,2,61,1,06,613,147563,030063,,,,,,, 2,168,1,30B,3,165,151,02,,+,,,,,C-5,,,1,50,,1991
91IN01661,1986632067,K2067,63,86,2,60,1,06,602,118363,993962,,,,,,, 2,168,1,,1,166,184,03,,,,,,,C13,,,1,50,VLTS,1991
91IN01662,1986632076,K2076,63,86,2,61,1,06,611,151363,015063,,,,,,, 0,  0,6,,*,0,0,00,,,,95,0211,,,,,,50,,1991
91IN01663,1988032077,L2077,03,88,2,82,1,30,704,950802,151102,,,1,,,, 3,141,1,,2,143,178,03,,,,,,,P24,,,2,30,,1991
91IN01664,1988032078,L2078,03,88,2,82,1,30,704,950802,151102,,,1,,,, 2,136,1,,1,121,143,02,,,,,,,P25,,,2,30,,1991
91IN01665,1988032079,L2079,03,88,2,84,1,30,701,918302,300702,,,1,,,, 3,113,1,,1,127,168,01,,,,,,,L84,3,,?,30,,1991
91IN01666,1986632084,K2084,63,86,2,60,1,06,603,079263,105663,,,,,,, 2,186,1,,1,168,183,03,,,,,,,C-1,,,1,50,"LTS, BLOB",1991
91IN01667,1988032088,L2088,03,88,2,80,1,30,704,950802,734402,,,1,,,, 2,146,1,,2,146,176,03,,,,,,,P03,,,2,30,,1991
91IN01668,1988032089,L2089,03,88,2,80,1,30,704,950802,734402,,,1,,,, 1, 85,1,,2,132,143,03,,,,,,,P04,,,2,30,,1991
91IN01669,1986632091,K2091,63,86,2,68,1,06,  6,000063,145663,,,,,,, 1,  0,1,,5,184,201,01,,,,,,,C-2,,,1,50,,1991
91IN01670,1986802091,X2091,80,86,2,45,1,55,442,915994,425843,,,,,,, 2,190,1,,3,159,132,03,,,,,,,JIM,,,2,50,,1991
91IN01671,1988032099,L2099,03,88,2,82,1,30,713,099003,913502,,,1,,,, 2, 89,1,,2,150,175,02,,,,,,,P26,,,2,30,,1991
91IN01672,1986632099,K2099,63,86,2,68,1,06,  7,000063,150763,,,,,,, 3,204,1,,1,174,198,02,,,,,,,C-3,,,1,50,,1991
91IN01673,1986802101,X2101,80,86,2,47,1,55,473,963894,326594,,,,,,, 1,110,1,,3,177,156,02,,,,,,,JIM,,,2,50,,1991
91IN01674,1988032103,L2103,03,88,2,83,1,30,712,076903,501102,,,1,1,1,2, 2, 85,2,077,1,179,189,02,,,,92,0919,,,,,,30,,1991
91IN01675,1986632103,K2103,63,86,2,63,1,06,631,087263,997862,,,,,,, 2, 98,1,,1,167,180,02,,,,,,,C-4,,,1,50,,1991
91IN01676,1988032111,L2111,03,88,1,71,1,30,714,067903,919002,2,,1,,,, 0,  0,4,,*,0,0,00,,,L,,,,,,,,30,DUD>JIM,1991
91IN01677,1986632117,K2117,63,86,2,68,1,06,  7,000063,130463,,,,,,, 2,189,1,,1,155,170,02,,,,,,,C-5,,,1,50,,1991
91IN01678,1986632118,K2118,63,86,2,68,1,06,  7,000063,130463,2,,,,,, 0,  0,3,SYN,*,0,0,00,,,X,95,0205,,,,,,50,SM.BAG,1991
91IN01679,1988032122,L2122,03,88,2,80,1,30,702,934202,724602,,,1,,,, 3,128,1,,1,143,165,02,,,,,,,P01,,,2,30,,1991
91IN01680,1986632122,K2122,63,86,2,63,1,06,632,075363,816062,,,,,,, 1, 91,3,,1,155,174,12,,,,93,0930,,,,,,50,,1991
91IN01681,1986632123,K2123,63,86,2,63,1,06,633,103163,941262,,,,,,, 1,102,1,,2,181,186,02,,,,,,,C-6,,,1,50,,1991
91IN01682,1986632125,K2125,63,86,2,60,1,06,601,090063,885962,2,,,,,, 0,  0,3,SYN,*,0,0,00,,,X,95,0205,,,,,,50,LTS,1991
91IN01683,1988032128,L2128,03,88,2,80,1,30,704,950802,525402,,,1,,,, 1, 59,1,,2,149,156,02,,,,,,,P02,,,2,30,HARDBAG,1991
91IN01684,1988032129,L2129,03,88,2,80,1,30,704,950802,525402,,,1,,,, 2,154,1,,1,150,177,02,,,,,,,P03,,,2,30,,1991
91IN01685,1988032130,L2130,03,88,2,82,1,30,714,067903,324702,,,1,,,, 1, 90,1,,2,157,164,02,,,,,,,P27,,,2,30,,1991
91IN01686,1988032131,L2131,03,88,2,81,1,30,714,067903,324702,,,1,,,, 2,156,1,,1,116,145,02,,,,,,,P11,,,2,30,,1991
91IN01687,1988032133,L2133,03,88,2,80,1,30,702,934202,322902,,,1,,,, 2, 75,1,,2,146,177,02,,,,,,,P01,,,2,30,,1991
91IN01688,1988032134,L2134,03,88,2,80,1,30,703,949202,807802,,,1,,,, 1, 98,1,,1,120,139,02,,,,,,,P04,,,2,30,,1991
91IN01689,1988032136,L2136,03,88,2,82,1,30,711,101203,315402,,,1,,,, 2, 80,1,,2,126,147,02,,,,,,,P28,,,2,30,,1991
91IN01690,1986632137,K2137,63,86,2,68,1,06,  6,000063,153563,,,,,,, 3,213,7,,3,171,0,00,,,,97,0925,,,,,,50,,1991
91IN01691,1988032138,L2138,03,88,2,82,1,30,713,099003,713002,,,1,,,, 3,160,1,,2,138,150,02,,,,,,,P22,,,2,30,,1991
91IN01692,1986802138,X2138,80,86,2,44,1,52,004,600895,367301,2,,,,,, 0,  0,3,OVX,T,146,0,00,,,X,,,,,,,,50,OVX.EWE,1991
91IN01693,1988032140,L2140,03,88,2,82,1,30,712,076903,520102,,,1,,,, 2,150,1,,2,153,180,02,,,,,,,P21,,,2,30,,1991
91IN01694,1988032141,L2141,03,88,2,82,1,30,712,076903,520102,,,1,,,, 2, 80,1,,2,160,186,02,,,,,,,P23,,,2,30,,1991
91IN01695,1988032142,L2142,03,88,2,81,1,30,703,949202,909702,,,1,,,, 2, 95,1,,1,128,160,02,,,,,,,P12,,,2,30,SM.BAG,1991
91IN01696,1986632144,K2144,63,86,2,61,1,06,612,151963,861562,,,,,,, 2,100,1,32A,3,157,181,02,,,,,,,C-7,,,1,50,THINEWE,1991
91IN01697,1986632145,K2145,63,86,2,61,1,06,612,151963,861562,,,,,,, 2, 93,1,,1,132,161,02,,,,,,,C-7,,,1,50,,1991
91IN01698,1988032146,L2146,03,88,2,80,1,30,702,934202,941702,,,1,,,, 2,156,1,,2,137,168,03,,,,,,,P02,,,2,30,,1991
91IN01699,1988032151,L2151,03,88,2,81,1,30,704,950802,179002,,,1,,,, 2,147,1,,1,142,160,03,,,,,,,P13,,,2,30,,1991
91IN01700,1988032152,L2152,03,88,2,80,1,30,301,951602,069303,,,1,,,, 2,128,3,,1,113,160,12,,,,93,0930,,,,,,30,,1991
91IN01701,1988032156,L2156,03,88,2,84,1,30,711,101203,510202,,,1,,,, 2,139,1,,2,135,154,02,,,,,,,L84,4,,?,30,,1991
91IN01702,1988032159,L2159,03,88,2,81,1,30,702,934202,706302,,,1,,,, 2,144,1,,2,145,166,02,,,,,,,P14,,,2,30,,1991
91IN01703,1988032160,L2160,03,88,2,84,1,30,702,934202,706302,,,1,,,, 3,139,1,,2,141,164,02,,,,95,1125,,L84,3,,?,30,,1991
91IN01704,1986632161,K2161,63,86,2,63,1,06,631,087263,946062,,,,,,, 2,190,1,,1,170,185,03,,,,,,,C-8,,,1,50,"LT,4TEATS",1991
91IN01705,1988032162,L2162,03,88,2,81,1,30,711,101203,342102,,,1,,,, 3,139,1,,2,137,161,03,,,,,,,P11,,,2,30,,1991
91IN01706,1986632166,K2166,63,86,2,60,1,06,604,101563,022163,,,,,,, 2,164,1,31B,3,167,162,02,,+,,,,,C-4,,,1,50,,1991
91IN01707,1986802173,X2173,80,86,2,47,1,55,471,994794,929993,,,,,,, 4,181,1,,3,158,147,03,,,,,,,JIM,,,2,50,,1991
91IN01708,1988032177,L2177,03,88,2,83,1,30,302,964702,093803,,,1,1,1,2, 1, 82,2,078,2,154,170,03,,,,92,0919,,,,,,30,,1991
91IN01709,1986632185,K2185,63,86,2,60,1,06,602,118363,912962,,,,,,, 3,171,1,29C,3,149,169,02,,,,,,,C-1,,,1,50,,1991
91IN01710,1988032185,L2185,03,88,2,80,1,30,712,076903,339302,,,1,,,, 3,134,1,,2,142,173,02,,,,,,,P03,,,2,30,,1991
91IN01711,1986632188,K2188,63,86,2,68,1,06,  7,000063,139263,2,,,,,, 0,  0,3,OVX,T,197,0,00,,,X,,,,,,,,50,OVX.EWE,1991
91IN01712,1986632196,K2196,63,86,2,61,1,06,611,151363,976262,,,,,,, 1, 98,1,,1,167,187,02,,,,,,,C-9,,,1,50,,1991
91IN01713,1988032199,L2199,03,88,2,84,1,30,703,949202,500902,,,1,,,, 2,145,1,,2,120,152,02,,,,,,,L84,3,,?,30,,1991
91IN01714,1988032205,L2205,03,88,2,83,1,30,701,918302,336402,,,1,1,1,2, 1,  0,2,078,1,164,193,02,,,,92,0919,,,,,,30,,1991
91IN01715,1988032215,L2215,03,88,2,80,1,30,711,101203,936602,,,1,,,, 1, 74,6,,2,136,0,00,,,,05,0626,,,,,,30,,1991
91IN01716,1988032223,L2223,03,88,2,80,1,30,303,080503,072203,,,1,,,, 0,  0,1,,5,160,173,01,,,,,,,P04,,,2,30,,1991
91IN01717,1986632224,K2224,63,86,2,63,1,06,632,075363,020763,,,,,,, 3,221,1,,1,145,180,02,,,,,,,C10,,,1,50,,1991
91IN01718,1988032226,L2226,03,88,2,80,1,30,302,964702,064503,,,1,,,, 3, 91,1,,1,141,150,02,,,,,,,P01,,,2,30,HARDBAG,1991
91IN01719,1986632228,K2228,63,86,2,61,1,06,612,151963,992062,,,,,,, 2,190,1,29A,3,165,161,02,,,,,,,C10,,,1,50,,1991
91IN01720,1986632232,K2232,63,86,2,63,1,06,632,075363,047263,,,,,,, 1, 91,1,35A,3,172,153,02,,,,,,,C11,,,1,50,,1991
91IN01721,1988032237,L2237,03,88,2,81,1,30,704,950802,916302,,,1,,,, 3,144,1,,1,151,184,02,,,,,,,P12,,,2,30,,1991
91IN01722,1986632248,K2248,63,86,2,61,1,06,611,151363,005163,,,,,,, 3,179,1,,1,160,189,03,,,,,,,C11,,,1,50,,1991
91IN01723,1988032248,L2248,03,88,2,82,1,30,704,950802,803802,,,1,,,, 2,159,1,,1,127,160,02,,,,,,,P24,,,2,30,,1991
91IN01724,1988032250,L2250,03,88,2,80,1,30,714,067903,919802,,,1,,,, 2,  0,3,,X,98,0,00,,,,93,0528,,,,,,30,"X,LUNGER",1991
91IN01725,1986632251,K2251,63,86,2,63,1,06,634,076763,878762,,,,,,, 2,  0,3,,X,127,0,00,,,,93,0528,,,,,,50,"X,LUNGER",1991
91IN01726,1988032251,L2251,03,88,4,71,1,30,714,067903,919802,2,,1,,,, 0,  0,1,,M,216,0,00,,,V,,,,,,,,30,VASECTOMY90,1991
91IN01727,1986632253,K2253,63,86,2,68,1,06,  7,000063,172563,,,,,,, 2,134,1,34D,3,161,140,02,,,,,,,C-1,,,1,50,LTS,1991
91IN01728,1988032256,L2256,03,88,2,81,1,30,302,964702,103603,,,1,,,, 2,154,1,,2,131,157,02,,,,,,,P13,,,2,30,,1991
91IN01729,1988032259,L2259,03,88,2,80,1,30,714,067903,022802,,,1,,,, 2,145,1,,1,129,145,02,,,,,,,P02,,,2,30,,1991
91IN01730,1988032263,L2263,03,88,2,81,1,30,711,101203,704302,,,1,,,, 1, 97,1,,1,150,157,02,,,,,,,P14,,,2,30,,1991
91IN01731,1988032264,L2264,03,88,2,81,1,30,711,101203,704302,,,1,,,, 2,150,1,,2,123,139,03,,,,,,,P11,,,2,30,SORE FOOT,1991
91IN01732,1986632265,K2265,63,86,2,68,1,06,  7,000063,143363,,,,,,, 2,171,1,,1,151,168,03,,,,,,,C12,,,1,50,SW.BAG4TEATS,1991
91IN01733,1988032269,L2269,03,88,2,81,1,30,713,099003,700502,,,1,,,, 2,146,1,,1,125,162,02,,,,,,,P12,,,2,30,,1991
91IN01734,1988032270,L2270,03,88,2,84,1,30,711,101203,787202,,,1,,,, 1, 42,1,,2,149,138,02,,,,50,1121,,L84,3,,?,30,,1991
91IN01735,1988032271,L2271,03,88,2,81,1,30,711,101203,787202,,,1,,,, 1, 80,1,,2,135,146,02,,,,,,,P13,,,2,30,,1991
91IN01736,1986632281,K2281,63,86,2,61,1,06,611,151363,032063,,,,,,, 2,170,1,,1,156,173,03,,+,,,,,C13,,,1,50,,1991
91IN01737,1986632282,K2282,63,86,2,61,1,06,614,164863,942362,,,,,,, 2,184,1,,1,163,178,03,,,,,,,C-1,,,1,50,,1991
91IN01738,1988032287,L2287,03,88,2,81,1,30,701,918302,959902,,,1,,,, 2,145,1,,1,116,143,03,,,,,,,P14,,,2,30,,1991
91IN01739,1988032295,L2295,03,88,2,83,1,30,712,076903,715202,,,1,0,0,0, 3,162,2,089,2,140,148,02,,,,92,0919,,,,,,30,,1991
91IN01740,1988032300,L2300,03,88,2,83,1,30,701,918302,869601,,,1,,,, 1,  0,3,,2,153,170,12,,,,93,0930,,,,,,30,,1991
91IN01741,1988032301,L2301,03,88,2,83,1,30,712,076903,796202,,,1,1,1,2, 2,159,2,078,2,125,153,02,,,,92,0919,,,,,,30,,1991
91IN01742,1988032306,L2306,03,88,2,82,1,30,702,934202,914302,,,1,,,, 2,164,1,,1,133,149,02,,,,,,,P26,,,2,30,,1991
91IN01743,1988032311,L2311,03,88,2,83,1,30,703,949202,147202,,,1,1,1,2, 3,145,2,077,2,136,163,02,,,,92,0919,,,,,,30,,1991
91IN01744,1986632313,K2313,63,86,2,63,1,06,631,087263,935762,,,,,,, 2,102,1,,1,181,207,02,,,,,,,C-3,,,1,50,,1991
91IN01745,1988032314,L2314,03,88,2,82,1,30,704,950802,020602,2,,1,,,, 2, 88,3,OVX,2,179,198,02,,,X,,,,,,,X,30,"XBAG,TORNUTE.",1991
91IN01746,1988032317,L2317,03,88,2,81,1,30,713,099003,533802,,,1,,,, 2,148,1,,2,162,179,03,,,,,,,P12,,,2,30,,1991
91IN01747,1988032319,L2319,03,88,2,81,1,30,704,950802,908102,,,1,,,, 2,144,1,,1,154,173,02,,,,,,,P11,,,2,30,,1991
91IN01748,1986632325,K2325,63,86,2,61,1,06,611,151363,120363,,,,,,, 2,150,1,,2,175,0,00,,,,97,0911,,,,,,50,,1991
