UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,UREA,AGE,RMK,YRREC
95IN02927,1990100512,S0512,10,S0512,90,2,12,1,41,F4,0196,760119,0,,,1,MER,2,123,152,2,m,,,C,81,1,,5.0,ENTR,1995
95IN02928,1990100514,S0514,10,S0514,90,2,18,1,07,T2,2717,718419,0,,,B,B,2,143,158,2,m,93,1030,H,,,,5.0,>BLEED@NOELLE,1995
95IN02929,1990100518,S0518,10,S0518,90,2,12,1,07,T4,4352,608819,0,,,3,MER,1,185,211,11,m,93,1023,C,,,,5.0,"OPP,CLA RSIDE",1995
95IN02930,1990100519,S0519,10,S0519,90,2,10,1,41,F3,6198,604019,0,,,1,MER,1,114,132,2,m,,,M,24,1,,5.0,FLTS,1995
95IN02931,1990100521,S0521,10,S0521,90,2,10,1,41,S2,0014,669219,0,,,1,MER,1,135,157,2,m,,,M,21,1,,5.0,LATE2MILK,1995
95IN02932,1990100523,S0523,10,S0523,90,2,12,1,41,F6,0337,784819,0,,,3,MER,1,122,134,12,m,93,1023,C,,,,5.0,,1995
95IN02933,1990100526,S0526,10,S0526,90,2,11,1,41,F2,0581,795519,0,,,1,MER,1,139,150,2,m,,,R,32,1,,5.0,,1995
95IN02934,1990100527,S0527,10,S0527,90,2,11,1,41,F2,0581,795519,0,,,1,MER,1,133,146,3,m,,,R,33,1,,5.0,,1995
95IN02935,1990100528,S0528,10,S0528,90,2,13,1,41,S3,0030,895919,0,,,1,MER,2,158,167,2,m,,,F,42,1,,5.0,,1995
95IN02936,1990100536,S0536,10,S0536,90,2,13,1,07,T6,1287,805419,0,,,1,MER,1,136,149,2,m,,,F,44,1,,5.0,FIX HORN !!,1995
95IN02937,1990100560,S0560,10,S0560,90,2,11,1,07,T1,1004,473519,0,,,1,MER,2,165,0,0,m,01,0507,R,,,,5.0,,1995
95IN02938,1990100563,S0563,10,S0563,90,2,13,1,41,S4,0059,870519,0,,,1,MER,1,119,135,2,m,,,F,43,1,,5.0,,1995
95IN02939,1990100569,S0569,10,S0569,90,2,13,1,41,F6,0337,927919,0,,,1,MER,1,108,121,2,m,,,F,41,1,,5.0,,1995
95IN02940,1990100570,S0570,10,S0570,90,2,13,1,41,F2,0581,597319,0,,,1,MER,1,156,0,0,m,05,0628,F,,,,5.0,DYSTOCIA 95,1995
95IN02941,1990100573,S0573,10,S0573,90,2,10,1,07,145,903119,855319,0,,,1,MER,1,156,153,2,m,,,M,23,1,,5.0,BIGTAG95,1995
95IN02942,1990100575,S0575,10,S0575,90,2,13,1,41,S3,0030,923719,0,,,1,MER,2,143,161,2,m,,,F,42,1,,5.0,,1995
95IN02943,1990100578,S0578,10,S0578,90,2,12,1,41,S3,0030,499619,0,,,1,MER,1,120,161,2,m,,,C,80,1,,5.0,,1995
95IN02944,1990100590,S0590,10,S0590,90,2,12,1,41,S1,0050,847619,0,,,1,MER,1,125,154,1,m,,,C,83,1,,5.0,,1995
95IN02945,1990100596,S0596,10,S0596,90,2,13,1,41,S1,0050,722019,0,,,1,MER,2,138,158,2,m,,,F,43,1,,5.0,THIN95,1995
95IN02946,1990100597,S0597,10,S0597,90,2,10,1,41,S1,0050,722019,0,,,1,MER,2,143,174,2,m,,,M,22,1,,5.0,,1995
95IN02947,1990100602,S0602,10,S0602,90,2,10,1,41,F2,0581,896219,0,,,1,MER,1,122,157,2,m,,,M,23,1,,5.0,,1995
95IN02948,1990100606,S0606,10,S0606,90,2,10,1,07,145,903119,812719,0,,,1,,2,152,175,2,,,,M,24,1,,5.0,,1995
95IN02949,1990100608,S0608,10,S0608,90,2,10,1,41,S3,0030,660819,0,,,1,MER,1,114,153,1,m,,,M,21,1,,5.0,THIN RACK,1995
95IN02950,1990100619,S0619,10,S0619,90,2,10,1,07,T3,0479,931819,0,,,1,MER,J,165,151,2,m,,,M,22,1,,5.0,SPEC3 BRDG,1995
95IN02951,1990100626,S0626,10,S0626,90,2,11,1,07,T3,0479,788819,0,,,1,MER,2,144,165,3,m,,,R,31,1,,5.0,SW BAG,1995
95IN02952,1990100628,S0628,10,S0628,90,2,11,1,07,141,779919,551019,0,,,1,,1,150,158,2,,,,R,34,1,,5.0,SUCK1SIDE,1995
95IN02953,1990100637,S0637,10,S0637,90,2,10,1,07,141,779919,711519,0,,,1,MER,1,164,180,2,m,,,M,24,1,,5.0,,1995
95IN02954,1990100640,S0640,10,S0640,90,2,13,1,41,S3,0030,713919,0,,,1,MER,1,167,176,2,m,,,F,43,1,,5.0,,1995
95IN02955,1990100641,S0641,10,S0641,90,2,12,1,41,S3,0030,713919,0,,,1,MER,1,146,169,2,m,,,C,86,1,,5.0,,1995
95IN02956,1990100642,S0642,10,S0642,90,2,10,1,41,S3,0030,713919,0,,,1,MER,1,117,143,2,m,,,M,23,1,,5.0,,1995
95IN02957,1990100644,S0644,10,S0644,90,2,12,1,41,S4,0059,760419,0,,,1,MER,2,142,157,2,m,,,C,87,1,,5.0,FLTS,1995
95IN02958,1990100656,S0656,10,S0656,90,2,11,1,41,S6,0020,898319,0,,,1,MER,*,0,0,0,m,76,0406,R,,,,5.0,X LUNGER OPP!,1995
95IN02959,1990100657,S0657,10,S0657,90,2,11,1,07,R.3,888419,962919,0,,,1,,1,168,191,2,,,,R,32,1,,5.0,LTS,1995
95IN02960,1990100674,S0674,10,S0674,90,2,10,1,07,T2,2717,639519,0,,,7,MER,2,151,0,0,m,97,0913,M,,,,5.0,SM BAG,1995
95IN02961,1990100675,S0675,10,S0675,90,2,11,1,07,R.4,887119,969619,0,,,1,,1,153,179,1,1,,,R,33,1,,5.0,,1995
95IN02962,1990100679,S0679,10,S0679,90,2,10,1,07,143,919819,916819,0,,,1,,2,142,159,3,2,,,M,24,1,,5.0,SW BAG,1995
95IN02963,1990100688,S0688,10,S0688,90,2,12,1,41,F2,0581,884419,0,,,1,MER,2,143,154,2,m,,,C,84,1,,5.0,BIGBAG,1995
95IN02964,1990100690,S0690,10,S0690,90,2,11,1,07,T4,4352,866019,0,,,1,MER,2,150,161,2,m,,,R,34,1,,5.0,ENTR.SM.BAG,1995
95IN02965,1990100691,S0691,10,S0691,90,2,11,1,41,F4,0196,559819,0,,,1,MER,1,123,133,2,m,,,R,31,1,,5.0,SUCK1SIDE,1995
95IN02966,1990100692,S0692,10,S0692,90,2,13,1,41,F4,0196,559819,0,,,3,MER,1,144,161,11,m,93,1023,F,,,,5.0,DYSTOCIA 95,1995
95IN02967,1990100703,S0703,10,S0703,90,2,10,1,41,F3,6198,657519,0,,,1,MER,*,0,0,0,m,88,0326,M,,,,5.0,TENDER,1995
95IN02968,1990100705,S0705,10,S0705,90,2,11,1,41,F2,0581,673119,0,,,3,MER,1,132,151,2,m,93,1023,R,,,,5.0,"VLT @L, prod",1995
95IN02969,1990100707,S0707,10,S0707,90,2,11,1,41,S2,0014,899919,0,,,1,MER,1,133,142,1,m,,,R,33,1,,5.0,,1995
95IN02970,1990100712,S0712,10,S0712,90,2,13,1,07,T2,2717,762719,0,,,1,MER,1,185,203,2,m,,,F,44,1,,5.0,,1995
95IN02971,1990100715,S0715,10,S0715,90,2,12,1,07,T6,1287,640619,0,,,1,MER,1,121,154,2,m,,,C,85,1,,5.0,,1995
95IN02972,1990100733,S0733,10,S0733,90,2,13,1,07,T2,2717,575019,0,,,1,MER,1,145,173,2,m,,,F,41,1,,5.0,"FEVER,-EATING",1995
95IN02973,1990100738,S0738,10,S0738,90,2,11,1,41,S5,0067,803219,0,,,1,MER,1,128,159,2,m,,,R,34,1,,5.0,SW BAG,1995
95IN02974,1990100740,S0740,10,S0740,90,2,10,1,07,141,779919,784919,0,,,1,MER,2,151,179,2,m,,,M,22,1,,5.0,,1995
95IN02975,1990100745,S0745,10,S0745,90,2,10,1,07,145,903119,537119,0,,,1,MER,*,0,0,0,m,28,0415,M,,,,5.0,UTERUS TORN,1995
95IN02976,1990100750,S0750,10,S0750,90,2,12,1,41,F6,0337,718819,0,,,1,MER,1,113,121,2,m,,,C,89,1,,5.0,ENTR,1995
95IN02977,1990100754,S0754,10,S0754,90,2,10,1,07,143,919819,722119,0,,,1,MER,2,153,157,3,m,,,M,23,1,,5.0,,1995
95IN02978,1990100759,S0759,10,S0759,90,2,11,1,07,146,776319,752219,0,,,1,MER,1,134,145,2,m,,,R,32,1,,5.0,,1995
95IN02979,1990100761,S0761,10,S0761,90,2,12,1,07,144,908219,785419,0,,,3,MER,1,165,169,2,m,93,1023,C,,,,5.0,MLT @R,1995
95IN02980,1990100767,S0767,10,S0767,90,2,13,1,41,S2,0014,786019,0,,,1,MER,2,153,179,2,m,,,F,42,1,,5.0,SW BAG,1995
95IN02981,1990100774,S0774,10,S0774,90,2,11,1,41,F1,0671,871119,0,,,1,MER,*,0,0,0,m,50,0412,R,,,,5.0,"VLT,ABS NECK",1995
95IN02982,1990100777,S0777,10,S0777,90,2,13,1,41,F2,0581,725219,0,,,1,MER,2,134,148,2,m,,,F,44,1,,5.0,DYS.BREECH,1995
95IN02983,1990100781,S0781,10,S0781,90,2,12,1,07,T1,1004,851019,0,,,1,MER,1,133,160,2,m,,,C,90,1,,5.0,,1995
95IN02984,1990100782,S0782,10,S0782,90,2,10,1,07,T1,1004,851019,0,,,1,MER,5,163,181,1,m,,,M,21,1,,5.0,,1995
95IN02985,1990100784,S0784,10,S0784,90,2,11,1,41,S2,0014,755319,0,,,1,MER,1,150,159,2,m,,,R,31,1,,5.0,,1995
95IN02986,1990100787,S0787,10,S0787,90,2,12,1,07,143,919819,601619,0,,,1,,1,133,167,2,,,,C,88,1,,5.0,DYSTOCIA 95,1995
95IN02987,1990100789,S0789,10,S0789,90,2,12,1,07,T2,2717,793519,0,,,1,MER,1,139,0,0,m,93,0821,C,,,,5.0,BLUEBAG 07/20,1995
95IN02988,1990100794,S0794,10,S0794,90,2,10,1,07,R.1,813919,964019,0,,,1,,1,147,167,3,,,,M,22,1,,5.0,,1995
95IN02989,1990100795,S0795,10,S0795,90,2,13,1,41,F2,0581,912519,0,,,1,MER,1,122,149,2,m,,,F,41,1,,5.0,,1995
95IN02990,1990100796,S0796,10,S0796,90,2,10,1,41,F2,0581,912519,0,,,1,MER,2,158,0,0,m,05,0629,M,,,,5.0,"SW BAG,MASTI.",1995
95IN02991,1990100797,S0797,10,S0797,90,2,13,1,07,T5,4009,691919,0,,,1,MER,2,179,189,2,m,,,F,42,1,,5.0,,1995
95IN02992,1990100800,S0800,10,S0800,90,2,10,1,41,F1,0671,747819,0,,,1,XXX,1,168,181,2,m,97,1024,M,21,1,,5.0,DYSUPSIDEDOWN,1995
95IN02993,1990100802,S0802,10,S0802,90,2,10,1,07,141,779919,828219,0,,,1,MER,1,129,162,2,m,,,M,24,1,,5.0,SW BAG,1995
95IN02994,1990100804,S0804,10,S0804,90,2,18,1,07,146,776319,650119,0,,,B,B,2,188,192,2,m,93,1030,H,,,,5.0,VLTS BRODIE,1995
95IN02995,1990100809,S0809,10,S0809,90,2,11,1,07,143,919819,814619,0,,,1,MER,2,144,156,2,m,,,R,32,1,,5.0,,1995
95IN02996,1990100810,S0810,10,S0810,90,2,12,1,07,143,919819,814619,0,,,3,MER,2,143,145,12,m,93,1023,C,,,,5.0,VLT @L,1995
95IN02997,1990100811,S0811,10,S0811,90,2,12,1,07,145,903119,634219,0,,,1,MER,*,0,0,0,m,54,0330,C,,,,5.0,,1995
95IN02998,1990100812,S0812,10,S0812,90,2,13,1,07,145,903119,634219,0,,,1,,1,147,166,2,1,,,F,44,1,,5.0,THINEWE,1995
95IN02999,1990100818,S0818,10,S0818,90,2,12,1,07,R.2,886919,972719,0,,,1,,X,132,0,0,,93,0530,C,,,,5.0,DYSTOCIA LTS,1995
95IN03000,1990100823,S0823,10,S0823,90,2,12,1,41,F2,0581,637019,0,,,1,MER,2,164,166,2,m,,,C,91,1,,5.0,RIND BAG,1995
95IN03001,1990100824,S0824,10,S0824,90,2,11,1,41,F2,0581,637019,0,,,1,MER,1,164,179,2,m,,,R,33,1,,5.0,DYSTOCIA 94,1995
95IN03002,1990100828,S0828,10,S0828,90,2,10,1,07,145,903119,740919,0,,,1,MER,2,148,159,2,m,,,M,23,1,,5.0,,1995
95IN03003,1990100835,S0835,10,S0835,90,2,12,1,07,144,908219,870219,0,,,1,MER,1,138,163,3,m,,,C,80,1,,5.0,LTS BIG BAG,1995
95IN03004,1990100837,S0837,10,S0837,90,2,11,1,41,S2,0014,571719,0,,,1,MER,2,163,185,1,m,,,R,34,1,,5.0,,1995
95IN03005,1990100844,S0844,10,S0844,90,2,13,1,07,145,903119,925919,0,,,1,MER,1,144,137,2,m,,,F,43,1,,5.0,AB R FLANK 94,1995
95IN03006,1990100845,S0845,10,S0845,90,2,10,1,07,145,903119,925919,0,,,1,MER,2,124,147,2,m,,,M,21,1,,5.0,,1995
95IN03007,1990100854,S0854,10,S0854,90,2,11,1,07,143,919819,845019,0,,,1,MER,1,152,152,2,m,,,R,31,1,,5.0,OPP SUSPECT,1995
95IN03008,1990100860,S0860,10,S0860,90,2,13,1,07,146,776319,929719,0,,,1,MER,2,149,168,2,m,,,F,41,1,,5.0,,1995
95IN03009,1990100866,S0866,10,S0866,90,2,12,1,07,143,919819,751419,0,,,1,,2,148,158,2,1,,,C,81,1,,5.0,BIGBAG 5MILK,1995
95IN03010,1990100867,S0867,10,S0867,90,2,12,1,07,146,776319,700319,0,,,1,,2,161,163,3,,,,C,82,1,,5.0,,1995
95IN03011,1990100868,S0868,10,S0868,90,2,13,1,07,146,776319,700319,0,,,3,MER,2,162,166,2,m,93,1023,F,,,,5.0,L.TEAT GONE,1995
95IN03012,1990100870,S0870,10,S0870,90,2,11,1,07,142,890519,651019,0,,,1,MER,2,158,170,2,m,,,R,32,1,,5.0,"THIN,lbwn 154",1995
95IN03013,1990100875,S0875,10,S0875,90,2,13,1,07,R.1,813919,009010,0,,,1,,1,128,155,2,,,,F,42,1,,5.0,,1995
95IN03014,1990100877,S0877,10,S0877,90,2,10,1,07,R.2,886919,007910,0,,,1,,2,169,193,3,2,,,M,22,1,,5.0,SW BAG,1995
95IN03015,1990100880,S0880,10,S0880,90,2,12,1,07,143,919819,612819,0,,,1,MER,2,139,153,2,m,,,C,83,1,,5.0,VLTS,1995
95IN03016,1990100883,S0883,10,S0883,90,2,13,1,07,143,919819,875719,0,,,1,MER,*,0,0,0,m,20,0308,F,,,,5.0,DYSTOCIA 94,1995
95IN03017,1990100888,S0888,10,S0888,90,2,11,1,07,142,890519,527619,0,,,1,MER,1,177,192,2,m,,,R,33,1,,5.0,L BLOODY MILK,1995
95IN03018,1990100889,S0889,10,S0889,90,2,13,1,07,142,890519,527619,0,,,7,MER,1,166,0,0,m,97,0913,F,,,,5.0,FLT L,1995
95IN03019,1990100890,S0890,10,S0890,90,2,13,1,07,R.4,887119,985219,0,,,1,,1,129,171,2,,,,F,43,1,,5.0,,1995
95IN03020,1990100909,S0909,10,S0909,90,2,12,1,07,145,903119,616419,0,,,1,MER,1,179,204,1,m,,,C,84,1,,5.0,,1995
95IN03021,1990100916,S0916,10,S0916,90,2,11,1,07,144,908219,556119,0,,,1,MER,2,137,0,0,m,93,0821,R,,,,5.0,X ABS JAW,1995
95IN03022,1990100929,S0929,10,S0929,90,2,13,1,07,145,903119,620719,0,,,3,MER,2,170,175,3,m,93,1023,F,,,,5.0,MLT on R.,1995
95IN03023,1990100930,S0930,10,S0930,90,2,11,1,07,145,903119,620719,0,,,1,MER,1,183,199,2,m,,,R,34,1,,5.0,DYSTOCIA 95,1995
95IN03024,1990100932,S0932,10,S0932,90,2,10,1,07,142,890519,790319,0,,,1,MER,2,164,180,3,m,,,M,23,1,,5.0,LTS,1995
95IN03025,1990100938,S0938,10,S0938,90,2,10,1,07,144,908219,813819,0,,,1,MER,*,0,0,0,m,50,0415,M,,,,5.0,X OPP or CLA,1995
95IN03026,1990100946,S0946,10,S0946,90,2,10,1,07,R.2,886919,992319,0,,,1,,2,138,141,2,,,,M,24,1,,5.0,"THIN,CULLY",1995
95IN03027,1990100959,S0959,10,S0959,90,2,12,1,07,143,919819,618219,0,,,1,MER,2,138,165,2,m,,,C,85,1,,5.0,ENTR,1995
95IN03028,1990100980,S0980,10,S0980,90,2,12,1,07,R.1,813919,992819,0,,,1,,2,133,167,3,1,,,C,86,1,,5.0,SW BAG,1995
95IN03029,1990101016,S1016,10,S1016,90,2,13,1,07,T6,1287,866619,0,,,1,XXX,1,128,122,2,m,93,1030,F,44,1,,5.0,X OPP,1995
95IN03030,1990101027,S1027,10, 9012,90,2,18,1,07,R.5,917219,960519,7,,,6,29A,3,155,0,0,,28,0501,,LIS,L,,5.0,"DEAD,DYSTOCIA",1995
95IN03031,1990101038,S1038,10,S1038,90,2,11,1,07,R.2,886919,974419,0,,,3,,1,148,167,3,,93,1023,R,,,,5.0,XABS.RF CHEST,1995
95IN03032,1990101044,S1044,10,S1044,90,2,18,1,07,R.5,917219,012210,2,,,3,OVX,*,0,0,0,X,,,,,,,5.0,OVX.BARREN,1995
95IN03033,1990101059,S1059,10,S1059,90,2,18,1,07,R.3,888419,968719,0,,,3,,1,182,196,11,2,93,1023,H,,,,5.0,"X VLTS,EDEMA",1995
95IN03034,1991101292,S1292,10,S1292,91,2,11,1,07,012,985019,969819,0,,,1,,2,144,0,0,1,82,0629,R,,,,4.0,VG/RC/PROLAPS,1995
95IN03035,1991101308,S1308,10,S1308,91,2,12,1,07,006,966019,656619,0,,,3,,1,167,186,12,,93,1023,C,,,,4.0,HARD L.TEAT,1995
95IN03036,1991101309,S1309,10,S1309,91,2,11,1,07,015,997519,973919,0,,,3,,2,136,139,12,,93,1023,R,,,,4.0,,1995
95IN03037,1991101311,S1311,10,S1311,91,2,11,1,42,003,068010,611619,0,,,1,,2,145,163,2,,,,R,31,1,,4.0,WART TEAT,1995
95IN03038,1991101312,S1312,10,S1312,91,2,10,1,42,003,068010,611619,0,,,1,,1,145,172,2,,,,M,22,1,,4.0,,1995
95IN03039,1991101315,S1315,10,S1315,91,2,13,1,07,008,973619,791719,0,,,1,,2,135,153,2,,,,F,41,1,,4.0,,1995
95IN03040,1991101318,S1318,10, 2006,91,2,18,1,07,009,978119,969419,7,,,1,32A,3,162,161,0,,,,,LIS,L,,4.0,,1995
95IN03041,1991101327,S1327,10,S1327,91,2,12,1,07,008,973619,723819,0,,,1,,2,162,164,2,,,,C,87,1,,4.0,SUCK1SIDE VLT,1995
95IN03042,1991101329,S1329,10,S1329,91,2,12,1,07,009,978119,990519,0,,,1,,2,149,154,3,,,,C,88,1,,4.0,TENDER,1995
95IN03043,1991101332,S1332,10,S1332,91,2,11,1,42,004,065310,785119,0,,,1,,2,130,153,2,,,,R,33,1,,4.0,,1995
95IN03044,1991101333,S1333,10,S1333,91,2,13,1,07,008,973619,980419,0,,,6,XXX,1,128,161,2,1,10,1002,F,,,,4.0,"LAME,BIG HOOF",1995
95IN03045,1991101334,S1334,10,S1334,91,2,10,1,07,014,994119,887419,0,,,1,,1,142,160,2,,,,M,21,1,,4.0,,1995
95IN03046,1991101339,S1339,10,  571,91,2,18,1,07,015,997519,738519,7,,,1,32C,3,152,180,0,,,,,LIS,L,,4.0,LOST BIG TAG,1995
95IN03047,1991101341,S1341,10,S1341,91,2,13,1,07,007,970019,966119,0,,,1,,*,0,0,0,,01,0411,F,,,,4.0,THIN RACK 95,1995
95IN03048,1991101349,S1349,10,S1349,91,2,10,1,07,002,004310,874919,0,,,1,,2,165,0,0,,05,0501,M,,,,4.0,"SW BAG,MASTI.",1995
95IN03049,1991101354,S1354,10, 1069,91,2,18,1,07,010,980719,015010,7,,,I,31B,3,132,144,0,,,,,41,1,,4.0,,1995
95IN03050,1991101356,S1356,10,S1356,91,2,10,1,07,005,962319,782719,0,,,1,,*,0,0,0,1,93,0417,M,,,,4.0,XBAG 0MILK,1995
95IN03051,1991101363,S1363,10, 2085,91,2,18,1,07,008,973619,703719,7,,,1,32A,3,136,160,0,,,,,LIS,L,,4.0,LAME LF 11/04,1995
95IN03052,1991101376,S1376,10,S1376,91,2,12,1,42,001,062110,784719,0,,,1,,1,116,145,2,,,,C,89,1,,4.0,,1995
95IN03053,1991101379,S1379,10, 5003,91,2,18,1,07,010,980719,982519,7,,,I,35A,3,163,162,0,,,,,45,1,,4.0,,1995
95IN03054,1991101380,S1380,10,S1380,91,2,10,1,07,014,994119,738419,0,,,1,,1,132,156,2,,,,M,23,1,,4.0,,1995
95IN03055,1991101383,S1383,10,  505,91,2,18,1,07,012,985019,814619,7,,,2,31A,3,145,146,0,,95,1109,,LIS,L,,4.0,,1995
95IN03056,1991101389,S1389,10,S1389,91,2,11,1,07,006,966019,995919,0,,,3,,2,128,159,12,,93,1023,R,,,,4.0,DYSTOCIA 94,1995
95IN03057,1991101391,S1391,10,S1391,91,2,10,1,07,006,966019,957219,0,,,1,,1,150,174,2,,,,M,24,1,,4.0,,1995
95IN03058,1991101396,S1396,10,S1396,91,2,10,1,07,013,990819,556119,0,,,1,,1,155,192,2,1,,,M,21,1,,4.0,,1995
95IN03059,1991101397,S1397,10,S1397,91,2,18,1,07,013,990819,556119,0,,,1,,*,0,0,0,,20,0318,H,,,,4.0,DYSTOCIA,1995
95IN03060,1991101398,S1398,10, 9065,91,2,18,1,07,014,994119,671519,7,,,2,29A,3,131,166,0,,95,1109,,LIS,L,,4.0,SM.BAG,1995
95IN03061,1991101405,S1405,10, 9040,91,2,18,1,07,014,994119,876819,7,,,2,29A,3,168,187,0,,95,1109,,LIS,L,,4.0,,1995
95IN03062,1991101413,S1413,10,S1413,91,2,10,1,07,011,982619,958319,0,,,1,,1,148,182,3,,,,M,22,1,,4.0,,1995
95IN03063,1991101415,S1415,10,S1415,91,2,12,1,07,011,982619,781119,0,,,1,,1,160,0,0,,05,0628,C,,,,4.0,SW BAG,1995
95IN03064,1991101416,S1416,10,S1416,91,2,13,1,07,012,985019,994419,0,,,1,,1,159,161,3,,,,F,42,1,,4.0,,1995
95IN03065,1991101424,S1424,10,S1424,91,2,11,1,07,006,966019,968719,0,,,1,,1,150,169,2,1,,,R,32,1,,4.0,,1995
95IN03066,1991101433,S1433,10,S1433,91,2,13,1,07,012,985019,778819,0,,,1,,1,160,174,2,,,,F,43,1,,4.0,,1995
95IN03067,1991101436,S1436,10,S1436,91,2,10,1,42,004,065310,012810,0,,,1,,*,0,0,0,,50,0401,M,,,,4.0,X ABS NECK,1995
95IN03068,1991101437,S1437,10, 1045,91,2,18,1,07,015,997519,874719,7,,,1,31B,3,133,136,0,,,,,LIS,L,,4.0,METAL TAG RIP,1995
95IN03069,1991101441,S1441,10,S1441,91,2,11,1,42,001,062110,575019,0,,,1,,*,0,0,0,,05,0405,R,,,,4.0,R SPOILED,1995
95IN03070,1991101449,S1449,10,S1449,91,2,10,1,42,001,062110,879119,0,,,1,,1,130,150,2,,,,M,23,1,,4.0,,1995
95IN03071,1991101451,S1451,10,S1451,91,2,10,1,07,008,973619,906419,0,,,1,,2,138,159,2,,,,M,24,1,,4.0,,1995
95IN03072,1991101453,S1453,10,S1453,91,2,12,1,42,003,068010,667019,0,,,1,,1,162,171,2,,,,C,90,1,,4.0,,1995
95IN03073,1991101456,S1456,10,   53,91,2,18,1,07,014,994119,927719,7,,,I,30A,3,137,151,0,,,,,45,1,,4.0,,1995
95IN03074,1991101459,S1459,10,S1459,91,2,11,1,07,006,966019,821819,0,,,1,,1,149,152,2,2,,,R,34,1,,4.0,,1995
95IN03075,1991101467,S1467,10, 9508,91,2,18,1,07,010,980719,993019,7,,,3,29C,3,167,171,0,,93,1023,,LIS,L,,4.0,"BAD BAG,LTS",1995
95IN03076,1991101470,S1470,10,S1470,91,2,13,1,07,010,980719,669219,0,,,1,,1,162,172,2,,,,F,44,1,,4.0,,1995
95IN03077,1991101481,S1481,10,S1481,91,2,13,1,42,001,062110,739519,0,,,1,,1,139,161,2,,,,F,42,1,,4.0,DYSTOCIA 95,1995
95IN03078,1991101485,S1485,10,S1485,91,2,10,1,42,004,065310,887219,0,,,1,,1,139,142,2,,,,M,21,1,,4.0,,1995
95IN03079,1991101493,S1493,10, 4609,91,2,18,1,07,010,980719,718819,7,,,1,34D,3,163,163,0,,97,1231,,LIS,L,,4.0,,1995
95IN03080,1991101499,S1499,10,S1499,91,2,10,1,42,004,065310,742619,0,,,1,,*,0,0,0,,76,0101,M,,,,4.0,,1995
95IN03081,1991101500,S1500,10,S1500,91,2,11,1,42,004,065310,742619,0,,,1,,2,142,0,0,,05,0712,R,,,,4.0,TORN L EAR,1995
95IN03082,1991101513,S1513,10,S1513,91,2,12,1,07,014,994119,005810,0,,,1,,2,156,175,2,,,,C,91,1,,4.0,THIN93,1995
95IN03083,1991101516,S1516,10,S1516,91,2,10,1,07,012,985019,713919,0,,,1,,1,190,196,2,,,,M,22,1,,4.0,,1995
95IN03084,1991101518,S1518,10,S1518,91,2,10,1,07,012,985019,713919,0,,,1,,5,170,193,1,,,,M,23,1,,4.0,@HOWE JAN'95,1995
95IN03085,1991101521,S1521,10,S1521,91,2,10,1,07,008,973619,784919,0,,,3,,1,162,166,2,1,93,1023,M,,,,4.0,MLT @L,1995
95IN03086,1991101522,S1522,10,S1522,91,2,11,1,07,015,997519,866019,0,,,1,,1,139,153,2,,,,R,31,1,,4.0,,1995
95IN03087,1991101528,S1528,10, 5104,91,2,18,1,07,012,985019,908319,7,,,3,35A,3,105,144,0,,93,1023,,LIS,L,,4.0,,1995
95IN03088,1991101531,S1531,10, 9084,91,2,18,1,07,002,004310,930519,7,,,3,29A,3,167,170,0,,93,1023,,LIS,L,,4.0,X BAG,1995
95IN03089,1991101533,S1533,10,S1533,91,2,10,1,07,011,982619,796919,0,,,1,,1,145,162,3,,,,M,24,1,,4.0,SUCK1SIDE,1995
95IN03090,1991101538,S1538,10,S1538,91,2,13,1,07,008,973619,014810,0,,,1,,1,156,160,3,,,,F,41,1,,4.0,BIGTAG95,1995
95IN03091,1991101551,S1551,10,S1551,91,2,12,1,42,003,068010,989919,0,,,1,,1,127,156,2,,,,C,80,1,,4.0,SUCK1SIDE VLT,1995
95IN03092,1991101556,S1556,10,S1556,91,2,13,1,07,015,997519,987519,0,,,1,,1,164,169,2,,,,F,44,1,,4.0,VLTS,1995
95IN03093,1991101562,S1562,10, 4003,91,2,18,1,07,014,994119,986219,7,,,1,34A,3,137,165,0,,,,,LIS,L,,4.0,,1995
95IN03094,1991101571,S1571,10,S1571,91,2,11,1,42,003,068010,841619,0,,,1,,1,126,0,0,,05,0502,R,,,,4.0,BLUEBAG 04/24,1995
95IN03095,1991101579,S1579,10,S1579,91,2,12,1,42,001,062110,736919,0,,,3,,1,111,127,2,,93,1023,C,,,,4.0,FIBERY?,1995
95IN03096,1991101589,S1589,10,S1589,91,2,12,1,07,013,990819,814719,0,,,1,,1,156,171,2,3,,,C,81,1,,4.0,ASSYM.TEATS,1995
95IN03097,1991101590,S1590,10,S1590,91,2,12,1,07,008,973619,944919,0,,,1,,2,150,158,2,2,,,C,82,1,,4.0,,1995
95IN03098,1991101600,S1600,10,   21,91,2,18,1,07,005,962319,788719,7,,,2,30A,3,160,163,0,,95,1109,,LIS,L,,4.0,,1995
95IN03099,1991101611,S1611,10,S1611,91,2,11,1,07,011,982619,612819,0,,,1,,2,154,153,2,,,,R,32,1,,4.0,DYSTOCIA,1995
95IN03100,1991101614,S1614,10,S1614,91,2,13,1,42,003,068010,760119,0,,,1,,1,145,163,2,,,,F,43,1,,4.0,,1995
