UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
15IN00001,2007053499,H3499,05,H3499,07,2,88,1,30,03,H1159,05,A8198,04,7,,,3,.,1,.,164,150,2,,93,1027,L,,,8.0,XdOld,Life,,13687,1,,0.057,,2015
15IN00002,2008053857,H3857,05,H3857,08,2,88,1,30,P08,H2362,05,H0652,05,,,,3,.,H,,198,183,3,,93,1027,,,,7.0,XdOld,,,13713,1,,0.053,,2015
15IN00003,2008053898,H3898,05,H3898,08,2,82,1,30,P04,H2290,05,H1822,05,,,,3,.,1,,0,135,2,,93,1027,,,,7.0,XdOld,,,13743,1,,0.045,,2015
15IN00004,2008053905,H3905,05,H3905,08,2,88,1,30,P01,H1600,05,H2439,05,,,,3,.,2,,144,136,2,,93,1027,,,,7.0,XdOld,,,13695,1,,0.037,,2015
15IN00005,2008054017,H4017,05,H4017,08,2,84,1,30,P02,H1852,05,A9458,04,,,,3,.,1,,166,158,2,,93,1027,,,,7.0,XdOld,,,13744,1,,0.041,,2015
15IN00006,2008054114,H4114,05,H4114,08,2,83,1,30,P04,H2290,05,A8223,04,,,,3,.,D,,196,184,2,,93,1027,,,,7.0,XdOld,,,13696,1,,0.037,,2015
15IN00007,2008054277,H4277,05,H4277,08,2,83,1,30,P07,H2507,05,H1610,05,,,,3,.,1,,156,151,2,,93,1027,,,,7.0,XdOld,,,13693,1,,0.043,,2015
15IN00008,2008054333,H4333,05,H4333,08,2,88,1,30,p12,H1063,05,H3179,05,,,,3,BLD,1,,156,157,2,,93,1027,,,,7.0,XdOld,,,13755,1,,0.055,,2015
15IN00009,2008054399,H4399,05,H4399,08,2,88,1,30,P01,H1600,05,H2687,05,,,,3,.,1,,156,163,2,,93,1027,,,,7.0,XdOld,,Albmn,13761,1,,0.049,,2015
15IN00010,2008054499,H4499,05,H4499,08,2,88,1,30,p34,H1704,05,H3268,05,,,,3,BLD,1,,171,162,3,,93,1027,,,,7.0,XdOld,,,13784,1,,0.05,,2015
15IN00011,2009054591,H4591,05,H4591,09,2,,1,30,52,H3271,05,H3499,05,,,,1,,1,,177,180,2,,,,,,,6.0,,,,0,1,,0.049,,2015
15IN00012,2009054639,H4639,05,H4639,09,2,,1,30,61,H3144,05,H3348,05,,,,3,,1,,166,149,11,,93,1027,,,,6.0,XdBag,,,13692,1,,0.054,,2015
15IN00013,2009054805,H4805,05,H4805,09,2,,1,30,33,  712,00,H1571,05,,,,3,MP,2,,152,164,2,,93,1027,,,,6.0,R.SIDE NO MIL,,,13704,1,,0.0,,2015
15IN00014,2009054823,H4823,05,H4823,09,2,,1,30,32, 7322,00,H1591,05,,,,1,MP,1,,254,220,2,,,,,,,6.0,Saved; nice,,,0,1,,0.0,,2015
15IN00015,2009054891,H4891,05,H4891,09,2,,1,30,e19,H3039,05,H4142,05,,,,1,,1,,146,135,1,,,,,,,6.0,BLOODLSD.OKNO,,,0,1,,0.054,,2015
15IN00016,2009055114,H5114,05,H5114,09,2,,1,30,51,H3215,05,A9062,04,,,,3,,2,,163,168,2,,93,1027,,,,6.0,WARTS,,,13715,1,,0.047,,2015
15IN00017,2009055141,H5141,05,H5141,09,2,,1,30,53,H3424,05,H1956,05,,,,7,,2,,165,0,0,,97,0913,,,,6.0,,,,0,1,,0.053,,2015
15IN00018,2009055213,H5213,05,H5213,09,2,,1,30,54,H3693,05,H2462,05,,,,1,,1,,0,139,2,,,,,,,6.0,Missed'15Spwt,,,0,1,,0.052,,2015
15IN00019,2009055272,H5272,05,H5272,09,2,,1,30,49,H2171,05,H2397,05,,,,6,,1,,124,0,0,,10,0901,,,,6.0,URI,,,0,1,,0.043,,2015
15IN00020,2009055319,H5319,05,H5319,09,2,,1,30,33,  712,00,H1399,05,,,,1,MP,2,,182,184,2,,,,,,,6.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00021,2009055332,H5332,05,H5332,09,2,,1,30,51,H3215,05,H0639,05,,,,3,,1,,196,177,2,,93,1027,,,,6.0,XdPoorBCS,,,13774,1,,0.058,,2015
15IN00022,2009055408,H5408,05,H5408,09,2,,1,30,50,H2789,05,H3676,05,,,,6,,2,,172,0,0,,03,0507,,,,6.0,PROLAPSE,,,0,1,,0.048,,2015
15IN00023,2009055430,H5430,05,H5430,09,2,,1,30,49,H2171,05,H1397,05,,,,1,,1,,150,153,2,,,,,,,6.0,,,,0,1,,0.045,,2015
15IN00024,2009055431,H5431,05,H5431,09,2,,1,30,49,H2171,05,H1397,05,,,,6,,1,,179,0,0,,04,0718,,,,6.0,Lupine,,,0,1,,0.045,,2015
15IN00025,2009055456,H5456,05,H5456,09,2,,1,30,49,H2171,05,H1572,05,,,,6,,1,,140,0,0,,01,0913,,,,6.0,UGLY.EYES,,,0,1,,0.05,,2015
15IN00026,2009055484,H5484,05,H5484,09,2,,1,30,49,H2171,05,H2897,05,,,,1,,2,,168,174,2,,,,,,,6.0,RP,,,0,1,,0.044,,2015
15IN00027,2009055520,H5520,05,H5520,09,2,,1,30,e17,H2270,05,H4549,05,,,,3,,D,,133,0,0,,93,0512,,,,6.0,HD.BREATHER,,,13608,1,,0.047,,2015
15IN00028,2009055551,H5551,05,H5551,09,2,,1,30,e23,H2490,05,H4110,05,,,,3,,2,,143,124,4,,93,1027,,,,6.0,XdForBagBad4,,,13778,1,,0.053,,2015
15IN00029,2010055570,H5570,05,H5570,10,2,,1,30,e17,H3967,05,H4838,05,0,,,1,,1,,176,166,2,,,,.,,,5.0,.,,,,1,,0.044,,2015
15IN00030,2010055592,H5592,05,H5592,10,2,,1,30,77,H4155,05,H4369,05,0,,,1,,2,,151,150,2,,,,.,,,5.0,4TEATS,,,,1,,0.052,,2015
15IN00031,2010055668,H5668,05,H5668,10,2,,1,30,67,  647,00,H4349,05,0,,,3,,1,,210,185,12,,93,1027,.,,,5.0,XdForBag,,,13716,1,,0.0,,2015
15IN00032,2010055686,H5686,05,H5686,10,2,,1,30,52,  965,00,H1008,05,0,,,1,MP,2,,149,152,2,,,,.,,,5.0,In 10-25-13,,,,1,,0.0,,2015
15IN00033,2010055693,H5693,05,H5693,10,2,,1,30,81,H4186,05,H3466,05,0,,,1,,1,,157,147,2,,,,.,,,5.0,.,,,,1,,0.05,,2015
15IN00034,2010055696,H5696,05,H5696,10,2,,1,30,78,H3779,05,H2559,05,0,,,1,,1,,173,157,2,,,,.,,,5.0,.,,,,1,,0.057,,2015
15IN00035,2010055706,H5706,05,H5706,10,2,,1,30,69, 7142,00,H3456,05,0,,,1,,1,,157,166,3,,,,.,,,5.0,4TEATS,,,,1,,0.0,,2015
15IN00036,2010055711,H5711,05,H5711,10,2,,1,30,48,  706,00,H3328,05,0,,,1,MP,1,,150,154,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00037,2010055725,H5725,05,H5725,10,2,,1,30,51,  420,00,H1839,05,0,,,1,MP,1,,183,169,3,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00038,2010055730,H5730,05,H5730,10,2,,1,30,67,  647,00,H1269,05,0,,,1,,1,,173,178,2,,,,.,,,5.0,SRS.MORE,,,,1,,0.0,,2015
15IN00039,2010055751,H5751,05,H5751,10,2,,1,30,51,  420,00,H3454,05,0,,,1,MP,2,,165,162,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00040,2010055752,H5752,05,H5752,10,2,,1,30,48,  706,00,H3175,05,0,,,1,MP,1,,165,163,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00041,2010055760,H5760,05,H5760,10,2,,1,30,e18,H4211,05,H5456,05,0,,,6,,1,,112,0,0,,01,0913,.,,,5.0,INAPPETANT,,,,1,,0.059,,2015
15IN00042,2010055767,H5767,05,H5767,10,2,,1,30,49,H9057,00,H2278,05,0,,,6,MP,D,,138,0,0,,03,0720,.,,,5.0,.,,,,1,,0.0,,2015
15IN00043,2010055768,H5768,05,H5768,10,2,,1,30,49,H9057,00,H2278,05,0,,,1,MP,1,,145,169,1,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00044,2010055769,H5769,05,H5769,10,2,,1,30,51,  420,00,H3345,05,0,,,3,MP,1,,197,155,12,,93,1027,.,,,5.0,XdForBag,,,13762,1,,0.0,,2015
15IN00045,2010055784,H5784,05,H5784,10,2,,1,30,78,H3779,05,H0987,05,0,,,1,,2,,193,184,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.052,,2015
15IN00046,2010055825,H5825,05,H5825,10,2,,1,30,52,  965,00,H3033,05,0,,,1,MP,1,,157,164,2,,,,.,,,5.0,NiceForTerm,,,,1,,0.0,,2015
15IN00047,2010055842,H5842,05,H5842,10,2,,1,30,e19,H4337,05,H4655,05,0,,,1,,1,,167,166,2,,,,.,,,5.0,Bret Grp 3,,,,1,,0.053,,2015
15IN00048,2010055843,H5843,05,H5843,10,2,,1,30,79,H3858,05,H3658,05,0,,,1,,1,,133,150,2,,,,.,,,5.0,In 10-25-13,,,,1,,0.056,,2015
15IN00049,2010055844,H5844,05,H5844,10,2,,1,30,79,H3858,05,H3658,05,0,,,1,,1,,162,171,2,,,,.,,,5.0,WARTSBUTOK,,,,1,,0.056,,2015
15IN00050,2010055866,H5866,05,H5866,10,2,,1,30,77,H4155,05,H1747,05,0,,,3,,1,,161,156,9,,93,1027,.,,,5.0,XdForBag,,,13758,1,,0.045,,2015
15IN00051,2010055886,H5886,05,H5886,10,2,,1,30,46,H3545,05,H1862,05,0,,,1,MP,1,,145,161,4,,,,.,,,5.0,TerminalOnly,,,,1,,0.077,,2015
15IN00052,2010055900,H5900,05,H5900,10,2,,1,30,51,  420,00,H3479,05,0,,,1,MP,2,,162,163,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00053,2010055933,H5933,05,H5933,10,2,,1,30,49,H9057,00,H2150,05,0,,,1,MP,1,,187,185,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00054,2010055970,H5970,05,H5970,10,2,,1,30,50,  101,00,H3056,05,0,,,1,MP,1,,177,168,2,,,,.,,,5.0,NICE LAMB,,,,1,,0.0,,2015
15IN00055,2010055979,H5979,05,H5979,10,2,,1,30,78,H3779,05,H3993,05,0,,,7,,1,,189,0,0,,97,0913,.,,,5.0,4 N RED DOT,,,,1,,0.055,,2015
15IN00056,2010055984,H5984,05,H5984,10,2,,1,30,52,  965,00,H2704,05,0,,,3,MP,1,,174,176,3,,93,0917,.,,,5.0,Biomedical,,,13847,1,,0.0,,2015
15IN00057,2010055994,H5994,05,H5994,10,2,,1,30,49,H9057,00,H1160,05,0,,,6,MP,,,0,0,0,,66,0312,.,,,5.0,TERM.C.S,,,,1,,0.0,,2015
15IN00058,2010055998,H5998,05,H5998,10,2,,1,30,68,  712,00,H2973,05,0,,,1,,1,,231,213,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00059,2010056016,H6016,05,H6016,10,2,,1,30,46,H3545,05,H2932,05,0,,,1,MP,2,,157,161,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.064,,2015
15IN00060,2010056032,H6032,05,H6032,10,2,,1,30,68,  712,00,H3491,05,0,,,1,,1,,194,177,2,,,,.,,,5.0,RP,,,,1,,0.0,,2015
15IN00061,2010056037,H6037,05,H6037,10,2,,1,30,81,H4186,05,H3483,05,0,,,1,,1,,138,143,2,,,,.,,,5.0,2@ONCE,,,,1,,0.051,,2015
15IN00062,2010056052,H6052,05,H6052,10,2,,1,30,80,H3872,05,H2450,05,0,,,1,,2,,144,146,2,,,,.,,,5.0,2 4T,,,,1,,0.05,,2015
15IN00063,2010056058,H6058,05,H6058,10,2,,1,30,77,H4155,05,H3990,05,0,,,1,,1,,147,149,2,,,,.,,,5.0,ORANGE DOT,,,,1,,0.056,,2015
15IN00064,2010056064,H6064,05,H6064,10,2,,1,30,80,H3872,05,H1725,05,0,,,1,,1,,153,152,2,,,,.,,,5.0,H6065 TAG LOS,,,,1,,0.046,,2015
15IN00065,2010056068,H6068,05,H6068,10,2,,1,30,78,H3779,05,H1610,05,0,,,1,,2,,124,125,2,,,,.,,,5.0,.,,,,1,,0.043,,2015
15IN00066,2010056094,H6094,05,H6094,10,2,,1,30,47,  172,00,H2217,05,0,,,1,MP,1,,183,166,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00067,2010056116,H6116,05,H6116,10,2,,1,30,48,  706,00,H1626,05,0,,,6,MP,1,,160,0,0,,01,0913,.,,,5.0,RESP.ISSUE,,,,1,,0.0,,2015
15IN00068,2010056120,H6120,05,H6120,10,2,,1,30,68,  712,00,H1253,05,0,,,1,,2,,167,171,2,,,,.,,,5.0,.,,,,1,,0.0,,2015
15IN00069,2010056167,H6167,05,H6167,10,2,,1,30,51,  420,00,H2650,05,0,,,1,MP,1,,194,173,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00070,2010056177,H6177,05,H6177,10,2,,1,30,51,  420,00,H3080,05,0,,,1,MP,2,,139,143,2,,,,.,,,5.0,In 10-25-13,,,,1,,0.0,,2015
15IN00071,2010056244,H6244,05,H6244,10,2,,1,30,48,  706,00,H3194,05,0,,,1,MP,1,,177,185,4,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00072,2010056262,H6262,05,H6262,10,2,,1,30,47,  172,00,H1957,05,0,,,1,MP,1,,163,158,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00073,2010056272,H6272,05,H6272,10,2,,1,30,48,  706,00,H3569,05,0,,,1,MP,2,,154,156,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00074,2010056289,H6289,05,H6289,10,2,,1,30,77,H4155,05,H2192,05,0,,,6,,,,0,0,0,,03,0110,.,,,5.0,4TEATS,,,,1,,0.053,,2015
15IN00075,2010056381,H6381,05,H6381,10,2,,1,30,47,  172,00,H3104,05,0,,,1,MP,2,,176,180,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00076,2010056384,H6384,05,H6384,10,2,,1,30,50,  101,00,H3340,05,0,,,3,MP,2,,179,169,2,,93,1027,.,,,5.0,XdPoorBCS,,,13757,1,,0.0,,2015
15IN00077,2010056388,H6388,05,H6388,10,2,,1,30,46,H3545,05,H2309,05,0,,,1,MP,1,,173,153,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.053,,2015
15IN00078,2010056389,H6389,05,H6389,10,2,,1,30,46,H3545,05,H2309,05,0,,,3,MP,1,,217,178,10,,93,1027,.,,,5.0,XdForBag,,,13728,1,,0.053,,2015
15IN00079,2010056432,H6432,05,H6432,10,2,,1,30,80,H3872,05,H3694,05,0,,,6,,,,0,0,0,,76,0313,.,,,5.0,EUTH.BAD.SHAP,,,,1,,0.051,,2015
15IN00080,2010056438,H6438,05,H6438,10,2,,1,30,52,  965,00,H3407,05,0,,,1,MP,1,,208,174,2,,,,.,,,5.0,TerminalOnly,,,,1,,0.0,,2015
15IN00081,2010056480,H6480,05,H6480,10,2,,1,30,51,  420,00,H1303,05,0,,,1,MP,2,,146,158,2,,,,.,,,5.0,NiceForTerm,,,,1,,0.0,,2015
15IN00082,2010056526,H6526,05,H6526,10,2,,1,30,e17,H3967,05,H4776,05,0,,,1,,1,,180,172,2,,,,.,,,5.0,.,,,,1,,0.057,,2015
15IN00083,2011056539,H6539,05,H6539,11,2,,1,30,e21,H5285,05,H5696,05,0,,,1,.,1,,183,167,2,,,,.,,,4.0,INCR.RR,,,0,1,,0.052,,2015
15IN00084,2011056548,H6548,05,H6548,11,2,,1,30,e20,H5183,05,H6221,05,0,,,1,.,1,,176,174,3,,,,.,,,4.0,.,,,0,1,,0.049,,2015
15IN00085,2011056597,H6597,05,H6597,11,2,,1,30,58,H6534,00,H5050,05,0,,,1,MP,2,,152,154,2,,,,.,,,4.0,SRS.MORE,,,0,1,,0.0,,2015
15IN00086,2011056601,H6601,05,H6601,11,2,,1,30,68,H5136,05,H1898,05,0,,,1,.,1,,178,185,2,,,,.,,,4.0,4TEATS,,,0,1,,0.024,,2015
15IN00087,2011056632,H6632,05,H6632,11,2,,1,30,57,H6533,00,H4224,05,0,,,1,MP,1,,132,141,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00088,2011056634,H6634,05,H6634,11,2,,1,30,52,H6528,00,H3905,05,0,,,1,MP,1,,116,130,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00089,2011056644,H6644,05,H6644,11,2,,1,30,52,H6528,00,H3530,05,0,,,1,MP,1,,143,144,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00090,2011056671,H6671,05,H6671,11,2,,1,30,65,H5110,05,H4448,05,0,,,1,BLD,1,,151,157,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.028,,2015
15IN00091,2011056672,H6672,05,H6672,11,2,,1,30,54,H6530,00,H3405,05,0,,,1,MP,1,,199,177,3,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00092,2011056680,H6680,05,H6680,11,2,,1,30,53,H6529,00,H1490,05,0,,,1,MP,1,,178,183,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00093,2011056727,H6727,05,H6727,11,2,,1,30,52,H6528,00,H3458,05,0,,,1,MP,1,,168,155,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00094,2011056729,H6729,05,H6729,11,2,,1,30,53,H6529,00,H5194,05,0,,,1,MP,1,,132,146,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00095,2011056739,H6739,05,H6739,11,2,,1,30,58,H6534,00,H3002,05,0,,,1,MP,1,,133,123,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00096,2011056751,H6751,05,H6751,11,2,,1,30,53,H6529,00,H4490,05,0,,,1,MP,1,,135,153,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00097,2011056772,H6772,05,H6772,11,2,,1,30,55,H6531,00,H3033,05,0,,,1,MP,1,,0,172,4,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00098,2011056807,H6807,05,H6807,11,2,,1,30,57,H6533,00,H0780,05,0,,,1,MP,1,,168,166,2,,,,.,,,4.0,TerminalOnly,,,0,1,,0.0,,2015
15IN00099,2011056832,H6832,05,H6832,11,2,,1,30,e21,H5285,05,H6032,05,0,,,1,.,1,,227,202,2,,,,.,,,4.0,4TEATS  SCOUR,,,0,1,,0.024,,2015
15IN00100,2011056845,H6845,05,H6845,11,2,,1,30,58,H6534,00,H5006,05,0,,,1,MP,D,,140,89,1,,66,0917,.,,,4.0,VPoorBCS,,,0,1,,0.0,,2015
