UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,REG,TYPE,INBR,TBR,ADAM,DINBR,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,C79,C80,YRREC,AGE
66IN00001,1957102053,57,2,U2053,0,41,561,,,,,00,,0,,5,1,404,108,0,,165,164,,,080,059,10,,110,2,440911,2,,,,,,1966,9.0
66IN00002,1962102612,62,3,U2612,0,,,,,,,,,5,,,,,,,,,,,,,,10,,090,2,,,,,,,,1966,4.0
66IN00003,1954114294,54,2,R4294,1,,,,,,,,,&,,,,,,,,127,145,4,,,,11,1121,,,,,,,,,,1966,12.0
66IN00004,1954114335,54,2,R4335,1,21,210,,,,,25,,&,,1,3,225,073,1,,105,118,,,079, 44,11,,108,2,384111,8,,,,,,1966,12.0
66IN00005,1954114361,54,2,R4361,1,21,210,,,,,26,,&,,1,3,,060,1,,90,,6,,071, 28,11,0801,077,2,384111,8,,,,,,1966,12.0
66IN00006,1955114577,55,2,R4577,1,20,200,,,,,20,,&,,1,4,495,106,1,,154,170,,,076,059,11,,119,2,330211,8,,,,,,1966,11.0
66IN00007,1956114693,56,2,R4693,1,27,270,,,,,36,,-,,1,3,414,084,1,,122,135,,,073,044,11,,085,1,378911,8,,,,,,1966,10.0
66IN00008,1956114697,56,2,R4697,1,27,270,,,,,37,,-,,1,3,505,077,1,,140,132,,,079,031,11,,068,1,378911,3,,,,,,1966,10.0
66IN00009,1956114713,56,2,R4713,1,19,190,,,,,26,,-,,1,1,,090,1,,146,152,3,,075,032,11,0919,065,1,417911,2,,,,,,1966,10.0
66IN00010,1956114715,56,2,R4715,1,32,321,,,,,25,,-,,1,1,,090,1,,142,,7,,072,032,11,0909,071,1,749111,3,,,,,,1966,10.0
66IN00011,1956114752,56,2,R4752,1,20,200,,,,,23,,-,,1,3,201,096,1,,160,165,,,090,051,11,,111,2,330211,3,,,,,,1966,10.0
66IN00012,1956114756,56,2,R4756,1,20,200,,,,,21,,-,,1,1,200,069,0,,130,135,,,082,046,11,,081,2,330211,2,,,,,,1966,10.0
66IN00013,1956114787,56,2,R4787,1,23,230,,,,,18,,-,,1,3,455,081,1,,148,152,,,082,034,11,,080,1,416911,3,,,,,,1966,10.0
66IN00014,1956114800,56,2,R4800,1,27,270,,,,,30,,-,,1,3,,093,1,,148,138,3,,078,041,11,0919,085,2,378911,3,,,,,,1966,10.0
66IN00015,1957114836,57,2,R4836,1,34,341,,,,,34,,0,,1,4,,098,0,,130,155,3,,078,047,11,0919,103,2,445811,8,,,,,,1966,9.0
66IN00016,1957114881,57,2,R4881,1,41,230,,,,,19,,0,,1,2,410,107,1,,175,165,,,076,049,11,,092,2,416911,2,,,,,,1966,9.0
66IN00017,1957114895,57,2,R4895,1,21,210,,,,,39,,0,,1,4,,071,1,,102,100,3,,075,036,11,0919,085,2,432811,2,,,,,,1966,9.0
66IN00018,1957114914,57,2,R4914,1,23,230,,,,,20,,0,,1,3,354,096,1,,162,162,,,073,047,11,,098,2,416911,3,,,,,,1966,9.0
66IN00019,1957114928,57,2,R4928,1,20,200,,,,,27,,0,,1,3,445,086,1,,130,150,,,074,043,11,,089,2,415011,8,,,,,,1966,9.0
66IN00020,1957114999,57,2,R4999,1,24,240,,,,,23,,0,,1,1,295,078,1,,123,150,,,072,038,11,,081,2,411011,8,,,,,,1966,9.0
66IN00021,1958115037,58,2,R5037,1,27,270,,,,,30,,9,,1,1,504,100,0,,140,160,,,083,038,11,,111,2,458511,2,,,,,,1966,8.0
66IN00022,1958115060,58,2,R5060,1,32,320,,,,,20,,9,,1,1,445,086,1,,121,140,,,082,042,11,,102,2,465711,2,,,,,,1966,8.0
66IN00023,1958115083,58,2,R5083,1,20,200,,,,,26,,9,,1,3,444,071,0,,121,135,,,085,043,11,,120,3,437711,2,,,,,,1966,8.0
66IN00024,1958115085,58,2,R5085,1,20,200,,,,,33,,9,,1,3,,072,1,,,,6,,082,030,11,0320,083,2,437711,,,,,,,1966,8.0
66IN00025,1958115090,58,2,R5090,1,19,190,,,,,33,,9,,1,3,,103,0,,155,130,3,,076,041,11,1001,105,2,481711,8,,,,,,1966,8.0
66IN00026,1958115132,58,2,R5132,1,34,340,,,,,43,,9,,1,4,340,078,1,,143,145,,,089,047,11,,102,4,445811,3,,,,,,1966,8.0
66IN00027,1958115135,58,2,R5135,1,,,,,,,,,9,,,,,,,,130,160,4,,,,11,1121,,,,,,,,,,1966,8.0
66IN00028,1958115167,58,2,R5167,1,32,321,,,,,25,,9,,1,1,444,096,1,,165,160,,,083,043,11,,106,2,501611,3,,,,,,1966,8.0
66IN00029,1958115181,58,2,R5181,1,34,340,,,,,44,,9,,1,4,341,071,0,,114,134,,,093,038,11,,079,2,445811,2,,,,,,1966,8.0
66IN00030,1958115203,58,2,R5203,1,19,190,,,,,34,,9,,1,3,244,082,1,,118,140,,,077,039,11,,107,2,481711,8,,,,,,1966,8.0
66IN00031,1958115214,58,2,R5214,1,23,230,,,,,24,,9,,1,1,,086,1,,,,6,,065,042,11,0112,095,2,416911,,,,,,,1966,8.0
66IN00032,1959115241,59,2,R5241,1,32,320,,,,,23,,8,,1,1,495,080,,,118,125,,,088,,11,,091,2,465711,3,,,,,,1966,7.0
66IN00033,1959115243,59,2,R5243,1,32,320,,,,,24,,8,,1,1,494,096,,,130,140,,,098,,11,,130,2,465711,2,,,,,,1966,7.0
66IN00034,1959115263,59,2,R5263,1,23,230,,,,,00,,8,,1,1,230,093,,,123,145,,,074,,11,,090,2,012011,2,,,,,,1966,7.0
66IN00035,1959115265,59,2,R5265,1,34,340,,,,,44,,8,,1,1,365,105,,,171,165,,,091,,11,,113,2,497811,2,,,,,,1966,7.0
66IN00036,1959115273,59,2,R5273,1,21,210,,,,,38,,8,,1,1,224,072,,,132,135,,,083,,11,,124,2,465011,3,,,,,,1966,7.0
66IN00037,1959115287,59,2,R5287,1,,,,,,,,,8,,,,,,,,140,155,4,,,,11,1121,,,,,,,,,,1966,7.0
66IN00038,1959115297,59,2,R5297,1,27,270,,,,,29,,8,,1,3,270,098,,,131,160,,,081,,11,,121,2,458511,2,,,,,,1966,7.0
66IN00039,1959115330,59,2,R5330,1,27,270,,,,,29,,8,,1,3,271,088,,,132,135,,,095,,11,,097,2,458511,3,,,,,,1966,7.0
66IN00040,1959115335,59,2,R5335,1,24,241,,,,,21,,8,,1,3,294,095,,,142,147,,,085,,11,,108,1,411011,2,,,,,,1966,7.0
66IN00041,1959115337,59,2,R5337,1,24,240,,,,,29,,8,,1,3,515,078,,,133,145,,,091,,11,,119,2,407311,2,,,,,,1966,7.0
66IN00042,1959115348,59,2,R5348,1,32,320,,,,,25,,8,,1,1,205,090,,,167,177,,,095,,11,,132,2,465711,2,,,,,,1966,7.0
66IN00043,1959115388,59,2,R5388,1,23,230,,,,,00,,8,,1,3,354,100,,,157,152,,,066,,11,,102,2,012011,3,,,,,,1966,7.0
66IN00044,1959115397,59,2,R5397,1,20,200,,,,,31,,8,,1,3,495,088,,,135,145,,,085,,11,,112,2,461011,3,,,,,,1966,7.0
66IN00045,1959115405,59,2,R5405,1,23,230,,,,,00,,8,,1,1,455,096,,,137,175,,,069,,11,,096,2,012011,2,,,,,,1966,7.0
66IN00046,1959115410,59,2,R5410,1,23,230,,,,,00,,8,,1,1,454,075,,,140,145,,,070,,11,,091,2,012011,2,,,,,,1966,7.0
66IN00047,1960115421,60,2,R5421,1,20,200,,,,,32,,7,,1,,494,,,,168,176,,,,,11,,128,2,489911,2,,356211,,,,1966,6.0
66IN00048,1960115424,60,2,R5424,1,19,190,,,,,39,,7,,1,,190,,,,152,152,,,,,11,,103,2,522311,3,,478211,,,,1966,6.0
66IN00049,1960115434,60,2,R5434,1,20,200,,,,,27,,7,,1,,,,,,164,175,3,,,,11,1001,115,2,489911,3,,475211,,,,1966,6.0
66IN00050,1960115435,60,2,R5435,1,20,200,,,,,27,,7,,1,,,,,,,,6,,,,11,0512,107,2,489911,,,475211,,,,1966,6.0
66IN00051,1960115437,60,2,R5437,1,32,320,,,,,25,,7,,1,,,,,,154,164,3,,,,11,0501,098,2,505811,3,,479311,,,,1966,6.0
66IN00052,1960115456,60,2,R5456,1,20,200,,,,,33,,7,,1,,200,,,,112,126,,,,,11,,086,2,489911,2,,506311,,,,1966,6.0
66IN00053,1960115479,60,2,R5479,1,23,230,,,,,15,,7,,1,,231,,,,119,140,,,,,11,,085,2,531811,8,,516511,,,,1966,6.0
66IN00054,1960115483,60,2,R5483,1,19,190,,,,,26,,7,,1,,191,,,,131,140,,,,,11,,092,2,522311,3,,438911,,,,1966,6.0
66IN00055,1960115484,60,2,R5484,1,32,320,,,,,22,,7,,1,,204,,,,133,146,,,,,11,,101,2,505811,3,,419511,,,,1966,6.0
66IN00056,1960115490,60,2,R5490,1,19,190,,,,,27,,7,,1,,245,,,,148,157,,,,,11,,093,2,522311,2,,444411,,,,1966,6.0
66IN00057,1960115497,60,2,R5497,1,32,320,,,,,22,,7,,1,,321,,,,122,155,,,,,11,,079,2,505811,8,,418511,,,,1966,6.0
66IN00058,1960115498,60,2,R5498,1,34,340,,,,,40,,7,,1,,364,,,,127,132,,,,,11,,080,2,510211,3,,382811,,,,1966,6.0
66IN00059,1960115499,60,2,R5499,1,34,340,,,,,40,,7,,1,,475,,,,141,144,,,,,11,,077,2,510211,2,,382811,,,,1966,6.0
66IN00060,1960115500,60,2,R5500,1,24,241,,,,,25,,7,,1,,514,,,,166,165,,,,,11,,099,2,505511,2,,427911,,,,1966,6.0
66IN00061,1960115501,60,2,R5501,1,24,241,,,,,25,,7,,1,,240,,,,160,176,,,,,11,,091,2,505511,3,,427911,,,,1966,6.0
66IN00062,1960115503,60,2,R5503,1,23,230,,,,,11,,7,,1,,,,,,,,7,,,,11,0525,100,2,531811,,,459311,,,,1966,6.0
66IN00063,1960115506,60,2,R5506,1,21,210,,,,,38,,7,,1,,,,,,106,116,3,,,,11,0919,103,2,518811,8,,506811,,,,1966,6.0
66IN00064,1960115514,60,2,R5514,1,34,340,,,,,45,,7,,1,,,,,,138,152,3,,,,11,1001,080,2,510211,2,,373111,,,,1966,6.0
66IN00065,1960115524,60,2,R5524,1,19,190,,,,,43,,7,,1,,244,,,,128,135,,,,,11,,075,2,522311,2,,507311,,,,1966,6.0
66IN00066,1960115542,60,2,R5542,1,20,200,,,,,29,,7,,1,,201,,,,142,144,,,,,11,,089,2,489911,3,,425611,,,,1966,6.0
66IN00067,1960115555,60,2,R5555,1,27,270,,,,,28,,7,,1,,405,,,,146,162,,,,,11,,091,2,503811,2,,475711,,,,1966,6.0
66IN00068,1960115562,60,2,R5562,1,32,320,,,,,29,,7,,1,,320,,,,125,135,,,,,11,,074,2,505811,2,,404911,,,,1966,6.0
66IN00069,1960115580,60,2,R5580,1,24,240,,,,,27,,7,,1,,241,,,,158,172,,,,,11,,088,K,407311,2,,421911,,,,1966,6.0
66IN00070,1961115588,61,2,R5588,1,,,,,,,,,6,,,,,088,,,,,,,,,11,,069,2,,,,,,,,1966,5.0
66IN00071,1961115589,61,2,R5589,1,19,190,,,,,43,,6,,1,,,088,,,149,157,3,,,,11,1001,093,2,522311,3,,507311,,,,1966,5.0
66IN00072,1961115591,61,2,R5591,1,21,210,,,,,36,,6,,1,,395,072,,,125,150,,,,,11,,065,2,522911,8,,473711,,,,1966,5.0
66IN00073,1961115594,61,2,R5594,1,19,190,,,,,40,,6,,1,,295,070,,,120,127,,,,,11,,081,2,522311,3,,494311,,,,1966,5.0
66IN00074,1961115602,61,2,R5602,1,24,241,,,,,29,,6,,1,,194,084,,,158,145,,,,,11,,092,2,514111,3,,500611,,,,1966,5.0
66IN00075,1961115614,61,2,R5614,1,32,320,,,,,26,,6,,1,,445,086,,,177,160,,,,,11,,083,2,525011,3,,463511,,,,1966,5.0
66IN00076,1961115616,61,2,R5616,1,21,210,,,,,35,,6,,1,,394,076,,,123,130,,,,,11,,109,2,522911,3,,433511,,,,1966,5.0
66IN00077,1961115617,61,2,R5617,1,21,210,,,,,40,,6,,1,,465,076,,,143,142,,,,,11,,082,2,522911,3,,526211,,,,1966,5.0
66IN00078,1961115619,61,2,R5619,1,32,320,,,,,25,,6,,1,,,088,,,,,6,,,,11,0520,081,2,525011,,,479311,,,,1966,5.0
66IN00079,1961115622,61,2,R5622,1,23,230,,,,,12,,6,,1,,545,105,,,133,142,,,,,11,,093,2,537311,3,,492611,,,,1966,5.0
66IN00080,1961115625,61,2,R5625,1,32,320,,,,,20,,6,,1,,444,077,,,108,140,,,,,11,,079,2,525011,2,,418511,,,,1966,5.0
66IN00081,1961115631,61,2,R5631,1,27,270,,,,,30,,6,,1,,404,075,,,138,154,,,,,11,,079,2,503811,3,,408011,,,,1966,5.0
66IN00082,1961115633,61,2,R5633,1,27,270,,,,,39,,6,,1,,415,076,,,128,142,,,,,11,,091,2,503811,2,,533011,,,,1966,5.0
66IN00083,1961115634,61,2,R5634,1,24,240,,,,,32,,6,,1,,195,089,,,144,157,,,,,11,,085,2,505511,2,,512811,,,,1966,5.0
66IN00084,1961115635,61,2,R5635,1,24,240,,,,,23,,6,,1,,295,075,,,150,157,,,,,11,,073,2,505511,2,,421911,,,,1966,5.0
66IN00085,1961115638,61,2,R5638,1,21,210,,,,,31,,6,,1,,464,088,,,127,144,,,,,11,,097,2,522911,2,,443311,,,,1966,5.0
66IN00086,1961115645,61,2,R5645,1,23,230,,,,,14,,6,,1,,544,091,,,133,160,,,,,11,,083,2,537311,2,,505611,,,,1966,5.0
66IN00087,1961115649,61,2,R5649,1,19,190,,,,,42,,6,,1,,294,100,,,148,157,,,,,11,,093,2,522311,2,,509011,,,,1966,5.0
66IN00088,1961115653,61,2,R5653,1,19,190,,,,,37,,6,,1,,515,112,,,160,160,,,,,11,,119,3,522311,2,,471311,,,,1966,5.0
66IN00089,1961115657,61,2,R5657,1,23,230,,,,,21,,6,,1,,230,086,,,137,135,,,,,11,,076,2,537311,3,,490411,,,,1966,5.0
66IN00090,1961115667,61,2,R5667,1,27,270,,,,,30,,6,,1,,414,074,,,162,157,,,,,11,,078,2,503811,3,,480011,,,,1966,5.0
66IN00091,1961115683,61,2,R5683,1,23,230,,,,,19,,6,,1,,231,104,,,148,160,,,,,11,,115,2,537311,3,,540511,,,,1966,5.0
66IN00092,1961115691,61,2,R5691,1,27,270,,,,,29,,6,,1,,505,102,,,136,130,,,,,11,,097,2,503811,3,,469711,,,,1966,5.0
66IN00093,1961115695,61,2,R5695,1,32,320,,,,,32,,6,,1,,,075,,,,,7,,,,11,0525,075,2,525011,,,506011,,,,1966,5.0
66IN00094,1961115698,61,2,R5698,1,23,230,,,,,12,,6,,1,,355,086,,,142,162,,,,,11,,067,2,537311,2,,506511,,,,1966,5.0
66IN00095,1961115699,61,1,R5699,1,20,200,,,,,33,,6,,1,,,,,,180,192,3,,,,11,0902,100,2,517111,,,475211,,,,1966,5.0
66IN00096,1961115703,61,2,R5703,1,23,230,,,,,12,,6,,1,,,082,,,,,7,,,,11,0525,087,2,537311,,,478711,,,,1966,5.0
66IN00097,1961115708,61,2,R5708,1,20,200,,,,,41,,6,,1,,494,063,,,105,118,,,,,11,,066,2,517111,1,,508511,,,,1966,5.0
66IN00098,1961115709,61,2,R5709,1,20,200,,,,,32,,6,,1,,325,073,,,142,134,,,,,11,,146,6,517111,3,,460011,,,,1966,5.0
66IN00099,1961115716,61,2,R5716,1,20,200,,,,,39,,6,,1,,,084,,,121,,6,,,,11,0801,078,2,517111,2,,451411,,,,1966,5.0
66IN00100,1961115719,61,2,R5719,1,27,270,,,,,28,,6,,1,,504,076,,,148,150,,,,,11,,059,2,503811,3,,475711,,,,1966,5.0
66IN00101,1961115727,61,2,R5727,1,20,200,,,,,31,,6,,1,,324,088,,,128,134,,,,,11,,087,2,517111,2,,457711,,,,1966,5.0
66IN00102,1962115731,62,2,R5731,1,19,190,,,,,48,,5,,,,514,083,,,89,120,,,,,11,,084,2,543911,2,,541711,,,,1966,4.0
66IN00103,1962115733,62,2,R5733,1,34,340,,,,,45,,5,,,,,088,,,108,125,3,,,,11,1001,079,2,529611,3,,520511,,,,1966,4.0
66IN00104,1962115736,62,2,R5736,1,32,320,,,,,25,,5,,,,495,094,,,131,150,,,,,11,,084,2,544611,2,,496711,,,,1966,4.0
66IN00105,1962115741,62,2,R5741,1,32,320,,,,,22,,5,,,,494,098,,,138,154,,,,,11,,083,2,544611,2,,513511,,,,1966,4.0
66IN00106,1962115747,62,1,R5747,1,21,210,,,,,30,,5,,,,,108,,,205,235,,,,,11,,106,2,522911,,,439911,,,,1966,4.0
66IN00107,1962115753,62,1,R5753,1,19,190,,,,,44,,5,,,,,095,,,132,148,3,,,,11,0902,089,2,543911,,,488711,,,,1966,4.0
66IN00108,1962115758,62,2,R5758,1,21,210,,,,,40,,5,,,,210,108,,,163,175,,,,,11,,100,2,522911,3,,518611,,,,1966,4.0
66IN00109,1962115759,62,1,R5759,1,24,240,,,,,27,,5,,,,,093,,,180,188,3,,,,11,0902,097,2,546311,,,533511,,,,1966,4.0
66IN00110,1962115760,62,2,R5760,1,24,240,,,,,27,,5,,,,294,082,,,140,155,,,,,11,,068,1,546311,8,,533511,,,,1966,4.0
66IN00111,1962115762,62,2,R5762,1,27,270,,,,,32,,5,,,,270,086,,,133,136,,,,,11,,076,2,538011,2,,464311,,,,1966,4.0
66IN00112,1962115766,62,2,R5766,1,24,240,,,,,32,,5,,,,515,087,,,134,147,,,,,11,,073,2,546311,2,,503511,,,,1966,4.0
66IN00113,1962115767,62,2,R5767,1,21,210,,,,,32,,5,,,,211,080,,,114,135,,,,,11,,073,2,522911,3,,425511,,,,1966,4.0
66IN00114,1962115769,62,2,R5769,1,21,210,,,,,33,,5,,,,225,079,,,123,134,,,,,11,,084,2,522911,2,,447111,,,,1966,4.0
66IN00115,1962115773,62,2,R5773,1,32,320,,,,,27,,5,,,,,102,,,133,122,3,,,,11,0919,081,2,544611,2,,534811,,,,1966,4.0
66IN00116,1962115776,62,2,R5776,1,21,210,,,,,43,,5,,,,,090,,,125,125,3,,,,11,0919,103,3,522911,2,,498611,,,,1966,4.0
66IN00117,1962115777,62,2,R5777,1,19,190,,,,,41,,5,,,,190,088,,,128,145,,,,,11,,076,2,543911,8,,494311,,,,1966,4.0
66IN00118,1962115780,62,1,R5780,1,34,340,,,,,46,,5,,,,,090,,,170,184,3,,,,11,1003,087,2,529611,,,513211,,,,1966,4.0
66IN00119,1962115786,62,2,R5786,1,32,320,,,,,27,,5,,,,205,091,,,120,135,,,,,11,,081,2,544611,2,,513911,,,,1966,4.0
66IN00120,1962115794,62,2,R5794,1,24,240,,,,,30,,5,,,,514,106,,,171,165,,,,,11,,080,2,546311,2,,531211,,,,1966,4.0
66IN00121,1962115797,62,2,R5797,1,34,340,,,,,45,,5,,,,474,069,,,122,120,,,,,11,,063,2,529611,2,,486211,,,,1966,4.0
66IN00122,1962115798,62,2,R5798,1,27,270,,,,,37,,5,,,,271,089,,,128,130,,,,,11,,098,2,538011,3,,533011,,,,1966,4.0
66IN00123,1962115803,62,2,R5803,1,20,200,,,,,35,,5,,,,445,068,,,123,152,,,,,11,,059,2,525511,8,,510611,,,,1966,4.0
66IN00124,1962115806,62,1,R5806,1,19,190,,,,,42,,5,,,,,110,,,185,200,,,,,11,,119,2,543911,,,520311,,,,1966,4.0
66IN00125,1962115807,62,2,R5807,1,34,340,,,,,43,,5,,,,340,088,,,112,126,,,,,11,,085,2,529611,2,,549811,,,,1966,4.0
66IN00126,1962115814,62,2,R5814,1,24,240,,,,,40,,5,,,,240,096,,,138,148,,,,,11,,087,2,546311,2,,507911,,,,1966,4.0
66IN00127,1962115815,62,1,R5815,1,24,240,,,,,40,,5,,,,,115,,,200,212,,,,,11,,125,2,546311,,,507911,,,,1966,4.0
66IN00128,1962115816,62,2,R5816,1,27,270,,,,,31,,5,,,,405,074,,,130,144,,,,,11,,059,K,538011,3,,475711,,,,1966,4.0
66IN00129,1962115817,62,2,R5817,1,19,190,,,,,38,,5,,,,191,083,,,105,128,,,,,11,,082,2,543911,2,,430311,,,,1966,4.0
66IN00130,1962115822,62,1,R5822,1,32,320,,,,,25,,5,,,,,108,,,170,172,,,,,11,,083,2,544611,,,479311,,,,1966,4.0
66IN00131,1962115824,62,2,R5824,1,27,270,,,,,38,,5,,,,,093,,,138,164,3,,,,11,0501,088,2,538011,2,,524711,,,,1966,4.0
66IN00132,1962115825,62,2,R5825,1,24,240,,,,,29,,5,,,,241,094,,,143,148,,,,,11,,084,2,546311,2,,477711,,,,1966,4.0
66IN00133,1962115827,62,1,R5827,1,34,340,,,,,38,,5,,,,,088,,,165,169,3,,,,11,0902,095,2,529611,,,382811,,,,1966,4.0
66IN00134,1962115838,62,2,R5838,1,19,190,,,,,26,,5,,,,245,074,,,113,126,,,,,11,,073,2,543911,3,,438911,,,,1966,4.0
66IN00135,1962115839,62,2,R5839,1,19,190,,,,,26,,5,,,,,,,,144,155,3,,,,11,1219,063,2,543911,3,,438911,,,,1966,4.0
66IN00136,1962115841,62,2,R5841,1,23,230,,,,,19,,5,,,,354,094,,,120,145,,,,,11,,084,2,554911,2,,530011,,,,1966,4.0
66IN00137,1962115850,62,2,R5850,1,34,340,,,,,46,,5,,,,341,106,,,113,115,,,,,11,,056,K,529611,2,,518111,,,,1966,4.0
66IN00138,1962115852,62,2,R5852,1,23,230,,,,,26,,5,,,,,093,,,,,7,,,,11,0525,078,2,554911,,,478711,,,,1966,4.0
66IN00139,1962115859,62,1,R5859,1,20,200,,,,,32,,5,,,,,088,,,145,168,3,,,,11,1219,091,1,525511,,,460011,,,,1966,4.0
66IN00140,1962115863,62,2,R5863,1,20,200,,,,,31,,5,,,,444,078,,,128,125,,,,,11,,071,2,525511,2,,475211,,,,1966,4.0
66IN00141,1963115882,63,2,R5882,1,82,215,,,,K,,,4,,7,,08,, 2,,109,135,,,,,11,,123,2,562911,1,,513211,,,,1966,3.0
66IN00142,1963115884,63,1,R5884,1,19,191,,,,,40,,4,,1,,,,,,140,171,3,,,,11,0902,126,2,560111,,,564011,,,,1966,3.0
66IN00143,1963115890,63,2,R5890,1,82,205,,,,K,,,4,,7,,,, 4,,113,133,3,,,,11,0501,129,2,570011,1,,554811,,,,1966,3.0
66IN00144,1963115893,63,2,R5893,1,82,194,,,,K,,,4,,7,,01,, 4,,146,173,,,,,11,,131,2,565211,8,,528711,,,,1966,3.0
66IN00145,1963115895,63,2,R5895,1,21,211,,,,K,33,,4,,1,,01,, 2,,115,133,,,,,11,,123,3,562911,1,,537611,,,,1966,3.0
66IN00146,1963115898,63,2,R5898,1,21,210,,,,K,33,,4,,1,,02,, 2,,117,128,,,,,11,,117,2,568611,1,,433511,,,,1966,3.0
66IN00147,1963115900,63,2,R5900,1,82,245,,,,K,,,4,,7,,08,, 2,,144,158,,,,,11,,132,2,564111,1,,539711,,,,1966,3.0
66IN00148,1963115902,63,1,R5902,1,27,270,,,,,35,,4,,1,,,,,,175,196,3,,,,11,1003,120,2,567811,,,480011,,,,1966,3.0
66IN00149,1963115905,63,2,R5905,1,82,325,,,,K,,,4,,7,,06,, 3,,113,148,,,,,11,,096,2,566111,1,,491411,,,,1966,3.0
66IN00150,1963115906,63,2,R5906,1,82,325,,,,K,,,4,,7,,07,, 4,,136,154,,,,,11,,117,2,566111,1,,491411,,,,1966,3.0
66IN00151,1963115909,63,2,R5909,1,34,340,,,,K,54,,4,,1,,04,, 1,,103,126,,,,,11,,083,2,564811,1,,438311,,,,1966,3.0
66IN00152,1963115910,63,2,R5910,1,21,211,,,,,35,,4,,1,,224,,,,116,140,6,,,,11,1129,123,2,562911,8,,489511,,,,1966,3.0
66IN00153,1963115911,63,2,R5911,1,82,205,,,,K,,,4,,7,,04,, 1,,116,133,,,,,11,,101,2,570011,2,,434011,,,,1966,3.0
66IN00154,1963115913,63,2,R5913,1,82,274,,,,K,,,4,,7,,07,, 4,,146,174,,,,,11,,102,2,567811,3,,488711,,,,1966,3.0
66IN00155,1963115916,63,2,R5916,1,82,195,,,,K,,,4,,7,,02,, 2,,118,138,,,,,11,,097,2,560111,1,,464311,,,,1966,3.0
66IN00156,1963115917,63,2,R5917,1,82,195,,,,K,,,4,,7,,03,, 3,,106,123,,,,,11,,091,2,560111,1,,464311,,,,1966,3.0
66IN00157,1963115918,63,2,R5918,1,82,275,,,,K,,,4,,7,,08,, 2,,138,152,,,,,11,,106,3,567711,1,,471311,,,,1966,3.0
66IN00158,1963115920,63,2,R5920,1,32,321,,,,K,38,,4,,1,,08,, 3,,116,136,,,,,11,,076,2,566111,1,,569511,,,,1966,3.0
66IN00159,1963115921,63,2,R5921,1,82,214,,,,K,,,4,,7,,,, 4,,152,182,3,,,,11,1001,117,2,568611,8,,551411,,,,1966,3.0
66IN00160,1963115923,63,2,R5923,1,82,235,,,,K,,,4,,7,,06,, 3,,129,152,,,,,11,,127,2,562811,1,,496711,,,,1966,3.0
66IN00161,1963115925,63,2,R5925,1,82,195,,,,K,,,4,,7,,04,, 4,,121,138,,,,,11,,110,2,560111,1,,524711,,,,1966,3.0
66IN00162,1963115930,63,1,R5930,1,23,230,,,,,16,,4,,1,,200,,,,175,191,2,,,,11,0922,103,2,566911,,,530011,,,,1966,3.0
66IN00163,1963115934,63,2,R5934,1,19,191,,,,K,39,,4,,1,,05,, 4,,121,136,,,,,11,,094,2,560111,1,,549011,,,,1966,3.0
66IN00164,1963115937,63,1,R5937,1,34,340,,,,,45,,4,,1,,,,,,180,195,3,,,,11,1219,091,2,564811,,,510111,,,,1966,3.0
66IN00165,1963115941,63,2,R5941,1,32,320,,,,K,31,,4,,1,,02,, 4,,124,,,,,,11,,098,2,565811,1,,523511,,,,1966,3.0
66IN00166,1963115943,63,2,R5943,1,82,325,,,,K,,,4,,7,,02,, 4,,143,178,,,,,11,,101,2,566111,8,,540511,,,,1966,3.0
66IN00167,1963115944,63,2,R5944,1,82,325,,,,K,,,4,,7,,03,, 1,,146,152,,,,,11,,091,2,566111,1,,540511,,,,1966,3.0
66IN00168,1963115946,63,1,R5946,1,27,270,,,,,41,,4,,1,,,,,,160,179,3,,,,11,0902,116,2,567811,,,571911,,,,1966,3.0
66IN00169,1963115949,63,2,R5949,1,19,190,,,,K,42,,4,,1,,06,, 4,,113,143,,,,,11,,103,2,565211,1,,513811,,,,1966,3.0
66IN00170,1963115956,63,1,R5956,1,27,270,,,,,41,,4,,1,,,,,,172,191,,,,,11,,114,2,567811,,,555511,,,,1966,3.0
66IN00171,1963115963,63,2,R5963,1,82,325,,,,K,,,4,,7,,04,, 3,,137,158,,,,,11,,112,2,566111,1,,562211,,,,1966,3.0
66IN00172,1963115965,63,1,R5965,1,19,190,,,,,49,,4,,1,,,,,,153,172,,,,,11,,101,2,565211,,,552411,,,,1966,3.0
66IN00173,1963115966,63,2,R5966,1,24,241,,,,K,39,,4,,1,,01,, 2,,127,141,,,,,11,,092,2,564111,1,,550011,,,,1966,3.0
66IN00174,1963115968,63,2,R5968,1,82,234,,,,K,,,4,,7,,08,, 3,,148,162,,,,,11,,108,2,566911,1,,534811,,,,1966,3.0
66IN00175,1963115970,63,2,R5970,1,32,320,,,,K,35,,4,,1,,05,, 1,,108,124,,,,,11,,078,2,565811,1,,556211,,,,1966,3.0
66IN00176,1963115971,63,2,R5971,1,23,230,,,,K,20,,4,,1,,,, 1,,152,,7,,,,11,0909,090,2,566911,1,,419911,,,,1966,3.0
66IN00177,1963115973,63,2,R5973,1,34,341,,,,,40,,4,,1,,365,,,,119,135,,,,,11,,070,2,567511,3,,382811,,,,1966,3.0
