UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
08IN00001,2000000116,00116,00,00116,00,2,18,1,07,L-3,S9348,10,91072,09,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,OVX,Ovx,,0,1,,0.02,OVX,2008
08IN00002,2000000148,00148,00,00148,00,2,18,1,07,L-3,S9348,10,90386,09,0,,,3,.,1,.,0,0,0,,93,0326,.,,3,8.0,L.SPOILED,Ramb,,7880,1,,0.0,AI-JA,2008
08IN00003,2000000197,00197,00,00197,00,2,18,1,07,L-2,S9600,10,90220,09,0,,,1,.,1,.,148,198,2,,93,1029,.,,1,8.0,DYSTOCIA,Ramb,,8486,1,,0.0,,2008
08IN00004,2000000483,00483,00,00483,00,2,18,1,07,L11,S9264,10,6149,00,2,,,3,OVX,5,.,0,0,0,X,93,1029,X,,O,8.0,"F2, OVX",Ovx,,8313,1,,0.0,OVX,2008
08IN00005,2000000545,00545,00,00545,00,2,18,1,07,L13,S9801,10,50161,00,0,,,7,.,1,.,0,0,0,,97,0125,.,,1,8.0,NICE,Ramb,,0,1,,0.0,,2008
08IN00006,2000000571,00571,00,00571,00,2,18,1,43,L31,S9526,10,S8106,10,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,OVX,Ovx,,0,1,,0.033,OVX,2008
08IN00007,2000000589,00589,00,00589,00,2,6T,1,06,L03,00143,00,K8280,63,0,JAR,,3,Ter,2,.,0,0,0,,93,0326,T,,3,8.0,DYSTOCIA,Colu,,7909,1,,0.0,AI-JA,2008
08IN00008,2000000657,00657,00,00657,00,2,88,1,30,L46,A5515,04,8362,00,0,,,3,.,5,.,0,0,0,,93,0326,.,,3,8.0,LTS,Poly,,7849,1,,0.067,AI-JA,2008
08IN00009,2000000677,00677,00,00677,00,2,18,1,07,L33,S9451,10,S6406,10,0,,,1,.,2,.,154,192,5,,93,1029,.,,1,8.0,LUMP IN BAG,Ramb,,8462,1,,0.042,,2008
08IN00010,2000000678,00678,00,00678,00,2,18,1,07,L33,S9451,10,S6406,10,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,"F2, OVX",Ovx,,0,1,,0.042,OVX,2008
08IN00011,2000000728,00728,00,00728,00,2,18,1,43,L31,S9526,10,8535,00,0,,,3,.,5,.,0,0,0,,93,0326,.,,3,8.0,CULL BAG,Ramb,,7905,1,,0.03,AI-JA,2008
08IN00012,2000000816,00816,00,00816,00,2,18,1,43,L34,S7853,10,S7018,10,0,,,3,.,1,.,0,0,0,,93,0326,.,,3,8.0,LTS,Ramb,,7867,1,,0.061,AI-JA,2008
08IN00013,2000000876,00876,00,00876,00,2,18,1,07,L13,S9801,10,7224,00,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,OVX,Ovx,,0,1,,0.0,OVX,2008
08IN00014,2000000904,00904,00,00904,00,2,18,1,07,L35,S8667,10,S6460,10,0,,,1,.,1,.,151,172,3,,93,1029,.,,1,8.0,NICE,Ramb,,8401,1,,0.033,,2008
08IN00015,2000000976,00976,00,00976,00,2,18,1,07,L35,S8667,10,S7789,10,0,,,1,.,1,.,143,191,2,,,,.,AI,1,8.0,,Ramb,,0,1,,0.027,,2008
08IN00016,2000001103,01103,00,01103,00,2,18,1,07,L35,S8667,10,S7170,10,0,,,1,.,1,.,161,195,2,,93,1029,.,,1,8.0,SW.BAG,Ramb,,8348,1,,0.02,,2008
08IN00017,2000001161,01161,00,01161,00,2,18,1,07,L34,S7853,10,8680,00,0,,,1,.,1,.,149,190,2,,,,.,AI,1,8.0,MISSING? No,Ramb,,0,1,,0.026,,2008
08IN00018,2000001178,01178,00,01178,00,2,88,1,30,L46,A5515,04,A3824,04,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,"OVX, SMALL",Ovx,,0,1,,0.04,OVX,2008
08IN00019,2000001257,01257,00,01257,00,2,68,1,06,L05,K0116,64,K7877,63,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,OVX,Ovx,,0,1,,0.038,OVX,2008
08IN00020,2000001287,01287,00,01287,00,2,18,1,07,L34,S7853,10,4605,00,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,OVX,Ovx,,0,1,,0.0,OVX,2008
08IN00021,2000001417,01417,00,01417,00,2,41,1,02,412,T6585,44,T6689,44,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,"OVX, SMALL",Ovx,,0,1,,0.083,OVX,2008
08IN00022,2000001430,01430,00,01430,00,2,18,1,07,L34,S7853,10,8773,00,0,,,6,.,1,.,0,0,0,,88,0304,.,,1,8.0,,Ramb,,0,1,,0.015,,2008
08IN00023,2000001470,01470,00,01470,00,2,18,1,07,L36,S8008,10,S7921,10,0,,,1,.,1,.,134,179,3,,93,1029,.,,1,8.0,THIN,Ramb,,8457,1,,0.019,,2008
08IN00024,2000001486,01486,00,01486,00,2,41,1,02,413,T6748,44,T6620,44,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,"F2,CLR, OVX",Ovx,,0,1,,0.084,OVX,2008
08IN00025,2000001499,01499,00,01499,00,2,18,1,07,L14,S7842,10,50562,00,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,"OVX, SMALL",Ovx,,0,1,,0.0,OVX,2008
08IN00026,2005003006,03006,00,03006,05,2,m3,1,m3,,03122,00,03252,00,0,,,3,III,3,.,0,0,0,,93,0326,.,,3,3.0,NE23-503006,marc,,0,5,NE23,0.0,AI-JA,2008
08IN00027,2005003021,03021,00,03021,05,2,m3,1,m3,,03183,00,03647,00,0,,,3,III,3,.,0,0,0,,93,0326,.,,3,3.0,NE23-503021,marc,,0,5,NE23,0.0,AI-JA,2008
