UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,C4445,STAPL,CLFL,BRDNEW,DAYDIS,GRFL,FLGR,C6263,SIRE,SB1,C6973,DAM,DB1,AGE_BRDG,C80,YRREC,AGE
57IN01013,1955142509,55,2,X2509,2,36,361,14,,10,26,,3,28,1,4,360,081,14,,103,140,,,070,034,,,074,2,,1348,2,,2377,2,2,,1957,2.0
57IN01014,1955142513,55,2,X2513,2,36,360,14,,08,28,,3,38,1,4,360,094,11,,106,144,,,090,041,,,095,2,,0939,2,,2377,2,2,,1957,2.0
57IN01015,1955142515,55,1,X2515,2,22,220,14,,,31,1,3,,,7,,,,,146,172,,,,,,,103,2,,0546,2,,1204,2,2,,1957,2.0
57IN01016,1955142516,55,1,X2516,2,54,540,14,,,11,3,3,,,6,,,48,,144,183,2,,,,,0926,150,1,,0549,2,,0039,2,2,,1957,2.0
57IN01017,1955142520,55,2,X2520,2,44,440,14,,10,20,,3,,1,1,,088,10,,98,120,3,07,081,044,,0106,098,2,,1414,2,,,,2,,1957,2.0
57IN01018,1955142525,55,1,X2525,2,36,360,14,,,26,3,3,,,7,,,68,,145,182,2,,,,,0926,135,2,,0939,2,,0339,2,2,,1957,2.0
57IN01019,1955142528,55,2,X2528,2,53,530,14,,09,08,,3,14,1,1,530,094,10,,102,143,,,093,056,,,112,2,,0528,2,,1857,2,2,4,1957,2.0
57IN01020,1955142532,55,2,X2532,2,25,250,14,,06,00,,3,16,1,4,250,103,09,,113,155,,,088,045,,,102,2,,5055,1,,2930,2,2,,1957,2.0
57IN01021,1955142535,55,2,X2535,2,39,390,14,,09,12,,3,,1,3,,091,16,,,,6,,087,046,,0411,094,2,,0396,2,,,,2,,1957,2.0
57IN01022,1955142536,55,2,X2536,2,39,390,14,,10,12,,3,32,1,3,391,087,11,,100,138,,,104,064,,,108,2,,0396,2,,0396,2,2,1,1957,2.0
57IN01023,1955142538,55,1,X2538,2,53,530,14,,,21,4,3,,,2,,,,,133,167,,,,,,,123,1,,0528,2,,9371,2,2,,1957,2.0
57IN01024,1955142541,55,2,X2541,2,47,470,14,,08,24,,3,30,1,4,471,088,14,,98,138,,,082,057,,,114,2,,1604,2,,2461,2,2,4,1957,2.0
57IN01025,1955142543,55,2,X2543,2,54,540,14,,09,11,,3,26,1,1,540,088,09,,98,122,,,078,045,,,096,2,,0549,2,,2504,2,2,5,1957,2.0
57IN01026,1955142544,55,2,X2544,2,26,260,14,,08,16,,3,25,1,4,260,078,09,,100,118,,,087,044,,,095,2,,1008,2,,2638,2,2,5,1957,2.0
57IN01027,1955142548,55,1,X2548,2,44,440,14,,,14,1,3,,,7,,,72,,164,200,2,,,,,0926,162,2,,1414,2,,1574,2,2,,1957,2.0
57IN01028,1955142549,55,2,X2549,2,46,461,14,,10,27,,3,,1,4,474,068,10,,90,118,,,086,039,,,082,2,,1323,2,,,,2,,1957,2.0
57IN01029,1955142566,55,2,X2566,2,50,500,14,,07,16,,3,33,1,1,500,093,11,,110,125,,,086,042,,,080,2,,0412,2,,1705,2,2,5,1957,2.0
57IN01030,1955142570,55,2,X2570,2,25,250,14,,08,00,,3,19,1,4,250,100,11,,117,155,,,083,050,,,108,2,,5055,1,,2930,2,2,,1957,2.0
57IN01031,1955142571,55,1,X2571,2,44,440,14,,,29,1,3,,,7,,,71,,141,172,2,,,,,0926,102,2,,1414,2,,1197,2,2,,1957,2.0
57IN01032,1955142572,55,2,X2572,2,53,530,14,,10,10,,3,13,1,1,530,078,09,,94,126,,,103,045,,,087,2,,0528,2,,1857,2,2,3,1957,2.0
57IN01033,1955142574,55,2,X2574,2,35,351,14,,12,24,,3,30,1,4,350,088,11,,107,134,,,075,031,,,080,2,,0781,2,,3327,2,2,5,1957,2.0
57IN01034,1955142579,55,1,X2579,2,51,510,14,,,19,1,3,,,7,,,,,137,168,,,,,,,111,1,,0069,2,,1593,2,2,,1957,2.0
57IN01035,1955142582,55,2,X2582,2,46,461,14,,09,25,,3,,1,5,404,078,13,,103,123,,,084,033,,,078,2,,1323,2,,3087,2,2,4,1957,2.0
57IN01036,1955142583,55,1,X2583,2,46,461,14,,,25,5,3,,,7,,,,,135,166,,,,,,,105,1,,1323,2,,0275,2,2,,1957,2.0
57IN01037,1955142587,55,2,X2587,2,29,290,14,,10,00,,3,21,1,3,290,086,10,,110,160,,,099,048,,,100,2,,7166,3,,3799,2,2,,1957,2.0
57IN01038,1955142588,55,2,X2588,2,29,290,14,,08,00,,3,21,1,1,290,090,09,,116,160,,,090,041,,,098,2,,7166,3,,3799,2,2,1,1957,2.0
57IN01039,1955142589,55,1,X2589,2,37,370,14,,,01,3,3,,,4,,,48,,140,175,2,,,,,0926,140,2,,3685,1,,1409,2,2,,1957,2.0
57IN01040,1955142590,55,2,X2590,2,37,370,14,,09,01,,3,10,1,1,370,083,13,,103,135,,,081,042,,,098,2,,3685,1,,1755,2,2,4,1957,2.0
57IN01041,1955142592,55,2,X2592,2,26,260,14,,07,17,,3,24,1,4,260,088,12,,112,153,,,096,051,,,109,2,,1008,2,,2638,2,2,,1957,2.0
57IN01042,1955142594,55,2,X2594,2,51,510,14,,10,21,,3,,1,1,404,070,09,,78,110,,,085,040,,,085,2,,0069,2,,3087,2,2,2,1957,2.0
57IN01043,1955142597,55,2,X2597,2,25,250,14,,06,00,,3,17,1,5,250,097,09,,107,136,,,106,047,,,100,2,,5055,1,,2930,2,2,,1957,2.0
57IN01044,1955142598,55,2,X2598,2,49,490,14,,08,13,,3,20,1,4,491,087,14,,113,138,,,083,046,,,115,1,,1037,2,,3080,2,2,1,1957,2.0
57IN01045,1955142601,55,2,X2601,2,39,390,14,,10,11,,3,,1,4,405,080,11,,101,129,,,095,049,,,107,2,,0396,2,,2435,2,2,5,1957,2.0
57IN01046,1955142602,55,2,X2602,2,40,400,14,,09,21,,3,28,1,2,401,092,09,,117,155,,,074,051,,,113,2,,1209,2,,2435,2,2,1,1957,2.0
57IN01047,1955142604,55,2,X2604,2,36,361,14,,10,22,,3,27,1,3,360,100,14,,106,145,,,078,050,,,103,2,,1348,2,,2377,2,2,5,1957,2.0
57IN01048,1955142609,55,1,X2609,2,25,250,14,,,00,3,3,,,7,,,72,,155,198,2,,,,,0926,117,1,,5055,1,,9713,2,2,,1957,2.0
57IN01049,1955142614,55,2,X2614,2,45,450,14,,09,00,,3,17,1,4,450,074,14,,92,130,,,090,041,,,090,2,,1828,1,,2926,2,2,,1957,2.0
57IN01050,1955142615,55,2,X2615,2,45,450,14,,08,00,,3,17,1,1,450,077,14,,97,136,,,098,043,,,087,2,,1828,1,,2926,2,2,3,1957,2.0
57IN01051,1955142616,55,2,X2616,2,26,261,14,,09,16,,3,29,1,4,260,072,15,,82,113,,,087,042,,,087,2,,1505,2,,2638,2,2,,1957,2.0
57IN01052,1955142621,55,2,X2621,2,37,370,14,,08,01,,3,13,1,1,370,083,13,,96,134,,,079,044,,,100,2,,3685,1,,1755,2,2,3,1957,2.0
57IN01053,1955142625,55,2,X2625,2,47,470,14,,08,15,,3,,1,5,470,093,12,,116,150,,,085,049,,,107,2,,1604,2,,,,2,3,1957,2.0
57IN01054,1955142630,55,2,X2630,2,47,470,14,,08,16,,3,31,1,4,471,093,11,,108,140,,,093,054,,,128,2,,1604,2,,2461,2,2,,1957,2.0
57IN01055,1955142631,55,2,X2631,2,36,361,14,,10,19,,3,26,1,4,360,090,10,,106,150,,,078,039,,,092,2,,1348,2,,2377,2,2,4,1957,2.0
57IN01056,1955142632,55,2,X2632,2,28,280,14,,10,26,,3,34,1,4,280,085,15,,107,,,,085,048,,,101,2,,0908,2,,3226,2,2,,1957,2.0
57IN01057,1955142633,55,2,X2633,2,49,490,14,,08,24,,3,21,1,4,491,091,10,,110,140,,,081,046,,,110,2,,1037,2,,3080,2,2,5,1957,2.0
57IN01058,1955142634,55,1,X2634,2,53,530,14,,,08,1,3,,,1,,,47,,134,186,2,,,,,0926,115,2,,0528,2,,0858,2,2,,1957,2.0
57IN01059,1955142636,55,2,X2636,2,29,290,14,,08,00,,3,20,1,1,290,072,11,,103,140,,,089,040,,,092,2,,7166,3,,3799,2,2,5,1957,2.0
57IN01060,1955142638,55,1,X2638,2,26,261,14,,,18,3,3,,,7,,,,,163,202,,,,,,,143,1,,1505,2,,1007,2,2,,1957,2.0
57IN01061,1955142639,55,1,X2639,2,26,261,14,,,18,4,3,,,7,,,,,144,176,,,,,,,123,1,,1505,2,,1007,2,2,,1957,2.0
57IN01062,1955142643,55,2,X2643,2,44,440,14,,10,32,,3,26,1,1,440,083,15,,95,123,,,075,035,,,082,2,,1414,2,,3220,2,2,,1957,2.0
57IN01063,1955142646,55,2,X2646,2,49,490,14,,09,17,,3,20,1,4,490,071,12,,96,128,,,070,037,,,106,2,,1037,2,,3125,2,2,4,1957,2.0
57IN01064,1955142647,55,2,X2647,2,49,490,14,,10,17,,3,20,1,4,490,076,15,,92,124,,,078,040,,,090,2,,1037,2,,3125,2,2,3,1957,2.0
57IN01065,1955142648,55,2,X2648,2,40,401,14,,09,22,,3,33,1,4,400,074,10,,105,127,,,074,036,,,077,2,,0935,2,,3087,2,2,5,1957,2.0
57IN01066,1955142655,55,2,X2655,2,54,540,14,,09,26,,3,26,1,1,540,072,13,,91,114,,,088,035,,,080,2,,0549,2,,2504,2,2,,1957,2.0
57IN01067,1955142659,55,1,X2659,2,35,351,14,,,18,1,3,,,7,,,72,,138,176,2,,,,,0926,117,1,,0781,2,,1234,2,2,,1957,2.0
57IN01068,1955142662,55,2,X2662,2,40,401,14,,09,22,,3,33,1,4,401,091,10,,108,141,,,079,036,,,091,2,,0935,2,,2435,2,2,4,1957,2.0
57IN01069,1955142663,55,1,X2663,2,40,400,14,,,20,1,3,,,7,,,,,150,183,,,,,,,105,2,,1209,2,,0605,2,2,,1957,2.0
57IN01070,1955142666,55,2,X2666,2,36,360,14,,09,24,,3,35,1,4,360,080,10,,101,130,,,077,040,,,091,2,,0939,2,,2377,2,2,3,1957,2.0
57IN01071,1955142669,55,2,X2669,2,47,470,14,,08,38,,3,,1,1,470,078,13,,84,122,,,078,035,,,075,2,,1604,2,,,,2,2,1957,2.0
57IN01072,1955142670,55,2,X2670,2,29,290,14,,06,00,,3,18,1,1,290,097,10,,129,154,,,090,049,,,109,2,,7166,3,,3799,2,2,4,1957,2.0
57IN01073,1955142671,55,2,X2671,2,50,500,14,,07,24,,3,38,1,4,500,087,11,,112,133,,,078,039,,,078,2,,0412,2,,1705,2,2,4,1957,2.0
57IN01074,1955142681,55,2,X2681,2,51,510,14,,10,24,,3,,1,1,475,078,09,,97,127,,,088,040,,,076,1,,0069,2,,2461,2,2,1,1957,2.0
57IN01075,1955142683,55,2,X2683,2,39,390,14,,10,08,,3,20,1,4,390,075,11,,89,130,,,077,048,,,101,2,,0396,2,,1714,2,2,4,1957,2.0
57IN01076,1955142699,55,2,X2699,2,35,350,14,,11,14,,3,,1,4,,092,12,,99,130,6, 7,068,037,,1211,091,1,,0511,2,,,,2,,1957,2.0
57IN01077,1955142700,55,2,X2700,2,53,530,14,,10,08,,3,09,1,1,530,076,11,,98,127,,,087,044,,,092,2,,0528,2,,1857,2,2,2,1957,2.0
57IN01078,1955142701,55,2,X2701,2,50,500,14,,09,11,,3,30,1,4,500,081,09,,106,140,,,088,032,,,072,2,,0412,2,,1705,2,2,3,1957,2.0
57IN01079,1955142703,55,2,X2703,2,51,510,14,,06,18,,3,,1,3,405,093,11,,98,123,,,081,049,,,105,2,,0069,2,,2435,2,2,5,1957,2.0
57IN01080,1955142712,55,1,X2712,2,39,391,14,,,13,3,3,,,7,,,,,142,171,,,,,,,101,1,,1240,2,,0429,2,2,,1957,2.0
57IN01081,1955142715,55,2,X2715,2,46,460,14,,08,28,,3,38,1,4,460,088,10,,100,142,,,087,053,,,106,2,,0693,2,,1575,2,2,3,1957,2.0
57IN01082,1955142718,55,2,X2718,2,22,220,14,,10,26,,3,33,1,4,220,074,10,,88,125,,,077,034,,,082,2,,0546,2,,3302,2,2,1,1957,2.0
57IN01083,1955142724,55,1,X2724,2,54,540,14,,,14,5,3,,,3,,,47,,130,172,2,,,,,0926,089,1,,0549,2,,0334,2,2,,1957,2.0
57IN01084,1955142725,55,2,X2725,2,54,540,14,,08,14,,3,26,1,1,540,082,08,,98,134,,,087,042,,,082,2,,0549,2,,2504,2,2,4,1957,2.0
57IN01085,1955142726,55,2,X2726,2,29,290,14,,09,00,,3,20,1,1,290,076,14,,100,136,,,083,037,,,090,2,,7166,3,,3799,2,2,3,1957,2.0
57IN01086,1955142727,55,2,X2727,2,29,290,14,,11,00,,3,20,1,1,290,080,10,,78,133,,,082,042,,,109,2,,7166,3,,3799,2,2,2,1957,2.0
57IN01087,1955142728,55,2,X2728,2,47,470,14,,08,23,,3,29,1,4,471,091,15,,111,136,,,084,055,,,109,2,,1604,2,,2461,2,2,1,1957,2.0
57IN01088,1955142729,55,2,X2729,2,28,280,14,,08,25,,3,33,1,5,280,096,15,,117,148,,,071,037,,,094,2,,0908,2,,3226,2,2,,1957,2.0
57IN01089,1955142730,55,2,X2730,2,44,440,14,,08,29,,3,17,1,3,441,086,09,,114,137,,,075,036,,,092,2,,1414,2,,2953,2,2,5,1957,2.0
57IN01090,1955142733,55,2,X2733,2,44,440,14,,06,16,,3,20,1,1,440,096,10,,120,143,,,078,035,,,092,2,,1414,2,,3220,2,2,,1957,2.0
57IN01091,1955142734,55,2,X2734,2,22,220,14,,09,33,,3,33,1,4,220,076,12,,103,126,,,073,035,,,088,1,,0546,2,,3302,2,2,5,1957,2.0
57IN01092,1955142750,55,2,X2750,2,36,361,14,,10,31,,3,31,1,3,360,084,09,,103,130,,,073,033,,,074,2,,1348,2,,2377,2,2,2,1957,2.0
57IN01093,1955142752,55,2,X2752,2,46,460,14,,08,27,,3,36,1,5,460,080,11,,97,137,,,073,041,,,083,2,,0693,2,,1575,2,2,2,1957,2.0
57IN01094,1955142756,55,1,X2756,2,54,540,14,,,11,5,3,,,2,,,,,146,188,,,,,,,092,1,,0549,2,,1479,2,2,,1957,2.0
57IN01095,1955142767,55,2,X2767,2,46,460,14,,08,31,,3,36,1,5,461,077,09,,98,124,,,071,034,,,063,2,,0693,2,,1994,2,2,1,1957,2.0
57IN01096,1955142768,55,2,X2768,2,46,460,14,,08,31,,3,36,1,4,461,074,11,,93,121,,,087,040,,,075,1,,0693,2,,1994,2,2,5,1957,2.0
57IN01097,1955142774,55,1,X2774,2,45,450,14,,,,,3,,,,,,,,,,6,,,,,0130,,,,1828,1,,,,2,,1957,2.0
57IN01098,1955142775,55,1,X2775,2,28,280,14,,,25,1,3,,,7,,,,,153,183,,,,,,,120,2,,0908,2,,0674,2,2,,1957,2.0
57IN01099,1955142780,55,2,X2780,2,45,450,14,,11,00,,3,17,1,4,450,077,13,,94,138,,,100,048,,,104,2,,1828,1,,2926,2,2,2,1957,2.0
57IN01100,1955142790,55,1,X2790,2,40,401,14,,,24,1,3,,,7,,,70,,130,172,2,,,,,0926,136,1,,0935,2,,0436,2,2,,1957,2.0
57IN01101,1955142794,55,2,X2794,2,39,390,14,,09,19,,3,22,1,4,390,095,13,,108,140,,,081,045,,,098,2,,0396,2,,1714,2,2,,1957,2.0
57IN01102,1955142795,55,2,X2795,2,47,470,14,,07,16,,3,,1,4,470,091,12,,122,153,,,076,042,,,104,2,,1604,2,,,,2,,1957,2.0
57IN01103,1955142796,55,2,X2796,2,47,470,14,,08,16,,3,31,1,5,471,084,14,,113,135,,,076,038,,,094,2,,1604,2,,2461,2,2,,1957,2.0
57IN01104,1955142797,55,2,X2797,2,35,350,14,,10,16,,3,18,1,3,350,080,10,,96,138,,,074,032,,,081,2,,0511,2,,3327,2,2,4,1957,2.0
57IN01105,1955142798,55,2,X2798,2,35,350,14,,08,16,,3,18,1,3,350,081,12,,106,137,,,085,040,,,094,2,,0511,2,,3327,2,2,,1957,2.0
57IN01106,1955142801,55,2,X2801,2,28,280,14,,10,18,,3,29,1,5,280,094,15,,119,150,,,080,065,,,123,2,,0908,2,,3226,2,2,,1957,2.0
57IN01107,1955142805,55,1,X2805,2,25,250,14,,,00,3,3,,,7,,,,,151,188,,,,,,,107,1,,5055,1,,9459,2,2,,1957,2.0
57IN01108,1955142812,55,2,X2812,2,44,440,14,,07,23,,3,,1,4,,093,14,,101,136,3,07,089,049,,0106,103,2,,1414,2,,,,2,,1957,2.0
57IN01109,1955142816,55,2,X2816,2,44,440,14,,10,15,,3,20,1,1,440,071,14,,94,126,,,084,037,,,088,2,,1414,2,,3220,2,2,4,1957,2.0
57IN01110,1955142819,55,2,X2819,2,46,461,14,,10,23,,3,,1,5,,092,12,,116,,6,,079,036,,0524,083,2,,1323,2,,,,2,,1957,2.0
57IN01111,1955142821,55,1,X2821,2,46,461,14,,,17,1,3,,,7,,,73,,144,171,2,,,,,0926,112,2,,1323,2,,8952,2,2,,1957,2.0
57IN01112,1955142823,55,2,X2823,2,40,401,14,,09,22,,3,33,1,4,400,070,13,,101,130,,,071,028,,,075,1,,0935,2,,3087,2,2,3,1957,2.0
57IN01113,1955142833,55,2,X2833,2,45,450,14,,08,00,,3,17,1,4,450,088,14,,98,132,,,092,056,,,121,2,,1828,1,,2926,2,2,1,1957,2.0
57IN01114,1955142834,55,2,X2834,2,45,450,14,,08,00,,3,17,1,3,450,078,16,,91,132,,,084,047,,,097,2,,1828,1,,2926,2,2,5,1957,2.0
57IN01115,1955142835,55,2,X2835,2,37,370,14,,10,01,,3,12,1,4,370,083,12,,105,144,,,086,048,,,105,2,,3685,1,,1755,2,2,2,1957,2.0
57IN01116,1955142837,55,2,X2837,2,40,401,14,,08,25,,3,33,1,4,401,086,13,,105,145,,,083,039,,,088,2,,0935,2,,2435,2,2,2,1957,2.0
57IN01117,1955142842,55,2,X2842,2,51,510,14,,07,24,,3,,1,3,474,086,10,,100,126,,,086,040,,,083,2,,0069,2,,,,2,4,1957,2.0
57IN01118,1955142846,55,2,X2846,2,46,461,14,,09,23,,3,,1,4,,083,10,,108,136,3,07,077,040,,0106,082,2,,1323,2,,,,2,,1957,2.0
57IN01119,1955142857,55,2,X2857,2,49,490,14,,11,23,,3,,1,4,474,068,13,,91,128,,,078,036,,,086,2,,1037,2,,,,2,2,1957,2.0
57IN01120,1955142860,55,2,X2860,2,36,360,14,,09,28,,3,39,1,4,360,100,10,,121,156,,,079,045,,,104,2,,0939,2,,2377,2,2,1,1957,2.0
57IN01121,1955142865,55,2,X2865,2,39,390,14,,09,12,,3,,1,4,325,086,14,,100,135,,,086,048,,,100,2,,0396,2,,5016,1,2,3,1957,2.0
57IN01122,1955142867,55,2,X2867,2,53,530,14,,09,10,,3,10,1,1,530,079,10,,97,126,,,093,043,,,094,2,,0528,2,,1857,2,2,1,1957,2.0
57IN01123,1955142868,55,2,X2868,2,53,530,14,,08,10,,3,10,1,1,530,080,11,,97,123,,,088,044,,,097,2,,0528,2,,1857,2,2,5,1957,2.0
57IN01124,1955142874,55,2,X2874,2,45,450,14,,12,00,,3,16,1,3,450,077,12,,89,130,,,086,045,,,100,2,,1828,1,,2926,2,2,4,1957,2.0
57IN01125,1956142882,56,1,X2882,2,26,260,14,,,37,0,2,,,7,,,,,100,114,3,,,,,0812,096,2,,1605,2,,9947,2,1,,1957,1.0
57IN01126,1956142883,56,2,X2883,2,36,360,14,,07,32,,2,32,1,2,360,095,08,,95,138,,,083,039,,,080,1,,2092,2,,2377,2,1,,1957,1.0
57IN01127,1956142886,56,2,X2886,2,54,540,14,,08,11,,2,25,1,1,540,072,08,,72,106,,,082,033,,,061,2,,0549,2,,2504,2,1,,1957,1.0
57IN01128,1956142887,56,1,X2887,2,54,540,14,,,11,1,2,,,2,,,,,118,150,,,,,,,102,2,,0549,2,,1330,2,1,,1957,1.0
57IN01129,1956142888,56,2,X2888,2,44,440,14,,05,17,,2,15,1,3,441,091,08,,91,140,,,087,045,,,094,2,,2548,2,,2953,2,1,,1957,1.0
57IN01130,1956142895,56,1,X2895,2,50,500,14,,,38,1,2,,,7,,,,,92,120,,,,,,,049,2,,1705,2,,1692,2,1,,1957,1.0
57IN01131,1956142896,56,2,X2896,2,44,440,14,,,19,,2,,,,,,,,89,,6,,,,,0915,,,,2548,2,,,,1,,1957,1.0
57IN01132,1956142898,56,1,X2898,2,50,500,14,,,35,1,2,,,7,,,,,81,118,,,,,,,043,1,,1705,2,,1563,2,1,,1957,1.0
57IN01133,1956142899,56,2,X2899,2,49,491,14,,08,17,,2,28,1,2,490,096,12,,96,118,,,073,043,,,087,2,,2103,2,,3125,2,1,,1957,1.0
57IN01134,1956142900,56,2,X2900,2,36,360,14,,08,30,,2,30,1,5,360,093,08,,93,133,,,097,041,,,086,1,,2092,2,,2377,2,1,,1957,1.0
57IN01135,1956142901,56,2,X2901,2,39,391,14,,08,16,,2,36,1,3,390,085,12,,85,117,,,100,048,,,086,2,,1714,2,,1714,2,1,,1957,1.0
57IN01136,1956142903,56,2,X2903,2,35,350,14,,09,23,,2,30,1,3,350,080,10,,80,109,,,082,034,,,072,1,,0781,2,,3327,2,1,3,1957,1.0
57IN01137,1956142906,56,2,X2906,2,36,360,14,,05,24,,2,28,1,2,360,083,12,,83,114,,,089,036,,,084,1,,2092,2,,2377,2,1,5,1957,1.0
57IN01138,1956142907,56,1,X2907,2,36,360,14,,,35,1,2,,,7,,,,,96,124,3,,,,,0812,072,1,,2092,2,,1061,2,1,,1957,1.0
57IN01139,1956142908,56,2,X2908,2,28,280,14,,08,24,,2,32,1,2,280,091,15,,91,124,,,078,035,,,085,2,,0908,2,,3226,2,1,,1957,1.0
57IN01140,1956142911,56,2,X2911,2,35,350,14,,09,40,,2,34,1,3,350,078,11,,78,110,,,076,031,,,060,1,,0781,2,,3327,2,1,2,1957,1.0
57IN01141,1956142914,56,2,X2914,2,45,450,14,,08,00,,2,17,1,4,450,078,12,,78,111,,,086,037,,,075,1,,1828,1,,2926,2,1,3,1957,1.0
57IN01142,1956142915,56,1,X2915,2,45,450,14,,,00,4,2,,,7,,,59,,116,138,2,,,,,0926,095,2,,1828,1,,9993,2,1,,1957,1.0
57IN01143,1956142916,56,1,X2916,2,39,390,14,,,10,1,2,,,7,,,58,,111,149,2,,,,,0926,094,2,,0396,2,,1766,2,1,,1957,1.0
57IN01144,1956142917,56,2,X2917,2,39,390,14,,,16,,2,,,,,,,,71,95,2,50,,,,0926,,,,0396,2,,,,1,,1957,1.0
57IN01145,1956142918,56,2,X2918,2,39,390,14,,08,16,,2,,1,3,324,076,12,,76,106,,,082,036,,,070,1,,0396,2,,4657,1,1,,1957,1.0
57IN01146,1956142923,56,2,X2923,2,54,540,14,,09,25,,2,27,1,1,540,073,13,,73,106,,,078,033,,,076,2,,0549,2,,2504,2,1,,1957,1.0
57IN01147,1956142924,56,1,X2924,2,49,491,14,,,19,1,2,,,7,,,60,,118,155,2,,,,,0926,088,1,,2103,2,,1282,2,1,,1957,1.0
57IN01148,1956142926,56,1,X2926,2,45,450,14,,,00,1,2,,,7,,,,,130,147,,,,,,,112,2,,1828,1,,1498,2,1,,1957,1.0
57IN01149,1956142928,56,1,X2928,2,54,540,14,,,22,3,2,,,5,,,,,110,142,,,,,,,084,1,,0549,2,,1536,2,1,,1957,1.0
57IN01150,1956142930,56,1,X2930,2,25,250,14,,,17,1,2,,,7,,,,,140,177,,,,,,,112,2,,2083,2,,0980,2,1,,1957,1.0
57IN01151,1956142932,56,1,X2932,2,54,540,14,,,11,9,2,,,7,,,,,98,141,,,,,,,087,2,,0549,2,,0039,2,1,,1957,1.0
57IN01152,1956142933,56,1,X2933,2,54,540,14,,,11,8,2,,,7,,,,,114,150,,,,,,,101,2,,0549,2,,0039,2,1,,1957,1.0
57IN01153,1956142934,56,2,X2934,2,44,440,14,,07,22,,2,16,1,2,441,086,10,,86,120,,,085,041,,,084,2,,2548,2,,2953,2,1,,1957,1.0
57IN01154,1956142936,56,2,X2936,2,29,290,14,,09,31,,2,16,1,3,290,083,08,,83,115,,,074,029,,,064,1,,1908,2,,3799,2,1,1,1957,1.0
57IN01155,1956142940,56,2,X2940,2,26,260,14,,08,32,,2,34,1,3,260,076,08,,76,108,,,075,033,,,071,2,,1605,2,,2638,2,1,4,1957,1.0
57IN01156,1956142941,56,2,X2941,2,26,260,14,,07,32,,2,34,1,3,260,085,08,,85,120,,,070,030,,,067,1,,1605,2,,2638,2,1,3,1957,1.0
57IN01157,1956142944,56,1,X2944,2,37,370,14,,,13,1,2,,,7,,,,,108,142,,,,,,,104,2,,1755,2,,0218,2,1,,1957,1.0
57IN01158,1956142945,56,2,X2945,2,46,460,14,,08,28,,2,46,1,2,461,088,08,,88,122,,,081,030,,,070,1,,1994,2,,1994,2,1,,1957,1.0
57IN01159,1956142946,56,1,X2946,2,26,260,14,,,22,1,2,,,7,,,,,118,142,3,,,,,0812,076,1,,1605,2,,1592,2,1,,1957,1.0
57IN01160,1956142947,56,2,X2947,2,28,280,14,,08,18,,2,29,1,3,280,078,15,,78,119,,,084,041,,,095,2,,0908,2,,3226,2,1,,1957,1.0
57IN01161,1956142949,56,1,X2949,2,82,405,14,,,,1,2,,,7,,,,,134,174,3,,,,,0812,126,2,,1596,2,,9752,2,1,,1957,1.0
57IN01162,1956142951,56,2,X2951,2,50,500,14,,06,24,,2,44,1,3,500,090,10,,90,126,,,069,029,,,054,1,,1705,2,,1705,2,1,,1957,1.0
57IN01163,1956142953,56,1,X2953,2,44,441,14,,,13,1,2,,,7,,,,,127,154,,,,,,,103,2,,2190,2,,1661,2,1,,1957,1.0
57IN01164,1956142955,56,1,X2955,2,36,360,14,,,26,5,2,,,7,,,,,98,132,3,,,,,0812,068,1,,2092,2,,0896,2,1,,1957,1.0
57IN01165,1956142956,56,1,X2956,2,50,500,14,,,33,1,2,,,7,,,,,88,99,3,,,,,0812,061,2,,1705,2,,0606,2,1,,1957,1.0
57IN01166,1956142957,56,2,X2957,2,49,491,14,,07,19,,2,21,1,3,491,086,11,,86,140,,,093,035,,,084,1,,2103,2,,3080,2,1,,1957,1.0
57IN01167,1956142958,56,2,X2958,2,44,440,14,,06,15,,2,14,1,3,441,074,11,,74,104,,,090,035,,,070,1,,2548,2,,2953,2,1,,1957,1.0
57IN01168,1956142959,56,1,X2959,2,29,290,14,,,19,1,2,,,6,,,,,103,137,3,,,,,0812,082,2,,1908,2,,1669,2,1,,1957,1.0
57IN01169,1956142962,56,1,X2962,2,29,290,14,,,20,,2,,,,,,,,,,6,,,,,0516,,,,1908,2,,,,1,,1957,1.0
57IN01170,1956142964,56,2,X2964,2,54,540,14,,08,13,,2,26,1,1,540,083,06,,83,113,,,075,031,,,063,1,,0549,2,,2504,2,1,5,1957,1.0
57IN01171,1956142970,56,2,X2970,2,47,471,14,,06,13,,2,,1,2,470,093,10,,93,130,,,092,044,,,090,2,,1939,2,,,,1,5,1957,1.0
57IN01172,1956142973,56,1,X2973,2,39,391,14,,,08,1,2,,,7,,,,,97,132,3,,,,,0812,070,1,,1714,2,,0155,2,1,,1957,1.0
57IN01173,1956142977,56,1,X2977,2,45,450,14,,,00,,2,,,,,,,,,,6,,,,,0313,,,,1828,1,,,,1,,1957,1.0
57IN01174,1956142982,56,2,X2982,2,26,260,14,,09,28,,2,25,1,3,260,083,08,,83,110,,,086,039,,,078,2,,1605,2,,2638,2,1,2,1957,1.0
57IN01175,1956142989,56,2,X2989,2,46,461,14,,08,22,,2,,1,3,344,084,11,,84,127,,,073,033,,,069,1,,1700,2,,4458,1,1,,1957,1.0
