UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,JAW,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
76IN00195,1972011753,72,2,P1753,,,17,,1,,,,02,,50,,,, 15,,,01,156,160,,76,,,01,,,,014804,,,012004,,,1976
76IN00196,1972011770,72,2,P1770,,,37,,1,,,,30,,50,,,, 22,,,02,120,130,,70,,,01,,,,026408,,,012009,,,1976
76IN00197,1972011773,72,2,P1773,,,22,,1,,,,08,,50,,,, 23,,, 2,116,122,,71,,,01,,,,017608,1,,008808,,,1976
76IN00198,1972011826,72,2,P1826,,,33,,1,,,,02,,,,,,,,,,109,,3,,,,01,0614,,,058104,,,083104,93,,1976
76IN00199,1972011827,72,2,P1827,,,21,,1,,,,08,,50,,,, 19,,,01,149,154,,75,,,01,,,,020908,,,022008,,,1976
76IN00200,1972011879,72,2,P1879,,,10,,2,,,,30,,45,,,, 22,,,03,119,142,,71,,,01,,,,000007,,,120807,,,1976
76IN00201,1972011888,72,2,P1888,,,04,,2,,,,02,,45,,,, 16,,,02,152,171,,76,,,01,,,,000004,,,008204,,,1976
76IN00202,1972011903,72,2,P1903,,,04,,2,,,,02,,45,,,, 16,,, 3,147,149,,76,,,01,,,,000004,3,,090404,,,1976
76IN00203,1972011922,72,2,P1922,,,04,,2,,,,02,,45,,,, 16,,,02,162,182,,76,,,01,,,,000004,,,000404,,,1976
76IN00204,1972011934,72,2,P1934,,,10,,2,,,,30,,45,,,, 22,,,06,117,125,,70,,,01,,,,000007,,,000107,,,1976
76IN00205,1972011941,72,2,P1941,, 2,10,,2,,,,30,,45,,,, 02,,,01,90,108,,73,,,01,,,,000007,,,058507,,,1976
76IN00206,1972011967,72,2,P1967,,,03,,2,,,,02,,45,,,, 15,,, 3,166,142,,76,,,01,,,,000004,5,,007504,,,1976
76IN00207,1972011979,72,2,P1979,,,01,,2,,,,07,,45,,,, 14,,,02,123,145,,76,,,01,,,,000001,,,266401,,,1976
76IN00208,1972011985,72,2,P1985,,,08,,2,3,,,51,,,,,,,,,02,96,90,5,,,,01,1117,,,000009,,,099109,95,,1976
76IN00209,1972011991,72,2,P1991,,,11,,2,,,,51,,45,,,, 24,,,02,132,132,,70,,,01,,,,000095,,,434201,,,1976
76IN00210,1973011996,73,2,P1996,,,08,,1,,,,51,,40,,,1, 25,099,06,02,130,139,,71,072,,01,,,,078809,,,013409,,,1976
76IN00211,1973011997,73,2,P1997,,,212,,1,,,,08,,40,,,1, 23,107,08, 2,122,136,,70,095,,01,,,,102508,1,,131408,,,1976
76IN00212,1973011999,73,2,P1999,,,08,,1,,,,51,,40,,,1, 25,105,08, 2,138,146,,71,083,,01,,,,078809,,,008909,,,1976
76IN00213,1973012004,73,2,P2004,,,22,,1,,,,08,,40,,,1, 23,095,08, 1,121,131,,71,081,,01,,,,102908,5,,001608,,,1976
76IN00214,1973012011,73,2,P2011,,,17,,1,,,,02,,40,,,1, 13,125,08,01,147,162,,76,097,,01,,,,000904,,,006904,,,1976
76IN00215,1973012017,73,2,P2017,, 1,09,,1,,,,51,,40,,,1, 09,110,06,02,155,172,,74,086,,01,,,,070509,,,007109,,,1976
76IN00216,1973012018,73,2,P2018,, 2,09,,1,,,,51,,40,,,1, 12,096,06,02,142,138,,73,076,,01,,,,070509,,,007109,,,1976
76IN00217,1973012020,73,2,P2020,,,611,,1,,,,08,,40,,,1, 19,118,07,02,165,166,,75,081,,01,,,,147608,,,160708,,,1976
76IN00218,1973012021,73,2,P2021,,,21,,1,,,,08,,40,,,1, 23,101,07,02,127,132,,71,073,,01,,,,102508,,,123408,,,1976
76IN00219,1973012024,73,2,P2024,, 1,10,,1,,,,51,,40,,,1, 11,097,05,03,156,148,,74,116,,01,,,,010609,,,067409,,,1976
76IN00220,1973012039,73,2,P2039,,,09,,1,,,,51,,40,,,1, 24,091,06,03,105,118,,70,079,,01,,,,070509,,,009709,,,1976
76IN00221,1973012048,73,2,P2048,,,21,,1,,,,08,,40,,,1, 23,101,07,02,147,140,,70,094,,01,,,,102508,,,002108,,,1976
76IN00222,1973012059,73,2,P2059,,,22,,1,,,,08,,40,,,1, 23,131,07, 2,125,134,,70,080,,01,,,,102908,2,,017908,,,1976
76IN00223,1973012072,73,2,P2072,, 1,18,,1,,,,30,,40,,,1, 01,081,07,02,98,116,,74,085,,01,,,,135107,,,062607,,,1976
76IN00224,1973012076,73,2,P2076,,,201,,1,,,,30,,40,,,1, 21,103,08,01,137,155,,70,075,,01,,,,154307,,,153107,,,1976
76IN00225,1973012077,73,2,P2077,, 2,19,,1,,,,30,,40,,,1, 04,091,06,02,140,144,,73,094,,01,,,,123207,,,001807,,,1976
76IN00226,1973012088,73,2,P2088,, 1,23,,1,,,,08,,40,,,1, 07,082,08,01,136,124,,74,092,,01,,,,118908,,,069608,,,1976
76IN00227,1973012090,73,2,P2090,, 1,23,,1,,,,08,,40,,,1, 05,093,10,02,139,140,,74,097,,01,,,,118908,,,010508,,,1976
76IN00228,1973012097,73,2,P2097,,,08,,1,,,,51,,40,,,1, 24,084,07, 2,106,126,,70,075,,01,,,,078809,1,,007309,,,1976
76IN00229,1973012104,73,2,P2104,, 1,20,,1,,,,30,,40,,,1, 03,092,07,02,141,130,,74,087,,01,,,,154307,,,067807,,,1976
76IN00230,1973012117,73,2,P2117,,,10,,1,,,,51,,40,,,1, 25,083,06,02,114,121,,71,091,,01,,,,010609,,,066609,,,1976
76IN00231,1973012138,73,2,P2138,,,22,,1,,,,08,,40,,,1, 23,104,08, 1,137,145,,71,091,,01,,,,102908,1,,001208,,,1976
76IN00232,1973012139,73,2,P2139,,,181,,1,,,,30,,40,,,1, 18,109,05,02,145,167,,75,079,,01,,,,135107,,,138107,,,1976
76IN00233,1973012152,73,2,P2152,,,16,,1,,,,02,,40,,,1, 14,128,08,03,137,161,,76,100,,01,,,,011504,,,017704,,,1976
76IN00234,1973012158,73,2,P2158,,,12,,1,,,,07,,40,,,1, 15,106,09,02,149,153,,76,085,,01,,,,126101,,,386101,,,1976
76IN00235,1973012169,73,2,P2169,,,15,,1,,,,02,,40,,,1, 13,107,08,03,137,150,,76,082,,01,,,,169704,,,068404,,,1976
76IN00236,1973012173,73,2,P2173,,,16,,1,,,,02,,40,,,1, 15,138,08,01,171,152,,76,089,,01,,,,011504,,,326104,,,1976
76IN00237,1973012183,73,2,P2183,, 2,10,,1,,,,51,,40,,,1, 10,080,06,02,104,114,,73,075,,01,,,,010609,,,094409,,,1976
76IN00238,1973012193,73,2,P2193,, 2,37,,1,,,,08,,40,,,1, 08,089,08,01,126,125,,73,066,,01,,,,119008,,,019708,,,1976
76IN00239,1973012200,73,2,P2200,, 1,08,,1,,,,51,,40,,,1, 11,087,08,04,124,126,,74,093,,01,,,,078809,,,007009,,,1976
76IN00240,1973012201,73,2,P2201,,,16,,1,,,,02,,40,,,1, 16,079,08,02,136,154,,76,082,,01,,,,011504,,,013804,,,1976
76IN00241,1973012217,73,2,P2217,, 2,18,,1,,,,30,,40,,,1, 02,100,05,02,125,133,,73,096,,01,,,,135107,,,120807,,,1976
76IN00242,1973012227,73,2,P2227,, 2,23,,1,,,,08,,40,,,1, 06,104,08,01,147,142,,73,069,,01,,,,118908,,,005408,,,1976
76IN00243,1973012229,73,2,P2229,,,491,,1,,,,51,,40,,,1, 24,090,07,03,150,140,,70,082,,01,,,,148109,,,168409,,,1976
76IN00244,1973012236,73,2,P2236,,,16,,1,,,,02,,40,,,1, 14,094,07,02,126,140,,76,092,,01,,,,011504,,,101704,,,1976
76IN00245,1973012260,73,2,P2260,, 2,181,,1,,,,30,,40,,,4, 02,109,05,03,129,141,,73,079,,01,,,,135107,,,130207,,,1976
76IN00246,1973012268,73,2,P2268,,,15,,1,,,,02,,40,,,1, 15,125,06,02,166,170,,76,105,,01,,,,169704,,,090404,,,1976
76IN00247,1973012269,73,2,P2269,,,15,,1,,,,02,,40,,,1, 13,094,07,02,116,137,,76,098,,01,,,,169704,,,090404,,,1976
76IN00248,1973012276,73,2,P2276,,,15,,1,,,,02,,40,,,1, 14,119,08,02,138,159,,76,081,,01,,,,169704,,,001404,,,1976
76IN00249,1973012290,73,2,P2290,,,151,,1,,,,02,,40,,,1, 15,100,08,02,117,133,,76,079,,01,,,,169704,,,140504,,,1976
76IN00250,1973012292,73,2,P2292,,,17,,1,,,,02,,40,,,1, 16,090,09,01,153,142,,76,086,,01,,,,000904,,,084504,,,1976
76IN00251,1973012300,73,2,P2300,,,16,,1,,,,02,,40,,,1, 16,123,08,02,147,175,,76,099,,01,,,,011504,,,071504,,,1976
76IN00252,1973012301,73,2,P2301,,,22,,1,,,,08,,40,,,1, 23,119,08, 2,165,189,,70,098,,01,,,,102908,5,,009908,,,1976
76IN00253,1973012303,73,2,P2303,, 1,22,,1,,,,08,,40,,,1, 07,080,09,01,112,115,,74,076,,01,,,,102908,,,009908,,,1976
76IN00254,1973012313,73,2,P2313,,,15,,1,,,,02,,40,,,1, 14,106,07,02,153,190,,76,083,,01,,,,169704,,,080304,,,1976
76IN00255,1973012318,73,2,P2318,,,22,,1,,,,08,,40,,,1, 23,084,08, 1,98,126,,71,068,,01,,,,102908,5,,019408,,,1976
76IN00256,1973012320,73,2,P2320,,,19,,1,2,,,30,,,,,1, 65,090,06, 2,119,126,2,,075,,01,0923,,,123207,1,,054307,92,,1976
76IN00257,1973012329,73,2,P2329,,,20,,1,,,,30,,40,,,1, 17,084,08,01,125,124,,75,087,,01,,,,154307,,,070407,,,1976
76IN00258,1973012360,73,2,P2360,,,08,,1,,,,51,,40,,,1, 25,094,06,02,122,125,,71,083,,01,,,,078809,,,004109,,,1976
76IN00259,1973012389,73,2,P2389,,,17,,1,,,,02,,40,,,1, 13,080,10, 2,106,128,,76,089,,01,,,,000904,1,,090804,,,1976
76IN00260,1973012392,73,2,P2392,,,21,,1,,,,08,,,,,1,,113,08,,,,6,,082,,01,0503,,,102508,,,109108,01,,1976
76IN00261,1973012396,73,2,P2396,, 2,21,,1,,,,08,,40,,,1, 08,091,08,02,146,136,,73,081,,01,,,,102508,,,017708,,,1976
76IN00262,1973012398,73,2,P2398,, 2,21,,1,,,,08,,40,,,1, 06,113,07,02,149,140,,73,076,,01,,,,102508,,,023508,,,1976
76IN00263,1973012405,73,2,P2405,,,15,,1,,,,02,,40,,,1, 14,110,09, 2,135,142,,76,070,,01,,,,169704,1,,094004,,,1976
76IN00264,1973012415,73,2,P2415,,,181,,1,,,,30,,40,,,1, 26,094,08,02,136,153,,71,096,,01,,,,135107,,,156207,,,1976
76IN00265,1973012421,73,2,P2421,,,22,,1,,,,08,,40,,,1, 23,099,07,01,173,152,,70,079,,01,,,,102908,,,016508,,,1976
76IN00266,1973012432,73,2,P2432,, 1,581,,1,,,,30,,40,,,1, 01,109,06,02,169,165,,74,093,,01,,,,137407,,,159207,,,1976
76IN00267,1973012451,73,2,P2451,,,581,,1,,,,30,,40,,,1, 17,113,08,02,173,175,,75,082,,01,,,,137407,,,164207,,,1976
76IN00268,1973012452,73,2,P2452,,,181,,1,,,,30,,40,,,1, 21,084,08,02,122,133,,70,084,,01,,,,135107,,,165607,,,1976
76IN00269,1973012454,73,2,P2454,, 2,38,,1,,,,51,,40,,,1, 10,096,06,02,160,163,,73,076,,01,,,,116509,,,020509,,,1976
76IN00270,1973012457,73,2,P2457,,,34,,1,,,,30,,,,,1, 22,104,06,02,128,101,5,71,087,,01,1117,,,123107,,,059507,95,,1976
76IN00271,1973012465,73,2,P2465,, 1,09,,1,,,,51,,40,,,1, 09,087,07,02,139,154,,74,059,,01,,,,070509,,,012409,,,1976
76IN00272,1973012467,73,2,P2467,,,583,,1,,,,30,,40,,,1, 17,102,07,02,160,165,,75,076,,01,,,,137407,,,173607,,,1976
76IN00273,1973012488,73,2,P2488,,,11,,1,,,,07,,40,,,1, 16,108,08,01,152,160,,76,078,,01,,,,121301,,,326201,,,1976
76IN00274,1973012489,73,2,P2489,,,09,,1,,,,51,,40,,,1, 25,089,05,01,110,122,,71,089,,01,,,,070509,,,004609,,,1976
76IN00275,1973012499,73,2,P2499,,,611,,1,,,,08,,40,,,1, 23,112,07,02,154,176,,70,086,,01,,,,147608,,,162708,,,1976
76IN00276,1973012500,73,2,P2500,,,181,,1,,,,30,,40,,,1, 21,104,08,02,128,145,,70,088,,01,,,,135107,,,171907,,,1976
76IN00277,1973012509,73,2,P2509,,,17,,1,,,,02,,40,,,1, 13,123,07,04,147,160,,76,096,,01,,,,000904,,,327104,,,1976
76IN00278,1973012510,73,2,P2510,,,34,,1,,,,30,,40,,,1,,091,09,,143,,,73,059,,01,,,,123107,1,,000107,,,1976
76IN00279,1973012540,73,2,P2540,,,33,,1,,,,02,,40,,,1, 15,104,09,01,181,174,,76,069,,01,,,,143904,,,002604,,,1976
76IN00280,1973012553,73,2,P2553,,,185,,1,,,,30,,40,,,1, 21,100,06,01,132,145,,70,079,,01,,,,135107,,,133207,,,1976
76IN00281,1973012588,73,2,P2588,,,15,,1,,,,02,,40,,,1, 15,119,06,02,139,160,,76,079,,01,,,,169704,,,008404,,,1976
76IN00282,1973012591,73,2,P2591,,,34,,1,,,,30,,40,,,1, 22,084,08,01,154,150,,71,077,,01,,,,123107,,,053907,,,1976
76IN00283,1973012600,73,2,P2600,,,551,,1,,,,02,,40,,,1, 16,120,08,02,178,201,,76,077,,01,,,,144004,,,142104,,,1976
76IN00284,1973012613,73,2,P2613,, 1,611,,1,,,,08,,40,,,1, 05,116,08,02,174,166,,74,072,,01,,,,147608,,,155608,,,1976
76IN00285,1973012640,73,2,P2640,,,38,,1,,,,51,,40,,,1, 24,093,09,02,145,151,,70,073,,01,,,,116509,,,099109,,,1976
76IN00286,1967102657,67,2,U2657,,,10,,1,3,,,07,,,,,,,,,11,138,150,3,,,,10,1101,,,000001,,,360201,93,,1976
76IN00287,1973012673,73,2,P2673,, 2,08,,2,,,,08,,35,,,, 06,079,,01,110,126,,73,,,01,,,,109208,,,120608,,,1976
76IN00288,1973012675,73,2,P2675,,,08,,2,,,,08,,35,,,, 23,093,,01,116,122,,71,,,01,,,,109208,,,120608,,,1976
76IN00289,1973012687,73,2,P2687,,,06,,2,,,,02,,,,,,,100,,,,,7,,,,01,0528,,,143904,,,007504,97,,1976
76IN00290,1973012689,73,2,P2689,, 2,10,,2,,,,51,,35,,,, 12,080,,03,105,115,,73,,,01,,,,070509,,,166509,,,1976
76IN00291,1973012694,73,2,P2694,,,05,,2,,,,02,,35,,,, 14,108,,02,153,194,,76,,,01,,,,144004,,,017804,,,1976
76IN00292,1973012695,73,2,P2695,, 1,15,,2,,,,30,,35,,,, 03,102,,02,133,138,,74,,,01,,,,137407,,,187907,,,1976
76IN00293,1973012699,73,2,P2699,,,15,,2,,,,30,,35,,,, 17,084,,01,154,170,,75,,,01,,,,137407,,,193407,,,1976
76IN00294,1973012703,73,2,P2703,,,13,,2,,,,30,,35,,,, 18,100,,01,127,151,,75,,,01,,,,135107,,,188507,,,1976
76IN00295,1973012706,73,2,P2706,, 2,13,,2,,,,30,,35,,,, 02,085,,01,92,122,,73,,,01,,,,135107,,,194107,,,1976
76IN00296,1973012712,73,2,P2712,,,03,,2,,,,07,,35,,,, 13,078,, 2,114,133,,76,,,01,,,,177401,1,,007301,,,1976
76IN00297,1973012724,73,2,P2724,,,08,,2,,,,08,,35,,,, 19,060,,01,124,138,,75,,,01,,,,109208,,,119108,,,1976
76IN00298,1973012733,73,2,P2733,,,07,,2,,,,08,,35,,,, 19,075,,02,114,112,,75,,,01,,,,102508,,,125508,,,1976
76IN00299,1973012734,73,2,P2734,,,07,,2,,,,08,,35,,,, 23,089,,02,114,120,,70,,,01,,,,102508,,,125508,,,1976
76IN00300,1973012736,73,2,P2736,, 1,15,,2,,,,30,,35,,,, 01,093,,01,124,135,,74,,,01,,,,137407,,,052507,,,1976
76IN00301,1973012739,73,2,P2739,, 2,15,,2,,,,30,,35,,,, 02,074,,01,129,141,,73,,,01,,,,137407,,,133907,,,1976
76IN00302,1973012741,73,2,P2741,, 1,10,,2,,,,51,,35,,,, 09,080,,01,99,104,,74,,,01,,,,148109,,,157409,,,1976
76IN00303,1973012749,73,2,P2749,, 1,07,,2,,,,08,,35,,,, 05,096,,01,130,130,,74,,,01,,,,102508,,,156708,,,1976
76IN00304,1974012775,74,2,P2775,,,09,,1,,,,51,2,30,,,, 24,,,02,128,120,,70,,,01,,,,237709,,,005709,,,1976
76IN00305,1974012787,74,2,P2787,,,11,,1,,,,51,1,30,,,, 25,,,04,127,149,,71,,,01,,,,001095,,,248801,,,1976
76IN00306,1974012810,74,2,P2810,, 2,10,,1,,,,51,3,30,,,, 12,,,01,128,130,,73,,,01,,,,264209,,,119509,,,1976
76IN00307,1974012812,74,2,P2812,, 2,10,,1,,,,51,2,30,,,, 10,,,02,104,113,,73,,,01,,,,264209,,,119509,,,1976
76IN00308,1974012836,74,2,P2836,,,08,,1,,,,51,2,30,,,, 25,,,02,96,105,,71,,,01,,,,232809,,,094409,,,1976
76IN00309,1974012840,74,2,P2840,, 2,11,,1,,,,51,2,30,,,, 10,,,05,107,121,,73,,,01,,,,001095,,,398201,,,1976
76IN00310,1974012843,74,2,P2843,,,09,,1,,,,51,2,30,,,, 24,,,02,96,112,,70,,,01,,,,237709,,,132909,,,1976
76IN00311,1974012844,74,2,P2844,, 1,09,,1,,,,51,2,30,,,, 11,,,02,114,120,,74,,,01,,,,237709,,,132909,,,1976
76IN00312,1974012849,74,2,P2849,,,18,,1,,,,30,2,,,,,,,,,89,,7,,,,01,0915,,,177107,,,154107,97,,1976
76IN00313,1974012862,74,2,P2862,, 2,18,,1,,,,30,2,30,,,, 04,,,02,101,104,,73,,,01,,,,177107,,,054307,,,1976
76IN00314,1974012869,74,2,P2869,,,19,,1,,,,30,2,30,,,, 18,,,02,97,137,,75,,,01,,,,137407,,,139507,,,1976
76IN00315,1974012870,74,2,P2870,,,17,,1,,,,02,1,30,,,, 13,,,02,146,170,,76,,,01,,,,149004,,,112504,,,1976
76IN00316,1974012898,74,2,P2898,, 1,22,,1,,,,08,3,30,,,, 07,,,02,134,128,,74,,,01,,,,118908,,,099708,,,1976
76IN00317,1968102900,68,2,U2900,,,10,,1,,,,07,,90,,,, 14,,,04,140,142,,76,,,10,,,,000001,,,349301,,,1976
76IN00318,1974012917,74,2,P2917,,,16,,1,,,,02,1,,,,,,,,,105,,3,,,,01,0614,,,248604,,,012004,93,,1976
76IN00319,1974012926,74,2,P2926,,,22,,1,,,,08,2,30,,,, 23,,,01,132,138,,71,,,01,,,,118908,,,016508,,,1976
76IN00320,1974012928,74,2,P2928,, 1,19,,1,,,,30,2,30,,,, 01,,,01,139,152,,74,,,01,,,,137407,,,064507,,,1976
76IN00321,1974012929,74,2,P2929,, 2,19,,1,,,,30,2,30,,,, 02,,,02,120,118,,73,,,01,,,,137407,,,064507,,,1976
76IN00322,1974012930,74,2,P2930,,,18,,1,,,,30,2,30,,,, 22,,,02,110,123,,70,,,01,,,,177107,,,132107,,,1976
76IN00323,1974012932,74,2,P2932,,,10,,1,3,,,51,2,,,,,,,,02,132,136,3,,,,01,0927,,,264209,,,015509,93,,1976
76IN00324,1974012957,74,2,P2957,,,19,,1,,,,30,2,30,,,, 22,,,02,116,120,,70,,,01,,,,137407,,,179907,,,1976
76IN00325,1974012958,74,2,P2958,,,19,,1,,,,30,2,30,,,, 18,,,01,127,135,,75,,,01,,,,137407,,,179907,,,1976
76IN00326,1974012965,74,2,P2965,,,15,,1,,,,02,2,30,,,, 15,,,02,169,188,,76,,,01,,,,190404,,,329804,,,1976
76IN00327,1974012972,74,2,P2972,,,09,,1,,,,51,3,,,,,,,,,74,,7,,,,01,0915,,,237709,,,013709,97,,1976
76IN00328,1974012974,74,2,P2974,, 2,09,,1,,,,51,3,30,,,, 12,,,01,127,141,,73,,,01,,,,237709,,,013709,,,1976
76IN00329,1974012976,74,2,P2976,,,23,,1,,,,08,2,30,,,, 19,,,02,115,130,,75,,,01,,,,102508,,,015608,,,1976
76IN00330,1974012979,74,2,P2979,,,19,,1,,,,30,3,30,,,, 17,,,01,131,145,,75,,,01,,,,137407,,,129507,,,1976
76IN00331,1974012991,74,2,P2991,, 1,10,,1,,,,51,2,30,,,, 11,,,02,134,136,,74,,,01,,,,264209,,,010409,,,1976
76IN00332,1974012993,74,2,P2993,, 1,08,,1,,,,51,2,30,,,, 09,,,01,119,131,,74,,,01,,,,232809,,,005909,,,1976
76IN00333,1974012995,74,2,P2995,,,09,,1,,,,51,2,30,,,, 25,,,02,113,115,,71,,,01,,,,237709,,,013109,,,1976
76IN00334,1974013010,74,2,P3010,,,22,,1,,,,08,2,30,,,, 23,,,01,131,126,,70,,,01,,,,118908,,,069608,,,1976
76IN00335,1974013013,74,2,P3013,,,23,,1,,,,08,2,30,,,, 23,,,02,136,150,,70,,,01,,,,102508,,,001408,,,1976
76IN00336,1974013016,74,2,P3016,,,17,,1,,,,02,2,30,,,, 13,,,02,103,112,,76,,,01,,,,149004,,,068404,,,1976
76IN00337,1974013018,74,2,P3018,,,20,,1,,,,30,2,,,,,,,,,123,,6,,,,01,0805,,,154307,,,062607,01,,1976
76IN00338,1974013023,74,2,P3023,,,17,,1,,,,02,2,30,,,, 14,,,01,113,145,,76,,,01,,,,149004,,,097704,,,1976
76IN00339,1974013032,74,2,P3032,, 1,19,,1,,,,30,2,30,,,, 03,,,01,121,120,,74,,,01,,,,137407,,,133207,,,1976
76IN00340,1974013042,74,2,P3042,,,09,,1,,,,51,2,30,,,, 25,,,02,146,141,,71,,,01,,,,237709,,,004109,,,1976
76IN00341,1974013046,74,2,P3046,,,09,,1,,,,51,2,30,,,, 24,,,05,133,156,,70,,,01,,,,237709,,,060809,,,1976
76IN00342,1974013047,74,2,P3047,,,09,,1,,,,51,2,30,,,, 20,,,02,171,186,,75,,,01,,,,237709,,,060809,,,1976
76IN00343,1974013050,74,2,P3050,,,19,,1,,,,30,2,30,,,, 18,,,02,148,165,,75,,,01,,,,137407,,,050307,,,1976
76IN00344,1974013080,74,2,P3080,,,15,,1,,,,02,3,30,,,, 16,,,02,137,165,,76,,,01,,,,190404,,,001804,,,1976
76IN00345,1974013084,74,2,P3084,,,19,,1,,,,30,3,30,,,, 17,,,01,149,168,,75,,,01,,,,137407,,,153907,,,1976
76IN00346,1974013092,74,2,P3092,, 2,09,,1,,,,51,3,30,,,, 12,,,02,129,131,,73,,,01,,,,237709,,,161009,,,1976
76IN00347,1974013094,74,2,P3094,,,21,,1,,,,08,2,30,,,, 23,,,02,126,138,,71,,,01,,,,231008,,,010508,,,1976
76IN00348,1974013114,74,2,P3114,,,17,,1,,,,02,2,30,,,, 15,,,02,119,142,,76,,,01,,,,149004,,,152304,,,1976
76IN00349,1974013120,74,2,P3120,,,08,,1,3,,,51,3,,,,,,,, 1,103,99,5,,,,01,1117,,,232809,5,,013809,95,,1976
76IN00350,1974013127,74,2,P3127,,,17,,1,,,,02,2,30,,,, 13,,,01,126,148,,76,,,01,,,,149004,,,122904,,,1976
76IN00351,1974013132,74,2,P3132,,,16,,1,,,,02,1,30,,,, 16,,,02,155,168,,76,,,01,,,,248604,,,009404,,,1976
76IN00352,1974013133,74,2,P3133,,,18,,1,,,,30,2,30,,,, 26,,,02,163,172,,71,,,01,,,,177107,,,059507,,,1976
76IN00353,1974013135,74,2,P3135,,,17,,1,,,,02,2,30,,,, 14,,,01,114,122,,76,,,01,,,,149004,,,071504,,,1976
76IN00354,1974013140,74,2,P3140,,,18,,1,,,,30,2,30,,,, 18,,,03,136,140,,75,,,01,,,,177107,,,149807,,,1976
76IN00355,1974013151,74,2,P3151,,,20,,1,,,,30,3,30,,,, 18,,,02,139,137,,75,,,01,,,,154307,,,062107,,,1976
76IN00356,1974013154,74,2,P3154,,,23,,1,,,,08,3,30,,,, 23,,,01,131,127,,70,,,01,,,,102508,,,019408,,,1976
76IN00357,1974013157,74,2,P3157,,,17,,1,,,,02,3,30,,,, 15,,,01,136,155,,76,,,01,,,,149004,,,080304,,,1976
76IN00358,1974013161,74,2,P3161,,,15,,1,,,,02,1,30,,,, 16,,,01,151,170,,76,,,01,,,,190404,,,001604,,,1976
76IN00359,1974013167,74,2,P3167,,,22,,1,3,,,08,3,,,,,,,,11,128,142,,,,,01,,,,118908,,,028008,,,1976
76IN00360,1974013173,74,2,P3173,, 2,23,,1,,,,08,2,30,,,, 06,,,01,126,144,,73,,,01,,,,102508,,,327508,,,1976
76IN00361,1974013174,74,2,P3174,,,23,,1,,,,08,2,30,,,, 19,,,02,116,105,,75,,,01,,,,102508,,,327508,,,1976
76IN00362,1974013175,74,2,P3175,,,21,,1,,,,08,1,30,,,, 19,,,01,124,130,,75,,,01,,,,231008,,,170308,,,1976
76IN00363,1974013176,74,2,P3176,, 2,11,,1,,,,51,2,30,,,, 10,,,02,133,140,,73,,,01,,,,001095,,,326201,,,1976
76IN00364,1974013181,74,2,P3181,,,20,,1,,,,30,2,30,,,, 26,,,02,148,152,,71,,,01,,,,154307,,,053807,,,1976
76IN00365,1974013186,74,2,P3186,,,18,,1,,,,30,2,30,,,, 21,,,02,127,140,,70,,,01,,,,177107,,,083207,,,1976
76IN00366,1974013187,74,2,P3187,, 2,34,,1,,,,30,3,30,,,, 02,,,01,92,116,,73,,,01,,,,135107,,,133707,,,1976
76IN00367,1974013191,74,2,P3191,,,17,,1,,,,02,2,30,,,, 14,,,02,128,144,,76,,,01,,,,149004,,,075604,,,1976
76IN00368,1974013197,74,2,P3197,,,21,,1,,,,08,3,30,,,, 19,,,02,156,161,,75,,,01,,,,231008,,,005808,,,1976
76IN00369,1974013205,74,2,P3205,,,15,,1,,,,02,3,30,,,, 16,,,02,127,132,,76,,,01,,,,190404,,,157604,,,1976
76IN00370,1974013224,74,2,P3224,,,19,,1,,,,30,2,30,,,, 17,,,03,146,165,,75,,,01,,,,137407,,,164207,,,1976
76IN00371,1974013235,74,2,P3235,,,16,,1,,,,02,1,30,,,, 13,,,02,156,165,,76,,,01,,,,248604,,,013804,,,1976
76IN00372,1974013236,74,2,P3236,, 2,23,,1,,,,08,1,30,,,, 08,,,01,134,143,,73,,,01,,,,102508,,,162708,,,1976
76IN00373,1974013244,74,2,P3244,,,09,,1,,,,51,2,30,,,, 24,,,01,132,145,,70,,,01,,,,237709,,,170509,,,1976
76IN00374,1974013245,74,2,P3245,,,11,,1,,,,51,2,30,,,, 25,,,02,114,136,,71,,,01,,,,001095,,,434201,,,1976
76IN00375,1974013256,74,2,P3256,,,15,,1,,,,02,2,30,,,, 14,,,02,149,159,,76,,,01,,,,190404,,,008404,,,1976
76IN00376,1968103275,68,2,U3275,,,22,,2,,,,08,,,,,,,,,,116,,6,,,,10,0812,,,000008,,,100404,01,,1976
76IN00377,1968103294,68,2,U3294,, 1,22,,2,,,,08,,85,,,, 05,,,11,128,138,,74,,,10,,,,000008,,,051404,,,1976
76IN00378,1968103298,68,2,U3298,,,15,,2,,,,02,,85,,,, 16,,,03,161,168,,76,,,10,,,,000004,,,059404,,,1976
76IN00379,1968103303,68,2,U3303,,,15,,2,,,,02,,85,,,, 14,,,02,130,162,,76,,,10,,,,000004,,,081204,,,1976
76IN00380,1974013318,74,2,P3318,, 1,11,,1,,,,51,3,30,,,, 09,,,02,108,118,,74,,,01,,,,001095,,,265701,,,1976
76IN00381,1974013338,74,2,P3338,,,17,,1,,,,02,1,30,,,, 15,,,02,118,136,,76,,,01,,,,149004,,,188804,,,1976
