UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,YRREC,AGE
73IN00001,1972011320,72,3,P1320,7,00,,,,,,,,,2,30,,,,,,,107,130,,,,,01,,,,,,,,,,1973,1.0
73IN00002,1972011356,72,3,P1356,4,00,,,,,,,,,2,02,,,,,,,96,130,3,,,,01,1001,,,,,,,,,1973,1.0
73IN00003,1969310001,69,2,10001,1,,11,,,,,,,,5,07,,,11,,,01,156,150,,,,,31,,,,,,,,,,1973,4.0
73IN00004,1969310006,69,2,10006,1,,11,,,,,,,,5,07,,,56,,,02,157,175,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00005,1969310007,69,2,10007,1,,11,,,,,,,,5,07,,,56,,,02,158,170,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00006,1969310024,69,2,10024,1,,11,,,,,,,,5,07,,,12,,,02,163,185,,,,,31,,,,,,,,,,1973,4.0
73IN00007,1969310029,69,2,10029,1,,11,,,,,,,,5,07,,,38,,,02,144,154,,,,,31,,,,,,,,,,1973,4.0
73IN00008,1969310039,69,2,10039,1,,,,,,,,,,5,07,,,,,,,,,,,,,31,,,,,,,,,,1973,4.0
73IN00009,1969310042,69,2,10042,1,,11,,,,,,,,5,07,,,56,,,01,143,142,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00010,1969310046,69,2,10046,1,,11,,,,,,,,5,07,,,56,,,02,108,140,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00011,1969310049,69,2,10049,1,,11,,,,,,,,5,07,,,56,,,03,151,165,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00012,1969310059,69,2,10059,1,,11,,,,,,,,5,07,,,56,,,03,152,158,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00013,1969310066,69,2,10066,1,,,,,,,,,,5,07,,,,,,,,,,,,,31,,,,,,,,,,1973,4.0
73IN00014,1969310073,69,2,10073,1,,12,,,,,,,,5,07,,,38,,,03,129,158,,,,,31,,,,,,,,,,1973,4.0
73IN00015,1969310082,69,2,10082,1,,12,,,,,,,,5,07,,,12,,,03,171,185,,,,,31,,,,,,,,,,1973,4.0
73IN00016,1969310089,69,2,10089,1,,10,,,,,,,,5,07,,,,,,,,,7,,,,31,0529,,,,,,,,,1973,4.0
73IN00017,1969310095,69,2,10095,1,,10,,,,,,,,5,07,,,11,,,02,117,146,,,,,31,,,,,,,,,,1973,4.0
73IN00018,1969310096,69,2,10096,1,,10,,,,,,,,5,07,,,12,,,02,136,150,,,,,31,,,,,,,,,,1973,4.0
73IN00019,1969310101,69,2,10101,1,,10,,,,,,,,5,07,,,56,,,03,136,160,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00020,1969310113,69,2,10113,1,,10,,,,,,,,5,07,,,56,,,02,131,140,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00021,1969310124,69,2,10124,1,,10,,,,,,,,5,07,,,11,,,,133,,,,,,31,,,,,,,,,,1973,4.0
73IN00022,1969310126,69,2,10126,1,,10,,,,,,,,5,07,,,56,,,03,138,145,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00023,1969310127,69,2,10127,1,,10,,,,,,,,5,07,,,12,,,04,127,135,,,,,31,,,,,,,,,,1973,4.0
73IN00024,1969310137,69,2,10137,1,,10,,,,,,,,5,07,,,11,,,,149,,,,,,31,,,,,,,,,,1973,4.0
73IN00025,1969310148,69,2,10148,1,,10,,,,,,,,5,07,,,56,,,02,130,132,2,,,,31,0920,,,,,,,,,1973,4.0
73IN00026,1970310174,70,2,10174,1,,11,,,,,,,,4,07,,,55,,,03,115,130,2,,,,31,0920,,,,,,,,,1973,3.0
73IN00027,1970310186,70,2,10186,1,,11,,,,,,,,4,07,,,55,,,02,110,150,2,,,,31,0920,,,,,,,,,1973,3.0
73IN00028,1970310229,70,2,10229,1,,11,,,,,,,,4,07,,,12,,,04,126,114,,,,,31,,,,,,,,,,1973,3.0
73IN00029,1970310243,70,2,10243,1,,12,,,,,,,,4,07,,,55,,,02,152,172,2,,,,31,0920,,,,,,,,,1973,3.0
73IN00030,1970310257,70,1,10257,1,,,,,,,,,,4,07,,,,143,13,,210,215,3,,,,31,0801,136,2,,,,,,,1973,3.0
73IN00031,1970310258,70,2,10258,1,,11,,,,,,,,4,07,,,55,,,03,118,132,2,,,,31,0920,,,,,,,,,1973,3.0
73IN00032,1970310278,70,2,10278,1,,13,,,,,,,,4,07,,,12,,,03,136,170,,,,,31,,,,,,,,,,1973,3.0
73IN00033,1970310296,70,2,10296,1,,02,,,,,,,,4,07,,,11,,,01,118,138,,,,,31,,,,,,,,,,1973,3.0
73IN00034,1970310320,70,2,10320,1,,01,,,,,,,,4,07,,,12,,,,135,,,,,,31,,,,,,,,,,1973,3.0
73IN00035,1970310321,70,1,10321,1,,,,,,,,,,4,07,,,,130,,,207,205,3,,,,31,0801,071,3,,,,,,,1973,3.0
73IN00036,1970310326,70,2,10326,1,,01,,,,,,,,4,07,,,12,,,02,132,170,,,,,31,,,,,,,,,,1973,3.0
73IN00037,1970310332,70,2,10332,1,,01,,,,,,,,4,07,,,38,,,02,147,180,,,,,31,,,,,,,,,,1973,3.0
73IN00038,1970310337,70,2,10337,1,,,,,,,,,,4,07,,,,,,,,,,,,,31,,,,,,,,,,1973,3.0
73IN00039,1970310339,70,2,10339,1,,01,,,,,,,,4,07,,,12,,, 2,131,126,,,,,31,,,,,,,,,,1973,3.0
73IN00040,1970310343,70,2,10343,1,,,,,,,,,,4,07,,,39,,,02,138,158,,,,,31,,,,,,,,,,1973,3.0
73IN00041,1971010652,71,2,P0652,1,,12,,,,,,,,3,07,,,54,,,01,111,135,2,,,,01,0920,,,022201,,,326201,,,1973,2.0
73IN00042,1971010852,71,2,P0852,1,,31,,,,,,,,3,07,,,11,,,02,114,130,,,,,01,,,,003701,,,379901,,,1973,2.0
73IN00043,1971010946,71,2,P0946,1,,11,,,,,,,,3,07,,,12,,,02,106,128,,,,,01,,,,017601,,,399601,,,1973,2.0
73IN00044,1971011098,71,2,P1098,1,,31,,,,,,,,3,07,,,54,,,02,110,125,2,,,,01,0920,,,003701,,,385401,,,1973,2.0
73IN00045,1971011099,71,2,P1099,1,,31,,,,,,,,3,07,,,11,,,02,118,120,,,,,01,,,,003701,,,385401,,,1973,2.0
73IN00046,1971011103,71,2,P1103,1,,31,,,,,,,,3,07,,,39,,,02,139,166,,,,,01,,,,003701,,,316801,,,1973,2.0
73IN00047,1971011104,71,2,P1104,1,,31,,,,,,,,3,07,,,54,,,01,124,130,2,,,,01,0920,,,003701,,,316801,,,1973,2.0
73IN00048,1971011107,71,2,P1107,1,,31,,,,,,,,3,07,,,12,,,03,121,128,,,,,01,,,,003701,,,267401,,,1973,2.0
73IN00049,1971011112,71,2,P1112,1,,31,,,,,,,,3,07,,,11,,,02,124,128,,,,,01,,,,003701,,,422301,,,1973,2.0
73IN00050,1971011113,71,2,P1113,1,,31,,,,,,,,3,07,,,12,,,01,108,110,,,,,01,,,,003701,,,422301,,,1973,2.0
73IN00051,1971011116,71,2,P1116,1,,12,,,,,,,,3,07,,,,,,,,,,,,,01,,,,022201,,,436801,,,1973,2.0
73IN00052,1971011122,71,2,P1122,1,,12,,,,,,,,3,07,,,54,,,02,111,132,2,,,,01,0920,,,022201,,,285001,,,1973,2.0
73IN00053,1971011124,71,2,P1124,1,,12,,,,,,,,3,07,,,54,,,01,85,112,2,,,,01,0920,,,022201,,,281801,,,1973,2.0
73IN00054,1971011127,71,2,P1127,1,,11,,,,,,,,3,07,,,54,,,01,115,152,2,,,,01,0920,,,017601,,,013701,,,1973,2.0
73IN00055,1971011180,71,2,P1180,1,,03,,,,,,,,3,07,,,11,,,02,116,134,,,,,01,,,,000001,,,003401,,,1973,2.0
73IN00056,1971011182,71,2,P1182,1,,02,,,,,,,,3,07,,,,,,,,,3,,,,01,0618,,,000001,,,033201,,,1973,2.0
73IN00057,1971011184,71,2,P1184,1,,03,,,,,,,,3,07,,,,,,,,,,,,,01,,,,000001,,,018601,,,1973,2.0
73IN00058,1971011185,71,2,P1185,1,,03,,,,,,,,3,07,,,12,,,02,113,132,,,,,01,,,,000001,,,018601,,,1973,2.0
73IN00059,1971011197,71,2,P1197,1,,02,,,,,,,,3,07,,,11,,,03,93,112,,,,,01,,,,000001,,,291801,,,1973,2.0
73IN00060,1971011205,71,2,P1205,1,,02,,,,,,,,3,07,,,11,,,02,93,110,,,,,01,,,,000001,,,265701,,,1973,2.0
73IN00061,1971011211,71,2,P1211,1,,03,,,,,,,,3,07,,,54,,,02,104,115,2,,,,01,0920,,,000001,,,007301,,,1973,2.0
73IN00062,1971011213,71,1,P1213,1,,02,,,,,,,,3,07,,,,,,,164,190,3,,,,01,0801,,,000001,,,379901,,,1973,2.0
73IN00063,1971011241,71,2,P1241,1,,03,,,,,,,,3,07,,,11,,,03,102,130,,,,,01,,,,000001,,,006601,,,1973,2.0
73IN00064,1971011243,71,2,P1243,1,,02,,,,,,,,3,07,,,54,,,01,110,125,2,,,,01,0920,,,000001,,,264101,,,1973,2.0
73IN00065,1971011248,71,1,P1248,1,,02,,,,,,,,3,07,,,,,,,,,3,,,,01,0301,,,000001,,,285501,,,1973,2.0
73IN00066,1971011258,71,2,P1258,1,,02,,,,,,,,3,07,,,54,,,02,125,136,2,,,,01,0920,,,000001,,,013701,,,1973,2.0
73IN00067,1971011261,71,1,P1261,1,,03,,,,,,,,3,07,,,,,,,162,177,3,,,,01,1112,,,000001,,,428501,,,1973,2.0
73IN00068,1972011362,72,2,P1362,1,,13,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,009801,,,032601,,,1973,1.0
73IN00069,1972011366,72,2,P1366,1,,11,,,,,,,,2,07,,,12,,,02,114,120,,,,,01,,,,032101,,,002901,,,1973,1.0
73IN00070,1972011392,72,2,P1392,1,,13,,,,,,,,2,07,,,,,,,93,,3,,,,01,0212,,,009801,,,435101,,,1973,1.0
73IN00071,1972011404,72,1,P1404,1,,13,,,,,,,,2,07,,,,,,,103,130,3,,,,01,1112,,,009801,,,416301,,,1973,1.0
73IN00072,1972011454,72,2,P1454,1,,11,,,,,,,,2,07,,,12,,,01,109,134,,,,,01,,,,032101,,,416401,,,1973,1.0
73IN00073,1972011482,72,2,P1482,1,,30,,,,,,,,2,07,,,12,,,03,128,157,,,,,01,,,,013501,,,024301,,,1973,1.0
73IN00074,1972011489,72,2,P1489,1,,11,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,032101,,,004901,,,1973,1.0
73IN00075,1972011506,72,2,P1506,1,,31,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,003701,,,314901,,,1973,1.0
73IN00076,1972011528,72,2,P1528,1,,13,,,,,,,,2,07,,,52,,,01,99,114,2,,,,01,0920,,,009801,,,398201,,,1973,1.0
73IN00077,1972011569,72,2,P1569,1,,13,,,,,,,,2,07,,,52,,,01,123,138,2,,,,01,0920,,,009801,,,385401,,,1973,1.0
73IN00078,1972011572,72,2,P1572,1,,13,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,009801,,,285301,,,1973,1.0
73IN00079,1972011646,72,2,P1646,1,,12,,,,,,,,2,07,,,52,,,01,107,120,2,,,,01,0920,,,022201,,,285001,,,1973,1.0
73IN00080,1972011661,72,2,P1661,1,,13,,,,,,,,2,07,,,53,,,01,105,110,2,,,,01,0920,,,009801,,,032001,,,1973,1.0
73IN00081,1972011669,72,2,P1669,1,,11,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,032101,,,326301,,,1973,1.0
73IN00082,1972011670,72,2,P1670,1,,30,,,,,,,,2,07,,,12,,,02,124,150,,,,,01,,,,013501,,,000101,,,1973,1.0
73IN00083,1972011672,72,2,P1672,1,,31,,,,,,,,2,07,,,38,,,01,129,142,,,,,01,,,,003701,,,412201,,,1973,1.0
73IN00084,1972011673,72,2,P1673,1,,31,,,,,,,,2,07,,,52,,,01,98,120,2,,,,01,0920,,,003701,,,412201,,,1973,1.0
73IN00085,1972011685,72,2,P1685,1,,11,,,,,,,,2,07,,,53,,,01,93,112,2,,,,01,0920,,,032101,,,387501,,,1973,1.0
73IN00086,1972011686,72,2,P1686,1,,11,,,,,,,,2,07,,,39,,,01,122,140,,,,,01,,,,032101,,,387501,,,1973,1.0
73IN00087,1972011694,72,2,P1694,1,,11,,,,,,,,2,07,,,38,,,02,104,146,,,,,01,,,,032101,,,368401,,,1973,1.0
73IN00088,1972011695,72,2,P1695,1,,11,,,,,,,,2,07,,,52,,,01,115,135,2,,,,01,0920,,,032101,,,368401,,,1973,1.0
73IN00089,1972011729,72,2,P1729,1,,30,,,,,,,,2,07,,,11,,,02,98,120,,,,,01,,,,013501,,,291801,,,1973,1.0
73IN00090,1972011733,72,2,P1733,1,,12,,,,,,,,2,07,,,12,,,01,95,120,,,,,01,,,,022201,,,434201,,,1973,1.0
73IN00091,1972011740,72,2,P1740,1,,12,,,,,,,,2,07,,,11,,,01,100,110,,,,,01,,,,022201,,,429101,,,1973,1.0
73IN00092,1972011741,72,2,P1741,1,,12,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,022201,,,429101,,,1973,1.0
73IN00093,1972011746,72,2,P1746,1,,12,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,022201,,,356601,,,1973,1.0
73IN00094,1972011747,72,2,P1747,1,,13,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,009801,,,022301,,,1973,1.0
73IN00095,1972011774,72,1,P1774,1,,30,,,,,,,,2,07,,,,,,,137,160,3,,,,01,1203,,,013501,,,419301,,,1973,1.0
73IN00096,1972011781,72,2,P1781,1,,30,,,,,,,,2,07,,,53,,,01,100,112,2,,,,01,0920,,,013501,,,377101,,,1973,1.0
73IN00097,1972011786,72,1,P1786,1,,31,,,,,,,,2,07,,,,,,,107,128,3,,,,01,0801,,,003701,,,438301,,,1973,1.0
73IN00098,1972011798,72,2,P1798,1,,30,,,,,,,,2,07,,,11,,,02,90,118,,,,,01,,,,013501,,,007301,,,1973,1.0
73IN00099,1972011802,72,2,P1802,1,,30,,,,,,,,2,07,,,11,,,02,102,134,,,,,01,,,,013501,,,286301,,,1973,1.0
73IN00100,1972011803,72,1,P1803,1,,30,,,,,,,,2,07,,,,,,,115,140,3,,,,01,0801,,,013501,,,2863T1,,,1973,1.0
73IN00101,1972011812,72,2,P1812,1,,31,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,003701,,,033201,,,1973,1.0
73IN00102,1972011814,72,2,P1814,1,,30,,,,,,,,2,07,,,52,,,01,124,130,2,,,,01,0920,,,013501,,,438401,,,1973,1.0
73IN00103,1972011825,72,2,P1825,1,,31,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,003701,,,010301,,,1973,1.0
73IN00104,1972011840,72,2,P1840,1,,31,,,,,,,,2,07,,,53,,,01,85,98,2,,,,01,0920,,,003701,,,265701,,,1973,1.0
73IN00105,1972011841,72,2,P1841,1,,30,,,,,,,,2,07,,,52,,,01,112,120,2,,,,01,0920,,,013501,,,289501,,,1973,1.0
73IN00106,1972011852,72,2,P1852,1,,31,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,003701,,,009601,,,1973,1.0
73IN00107,1972011854,72,2,P1854,1,,30,,,,,,,,2,07,,,39,,,01,103,128,,,,,01,,,,013501,,,389901,,,1973,1.0
73IN00108,1972011862,72,2,P1862,1,,31,,,,,,,,2,07,,,53,,,01,90,108,2,,,,01,0920,,,003701,,,012401,,,1973,1.0
73IN00109,1972011864,72,2,P1864,1,,30,,,,,,,,2,07,,,,,,,,,3,,,,01,0212,,,013501,,,288201,,,1973,1.0
73IN00110,1972011884,72,1,P1884,1,,01,,,,,,,,2,07,,,,,,,,,3,,,,01,0312,,,,,,119701,,,1973,1.0
73IN00111,1972011886,72,2,P1886,1,,02,,,,,,,,2,07,,,53,,,01,89,96,2,,,,01,0920,,,,,,110701,,,1973,1.0
73IN00112,1972011895,72,1,P1895,1,,02,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,111201,,,1973,1.0
73IN00113,1972011898,72,2,P1898,1,,02,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,111301,,,1973,1.0
73IN00114,1972011902,72,2,P1902,1,,01,,,,,,,,2,07,,,,,,,,,6,,,,01,0328,,,,,,264101,,,1973,1.0
73IN00115,1972011907,72,1,P1907,1,,02,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,085201,,,1973,1.0
73IN00116,1972011908,72,1,P1908,1,,02,,,,,,,,2,07,,,,,,,96,105,3,,,,01,1112,,,,,,085201,,,1973,1.0
73IN00117,1972011911,72,2,P1911,1,,01,,,,,,,,2,07,,,52,,,01,115,122,2,,,,01,0920,,,,,,025801,,,1973,1.0
73IN00118,1972011924,72,1,P1924,1,,02,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,124101,,,1973,1.0
73IN00119,1972011926,72,2,P1926,1,,02,,,,,,,,2,07,,,12,,,01,112,124,,,,,01,,,,,,,012601,,,1973,1.0
73IN00120,1972011927,72,2,P1927,1,,02,,,,,,,,2,07,,,53,,,01,101,108,2,,,,01,0920,,,,,,012601,,,1973,1.0
73IN00121,1972011931,72,2,P1931,1,,01,,,,,,,,2,07,,,53,,,01,90,105,2,,,,01,0920,,,,,,013701,,,1973,1.0
73IN00122,1972011939,72,1,P1939,1,,02,,,,,,,,2,07,,,,,,,,,3,,,,01,0312,,,,,,118001,,,1973,1.0
73IN00123,1972011944,72,1,P1944,1,,01,,,,,,,,2,07,,,,,,,,,6,,,,01,0212,,,,,,014801,,,1973,1.0
73IN00124,1972011947,72,1,P1947,1,,02,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,013301,,,1973,1.0
73IN00125,1972011956,72,2,P1956,1,,02,,,,,,,,2,07,,,12,,,01,106,110,,,,,01,,,,,,,290001,,,1973,1.0
73IN00126,1972011957,72,2,P1957,1,,02,,,,,,,,2,07,,,11,,,01,110,98,,,,,01,,,,,,,290001,,,1973,1.0
73IN00127,1972011960,72,1,P1960,1,,01,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,032001,,,1973,1.0
73IN00128,1972011961,72,2,P1961,1,,01,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,032001,,,1973,1.0
73IN00129,1972011962,72,2,P1962,1,,01,,,,,,,,2,07,,,12,,,01,98,104,,,,,01,,,,,,,012701,,,1973,1.0
73IN00130,1972011969,72,2,P1969,1,,01,,,,,,,,2,07,,,,,,,,,6,,,,01,0101,,,,,,022901,,,1973,1.0
73IN00131,1972011975,72,1,P1975,1,,02,,,,,,,,2,07,,,,,,,,,3,,,,01,0416,,,,,,002901,,,1973,1.0
73IN00132,1972011978,72,1,P1978,1,,01,,,,,,,,2,07,,,,,,,98,115,3,,,,01,0801,,,,,,266401,,,1973,1.0
73IN00133,1972011979,72,2,P1979,1,,01,,,,,,,,2,07,,,39,,, S,87,114,,,,,01,,,,,,,266401,,,1973,1.0
73IN00134,1972011988,72,2,P1988,1,,02,,,,,,,,2,07,,,53,,,01,96,98,2,,,,01,0920,,,,,,034301,,,1973,1.0
73IN00135,1972011992,72,1,P1992,1,,01,,,,,,,,2,07,,,,,,,,,3,,,,01,0312,,,,,,004201,,,1973,1.0
73IN00136,1967102641,67,2,U2641,1,,,,,,,,,,7,07,,,38,,,03,126,126,,,,,10,,,,,,,,,,1973,6.0
73IN00137,1967102657,67,2,U2657,1,,,,,,,,,,7,07,,,11,,,03,122,132,,,,,10,,,,,,,,,,1973,6.0
73IN00138,1967102664,67,2,U2664,1,,,,,,,,,,7,07,,,38,,,03,144,172,,,,,10,,,,,,,,,,1973,6.0
73IN00139,1968102796,68,2,U2796,1,,,,,,,,,,6,07,,,,,,,148,,3,,,,10,0529,,,,,,,,,1973,5.0
73IN00140,1968102808,68,2,U2808,1,,,,,,,,,,6,07,,,,,,,160,,3,,,,10,0529,,,,,,,,,1973,5.0
73IN00141,1968102837,68,2,U2837,1,,,,,,,,,,6,07,,,,,,,,,6,,,,10,0328,,,,,,,,,1973,5.0
73IN00142,1968102850,68,2,U2850,1,,,,,,,,,,6,07,,,12,,,02,142,146,,,,,10,,,,,,,,,,1973,5.0
73IN00143,1968102863,68,2,U2863,1,,,,,,,,,,6,07,,,,,,,,,6,,,,10,0328,,,,,,,,,1973,5.0
73IN00144,1968102895,68,2,U2895,1,,,,,,,,,,6,07,,,11,,,03,151,160,,,,,10,,,,,,,,,,1973,5.0
73IN00145,1968102900,68,2,U2900,1,,,,,,,,,,6,07,,,12,,,03,162,158,,,,,10,,,,,,,,,,1973,5.0
73IN00146,1968102918,68,2,U2918,1,,,,,,,,,,6,07,,,11,,,,112,,,,,,10,,,,,,,,,,1973,5.0
73IN00147,1968102919,68,2,U2919,1,,,,,,,,,,6,07,,,12,,,03,123,142,,,,,10,,,,,,,,,,1973,5.0
73IN00148,1968102922,68,2,U2922,1,,,,,,,,,,6,07,,,56,,,02,127,140,2,,,,10,0920,,,,,,,,,1973,5.0
73IN00149,1963813137,63,2,Y3137,1,,,,,,,,,,-,07,,,,,,,147,,3,,,,81,0618,,,,,,,,,1973,10.0
73IN00150,1963813149,63,2,Y3149,1,,,,,,,,,,-,07,,,,,,,115,,3,,,,81,0529,,,,,,,,,1973,10.0
73IN00151,1968103262,68,2,U3262,1,,,,,,,,,,6,07,,,11,,,05,130,142,,,,,10,,,,,,,,,,1973,5.0
73IN00152,1968103307,68,2,U3307,1,,,,,,,,,,6,07,,,56,,,02,120,130,2,,,,10,0920,,,,,,,,,1973,5.0
73IN00153,1963813457,63,2,Y3457,1,,,,,,,,,,-,08,,,57,,,05,157,155,2,,,,81,0920,,,,,,,,,1973,10.0
73IN00154,1963813480,63,2,Y3480,1,,,,,,,,,,-,08,,,57,,,02,146,145,2,,,,81,0920,,,,,,,,,1973,10.0
73IN00155,1963813493,63,2,Y3493,1,,,,,,,,,,-,07,,,,,,,127,,3,,,,81,0529,,,,,,,,,1973,10.0
73IN00156,1963813517,63,2,Y3517,1,,,,,,,,,,-,08,,,,,,,137,,3,,,,81,0529,,,,,,,,,1973,10.0
73IN00157,1963813566,63,2,Y3566,1,,,,,,,,,,-,09,,,,,,,153,,3,,,,81,0529,,,,,,,,,1973,10.0
73IN00158,1963813644,63,2,Y3644,1,,,,,,,,,,-,08,,,,,,,,,6,,,,81,0318,,,,,,,,,1973,10.0
73IN00159,1965813667,65,2,Y3667,1,,,,,,,,,,9,09,,,57,,,02,131,135,2,,,,81,0920,,,,,,,,,1973,8.0
73IN00160,1965813673,65,2,Y3673,1,,,,,,,,,,9,08,,,,,,,128,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00161,1965813679,65,2,Y3679,1,,,,,,,,,,9,09,,,,,,,162,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00162,1965813684,65,2,Y3684,1,,,,,,,,,,9,09,,,12,,,02,145,164,,,,,81,,,,,,,,,,1973,8.0
73IN00163,1965813778,65,2,Y3778,1,,,,,,,,,,9,07,,,,,,,148,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00164,1965813785,65,2,Y3785,1,,,,,,,,,,9,09,,,,,,,126,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00165,1965813799,65,2,Y3799,1,,,,,,,,,,9,07,,,,,,,173,,6,,,,81,0728,,,,,,,,,1973,8.0
73IN00166,1965813843,65,2,Y3843,1,,,,,,,,,,9,07,,,,,,,138,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00167,1965813854,65,2,Y3854,1,,,,,,,,,,9,08,,,57,,,03,142,162,2,,,,81,0920,,,,,,,,,1973,8.0
73IN00168,1965813858,65,2,Y3858,1,,,,,,,,,,9,09,,,,,,,145,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00169,1965813861,65,2,Y3861,1,,,,,,,,,,9,08,,,11,,,05,138,150,,,,,81,,,,,,,,,,1973,8.0
73IN00170,1965813865,65,2,Y3865,1,,,,,,,,,,9,07,,,,,,,,,6,,,,81,0310,,,,,,,,,1973,8.0
73IN00171,1965813875,65,2,Y3875,1,,,,,,,,,,9,09,,,12,,,06,156,166,,,,,81,,,,,,,,,,1973,8.0
73IN00172,1965813899,65,2,Y3899,1,,,,,,,,,,9,08,,,,,,,134,,,,,,81,,,,,,,,,,1973,8.0
73IN00173,1965813901,65,2,Y3901,1,,,,,,,,,,9,07,,,11,,,03,148,155,,,,,81,,,,,,,,,,1973,8.0
73IN00174,1965813941,65,2,Y3941,1,,,,,,,,,,9,07,,,57,,,02,166,160,2,,,,81,0920,,,,,,,,,1973,8.0
73IN00175,1965813951,65,2,Y3951,1,,,,,,,,,,9,08,,,,,,,162,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00176,1965813958,65,2,Y3958,1,,,,,,,,,,9,08,,,,,,,136,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00177,1965813982,65,2,Y3982,1,,,,,,,,,,9,07,,,11,,,03,147,160,,,,,81,,,,,,,,,,1973,8.0
73IN00178,1965814017,65,2,Y4017,1,,,,,,,,,,9,09,,,57,,,03,134,140,2,,,,81,0920,,,,,,,,,1973,8.0
73IN00179,1965814023,65,2,Y4023,1,,,,,,,,,,9,08,,,,,,,160,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00180,1965814028,65,2,Y4028,1,,,,,,,,,,9,07,,,,,,,142,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00181,1965814055,65,2,Y4055,1,,,,,,,,,,9,08,,,,,,,152,,3,,,,81,0618,,,,,,,,,1973,8.0
73IN00182,1965814060,65,2,Y4060,1,,,,,,,,,,9,09,,,,,,,140,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00183,1965814122,65,2,Y4122,1,,,,,,,,,,9,09,,,12,,,03,180,176,,,,,81,,,,,,,,,,1973,8.0
73IN00184,1965814128,65,2,Y4128,1,,,,,,,,,,9,08,,,,,,,,,3,,,,81,0212,,,,,,,,,1973,8.0
73IN00185,1965814136,65,2,Y4136,1,,,,,,,,,,9,09,,,,,,,133,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00186,1965814163,65,2,Y4163,1,,,,,,,,,,9,08,,,,,,,,,6,,,,81,0409,,,,,,,,,1973,8.0
73IN00187,1965814164,65,2,Y4164,1,,,,,,,,,,9,07,,,,,,,160,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00188,1965814186,65,2,Y4186,1,,,,,,,,,,9,08,,,,,,,162,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00189,1965814193,65,2,Y4193,1,,,,,,,,,,9,09,,,11,,,03,144,150,,,,,81,,,,,,,,,,1973,8.0
73IN00190,1965814203,65,2,Y4203,1,,,,,,,,,,9,08,,,,,,,,,3,,,,81,0212,,,,,,,,,1973,8.0
73IN00191,1965814223,65,2,Y4223,1,,,,,,,,,,9,08,,,,,,,110,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00192,1965814226,65,2,Y4226,1,,,,,,,,,,9,07,,,,,,,135,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00193,1965814284,65,2,Y4284,1,,,,,,,,,,9,09,,,,,,,127,,3,,,,81,0529,,,,,,,,,1973,8.0
73IN00194,1965814285,65,2,Y4285,1,,,,,,,,,,9,09,,,57,,,02,146,156,2,,,,81,0920,,,,,,,,,1973,8.0
