UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
84IN00019,1976014675,76,2,P4675,,72, 04,3,1,1,,1,,1,,80,159,, 1,,, 1,141,142,,,30,,01,,,423407,5,,269507,,,1984
84IN00020,1976014683,76,2,P4683,,70, 04,,1,1,,1,,1,,80,,704,,,, 2,120,135,,,30,,01,,,423407,1,,138107,,,1984
84IN00021,1976014720,76,2,P4720,,70, 10,,1,1,,0,,1,,80,,701,,,, 9,166,166,,,30,,01,,,380908,2,,248909,,,1984
84IN00022,1976014741,76,2,P4741,,71, 06,,1,1,,1,,1,,80,,714,,,, 3,123,134,,,30,,01,,,404307,2,,250007,,,1984
84IN00023,1976014751,76,2,P4751,,73, 11,,1,1,,0,,,,80,,,,,,,151,0,,,30,,01,,,213708,8,,002109,,,1984
84IN00024,1976014781,76,2,P4781,,71, 11,,1,3,,0,,1,,80,,,,,,11,141,152,3,,30,  5,01,1203,,213708,2,,236009,93,,1984
84IN00025,1976014806,76,2,P4806,,72, 04,3,1,1,,1,,1,,80,148,,,,, 2,127,0,,,30,,01,,,423407,5,,246707,,,1984
84IN00026,1976014822,76,2,P4822,,75, 12,,1,3,,0,,1,,80,,,,,,12,166,148,3,,30,  3,01,1001,,118908,8,,142309,93,,1984
84IN00027,1976014842,76,2,P4842,,49, 02,3,1,1,,0,,1,,80,150,002, 2,,, 2,128,175,,,02,,01,,,248604,5,,229004,,,1984
84IN00028,1976014861,76,2,P4861,,72, 08,4,1,1,,0,,1,,80,147,,,,, 2,117,0,,,30,,01,,,376209,5,,154408,,,1984
84IN00029,1976014872,76,2,P4872,,73, 39,,1,,,0,,,,80,,,,,,,0,0,3,,30,,01,0423,,352608,*,,091109,05,,1984
84IN00030,1976014887,76,2,P4887,,75, 08,,1,2,,0,0,1,,80,,, 2,,, 2,128,123,,,30,,01,,,376209,8,,119108,,,1984
84IN00031,1976014888,76,2,P4888,,70, 08,,1,1,,0,,1,,80,,704,,,, 3,143,139,,,30,,01,,,376209,3,,317408,,,1984
84IN00032,1976014898,76,2,P4898,,71, 07,,1,7,,0,,1,,80,,,,,,,111,0,7,,30,,01,0913,,364909,1,,083308,97,,1984
84IN00033,1976014915,76,2,P4915,,49, 01,4,1,1,,0,,1,,80,175,441,,,, 3,141,134,,,02,,01,,,351804,5,,320504,,,1984
84IN00034,1976014931,76,2,P4931,,75, 09,,1,,,0,,1,,80,,,,,,,0,0,6,,30,,01,0402,,339109,*,,069608,19,,1984
84IN00035,1976014935,76,2,P4935,,76, 03,2,1,2,,0,,1,,80,154,, 2,,, 2,151,178,2,,01,230,01,0920,,320204,5,,215801,92,,1984
84IN00036,1976014943,76,2,P4943,,70, 11,,1,7,,0,,1,,80,,,,,,,121,0,7,,30,,01,0913,,213708,1,,284309,97,,1984
84IN00037,1976014947,76,2,P4947,,71, 08,,1,,,0,,1,,80,,,,,,,124,0,6,,30,,01,0717,,376209,3,,010508,68,,1984
84IN00038,1976014975,76,2,P4975,,71, 12,,1,1,,0,,1,,80,,713,,,, 1,155,166,,,30,,01,,,118908,2,,009709,,,1984
84IN00039,1976014990,76,2,P4990,,73, 10,,1,1,,0,,,,80,,,,,, 9,189,181,,,30,,01,,,380908,8,,016909,,,1984
84IN00040,1976015011,76,2,P5011,,74, 05,,1,,,1,,,,80,,,,,,,0,0,3,,30,,01,0423,,386307,*,,286207,05,,1984
84IN00041,1976015077,76,2,P5077,,72, 36,2,1,3,,0,,1,,80,196,,12,,,12,153,175,3,,30,  5,01,1203,,233109,5,,346908,93,,1984
84IN00042,1976015152,76,2,P5152,,74, 08,4,1,1,,0,,,,80,157,, 1,,, 1,137,148,,,30,,01,,,376209,5,,017708,,,1984
84IN00043,1976015164,76,2,P5164,,74, 39,3,1,,,0,,,,80,148,,,,, 2,115,0,6,,30,,01,1002,,352608,5,,125709,05,,1984
84IN00044,1976015186,76,4,P5186,,00, 36,,1,1,,0,,,,80,,,,,,,154,172,,,30,,01,,,233109,M,,023508,,,1984
84IN00045,1976015241,76,2,P5241,,75, 08,,2,3,,0,,1,,75,,, 2,,, 2,95,108,,,30,  1,01,,,000009,8,,162708,,,1984
84IN00046,1976015251,76,2,P5251,,75, 08,,2,,,0,,1,,75,,,,,,,95,0,3,,30,,01,0730,,000009,8,,368108,93,,1984
84IN00047,1976015257,76,2,P5257,,75, 07,,2,1,,0,,1,,75,,, 2,,, 2,131,165,,,30,,01,,,000009,8,,202008,,,1984
84IN00048,1976015265,76,2,P5265,,73, 09,,2,1,,0,,1,,75,,,,,, 1,149,165,,,30,,01,,,000009,5,,182708,,,1984
84IN00049,1976015270,76,2,P5270,,73, 04,,2,1,,1,,1,,75,,,,,, 1,168,162,,,30,,01,,,000007,8,,308407,,,1984
84IN00050,1976015272,76,2,P5272,,76, 02,4,2,2,,0,,1,,75,183,, 2,,, 2,145,170,2,,02,230,01,0920,,000004,5,,152704,92,,1984
84IN00051,1977015346,77,2,P5346,,74, 11,4,1,1,,0,,1,,70,144,,,,, 3,125,0,,,30,,01,,,441508,5,,344409,,,1984
84IN00052,1977015354,77,2,P5354,,73, 08,,1,1,,0,,1,,70,,,,,,,194,0,,,30,,01,,,237909,8,,397208,,,1984
84IN00053,1977015378,77,2,P5378,,73, 08,,1,1,,0,,1,,70,,,,,,,204,0,,,30,,01,,,237909,8,,001908,,,1984
84IN00054,1977015381,77,2,P5381,,72, 05,5,1,1,,0,,1,,70,211,,,,, 2,186,0,,,30,,01,,,425309,5,,261308,,,1984
84IN00055,1977015396,77,2,P5396,,74, 11,,1,,,0,,1,,70,,,,,,,0,0,7,,30,,01,0529,,441508,*,,351509,97,,1984
84IN00056,1977015400,77,2,P5400,,74, 07,1,1,1,,0,,1,,70,138,,,,, 2,125,0,,,30,,01,,,237909,5,,289808,,,1984
84IN00057,1977015401,77,2,P5401,,73, 06,,1,1,,0,,1,,70,,,,,, 9,160,166,,,30,,01,,,425309,5,,239808,,,1984
84IN00058,1977015415,77,2,P5415,,74, 09,2,1,1,,0,,1,,70,144,,,,, 3,129,110,,,30,,01,,,440208,5,,015709,,,1984
84IN00059,1977015444,77,2,P5444,,74, 07,5,1,1,,0,,1,,70,182,,,,, 2,152,0,,,30,,01,,,237909,5,,123408,,,1984
84IN00060,1977015471,77,2,P5471,,74, 11,3,1,1,,0,,1,,70,142,, 1,,, 1,123,145,,,30,,01,,,441508,5,,170409,,,1984
84IN00061,1977015475,77,2,P5475,,72, 09,2,1,,,0,,1,,70,132,,,,, 3,0,0,6,,30,,01,0502,,440208,*,,246509,19,,1984
84IN00062,1977015506,77,2,P5506,,74, 03,2,1,1,,1,,1,,70,139,, 1,,, 1,125,152,,,30,,01,,,448507,5,,269507,,,1984
84IN00063,1977015522,77,2,P5522,,72, 10,3,1,1,,0,,1,,70,157,, 2,,, 2,128,135,,,30,,01,,,440208,5,,008909,,,1984
84IN00064,1977015536,77,2,P5536,,72, 10,3,1,1,,0,,1,,70,163,, 3,,, 3,142,173,,,30,,01,,,440208,5,,218309,,,1984
84IN00065,1977015589,77,2,P5589,,70, 23,,1,1,,0,,1,,70,,703,,,, 2,140,166,,,30,,01,,,237909,2,,355708,,,1984
84IN00066,1977015594,77,2,P5594,,70, 22,,1,1,,1,,1,,70,,703,,,, 2,153,174,,,30,,01,,,437007,2,,193407,,,1984
84IN00067,1977015598,77,2,P5598,,71, 22,,1,1,,1,,1,,70,,714,,,, 2,120,145,,,30,,01,,,437007,5,,259107,,,1984
84IN00068,1977015609,77,2,P5609,,71, 22,,1,3,,1,,1,,70,,,,,, 1,109,123,3,,30,,01,0924,,437007,1,,382207,68,,1984
84IN00069,1977015666,77,2,P5666,,71, 22,,1,1,,1,,1,,70,,714,,,, 1,152,153,,,30,,01,,,437007,2,,138107,,,1984
84IN00070,1977015676,77,2,P5676,,70, 21,,1,7,,1,,1,,70,,,,,,,96,0,7,,30,,01,0913,,476107,2,,245207,97,,1984
84IN00071,1977015685,77,2,P5685,,75, 19,,1,1,,0,,1,,70,,, 1,,, 1,115,128,,,30,,01,,,425309,8,,182708,,,1984
84IN00072,1977015686,77,2,P5686,,70, 21,,1,,,1,,1,,70,,,,,,,186,0,6,,30,,01,0805,,476107,3,,149807,32,,1984
84IN00073,1977015687,77,2,P5687,,70, 21,,1,1,,1,,1,,70,,704,,,, 9,136,149,,,30,,01,,,476107,2,,149807,,,1984
84IN00074,1977015705,77,2,P5705,,75, 18,,1,1,,1,,1,,70,,,10,,,10,140,160,,,30,,01,,,511807,8,,143007,,,1984
84IN00075,1977015725,77,2,P5725,,71, 26,2,1,3,,1,,1,,70,152,,,,,12,0,0,3,,30,,01,0305,,476007,*,,313307,05,,1984
84IN00076,1977015729,77,2,P5729,,71, 22,,1,1,,1,,1,,70,,712,,,, 2,125,148,,,30,,01,,,437007,5,,456807,,,1984
84IN00077,1977015748,77,2,P5748,,72, 25,4,1,1,,0,,1,,70,162,,,,, 4,145,0,,,30,,01,,,427408,5,,248909,,,1984
84IN00078,1977015760,77,2,P5760,,70, 21,,1,1,,1,,1,,70,,701,,,, 2,111,135,,,30,,01,,,476107,2,,154107,,,1984
84IN00079,1977015767,77,2,P5767,,49, 13,3,1,1,,0,,1,,70,181,441, 2,,, 2,150,173,,,02,,01,,,472404,5,,323504,,,1984
84IN00080,1977015768,77,2,P5768,,49, 13,3,1,1,,0,,1,,70,180,441, 1,,, 1,150,166,,,02,,01,,,472404,5,,323504,,,1984
84IN00081,1977015777,77,2,P5777,,72, 21,3,1,1,,1,,1,,70,182,, 1,,, 1,145,170,,,30,,01,,,476107,5,,070407,,,1984
84IN00082,1977015796,77,2,P5796,,49, 15,2,1,,,0,,0,,70,179,,,,, 9,145,0,3,,02,,01,0604,,413204,9,,011404,93,,1984
84IN00083,1977015815,77,2,P5815,,71, 26,,1,1,,1,,1,,70,,713,,,, 2,142,159,,,30,,01,,,476007,3,,443807,,,1984
84IN00084,1977015825,77,2,P5825,,75, 18,,1,1,,1,,1,,70,,, 1,,, 1,145,157,,,30,,01,,,511807,8,,315107,,,1984
84IN00085,1977015833,77,2,P5833,,49, 15,,1,1,,0,,1,,70,,005,,,, 3,158,166,,,02,,01,,,413204,1,,229004,,,1984
84IN00086,1977015837,77,2,P5837,,71, 22,,1,1,,1,,1,,70,,714,,,, 2,136,152,,,30,,01,,,437007,2,,187907,,,1984
84IN00087,1977015842,77,2,P5842,,71, 25,,1,1,,0,,1,,70,,711,,,, 2,136,144,,,30,,01,,,427408,3,,236009,,,1984
84IN00088,1977015906,77,2,P5906,,71, 26,,1,1,,1,,1,,70,,712,,,, 1,130,138,,,30,,01,,,476007,2,,478107,,,1984
84IN00089,1977015925,77,2,P5925,,75, 18,,1,1,,1,,1,,70,,, 1,,, 1,147,168,,,30,,01,,,511807,8,,345707,,,1984
84IN00090,1977015940,77,2,P5940,,70, 21,,1,1,,1,,1,,70,,702,,,, 1,164,167,,,30,,01,,,476107,2,,138407,,,1984
84IN00091,1977015943,77,2,P5943,,70, 21,,1,,,1,,1,,70,,,,,,,0,0,6,,30,,01,0519,,476107,*,,318607,01,,1984
84IN00092,1977015951,77,2,P5951,,71, 25,,1,1,,0,,1,,70,,713,,,, 2,145,155,,,30,,01,,,427408,3,,199909,,,1984
84IN00093,1977015953,77,2,P5953,,75, 19,,1,,,0,,1,,70,,,,,,,0,0,6,,30,,01,0129,,425309,*,,297608,19,,1984
84IN00094,1977015969,77,2,P5969,,71, 26,,1,1,,1,,1,,70,,711,,,, 2,140,167,,,30,,01,,,476007,1,,464407,,,1984
84IN00095,1977016041,77,2,P6041,,49, 15,,1,7,,0,,0,,70,,441,,,, 2,191,190,,,02,,01,,,413204,5,,157604,,,1984
84IN00096,1977016107,77,2,P6107,,72, 21,2,1,1,,1,,1,,70,148,,,,, 2,135,0,,,30,,01,,,476107,5,,492507,,,1984
84IN00097,1977016118,77,2,P6118,,49, 16,,1,,3,0,,0,,70,,,,,,,0,0,3,,02,,01,0109,,351804,*,,230004,93,,1984
84IN00098,1977016138,77,2,P6138,,70, 21,,1,1,,1,,1,,70,,702,,,, 2,139,165,,,30,,01,,,476107,5,,503807,,,1984
84IN00099,1977016166,77,1,P6166,,76, 14,,1,,3,0,,,,70,,,,,,,193,0,3,,02,,01,0730,,460704,M,,302304,93,,1984
84IN00100,1977016167,77,2,P6167,,75, 17,,1,3,,1,,1,,70,,,11,,,11,104,100,3,,30,,01,0924,,487707,8,,479507,03,,1984
84IN00101,1977016180,77,2,P6180,,73, 02,,2,7,,1,,1,,65,,,,,,,179,0,7,,30,,01,0913,,504107,8,,493407,97,,1984
84IN00102,1977016182,77,2,P6182,,73, 02,,2,3,,1,,1,,65,,,,,, 1,117,111,3,,30,  3,01,1001,,504107,8,,487207,93,,1984
84IN00103,1977016195,77,2,P6195,,73, 05,,2,1,,0,,1,,65,,,,,,,190,0,,,30,,01,,,427408,8,,161109,,,1984
84IN00104,1977016202,77,4,P6202,,73, 01,,2,,3,0,,,,65,,,,,,,0,0,6,,30,,01,0414,,479407,*,,221707,80,,1984
84IN00105,1977016208,77,2,P6208,,74, 06,4,2,1,,0,,1,,65,151,,,,, 5,122,0,,,30,,01,,,237909,5,,005808,,,1984
84IN00106,1977016236,77,2,P6236,,49, 07,3,2,1,,0,,1,,65,169,441, 1,,, 1,128,160,,,02,,01,,,000004,5,,226804,,,1984
84IN00107,1977016243,77,2,P6243,,75, 11,,2,1,,1,,1,,65,,, 6,,, 6,131,164,,,30,,01,,,515407,8,,509107,,,1984
84IN00108,1977016245,77,2,P6245,,75, 13,,2,3,,0,,1,,65,,, 2,,, 2,165,191,,,30,  1,01,,,425309,8,,370508,,,1984
84IN00109,1977016247,77,2,P6247,,49, 09,3,2,8,,0,,1,,65,163,004,,,, 9,125,153,,,02,,01,,,000004,9,,484504,,,1984
84IN00110,1977016250,77,2,P6250,,49, 09,2,2,1,,0,,1,,65,133,441, 1,,, 1,118,138,,,02,,01,,,000004,5,,464704,,,1984
84IN00111,1977016254,77,2,P6254,,75, 14,,2,1,,0,,1,,65,,, 1,,, 1,129,148,,,30,,01,,,427408,8,,063909,,,1984
84IN00112,1978016266,78,2,P6266,,75,005,,1,1,,0,,1,,60,,, 1,,, 1,152,173,,,30,,01,,,282908,8,,063409,,,1984
84IN00113,1978016278,78,2,P6278,,73,007,,1,1,,0,,1,,60,,,,,, 1,197,190,,,30,,01,,,233109,8,,219308,,,1984
84IN00114,1978016314,78,2,P6314,,72,008,3,1,1,,0,,1,,60,182,,,,, 3,147,0,,,30,,01,,,425309,5,,139408,,,1984
84IN00115,1978016332,78,2,P6332,,73, 07,,1,1,,0,,1,,60,,,,,,,192,0,,,30,,01,,,233109,8,,001908,,,1984
84IN00116,1978016351,78,2,P6351,,76,011,4,1,1,,0,,1,,60,227,,,,, 1,198,0,,,32,,01,,,479407,5,,250904,,,1984
84IN00117,1978016370,78,2,P6370,,73,007,,1,1,,0,,1,,60,,,,,,,197,0,,,30,,01,,,233109,8,,369508,,,1984
84IN00118,1978016400,78,2,P6400,,72,005,4,1,1,,0,,1,,60,188,,,,, 3,160,0,,,30,,01,,,282908,5,,317609,,,1984
84IN00119,1978016402,78,2,P6402,,76,012,2,1,1,,0,,1,,60,137,,,,, 2,120,0,,,02,,01,,,368304,5,,226904,,,1984
84IN00120,1978016424,78,2,P6424,,49,013,4,1,3,,0,,1,,60,199,, 2,,, 2,150,142,3,,02,,01,0924,,435204,5,,367302,68,,1984
84IN00121,1978016431,78,2,P6431,,75,010,,1,,,1,,1,,60,,,,,,,0,0,6,,30,,01,0104,,524507,*,,524007,19,,1984
84IN00122,1978016486,78,2,P6486,,74,008,5,1,1,,0,,1,,60,198,,,,, 2,161,0,,,30,,01,,,425309,5,,289808,,,1984
84IN00123,1978016521,78,2,P6521,,72,004,3,1,1,,1,,1,,60,156,,,,, 2,147,0,,,30,,01,,,549107,5,,207207,,,1984
84IN00124,1978016540,78,2,P6540,,75,009,,1,1,,1,,1,,60,,, 1,,, 1,99,119,,,30,,01,,,523007,8,,305007,,,1984
84IN00125,1978016557,78,2,P6557,,74,004,,1,,,1,,1,,60,,,,,,,0,0,3,,30,,01,0109,,549107,*,,516407,93,,1984
84IN00126,1978016565,78,2,P6565,,74,006,4,1,1,,0,,1,,60,170,,,,, 4,145,0,,,30,,01,,,427408,5,,284409,,,1984
84IN00127,1978016566,78,2,P6566,,74,006,3,1,3,,0,,1,,60,173,, 1,,, 1,140,123,3,,30,  3,01,1001,,427408,5,,284409,93,,1984
84IN00128,1978016568,78,2,P6568,,73,005,,1,,,0,,1,,60,,,,,,,178,0,6,,30,,01,0809,,282908,8,,008909,05,,1984
84IN00129,1978016607,78,2,P6607,,75,009,,1,1,,1,,1,,60,,, 1,,, 1,156,172,,,30,,01,,,523007,8,,269907,,,1984
84IN00130,1978016629,78,2,P6629,,73,005,,1,1,,0,,1,,60,,,,,,,164,0,,,30,,01,,,282908,8,,412509,,,1984
84IN00131,1978016633,78,2,P6633,,76,011,2,1,1,,0,,1,,60,157,,,,, 3,138,0,,,32,,01,,,479407,5,,196704,,,1984
84IN00132,1978016640,78,2,P6640,,76,012,2,1,3,3,0,,1,,60,141,,11,,,11,109,138,6,,02,  4,01,1221,,368304,5,,443204,95,,1984
84IN00133,1978016651,78,2,P6651,,75,009,,1,1,,1,,1,,60,,, 1,,, 1,145,166,,,30,,01,,,523007,8,,526607,,,1984
84IN00134,1978016655,78,2,P6655,,75,009,,1,1,,1,,1,,60,,, 1,,, 1,148,161,,,30,,01,,,523007,8,,245107,,,1984
84IN00135,1978016667,78,2,P6667,,76,012,3,1,3,,0,,1,,60,164,,,,,12,0,0,3,,02,,01,0305,,368304,*,,365104,05,,1984
84IN00136,1978016680,78,2,P6680,,75,007,,1,1,,0,,1,,60,,, 1,,, 1,162,174,,,30,,01,,,233109,8,,182708,,,1984
84IN00137,1978016700,78,2,P6700,,76,011,3,1,2,,0,,1,,60,178,, 2,,, 2,165,190,2,,32,154,01,0920,,479407,5,,118804,92,,1984
84IN00138,1978016702,78,2,P6702,,75,010,,1,3,,1,,1,,60,,,,,, 1,100,125,6,,30,  6,01,1001,,524507,8,,213907,76,,1984
84IN00139,1978016706,78,2,P6706,,74,006,3,1,1,,0,,0,,60,186,,,,, 3,171,0,,,30,,01,,,427408,5,,202409,,,1984
84IN00140,1978016712,78,2,P6712,,76,011,4,1,1,,0,,1,,60,179,,,,, 5,159,0,,,32,,01,,,479407,5,,419404,,,1984
84IN00141,1978016722,78,2,P6722,,76,012,1,1,3,,0,,1,,60,122,,,,, 3,0,0,3,,02,,01,0305,,368304,*,,384704,02,,1984
84IN00142,1978016742,78,2,P6742,,76,013,3,1,1,,0,,1,,60,176,,,,, 3,152,0,3,,02,,01,1203,,435204,5,,330304,93,,1984
84IN00143,1978016755,78,2,P6755,,75,006,,1,1,,0,,1,,60,,, 2,,, 2,155,181,,,30,,01,,,427408,8,,439809,,,1984
84IN00144,1978016814,78,2,P6814,,49,012,4,1,1,,0,,1,,60,196,003,,,, 2,175,192,,,02,,01,,,368304,5,,325604,,,1984
84IN00145,1978016860,78,2,P6860,,76,012,2,1,2,,0,,1,,60,134,, 1,,, 1,114,148,2,,02,229,01,0920,,368304,5,,486904,92,,1984
84IN00146,1978016872,78,2,P6872,,49,012,3,1,1,,0,,1,,60,175,441,,,, 2,153,163,,,02,,01,,,368304,5,,405204,,,1984
84IN00147,1978016920,78,2,P6920,,72,001,2,1,1,,1,,1,,60,134,, 1,,, 1,103,119,,,30,,01,,,535807,5,,221707,,,1984
84IN00148,1978016934,78,2,P6934,,73,001,,1,,,1,,1,,60,,,,,,,122,0,6,,30,,01,0613,,535807,8,,548907,76,,1984
84IN00149,1978016936,78,2,P6936,,73,001,4,1,1,,1,,1,,60,176,,,,, 3,147,0,,,30,,01,,,535807,5,,552007,,,1984
84IN00150,1978016946,78,2,P6946,,73,002,,1,1,,1,,1,,60,,,,,, 2,135,130,,,30,,01,,,539907,8,,538407,,,1984
84IN00151,1978016953,78,2,P6953,,74,008,,1,3,,0,,1,,60,,,,,,12,165,175,3,,30,  5,01,1203,,425309,5,,125508,93,,1984
84IN00152,1978016978,78,2,P6978,,76,011,3,1,,,0,,1,,60,136,,,,, 1,0,0,6,,32,,01,0314,,479407,*,,422004,57,,1984
84IN00153,1978017007,78,2,P7007,,70,704,,1,,,1,,1,,60,,,,,,,91,0,3,,30,,01,0604,,584607,9,,468307,76,,1984
84IN00154,1978017034,78,2,P7034,,70,701,,1,1,,0,,1,,60,,701,,,, 2,155,161,,,30,,01,,,233109,3,,170308,,,1984
84IN00155,1978017038,78,2,P7038,,70,703,,1,1,,1,,1,,60,,703,,,, 9,157,168,,,30,,01,,,573507,2,,293007,,,1984
84IN00156,1978017044,78,2,P7044,,71,714,,1,1,,1,,1,,60,,714,,,, 2,163,169,,,30,,01,,,479407,3,,455507,,,1984
84IN00157,1978017066,78,2,P7066,,71,714,,1,1,,1,,1,,60,,711,,,, 9,168,170,,,30,,01,,,479407,2,,318107,,,1984
84IN00158,1978017076,78,2,P7076,,71,712,,1,3,,0,,1,,60,,,,,,11,119,146,,,30,  5,01,,,213708,5,,127709,,,1984
84IN00159,1978017077,78,2,P7077,,72,701,3,1,,,0,,1,,60,176,,,,, 2,130,0,6,,30,,01,0815,,233109,5,,069608,19,,1984
84IN00160,1978017093,78,2,P7093,,72,701,,1,,,0,,1,,60,,,,,,,96,0,3,,30,,01,0604,,233109,8,,301008,93,,1984
84IN00161,1978017105,78,2,P7105,,70,701,,1,,,0,,1,,60,,,,,,,167,0,6,,30,,01,0712,,233109,3,,315408,01,,1984
84IN00162,1978017114,78,2,P7114,,70,703,,1,1,,1,,1,,60,,704,,,, 2,145,154,,,30,,01,,,573507,1,,589907,,,1984
84IN00163,1978017130,78,2,P7130,,71,713,,1,2,,1,2,1,,60,,,,,, 1,135,160,2,,30,120,01,0920,,556507,5,,313307,92,,1984
84IN00164,1978017131,78,2,P7131,,71,713,,1,1,,1,,1,,60,,712,,,, 2,142,180,,,30,,01,,,556507,5,,313307,,,1984
84IN00165,1978017150,78,2,P7150,,76,707,2,1,1,,0,,1,,60,164,,,,, 2,152,0,,,32,,01,,,539907,5,,591504,,,1984
84IN00166,1978017161,78,2,P7161,,70,703,,1,1,,1,,1,,60,,701,,,, 2,136,138,3,,30,,01,1105,,573507,2,,502707,93,,1984
84IN00167,1978017165,78,2,P7165,,72,714,,1,1,,1,,1,,60,,,,,, 2,175,175,,,30,,01,,,479407,1,,467507,,,1984
84IN00168,1978017167,78,2,P7167,,71,713,,1,3,,1,,1,,60,,,,,,11,150,156,3,,30,  5,01,1203,,556507,1,,464107,93,,1984
84IN00169,1978017196,78,2,P7196,,71,712,,1,1,,0,,1,,60,,713,,,, 1,132,165,,,30,,01,,,213708,5,,075609,,,1984
84IN00170,1978017210,78,2,P7210,,72,704,2,1,3,,1,,1,,60,145,,,,,12,0,0,3,,30,,01,0305,,584607,*,,465607,05,,1984
84IN00171,1978017252,78,2,P7252,,71,714,,1,1,,1,,1,,60,,714,,,, 2,158,175,,,30,,01,,,479407,1,,596907,,,1984
84IN00172,1978017269,78,2,P7269,,70,704,,1,3,,1,,1,,60,,,,,, 2,116,107,3,,30,,01,0924,,584607,2,,577807,03,,1984
84IN00173,1978017275,78,2,P7275,,71,713,,1,1,,1,,1,,60,,711,,,, 2,115,117,,,30,,01,,,556507,2,,492007,,,1984
84IN00174,1978017293,78,2,P7293,,70,704,,1,1,,1,,1,,60,,701,,,, 2,164,140,,,30,,01,,,584607,1,,154107,,,1984
84IN00175,1978017300,78,2,P7300,,70,703,,1,1,,1,,1,,60,,703,,,, 1,151,178,,,30,,01,,,573507,5,,496307,,,1984
84IN00176,1978017302,78,2,P7302,,72,712,,1,1,,0,,1,,60,,,,,, 2,133,153,,,30,,01,,,213708,1,,324509,,,1984
84IN00177,1978017317,78,2,P7317,,75,015,,1,1,,1,,1,,60,,, 1,,, 1,116,130,,,30,,01,,,541307,8,,509107,,,1984
84IN00178,1978017321,78,2,P7321,,76,707,3,1,1,,0,,1,,60,156,,,,, 2,150,0,,,32,,01,,,539907,5,,600304,,,1984
84IN00179,1978017331,78,2,P7331,,70,704,,1,1,,1,,1,,60,,704,,,, 2,121,124,,,30,,01,,,584607,1,,207607,,,1984
