UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,C4445,STAPL,CLFL,BRDNEW,DAYDIS,GRFL,FLGR,C6263,SIRE,SB1,C6973,DAM,DB1,AGE_BRDG,C80,YRREC,AGE
60IN00001,1951101647,51,2,U1647,0,68,,10,,,,,0,,,,,,,,128,152,2,,,,10,0927,,,,,,2  32,,,9,,1960,9.0
60IN00002,1952101650,52,2,U1650,0,68,,10,,,,,9,,,,,,,,118,138,3,,,,10,1121,,,,,,1,,,8,,1960,8.0
60IN00003,1952101655,52,2,U1655,0,68,,10,,,,,9,,,,,,,,150,177,2,,,,10,0927,,,,,,1  31,,,8,,1960,8.0
60IN00004,1952101666,52,2,U1666,0,68,,10,,,,,9,,,,,,,,130,149,2,,,,10,0927,,,,,,1  31,,,8,,1960,8.0
60IN00005,1952101685,52,2,U1685,0,68,,10,,,,,9,,,,,,,,,,6,,,,10,0420,,,,,,,,,8,,1960,8.0
60IN00006,1952101688,52,2,U1688,0,68,,10,,,,,9,,,,,,,,116,142,2,,,,10,0927,,,,,,1  31,,,8,,1960,8.0
60IN00007,1952101690,52,2,U1690,0,68,,10,,,,,9,,,,,,,,135,133,2,,,,10,0927,,,,,,1  31,,,8,,1960,8.0
60IN00008,1952101691,52,2,U1691,0,68,,10,,,,,9,,,,,,,,128,154,2,,,,10,0927,,,,,,1  31,,,8,,1960,8.0
60IN00009,1952101696,52,2,U1696,0,68,,10,,,,,9,,,,,,,,126,150,2,,,,10,0927,,,,,,1  31,,,8,,1960,8.0
60IN00010,1954101728,54,2,U1728,0,69,508,10,,07,,,7,,4,4,,090,13,,142,158,,,074, 50,10,,096,2,,0705,2,2  19,8,,6,,1960,6.0
60IN00011,1954101731,54,2,U1731,0,69,469,10,,08,,,7,,4,1,,081,11,,116,144,,,080, 40,10,,093,2,,1853,2,2  21,8,,6,,1960,6.0
60IN00012,1954101733,54,2,U1733,0,69,519,10,,05,,,7,,4,3,,085,15,,131,140,,,076, 46,10,,098,2,,0069,2,1  58,0,,6,,1960,6.0
60IN00013,1954101743,54,2,U1743,0,69,358,10,,05,,,7,,4,3,,101,13,,117,,7,,070, 41,10,1201,097,2,,0511,2,1,,,6,,1960,6.0
60IN00014,1954101758,54,2,U1758,0,69,469,10,,07,,,7,,4,3,,091,15,,132,155,,,080, 40,10,,075,2,,1853,2,2  22,8,,6,,1960,6.0
60IN00015,1954101759,54,2,U1759,0,69,499,10,,06,,,7,,4,3,,090,12,,146,155,,,081, 41,10,,089,2,,1771,2,5  65,0,,6,,1960,6.0
60IN00016,1954101762,54,2,U1762,0,69,508,10,,06,,,7,,4,3,,080,15,,122,151,,,073, 40,10,,089,2,,0705,2,2  23,8,,6,,1960,6.0
60IN00017,1954101778,54,2,U1778,0,69,408,10,,10,,,7,,4,4,,091,15,,159,,6,,072, 38,10,0919,094,2,,0714,2,3,,,6,,1960,6.0
60IN00018,1954101781,54,2,U1781,0,69,328,10,,07,,,7,,4,1,,083,11,,128,135,2,,066, 36,10,0927,080,2,,7491,1,5  29,,,6,,1960,6.0
60IN00019,1954101789,54,2,U1789,0,69,398,10,,07,,8,7,,4,3,,094,10,,148,168,,,076, 49,10,,098,2,,0396,2,3  24,8,,6,,1960,6.0
60IN00020,1955101803,55,2,U1803,0,69,358,10,,06,,,6,,4,4,,091,09,,128,146,,,092,054,10,,138,2,,0511,2,2  56,0,,5,,1960,5.0
60IN00021,1955101806,55,2,U1806,0,69,498,10,,08,,,6,,4,4,,098,10,,144,160,,,088,060,10,,128,1,,1037,2,1  25,8,,5,,1960,5.0
60IN00022,1955101812,55,2,U1812,0,69,718,10,,08,,,6,,4,4,,096,09,,143,173,,,081,047,10,,100,2,,7473,3,1  26,8,,5,,1960,5.0
60IN00023,1955101816,55,2,U1816,0,69,498,10,,08,,,6,,4,4,,090,13,,132,162,3,,082,054,10,1122,107,2,,1037,2,1,,,5,,1960,5.0
60IN00024,1955101817,55,2,U1817,0,69,738,10,,05,,,6,,4,3,,108,12,,160,172,,,093,059,10,,119,2,,7019,3,5  55,0,,5,,1960,5.0
60IN00025,1955101821,55,2,U1821,0,69,268,10,,08,,,6,,4,1,,077,09,,120,137,,,089,044,10,,079,2,,1008,2,1  29,8,,5,,1960,5.0
60IN00026,1955101827,55,2,U1827,0,69,368,10,,10,,,6,,4,5,,095,10,,147,165,3,,100,054,10,1208,111,2,,0939,2,1,,,5,,1960,5.0
60IN00027,1955101828,55,2,U1828,0,69,458,10,,09,,,6,,4,4,,087,12,,90,137,2,,092,048,10,0927,107,1,,1828,1,1  28,,,5,,1960,5.0
60IN00028,1955101829,55,2,U1829,0,69,498,10,,07,,,6,,4,4,,098,14,,141,169,3,,081,054,10,1121,123,2,,1037,2,1,,,5,,1960,5.0
60IN00029,1955101844,55,2,U1844,0,69,718,10,,07,,9,6,,4,1,,100,10,,149,171,,,091,054,10,,095,2,,7473,3,2  32,8,,5,,1960,5.0
60IN00030,1955101857,55,2,U1857,0,69,409,10,,06,,,6,,4,4,,103,10,,140,,6,,092,052,10,0901,101,1,,0935,2,2,,,5,,1960,5.0
60IN00031,1955101867,55,2,U1867,0,69,728,10,,07,,,6,,4,3,,104,09,,152,179,,,088,048,10,,093,2,,7231,3,2  34,8,,5,,1960,5.0
60IN00032,1955101868,55,2,U1868,0,69,728,10,,08,,,6,,4,1,,098,09,,144,168,,,092,045,10,,082,2,,7231,3,1  35,8,,5,,1960,5.0
60IN00033,1955101869,55,2,U1869,0,69,358,10,,07,,,6,,4,3,,094,10,,113,125,6,,087,050,10,1121,104,2,,0511,2,1,,,5,,1960,5.0
60IN00034,1955101887,55,2,U1887,0,69,498,10,,08,,,6,,4,4,,093,11,,145,156,,,076,042,10,,098,1,,1037,2,2  61,0,,5,,1960,5.0
60IN00035,1956101898,56,2,U1898,0,69,349,10,,06,,,5,,4,3,,097,07,,127,152,,,085,037,10,,071,1,,4218,1,1  57,0,,4,,1960,4.0
60IN00036,1956101914,56,2,U1914,0,69,408,10,,07,,,5,,4,3,,097,11,,120,126,6,,089,039,10,1020,087,2,,0935,2,1,,,4,,1960,4.0
60IN00037,1956101915,56,2,U1915,0,69,469,10,,04,,,5,,4,3,,086,09,,138,157,,,082,045,10,,078,1,,1700,2,1  36,8,,4,,1960,4.0
60IN00038,1956101919,56,2,U1919,0,69,469,10,,06,,,5,,4,2,,090,09,,133,146,,,073,038,10,,066,1,,1700,2,2  60,0,,4,,1960,4.0
60IN00039,1956101929,56,4,U1929,0,,,10,,,,,5,,,,,,,,185,,7,,,,10,0901,,,,1857,2,,1663,0,4,,1960,4.0
60IN00040,1956101931,56,2,U1931,0,69,681,10,,05,,,5,,5,5,,099,09,,153,176,,,078,032,10,,065,1,,1876,2,2  37,8,,4,,1960,4.0
60IN00041,1956101935,56,2,U1935,0,69,671,10,,05,,8,5,,5,1,,088,10,,130,154,,,093,038,10,,079,2,,1857,2,1  39,8,,4,,1960,4.0
60IN00042,1956101942,56,2,U1942,0,69,399,10,,07,,,5,,4,3,,098,09,,133,158,,,085,049,10,,091,2,,1714,2,1  66,0,,4,,1960,4.0
60IN00043,1956101952,56,2,U1952,0,41,601,10,,07,,,5,,5,1,,100,09,,138,164,,,089,058,10,,108,2,,4150,1,1  41,0,,4,,1960,4.0
60IN00044,1956101962,56,2,U1962,0,69,591,10,,05,,,5,,5,3,,098,14,,123,142,,,079,042,10,,087,1,,3868,1,1  40,8,,4,,1960,4.0
60IN00045,1956101966,56,2,U1966,0,69,728,10,,08,,,5,,4,1,,080,10,,121,160,2,,092,047,10,0927,099,2,,7166,3,5  27,,,4,,1960,4.0
60IN00046,1956101967,56,2,U1967,0,69,728,10,,08,,,5,,4,1,,090,08,,122,153,,,094,047,10,,096,2,,7166,3,2  59,0,,4,,1960,4.0
60IN00047,1956101972,56,2,U1972,0,69,329,10,,07,,,5,,4,1,,091,08,,126,159,,,079,041,10,,086,2,,7491,1,1  41,8,,4,,1960,4.0
60IN00048,1956101974,56,2,U1974,0,69,479,10,,04,,,5,,4,2,,106,12,,145,169,,,083,045,10,,087,2,,1939,2,1  44,8,,4,,1960,4.0
60IN00049,1956101979,56,2,U1979,0,69,701,10,,08,,,5,,5,1,,083,10,,122,154,,,080,045,10,,089,2,,1621,2,2  60,0,,4,,1960,4.0
60IN00050,1956101990,56,2,U1990,0,69,468,10,,08,,,5,,4,3,,072,11,,124,134,,,088,036,10,,068,1,,1994,2,3  45,8,,4,,1960,4.0
60IN00051,1957101996,57,2,U1996,0,69,671,10,,08,,,4,,5,1,,098,09,,116,140,,,089,046,10,,113,2,,2504,2,2  46,8,,3,,1960,3.0
60IN00052,1957101999,57,2,U1999,0,69,701,10,,08,,,4,,5,1,,104,10,,133,150,,,067,036,10,,080,1,,2724,2,1  47,8,,3,,1960,3.0
60IN00053,1957102000,57,2,U2000,0,69,398,10,,08,,,4,,4,3,,100,12,,130,158,,,089,063,10,,121,3,,0396,2,2  65,0,,3,,1960,3.0
60IN00054,1957102001,57,2,U2001,0,69,691,10,,08,,,4,,5,1,,104,10,,127,150,3,,079,059,10,1208,109,2,,2756,2,1,,,3,,1960,3.0
60IN00055,1957102003,57,2,U2003,0,69,349,10,,10,,9,4,,4,2,,093,09,,108,133,,,079,047,10,,097,2,,4458,1,1  49,8,,3,,1960,3.0
60IN00056,1957102005,57,2,U2005,0,69,681,10,,08,,,4,,5,4,,097,09,,122,149,,,081,050,10,,096,2,,2516,2,1  51,8,,3,,1960,3.0
60IN00057,1957102012,57,2,U2012,0,69,328,10,,09,,,4,,4,3,,089,09,,112,137,,,069,038,10,,079,1,,4520,1,1  58,0,,3,,1960,3.0
60IN00058,1957102017,57,2,U2017,0,69,518,10,,10,,8,4,,4,3,,086,09,,115,139,,,079,044,10,,076,2,,1470,2,1  50,8,,3,,1960,3.0
60IN00059,1957102021,57,2,U2021,0,69,691,10,,07,,,4,,5,1,,109,11,,130,157,,,084,054,10,,113,2,,2756,2,1  42,8,,3,,1960,3.0
60IN00060,1957102023,57,2,U2023,0,69,551,10,,11,,,4,,5,4,,086,12,,115,141,,,075,046,10,,090,2,,4377,1,1  67,0,,3,,1960,3.0
60IN00061,1957102027,57,2,U2027,0,69,499,10,,10,,,4,,4,3,,090,09,,113,136,,,075,041,10,,091,2,,2406,2,1  19,8,,3,,1960,3.0
60IN00062,1957102028,57,2,U2028,0,69,681,10,,08,,,4,,5,3,,094,09,,119,128,,,085,052,10,,100,2,,2516,2,1  21,8,,3,,1960,3.0
60IN00063,1957102031,57,2,U2031,0,69,691,10,,08,,,4,,5,1,,102,09,,137,169,,,074,043,10,,088,2,,2756,2,1  22,8,,3,,1960,3.0
60IN00064,1957102035,57,2,U2035,0,69,478,10,,08,,,4,,4,3,,103,11,,134,148,2,,088,051,10,0927,091,2,,0603,2,5  26,,,3,,1960,3.0
60IN00065,1957102037,57,2,U2037,0,69,499,10,,10,,,4,,4,3,,094,09,,,,6,,070,037,10,0420,080,1,,2406,2,,,,3,,1960,3.0
60IN00066,1957102041,57,2,U2041,0,69,571,10,,09,,,4,,5,1,,096,09,,148,186,2,,076,048,10,0927,102,2,,4411,1,2  26,,,3,,1960,3.0
60IN00067,1957102047,57,2,U2047,0,69,561,10,,08,,,4,,5,4,,111,09,,151,164,,,080,052,10,,097,2,,4409,1,1  68,0,,3,,1960,3.0
60IN00068,1957102048,57,2,U2048,0,69,409,10,,07,,,4,,4,4,,106,09,,144,168,,,072,038,10,,085,2,,2435,2,1  23,8,,3,,1960,3.0
60IN00069,1957102051,57,2,U2051,0,69,581,10,,09,,,4,,5,4,,098,09,,135,154,,,080,049,10,,097,2,,4150,1,3  24,8,,3,,1960,3.0
60IN00070,1957102052,57,2,U2052,0,69,701,10,,07,,,4,,5,1,,106,09,,126,149,,,084,037,10,,081,1,,2724,2,1  69,0,,3,,1960,3.0
60IN00071,1957102053,57,2,U2053,0,41,561,10,,08,,,4,,5,1,,108,09,,133,160,,,080,059,10,,110,2,,4409,1,1  41,0,,3,,1960,3.0
60IN00072,1957102055,57,2,U2055,0,69,571,10,,08,,,4,,5,4,,096,09,,123,148,,,071,037,10,,081,2,,4411,1,2  25,8,,3,,1960,3.0
60IN00073,1957102059,57,2,U2059,0,69,561,10,,10,,,4,,5,3,,086,09,,123,142,2,,070,046,10,0927,090,2,,4409,1,3  26,,,3,,1960,3.0
60IN00074,1957102061,57,2,U2061,0,69,349,10,,10,,,4,,4,4,,084,10,,109,126,,,066,046,10,,089,2,,4458,1,1  26,8,,3,,1960,3.0
60IN00075,1957102072,57,2,U2072,0,69,551,10,,09,,,4,,5,4,,088,09,,142,145,,,067,049,10,,094,2,,4377,1,2  70,0,,3,,1960,3.0
60IN00076,1957102073,57,2,U2073,0,69,399,10,,09,,,4,,4,3,,106,09,,128,143,,,084,059,10,,109,2,,2916,2,1  29,8,,3,,1960,3.0
60IN00077,1957102075,57,2,U2075,0,69,498,10,,08,,,4,,4,3,,112,09,,157,,7,,069,037,10,1201,079,2,,2776,2,2,,,3,,1960,3.0
60IN00078,1958102112,58,4,U2112,0,,,10,,,,,3,,,,,,,,177,235,3,,,,10,0801,,,,,,,,,2,,1960,2.0
60IN00079,1958102117,58,2,U2117,0,69,581,10,,09,,,3,,5,4,  1,092,09,,106,104,3,,080,044,10,1121,108,2,,4645,1,1,,,2,,1960,2.0
60IN00080,1958102121,58,2,U2121,0,69,641,10,,08,,,3,,5,1,  2,098,09,,104,135,,,087,044,10,,139,2,,3387,2,1  32,8,,2,,1960,2.0
60IN00081,1958102124,58,2,U2124,0,69,611,10,,07,,,3,,5,4,  2,110,07,,118,144,,,076,046,10,,133,2,,4585,1,1  68,0,,2,,1960,2.0
60IN00082,1958102128,58,2,U2128,0,69,661,10,,09,,,3,,5,1,  1,093,10,,108,139,,,088,048,10,,119,2,,3195,2,1  34,8,,2,,1960,2.0
60IN00083,1958102133,58,2,U2133,0,69,661,10,,06,,,3,,5,1,  1,101,09,,118,139,,,083,041,10,,120,2,,3195,2,2  35,81,,2,,1960,2.0
60IN00084,1958102135,58,2,U2135,0,69,469,10,,09,,,3,,4,5,  2,091,09,,121,144,,,088,035,10,,089,2,,1994,2,2  65,0,,2,,1960,2.0
60IN00085,1958102141,58,2,U2141,0,69,571,10,,08,,,3,,5,4,  2,096,09,,132,163,,,088,056,10,,123,3,,4610,1,3  36,8,,2,,1960,2.0
60IN00086,1958102145,58,2,U2145,0,69,349,10,,06,,,3,,4,3,  2,101,09,,128,153,,,090,055,10,,130,2,,4079,1,1  58,01,,2,,1960,2.0
60IN00087,1958102148,58,2,U2148,0,69,409,10,,09,,,3,,4,1,  1,101,09,,124,151,,,083,043,10,,111,2,,2435,2,1  37,8,,2,,1960,2.0
60IN00088,1958102149,58,2,U2149,0,69,409,10,,07,,,3,,4,3,  2,101,08,,125,148,,,082,033,10,,092,2,,2435,2,1  39,8,,2,,1960,2.0
60IN00089,1958102153,58,2,U2153,0,69,701,10,,08,,,3,,5,1,  2,088,10,,107,127,,,096,045,10,,116,3,,3083,2,3  57,01,,2,,1960,2.0
60IN00090,1958102155,58,2,U2155,0,69,479,10,,09,,,3,,4,4,  1,088,10,,125,148,,,083,036,10,,111,2,,2461,2,3  41,81,,2,,1960,2.0
60IN00091,1958102158,58,2,U2158,0,69,681,10,,08,,,3,,5,1,  2,103,09,,123,162,,,083,009,10,,022,3,,2928,2,1  63,0,,2,,1960,2.0
60IN00092,1958102161,58,2,U2161,0,69,479,10,,07,,,3,,4,3,  2,113,06,,133,164,,,083,041,10,,105,2,,2461,2,1  40,81,,2,,1960,2.0
60IN00093,1958102172,58,2,U2172,0,69,671,10,,07,,,3,,5,1,  1,093,09,,115,146,,,078,039,10,,092,2,,2504,2,2  44,81,,2,,1960,2.0
60IN00094,1958102173,58,2,U2173,0,69,398,10,,10,,,3,,4,3,  1,077,09,,94,123,,,078,037,10,,109,2,,1714,2,1  56,01,,2,,1960,2.0
60IN00095,1958102177,58,2,U2177,0,69,499,10,,09,,,3,,4,3,  2,098,12,,122,138,,,078,040,10,,117,2,,3080,2,3  45,8,,2,,1960,2.0
60IN00096,1958102179,58,2,U2179,0,69,328,10,,08,,,3,,4,1,  2,096,11,,96,145,,,091,046,10,,111,4,,4657,1,3  55,0,,2,,1960,2.0
60IN00097,1958102180,58,2,U2180,0,69,631,10,,10,,,3,,5,1,  2,081,09,,109,106,2,,083,043,10,0927,095,2,,1857,2,1  24,,,2,,1960,2.0
60IN00098,1958102183,58,2,U2183,0,69,601,10,,08,,,3,,5,3,  2,093,10,,110,136,,,074,040,10,,111,2,,4687,1,1  47,81,,2,,1960,2.0
60IN00099,1958102184,58,2,U2184,0,69,328,10,,09,,,3,,4,1,  2,107,12,,125,147,,,091,058,10,,132,3,,4657,1,1  46,8,,2,,1960,2.0
60IN00100,1958102187,58,2,U2187,0,69,479,10,,07,,,3,,4,4,  2,091,09,,120,156,,,074,041,10,,118,2,,2461,2,1  70,0,,2,,1960,2.0
60IN00101,1958102190,58,2,U2190,0,69,348,10,,07,,,3,,4,3,  2,096,09,,134,130,,,085,056,10,,134,3,,4458,1,3  49,81,,2,,1960,2.0
60IN00102,1958102207,58,2,U2207,0,69,691,10,,07,,,3,,5,1,  2,091,09,,112,146,,,083,040,10,,099,2,,3248,2,1  50,8,,2,,1960,2.0
60IN00103,1958102209,58,2,U2209,0,69,349,10,,09,,,3,,4,3,  2,103,09,,119,151,3,,081,054,10,1201,132,2,,4079,1,1,,,2,,1960,2.0
60IN00104,1958102211,58,2,U2211,0,69,329,10,,08,,,3,,4,3,  4,093,09,,116,151,,,072,040,10,,115,2,,5016,1,1  69,0,,2,,1960,2.0
60IN00105,1958102214,58,2,U2214,0,69,661,10,,08,,,3,,5,1,  1,084,08,,98,119,,,072,033,10,,091,2,,3195,2,1  51,8,,2,,1960,2.0
60IN00106,1959102226,59,1,U2226,0,69,298,10,,,,3,2,,4,,,,,,142,162,3,,,,10,0801,,,,3455,2,,1685,0,1,,1960,1.0
60IN00107,1959102228,59,2,U2228,0,69,590,10,,09,,,2,,5,3,,100,,,100,124,,,086,,10,,115,2,,4585,1,   64,01,,1,,1960,1.0
60IN00108,1959102230,59,2,U2230,0,69,518,10,,10,,,2,,4,1,,084,,,84,105,,,097,,10,,123,2,,2374,2,   42,8,,1,,1960,1.0
60IN00109,1959102232,59,2,U2232,0,69,610,10,,08,,,2,,5,1,,113,,,113,140,,,087,,10,,134,2,,5038,1,   19,81,,1,,1960,1.0
60IN00110,1959102233,59,2,U2233,0,69,248,10,,09,,,2,,4,3,,102,,,102,120,,,089,,10,,134,2,,4073,1,   65,01,,1,,1960,1.0
60IN00111,1959102236,59,1,U2236,0,69,368,10,,,,1,2,,4,,,,,,128,160,3,,,,10,0801,,,,2377,2,,1691,0,1,,1960,1.0
60IN00112,1959102244,59,2,U2244,0,69,348,10,,07,,,2,,4,3,,098,,,98,124,,,089,,10,,102,2,,4978,1,   21,81,,1,,1960,1.0
60IN00113,1959102248,59,2,U2248,0,69,550,10,,07,,,2,,5,1,,103,,,103,122,,,093,,10,,135,2,,4899,1,   22,8,,1,,1960,1.0
60IN00114,1959102249,59,2,U2249,0,69,630,10,,09,,,2,,5,1,,097,,,97,130,,,095,,10,,111,2,,1857,2,   69,0,,1,,1960,1.0
60IN00115,1959102252,59,2,U2252,0,69,610,10,,09,,,2,,5,3,,098,,,98,131,,,081,,10,,108,2,,5038,1,   23,81,,1,,1960,1.0
60IN00116,1959102253,59,2,U2253,0,69,650,10,,07,,,2,,5,1,,098,,,98,129,,,090,,10,,101,2,,4033,2,   24,81,,1,,1960,1.0
60IN00117,1959102254,59,2,U2254,0,69,650,10,,09,,,2,,5,1,,092,,,92,124,,,085,,10,,102,2,,4033,2,   57,0,,1,,1960,1.0
60IN00118,1959102256,59,2,U2256,0,69,348,10,,10,,,2,,4,3,,098,,,98,110,,,075,,10,,099,2,,4978,1,   25,8,,1,,1960,1.0
60IN00119,1959102257,59,2,U2257,0,69,368,10,,09,,,2,,4,3,,100,,,100,128,,,077,,10,,100,2,,2377,2,   26,8,,1,,1960,1.0
60IN00120,1959102258,59,1,U2258,0,69,580,10,,,,5,2,,5,,,,,,,,7,,,,10,0520,,,,4610,1,,1817,0,1,,1960,1.0
60IN00121,1959102261,59,2,U2261,0,69,268,10,,09,,,2,,4,3,,084,,,84,122,,,087,,10,,107,2,,3829,2,   63,01,,1,,1960,1.0
60IN00122,1959102265,59,2,U2265,0,69,358,10,,10,,,2,,4,3,,091,,,91,120,,,080,,10,,104,2,,3327,2,   29,81,,1,,1960,1.0
60IN00123,1959102267,59,2,U2267,0,69,258,10,,10,,,2,,4,1,,096,,,96,130,,,092,,10,,112,2,,2805,2,   32,81,,1,,1960,1.0
60IN00124,1959102270,59,2,U2270,0,69,670,10,,09,,,2,,5,1,,102,,,102,123,,,088,,10,,104,2,,2928,2,   56,0,,1,,1960,1.0
60IN00125,1959102273,59,2,U2273,0,69,640,10,,09,,,2,,5,1,,106,,,106,132,,,087,,10,,103,2,,3136,2,   35,8,,1,,1960,1.0
60IN00126,1959102280,59,1,U2280,0,69,288,10,,,,1,2,,4,,,,,,140,170,3,,,,10,0801,,,,2775,2,,1676,0,1,,1960,1.0
60IN00127,1959102281,59,2,U2281,0,69,358,10,,08,,,2,,4,3,,098,,,98,120,,,081,,10,,097,2,,3327,2,   34,8,,1,,1960,1.0
60IN00128,1959102283,59,2,U2283,0,69,478,10,,11,,,2,,4,3,,085,,,85,117,,,072,,10,,093,2,,2461,2,   62,01,,1,,1960,1.0
60IN00129,1959102287,59,1,U2287,0,69,478,10,,,,3,2,,4,,,,,,143,170,3,,,,10,0801,,,,2461,2,,1792,0,1,,1960,1.0
60IN00130,1959102293,59,2,U2293,0,69,498,10,,09,,,2,,4,1,,083,,,83,108,,,080,,10,,084,2,,3253,2,   36,81,,1,,1960,1.0
60IN00131,1959102294,59,2,U2294,0,69,660,10,,10,,,2,,5,1,,081,,,81,96,,,093,,10,,094,3,,3963,2,   37,8,,1,,1960,1.0
60IN00132,1959102304,59,2,U2304,0,69,640,10,,07,,,2,,5,3,,092,,,92,118,,,082,,10,,082,2,,3136,2,   70,0,,1,,1960,1.0
60IN00133,1959102312,59,2,U2312,0,69,420,10,,10,,,2,,4,3,,105,,,105,142,,,084,,10,,086,2,,3524,1,   39,81,,1,,1960,1.0
60IN00134,1959102320,59,2,U2320,0,69,378,10,,09,,,2,,4,4,,093,,,93,119,,,085,,10,,111,2,,2427,2,   40,8,,1,,1960,1.0
60IN00135,1959102328,59,2,U2328,0,69,398,10,,09,,,2,,4,1,,098,,,98,127,,,083,,10,,110,2,,0396,2,   61,01,,1,,1960,1.0
60IN00136,1959102331,59,2,U2331,0,69,248,10,,11,,,2,,4,3,,085,,,85,126,,,081,,10,,108,2,,4073,1,   41,8,,1,,1960,1.0
60IN00137,1959102335,59,2,U2335,0,69,398,10,,11,,,2,,4,3,,072,,,72,97,2,,083,,10,0927,092,2,,0396,2,   22,,,1,,1960,1.0
60IN00138,1959102340,59,2,U2340,0,69,560,10,,10,,,2,,5,3,,078,,,78,109,,,068,,10,,092,2,,5028,1,   44,8,,1,,1960,1.0
60IN00139,1959102341,59,2,U2341,0,69,560,10,,,,,2,,5,,,,,,,,6,,,,10,0419,,,,5028,1,,,,1,,1960,1.0
60IN00140,1959102344,59,2,U2344,0,69,670,10,,09,,,2,,5,3,,086,,,86,121,,,097,,10,,114,2,,2928,2,   45,81,,1,,1960,1.0
60IN00141,1959102345,59,2,U2345,0,69,670,10,,09,,,2,,5,3,,084,,,84,117,,,093,,10,,105,2,,2928,2,   46,8,,1,,1960,1.0
60IN00142,1959102346,59,2,U2346,0,69,368,10,,07,,,2,,4,4,,101,,,101,142,,,082,,10,,116,2,,2377,2,   47,81,,1,,1960,1.0
60IN00143,1957910119,57,1,00119,1,,,91,,,,,4,,,,,,,,204,233,,,,,91,,,,,,,,,,3,9,1960,3.0
60IN00144,1957910121,57,1,00121,1,,,91,,,,,4,,,,,,,,,,6,,,,91,0101,,,,,,,,,3,9,1960,3.0
60IN00145,1957910122,57,1,00122,1,,,91,,,,,4,,,,,,,,194,225,,,,,91,,,,,,,,,,3,9,1960,3.0
60IN00146,1958910123,58,1,00123,1,,,91,,,,,3,,,,,,,,171,202,3,,,,91,1231,,,,,,,,,2,9,1960,2.0
60IN00147,1958910124,58,1,00124,1,,,91,,,,,3,,,,,,,,151,177,3,,,,91,1231,,,,,,,,,2,9,1960,2.0
60IN00148,1958910127,58,1,00127,1,,,91,,,,,3,,,,,,,,178,205,,,,,91,,,,,,,,,,2,9,1960,2.0
60IN00149,1958910128,58,1,00128,1,,,91,,,,,3,,,,,,,,178,200,,,,,91,,,,,,,,,,2,9,1960,2.0
60IN00150,1951113354,51,2,R3354,1,23,231,11,,08,15,,0,,1,3,,077,16,,132,141,2,,069,036,11,0927,088,2,,2996,1,2  32,,,9,,1960,9.0
60IN00151,1951113452,51,2,R3452,1,21,210,11,,08,28,,0,,1,3,,078,14,,99,109,3,,083,044,11,1121,082,2,,2594,1,5,,,9,,1960,9.0
60IN00152,1951113468,51,2,R3468,1,34,340,11,,09,34,,0,,1,5,,080,13,,126,149,3,,083,057,11,1208,090,2,,2771,1,1,,,9,,1960,9.0
60IN00153,1951113562,51,2,R3562,1,20,200,11,,09,24,,0,,1,3,,076,13,,127,153,2,,083,056,11,0927,090,2,,2903,1,1  19,,,9,,1960,9.0
60IN00154,1951113577,51,2,R3577,1,24,240,11,,07,17,,0,,1,1,,088,15,,125,139,2,,085,060,11,0927,113,2,,3236,1,2  19,,,9,,1960,9.0
60IN00155,1952113686,52,2,R3686,1,20,200,11,,08,20,3,9,,1,3,,084,11,,157,156,,,062,039,11,,085,2,,2362,1,5  20,0,,8,,1960,8.0
60IN00156,1952113694,52,2,R3694,1,24,240,11,,07,16,,9,,1,4,,086,12,,135,142,,,067,041,11,,093,2,,3236,1,2  24,0,,8,,1960,8.0
60IN00157,1952113731,52,2,R3731,1,34,340,11,,09,37,,9,,1,4,,076,14,,125,,6,,064,036,11,0920,083,2,,2771,1,2,,,8,,1960,8.0
60IN00158,1952113755,52,2,R3755,1,34,340,11,,09,40,,9,,1,3,,071,15,,134,,6,,075,041,11,052,081,2,,2771,1,3,,,8,,1960,8.0
60IN00159,1953113801,53,2,R3801,1,27,270,11,,10,19,2,8,,1,4,,084,11,,128,135,,,068,038,11,,092,2,,3072,1,1  27,0,,7,,1960,7.0
60IN00160,1953113828,53,2,R3828,1,34,340,11,,08,35,,8,,1,4,,077,15,,125,140,,,065,042,11,,118,2,,3313,1,2  34,0,,7,,1960,7.0
60IN00161,1953113861,53,2,R3861,1,41,321,11,,07,00,,8,,1,1,,091,10,,140,145,,,069,038,11,,104,2,,7491,1,3  41,0,,7,,1960,7.0
60IN00162,1953113887,53,2,R3887,1,27,270,11,,07,37,3,8,,1,3,,082,15,,131,129,,,059,025,11,,070,2,,3072,1,5  27,0,,7,,1960,7.0
60IN00163,1953113901,53,2,R3901,1,32,320,11,,06,20,,8,,1,1,,090,12,,136,152,,,076,037,11,,111,2,,3480,1,1  32,0,,7,,1960,7.0
60IN00164,1953113940,53,2,R3940,1,20,200,11,,10,20,1,8,,1,3,,057,14,,108,125,,,071,033,11,,080,2,,3163,1,1  20,0,,7,,1960,7.0
60IN00165,1953113969,53,2,R3969,1,21,210,11,,09,25,,8,,1,1,,077,16,,126,127,,,072,036,11,,105,2,,3570,1,2  21,0,,7,,1960,7.0
