UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_LMG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,C4445,STAPL,CLFL,BRDNEW,DAYDIS,GRFL,FLGR,C6263,SIRE,SB1,C6973,DAM,DB1,AGE_BRDG,C80,YRREC,AGE
60IN01331,1959180090,59,1,C0090,3,70,730,18,,,,1,2,,2,,,,,,112,142,2,,,,18,0927,,,,9072,3,,8658,3,1,,1960,1.0
60IN01332,1951176543,51,2,S6543,3,41,651,17,,07,,,0,,5,1,,084,13,,120,138,2,,091,052,17,0927,098,2,,0637,2,1  32,,,9,,1960,9.0
60IN01333,1951176568,51,2,S6568,3,62,551,17,,08,,,0,,5,3,,071,12,,117,132,2,,089,062,17,0927,105,2,,2903,1,1  32,,,9,,1960,9.0
60IN01334,1951176618,51,2,S6618,3,70,740,17,,06,02,,0,,2,3,,088,11,,118,119,3,,067,053,17,1121,103,2,,6377,3,1,,,9,,1960,9.0
60IN01335,1951176677,51,2,S6677,3,62,601,17,,09,,,0,,5,3,,087,11,,118,137,2,,076,056,17,0927,116,2,,2232,1,1  32,,,9,,1960,9.0
60IN01336,1951176759,51,2,S6759,3,62,641,17,,06,,,0,,5,1,,095,11,,126,146,2,,072,049,17,0927,105,2,,9992,2,1  32,,,9,,1960,9.0
60IN01337,1952176934,52,2,S6934,3,70,710,17,,07,08,,9,,2,3,,090,10,,136,158,2,,073,037,17,0927,103,2,,5965,3,1  31,,,8,,1960,8.0
60IN01338,1952176959,52,2,S6959,3,62,681,17,,06,,,9,,5,1,,090,11,,144,163,2,,070,039,17,0927,100,2,,1308,2,1  31,,,8,,1960,8.0
60IN01339,1952176985,52,2,S6985,3,70,710,17,,06,01,,9,,2,5,,091,13,,150,153,2,,066,046,17,0927,117,2,,5965,3,2  31,,,8,,1960,8.0
60IN01340,1952176995,52,2,S6995,3,62,681,17,,06,,,9,,5,4,,093,14,,136,161,3,,076,044,17,1208,112,2,,1308,2,1,,,8,,1960,8.0
60IN01341,1952177011,52,2,S7011,3,62,611,17,,07,,,9,,5,4,,081,11,,127,141,3,,072,043,17,1121,098,2,,2163,2,2,,,8,,1960,8.0
60IN01342,1952177013,52,2,S7013,3,62,571,17,,06,,,9,,5,3,,105,09,,155,175,2,,071,042,17,0927,108,2,,3072,1,1  31,,,8,,1960,8.0
60IN01343,1952177087,52,2,S7087,3,70,720,17,,06,00,1,9,,2,3,,100,14,,144,156,,,086,055,17,,114,2,,6143,3,2  72,0,,8,,1960,8.0
60IN01344,1952177113,52,2,S7113,3,7J,760,17,,07,03,,9,,2,1,,086,15,,131,147,2,,071,036,17,0927,073,2,,6384,3,2  31,,,8,,1960,8.0
60IN01345,1952177129,52,2,S7129,3,70,740,17,,05,02,,9,,2,1,,095,09,,130,152,2,,069,037,17,0927,084,2,,6143,3,1  31,,,8,,1960,8.0
60IN01346,1953177155,53,2,S7155,3,62,621,17,,08,,,8,,5,3,,070,15,,126,150,2,,069,037,17,0927,104,2,,3485,1,1  30,,,7,,1960,7.0
60IN01347,1953177156,53,2,S7156,3,62,591,17,,06,,,8,,5,3,,090,12,,155,165,,,077,049,17,,113,2,,3302,1,1  67,0,,7,,1960,7.0
60IN01348,1953177166,53,1,S7166,3,71,740,17,,,,,8,,,,,,,,151,,6,,,,17,0601,,,,6698,3,,6547,3,7,,1960,7.0
60IN01349,1953177180,53,2,S7180,3,41,621,17,,05,,,8,,5,1,,093,08,,135,142,,,075,042,17,,108,2,,3485,1,1  41,0,,7,,1960,7.0
60IN01350,1953177208,53,2,S7208,3,71,730,17,,05,07,,8,,2,1,,100,09,,,,6,,065,037,17,0205,096,2,,6626,3,,,,7,,1960,7.0
60IN01351,1953177230,53,2,S7230,3,70,720,17,,06,01,1,8,,2,4,,087,10,,132,136,,,088,041,17,,092,2,,6653,3,3  71,0,,7,,1960,7.0
60IN01352,1953177248,53,2,S7248,3,70,720,17,,08,02,,8,,2,4,,076,10,,118,136,2,,082,043,17,0927,092,2,,6653,3,1  30,,,7,,1960,7.0
60IN01353,1953177251,53,2,S7251,3,71,710,17,,08,01,,8,,2,1,,092,10,,143,155,,,068,046,17,,122,2,,6845,3,1  94,0,,7,,1960,7.0
60IN01354,1953177255,53,2,S7255,3,70,740,17,,07,08,3,8,,2,1,,087,09,,128,159,,,068,030,17,,082,2,,6698,3,1  72,0,,7,,1960,7.0
60IN01355,1953177286,53,2,S7286,3,62,611,17,,06,,,8,,5,3,,085,10,,123,142,2,,077,044,17,0927,119,2,,3457,1,1  30,,,7,,1960,7.0
60IN01356,1953177299,53,2,S7299,3,62,631,17,,09,,,8,,5,1,,078,11,,116,118,6,,078,044,17,1013,106,2,,1781,2,1,,,7,,1960,7.0
60IN01357,1953177313,53,2,S7313,3,71,720,17,,09,01,,8,,2,3,,066,12,,118,138,,,060,028,17,,072,2,,6653,3,2  99,0,,7,,1960,7.0
60IN01358,1953177330,53,2,S7330,3,41,710,17,,06,01,,8,,2,1,,093,11,,131,158,3,,077,052,17,1121,132,2,,6845,3,2,,,7,,1960,7.0
60IN01359,1953177336,53,2,S7336,3,70,740,17,,05,00,3,8,,2,3,,094,08,,146,163,,,069,040,17,,100,2,,6698,3,1  71,0,,7,,1960,7.0
60IN01360,1953177343,53,2,S7343,3,7J,710,17,,08,00,,8,,2,1,,078,09,,122,158,3,,066,038,17,1121,095,2,,6845,3,1,,,7,,1960,7.0
60IN01361,1953177392,53,2,S7392,3,62,591,17,,07,,,8,,5,4,,076,13,,160,149,2,,068,045,17,0927,095,2,,3302,1,1  30,,,7,,1960,7.0
60IN01362,1953177395,53,2,S7395,3,70,710,17,,05,01,,8,,2,1,,099,09,,123,178,3,,070,038,17,1121,102,2,,6845,3,1,,,7,,1960,7.0
60IN01363,1953177398,53,2,S7398,3,70,740,17,,06,03,,8,,2,3,,092,09,,122,167,3,,068,039,17,1121,094,2,,6698,3,1,,,7,,1960,7.0
60IN01364,1953177408,53,2,S7408,3,70,710,17,,09,05,,8,,2,1,,079,09,,133,153,2,,068,041,17,0927,091,2,,6845,3,2  30,,,7,,1960,7.0
60IN01365,1953177426,53,2,S7426,3,7J,730,17,,07,02,,8,,2,3,,077,15,,130,149,2,,071,037,17,0927,079,2,,6626,3,1  30,,,7,,1960,7.0
60IN01366,1953177435,53,2,S7435,3,62,641,17,,08,,,8,,5,1,,071,16,,115,143,2,,069,029,17,0927,082,2,,1833,2,1  30,,,7,,1960,7.0
60IN01367,1953177437,53,2,S7437,3,62,561,17,,07,,,8,,5,3,,074,15,,121,138,,,086,043,17,,100,2,,3520,1,1  68,0,,7,,1960,7.0
60IN01368,1953177460,53,2,S7460,3,62,671,17,,08,,,8,,5,3,,073,16,,122,133,,,083,054,17,,122,2,,1692,2,2  69,0,,7,,1960,7.0
60IN01369,1953177463,53,2,S7463,3,70,710,17,,08,02,2,8,,2,4,,074,11,,144,170,,,079,051,17,,113,2,,6845,3,2  72,0,,7,,1960,7.0
60IN01370,1953177465,53,2,S7465,3,7J,720,17,,08,02,,8,,2,1,,082,15,,133,146,2,,087,062,17,0927,123,2,,6653,3,1  30,,,7,,1960,7.0
60IN01371,1953177509,53,2,S7509,3,70,740,17,,08,01,,8,,2,3,,078,11,,130,154,2,,064,031,17,0927,079,2,,6698,3,1  30,,,7,,1960,7.0
60IN01372,1953177510,53,2,S7510,3,70,720,17,,05,01,2,8,,2,5,,073,11,,122,134,,,065,032,17,,071,2,,6653,3,1  73,0,,7,,1960,7.0
60IN01373,1953177519,53,2,S7519,3,62,601,17,,08,,,8,,5,3,,077,13,,143,158,,,067,040,17,,093,2,,3386,1,1  59,0,,7,,1960,7.0
60IN01374,1953177528,53,2,S7528,3,7J,730,17,,07,01,,8,,2,1,,086,15,,128,155,2,,061,034,17,0927,082,2,,6626,3,1  30,,,7,,1960,7.0
60IN01375,1954177537,54,2,S7537,3,65,591,17,,08,,,7,,5,5,,090,14,,148,,7,,090, 53,17,1201,111,2,,3603,1,2,,,6,,1960,6.0
60IN01376,1954177541,54,2,S7541,3,70,740,17,,07,,,7,,2,1,,100,11,,125,168,3,,090, 53,17,1208,118,2,,6997,3,2,,,6,,1960,6.0
60IN01377,1954177542,54,2,S7542,3,7K,860,17,,07,,,7,,3,1,,094,09,,138,166,3,,083, 44,17,1201,110,2,,6998,3,5,,,6,,1960,6.0
60IN01378,1954177547,54,2,S7547,3,62,601,17,,08,,,7,,5,3,,080,11,,128,158,,,086, 58,17,,128,2,,3457,1,1  62,0,,6,,1960,6.0
60IN01379,1954177551,54,2,S7551,3,41,691,17,,07,,,7,,5,1,,076,09,,124,138,,,081, 43,17,,095,2,,1412,2,1  41,0,,6,,1960,6.0
60IN01380,1954177573,54,2,S7573,3,70,710,17,,06,,,7,,2,1,,088,12,,146,174,,,077, 39,17,,095,2,,7166,3,1,9 09,0,6,,1960,6.0
60IN01381,1954177577,54,2,S7577,3,70,710,17,,06,,,7,,2,1,,086,09,,124,134,,,083, 43,17,,116,2,,7166,3,1,9 06,0,6,,1960,6.0
60IN01382,1954177585,54,2,S7585,3,62,621,17,,08,,,7,,5,1,,077,14,,123,147,,,076, 42,17,,108,2,,3302,1,2  61,0,,6,,1960,6.0
60IN01383,1954177602,54,2,S7602,3,70,730,17,,07,,3,7,,2,1,,093,14,,142,150,,,074, 41,17,,099,2,,7067,3,1  73,0,,6,,1960,6.0
60IN01384,1954177610,54,2,S7610,3,70,720,17,,09,,,7,,2,3,,092,11,,143,166,2,,089, 60,17,0927,108,2,,7019,3,2  29,,,6,,1960,6.0
60IN01385,1954177633,54,2,S7633,3,7J,740,17,,05,,,7,,2,5,,088,09,,126,144,3,,075, 47,17,1122,109,2,,6997,3,1,,,6,,1960,6.0
60IN01386,1954177637,54,2,S7637,3,41,730,17,,06,,,7,,2,1,,088,15,,153,170,,,081, 51,17,,107,2,,7067,3,1  41,0,,6,,1960,6.0
60IN01387,1954177640,54,2,S7640,3,70,730,17,,04,,2,7,,2,1,,100,09,,138,163,,,077, 38,17,,081,2,,7067,3,1  71,0,,6,,1960,6.0
60IN01388,1954177641,54,2,S7641,3,7K,870,17,,10,,,7,,3,1,,053,16,,101,114,,,072, 29,17,,062,2,,7045,3,1  81,0,,6,,1960,6.0
60IN01389,1954177642,54,2,S7642,3,70,730,17,,09,,,7,,2,3,,086,09,,,,6,,093, 58,17,0420,112,2,,7067,3,,,,6,,1960,6.0
60IN01390,1954177655,54,2,S7655,3,7J,710,17,,10,,,7,,2,1,,070,11,,133,158,2,,079, 44,17,0927,089,2,,7166,3,2  29,,,6,,1960,6.0
60IN01391,1954177668,54,2,S7668,3,62,701,17,,07,,,7,,5,3,,075,12,,122,148,2,,079, 44,17,0927,092,2,,1692,2,1  29,,,6,,1960,6.0
60IN01392,1954177671,54,2,S7671,3,71,720,17,,06,,,7,,2,1,,093,12,,146,164,3,,078, 40,17,1201,091,2,,7019,3,1,,,6,,1960,6.0
60IN01393,1954177674,54,2,S7674,3,70,710,17,,07,,,7,,2,3,,077,10,,122,96,6,,082, 38,17,1121,090,2,,7166,3,1,,,6,,1960,6.0
60IN01394,1954177688,54,2,S7688,3,62,611,17,,07,,,7,,5,3,,081,10,,128,141,,,091, 61,17,,122,2,,3485,1,3  60,0,,6,,1960,6.0
60IN01395,1954177699,54,2,S7699,3,70,740,17,,,,,7,,2,,,095,,,153,192,,,,,17,,112,2,,6997,3,1,9 12,0,6,,1960,6.0
60IN01396,1954177701,54,2,S7701,3,70,720,17,,09,,3,7,,2,1,,078,11,,133,152,,,086, 47,17,,096,2,,7019,3,1  72,0,,6,,1960,6.0
60IN01397,1954177712,54,2,S7712,3,7K,840,17,,07,,,7,,3,1,,076,11,,134,148,,,072, 37,17,,090,2,,7025,3,1  93,0,,6,,1960,6.0
60IN01398,1954177718,54,2,S7718,3,70,740,17,,10,,,7,,2,1,,080,12,,132,141,2,,075, 43,17,0927,096,2,,6997,3,5  29,,,6,,1960,6.0
60IN01399,1954177751,54,2,S7751,3,62,691,17,,07,,,7,,5,1,,080,15,,127,149,,,077, 35,17,,072,2,,1412,2,1  57,0,,6,,1960,6.0
60IN01400,1954177758,54,2,S7758,3,62,601,17,,09,,,7,,5,3,,076,15,,133,149,,,088, 45,17,,117,2,,3457,1,1  62,0,,6,,1960,6.0
60IN01401,1954177763,54,2,S7763,3,7K,830,17,,08,,,7,,3,1,,074,14,,113,138,,,076, 38,17,,071,2,,7034,3,1  97,0,,6,,1960,6.0
60IN01402,1954177777,54,2,S7777,3,62,561,17,,06,,,7,,5,4,,118,09,,176,176,2,,075, 50,17,0927,135,2,,3643,1,5  29,,,6,,1960,6.0
60IN01403,1954177786,54,2,S7786,3,65,641,17,,07,,,7,,5,1,,088,10,,,,6,,074, 40,17,0420,100,2,,0549,2,,,,6,,1960,6.0
60IN01404,1954177803,54,2,S7803,3,62,611,17,,06,,,7,,5,5,,096,11,,138,158,3,,084, 46,17,1121,104,2,,3485,1,2,,,6,,1960,6.0
60IN01405,1954177804,54,2,S7804,3,62,611,17,,08,,,7,,5,4,,082,14,,134,145,,,083, 50,17,,112,2,,3484,1,1  63,0,,6,,1960,6.0
60IN01406,1954177811,54,2,S7811,3,70,710,17,,06,,1,7,,2,1,,087,09,,133,139,,,086, 48,17,,100,2,,7166,3,1  73,0,,6,,1960,6.0
60IN01407,1954177816,54,2,S7816,3,71,740,17,,07,,,7,,2,4,,098,08,,141,163,,,076, 47,17,,105,2,,6997,3,1  95,0,,6,,1960,6.0
60IN01408,1954177818,54,2,S7818,3,70,710,17,,07,,,7,,2,1,,079,14,,124,153,2,,087, 42,17,0927,098,2,,7166,3,1  29,,,6,,1960,6.0
60IN01409,1954177823,54,2,S7823,3,70,720,17,,07,,1,7,,2,3,,088,13,,130,146,,,069, 39,17,,092,2,,7019,3,1  71,0,,6,,1960,6.0
60IN01410,1954177824,54,2,S7824,3,70,730,17,,08,,2,7,,2,1,,087,12,,140,154,,,080, 41,17,,085,2,,7067,3,2  72,0,,6,,1960,6.0
60IN01411,1954177833,54,2,S7833,3,70,720,17,,07,,2,7,,2,3,,070,13,,135,146,,,086, 34,17,,072,2,,7019,3,1  73,0,,6,,1960,6.0
60IN01412,1954177857,54,2,S7857,3,70,730,17,,09,,3,7,,2,3,,080,13,,162,163,,,072, 32,17,,071,2,,7067,3,2  71,0,,6,,1960,6.0
60IN01413,1954177859,54,2,S7859,3,65,701,17,,09,,,7,,5,3,,063,15,,108,119,2,,073, 40,17,0927,086,2,,1692,2,1  29,,,6,,1960,6.0
60IN01414,1954177864,54,2,S7864,3,70,730,17,,07,,1,7,,2,1,,085,13,,116,137,,,087, 48,17,,107,2,,7067,3,1  72,0,,6,,1960,6.0
60IN01415,1954177865,54,2,S7865,3,62,701,17,,08,,,7,,5,3,,073,15,,106,127,,,075, 43,17,,087,2,,1692,2,1  56,0,,6,,1960,6.0
60IN01416,1954177879,54,2,S7879,3,7J,720,17,,09,,,7,,2,3,,088,13,,140,161,,,075, 45,17,,099,2,,7019,3,1  85,0,,6,,1960,6.0
60IN01417,1954177881,54,2,S7881,3,70,720,17,,09,,,7,,2,1,,085,14,,144,175,2,,078, 50,17,0927,117,2,,7019,3,2  29,,,6,,1960,6.0
60IN01418,1954177895,54,2,S7895,3,71,720,17,,09,,,7,,2,4,,084,10,,137,149,,,067, 47,17,,107,2,,7019,3,1  96,0,,6,,1960,6.0
60IN01419,1954177909,54,2,S7909,3,65,601,17,,09,,,7,,5,3,,087,11,,142,175,,,064, 36,17,,106,2,,3457,1,1  70,0,,6,,1960,6.0
60IN01420,1954177911,54,2,S7911,3,70,740,17,,05,,,7,,2,1,,092,10,,150,167,3,,081, 43,17,1121,100,2,,6997,3,1,,,6,,1960,6.0
60IN01421,1954177912,54,2,S7912,3,62,561,17,,07,,,7,,5,3,,093,14,,148,174,,,080, 50,17,,119,2,,3643,1,1  55,0,,6,,1960,6.0
60IN01422,1954177923,54,2,S7923,3,72,850,17,,07,,,7,,3,1,,083,11,,136,156,3,,075, 40,17,1208,091,2,,7107,3,1,,,6,,1960,6.0
60IN01423,1954177925,54,2,S7925,3,65,551,17,,08,,,7,,5,4,,077,13,,119,141,,,072, 32,17,,075,2,,3633,1,1  64,0,,6,,1960,6.0
60IN01424,1954177947,54,2,S7947,3,70,740,17,,07,,3,7,,2,1,,085,15,,127,148,,,075, 36,17,,090,2,,6997,3,1  73,0,,6,,1960,6.0
60IN01425,1954177949,54,2,S7949,3,70,740,17,,08,,2,7,,2,1,,086,10,,140,163,,,075, 41,17,,088,2,,6997,3,1  71,0,,6,,1960,6.0
60IN01426,1955177952,55,2,S7952,3,65,561,17,,08,,,6,,5,4,,088,13,,136,148,,,082,046,17,,101,1,,3931,1,1  64,0,,5,,1960,5.0
60IN01427,1955177955,55,2,S7955,3,7K,880,17,,06,,,6,,3,1,,100,11,,136,149,,,094,051,17,,109,2,,7278,3,2  87,0,,5,,1960,5.0
60IN01428,1955177956,55,2,S7956,3,72,820,17,,07,,,6,,3,1,,113,10,,136,160,,,110,069,17,,134,3,,7166,3,2  98,0,,5,,1960,5.0
60IN01429,1955177967,55,2,S7967,3,72,800,17,,09,,,6,,3,1,,088,10,,125,135,2,,084,041,17,0927,099,2,,7138,3,   28,,,5,,1960,5.0
60IN01430,1955177969,55,2,S7969,3,7K,870,17,,06,,,6,,3,4,,094,10,,120,154,,,083,039,17,,093,2,,7257,3,2  89,0,,5,,1960,5.0
60IN01431,1955177970,55,2,S7970,3,70,710,17,,08,,,6,,2,1,,106,10,,140,166,,,092,049,17,,096,2,,7473,3,2,9 08,9,5,,1960,5.0
60IN01432,1955177979,55,2,S7979,3,7K,860,17,,09,,,6,,3,4,,098,12,,146,175,,,081,045,17,,099,2,,7212,3,5  80,0,,5,,1960,5.0
60IN01433,1955177988,55,2,S7988,3,70,710,17,,07,,,6,,2,1,,083,09,,124,137,,,092,038,17,,085,2,,7473,3,1,9 05,9,5,,1960,5.0
60IN01434,1955177991,55,2,S7991,3,70,730,17,,06,,,6,,2,1,,091,08,,133,149,,,096,044,17,,102,2,,7019,3,1,9 02,9,5,,1960,5.0
60IN01435,1955177995,55,2,S7995,3,70,720,17,,07,,,6,,2,1,,090,09,,140,154,3,,100,045,17,1208,096,2,,7231,3,3,,,5,,1960,5.0
60IN01436,1955178006,55,2,S8006,3,65,611,17,,08,,,6,,5,4,,091,13,,151,163,,,078,042,17,,100,2,,3868,1,2  65,0,,5,,1960,5.0
60IN01437,1955178018,55,2,S8018,3,70,710,17,,07,,,6,,2,1,,108,10,,156,174,,,100,068,17,,143,2,,7473,3,1,9 11,8,5,,1960,5.0
60IN01438,1955178036,55,2,S8036,3,7K,850,17,,08,,,6,,3,1,,102,09,,146,173,,,078,049,17,,113,2,,7206,3,1  82,0,,5,,1960,5.0
60IN01439,1955178040,55,2,S8040,3,65,681,17,,08,,,6,,5,1,,086,10,,132,131,,,089,047,17,,106,2,,1166,2,2  58,0,,5,,1960,5.0
60IN01440,1955178045,55,2,S8045,3,7K,830,17,,07,,,6,,3,1,,122,10,,153,164,,,093,067,17,,148,2,,7169,3,1  84,0,,5,,1960,5.0
60IN01441,1955178047,55,2,S8047,3,70,730,17,,08,,3,6,,2,1,,103,13,,133,156,,,098,063,17,,125,2,,7019,3,1  72,0,,5,,1960,5.0
60IN01442,1955178049,55,2,S8049,3,70,710,17,,07,,1,6,,2,1,,084,13,,124,137,,,090,040,17,,096,2,,7473,3,1  73,0,,5,,1960,5.0
60IN01443,1955178065,55,2,S8065,3,70,710,17,,07,,,6,,2,1,,092,08,,,,6,,083,040,17,0423,088,2,,7473,3,,,,5,,1960,5.0
60IN01444,1955178068,55,2,S8068,3,65,591,17,,08,,,6,,5,4,,076,12,,112,135,,,082,043,17,,089,2,,3989,1,1  59,0,,5,,1960,5.0
60IN01445,1955178069,55,2,S8069,3,65,591,17,,08,,,6,,5,4,,083,10,,138,143,,,081,046,17,,093,2,,3989,1,2  66,0,,5,,1960,5.0
60IN01446,1955178097,55,1,S8097,3,70,710,17,,,,,6,,,,,,,,228,260,3,,,,17,0801,,,,7473,3,,6755,3,5,,1960,5.0
60IN01447,1955178106,55,2,S8106,3,70,730,17,,06,,2,6,,2,1,,104,08,,146,165,,,092,062,17,,119,1,,7019,3,1  71,0,,5,,1960,5.0
60IN01448,1955178108,55,2,S8108,3,70,710,17,,08,,2,6,,2,1,,088,08,,135,152,,,077,038,17,,083,2,,7473,3,1  72,0,,5,,1960,5.0
60IN01449,1955178109,55,2,S8109,3,72,920,17,,,,,6,,3,1,,087,09,,,,6,,071,034,17,0205,081,1,,7382,3,,,,5,,1960,5.0
60IN01450,1955178120,55,1,S8120,3,70,710,17,,,,,6,,,,,,,,234,260,3,,,,17,0801,,,,7473,3,,6699,3,5,,1960,5.0
60IN01451,1955178136,55,2,S8136,3,65,561,17,,08,,,6,,5,2,,093,11,,135,150,,,079,048,17,,110,1,,3931,1,1  64,0,,5,,1960,5.0
60IN01452,1955178137,55,2,S8137,3,70,710,17,,08,,,6,,2,1,,099,10,,,,6,,089,050,17,0409,089,2,,7473,3,,,,5,,1960,5.0
60IN01453,1955178146,55,2,S8146,3,72,830,17,,08,,,6,,3,1,,108,09,,145,165,3,,082,045,17,1208,103,2,,7169,3,1,,,5,,1960,5.0
60IN01454,1955178148,55,2,S8148,3,70,730,17,,07,,2,6,,2,1,,101,09,,134,160,,,092,049,17,,110,2,,7019,3,1  73,0,,5,,1960,5.0
60IN01455,1955178164,55,2,S8164,3,7K,800,17,,10,,,6,,3,1,,078,09,,123,132,,,085,045,17,,088,2,,7138,3,2  86,0,,5,,1960,5.0
60IN01456,1955178166,55,2,S8166,3,70,720,17,,08,,,6,,2,1,,094,08,,130,160,3,,085,038,17,1208,083,2,,7231,3,1,,,5,,1960,5.0
60IN01457,1955178172,55,2,S8172,3,70,710,17,,08,,1,6,,2,1,,102,10,,119,142,,,087,052,17,,105,2,,7473,3,1  71,0,,5,,1960,5.0
60IN01458,1955178175,55,2,S8175,3,65,661,17,,09,,,6,,5,2,,080,13,,123,138,,,092,047,17,,102,2,,0549,2,2  61,0,,5,,1960,5.0
60IN01459,1955178179,55,2,S8179,3,70,730,17,,08,,1,6,,2,3,,103,10,,160,173,,,094,063,17,,125,2,,7019,3,2  72,0,,5,,1960,5.0
60IN01460,1955178188,55,2,S8188,3,72,860,17,,08,,,6,,3,1,,090,15,,127,146,,,089,042,17,,088,2,,7212,3,2  93,0,,5,,1960,5.0
60IN01461,1955178190,55,2,S8190,3,72,950,17,,05,,,6,,3,1,,111,10,,116,133,,,094,051,17,,103,2,,7473,3,2  97,0,,5,,1960,5.0
60IN01462,1955178202,55,2,S8202,3,70,710,17,,04,,3,6,,2,3,,096,09,,130,144,,,108,043,17,,086,3,,7473,3,1  73,0,,5,,1960,5.0
60IN01463,1955178211,55,2,S8211,3,70,710,17,,06,,3,6,,2,1,,108,10,,135,163,,,090,048,17,,100,2,,7473,3,1  71,0,,5,,1960,5.0
60IN01464,1955178232,55,2,S8232,3,70,710,17,,07,,2,6,,2,1,,108,09,,124,154,,,097,048,17,,089,2,,7473,3,1  72,0,,5,,1960,5.0
60IN01465,1955178245,55,2,S8245,3,70,720,17,,08,,1,6,,2,1,,089,10,,164,157,,,074,043,17,,093,2,,7231,3,2  73,0,,5,,1960,5.0
60IN01466,1955178255,55,2,S8255,3,70,710,17,,05,,2,6,,2,4,,098,08,,150,160,,,088,040,17,,091,2,,7473,3,3  71,0,,5,,1960,5.0
60IN01467,1955178258,55,2,S8258,3,65,671,17,,09,,,6,,5,1,,085,12,,122,145,,,083,040,17,,090,2,,1231,2,1  62,0,,5,,1960,5.0
60IN01468,1955178261,55,2,S8261,3,70,710,17,,05,,3,6,,2,1,,090,09,,146,154,,,090,045,17,,098,2,,7473,3,5  72,0,,5,,1960,5.0
60IN01469,1955178262,55,2,S8262,3,72,840,17,,08,,,6,,3,1,,082,12,,111,130,,,092,040,17,,094,2,,7194,3,1  91,0,,5,,1960,5.0
60IN01470,1955178276,55,2,S8276,3,70,720,17,,10,,2,6,,2,1,,100,07,,148,180,,,088,043,17,,110,2,,7231,3,1  73,0,,5,,1960,5.0
60IN01471,1955178284,55,2,S8284,3,72,960,17,,08,,,6,,3,1,,098,11,,141,163,,,097,052,17,,115,2,,7485,3,2  90,0,,5,,1960,5.0
60IN01472,1955178293,55,2,S8293,3,70,730,17,,07,,1,6,,2,1,,106,10,,173,182,,,085,058,17,,125,2,,7019,3,3  71,0,,5,,1960,5.0
60IN01473,1955178294,55,2,S8294,3,70,730,17,,06,,,6,,2,1,,088,09,,,,6,,088,049,17,0325,098,2,,7019,3,,,,5,,1960,5.0
60IN01474,1955178295,55,2,S8295,3,70,730,17,,07,,1,6,,2,3,,102,08,,147,170,,,085,044,17,,095,2,,7019,3,1  72,0,,5,,1960,5.0
60IN01475,1955178297,55,2,S8297,3,7K,940,17,,06,,,6,,3,4,,098,09,,126,155,,,091,046,17,,091,2,,7458,3,1  88,0,,5,,1960,5.0
60IN01476,1955178308,55,2,S8308,3,70,730,17,,07,,,6,,2,3,,083,12,,127,126,3,,087,060,17,1121,114,2,,7019,3,1,,,5,,1960,5.0
60IN01477,1955178309,55,2,S8309,3,70,730,17,,06,,,6,,2,1,,098,09,,146,158,3,,085,045,17,1208,089,2,,7019,3,1,,,5,,1960,5.0
60IN01478,1955178315,55,2,S8315,3,70,730,17,,06,,3,6,,2,1,,113,08,,171,194,,,091,043,17,,099,2,,7019,3,1  73,0,,5,,1960,5.0
60IN01479,1955178320,55,2,S8320,3,70,710,17,,08,,3,6,,2,5,,104,09,,146,167,,,094,041,17,,084,2,,7473,3,1  71,0,,5,,1960,5.0
60IN01480,1956178334,56,2,S8334,3,65,561,17,,08,,,5,,5,3,,087,11,,136,166,,,083,052,17,,103,2,,4318,1,1  69,0,,4,,1960,4.0
60IN01481,1956178335,56,2,S8335,3,65,561,17,,07,,,5,,5,3,,092,10,,117,122,,,090,054,17,,100,2,,4318,1,2  70,0,,4,,1960,4.0
60IN01482,1956178340,56,2,S8340,3,70,730,17,,07,,1,5,,2,1,,083,09,,126,141,,,090,038,17,,073,1,,7890,3,3  72,0,,4,,1960,4.0
60IN01483,1956178347,56,2,S8347,3,70,710,17,,06,,2,5,,2,1,,104,12,,152,169,,,090,046,17,,091,2,,7657,3,1  73,0,,4,,1960,4.0
60IN01484,1956178352,56,2,S8352,3,70,730,17,,07,,,5,,2,3,,093,07,,140,152,2,,090,042,17,0927,084,2,,7890,3,5  27,,,4,,1960,4.0
60IN01485,1956178356,56,2,S8356,3,7K,950,17,,05,,,5,,3,1,,097,08,,133,159,,,075,030,17,,077,1,,7793,3,1  81,0,,4,,1960,4.0
60IN01486,1956178380,56,2,S8380,3,70,730,17,,05,,3,5,,2,1,,082,08,,118,135,,,073,034,17,,075,1,,7890,3,1  71,0,,4,,1960,4.0
60IN01487,1956178382,56,2,S8382,3,41,551,17,,07,,,5,,5,1,,084,13,,132,144,,,079,046,17,,104,1,,4319,1,1  41,0,,4,,1960,4.0
60IN01488,1956178391,56,2,S8391,3,70,720,17,,08,,,5,,2,1,,091,09,,142,145,2,,080,035,17,0927,068,2,,7166,3,1  27,,,4,,1960,4.0
60IN01489,1956178393,56,2,S8393,3,70,710,17,,06,,1,5,,2,1,,098,09,,140,165,,,084,038,17,,087,2,,7657,3,1  73,0,,4,,1960,4.0
60IN01490,1956178405,56,2,S8405,3,70,730,17,,08,,,5,,2,1,,077,09,,135,150,2,,097,047,17,0927,086,2,,7890,3,1  27,,,4,,1960,4.0
