UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VI93,Y3,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,AGE,RMK,YRREC
93IN02489,1989100297,S0297,10,89,2,10,2,41,103,0450,682419,6,,,2, 83,5,114,148,1,,0,,92,0923,,,,,3.5,,1993
93IN02490,1989100300,S0300,10,89,2,10,2,41,101,0255,721319,6,,,3,,5,106,125,2,,0,,93,1206,,MKT,,,3.5,,1993
93IN02491,1989100302,S0302,10,89,2,10,2,41,103,0255,552119,6,,,3,,5,121,130,2,,0,,93,1206,,MKT,,,3.5,BR.SP.FACE,1993
93IN02492,1989100304,S0304,10,89,2,10,2,41,104,0099,772919,6,,,2, 83,5,96,131,1,,0,,92,0923,,,,,3.5,,1993
93IN02493,1989100305,S0305,10,89,2,10,2,41,104,0099,772919,6,,,2, 83,5,102,125,1,,0,,92,0923,,,,,3.5,,1993
93IN02494,1989100307,S0307,10,89,2,10,2,07,102,860819,748219,6,,,3,,5,144,176,2,,0,,93,1206,,MKT,,,3.5,,1993
93IN02495,1989100312,S0312,10,89,2,10,2,07,103,911419,481319,6,,,2, 56,5,170,210,1,,0,,92,0923,,,,,3.5,,1993
93IN02496,1989100315,S0315,10,89,2,10,2,07,104,902019,506419,6,,,2, 56,5,163,197,1,,0,,92,0923,,,,,3.5,4 TEATS,1993
93IN02497,1989100316,S0316,10,89,2,10,2,07,101,863619,858219,6,,,3,,5,149,157,2,,0,,93,1206,,MKT,,,3.5,,1993
93IN02498,1990100323,S0323,10,90,2,US,1,07,141,779919,873119,0,,,1,MER,5,127,161,1,,2,m,,,C,82,4,1,3.0,,1993
93IN02499,1990100324,S0324,10,90,2,US,1,07,141,779919,873119,0,,,1,MER,1,112,142,2,,2,m,,,R,24,3,1,3.0,TENDER,1993
93IN02500,1990100327,S0327,10,90,2,US,1,07,142,890519,730719,0,,,7,MER,*,0,0,0,,0,m,97,0110,,,,,3.0,,1993
93IN02501,1990100328,S0328,10,90,2,US,1,07,142,890519,730719,0,,,1,MER,5,127,161,1,,2,m,,,R,21,4,1,3.0,,1993
93IN02502,1990100330,S0330,10,90,2,SW,1,41,S4,0059,800519,0,,,3,MER,2,143,153,11,,2,m,93,1108,,,,,3.0,,1993
93IN02503,1990100333,S0333,10,90,2,US,1,07,145,903119,762819,0,,,1,MER,1,126,169,2,,2,m,,,R,22,4,1,3.0,,1993
93IN02504,1990100336,S0336,10,90,2,18,1,07,145,903119,606019,0,,,1,,1,160,184,2,,2,,,,A,R11,4,2,3.0,DYSTOCIA '93,1993
93IN02505,1990100337,S0337,10,90,2,SW,1,41,S3,0030,739519,0,,,1,MER,5,116,152,1,,0,m,,,R,23,4,1,3.0,.33 FERT,1993
93IN02506,1990100340,S0340,10,90,2,US,1,07,145,903119,703719,0,,,1,MER,5,135,159,1,,1,m,,,C,83,4,1,3.0,,1993
93IN02507,1990100346,S0346,10,90,2,18,1,07,141,779919,782719,0,,,1,,1,163,196,2,,2,,,,A,R13,4,2,3.0,,1993
93IN02508,1990100347,S0347,10,90,2,US,1,07,141,779919,782719,0,,,1,MER,1,144,163,2,,1,m,,,M,44,4,1,3.0,,1993
93IN02509,1990100348,S0348,10,90,2,SW,1,41,S4,0059,726119,0,,,3,MER,1,121,155,2,,3,m,93,1108,,,,,3.0,11BAG,1993
93IN02510,1990100350,S0350,10,90,2,TX,1,07,T3,0479,714619,0,,,1,MER,5,125,162,1,,1,m,,,C,84,5,1,3.0,,1993
93IN02511,1990100353,S0353,10,90,1,18,1,07,R.1,813919,966519,2,,,3,LIB,*,0,0,0,,0,L,93,0524,,,,,3.0,"DUD,MALEMOUNT",1993
93IN02512,1990100357,S0357,10,90,2,US,1,07,144,908219,878919,0,,,1,MER,1,126,159,2,,2,m,,,R,21,3,1,3.0,,1993
93IN02513,1990100360,S0360,10,90,2,US,1,07,144,908219,492419,0,,,1,MER,1,123,164,2,,2,m,,,F,31,3,1,3.0,,1993
93IN02514,1990100362,S0362,10,90,2,SW,1,41,S5,0067,831219,0,,,1,MER,2,121,160,2,,2,m,,,M,41,2,1,3.0,,1993
93IN02515,1990100363,S0363,10,90,2,SW,1,41,S5,0067,831219,0,,,1,MER,2,107,139,1,,1,m,,,R,24,3,1,3.0,,1993
93IN02516,1990100365,S0365,10,90,2,SW,1,41,S5,0067,656619,0,,,1,MER,1,117,152,1,,2,m,,,R,22,3,1,3.0,,1993
93IN02517,1990100366,S0366,10,90,2,SW,1,41,S5,0067,656619,0,,,1,MER,5,109,149,1,,2,m,,,M,42,4,1,3.0,,1993
93IN02518,1990100369,S0369,10,90,2,SW,1,41,S4,0059,933119,0,,,6,MER,*,0,0,0,,1,m,28,0411,,,,,3.0,"DEAD,DYSTOCIA",1993
93IN02519,1990100374,S0374,10,90,2,SW,1,41,S2,0014,479119,0,,,1,MER,5,112,141,1,,2,m,,,C,85,4,1,3.0,SCURS,1993
93IN02520,1990100381,S0381,10,90,2,FW,1,41,F3,6198,919419,0,,,1,MER,1,108,139,1,,1,m,,,R,23,3,1,3.0,,1993
93IN02521,1990100384,S0384,10,90,2,18,1,07,R.2,886919,982519,0,,,1,,1,111,145,2,,2,1,,,R,24,3,1,3.0,CHK.R.QTR,1993
93IN02522,1990100385,S0385,10,90,2,US,1,07,143,919819,907819,0,,,1,MER,5,112,143,1,,1,m,,,R,21,4,1,3.0,TENDER,1993
93IN02523,1990100386,S0386,10,90,2,TX,1,07,T4,4352,800719,0,,,1,MER,1,135,166,2,,2,m,,,C,86,3,1,3.0,,1993
93IN02524,1990100388,S0388,10,90,2,SW,1,41,S6,0020,934719,0,,,1,MER,5,101,140,1,,0,m,,,M,43,4,1,3.0,.33 FERT,1993
93IN02525,1990100389,S0389,10,90,2,SW,1,41,S6,0020,934719,0,,,1,MER,1,114,148,1,,1,m,,,C,87,3,1,3.0,,1993
93IN02526,1990100392,S0392,10,90,2,US,1,07,141,779919,791219,0,,,1,MER,1,143,172,1,,1,m,,,M,44,3,1,3.0,,1993
93IN02527,1990100399,S0399,10,90,2,FW,1,41,F1,0671,626219,0,,,1,MER,5,119,158,1,,1,m,,,M,41,4,1,3.0,,1993
93IN02528,1990100401,S0401,10,90,2,FW,1,41,F1,0671,830419,0,,,1,MER,5,124,155,1,,2,m,,,M,42,4,1,3.0,,1993
93IN02529,1990100406,S0406,10,90,2,US,1,07,142,890519,661519,0,,,1,MER,1,145,162,2,,1,m,,,F,34,4,1,3.0,,1993
93IN02530,1990100415,S0415,10,90,2,FW,1,41,F1,0671,941919,0,,,1,MER,2,122,159,1,,2,m,,,F,32,3,1,3.0,,1993
93IN02531,1990100416,S0416,10,90,2,FW,1,41,F1,0671,941919,0,,,1,MER,1,127,156,1,,2,m,,,C,88,3,1,3.0,,1993
93IN02532,1990100417,S0417,10,90,2,18,1,07,R.1,813919,995419,0,,,1,,2,120,149,2,,2,,,,F,31,3,1,3.0,SHORTSTAPLE,1993
93IN02533,1990100420,S0420,10,90,2,US,1,07,143,919819,938619,0,,,1,MER,1,113,139,2,,2,m,,,C,89,3,1,3.0,ENTR,1993
93IN02534,1990100421,S0421,10,90,2,FW,1,41,F6,0337,827219,0,,,1,MER,1,118,134,2,,2,m,,,F,33,3,1,3.0,,1993
93IN02535,1990100423,S0423,10,90,1,US,1,07,146,776319,630819,2,,,4,LIB,*,0,0,0,,0,L,,,,,,,3.0,,1993
93IN02536,1990100427,S0427,10,90,2,TX,1,07,T6,1287,813419,0,,,1,MER,5,123,161,1,,1,m,,,F,34,4,1,3.0,,1993
93IN02537,1990100433,S0433,10,90,2,FW,1,41,F4,0196,629719,0,,,1,MER,5,103,130,1,,2,m,,,C,90,4,1,3.0,,1993
93IN02538,1990100434,S0434,10,90,2,FW,1,41,F4,0196,629719,0,,,3,MER,5,109,134,1,,0,m,93,1108,,,,,3.0,BARREN,1993
93IN02539,1990100436,S0436,10,90,2,SW,1,41,S2,0014,712319,0,,,1,MER,5,137,169,1,,2,m,,,C,91,4,1,3.0,,1993
93IN02540,1990100437,S0437,10,90,2,SW,1,41,S2,0014,712319,0,,,3,MER,5,115,151,1,,0,m,93,1108,,,,,3.0,.33 FERT,1993
93IN02541,1990100438,S0438,10,90,2,TX,1,07,T5,4009,907219,0,,,1,MER,1,120,143,1,,2,m,,,R,22,3,1,3.0,,1993
93IN02542,1990100439,S0439,10,90,2,TX,1,07,T5,4009,907219,0,,,1,MER,1,122,164,1,,2,m,,,M,44,3,1,3.0,,1993
93IN02543,1990100440,S0440,10,90,2,FW,1,41,F1,0671,796219,0,,,1,MER,1,107,137,1,,2,m,,,F,32,3,1,3.0,ENTR,1993
93IN02544,1990100445,S0445,10,90,2,SW,1,41,S2,0014,919219,0,,,3,MER,5,102,120,2,,2,m,93,1108,,,,,3.0,DYSTOCIA'93,1993
93IN02545,1990100450,S0450,10,90,2,13,1,07,146,776319,467919,2,,,3,OVX,*,0,0,0,,0,X,,,,,,,3.0,OVX.PROD,1993
93IN02546,1990100451,S0451,10,90,2,US,1,07,146,776319,467919,0,,,1,MER,5,121,160,1,,2,m,,,F,31,4,1,3.0,,1993
93IN02547,1990100452,S0452,10,90,2,US,1,07,146,776319,467919,0,,,1,MER,2,139,153,1,,1,m,,,C,80,3,1,3.0,,1993
93IN02548,1990100456,S0456,10,90,2,FW,1,41,F4,0196,696619,0,,,1,MER,2,125,153,1,,1,m,,,C,81,3,1,3.0,HORNS,1993
93IN02549,1990100459,S0459,10,90,2,18,1,07,R.2,886919,962719,0,,,1,,5,151,189,1,,1,,,,A,R13,5,2,3.0,,1993
93IN02550,1990100461,S0461,10,90,2,TX,1,07,T6,1287,791719,0,,,1,MER,1,94,119,1,,1,m,,,M,41,3,1,3.0,ENTR,1993
93IN02551,1990100463,S0463,10,90,2,18,1,07,R.5,917219,007210,0,,,1,,2,137,152,2,,2,3,,,M,42,3,1,3.0,,1993
93IN02552,1990100466,S0466,10,90,2,SW,1,41,S5,0067,892619,0,,,1,MER,1,116,140,1,,2,m,,,C,82,4,1,3.0,,1993
93IN02553,1990100467,S0467,10,90,2,SW,1,41,S4,0059,943019,0,,,6,MER,*,0,0,0,,0,m,01,0310,,,,,3.0,4TEATS,1993
93IN02554,1990100469,S0469,10,90,2,FW,1,41,F3,6198,921619,0,,,1,MER,5,114,149,1,,1,m,,,R,23,4,1,3.0,,1993
93IN02555,1990100470,S0470,10,90,2,SW,1,41,S5,0067,892619,0,,,1,MER,2,114,143,1,,2,m,,,F,33,3,1,3.0,,1993
93IN02556,1990100476,S0476,10,90,2,SW,1,41,S3,0030,811519,0,,,1,MER,5,111,141,1,,2,m,,,F,32,5,1,3.0,,1993
93IN02557,1990100480,S0480,10,90,2,FW,1,41,F5,0302,873319,0,,,3,MER,5,123,147,1,,1,m,93,1108,,,,,3.0,.33FERT 0LBWN,1993
93IN02558,1990100482,S0482,10,90,2,FW,1,41,F3,6198,728319,0,,,3,MER,1,127,149,12,,1,m,93,1108,,,,,3.0,HAIRY,1993
93IN02559,1990100483,S0483,10,90,2,SW,1,41,S5,0067,728019,0,,,1,MER,5,115,146,1,,2,m,,,F,33,3,1,3.0,,1993
93IN02560,1990100484,S0484,10,90,2,SW,1,41,S5,0067,728019,0,,,1,MER,1,128,149,1,,1,m,,,M,43,3,1,3.0,,1993
93IN02561,1990100486,S0486,10,90,2,SW,1,41,S5,0067,875919,0,,,7,MER,2,134,0,0,,2,m,97,0915,,,,,3.0,1TAG,1993
93IN02562,1990100493,S0493,10,90,2,SW,1,41,S4,0059,670419,0,,,1,MER,1,92,124,1,,2,m,,,M,41,3,1,3.0,,1993
93IN02563,1990100499,S0499,10,90,2,TX,1,07,T6,1287,743419,0,,,1,MER,1,112,149,2,,1,m,,,C,83,3,1,3.0,ENTR,1993
93IN02564,1990100505,S0505,10,90,2,FW,1,41,F5,0302,542319,0,,,7,MER,*,0,0,0,,0,m,97,0110,,,,,3.0,,1993
93IN02565,1990100509,S0509,10,90,2,FW,1,41,F6,0337,643719,0,,,1,MER,1,115,134,1,,2,m,,,R,24,3,1,3.0,,1993
93IN02566,1990100512,S0512,10,90,2,FW,1,41,F4,0196,760119,0,,,1,MER,1,109,130,2,,2,m,,,C,84,3,1,3.0,"ENTR,4TEATS",1993
93IN02567,1990100513,S0513,10,90,2,SW,1,41,S4,0059,887419,0,,,1,MER,1,126,153,2,,1,m,,,R,21,3,1,3.0,,1993
93IN02568,1990100514,S0514,10,90,2,TX,1,07,T2,2717,718419,0,,,1,MER,1,147,176,1,,1,m,,,A,R11,3,2,3.0,HORNS,1993
93IN02569,1990100518,S0518,10,90,2,TX,1,07,T4,4352,608819,0,,,1,MER,5,152,193,1,,1,m,,,A,R13,5,2,3.0,,1993
93IN02570,1990100519,S0519,10,90,2,FW,1,41,F3,6198,604019,0,,,1,MER,5,106,137,1,,1,m,,,M,42,4,1,3.0,,1993
93IN02571,1990100521,S0521,10,90,2,SW,1,41,S2,0014,669219,0,,,1,MER,1,119,146,2,,2,m,,,M,43,3,1,3.0,,1993
93IN02572,1990100522,S0522,10,90,2,FW,1,41,F3,6198,893119,0,,,7,MER,*,0,0,0,,0,m,97,0110,,,,,3.0,,1993
93IN02573,1990100523,S0523,10,90,2,FW,1,41,F6,0337,784819,0,,,1,MER,2,112,127,2,,1,m,,,C,85,3,1,3.0,,1993
93IN02574,1990100526,S0526,10,90,2,FW,1,41,F2,0581,795519,0,,,1,MER,2,131,147,2,,2,m,,,R,22,4,1,3.0,,1993
93IN02575,1990100527,S0527,10,90,2,FW,1,41,F2,0581,795519,0,,,1,MER,1,114,136,2,,2,m,,,R,23,3,1,3.0,,1993
93IN02576,1990100528,S0528,10,90,2,SW,1,41,S3,0030,895919,0,,,1,MER,1,132,159,2,,1,m,,,F,32,3,1,3.0,,1993
93IN02577,1990100530,S0530,10,90,2,TX,1,07,T4,4352,778819,0,,,1,MER,5,129,165,1,,2,m,,,M,44,4,1,3.0,ENTR,1993
93IN02578,1990100536,S0536,10,90,2,TX,1,07,T6,1287,805419,0,,,1,MER,2,109,141,2,,2,m,,,F,34,3,1,3.0,,1993
93IN02579,1990100541,S0541,10,90,2,SW,1,41,S4,0059,698419,0,,,7,MER,*,0,0,0,,0,m,97,0110,,,,,3.0,,1993
93IN02580,1990100546,S0546,10,90,2,SW,1,41,S1,0050,834419,0,,,7,MER,*,0,0,0,,0,m,97,0110,,,,,3.0,,1993
93IN02581,1990100554,S0554,10,90,2,SW,1,41,S5,0067,742619,0,,,3,MER,5,121,156,1,,0,m,93,1108,,,,,3.0,.33 FERT,1993
93IN02582,1990100557,S0557,10,90,2,SW,1,41,S5,0067,887219,0,,,1,MER,1,102,130,2,,1,m,15,1123,F,33,3,1,3.0,HIWAY KILL,1993
93IN02583,1990100558,S0558,10,90,2,SW,1,41,S5,0067,887219,0,,,3,MER,5,92,133,1,,0,m,93,1108,,,,,3.0,.33 FERT,1993
93IN02584,1990100560,S0560,10,90,2,TX,1,07,T1,1004,473519,0,,,1,MER,5,139,175,1,,2,m,,,R,24,4,1,3.0,,1993
93IN02585,1990100561,S0561,10,90,2,TX,1,07,T1,1004,473519,0,,,7,MER,*,0,0,0,,0,m,97,0110,,,,,3.0,,1993
93IN02586,1990100563,S0563,10,90,2,SW,1,41,S4,0059,870519,0,,,1,MER,5,95,134,1,,1,m,,,F,32,4,1,3.0,,1993
93IN02587,1990100569,S0569,10,90,2,FW,1,41,F6,0337,927919,0,,,1,MER,1,97,121,1,,1,m,,,F,33,3,1,3.0,,1993
93IN02588,1990100570,S0570,10,90,2,FW,1,41,F2,0581,597319,0,,,1,MER,2,113,152,2,,2,m,,,F,32,3,1,3.0,,1993
93IN02589,1990100573,S0573,10,90,2,US,1,07,145,903119,855319,0,,,1,MER,2,132,156,2,,2,m,,,M,44,3,1,3.0,,1993
93IN02590,1990100575,S0575,10,90,2,SW,1,41,S3,0030,923719,0,,,1,MER,5,109,148,1,,2,m,,,F,33,4,1,3.0,,1993
93IN02591,1990100576,S0576,10,90,2,TX,1,07,T3,0479,905619,0,,,1,MER,1,121,143,2,,2,m,,,F,31,3,1,3.0,,1993
93IN02592,1990100578,S0578,10,90,2,SW,1,41,S3,0030,499619,0,,,1,MER,5,120,152,1,,2,m,,,C,86,4,1,3.0,,1993
93IN02593,1990100590,S0590,10,90,2,SW,1,41,S1,0050,847619,0,,,1,MER,1,112,136,1,,1,m,,,C,87,3,1,3.0,,1993
93IN02594,1990100593,S0593,10,90,2,FW,1,41,F6,0337,926719,0,,,1,MER,5,100,138,1,,1,m,,,R,21,4,1,3.0,,1993
93IN02595,1990100595,S0595,10,90,2,US,1,07,141,779919,656819,0,,,3,MER,5,122,149,1,,1,m,93,1108,,,,,3.0,ONE-EYE,1993
93IN02596,1990100596,S0596,10,90,2,SW,1,41,S1,0050,722019,0,,,1,MER,1,124,155,2,,1,m,,,F,32,3,1,3.0,,1993
93IN02597,1990100597,S0597,10,90,2,SW,1,41,S1,0050,722019,0,,,1,MER,5,131,167,1,,1,m,,,M,41,4,1,3.0,,1993
93IN02598,1990100599,S0599,10,90,2,FW,1,41,F5,0302,914519,0,,,1,MER,5,104,141,1,,2,m,,,C,88,4,1,3.0,DYSTOCIA '93,1993
93IN02599,1990100602,S0602,10,90,2,FW,1,41,F2,0581,896219,0,,,1,MER,2,116,148,1,,1,m,,,M,42,3,1,3.0,,1993
93IN02600,1990100606,S0606,10,90,2,18,1,07,145,903119,812719,0,,,1,,1,135,165,2,,2,,,,M,44,3,1,3.0,,1993
93IN02601,1990100608,S0608,10,90,2,SW,1,41,S3,0030,660819,0,,,1,MER,2,126,155,2,,2,m,,,M,43,3,1,3.0,FOUND 9/15/92,1993
93IN02602,1990100609,S0609,10,90,2,FW,1,41,F5,0302,937419,0,,,3,MER,5,96,134,1,,0,m,93,1108,,,,,3.0,.33 FERT,1993
93IN02603,1990100610,S0610,10,90,2,TX,1,07,T4,4352,694219,0,,,1,MER,5,139,168,1,,2,m,,,F,34,4,1,3.0,,1993
93IN02604,1990100616,S0616,10,90,2,SW,1,41,S2,0014,616019,0,,,1,MER,2,116,130,1,,1,m,,,R,22,3,1,3.0,,1993
93IN02605,1990100619,S0619,10,90,2,TX,1,07,T3,0479,931819,0,,,1,MER,1,119,151,2,,2,m,,,M,44,3,1,3.0,,1993
93IN02606,1990100626,S0626,10,90,2,TX,1,07,T3,0479,788819,0,,,1,MER,1,135,158,2,,1,m,,,R,23,3,1,3.0,,1993
93IN02607,1990100628,S0628,10,90,2,18,1,07,141,779919,551019,0,,,1,,5,143,167,1,,1,,,,R,24,4,1,3.0,,1993
93IN02608,1990100630,S0630,10,90,2,US,1,07,144,908219,644419,0,,,3,MER,2,145,171,12,,2,m,93,1108,,,,,3.0,,1993
93IN02609,1990100632,S0632,10,90,2,FW,1,41,F3,6198,711219,0,,,7,MER,*,0,0,0,,0,m,97,0110,,,,,3.0,4TEATS,1993
93IN02610,1990100637,S0637,10,90,2,US,1,07,141,779919,711519,0,,,1,MER,5,144,176,1,,2,m,,,M,44,4,1,3.0,EWE 1TAG,1993
93IN02611,1990100639,S0639,10,90,2,SW,1,41,S3,0030,713919,0,,,1,MER,2,123,150,2,,2,m,,,F,33,3,1,3.0,,1993
93IN02612,1990100640,S0640,10,90,2,SW,1,41,S3,0030,713919,0,,,1,MER,5,137,175,1,,2,m,,,F,32,5,1,3.0,,1993
93IN02613,1990100641,S0641,10,90,2,SW,1,41,S3,0030,713919,0,,,1,MER,5,124,157,1,,2,m,,,C,89,4,1,3.0,,1993
93IN02614,1990100642,S0642,10,90,2,SW,1,41,S3,0030,713919,0,,,1,MER,1,102,121,1,,2,m,,,M,41,3,1,3.0,,1993
93IN02615,1990100644,S0644,10,90,2,SW,1,41,S4,0059,760419,0,,,1,MER,1,126,149,1,,1,m,,,C,90,3,1,3.0,,1993
93IN02616,1990100645,S0645,10,90,2,SW,1,41,S4,0059,760419,0,,,3,MER,5,133,169,1,,2,m,93,1108,,,,,3.0,0 LBWN,1993
93IN02617,1990100649,S0649,10,90,2,18,1,07,R.4,887119,002510,7,,,1,29A,3,160,157,2,,2,,68,1203,,LIS,,L,3.0,,1993
93IN02618,1990100653,S0653,10,90,1,SW,1,41,S3,0030,628119,0,,,6,,M,184,0,0,,0,,50,0709,,,,,3.0,JAW5,1993
93IN02619,1990100656,S0656,10,90,2,SW,1,41,S6,0020,898319,0,,,1,MER,5,105,140,1,,2,m,,,R,21,3,1,3.0,,1993
93IN02620,1990100657,S0657,10,90,2,18,1,07,R.3,888419,962919,0,,,1,,1,133,155,3,,2,,,,R,22,3,1,3.0,,1993
93IN02621,1990100663,S0663,10,90,2,SW,1,41,S6,0020,608119,0,,,3,MER,2,90,111,1,,2,m,93,1108,,,,,3.0,BONEYPELVIS,1993
93IN02622,1990100664,S0664,10,90,2,SW,1,41,S6,0020,608119,0,,,6,MER,X,109,0,0,,2,m,54,0518,,,,,3.0,VET KILL,1993
93IN02623,1990100674,S0674,10,90,2,TX,1,07,T2,2717,639519,0,,,1,MER,5,133,172,1,,2,m,,,M,43,4,1,3.0,"1TAG,TORNEAR",1993
93IN02624,1990100675,S0675,10,90,2,18,1,07,R.4,887119,969619,0,,,1,,1,134,167,1,,2,1,,,R,23,3,1,3.0,,1993
93IN02625,1990100679,S0679,10,90,2,18,1,07,143,919819,916819,0,,,1,,2,132,161,3,,2,2,,,M,44,3,1,3.0,SW.BAG,1993
93IN02626,1990100680,S0680,10,90,1,FW,1,41,F1,0671,850219,0,,,3,MKT,M,181,0,0,,0,,93,0809,,,,,3.0,WR5 + JAW7,1993
93IN02627,1990100686,S0686,10,90,2,SW,1,41,S4,0059,823719,0,,,3,MER,5,102,134,1,,0,m,93,1108,,,,,3.0,.33 FERT,1993
93IN02628,1990100688,S0688,10,90,2,FW,1,41,F2,0581,884419,0,,,1,MER,1,117,152,1,,1,m,,,C,91,3,1,3.0,,1993
93IN02629,1990100690,S0690,10,90,2,TX,1,07,T4,4352,866019,0,,,1,MER,5,127,165,1,,2,m,,,R,24,4,1,3.0,ENTR.SM.BAG,1993
93IN02630,1990100691,S0691,10,90,2,FW,1,41,F4,0196,559819,0,,,1,MER,2,104,139,1,,1,m,,,R,21,3,1,3.0,,1993
93IN02631,1990100692,S0692,10,90,2,FW,1,41,F4,0196,559819,0,,,1,MER,5,113,151,1,,2,m,,,F,33,4,1,3.0,,1993
93IN02632,1990100695,S0695,10,90,2,TX,1,07,T1,1004,781119,0,,,1,MER,1,126,154,2,,1,m,,,R,22,3,1,3.0,,1993
93IN02633,1990100697,S0697,10,90,2,SW,1,41,S1,0050,857519,0,,,1,MER,2,124,162,2,,1,m,,,C,80,2,1,3.0,,1993
93IN02634,1990100703,S0703,10,90,2,FW,1,41,F3,6198,657519,0,,,1,MER,5,115,153,1,,2,m,,,M,42,4,1,3.0,TENDER,1993
93IN02635,1990100705,S0705,10,90,2,FW,1,41,F2,0581,673119,0,,,1,MER,5,107,135,1,,1,m,,,R,23,4,1,3.0,,1993
93IN02636,1990100706,S0706,10,90,2,SW,1,41,S2,0014,899919,0,,,3,MER,1,121,142,12,,1,m,93,1108,,,,,3.0,DYSTOCIA,1993
93IN02637,1990100707,S0707,10,90,2,SW,1,41,S2,0014,899919,0,,,1,MER,1,117,147,1,,2,m,,,R,24,3,1,3.0,,1993
93IN02638,1990100712,S0712,10,90,2,TX,1,07,T2,2717,762719,0,,,1,MER,1,155,183,1,,2,m,,,A,R12,4,2,3.0,,1993
93IN02639,1990100714,S0714,10,90,2,US,1,07,145,903119,822519,0,,,3,MER,5,122,155,1,,0,m,93,1108,,,,,3.0,.33 FERT,1993
93IN02640,1990100715,S0715,10,90,2,TX,1,07,T6,1287,640619,0,,,1,MER,1,116,146,2,,1,m,,,C,81,3,1,3.0,,1993
93IN02641,1990100716,S0716,10,90,2,FW,1,41,F1,0671,892719,0,,,3,MER,1,96,127,1,,2,m,93,1108,,,,,3.0,JAWBONE ABSC.,1993
93IN02642,1990100718,S0718,10,90,2,FW,1,41,F2,0581,899519,0,,,7,MER,5,73,0,0,,1,m,97,0915,,,,,3.0,DYSTOCIA '93,1993
93IN02643,1990100721,S0721,10,90,1,TX,1,07,T2,2717,879919,0,,,2,149,M,235,272,0,,0,,92,0923,,,,,3.0,,1993
93IN02644,1990100722,S0722,10,90,2,TX,1,07,T6,1287,651619,0,,,1,MER,2,136,163,2,,2,m,,,C,82,4,1,3.0,MLT.R,1993
93IN02645,1990100727,S0727,10,90,2,TX,1,07,T1,1004,724419,0,,,1,MER,1,120,138,2,,1,m,,,F,31,3,1,3.0,,1993
93IN02646,1990100731,S0731,10,90,2,TX,1,07,T4,4352,837519,0,,,3,MER,1,119,127,12,,2,m,93,1108,,,,,3.0,ENTR.,1993
93IN02647,1990100732,S0732,10,90,2,TX,1,07,T4,4352,837519,0,,,1,MER,2,119,157,1,,2,m,,,C,83,3,1,3.0,,1993
93IN02648,1990100733,S0733,10,90,2,TX,1,07,T2,2717,575019,0,,,1,MER,1,143,159,1,,2,m,,,F,34,4,1,3.0,,1993
93IN02649,1990100736,S0736,10,90,2,SW,1,41,S4,0059,912619,0,,,1,MER,5,109,146,1,,1,m,15,1123,M,43,4,1,3.0,HIWAY KILL,1993
93IN02650,1990100738,S0738,10,90,2,SW,1,41,S5,0067,803219,0,,,1,MER,1,120,147,2,,1,m,,,R,21,3,1,3.0,,1993
93IN02651,1990100740,S0740,10,90,2,US,1,07,141,779919,784919,0,,,1,MER,1,133,154,2,,2,m,,,M,44,3,1,3.0,,1993
93IN02652,1990100741,S0741,10,90,2,US,1,07,141,779919,784919,0,,,1,MER,2,118,132,2,,2,m,,,R,22,3,1,3.0,,1993
93IN02653,1990100745,S0745,10,90,2,US,1,07,145,903119,537119,0,,,1,MER,2,126,150,1,,1,m,,,M,43,3,1,3.0,,1993
93IN02654,1990100746,S0746,10,90,2,18,1,07,144,908219,637519,0,,,1,,2,191,179,2,,1,,,,A,R13,4,2,3.0,VLTS,1993
93IN02655,1990100750,S0750,10,90,2,FW,1,41,F6,0337,718819,0,,,1,MER,1,99,124,1,,1,m,,,C,84,3,1,3.0,ENTR,1993
93IN02656,1990100751,S0751,10,90,2,FW,1,41,F6,0337,718819,0,,,3,MER,2,86,104,2,,1,m,93,1108,,,,,3.0,ONE-EYE,1993
93IN02657,1990100753,S0753,10,90,2,US,1,07,143,919819,722119,0,,,6,MER,1,124,127,13,,2,m,05,0915,,,,,3.0,"EUTH, 13BAG",1993
93IN02658,1990100754,S0754,10,90,2,US,1,07,143,919819,722119,0,,,1,MER,5,132,150,1,,1,m,,,M,41,4,1,3.0,,1993
93IN02659,1990100755,S0755,10,90,2,FW,1,41,F6,0337,505519,0,,,3,MER,5,97,128,1,,0,m,93,1108,,,,,3.0,SM.BAG.33FERT,1993
93IN02660,1990100759,S0759,10,90,2,US,1,07,146,776319,752219,0,,,1,MER,5,120,160,1,,2,m,,,R,23,4,1,3.0,,1993
93IN02661,1990100761,S0761,10,90,2,US,1,07,144,908219,785419,0,,,1,MER,2,123,151,2,,2,m,,,C,85,3,1,3.0,,1993
93IN02662,1990100767,S0767,10,90,2,SW,1,41,S2,0014,786019,0,,,1,MER,2,131,159,2,,2,m,,,F,33,3,1,3.0,,1993
93IN02663,1990100768,S0768,10,90,2,SW,1,41,S2,0014,786019,0,,,7,MER,1,130,0,0,,2,m,97,0915,,,,,3.0,,1993
93IN02664,1990100774,S0774,10,90,2,FW,1,41,F1,0671,871119,0,,,1,MER,2,131,142,2,,2,m,,,R,24,2,1,3.0,,1993
