UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,ELGI,ELGC,RC,NOBN,LBWN,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GROUP,DISP,DAYDIS,TRT,BPEN,COND,LAP,BGRP,ADAM,RMK,YRREC
90IN00667,1984630937,K0937,63,84,2,60,1,06,602,995062,932662,2,,,,,,,,3,PHY,5,181,210, 2,,,X,,,,,4,,x,60,JIM'S STUDY,1990
90IN00668,1987030938,L0938,03,87,2,82,1,30,  1,818402,920302,,,1,,,, 2,146,1,,2,139,140, 2,A,,,,,,321,3,,2,30,,1990
90IN00669,1987030941,L0941,03,87,4,71,1,30,711,951602,324702,2,,1,,,,,,1,,M,177,0,,,,V,,,,,,,,30,VASECTOMY,1990
90IN00670,1986800942,X0942,80,86,2,65,1,56,633,103163,424594,7,,,,,, 3,179,1,,3,183,169, 2,A,,,,,,-0-,3,,3,40,,1990
90IN00671,1984630945,K0945,63,84,2,61,1,06,614,049263,842062,,,,,,, 2,130,1,,1,178,162, 2,B,,,,,,631,1,,1,60,CAKEDBAG,1990
90IN00672,1984630948,K0948,63,84,2,63,1,06,632,989462,935462,,,,,,, 2,088,1,,1,209,207, 3,A,,,,,,611,3,,1,60,,1990
90IN00673,1986800949,X0949,80,86,1,97,1,97,197,453297,453797,,,,,,,,,1,,M,236,268,,,,,,,,,,,,40,,1990
90IN00674,1987030952,L0952,03,87,2,81,1,30,701,810902,038402,7,,1,,,, 1,034,3,,2,139,0,,B,,,97,0925,,,,,,30,"ATAXIC,OK",1990
90IN00675,1984630959,K0959,63,84,2,63,1,06,634,012063,757262,,,,,,, 3,074,1,,2,157,170, 3,A,,,,,,601,3,,1,60,FIBERBAG,1990
90IN00676,1984630963,K0963,63,84,2,63,1,06,634,012063,939862,,,,,,, 2,073,1,,2,265,238, 2,B,,,,,,613,3,,1,60,LTS,1990
90IN00677,1987030967,L0967,03,87,2,80,1,30,702,807602,014302,,,1,,,, 2,166,1,,2,156,175, 2,A,,,,,,304,4,,2,30,,1990
90IN00678,1987030969,L0969,03,87,2,81,1,30,702,807602,014302,,,1,,,, 2,175,1,,2,171,165, 2,A,,,,,,312,3,,2,30,,1990
90IN00679,1984630983,K0983,63,84,2,63,1,06,634,012063,996962,,,,,,, 2,131,1,,1,194,189, 3,A,,,,,,604,2,,1,60,,1990
90IN00680,1984630993,K0993,63,84,2,61,1,06,612,021463,937062,,,,,,, 2,165,1,,2,163,167, 3,A,,,,,,634,2,,1,60,,1990
90IN00681,1984630996,K0996,63,84,2,60,1,06,601,980662,847362,7,,,,,, 2,159,1,,1,159,161, 2,B,,,,,,631,2,,1,60,,1990
90IN00682,1984630998,K0998,63,84,2,60,1,06,603,977362,929362,,,,,,, 2,097,1,,1,157,164, 2,A,,,,,,632,3,,1,60,,1990
90IN00683,1984630999,K0999,63,84,2,61,1,06,611,046663,890962,,,,,,, 3,151,1,,1,140,156, 2,A,,,,,,601,2,,1,60,,1990
90IN00684,1984631000,K1000,63,84,2,61,1,06,611,046663,890962,2,,,,,,,,3,PHY,5,189,205, 1,,,X,,,,,4,,x,60,JIM'S STUDY,1990
90IN00685,1987031004,L1004,03,87,2,81,1,30,712,960202,533802,,,1,,,, 1,097,1,,1,177,172, 2,B,,,,,,313,3,,2,30,"BIG,CAKED",1990
90IN00686,1984631005,K1005,63,84,2,63,1,06,632,989462,915562,,,,,,, 1,105,1,,2,182,190, 2,B,,,,,,613,4,,1,60,,1990
90IN00687,1987031006,L1006,03,87,2,81,1,30,702,807602,713802,7,,1,,,, 3,148,1,,2,133,144, 2,A,,,,,,314,3,,2,30,,1990
90IN00688,1986801013,X1013,80,86,2,67,1,56,673,879594,122694,7,,,,,, 1,089,3,,3,129,0,,B,,,97,1003,,,,,,40,"CULL,X",1990
90IN00689,1987031013,L1013,03,87,1,70,1,30,703,820702,869601,2,,1,,,,,,1,,*,0,0,,,,J,95,0331,,,,,,30,JIM'S RAMS,1990
90IN00690,1984631016,K1016,63,84,2,60,1,06,601,980662,749562,7,,,,,, 2,131,1,,1,197,171, 2,A,,,,,,614,2,,1,60,FAT,1990
90IN00691,1986801019,X1019,80,86,2,65,1,56,633,103163,496194,7,,,,,, 3,185,1,,3,134,157, 2,B,,,,,,-0-,3,,3,40,1TAG,1990
90IN00692,1984631020,K1020,63,84,2,63,1,06,632,989462,852962,,,,,,, 1,061,3,,1,124,0,,A,,,97,0925,,,,,,60,"THINEWE,X",1990
90IN00693,1984631022,K1022,63,84,2,63,1,06,632,989462,980762,2,,,,,,,,3,OVX,5,183,0,,,,X,,,,,,,,60,JIM'S STUDY,1990
90IN00694,1984631025,K1025,63,84,2,63,1,06,634,012063,951762,7,,,,,, 2,091,1,,1,190,197, 5,B,,,,,,614,4,,1,60,"ENTR,MEATBAG",1990
90IN00695,1984631026,K1026,63,84,2,61,1,06,612,021463,873262,7,,,,,, 4,073,1,,2,155,184, 3,A,,,,,,633,3,,1,60,,1990
90IN00696,1987031027,L1027,03,87,2,80,1,30,  2,834902,909402,7,,1,1,1,2, 2,000,2,49,1,143,157, 1,A,,,92,0920,,,,,,30,,1990
90IN00697,1986801029,X1029,80,86,2,97,1,97,297,455497,048097,7,,,,,, 2,158,1,,B,155,182, 4,A,,,,,,297,2,1,2,40,,1990
90IN00698,1984631033,K1033,63,84,2,61,1,06,614,049263,827062,,,,,,, 2,066,1,,2,116,0,,A,,,97,0925,,,,,,60,,1990
90IN00699,1987031036,L1036,03,87,2,82,1,30,  2,834902,912102,,,1,,,, 2,000,6,,*,0,0,,B,,,76,0324,,,,,,30,ALSO CASEOUS,1990
90IN00700,1987031037,L1037,03,87,2,80,1,30,  2,834902,912102,,,1,,,, 1,000,6,,*,0,0,,A,,,76,0331,,,,,,30,HARDBAGPINK,1990
90IN00701,1987031039,L1039,03,87,2,70,1,30,  3,945402,924502,9,,1,,,,,,4,,*,0,0,,,,F,,,,,,,,30,RUM.FISTULA,1990
90IN00702,1984631042,K1042,63,84,2,61,1,06,611,046663,961362,,,,,,, 1,102,1,,1,152,156, 2,B,,,,,,604,3,,1,60,,1990
90IN00703,1987031042,L1042,03,87,4,71,1,30,714,953402,831302,2,,1,,,,,,1,,M,231,0,,,,V,,,,,,,,30,VASECTOMY,1990
90IN00704,1987031043,L1043,03,87,2,80,1,30,  2,834902,967802,7,,1,,,, 2,141,1,,1,169,167, 2,A,,,,,,302,2,,2,30,,1990
90IN00705,1986801044,X1044,80,86,2,67,1,56,672,911194,291894,7,,,,,, 1,109,1,,3,183,184, 2,A,,,,,,-0-,3,,3,40,,1990
90IN00706,1986801055,X1055,80,86,2,65,1,56,641,917194,856862,7,,,,,, 2,181,6,,3,157,0,,A,,,05,0802,,,,,,40,MID.LUMP,1990
90IN00707,1984631056,K1056,63,84,2,60,1,06,601,980662,963462,,,,,,, 3,087,1,,2,159,178, 4,A,,,,,,612,2,,1,60,THINEWE,1990
90IN00708,1986801056,X1056,80,86,2,65,1,56,641,917194,979862,7,,,,,, 2,183,1,,3,153,142, 2,B,,,,,,-0-,2,,3,40,,1990
90IN00709,1986801058,X1058,80,86,1,97,1,97,297,455497,452797,,,,,,,,,1,,M,223,245,,,,,,,,,,,,40,,1990
90IN00710,1987031066,L1066,03,87,2,75,2,30,732,789502,851202,6,,1,,,, 0,000,3,,5,141,0,,,,,93,0618,,,,,,25,ABS.RFLANK,1990
90IN00711,1987031068,L1068,03,87,2,80,2,30,733,789602,866902,7,,1,,,, 2,141,1,,2,154,150, 2,A,,,,,,303,3,,2,25,,1990
90IN00712,1987031069,L1069,03,87,2,82,2,30,735,802702,614002,7,,1,,,, 2,149,1,,1,146,155, 2,A,,,,,,322,3,,2,25,,1990
90IN00713,1987031070,L1070,03,87,1,74,2,30,735,802702,614002,2,,1,,,,,,1,,*,0,0,,,,P,95,0502,,,,,,25,PHYS. RAMS,1990
90IN00714,1987031072,L1072,03,87,2,83,2,30,739,827702,845302,7,,1,,,, 2,177,1,,2,152,145, 2,B,,,,,,333,2,,2,25,,1990
90IN00715,1984631073,K1073,63,84,2,60,1,06,601,980662,975462,,,,,,, 2,149,3,X,2,144,130, 5,A,,,93,1015,,,,,,60,THIN,1990
90IN00716,1987031081,L1081,03,87,3,72,2,30,723,881302,374202,9,,1,,,,,,4,,*,0,0,,,,F,95,0413,,,,,,25,ESO.FISTULA,1990
90IN00717,1987031083,L1083,03,87,2,72,2,30,722,894502,335502,6,,1,1,0,1, 0,000,2,61,5,166,186, 1,,,,92,0920,,,,,,25,,1990
90IN00718,1987031084,L1084,03,87,2,80,2,30,738,815902,183702,7,,1,,,, 1,083,1,,2,125,130, 2,A,,,,,,304,2,,2,25,,1990
90IN00719,1987031085,L1085,03,87,2,75,2,30,738,815902,183702,2,,1,,,,,,3,OVX,*,0,0,,,,X,,,,,,,,25,OVARECTOMY,1990
90IN00720,1987031087,L1087,03,87,2,73,2,30,732,789502, 70702,6,,1,,,, 0,000,1,,5,153,0,,,,,,,,,,,F,25,,1990
90IN00721,1984631090,K1090,63,84,2,61,1,06,612,021463,821462,2,,,,,,,,3,PHY,5,169,196, 1,,,X,,,,,3,,x,60,JIM'S STUDY,1990
90IN00722,1987031092,L1092,03,87,2,82,2,30,737,813002,758902,7,,1,,,, 2,101,1,,2,147,151, 2,A,,,,,,323,3,,2,25,,1990
90IN00723,1987031094,L1094,03,87,2,73,2,30,731,783202,470402,6,,1,,,, 0,000,1,,5,166,0,,,,,,,,,,,F,25,,1990
90IN00724,1984631103,K1103,63,84,2,61,1,06,613,026663,902462,,,,,,, 2,164,1,,2,137,143, 3,A,,,,,,632,2,,1,60,,1990
90IN00725,1987031104,L1104,03,87,1,76,2,30,737,813002,122502,2,,0,,,,,,1,,*,0,0,,,,P,50,0116,,,,,,25,PHYS. RAMS,1990
90IN00726,1986801105,X1105,80,86,2,65,1,56,631,087263,348594,7,,,,,, 3,126,1,,8,170,164, 2,A,,,,,,-0-,2,,3,40,,1990
90IN00727,1987031105,L1105,03,87,2,72,2,30,722,894502,757702,6,,1,,,, 0,000,1,,5,163,0,,,,,,,,,,,F,25,,1990
90IN00728,1984631106,K1106,63,84,2,63,1,06,631,992462,884362,,,,,,, 0,000,6,,*,0,0,,B,,,76,0428,,,,,,60,,1990
90IN00729,1986801107,X1107,80,86,1,97,1,97,297,455497,046697,,,,,,,,,1,,M,227,256,,,,,,,,,,,,40,,1990
90IN00730,1984631112,K1112,63,84,2,60,1,06,601,980662,001263,,,,,,, 3,146,1,,1,148,175, 2,C,,,,,,612,2,,1,60,,1990
90IN00731,1987031114,L1114,03,87,2,72,2,30,724,868902,634202,6,,1,1,0,1, 0,000,2,60,5,177,193, 1,,,,92,0920,,,,,,25,,1990
90IN00732,1987031117,L1117,03,87,2,83,2,30,732,789502,587902,7,,1,,,, 2,157,1,,1,137,152, 2,B,,,,,,334,3,,2,25,,1990
90IN00733,1987031118,L1118,03,87,2,80,2,30,739,827702,292102,7,,1,,,, 3,137,1,,1,145,150, 1,A,,,,,,301,2,,2,25,,1990
90IN00734,1987031119,L1119,03,87,2,82,2,30,739,827702,292102,7,,1,,,, 0,000,6,,5,153,0,,V,,,04,0707,,,,,,25,DEAD/BARREN,1990
90IN00735,1984631122,K1122,63,84,2,63,1,06,634,012063,837362,,,,,,, 2,162,1,,1,166,163, 3,A,,,,,,602,3,,1,60,,1990
90IN00736,1987031122,L1122,03,87,2,76,2,30,739,827702,869202,6,,1,,,, 1,107,1,,5,144,160,,,,,,,,,3,,F,25,,1990
90IN00737,1987031123,L1123,03,87,2,73,2,30,733,789602,206202,6,,1,,,, 0,000,1,,5,182,0,,,,,,,,,,,F,25,,1990
90IN00738,1987031124,L1124,03,87,2,81,2,30,733,789602,206202,7,,1,,,, 2,147,1,,1,132,151, 2,C,,,,,,313,3,,2,25,,1990
90IN00739,1987031125,L1125,03,87,2,73,2,30,733,789602,206202,6,,1,,,, 0,000,3,,5,115,0,,,,,93,0618,,,,,,25,CULL,1990
90IN00740,1987031128,L1128,03,87,2,80,2,30,739,827702,637702,7,,1,,,, 3,137,1,,1,138,151, 2,B,,,,,,302,2,,2,25,,1990
90IN00741,1987031135,L1135,03,87,2,80,2,30,733,789602,359902,7,,1,,,, 2,146,1,,1,138,0,,A,,,97,0925,,,,,,25,COARSE,1990
90IN00742,1984631137,K1137,63,84,2,61,1,06,614,049263,994962,,,,,,, 2,000,3,,X,168,0,,B,,,93,0529,,,,,,60,BLUEBAG,1990
90IN00743,1987031137,L1137,03,87,2,75,2,30,738,815902,290602,6,,1,,,, 0,000,1,,5,169,0,,,,,,,,,,,F,25,,1990
90IN00744,1987031138,L1138,03,87,2,80,2,30,734,799502,134202,7,,1,,,, 3,144,1,,2,127,162, 6,A,,,,,,303,3,,2,25,,1990
90IN00745,1984631141,K1141,63,84,2,63,1,06,632,989462,792662,,,,,,, 2,090,1,,1,187,177, 4,A,,,,,,611,3,,1,60,,1990
90IN00746,1984631142,K1142,63,84,2,63,1,06,632,989462,792662,,,,,,, 2,098,1,,1,200,199, 3,A,,,,,,603,3,,1,60,,1990
90IN00747,1987031147,L1147,03,87,2,83,2,30,737,813002,875902,7,,1,,,, 2,141,1,,2,113,119, 2,B,,,,,,331,2,,2,25,,1990
90IN00748,1984631147,K1147,63,84,2,60,1,06,601,980662,969062,,,,,,, 2,157,1,,1,188,186, 2,B,,,,,,611,3,,1,60,,1990
90IN00749,1986801148,X1148,80,86,2,97,1,97,297,455497,657797,7,,,,,, 3,108,1,,B,214,232, 3,A,,,,,,297,3,2,2,40,,1990
90IN00750,1987031149,L1149,03,87,3,74,2,30,733,789602, 69602,9,,1,,,,,,4,,*,0,0,,,,F,19,0113,,,,,,25,FISTULA,1990
90IN00751,1986801150,X1150,80,86,2,65,1,56,603,079263,748294,7,,,,,, 4,215,1,,3,128,139, 2,B,,,,,,-0-,2,,3,40,,1990
90IN00752,1987031151,L1151,03,87,2,74,2,30,732,789502,403002,6,,0,,,, 0,000,1,,5,157,183, 1,,,,,,,,4,,F,25,,1990
90IN00753,1984631152,K1152,63,84,2,61,1,06,612,021463,885762,,,,,,, 1,084,1,,2,148,154, 2,A,,,,,,603,3,,1,60,,1990
90IN00754,1986801154,X1154,80,86,2,65,1,56,641,917194,812662,7,,,,,, 0,000,1,,5,169,208, 2,A,,,,,,-0-,4,,3,40,,1990
90IN00755,1987031155,L1155,03,87,3,73,2,30,736,809002,642002,9,,1,,,,,,4,,*,0,0,,,,F,95,0216,,,,,,25,FISTULA,1990
90IN00756,1987031156,L1156,03,87,2,73,2,30,736,809002,642002,2,,1,,,,,,3,OVX,*,0,0,,,,X,,,,,,,,25,OVARECTOMY,1990
90IN00757,1986801157,X1157,80,86,1,97,1,97,197,453297,655097,,,,,,,,,3,,M,230,254,,,,,93,0806,,,,,,40,LUMPJAW,1990
90IN00758,1987031157,L1157,03,87,2,73,2,30,733,789602,407602,2,,1,,,,,,3,OVX,5,136,0,,,,X,,,,,,,,25,OVARECTOMY,1990
90IN00759,1986801158,X1158,80,86,2,97,1,97,197,453297,655097,7,,,,,, 2,154,1,,B,187,202, 3,B,,,,,,197,3,2,2,40,,1990
90IN00760,1987031160,L1160,03,87,2,80,2,30,737,813002,901802,7,,1,,,, 3,141,1,,1,108,116, 2,A,,,,,,304,3,,2,25,BRED TO K3210,1990
90IN00761,1986801160,X1160,80,86,2,97,1,97,197,453297,049697,7,,,,,, 2,148,1,,B,170,174, 2,A,,,,,,397,2,2,2,40,,1990
90IN00762,1987031161,L1161,03,87,2,76,2,30,738,815902,371002,6,,0,,,, 0,000,1,,5,165,0,,,,,,,,,,,F,25,,1990
90IN00763,1986801161,X1161,80,86,2,97,1,97,197,453297,049697,7,,,,,, 2,155,3,,B,204,218, 2,B,,,93,0806,,,,,,40,"AB.JAW,X",1990
90IN00764,1986801162,X1162,80,86,1,67,1,56,673,879594,622894,2,,,,,,,,3,,*,0,0,,,,A,,,,,,,,40,ANNE'S RAMS,1990
90IN00765,1987031163,L1163,03,87,2,74,2,30,737,813002,404102,6,,1,,,, 2,000,1,,5,170,0,,,,,,,,,,,F,25,,1990
90IN00766,1986801163,X1163,80,86,2,67,1,56,673,879594,622894,7,,,,,, 2,078,6,,X,198,0,,B,,,95,0531,,,,,,40,,1990
90IN00767,1987031166,L1166,03,87,3,73,2,30,738,815902,894402,9,,1,,,,,,4,,*,0,0,,,,F,95,0327,,,,,,25,ESO.FISTULA,1990
90IN00768,1984631170,K1170,63,84,2,61,1,06,614,049263,853462,,,,,,, 2,158,1,,2,205,206, 3,B,,,,,,601,3,,1,60,,1990
90IN00769,1984631171,K1171,63,84,2,63,1,06,633,972962,778762,,,,,,, 3,082,1,,1,194,196, 2,A,,,,,,612,4,,1,60,HARDBAG,1990
90IN00770,1984631172,K1172,63,84,2,63,1,06,633,972962,778762,7,,,,,, 2,145,1,,1,166,171, 2,A,,,,,,601,3,,1,60,LUMPYBAG,1990
90IN00771,1987031175,L1175,03,87,2,80,2,30,733,789602,889502,7,,1,,,, 2,163,1,,1,150,156, 2,A,,,,,,301,4,,2,25,,1990
90IN00772,1987031176,L1176,03,87,2,73,2,30,733,789602,889502,6,,1,,,, 0,000,1,,5,165,0,,,,,,,,,,,F,25,,1990
90IN00773,1987031177,L1177,03,87,2,75,2,30,739,827702,286402,6,,1,,,, 0,000,1,,5,170,0,,,,,,,,,,,F,25,,1990
90IN00774,1987031189,L1189,03,87,2,82,2,30,735,802702,393302,7,,1,,,, 3,148,1,,2,153,165, 2,B,,,,,,324,3,,2,25,,1990
90IN00775,1987031193,L1193,03,87,2,81,2,30,735,802702,880802,7,,1,,,, 2,143,3,,1,161,171,11,A,,,93,0923,,,,,,25,CAKED,1990
90IN00776,1987031196,L1196,03,87,2,74,2,30,731,783202,564402,6,,1,,,, 0,000,1,,5,173,0,,,,,,,,,,,F,25,,1990
90IN00777,1986801198,X1198,80,86,2,97,1,97,297,455497,452697,7,,,,,, 2,107,1,,B,200,213, 2,A,+,,,,,297,4,3,2,40,,1990
90IN00778,1987031200,L1200,03,87,2,76,2,30,739,827702,229502,6,,1,,,, 1,100,1,,5,171,0,,,,,,,,,,,F,25,DYSTOCIA,1990
90IN00779,1984631200,K1200,63,84,2,61,1,06,613,026663,874262,7,,,,,, 3,120,6,,1,190,0,,A,,,01,0515,,,,,,60,DEADEWE 5-15,1990
90IN00780,1987031201,L1201,03,87,2,76,2,30,739,827702,229502,6,,1,,,, 0,000,1,,5,145,0,,,,,,,,,,,F,25,,1990
90IN00781,1987031202,L1202,03,87,2,75,2,30,739,827702,294302,6,,1,,,, 1,106,1,,5,167,0,,,,,,,,,,,F,25,,1990
90IN00782,1987031204,L1204,03,87,2,74,2,30,736,809002,398602,2,,1,,,,,,3,OVX,*,0,0,,,,X,,,,,,,,25,OVARECTOMY,1990
90IN00783,1985631207,K1207,63,85,2,63,1,06,631,038363,980362,,,,,,, 2,137,3,X,1,183,178, 6,A,,,93,1015,,,,,,50,"VLT,SW.BAG",1990
90IN00784,1987031212,L1212,03,87,2,75,2,30,732,789502,435602,6,,1,,,, 0,000,1,,5,156,0,,,,,,,,,,,F,25,,1990
90IN00785,1985631215,K1215,63,85,2,63,1,06,632,023563,935462,,,,,,, 2,120,6,,2,180,0,,B,,,01,0625,,,,,,50,,1990
90IN00786,1987031216,L1216,03,87,2,75,2,30,732,789502, 52002,6,,1,,,, 0,000,1,,5,177,0,,,,,,,,,,,F,25,,1990
90IN00787,1985631216,K1216,63,85,2,63,1,06,632,023563,935462,,,,,,, 2,082,1,,2,151,170, 3,A,,,,,,601,2,,1,50,THINEWE,1990
90IN00788,1986801216,X1216,80,86,2,65,1,56,634,076763,663294,7,,,,,, 2,181,1,,3,171,135, 2,C,,,,,,-0-,1,,3,40,,1990
90IN00789,1987031222,L1222,03,87,1,72,2,30,722,894502,617302,2,,1,,,,,,1,,*,0,0,,,,P,18,0612,,,,,,25,PHYS. RAMS,1990
90IN00790,1987031225,L1225,03,87,2,75,2,30,735,802702,864802,6,,1,,,, 0,000,3,,X,140,0,,,,,93,0521,,,,,,25,CULLEWE,1990
90IN00791,1987031228,L1228,03,87,2,76,2,30,733,789602,870002,6,,1,,,, 1,120,1,,5,166,0,,,,,,,,,,,F,25,,1990
90IN00792,1987031232,L1232,03,87,2,75,2,30,735,802702,776802,2,,1,,,,,,3,OVX,5,153,0,,,,X,,,,,,,,25,OVARECTOMY,1990
90IN00793,1986801233,X1233,80,86,2,97,1,97,197,453297,251297,7,,,,,, 2,138,1,,B,147,178, 2,B,+,,,,,197,2,3,2,40,,1990
90IN00794,1987031235,L1235,03,87,4,74,2,30,733,789602,415702,2,,1,,,,,,1,,M,196,0,,,,V,,,,,,,,25,VASECTOMY,1990
90IN00795,1985631235,K1235,63,85,2,61,1,06,614,083163,890962,,,,,,, 2,159,1,,2,171,171, 2,A,,,,,,631,3,,1,50,,1990
90IN00796,1987031236,L1236,03,87,2,80,2,30,733,789602,415702,7,,1,,,, 2,095,1,,1,143,156, 2,A,,,,,,302,3,,2,25,,1990
90IN00797,1985631237,K1237,63,85,2,60,1,06,602,062163,897462,,,,,,, 0,000,1,,5,161,193, 2,B,,,,,,631,5,,1,50,,1990
90IN00798,1985631242,K1242,63,85,2,61,1,06,614,083163,961362,,,,,,, 2,093,3,X,1,141,144, 2,A,,,93,1015,,,,,,50,ODD TEATS,1990
90IN00799,1987031246,L1246,03,87,2,72,2,30,723,881302,156202,6,,1,,,, 0,000,1,,5,144,0,,,,,,,,,,,F,25,WITH BGRP2?,1990
90IN00800,1986801248,X1248,80,86,2,67,1,56,674,864094,432694,7,,,,,, 2,058,1,,3,98,0,,A,,,97,0605,,,,,,40,MSG.6-5-90,1990
90IN00801,1985631249,K1249,63,85,2,63,1,06,632,023563,884362,,,,,,, 2,168,1,,1,191,200, 4,A,,,,,,602,3,,1,50,,1990
90IN00802,1987031250,L1250,03,87,2,83,2,30,735,802702,357502,7,,1,1,0,1, 0,000,2,62,5,149,165, 1,B,,,92,0920,,,,,,25,,1990
90IN00803,1987031251,L1251,03,87,3,75,2,30,731,783202,681402,9,,1,,,,,,4,,*,0,0,,,,F,01,0319,,,,,,25,ESO.FISTULA,1990
90IN00804,1986801252,X1252,80,86,2,67,1,56,672,911194,626394,7,,,,,, 3,147,6,,1,150,0,,B,,,01,0810,,,,,,40,UNOTSHORN,1990
90IN00805,1985631253,K1253,63,85,2,60,1,06,602,062163,875562,,,,,,, 2,165,1,,2,169,154, 2,B,+,,,,,611,2,,1,50,CHOKER,1990
90IN00806,1987031254,L1254,03,87,2,81,2,30,732,789502,348602,7,,1,,,, 2,047,1,,2,157,169, 2,A,,,,,,311,3,,2,25,,1990
90IN00807,1986801255,X1255,80,86,2,65,1,56,631,087263,589194,7,,,,,, 2,145,3,X,3,138,116, 2,C,,,93,1015,,,,,,40,SICK,1990
90IN00808,1986801258,X1258,80,86,1,97,1,97,297,455497,455397,,,,,,,,,3,,M,234,261,,,,,93,0806,,,,,,40,"AB.HIP,X",1990
90IN00809,1987031259,L1259,03,87,2,83,2,30,734,799502,998001,7,,0,,,, 2,142,1,,1,144,169, 2,A,,,,,,332,3,,2,25,,1990
90IN00810,1985631265,K1265,63,85,2,60,1,06,602,062163,969062,,,,,,, 1,000,3,,X,190,0,,A,,,93,0521,,,,,,50,"CULLEWE,ROT",1990
90IN00811,1987031265,L1265,03,87,2,72,2,30,723,881302,156602,6,,1,1,0,1, 0,000,2,61,5,166,191, 1,,,,92,0920,,,,,,25,,1990
90IN00812,1985631266,K1266,63,85,2,60,1,06,604,034363,967862,7,,,,,, 0,000,1,,5,169,208, 2,C,+,,,,,633,4,,1,50,,1990
90IN00813,1987031269,L1269,03,87,3,74,2,30,735,802702,643902,9,,1,,,,,,4,,*,0,0,,,,F,93,0907,,,,,,25,ESO.FISTULA,1990
90IN00814,1985631271,K1271,63,85,2,60,1,06,602,062163,960462,,,,,,, 3,079,3,X,1,187,186, 3,B,,,93,1015,,,,,,50,BAGBRUISE,1990
90IN00815,1987031271,L1271,03,87,2,76,2,30,732,789502,364202,6,,0,,,, 1,095,1,,5,136,0,,,,,,,,,,,F,25,,1990
90IN00816,1987031272,L1272,03,87,2,73,2,30,733,789602,390802,6,,1,,,, 0,000,1,,5,182,0,,,,,,,,,,,F,25,,1990
90IN00817,1987031274,L1274,03,87,2,72,2,30,722,894502,200202,6,,1,1,0,1, 0,000,2,62,5,157,163, 1,,,,92,0920,,,,,,25,,1990
90IN00818,1987031275,L1275,03,87,2,81,2,30,738,815902,866802,7,,1,,,, 2,129,1,,2,147,151, 2,A,,,,,,312,4,,2,25,,1990
90IN00819,1987031276,L1276,03,87,2,75,2,30,737,813002,777702,2,,1,,,,,,3,OVX,5,129,0,,,,X,,,,,,,,25,OVARECTOMY,1990
90IN00820,1987031278,L1278,03,87,2,72,2,30,724,868902,622202,6,,1,1,0,1, 0,000,2,62,5,161,174, 1,,,,92,0920,,,,,,25,,1990
90IN00821,1985631279,K1279,63,85,3,00,1,06,613,115963,853462,1,,,,,,,,1,,5,220,252, 1,,,W,,,,,,,,50,WETHER,1990
90IN00822,1987031291,L1291,03,87,2,72,2,30,724,868902,396602,6,,1,,,, 0,000,1,,5,169,0,,,,,,,,,,,F,25,,1990
90IN00823,1987031294,L1294,03,87,2,76,2,30,735,802702,772802,6,,1,,,, 0,000,1,,5,132,0,,,,,,,,,,,F,25,,1990
90IN00824,1987031299,L1299,03,87,2,74,2,30,733,789602,465002,2,,1,,,,,,3,OVX,*,0,0,,,,X,,,,,,,,25,OVARECTOMY,1990
90IN00825,1987031300,L1300,03,87,2,82,2,30,733,789602,465002,7,,1,,,, 3,161,1,,2,143,164, 2,B,,,,,,325,2,,2,25,,1990
90IN00826,1987031301,L1301,03,87,2,74,2,30,737,813002,591302,6,,1,,,, 0,000,1,,5,162,0,,,,,,,,,,,F,25,,1990
90IN00827,1987031302,L1302,03,87,2,80,2,30,737,813002,591302,7,,1,,,, 3,154,1,,H,162,154, 5,A,,,,,,303,3,,2,25,,1990
90IN00828,1985631303,K1303,63,85,2,61,1,06,614,083163,745262,,,,,,, 2,090,1,,2,162,170, 5,A,,,,,,633,2,,1,50,FIBERY,1990
90IN00829,1987031304,L1304,03,87,2,72,2,30,723,881302,342602,6,,1,,,,,,1,,5,177,188, 1,,,,,,,,4,,F,25,FLEWE,1990
90IN00830,1986801304,X1304,80,86,2,67,1,56,673,879594,423594,7,,,,,, 2,162,1,,3,156,160, 2,A,,,,,,-0-,3,,3,40,,1990
90IN00831,1987031306,L1306,03,87,2,83,2,30,737,813002,225302,7,,0,,,, 3,152,1,,2,112,142, 4,A,,,,,,333,3,,2,25,LIMP R.R.,1990
90IN00832,1985631306,K1306,63,85,2,60,1,06,601,047363,932662,7,,,,,, 3,140,3,X,2,183,181,12,A,,,93,1015,,,,,,50,"AB.BAG,X",1990
90IN00833,1985631312,K1312,63,85,2,63,1,06,634,067563,934762,,,,,,, 1,116,1,,1,190,172, 3,V,,,,,,611,2,,1,50,,1990
90IN00834,1987031313,L1313,03,87,1,75,2,30,739,827702,292502,2,,1,,,,,,1,,*,0,0,,,,P,95,0208,,,,,,25,PHYS. RAMS,1990
90IN00835,1987031314,L1314,03,87,2,76,2,30,739,827702,185202,6,,0,,,, 0,000,1,,5,164,0,,,,,,,,,,,F,25,,1990
90IN00836,1987031315,L1315,03,87,2,80,2,30,736,809002,870302,7,,1,,,, 2,130,1,,2,114,116, 2,A,,,,,,304,2,,2,25,,1990
90IN00837,1986801317,X1317,80,86,2,67,1,56,671,904194,585194,7,,,,,, 2,193,1,,3,166,168, 2,B,,,,,,-0-,2,,3,40,,1990
