UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,ELGI,ELGC,RC,NOBN,LBWN,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GROUP,DISP,DAYDIS,TRT,BPEN,COND,LAP,BGRP,ADAM,RMK,YRREC
90IN00001,         0,00001,,88,1,,1,02,,6565JP,5051JP,,,1,1,,1,,,1,,M,210,244,,,,,,,,T-1,,,2,20,REG#47521,1990
90IN00002,1986030001,L0001,03,86,2,72,2,30,724,765602,337502,6,,1,,,, 2,163,1,,5,183,213, 2,,,,,,,,4,,F,35,,1990
90IN00003,1989100003,S0003,10,89,1,18,1,07,143,816219,694419,,,,,,0,,,2,158,Y,137,174,,C,+,,92,0920,,,,,,10,,1990
90IN00004,1988440004,T0004,44,88,2,40,1,02,401,780343,499443,,,,,,, 1,093,1,A-2,1,144,156, 2,A,,,,,F,T-5,3,2,2,20,,1990
90IN00005,1989100005,S0005,10,89,2,18,1,07,141,800619,821719,,,,,,, 1,070,1,,1,114,125, 1,B,,,,,,009,3,,1,10,WILD,1990
90IN00006,1988440005,T0005,44,88,1,40,1,02,401,780343,499443,2,,,,,,,,3,,X,176,0,,,,J,93,0529,,,,,,20,JIM'S RAMS,1990
90IN00007,1989100006,S0006,10,89,1,11,1,07,R2,831119,895919,,,,,,,,,3,,Y,159,181,,V,,,93,0806,,,,,,10,,1990
90IN00008,1986030007,L0007,03,86,2,83,2,30,733,761202,675501,7,,1,,,, 2,117,1,,1,162,176, 2,A,,,,,,332,3,,2,35,,1990
90IN00009,1988440007,T0007,44,88,2,48,1,02,  3,788943,872743,,,,,,, 2,129,3,X,1,134,144,12,B,,,93,1015,,,,,,20,BADBAG,1990
90IN00010,1989100008,S0008,10,89,1,11,1,07,111,891619,560419,,,,,,,,,1,,Y,138,177,,C,,,,,,,,,,10,,1990
90IN00011,1986030009,L0009,03,86,2,72,2,30,724,765602,606302,6,,1,,,, 2,187,1,,5,178,0,,,,,,,,,,,F,35,,1990
90IN00012,1989100009,S0009,10,89,1,11,1,07,111,891619,560419,,,,,,,,,1,,Y,174,207,,V,,,,,,001,,,1,10,,1990
90IN00013,1989100010,S0010,10,89,1,11,1,07,114,881719,788819,,,,,,0,,,2,157,Y,144,184,,V,,,92,0920,,,,,,10,SAVEIF?,1990
90IN00014,1989100011,S0011,10,89,2,11,1,07,114,881719,788819,,,,,,, 1,074,1,,1,95,113, 1,B,,,,,,009,3,,1,10,,1990
90IN00015,1988440011,T0011,44,88,2,42,1,02,902,829843,826243,,,,,,, 2,125,3,L42,3,139,126,12,A,,,,,,,,,,20,L.SPOILED,1990
90IN00016,1989100012,S0012,10,89,1,11,1,07,111,891619,806719,,,,,,0,,,2,162,Y,166,195,,V,,,92,0920,,,,,,10,WRINKLES,1990
90IN00017,1989100013,S0013,10,89,2,12,1,07,801,779919,673019,,,,,,, 1,000,1,,1,127,149, 2,A,,,,,,010,4,,1,10,,1990
90IN00018,1989100014,S0014,10,89,1,12,1,07,801,779919,673019,,,,,,,,,6,,Y,152,189,,V,,,04,0801,,,,,,10,LUPINE 8/1,1990
90IN00019,1988440016,T0016,44,88,2,43,1,02,  5,861743,884743,7,,,,,, 1,081,1,A-2,1,150,161, 1,A,,,,,S,T-4,4,3,2,20,,1990
90IN00020,1989100017,S0017,10,89,2,18,1,07,141,800619,837319,,,,,,, 1,073,1,,2,114,121, 1,B,+,,,,,010,3,,1,10,,1990
90IN00021,1988440018,T0018,44,88,2,42,1,02,912,816143,638043,,,,,,, 2,138,1,,3,164,153, 2,A,,,,,,862,2,,2,20,,1990
90IN00022,1989100020,S0020,10,89,2,11,1,07,111,891619,739719,,,,,,, 1,085,1,,2,132,139, 2,B,,,,,,010,3,,1,10,,1990
90IN00023,1989100021,S0021,10,89,1,11,1,07,111,891619,739719,,,,,,0,,,2,161,Y,151,177,,V,,,92,0920,,,,,,10,,1990
90IN00024,1989100023,S0023,10,89,2,11,1,07,113,917219,589419,,,,,,, 1,086,1,,1,110,139, 2,A,+,,,,,011,3,,1,10,,1990
90IN00025,1986030024,L0024,03,86,2,80,2,30,732,740202,413002,7,,1,,,, 2,141,1,,2,148,163, 4,C,,,,,,304,2,,2,35,,1990
90IN00026,1989100024,S0024,10,89,2,13,1,07,113,917219,589419,6,,,,,,,,1,,5,130,151, 1,,,,,,,,4,,F,10,,1990
90IN00027,1989100025,S0025,10,89,2,18,1,07,142,802819,738419,9,,,,,, 2,118,1,,2,139,159, 2,B,,S,,,,012,4,,1,10,SPURGE,1990
90IN00028,1989100026,S0026,10,89,2,11,1,07,112,888419,475019,,,,,,, 1,094,1,,2,149,152, 2,B,,,,,,012,3,,1,10,,1990
90IN00029,1986030027,L0027,03,86,2,83,2,30,731,740102,390202,7,,1,,,, 0,000,3,,X,155,0,,B,,,93,0521,,,,,,35,HARD BAG,1990
90IN00030,1989100027,S0027,10,89,1,11,1,07,114,881719,587619,,,,,,0,,,2,159,Y,134,162,,V,,,92,0920,,,,,,10,,1990
90IN00031,1988440028,T0028,44,88,2,41,1,02,411,866643,744943,,,,,,, 0,000,3,OVX,5,135,161, 1,B,,,,,,,,,,20,LOW>PROD.,1990
90IN00032,1989100028,S0028,10,89,2,11,1,07,114,881719,587619,,,,,,, 2,150,1,,1,113,126, 9,B,,,,,,013,2,,1,10,,1990
90IN00033,1989100031,S0031,10,89,2,12,1,07,801,779919,610619,,,,,,, 0,000,1,,5,121,147, 1,A,,,,,,011,3,,1,10,,1990
90IN00034,1989100032,S0032,10,89,2,18,1,07,144,827019,834019,,,,,,, 1,082,1,,2,121,127, 2,B,,,,,,011,3,,1,10,,1990
90IN00035,1986030033,L0033,03,86,1,75,2,30,738,765902,807101,2,,1,,,,,,3,,*,0,0,,,,A,18,0717,,,,,,35,ANNE'S RAMS,1990
90IN00036,1989100034,S0034,10,89,2,11,1,07,113,917219,646219,,,,,,, 1,093,1,,1,134,149, 2,A,,,,,,014,3,,1,10,,1990
90IN00037,1988440035,T0035,44,88,2,41,1,02,  1,703243,903143,,,,,,, 1,092,1,,3,141,167, 2,A,,,,,,414,4,,2,20,,1990
90IN00038,1989100036,S0036,10,89,1,12,1,07,801,779919,599819,,,,,,0,,,2,160,Y,153,177,,C,,,92,0920,,,,,,10,,1990
90IN00039,1988440036,T0036,44,88,2,40,1,02,  7,874843,930843,,,,,,, 2,127,3,X,G,146,124, 1,A,,,93,1015,,,,,,20,BRN.LEGS,1990
90IN00040,1989100037,S0037,10,89,1,18,1,07,142,802819,743419,,,,,,,,,3,,Y,131,172,,V,,,93,0806,,,,,,10,64S,1990
90IN00041,1986030039,L0039,03,86,2,72,2,30,722,765502,454102,6,,1,,,, 2,039,1,,5,171,190,,,,,,,,,4,,F,35,ABS.OK,1990
90IN00042,1989100040,S0040,10,89,2,18,1,07,141,800619,727319,,,,,,, 1,086,1,,2,135,140, 2,B,,,,,,013,4,,1,10,,1990
90IN00043,1989100041,S0041,10,89,2,11,1,07,114,881719,424019,,,,,,, 1,000,1,,1,127,148, 1,B,,,,,,015,3,,1,10,,1990
90IN00044,1989100042,S0042,10,89,2,13,1,07,114,881719,424019,6,,,,,,,,1,,5,106,130, 1,,,,,,,,3,,F,10,4TEATS,1990
90IN00045,1989100043,S0043,10,89,1,12,1,07,821,788419,542319,,,,,,,,,1,,Y,153,193,,V,,,,,,002,,,1,10,,1990
90IN00046,1988440045,T0045,44,88,1,41,1,02,414,855743,828543,2,,,,,,,,3,,X,207,0,,,,J,93,0529,,,,,,20,JIM'S RAMS,1990
90IN00047,1989100047,S0047,10,89,2,12,1,07,811,824619,613719,,,,,,, 2,075,1,,1,97,108, 1,B,,,,,,012,3,,1,10,,1990
90IN00048,1986030050,L0050,03,86,2,81,2,30,738,765902,182502,7,,1,,,, 3,092,1,,1,171,177, 4,A,,,,,,312,3,,2,35,? BAG,1990
90IN00049,1989100050,S0050,10,89,2,13,1,07,871,804719,636319,6,,,,,,,,1,,5,127,145, 1,,,,,,,,3,,F,10,WRINKLES,1990
90IN00050,1989100051,S0051,10,89,2,12,1,07,911,792119,827319,,,,,,, 0,000,1,,5,117,158, 1,B,,,,,,013,4,,1,10,,1990
90IN00051,1988440051,T0051,44,88,2,40,1,02,402,850243,700943,,,,,,, 2,000,3,,X,120,0,,A,,,93,0521,,,,,,20,HARDBAG 5-7,1990
90IN00052,1989100052,S0052,10,89,2,18,1,07,141,800619,585119,,,,,,, 2,082,1,,2,110,117, 2,A,,,,,,014,3,,1,10,,1990
90IN00053,1989100053,S0053,10,89,1,18,1,07,142,802819,464719,,,,,,0,,,2,167,Y,164,192,,V,,,92,0920,,,,,,10,,1990
90IN00054,1988440054,T0054,44,88,2,40,1,02,402,850243,664543,,,,,,, 2,148,1,A-3,1,120,137, 2,B,,,,,F,T-4,3,1,2,20,,1990
90IN00055,1989100054,S0054,10,89,2,18,1,07,142,802819,464719,,,0,0,0,0, 0,000,2,89,5,145,170, 1,B,,,92,0920,,,,,,10,,1990
90IN00056,1986030056,L0056,03,86,2,81,2,30,735,771002,890601,7,,1,,,, 2,142,1,,1,119,129, 2,A,,,,,,313,3,,2,35,,1990
90IN00057,1988440057,T0057,44,88,2,40,1,02,401,780343,656243,6,,,,,, 0,000,1,,5,163,207, 2,,,,,,,,5,,F,20,,1990
90IN00058,1989100058,S0058,10,89,2,12,1,07,851,807019,632719,,,,,,, 1,087,1,,2,130,127, 2,B,,,,,,014,3,,1,10,,1990
90IN00059,1989100060,S0060,10,89,2,18,1,07,141,800619,703719,,,,,,, 1,078,1,,2,120,131, 1,B,,,,,,015,3,,1,10,,1990
90IN00060,1989100061,S0061,10,89,2,11,1,07,111,891619,664319,,,,,,, 2,090,1,,1,123,128, 2,A,,,,,,002,3,,1,10,,1990
90IN00061,1988440061,T0061,44,88,2,40,1,02,404,829543,789443,,,1,0,,0, 0,000,2,86,5,172,202, 1,A,,,92,0920,,,,,,20,,1990
90IN00062,1989100065,S0065,10,89,2,12,1,07,811,824619,714619,,,,,,, 2,084,1,,2,135,162, 1,A,,,,,,015,3,,1,10,,1990
90IN00063,1988440068,T0068,44,88,2,40,1,02,403,788843,660443,,,,,,, 1,103,1,A-1,2,154,162, 2,A,,,,,S,T-1,3,2,2,20,,1990
90IN00064,1989100071,S0071,10,89,2,12,1,07,811,824619,643719,,,,,,, 1,000,1,,5,127,146, 1,A,,,,,,001,3,,1,10,,1990
90IN00065,1988440072,T0072,44,88,2,42,1,02,952,784443,519243,,,,,,, 2,099,1,,3,160,160, 2,A,,,,,,872,3,,2,20,,1990
90IN00066,1989100072,S0072,10,89,2,12,1,07,811,824619,643719,,,,,,, 2,080,1,,1,107,125, 2,C,+,,,,,002,3,,1,10,,1990
90IN00067,1988440074,T0074,44,88,2,43,1,02,433,883243,742343,7,,,,,, 1,097,1,A-3,1,130,135, 2,B,,,,,S,T-2,3,2,2,20,,1990
90IN00068,1989100074,S0074,10,89,2,18,1,07,143,816219,841619,,,,,,, 1,097,1,,2,112,139, 2,B,,,,,,001,4,,1,10,,1990
90IN00069,1989100077,S0077,10,89,2,12,1,07,921,846219,786019,,,0,0,0,0, 0,000,2,90,5,114,144, 1,A,,,92,0920,,,,,,10,,1990
90IN00070,1989100079,S0079,10,89,2,18,1,07,142,802819,817519,,,,,,, 1,090,1,,2,138,155, 4,B,,,,,,002,4,,1,10,,1990
90IN00071,1982630082,K0082,63,82,2,63,1,06,631,894862,562362,2,,,,,,,,3,PHY,5,155,0,,,,X,04,0615,,,,,,80,BADFEET,1990
90IN00072,1989100082,S0082,10,89,2,12,1,07,801,779919,639519,,,0,0,0,0, 0,000,2,89,5,120,155, 1,A,,,92,0920,,,,,,10,,1990
90IN00073,1989100083,S0083,10,89,1,12,1,07,801,779919,639519,,,,,,,,,3,,Y,150,178,,V,,,93,0814,,,,,,10,Light Grfl,1990
90IN00074,1989100084,S0084,10,89,1,11,1,07,114,881719,637019,,,,,,0,,,2,175,Y,164,205,,V,,,92,0920,,,,,,10,62S,1990
90IN00075,1988440084,T0084,44,88,2,41,1,02,414,855743,795943,,,,,,, 1,091,1,,2,167,161, 2,B,,,,,,412,3,,2,20,,1990
90IN00076,1988440085,T0085,44,88,2,41,1,02,413,865143,566643,,,,,,, 1,080,1,,3,140,156, 1,A,,,,,,413,4,,2,20,,1990
90IN00077,1988440086,T0086,44,88,2,40,1,02,403,788843,501343,,,,,,, 2,086,1,A-2,G,134,149, 2,B,,,,,F,T-1,3,3,2,20,,1990
90IN00078,1988440088,T0088,44,88,2,41,1,02,412,853843,797943,,,,,,, 1,094,1,,2,164,183, 2,B,,,,,,414,3,,2,20,,1990
90IN00079,1989100090,S0090,10,89,2,18,1,07,144,827019,601619,,,,,,, 2,073,1,,2,127,144, 2,A,,,,,,003,3,,1,10,,1990
90IN00080,1989100091,S0091,10,89,2,18,1,07,144,827019,601619,,,0,0,0,0, 0,000,2,89,5,110,147, 1,A,,,92,0920,,,,,,10,,1990
90IN00081,1989100092,S0092,10,89,2,18,1,07,143,816219,831419,,,,,,, 0,000,1,,5,140,172, 1,A,,,,,,004,4,,1,10,,1990
90IN00082,1988440093,T0093,44,88,2,41,1,02,414,855743,642543,,,,,,, 1,099,1,,3,137,136, 1,A,,,,,,411,4,,2,20,,1990
90IN00083,1989100094,S0094,10,89,2,11,1,07,113,917219,559819,,,,,,, 2,082,1,,2,118,135, 2,B,,,,,,001,3,,1,10,,1990
90IN00084,1986030100,L0100,03,86,2,74,2,30,732,740202,266802,6,,1,,,, 0,000,3,,5,111,0,,,,,93,0618,,,,,,35,CULL,1990
90IN00085,1989100100,S0100,10,89,2,13,1,07,141,800619,827219,6,,,,,,,,1,,5,144,166, 1,,,,,,,,4,,F,10,,1990
90IN00086,1988440100,T0100,44,88,2,48,1,02,  6,865043,937343,,,,,,, 0,000,3,OVX,5,163,185, 1,A,,,,,,,,,,20,BARREN,1990
90IN00087,1989100102,S0102,10,89,2,13,1,07,111,891619,407219,6,,,,,,,,1,,5,135,160, 1,,,,,,,,3,,F,10,4TEATS,1990
90IN00088,1988440102,T0102,44,88,2,40,1,02,403,788843,641143,,,,,,, 0,000,3,OVX,5,137,177, 1,B,,,,,,,,,,20,BARREN,1990
90IN00089,1989100105,S0105,10,89,2,18,1,07,144,827019,439519,,,,,,, 1,073,1,,2,134,154, 2,B,,,,,,005,4,,1,10,,1990
90IN00090,1989100106,S0106,10,89,1,11,1,07,112,888419,786419,,,,,,,,,1,,Y,170,208,,C,,,,,,003,,,1,10,62S,1990
90IN00091,1989100107,S0107,10,89,1,12,1,07,801,779919,599819,,,,,,0,,,2,149,Y,154,180,,C,,,92,0920,,,,,,10,"64S,SAVEIF?",1990
90IN00092,1988440111,T0111,44,88,2,41,1,02,412,853843,652143,,,,,,, 2,132,1,,1,150,164, 2,B,,,,,,412,3,,2,20,,1990
90IN00093,1989100111,S0111,10,89,1,11,1,07,112,888419,669119,,,,,,0,,,2,155,Y,155,193,,C,+,,92,0920,,,,,,10,,1990
90IN00094,1989100112,S0112,10,89,1,11,1,07,112,888419,669119,,,,,,,,,3,,Y,142,176,,V,,,93,0806,,,,,,10,SM.TESTE 29.8,1990
90IN00095,1988440113,T0113,44,88,2,40,1,02,404,829543,416743,,,1,0,,0, 0,000,2,86,5,137,161, 1,A,,,92,0920,,,,,,20,,1990
90IN00096,1989100117,S0117,10,89,2,11,1,07,R3,813919,870219,,,,,,, 0,000,1,,5,114,146, 1,B,,,,,,003,4,,1,10,,1990
90IN00097,1989100119,S0119,10,89,1,11,1,07,112,888419,580919,,,,,,0,,,2,168,Y,167,202,,C,,,92,0920,,,,,,10,,1990
90IN00098,1989100121,S0121,10,89,2,13,1,07,R3,813919,872619,6,,,,,,,,1,,5,113,136, 1,,,,,,,,3,,F,10,,1990
90IN00099,1988440121,T0121,44,88,2,43,1,02,  5,861743,868643,6,,,,,, 0,000,1,,5,126,147, 1,,,,,,,,3,,F,20,,1990
90IN00100,1989100122,S0122,10,89,2,18,1,07,144,827019,723819,,,,,,, 1,090,1,,2,116,137, 2,A,,,,,,006,2,,1,10,,1990
90IN00101,1989100123,S0123,10,89,1,11,1,07,113,917219,488919,,,,,,0,,,2,179,Y,146,190,,V,,,92,0920,,,,,,10,64S,1990
90IN00102,1986030127,L0127,03,86,2,76,2,30,735,771002,571802,6,,1,,,, 0,000,1,,5,156,0,,,,,,,,,,,F,35,,1990
90IN00103,1989100127,S0127,10,89,2,12,1,07,901,836819,598319,,,,,,, 0,000,1,,5,127,162, 1,B,,,,,,003,3,,1,10,,1990
90IN00104,1989100128,S0128,10,89,2,12,1,07,901,836819,598319,,,,,,, 1,072,1,,1,108,128, 1,B,,,,,,004,2,,1,10,,1990
90IN00105,1989100129,S0129,10,89,2,18,1,07,R4,776319,898319,,,,,,, 1,097,1,,2,116,136, 1,B,,,,,,007,3,,1,10,,1990
90IN00106,1989100130,S0130,10,89,2,11,1,07,113,917219,413619,,,,,,, 1,082,1,,2,117,140, 1,B,,,,,,004,3,,1,10,,1990
90IN00107,1986030131,L0131,03,86,2,72,2,30,723,765802,497002,6,,1,,,, 1,111,1,,5,180,0,,,,,,,,,,,F,35,,1990
90IN00108,1988440131,T0131,44,88,2,42,1,02,882,816043,751443,,,,,,, 2,091,1,,2,136,140, 2,A,,,,,,882,3,,2,20,,1990
90IN00109,1989100134,S0134,10,89,2,12,1,07,931,827619,605519,,,,,,, 2,000,3,OVX,5,113,152, 1,A,+,,,,,,,,,10,NOBAG,1990
90IN00110,1989100136,S0136,10,89,2,13,1,07,931,827619,605519,6,,,,,,,,1,,5,100,121, 1,,,,,,,,3,,F,10,,1990
90IN00111,1989100137,S0137,10,89,1,11,1,07,113,917219,718419,,,,,,,,,1,,X,136,0,,C,,,93,0529,,,,,,10,ORCH.5-1-90,1990
90IN00112,1989100138,S0138,10,89,2,11,1,07,113,917219,718419,,,,,,, 1,086,1,,2,113,127, 2,A,,,,,,005,3,,1,10,,1990
90IN00113,1988440138,T0138,44,88,2,40,1,02,403,788843,703143,,,,,,, 3,044,1,A-3,1,158,175, 2,B,,,,,F,T-3,3,2,2,20,"DYSTOCIA,SICK",1990
90IN00114,1988440141,T0141,44,88,2,43,1,02,431,873743,570143,7,,,,,, 1,091,1,A-1,2,143,150, 2,B,,,,,F,T-2,3,2,2,20,,1990
90IN00115,1989100142,S0142,10,89,2,13,1,07,R2,831119,912619,6,,,,,,,,1,,5,117,147, 1,,,,,,,,3,,F,10,ENTR.,1990
90IN00116,1988440142,T0142,44,88,2,41,1,02,411,866643,651443,,,,,,, 2,171,1,,3,180,165, 2,A,,,,,,414,3,,2,20,,1990
90IN00117,1988440147,T0147,44,88,2,40,1,02,404,829543,593243,6,,,,,, 0,000,1,,5,169,200, 1,,,,,,,,5,,F,20,,1990
90IN00118,1989100148,S0148,10,89,2,18,1,07,144,827019,795519,,,,,,, 1,090,1,,1,98,128, 1,A,,,,,,008,3,,1,10,,1990
90IN00119,1988440148,T0148,44,88,2,43,1,02,433,883243,529043,6,,,,,, 0,000,1,,5,148,186, 1,,,,,,,,4,,F,20,,1990
90IN00120,1989100149,S0149,10,89,2,18,1,07,141,800619,737419,,,,,,, 1,061,1,,1,125,139, 2,B,,,,,,009,3,,1,10,,1990
90IN00121,1989100150,S0150,10,89,2,18,1,07,141,800619,737419,,,,,,, 1,068,1,,1,111,122, 2,B,+,,,,,010,3,,1,10,,1990
90IN00122,1989100151,S0151,10,89,2,13,1,07,143,816219,782119,6,,,,,,,,1,,5,127,144, 1,,,,,,,,3,,F,10,,1990
90IN00123,1989100155,S0155,10,89,1,12,1,07,831,787519,656819,,,,,,0,,,2,169,Y,147,183,,V,,,92,0920,,,,,,10,,1990
90IN00124,1986030157,L0157,03,86,2,81,2,30,738,765902,203402,7,,0,,,, 3,000,6,,*,0,0,,B,,,19,0423,,,,,,35,BRITCHY,1990
90IN00125,1989100159,S0159,10,89,2,18,1,07,144,827019,618219,,,,,,, 0,000,1,,5,114,150, 1,A,,,,,,011,2,,1,10,,1990
90IN00126,1986030160,L0160,03,86,2,73,2,30,731,740102,217702,6,,1,,,, 0,000,1,,5,184,0,,,,,,,,,,,F,35,,1990
90IN00127,1986030161,L0161,03,86,2,83,2,30,731,740102,217702,7,,1,,,, 3,000,3,,X,145,0,,A,,,93,0521,,,,,,35,"BADTEATS,X",1990
90IN00128,1989100162,S0162,10,89,2,12,1,07,R1,809619,895019,,,,,,, 1,049,1,,5,104,141, 1,A,,,,,,005,3,,1,10,,1990
90IN00129,1989100167,S0167,10,89,2,12,1,07,921,846219,652719,,,0,0,0,0, 0,000,2,91,5,100,129, 1,B,,,92,0920,,,,,,10,,1990
90IN00130,1989100168,S0168,10,89,2,18,1,07,142,802819,728019,,,0,0,0,0, 0,000,2,90,5,108,147, 1,B,,,92,0920,,,,,,10,,1990
90IN00131,1988440169,T0169,44,88,1,40,1,02,402,850243,559243,,,,,,0,,,2,220,M,204,234,,,,,92,0920,,,,,,20,58S,1990
90IN00132,1989100169,S0169,10,89,2,13,1,07,142,802819,728019,6,,,,,,,,1,,5,121,152, 1,,,,,,,,3,,F,10,,1990
90IN00133,1989100171,S0171,10,89,2,13,1,07,114,881719,813819,6,,,,,,,,1,,5,129,146, 1,,,,,,,,3,,F,10,,1990
90IN00134,1989100172,S0172,10,89,1,18,1,07,R1,809619,933119,,,,,,,,,3,,Y,138,170,,C,,,93,0814,,,,,,10,,1990
90IN00135,1989100173,S0173,10,89,2,18,1,07,143,816219,817619,,,,,,, 1,089,1,,1,104,121, 1,C,,,,,,012,3,,1,10,,1990
90IN00136,1988440178,T0178,44,88,2,40,1,02,403,788843,834243,6,,,,,, 0,000,1,,5,164,0,,,,,,,,,,,F,20,,1990
90IN00137,1989100179,S0179,10,89,1,11,1,07,R2,831119,884519,,,,,,,,,3,,Y,160,189,,V,,,93,0806,,,,,,10,UGLY,1990
90IN00138,1988440181,T0181,44,88,2,43,1,02,434,894543,666443,7,,1,1,,1, 2,000,2,83,2,157,185, 1,A,,,92,0920,,,,,,20,,1990
90IN00139,1989100181,S0181,10,89,1,11,1,07,114,881719,703219,,,,,,0,,,2,172,Y,176,189,,V,,,92,0920,,,,,,10,,1990
90IN00140,1988440182,T0182,44,88,2,43,1,02,434,894543,666443,7,,,,,, 2,101,1,A-2,1,159,174, 1,B,,,,,S,T-1,3,1,2,20,,1990
90IN00141,1989100183,S0183,10,89,2,18,1,07,143,816219,812819,,,,,,, 1,000,1,,2,141,164, 1,A,,,,,,013,4,,1,10,,1990
90IN00142,1989100189,S0189,10,89,2,11,1,07,R3,813919,889119,,,0,0,0,0, 0,000,2,90,5,119,144, 1,B,+,,92,0920,,,,,,10,,1990
90IN00143,1988440189,T0189,44,88,2,43,1,02,433,883243,458343,7,,,,,, 2,133,1,A-3,1,134,145, 2,A,,,,,S,T-2,3,3,2,20,,1990
90IN00144,1989100195,S0195,10,89,1,12,1,07,R2,831119,926219,,,,,,,,,3,,Y,159,191,,C,,,93,0806,,,,,,10,,1990
90IN00145,1989100196,S0196,10,89,2,11,1,07,R1,809619,867319,,,,,,, 2,065,1,,2,130,140, 2,B,,,,,,006,3,,1,10,SM.BAG,1990
90IN00146,1988440197,T0197,44,88,2,40,1,02,403,788843,748443,,,,,,, 1,097,1,A-1,1,182,185, 2,A,,,,,S,T-1,4,3,2,20,,1990
90IN00147,1983630200,K0200,63,83,2,60,1,06,601,969962,940462,,,,,,, 3,147,3,X,1,179,183, 2,C,,,93,1015,,,,,,70,TEETH,1990
90IN00148,1983630201,K0201,63,83,2,63,1,06,631,953162,796462,,,,,,, 1,111,3,X,2,182,193, 5,A,,,93,1015,,,,,,70,TEETH,1990
90IN00149,1983630202,K0202,63,83,2,63,1,06,631,953162,796462,,,,,,, 2,169,3,X,1,197,208,12,B,,,93,1015,,,,,,70,BLUEBAG,1990
90IN00150,1988440203,T0203,44,88,2,43,1,02,434,894543,719543,7,,,,,, 1,102,1,A-1,1,151,147, 2,B,,,,,F,T-2,3,3,2,20,,1990
90IN00151,1989100203,S0203,10,89,2,11,1,07,R2,831119,866619,,,,,,, 1,101,1,,1,113,126, 2,A,,,,,,007,2,,1,10,,1990
90IN00152,1986030205,L0205,03,86,2,72,2,30,725,760402,156202,6,,1,,,, 1,101,1,,5,199,0,,,,,,,,,,,F,35,,1990
90IN00153,1983630205,K0205,63,83,2,60,1,06,601,969962,891462,,,,,,, 1,078,3,,L,160,0,,A,,,93,0904,,,,,,70,"CULL,LAME",1990
90IN00154,1988440205,T0205,44,88,2,40,1,02,404,829543,634743,,,,,,, 2,157,1,A-2,2,134,143, 2,B,,,,,F,T-2,2,1,2,20,,1990
90IN00155,1986030206,L0206,03,86,2,00,2,30,725,760402,156202,1,,0,,,, 4,292,1,,5,163,0,,,,B,,,,,,,F,35,BLK.MSG.11/28,1990
90IN00156,1983630207,K0207,63,83,2,63,1,06,631,953162,785662,7,,,,,, 3,146,3,X,1,179,183, 5,A,,,93,1015,,,,,,70,AB.BAGREAR,1990
90IN00157,1989100207,S0207,10,89,2,11,1,07,R4,776319,921619,,,,,,, 0,000,1,,5,114,155, 1,B,,,,,,008,4,,1,10,,1990
90IN00158,1989100208,S0208,10,89,1,18,1,07,R4,776319,876319,,,,,,0,,,2,171,Y,164,190,,V,,,92,0920,,,,,,10,,1990
90IN00159,1988440209,T0209,44,88,2,40,1,02,402,850243,785043,6,,,,,, 0,000,1,,5,168,0,,,,,,,,,,,F,20,,1990
90IN00160,1983630212,K0212,63,83,2,61,1,06,611,012463,832662,,,,0,,0, 1,102,3,X,2,190,178, 2,B,,,93,1015,,,,,,70,"X,OUT,HIP",1990
90IN00161,1988440212,T0212,44,88,2,40,1,02,401,780343,792843,,,,,,, 1,104,1,A-3,2,149,155, 2,A,,,,,F,T-3,3,3,2,20,,1990
90IN00162,1988440224,T0224,44,88,2,43,1,02,  3,788943,909443,7,,,,,, 0,000,3,OVX,5,151,185, 1,A,,,,,,,,,,20,BARREN,1990
90IN00163,1988440228,T0228,44,88,1,40,1,02,402,850243,406443,,,,,,,,,P,,M,182,216,,,,,,,,,,,,20,,1990
90IN00164,1986030230,L0230,03,86,2,72,2,30,722,765502, 39402,6,,1,,,, 1,046,1,,5,210,0,,,,,,,,,,,F,35,LAME 7-30,1990
90IN00165,1983630230,K0230,63,83,2,63,1,06,631,953162,909762,,,,,,, 1,108,3,X,1,176,159, 2,A,,,93,1015,,,,,,70,TEETH,1990
90IN00166,1989100241,S0241,10,89,1,10,2,07,104,902019,525519,6,,,,,,,,1,,F,142,161,,C,,,,,,,,,,05,,1990
90IN00167,1989100242,S0242,10,89,1,10,2,07,102,860819,564119,6,,,,,,,,1,,F,146,156,,C,,,,,,,,,,05,DEWLAP,1990
90IN00168,1989100244,S0244,10,89,2,13,2,07,102,860819,452819,6,,,,,,,,1,,5,105,125, 1,V,,,,,,,3,,F,05,MSG 6-14,1990
90IN00169,1989100245,S0245,10,89,1,13,2,07,101,863619,404019,6,,,,,,,,1,,F,129,144,,C,,,,,,,,,,05,,1990
90IN00170,1989100246,S0246,10,89,1,10,2,07,101,863619,332019,6,,,,,,,,1,,F,142,158,,V,,,,,,,,,,05,,1990
90IN00171,1989100247,S0247,10,89,2,10,2,07,101,863619,332019,6,,,,,,,,1,,5,116,128, 1,V,,,,,,,3,,F,05,,1990
90IN00172,1989100248,S0248,10,89,2,10,2,41,101,037783,862319,6,,,,,,,,1,,5,76,95, 1,C,,,,,,,2,,F,05,,1990
90IN00173,1989100249,S0249,10,89,1,10,2,41,101,037783,862319,6,,,,,,,,,,F,101,0,,C,,,93,0611,,,,,,05,,1990
