UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,ELGI,ELGC,RC,NOBN,LBWN,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GROUP,DISP,DAYDIS,TRT,BPEN,COND,LAP,BGRP,ADAM,RMK,YRREC
88IN01710,1979192019,S2019,19,79,2,12,1,07,840,098219,997018,,,,,,,,,3,,1,121,112,03,,,X,93,1003,,,,,,90,COND,1988
88IN01711,1986632021,K2021,63,86,2,60,1,06,602,118363,021563,,,,,,,,,1,,1,143,159,02,,,,,,,602,2,,,20,,1988
88IN01712,1986802021,X2021,80,86,2,14,1,51,004,600895,497819,,,,,,,,,3,,2,126,121,12,,,X,93,1003,,,,,,20,,1988
88IN01713,1986632023,K2023,63,86,2,63,1,06,634,076763,055563,,,,,,,,,3,,1,133,145,12,,,X,93,1003,,,,,,20,,1988
88IN01714,1986802023,X2023,80,86,2,64,1,53,002,610895,039963,,,,,,,,,2,168,2,142,154,02,,,,92,0922,,,,,,20,,1988
88IN01715,1986802025,X2025,80,86,2,47,1,55,474,982894,814393,,,,,,,,,1,,3,152,161,02,,,,,,,  1,2,,,20,,1988
88IN01716,1986802026,X2026,80,86,2,47,1,55,474,982894,814393,,,,,,,,,1,,1,122,141,02,,,,,,,  2,3,,,20,,1988
88IN01717,1986802027,X2027,80,86,2,47,1,55,474,982894,814393,,,,,,,,,1,,1,172,176,03,,,,,,,  3,2,,,20,,1988
88IN01718,1986632030,K2030,63,86,2,63,1,06,634,076763,051363,,,,,,,,,1,,1,186,180,01,,,,,,,634,3,,,20,FOUND 1027,1988
88IN01719,1986802030,X2030,80,86,2,16,1,51,164,909994,318494,,,,,,,,,2,134,1,138,145,03,,,,92,0922,,,,,,20,,1988
88IN01720,1986632031,K2031,63,86,2,63,1,06,634,076763,051363,,,,,,,,,I,,5,153,179,02,,,,92,0916,,,,,,20,,1988
88IN01721,1982022034,Y2034,02,82,2,73,1,39,004,079502,804201,6,,0,,,,,,,,*,0,0,,3,0,,93,0307,,,,,,60,,1988
88IN01722,1986632036,K2036,63,86,2,60,1,06,604,101563,043963,,,,,,,,,3,,5,158,189,01,,,J,,,,,,,,20,2YR.DRY,1988
88IN01723,1986632037,K2037,63,86,2,60,1,06,604,101563,043963,,,,,,,,,1,,1,151,164,02,,,,,,,603,3,,,20,,1988
88IN01724,1986632038,K2038,63,86,2,60,1,06,602,118363,882162,,,,,,,,,1,,3,119,141,02,,,,,,,604,3,,,20,,1988
88IN01725,1986632041,K2041,63,86,2,60,1,06,601,090063,101663,7,,,,,,,,1,,8,143,0,,,,,10,0831,,,,,,20,,1988
88IN01726,1986632042,K2042,63,86,2,60,1,06,601,090063,101663,,,,,,,,,1,,3,152,154,02,,,,,,,601,3,,,20,,1988
88IN01727,1986632043,K2043,63,86,2,63,1,06,631,087263,088763,7,,,,,,,,3,,8,163,148,13,,,X,93,1003,,,,,,20,,1988
88IN01728,1986632044,K2044,63,86,2,60,1,06,604,101563,036463,,,,,,,,,I,,5,146,173,01,,,,92,0916,,,,,,20,,1988
88IN01729,1979192045,S2045,19,79,2,12,1,07,900,100319,763318,,,,,,,,,3,,2,127,121,12,,,X,76,1003,,,,,,90,BADBAG,1988
88IN01730,1986802046,X2046,80,86,2,14,1,51,002,610895,343019,,,,,,,,,2,134,1,139,147,02,,,,92,0922,,,,,,20,,1988
88IN01731,1986632049,K2049,63,86,2,60,1,06,603,079263,037563,,,,,,,,,I,,5,166,188,01,,,,92,0916,,,,,,20,,1988
88IN01732,1986802049,X2049,80,86,2,44,1,52,003,604595,685643,,,,,,,,,2,156,1,103,123,02,,,,92,0922,,,,,,20,,1988
88IN01733,1986632056,K2056,63,86,2,61,1,06,614,164863,966162,,,,,,,,,1,,3,173,193,02,,,,,,,613,4,,,20,,1988
88IN01734,1986632057,K2057,63,86,2,61,1,06,613,147563,030063,,,,,,,,,1,,2,127,153,02,,,,,,,612,3,,,20,,1988
88IN01735,1986802057,X2057,80,86,2,16,1,51,164,909994,477994,,,,,,,,,2,135,3,126,142,02,,,,92,0922,,,,,,20,,1988
88IN01736,1982022058,Y2058,02,82,2,72,1,30,011,096002,061302,6,,1,,,,,,1,,5,150,170,02,,,,,,,FL,4,,,60,,1988
88IN01737,1986802059,X2059,80,86,2,47,1,55,471,994794,768394,,,,,,,,,1,,2,139,170,02,,,,,,,  4,4,,,20,,1988
88IN01738,1986632060,K2060,63,86,2,60,1,06,603,079263,100363,,,,,,,,,1,,3,163,170,02,,,,,,,602,2,,,20,,1988
88IN01739,1982022062,Y2062,02,82,2,73,1,30,002,049802,787201,6,,1,,,,,,,,6,112,0,,,,,93,0606,,,,,,60,,1988
88IN01740,1986632064,K2064,63,86,2,63,1,06,634,076763,821662,7,,,,,,,,1,,8,149,0,,,,,01,0725,,,,,,20,,1988
88IN01741,1986632067,K2067,63,86,2,60,1,06,602,118363,993962,,,,,,,,,1,,3,158,169,02,,,,,,,603,3,,,20,,1988
88IN01742,1986632069,K2069,63,86,2,60,1,06,602,118363,803662,,,,,,,,,1,,2,154,168,02,,,,,,,604,3,,,20,,1988
88IN01743,1979192070,S2070,19,79,2,11,1,07,113,056719,825518,7,,,,,,,,2,213,8,188,162,03,,,,92,0922,,,,,,90,,1988
88IN01744,1986632070,K2070,63,86,2,60,1,06,602,118363,803662,,,,,,,,,3,,5,142,174,01,,,J,,,,,,,,20,2YR.DRY,1988
88IN01745,1986632076,K2076,63,86,2,61,1,06,611,151363,015063,,,,,,,,,1,,3,185,171,02,,,,,,,614,3,,,20,,1988
88IN01746,1986632077,K2077,63,86,2,61,1,06,612,151963,119563,,,,,,,,,1,,1,115,130,02,,,,,,,611,3,,,20,,1988
88IN01747,1979192078,S2078,19,79,2,11,1,07,111,114519,058619,,,,,,,,,,,*,0,0,,,,,48,0402,,,,,,90,,1988
88IN01748,1986632078,K2078,63,86,2,61,1,06,612,151963,119563,7,,,,,,,,1,,1,121,145,02,,,,,,,  1,2,,,20,,1988
88IN01749,1986632081,K2081,63,86,1,63,1,06,632,075363,020263,,,,,,,,,3,,M,181,219,,,,,93,0801,,,,,,20,C MOUTH,1988
88IN01750,1986632084,K2084,63,86,2,60,1,06,603,079263,105663,7,,,,,,,,1,,8,150,153,02,,,,,,,  2,2,,,20,,1988
88IN01751,1986802085,X2085,80,86,2,44,1,52,005,451495,466801,,,,,,,,,2,153,1,134,160,02,,,,92,0922,,,,,,20,,1988
88IN01752,1979192090,S2090,19,79,2,10,1,07,104,042119,945218,6,,,,,,,,,,*,0,0,,,,,93,0328,,,,,,90,,1988
88IN01753,1986632091,K2091,63,86,2,68,1,06,  6,000063,145663,,,,,,,,,1,,1,161,163,02,,,,,,,634,3,,,20,,1988
88IN01754,1986802091,X2091,80,86,2,45,1,55,442,915994,425843,,,,,,,,,1,,3,118,140,02,,,,,,,  5,3,,,20,,1988
88IN01755,1979192092,S2092,19,79,2,11,1,07,111,114519,995918,,,,,,,,,2,213,3,152,149,03,,,,92,0922,,,,,,90,,1988
88IN01756,1986802094,X2094,80,86,2,44,1,52,004,600895,531243,,,,,,,,,2,154,1,138,156,03,,,,92,0922,,,,,,20,,1988
88IN01757,1981942094,M2094,94,81,2,44,1,52,002,487895,823142,,,,,,,,,2,165,3,124,137,02,,,,92,0922,,,,,,70,,1988
88IN01758,1986802095,X2095,80,86,2,46,1,52,462,037080,546394,,,,,,,,,9,,2,114,143,10,,,,93,0916,,,,,,20,BAG,1988
88IN01759,1979192096,S2096,19,79,2,10,1,07,101,056719,005519,6,,,,,,,,3,OK?,5,176,214,02,,,,93,1212,,FL,4,,,90,Age,1988
88IN01760,1986632099,K2099,63,86,2,68,1,06,  7,000063,150763,,,,,,,,,1,,2,164,184,02,,,,,,,632,4,,,20,,1988
88IN01761,1986802101,X2101,80,86,2,47,1,55,473,963894,326594,7,,,,,,,,1,,8,140,146,02,,,,,,,  6,3,,,20,,1988
88IN01762,1982022102,Y2102,02,82,2,74,1,30,005,966801,954001,6,,1,,,,,,1,,5,172,182,03,,,,,,,FL,2,,,60,SWING BAG,1988
88IN01763,1979192103,S2103,19,79,2,10,1,07,103,043519,050319,6,,,,,,,,3,,5,151,167,03,,,,93,1121,,FL,2,,,90,SWINGBAG,1988
88IN01764,1986632103,K2103,63,86,2,63,1,06,631,087263,997862,7,,,,,,,,1,,8,148,163,02,,,,,,,  3,3,,,20,,1988
88IN01765,1986632104,K2104,63,86,2,63,1,06,631,087263,997862,,,,,,,,,I,,5,172,182,01,,,,92,0916,,,,,,20,,1988
88IN01766,1986802106,X2106,80,86,2,47,1,55,474,982894,693994,,,,,,,,,,,*,0,0,,,,,97,0523,,,,,,20,,1988
88IN01767,1986802114,X2114,80,86,2,64,1,53,003,604595,029963,,,,,,,,,2,169,1,137,153,03,,,,92,0922,,,,,,20,,1988
88IN01768,1986802115,X2115,80,86,1,97,1,97,397,002297,903797,,,,,,,,,1,,M,176,211,,,,,,,,,,,,20,S -,1988
88IN01769,1986632117,K2117,63,86,2,68,1,06,  7,000063,130463,,,,,,,,,1,,1,139,163,02,,,,,,,601,3,,,20,,1988
88IN01770,1986632118,K2118,63,86,2,68,1,06,  7,000063,130463,,,,,,,,,1,,1,126,143,02,,,,,,,602,3,,,20,,1988
88IN01771,1986632122,K2122,63,86,2,63,1,06,632,075363,816062,,,,,,,,,1,,3,145,149,02,,,,,,,631,3,,,20,,1988
88IN01772,1981942122,M2122,94,81,2,44,1,52,005,488195,859442,,,,,,,,,8,,2,149,166,03,,,,93,0916,,,,,,70,HARDBAG,1988
88IN01773,1986632123,K2123,63,86,2,63,1,06,633,103163,941262,,,,,,,,,1,,3,156,172,02,,,,,,,632,3,,,20,,1988
88IN01774,1986632125,K2125,63,86,2,60,1,06,601,090063,885962,,,,,,,,,1,,3,157,170,01,,,,,,,601,3,,,20,,1988
88IN01775,1986632129,K2129,63,86,1,60,1,06,603,079263,993762,,,,,,,G1,493,2,375,M,199,243,,,,,92,0922,,,,,,20,,1988
88IN01776,1986802130,X2130,80,86,2,47,1,55,474,982894,563294,,,,,,,,,1,,3,129,0,,,,,97,0915,,,,,,20,,1988
88IN01777,1986632131,K2131,63,86,2,60,1,06,604,101563,944662,7,,,,,,,,I,,5,191,206,01,,,,92,0916,,,,,,20,,1988
88IN01778,1986632132,K2132,63,86,2,61,1,06,613,147563,995962,,,,,,,,,2,186,5,109,143,01,,,,92,0922,,,,,,20,.50 FERT,1988
88IN01779,1986632137,K2137,63,86,2,68,1,06,  6,000063,153563,,,,,,,,,1,,1,147,168,02,,,,,,,603,3,,,20,,1988
88IN01780,1986802138,X2138,80,86,2,44,1,52,004,600895,367301,1,,,,,,,,3,,5,120,0,,,,A,,,,,,,,20,ANN'S EWES,1988
88IN01781,1979192140,S2140,19,79,2,12,1,07,920,064419,057719,,,,,,,,,9,,1,135,148,02,,,,93,0916,,,,,,90,ODD,1988
88IN01782,1982022141,Y2141,02,82,2,72,1,30,002,049802,929801,6,,1,,,,,,1,,5,159,168,01,,,,,,,FL,4,,,60,,1988
88IN01783,1981942142,M2142,94,81,2,47,1,55,452,017194,642093,,,,,,,,,1,,1,163,154,03,,,,93,1107,,,3,,,70,MKT,1988
88IN01784,1986632144,K2144,63,86,2,61,1,06,612,151963,861562,,,,,,,,,1,,2,142,179,02,,,,,,,612,3,,,20,,1988
88IN01785,1986632145,K2145,63,86,2,61,1,06,612,151963,861562,,,,,,,,,1,,1,139,152,02,,,,,,,614,3,,,20,,1988
88IN01786,1986802150,X2150,80,86,2,44,1,52,004,600895,157043,,,,,,,,,2,155,1,134,144,04,,,,92,0922,,,,,,20,,1988
88IN01787,1982022152,Y2152,02,82,2,74,1,30,004,079502,824701,6,,1,,,,,,1,,5,177,202,01,,,,,,,733,5,,,60,,1988
88IN01788,1986632152,K2152,63,86,2,63,1,06,632,075363,936862,,,,,,,,,1,,3,168,179,02,,,,,,,633,3,,,20,,1988
88IN01789,1978432155,T2155,43,78,2,41,1,02,411,206943,019243,2,,,,,,,,3,,*,0,0,,,,J,,,,,,,,00,JOHN'S,1988
88IN01790,1981942156,M2156,94,81,2,64,1,53,004,487995,442862,,,,,,,,,2,172,3,152,169,03,,,,92,0922,,,,,,70,,1988
88IN01791,1986802157,X2157,80,86,2,64,1,53,001,242195,681562,,,,,,,,,2,168,3,124,156,03,,,,92,0922,,,,,,20,,1988
88IN01792,1986632158,K2158,63,86,1,60,1,06,601,090063,975462,,,,,,,,,3,,M,167,205,,,,,93,0801,,,,,,20,,1988
88IN01793,1982022159,Y2159,02,82,2,75,1,30,005,966801,675501,6,,1,,,,,,1,,5,146,162,02,,,,,,,FL,2,,,60,,1988
88IN01794,1986632160,K2160,63,86,1,63,1,06,631,087263,946062,,,,,,,,,2,378,M,214,241,,,,,92,0922,,,,,,20,,1988
88IN01795,1986632161,K2161,63,86,2,63,1,06,631,087263,946062,,,,,,,,,1,,2,147,168,03,,,,,,,634,3,,,20,,1988
88IN01796,1986802162,X2162,80,86,1,47,1,55,472,961694,987693,2,,,,,,,,3,,*,0,0,,,,A,,,,,,,,20,ANN'S RAMS,1988
88IN01797,1986632165,K2165,63,86,2,60,1,06,601,090063,895262,,,,,,,,,1,,1,143,158,02,,,,,,,602,3,,,20,,1988
88IN01798,1986632166,K2166,63,86,2,60,1,06,604,101563,022163,,,,,,,,,1,,3,141,160,02,,,,,,,603,3,,,20,,1988
88IN01799,1982022171,Y2171,02,82,2,75,1,30,005,966801,644501,6,,1,,,,,,1,,5,159,186,02,,,,,,,FL,4,,,60,,1988
88IN01800,1986802173,X2173,80,86,2,47,1,55,471,994794,929993,,,,,,,,,1,,1,150,153,03,,,,,,,  7,3,,,20,,1988
88IN01801,1986632174,K2174,63,86,2,61,1,06,611,151363,960762,,,,,,,,,I,,1,168,178,02,,,,92,0916,,,,,,20,,1988
88IN01802,1986632185,K2185,63,86,2,60,1,06,602,118363,912962,,,,,,,,,1,,3,133,152,02,,,,,,,604,3,,,20,,1988
88IN01803,1986802187,X2187,80,86,1,44,1,52,005,451495,556043,2,,,,,,,,3,,*,0,0,,,,A,,,,,,,,20,ANN'S RAMS,1988
88IN01804,1986632188,K2188,63,86,2,68,1,06,  7,000063,139263,,,,,,,,,3,,5,145,174,01,,,J,,,,,,,,20,2YR.DRY,1988
88IN01805,1982022195,Y2195,02,82,2,74,1,30,004,079502,890701,6,,1,,,,,,3,,5,121,0,,,,,54,1003,,,,,,60,BROKENLEG,1988
88IN01806,1986632196,K2196,63,86,2,61,1,06,611,151363,976262,7,,,,,,,,1,,8,128,150,02,,,,,,,  4,3,,,20,,1988
88IN01807,1986632197,K2197,63,86,2,63,1,06,632,075363,058763,,,,,,,,,1,,1,146,185,01,,,,,,,631,4,,,20,,1988
88IN01808,1986632199,K2199,63,86,2,60,1,06,602,118363,073563,7,,,,,,,,1,,8,175,166,02,,,,,,,  5,3,,,20,,1988
88IN01809,1986632203,K2203,63,86,2,60,1,06,601,090063,006963,,,,,,,,,1,,1,149,166,02,,,,,,,601,3,,,20,,1988
88IN01810,1986802204,X2204,80,86,2,14,1,51,002,610895,463819,,,,,,,,,2,135,3,135,143,02,,,,92,0922,,,,,,20,,1988
88IN01811,1982022214,Y2214,02,82,2,74,1,30,001,953901,970401,6,,1,,,,,,,,5,126,0,,,,,76,0606,,,,,,60,,1988
88IN01812,1978432219,T2219,43,78,2,41,1,02,412,198043,097643,,,,,,,,,3,,3,176,170,02,,,X,93,1003,,,,,,00,AGE,1988
88IN01813,1986632219,K2219,63,86,2,60,1,06,604,101563,071363,,,,,,,,,1,,2,162,169,02,,,,,,,602,4,,,20,,1988
88IN01814,1986802221,X2221,80,86,2,44,1,52,003,604595,126843,,,,,,,,,2,156,1,107,122,02,,,,92,0922,,,,,,20,,1988
88IN01815,1986802222,X2222,80,86,2,44,1,52,003,604595,126843,,,,,,,,,2,155,2,111,140,02,,,,92,0922,,,,,,20,,1988
88IN01816,1986632224,K2224,63,86,2,63,1,06,632,075363,020763,7,,,,,,,,1,,8,121,140,02,,,,,,,  6,2,,,20,,1988
88IN01817,1982022225,Y2225,02,82,2,74,1,30,005,966801,543701,6,,1,,,,,,1,,5,144,0,,,,,20,0822,,,,,,60,,1988
88IN01818,1981942225,M2225,94,81,2,45,1,55,463,881193,153443,,,,,,,,,2,176,3,216,189,02,,,,92,0922,,,,,,70,,1988
88IN01819,1981942226,M2226,94,81,2,45,1,55,442,951293,051543,,,,,,,,,2,176,1,150,146,03,,,,92,0922,,,,,,70,,1988
88IN01820,1986632228,K2228,63,86,2,61,1,06,612,151963,992062,,,,,,,,,1,,3,129,141,02,,,,,,,611,2,,,20,,1988
88IN01821,1986802230,X2230,80,86,2,14,1,51,004,600895,189619,,,,,,,,,3,,3,118,80,01,,,X,93,1003,,,,,,20,HENNINGER,1988
88IN01822,1986632232,K2232,63,86,2,63,1,06,632,075363,047263,,,,,,,,,1,,2,142,164,01,,,,,,,632,3,,,20,,1988
88IN01823,1982022234,Y2234,02,82,2,76,1,35,004,079502,697801,6,,0,,,,,,1,,5,159,179,02,,,,,,,FL,4,,,60,,1988
88IN01824,1979192240,S2240,19,79,2,13,1,07,134,118819,988418,,,,,,,,,2,213,2,181,182,04,,,,92,0922,,,,,,90,,1988
88IN01825,1986632243,K2243,63,86,2,63,1,06,631,087263,064463,,,,,,,,,1,,1,153,155,02,,,,,,,633,2,,,20,,1988
88IN01826,1986632246,K2246,63,86,1,63,1,06,631,087263,075863,,,,,,,,,2,382,M,197,237,,,,,92,0922,,,,,,20,,1988
88IN01827,1986802246,X2246,80,86,2,47,1,55,473,963894,769294,,,,,,,,,1,,1,107,128,02,,,,,,,  8,3,,,20,,1988
88IN01828,1986632248,K2248,63,86,2,61,1,06,611,151363,005163,7,,,,,,,,1,,8,152,161,02,,,,,,,  7,3,,,20,,1988
88IN01829,1986632251,K2251,63,86,2,63,1,06,634,076763,878762,,,,,,,,,1,,3,136,152,02,,,,,,,634,2,,,20,,1988
88IN01830,1982022253,Y2253,02,82,2,76,1,35,005,966801,943601,6,,0,,,,,,1,,5,159,226,02,,,,,,,FL,4,,,60,,1988
88IN01831,1986632253,K2253,63,86,2,68,1,06,  7,000063,172563,,,,,,,,,1,,1,137,139,01,,,,,,,604,3,,,20,,1988
88IN01832,1978432257,T2257,43,78,2,41,1,02,411,206943,700242,2,,,,,,,,3,,*,0,0,,,,J,95,0507,,,,,,00,JOHN'S,1988
88IN01833,1986632258,K2258,63,86,2,63,1,06,634,076763,934762,,,,,,,,,1,,3,143,146,03,,,,,,,631,3,,,20,,1988
88IN01834,1982022259,Y2259,02,82,2,76,1,35,001,953901,950101,6,,0,,,,,,1,,5,167,0,,,,,16,1021,,FL,,,,60,,1988
88IN01835,1986632260,K2260,63,86,2,63,1,06,631,087263,008263,,,,,,,,,9,,1,167,165,02,,,,93,0916,,,,,,20,CUT TEAT,1988
88IN01836,1986632261,K2261,63,86,1,63,1,06,631,087263,008263,,,,,,,,,2,,M,192,227,,,,,93,1003,,,,,,20,,1988
88IN01837,1982022264,Y2264,02,82,2,75,1,30,001,953901,952701,6,,1,,,,,,1,,5,178,182,02,,,,,,,734,4,,,60,,1988
88IN01838,1986632265,K2265,63,86,2,68,1,06,  7,000063,143363,,,,,,,,,1,,3,142,146,02,,,,,,,611,3,,,20,,1988
88IN01839,1978432268,T2268,43,78,2,43,1,02,433,155543,002043,7,,,,,,,,3,,2,187,161,03,,,X,93,1003,,,,,,00,AGE,1988
88IN01840,1986632269,K2269,63,86,2,60,1,06,603,079263,094363,7,,,,,,,,3,,1,151,130,02,,,X,93,1003,,,,,,20,COND,1988
88IN01841,1986632271,K2271,63,86,2,60,1,06,602,118363,969062,,,,,,,,,1,,3,151,173,02,,,,,,,603,3,,,20,,1988
88IN01842,1978432272,T2272,43,78,2,41,1,02,411,206943,826242,,,,,,,,,3,,2,146,155,03,,,X,93,1003,,,,,,00,AGE,1988
88IN01843,1986802280,X2280,80,86,2,14,1,51,003,604595,214119,,,,,,,,,2,135,1,106,134,02,,,,92,0922,,,,,,20,,1988
88IN01844,1986632281,K2281,63,86,2,61,1,06,611,151363,032063,,,,,,,,,1,,3,139,158,02,,,,,,,613,4,,,20,,1988
88IN01845,1986632282,K2282,63,86,2,61,1,06,614,164863,942362,,,,,,,,,1,,2,155,176,02,,,,,,,613,3,,,20,,1988
88IN01846,1986802285,X2285,80,86,2,46,1,52,462,037080,613493,,,,,,,,,2,154,3,144,159,03,,,,92,0922,,,,,,20,,1988
88IN01847,1982022287,Y2287,02,82,2,74,1,30,002,049802,799001,6,,1,,,,,,1,,5,139,135,02,,,,95,1230,,FL,3,,,60,,1988
88IN01848,1986632287,K2287,63,86,2,63,1,06,633,103163,984362,,,,,,,,,,,5,150,0,,,,,04,0606,,,,,,20,,1988
88IN01849,1986632290,K2290,63,86,2,63,1,06,632,075363,076363,7,,,,,,,,1,,8,156,158,02,,,,,,,  8,4,,,20,,1988
88IN01850,1986802291,X2291,80,86,2,16,1,51,164,909994,743093,,,,,,,,,2,135,2,113,142,02,,,,92,0922,,,,,,20,,1988
88IN01851,1986632293,K2293,63,86,2,63,1,06,632,075363,984462,7,,,,,,,,1,,8,179,180,02,,,,,,,  1,3,,,20,,1988
88IN01852,1979192297,S2297,19,79,2,10,1,07,101,056719,881818,6,,,,,,,,3,,5,170,196,03,,,,93,1212,,FL,3,,,90,SWINGBAG,1988
88IN01853,1986802297,X2297,80,86,2,14,1,51,003,604595,382719,7,,,,,,,,2,135,8,126,141,02,,,,92,0922,,,,,,20,,1988
88IN01854,1986632298,K2298,63,86,1,60,1,06,603,079263,803462,,,,,,,G1,492,2,374,M,208,255,,,,,92,0922,,,,,,20,,1988
88IN01855,1982022302,Y2302,02,82,2,76,1,35,005,966801,955601,6,,0,,,,,,1,,5,167,187,02,,,,,,,FL,5,,,60,,1988
88IN01856,1986632305,K2305,63,86,2,63,1,06,634,076763,109563,,,,,,,,,1,,3,143,154,02,,,,,,,632,3,,,20,,1988
88IN01857,1986632307,K2307,63,86,2,63,1,06,631,087263,102063,1,,,,,,,,3,,5,128,0,,,,A,,,,,,,,20,ANN'S EWES,1988
88IN01858,1986632308,K2308,63,86,2,63,1,06,631,087263,026063,,,,,,,,,3,,1,153,164,02,,,J,,,,,,,,20,TEATS HID,1988
88IN01859,1986802308,X2308,80,86,2,14,1,51,002,610895,413619,7,,,,,,,,2,135,8,119,136,02,,,,92,0922,,,,,,20,,1988
88IN01860,1982022311,Y2311,02,82,2,72,1,30,003,104302,968501,6,,1,,,,,,1,,5,144,138,02,,,,,,,FL,2,,,60,,1988
88IN01861,1979192312,S2312,19,79,2,10,1,07,101,056719,822718,6,,,,,,,,3,,5,155,169,03,,,J,,,,,,,,90,TEETH,1988
88IN01862,1986802312,X2312,80,86,2,16,1,51,164,909994,965793,,,,,,,,,2,133,2,128,159,02,,,,92,0922,,,,,,20,,1988
88IN01863,1986632313,K2313,63,86,2,63,1,06,631,087263,935762,,,,,,,,,1,,2,160,182,02,,,,,,,633,4,,,20,,1988
88IN01864,1978432323,T2323,43,78,2,43,1,02,435,171443,067443,7,,,,,,,,3,,8,206,175,12,,,X,93,1003,,,,,,00,AGE,1988
88IN01865,1986632325,K2325,63,86,2,61,1,06,611,151363,120363,,,,,,,,,1,,3,165,190,02,,,,,,,612,4,,,20,,1988
88IN01866,1982022331,Y2331,02,82,2,73,1,30,003,104302,637001,6,,1,,,,,,,,*,0,0,,0,4,,93,0307,,,,,,60,,1988
88IN01867,1986802332,X2332,80,86,2,47,1,55,471,994794,609793,,,,,,,,,1,,3,121,146,02,,,,,,,  1,3,,,20,,1988
88IN01868,1982022333,Y2333,02,82,2,73,1,30,003,104302,637001,6,,1,,,,,,1,,5,172,186,02,,,,,,,FL,3,,,60,,1988
88IN01869,1986632333,K2333,63,86,2,68,1,06,  6,000063,164363,,,,,,,,,1,,1,130,132,02,,,,,,,612,3,,,20,,1988
88IN01870,1986802335,X2335,80,86,2,46,1,52,463,927394,756994,,,,,,,,,2,153,1,151,167,03,,,,92,0922,,,,,,20,,1988
88IN01871,1986632337,K2337,63,86,2,60,1,06,602,118363,037663,,,,,,,,,1,,2,158,165,02,,,,,,,604,3,,,20,,1988
88IN01872,1986632340,K2340,63,86,2,63,1,06,633,103163,869362,,,,,,,,,1,,2,155,139,02,,,,,,,634,2,,,20,,1988
88IN01873,1979192341,S2341,19,79,2,11,1,07,112,117219,973718,7,,,,,,,,3,,8,149,130,03,,,X,93,1003,,,,,,90,ROUGH,1988
88IN01874,1986632343,K2343,63,86,1,63,1,06,632,075363,089563,,,,,,,G1,494,2,376,M,220,265,,,,,92,0922,,,,,,20,,1988
88IN01875,1979192345,S2345,19,79,2,11,1,07,112,117219,035619,,,,,,,,,2,213,1,153,163,03,,,,92,0922,,,,,,90,,1988
88IN01876,1986632345,K2345,63,86,2,68,1,06,  6,000063,142163,,,,,,,,,1,,3,201,168,03,,,,,,,613,2,,,20,KEEP,1988
88IN01877,1986802346,X2346,80,86,2,16,1,51,163,989994,805993,,,,,,,,,2,135,3,118,136,02,,,,92,0922,,,,,,20,,1988
88IN01878,1978432347,T2347,43,78,2,41,1,02,414,167743,797642,7,,,,,,,,3,,8,171,152,02,,,X,93,1003,,,,,,00,AGE,1988
88IN01879,1986632349,K2349,63,86,1,61,1,06,614,164863,061763,,,,,,,G1,491,2,373,M,202,232,,,,,92,0922,,,,,,20,,1988
88IN01880,1986632352,K2352,63,86,2,61,1,06,613,147563,863762,,,,,,,,,1,,2,157,176,02,,,,,,,614,4,,,20,,1988
88IN01881,1986802357,X2357,80,86,2,44,1,52,004,600895,668343,,,,,,,,,2,156,2,104,127,02,,,,92,0922,,,,,,20,,1988
88IN01882,1986632360,K2360,63,86,2,68,1,06,  7,000063,138463,,,,,,,,,1,,3,133,147,02,,,,,,,614,3,,,20,,1988
88IN01883,1986632362,K2362,63,86,2,68,1,06,  7,000063,137463,,,,,,,,,1,,3,151,167,05,,,,,,,631,2,,,20,,1988
88IN01884,1982022364,Y2364,02,82,2,76,1,35,001,953901,663201,6,,0,1,0,0,,,2,125,5,112,128,01,,,,92,0922,,,,,,60,,1988
88IN01885,1986632364,K2364,63,86,2,68,1,06,  7,000063,148763,,,,,,,,,1,,1,168,189,02,,,,,,,632,4,,,20,,1988
88IN01886,1986802368,X2368,80,86,2,16,1,51,163,989994,383194,,,,,,,,,2,134,3,152,152,03,,,,92,0922,,,,,,20,,1988
88IN01887,1986802370,X2370,80,86,2,16,1,51,163,989994,383194,,,,,,,,,9,,3,148,160,12,,,,93,0916,,,,,,20,,1988
88IN01888,1986632372,K2372,63,86,2,68,1,06,  6,000063,162463,,,,,,,,,1,,1,139,155,02,,,,,,,633,3,,,20,,1988
88IN01889,1986632373,K2373,63,86,2,68,1,06,  7,000063,172963,,,,,,,,,1,,2,153,170,01,,,,,,,634,3,,,20,,1988
88IN01890,1986632374,K2374,63,86,2,68,1,06,  6,000063,148263,,,,,,,,,1,,2,146,157,02,,,,,,,601,2,,,20,,1988
88IN01891,1986632379,K2379,63,86,2,68,1,06,  6,000063,141363,,,,,,,,,1,,2,135,153,03,,,,,,,602,2,,,20,,1988
88IN01892,1986802380,X2380,80,86,2,44,1,52,005,451495,677443,,,,,,,,,2,155,2,109,138,02,,,,92,0922,,,,,,20,,1988
88IN01893,1986632386,K2386,63,86,2,68,1,06,  7,000063,149363,,,,,,,,,3,,5,149,182,01,,,J,,,,,,,,20,2YR.DRY,1988
88IN01894,1986802386,X2386,80,86,2,46,1,52,463,927394,717093,,,,,,,,,2,153,1,144,165,02,,,,92,0922,,,,,,20,,1988
