UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,TRT1,TRT2,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
75IN04531,1973624929,73,2,K4929,,72,973,,,,,,06,1,3,,,3,1,983,090,09, 1,102,142,,72,097,057,62,,,,216762,2,,991261,,,1975
75IN04532,1973624936,73,2,K4936,,77,770,,,,,,06,2,3,,,6,1,772,096,08, 2,107,153,,77,104,060,62,,,,346162,3,,807061,,,1975
75IN04533,1973624939,73,2,K4939,,70,702,,,,,,06,3,3,,,2,1,700,097,09, 3,103,144,,70,095,063,62,,,,132762,5,,774761,,,1975
75IN04534,1973624940,73,2,K4940,,06,781,7,,,,,06,1,3,,,6,1,,088,09, 1,101,146,,78,105,064,62,,,,303062,5,,074862,,,1975
75IN04535,1973624941,73,1,K4941,,76,760,,,2,,,06,1,,,,6,2,114,129,08,,190,226,2,76,091,061,62,0925,,,231562,,433,786761,92,,1975
75IN04536,1973624950,73,1,K4950,,78,782,,,2,,,06,2,,,,6,2,138,099,12,,171,196,2,78,101,059,62,0925,,,279762,,415,153262,92,,1975
75IN04537,1973624952,73,1,K4952,,72,923,,,2,,,06,2,,,,3,4,,113,08,,183,202,3,72,096,039,62,0929,,,226062,,397,778161,93,,1975
75IN04538,1973624954,73,2,K4954,,76,761,,,,,,06,1,3,,,6,1,762,092,08, 1,129,155,,76,101,058,62,,,,269262,3,,782061,,,1975
75IN04539,1973624956,73,1,K4956,,76,761,,,2,,,06,1,,,,6,2,138,115,09,,144,192,2,76,100,070,62,0925,,,269262,,419,934061,92,,1975
75IN04540,1973624957,73,2,K4957,,06,923,5,,,,,06,1,3,,,3,1,,074,08, 1,78,119,,72,105,061,62,,,,226062,5,,909361,,,1975
75IN04541,1973624961,73,2,K4961,,70,701,,8,,,,06,1,3,,,2,1,702,100,07, 2,103,147,,70,106,064,62,,,,223162,2,,068362,,,1975
75IN04542,1973624964,73,2,K4964,,75,752,,,,,,06,2,3,,,6,1,752,088,11, 1,122,154,,75,087,046,62,,,,210962,1,,932961,,,1975
75IN04543,1973624971,73,2,K4971,,77,772,,,,,,06,2,3,,,6,1,771,103,04, 2,131,159,,77,100,057,62,,,,402062,2,,293262,,,1975
75IN04544,1973624973,73,2,K4973,,76,760,,,,,,06,3,3,,,6,1,760,091,12, 5,122,164,,76,089,051,62,,,,231562,2,,051562,,,1975
75IN04545,1973624982,73,2,K4982,,78,782,,8,,,,06,2,3,,,6,1,782,095,08, 1,111,164,,78,108,071,62,,,,279762,2,,170962,,,1975
75IN04546,1973624991,73,2,K4991,,06,772,7,,,,,06,2,,,,6,1,,077,09,,,,7,77,092,045,62,0527,,,402062,,,114362,97,,1975
75IN04547,1973624992,73,2,K4992,,01,013,,,3,,,06,1,,,,1,1,,110,07,10,105,170,4,01,096,057,62,,,,102762,,,937861,,,1975
75IN04548,1973624995,73,2,K4995,,78,782,,,,,,06,2,3,,,6,1,781,094,09, 2,110,155,,78,099,058,62,,,,279762,2,,184362,,,1975
75IN04549,1973625002,73,1,K5002,,78,782,,,2,,,06,2,,,,6,1,126,100,09,,169,195,2,78,094,060,62,0925,,,279762,,433,084162,92,,1975
75IN04550,1973625003,73,2,K5003,,78,782,,8,,,,06,2,3,,,6,1,780,096,07, 1,125,168,,78,091,054,62,,,,279762,2,,084162,,,1975
75IN04551,1973625009,73,2,K5009,,06,771,5,,,,,06,1,3,,,6,1,,096,08, 1,101,136,,77,086,057,62,,,,378062,5,,115462,,,1975
75IN04552,1973625013,73,2,K5013,,77,770,,,,,,06,3,3,,,6,1,772,096,09, 3,133,146,,77,081,051,62,,,,346162,3,,113362,,,1975
75IN04553,1973625014,73,2,K5014,,06,770,7,,,,,06,2,3,,,6,1,,102,06, 1,96,144,,77,091,067,62,,,,346162,5,,914561,,,1975
75IN04554,1973625025,73,2,K5025,,06,701,5,,,,,06,3,3,,,2,1,,096,10, 1,110,161,,70,101,065,62,,,,223162,1,,255662,,,1975
75IN04555,1973625026,73,1,K5026,,72,873,,,3,,,06,1,,,,3,1,,083,09,,140,166,3,72,080,040,62,0721,,,311962,,368,824061,93,,1975
75IN04556,1973625027,73,1,K5027,,70,702,,,,,,06,1,,,,2,1,,110,12,,,,3,70,084,044,62,0211,,,132762,,,024562,93,,1975
75IN04557,1973625032,73,2,K5032,,78,781,,8,,,,06,1,3,,,6,1,782,092,10, 2,127,151,,78,093,058,62,,,,303062,3,,165462,,,1975
75IN04558,1973625033,73,2,K5033,,78,782,,,,,,06,1,3,,,6,1,782,096,08, 2,100,134,,78,100,065,62,,,,279762,3,,180862,,,1975
75IN04559,1974625039,74,2,K5039,,03,033,,,,,,06,1,2,,,1,,033,,, 1,99,124,,03,,,62,,,,315862,5,,011962,,,1975
75IN04560,1974625040,74,2,K5040,,01,013,,,2,,,06,1,,,,1,, 09,,,,82,126,2,01,,,62,0925,,,313162,5,,102962,92,,1975
75IN04561,1974625044,74,1,K5044,,01,013,,,,,,06,1,,,,1,,,,,,78,,7,01,,,62,0717,,,313162,,385,919861,97,,1975
75IN04562,1974625049,74,2,K5049,,01,013,,8,,,,06,1,,,,1,, 01,,,,74,107,2,01,,,62,0925,,,313162,5,,938561,92,,1975
75IN04563,1974625051,74,1,K5051,,03,033,,,2,,,06,2,,,,1,,,,,,99,133,,03,,,62,,,,315862,,426,039662,,,1975
75IN04564,1974625053,74,1,K5053,,03,033,,,,,,06,1,,,,1,,137,,,,91,125,2,03,,,62,0925,,,315862,,374,316062,92,,1975
75IN04565,1974625054,74,1,K5054,,01,013,,,3,,,06,1,,,,1,,,,,,87,122,3,01,,,62,0721,,,313162,,380,293762,93,,1975
75IN04566,1974625057,74,1,K5057,,03,033,,,,,,06,1,,,,1,,,,,,,,7,03,,,62,0527,,,315862,,,104262,97,,1975
75IN04567,1974625061,74,2,K5061,,02,023,,,,,,06,2,2,,,1,,023,,, 1,67,96,,02,,,62,,,,347262,5,,972961,,,1975
75IN04568,1974625062,74,2,K5062,,01,013,,,2,,,06,1,,,,1,, 09,,,,84,125,2,01,,,62,0925,,,313162,5,,888961,92,,1975
75IN04569,1974625063,74,1,K5063,,02,023,,,,,,06,1,,,,1,,137,,,,87,122,2,02,,,62,0925,,,347262,,384,020362,92,,1975
75IN04570,1974625064,74,1,K5064,,01,013,,,3,,,06,1,,,,1,,,,,,100,127,3,01,,,62,0721,,,313162,,390,939961,93,,1975
75IN04571,1974625071,74,1,K5071,,10,103,,,3,,,06,2,,,,1,,,,,,69,109,3,10,,,62,0721,,,322162,,379,890261,93,,1975
75IN04572,1974625072,74,1,K5072,,10,103,,,1,,,06,2,,,,1,,,,,,73,105,,10,,,62,,,,322162,,374,890261,,,1975
75IN04573,1974625074,74,2,K5074,,77,771,,,2,,,06,1,2,,,6,,770,,, 1,91,116,,77,,,62,,,,479862,5,,237362,,,1975
75IN04574,1974625075,74,2,K5075,,75,752,,8,,,,06,2,2,,,6,,751,,, 1,75,105,,75,,,62,,,,403062,5,,952961,,,1975
75IN04575,1974625078,74,2,K5078,,03,033,,8,,,,06,3,2,,,1,,033,,, 1,71,103,,03,,,62,,,,315862,5,,014062,,,1975
75IN04576,1974625080,74,2,K5080,,70,700,,8,,,,06,1,2,,,2,,701,,, 1,110,149,,70,,,62,,,,411562,5,,286462,,,1975
75IN04577,1974625082,74,1,K5082,,02,023,,,1,,,06,3,,,,1,,023,,,,99,143,,02,,,62,,,,347262,,409,212162,,,1975
75IN04578,1974625083,74,2,K5083,,75,752,,,,,,06,2,2,,,6,,750,,, 1,73,104,,75,,,62,,,,403062,5,,056462,,,1975
75IN04579,1974625084,74,1,K5084,,75,752,,,3,,,06,2,,,,6,,,,,,72,107,3,75,,,62,0721,,,403062,,376,056462,93,,1975
75IN04580,1974625091,74,2,K5091,,72,823,,,,,,06,3,2,,,3,,903,,, 1,78,112,,72,,,62,,,,343962,5,,859161,,,1975
75IN04581,1974625094,74,2,K5094,,02,023,,8,,,,06,1,2,,,1,,023,,, 1,100,113,,02,,,62,,,,347262,5,,256762,,,1975
75IN04582,1974625096,74,2,K5096,,72,873,,,,,,06,1,2,,,3,,993,,, 1,106,140,,72,,,62,,,,317762,5,,213462,,,1975
75IN04583,1974625103,74,2,K5103,,06,781,,,,,,06,1,2,,,6,,,,, 1,86,124,,78,,,62,,,,407762,5,,888561,,,1975
75IN04584,1974625104,74,1,K5104,,75,750,,,,,,06,1,,,,6,,,,,,,,6,75,,,62,0110,,,375762,,,212062,10,,1975
75IN04585,1974625105,74,2,K5105,,72,983,,,,,,06,1,2,,,3,,823,,, 1,95,143,,72,,,62,,,,362362,5,,324762,,,1975
75IN04586,1974625110,74,1,K5110,,76,760,,,2,,,06,3,,,,6,,121,,,,109,152,2,76,,,62,0925,,,358862,,391,326962,92,,1975
75IN04587,1974625115,74,2,K5115,,77,772,,,,,,06,2,2,,,6,,771,,, 1,101,146,,77,,,62,,,,464662,5,,905361,,,1975
75IN04588,1974625116,74,1,K5116,,77,772,,,3,,,06,2,,,,6,,,,,,90,128,3,77,,,62,0721,,,464662,,382,905361,93,,1975
75IN04589,1974625117,74,2,K5117,,01,013,,8,2,,,06,3,,,,1,, 10,,,,68,89,2,01,,,62,0925,,,313162,5,,322062,92,,1975
75IN04590,1974625119,74,1,K5119,,77,771,,,2,,,06,1,,,,6,,102,,,,165,194,2,77,,,62,0925,,,479862,,465,361562,92,,1975
75IN04591,1974625122,74,1,K5122,,75,752,,,3,,,06,3,,,,6,,,,,,74,106,3,75,,,62,0721,,,403062,,352,936861,93,,1975
75IN04592,1974625123,74,1,K5123,,72,943,,,1,,,06,3,,,,3,,,,,,104,134,,72,,,62,,,,420162,,408,350762,,,1975
75IN04593,1974625127,74,2,K5127,,06,750,,,,,,06,3,2,,,6,,,,, 1,88,125,,75,,,62,,,,375762,5,,035062,,,1975
75IN04594,1974625132,74,2,K5132,,06,750,,,,,,06,1,2,,,6,,,,, 1,81,130,,75,,,62,,,,375762,5,,254362,,,1975
75IN04595,1974625133,74,2,K5133,,75,752,,8,,,,06,1,2,,,6,,750,,, 1,80,112,,75,,,62,,,,403062,5,,410162,,,1975
75IN04596,1974625134,74,1,K5134,,78,781,,,2,,,06,3,,,,6,,135,,,,106,148,2,78,,,62,0925,,,407762,,389,300262,92,,1975
75IN04597,1974625140,74,2,K5140,,75,752,,,,,,06,3,2,,,6,,751,,, 1,81,110,,75,,,62,,,,403062,5,,904661,,,1975
75IN04598,1974625141,74,2,K5141,,72,923,,,,,,06,1,2,,,3,,823,,, 1,89,122,,72,,,62,,,,401362,5,,991261,,,1975
75IN04599,1974625144,74,1,K5144,,76,762,,,1,,,06,3,,,,6,,762,,,,130,166,,76,,,62,,,,341962,,424,930161,,,1975
75IN04600,1974625145,74,2,K5145,,75,751,,,,,,06,3,2,,,6,,752,,, 1,114,130,,75,,,62,,,,382562,5,,248762,,,1975
75IN04601,1974625147,74,2,K5147,,76,762,,,,,,06,3,2,,,6,,761,,, 1,101,137,,76,,,62,,,,341962,5,,941261,,,1975
75IN04602,1974625150,74,2,K5150,,76,762,,8,,,,06,1,2,,,6,,760,,, 1,115,141,,76,,,62,,,,341962,5,,114562,,,1975
75IN04603,1974625151,74,2,K5151,,72,993,,8,,,,06,1,2,,,3,,813,,, 1,99,122,,72,,,62,,,,329962,5,,130762,,,1975
75IN04604,1974625154,74,2,K5154,,06,760,,,,,,06,2,2,,,6,,,,, 1,83,120,,76,,,62,,,,358862,5,,211162,,,1975
75IN04605,1974625156,74,1,K5156,,72,833,,,1,,,06,3,,,,3,,973,,,,65,97,,72,,,62,,,,395762,,340,045762,,,1975
75IN04606,1974625159,74,2,K5159,,78,782,,8,2,,,06,2,,,,6,, 09,,,,79,113,2,78,,,62,0925,,,406862,5,,184862,92,,1975
75IN04607,1974625160,74,1,K5160,,78,782,,,3,,,06,2,,,,6,,,,,,82,116,3,78,,,62,0721,,,406862,,374,184862,93,,1975
75IN04608,1974625161,74,2,K5161,,76,762,,,,,,06,1,2,,,6,,761,,, 1,105,144,,76,,,62,,,,341962,5,,072062,,,1975
75IN04609,1974625164,74,2,K5164,,76,760,,,,,,06,1,2,,,6,,762,,, 1,90,127,,76,,,62,,,,358862,5,,932361,,,1975
75IN04610,1974625166,74,1,K5166,,72,973,,,1,,,06,1,,,,3,,843,,,,126,161,,72,,,62,,,,347862,,435,120662,,,1975
75IN04611,1974625168,74,1,K5168,,77,772,,,3,,,06,3,,,,6,,,,,,83,124,3,77,,,62,0721,,,464662,,358,151862,93,,1975
75IN04612,1974625174,74,2,K5174,,78,780,,8,,,,06,3,2,,,6,,781,,, 1,81,115,,78,,,62,,,,329762,5,,180862,,,1975
75IN04613,1974625177,74,2,K5177,,76,761,,,,,,06,2,2,,,6,,760,,, 1,86,114,,76,,,62,,,,369162,5,,227162,,,1975
75IN04614,1974625178,74,2,K5178,,06,761,,,,,,06,2,2,,,6,,,,, 1,100,118,,76,,,62,,,,369162,5,,227162,,,1975
75IN04615,1974625180,74,2,K5180,,72,943,,8,,,,06,1,2,,,3,,833,,, 1,93,120,,72,,,62,,,,420162,5,,171462,,,1975
75IN04616,1974625182,74,1,K5182,,70,700,,,1,,,06,3,,,,2,,700,,,,146,179,,70,,,62,,,,411562,,443,097962,,,1975
75IN04617,1974625184,74,1,K5184,,70,701,,,3,,,06,1,,,,2,,,,,,80,115,3,70,,,62,0721,,,410862,,395,078462,93,,1975
75IN04618,1974625185,74,1,K5185,,72,823,,,3,,,06,1,,,,3,,,,,,107,130,3,72,,,62,0721,,,343962,,370,020162,93,,1975
75IN04619,1974625187,74,1,K5187,,77,770,,,,,,06,3,,,,6,,,,,,,,7,77,,,62,0527,,,496862,,,410262,97,,1975
75IN04620,1974625188,74,1,K5188,,77,771,,,2,,,06,2,,,,6,,117,,,,130,163,2,77,,,62,0925,,,479862,,471,859861,92,,1975
75IN04621,1974625190,74,2,K5190,,76,762,,8,,,,06,1,2,,,6,,761,,, 1,88,135,,76,,,62,,,,341962,5,,207562,,,1975
75IN04622,1974625192,74,1,K5192,,01,013,,,,,,06,1,,,,1,,,,,,99,,6,01,,,62,0609,,,313162,,,103162,10,,1975
75IN04623,1974625194,74,1,K5194,,70,701,,,1,,,06,1,,,,2,,701,,,,127,174,,70,,,62,,,,410862,,424,350462,,,1975
75IN04624,1974625196,74,1,K5196,,70,701,,,1,,,06,1,,,,2,,,,,,112,154,,70,,,62,,,,410862,,426,972361,,,1975
75IN04625,1974625197,74,1,K5197,,76,760,,,,,,06,1,,,,6,,109,,,,103,136,2,76,,,62,0925,,,358862,,431,876061,92,,1975
75IN04626,1974625198,74,2,K5198,,77,772,,8,,,,06,1,2,,,6,,770,,, 1,104,139,,77,,,62,,,,464662,5,,077962,,,1975
75IN04627,1974625199,74,2,K5199,,03,033,,,,,,06,1,,,,1,,,,,,,,7,03,,,62,0527,,,315862,,,014562,97,,1975
75IN04628,1974625200,74,1,K5200,,78,781,,,1,,,06,1,,,,6,,,,,,98,133,,78,,,62,,,,407762,,406,899061,,,1975
75IN04629,1974625201,74,1,K5201,,76,760,,,,,,06,2,,,,6,,,,,,65,,7,76,,,62,0717,,,358862,,349,295062,97,,1975
75IN04630,1974625202,74,2,K5202,,76,760,,8,2,,,06,2,,,,6,, 01,,,,76,106,2,76,,,62,0925,,,358862,5,,295062,92,,1975
75IN04631,1974625205,74,2,K5205,,72,883,,8,,,,06,3,,,,3,,,,,,80,,7,72,,,62,0919,,,412562,5,,996861,97,,1975
75IN04632,1974625207,74,1,K5207,,75,750,,,1,,,06,1,,,,6,,,,,,116,160,,75,,,62,,,,375762,,391,410562,,,1975
75IN04633,1974625208,74,1,K5208,,75,750,,,,,,06,1,,,,6,,,,,,124,160,,75,,,62,,,,375762,,403,374062,,,1975
75IN04634,1974625212,74,2,K5212,,06,760,,,,,,06,2,2,,,6,,,,, 1,76,117,,76,,,62,,,,358862,5,,275762,,,1975
75IN04635,1974625213,74,2,K5213,,75,752,,8,,,,06,1,2,,,6,,750,,, 1,93,119,,75,,,62,,,,403062,5,,367462,,,1975
75IN04636,1974625215,74,1,K5215,,72,953,,,1,,,06,3,,,,3,,983,,,,103,153,,72,,,62,,,,374662,,386,169462,,,1975
75IN04637,1974625216,74,2,K5216,,78,781,,,,,,06,1,2,,,6,,780,,, 1,85,115,,78,,,62,,,,407762,5,,288062,,,1975
75IN04638,1974625217,74,1,K5217,,72,813,,,1,,,06,2,,,,3,,,,,,115,147,,72,,,62,,,,413962,,424,382762,,,1975
75IN04639,1974625218,74,1,K5218,,72,813,,,,,,06,2,,,,3,,,,,,,,7,72,,,62,0527,,,413962,,,382762,97,,1975
75IN04640,1974625219,74,2,K5219,,76,762,,,,,,06,2,2,,,6,,760,,, 1,82,117,,76,,,62,,,,341962,5,,382362,,,1975
75IN04641,1974625220,74,2,K5220,,76,762,,8,,,,06,2,2,,,6,,761,,, 1,85,126,,76,,,62,,,,341962,5,,382362,,,1975
75IN04642,1974625221,74,1,K5221,,75,750,,,3,,,06,1,,,,6,,,,,,96,123,3,75,,,62,0721,,,375762,,359,109762,93,,1975
75IN04643,1974625222,74,1,K5222,,75,752,,,3,,,06,1,,,,6,,,,,,64,96,3,75,,,62,0721,,,403062,,348,113962,93,,1975
75IN04644,1974625224,74,1,K5224,,77,771,,,3,,,06,3,,,,6,,,,,,129,163,3,77,,,62,0721,,,479862,,436,936161,93,,1975
75IN04645,1974625226,74,2,K5226,,72,963,,,,,,06,3,2,,,3,,843,,, 1,80,111,,72,,,62,,,,340362,5,,117662,,,1975
75IN04646,1974625228,74,1,K5228,,72,963,,,,,,06,3,,,,3,,,,,,,,7,72,,,62,0527,,,340362,,,117662,97,,1975
75IN04647,1974625229,74,2,K5229,,75,750,,,,,,06,2,2,,,6,,752,,, 1,99,140,,75,,,62,,,,375762,5,,167262,,,1975
75IN04648,1974625230,74,2,K5230,,75,750,,8,,,,06,2,2,,,6,,751,,, 1,95,138,,75,,,62,,,,375762,5,,167262,,,1975
75IN04649,1974625231,74,2,K5231,,78,782,,,,,,06,3,2,,,6,,780,,, 1,94,129,,78,,,62,,,,406862,5,,269562,,,1975
75IN04650,1974625233,74,1,K5233,,76,761,,,,,,06,1,,,,6,,,,,,120,,6,76,,,62,0601,,,369162,,,372462,10,,1975
75IN04651,1974625234,74,1,K5234,,76,760,,,3,,,06,1,,,,6,,,,,,89,130,3,76,,,62,0721,,,358862,,382,384162,93,,1975
75IN04652,1974625237,74,2,K5237,,75,750,,,,,,06,1,2,,,6,,752,,, 1,90,126,,75,,,62,,,,375762,5,,921061,,,1975
75IN04653,1974625238,74,2,K5238,,70,700,,,,,,06,1,2,,,2,,702,,, 1,106,132,,70,,,62,,,,411562,5,,348062,,,1975
75IN04654,1974625239,74,2,K5239,,76,761,,8,,,,06,1,2,,,6,,762,,, 2,109,126,,76,,,62,,,,369162,3,,157362,,,1975
75IN04655,1974625240,74,1,K5240,,76,761,,,3,,,06,3,,,,6,,,,,,109,141,3,76,,,62,0721,,,369162,,385,993961,93,,1975
75IN04656,1974625245,74,2,K5245,,70,700,,8,,,,06,1,2,,,2,,701,,, 1,76,108,,70,,,62,,,,411562,5,,378862,,,1975
75IN04657,1974625246,74,1,K5246,,02,023,,,2,,,06,1,,,,1,,,,,,95,141,,02,,,62,,,,347262,,407,240762,,,1975
75IN04658,1974625247,74,2,K5247,,76,762,,,,,,06,3,2,,,6,,760,,, 1,98,136,,76,,,62,,,,341962,5,,934061,,,1975
75IN04659,1974625249,74,1,K5249,,78,782,,,2,,,06,1,,,,6,,132,,,,119,159,2,78,,,62,0925,,,406862,,406,960161,92,,1975
75IN04660,1974625250,74,2,K5250,,75,751,,8,,,,06,1,2,,,6,,750,,, 1,108,141,,75,,,62,,,,382562,5,,087662,,,1975
75IN04661,1974625252,74,2,K5252,,77,772,,,,,,06,2,,,,6,,,,,,92,,7,77,,,62,0919,,,464662,5,,875561,97,,1975
75IN04662,1974625253,74,1,K5253,,77,772,,,3,,,06,2,,,,6,,,,,,90,116,3,77,,,62,0721,,,464662,,399,875561,93,,1975
75IN04663,1974625254,74,1,K5254,,72,853,,,,,,06,1,,,,3,,,,,,,,7,72,,,62,0527,,,387462,,,280162,97,,1975
75IN04664,1974625255,74,2,K5255,,01,013,,,,,,06,1,,,,1,,,,,,57,,7,01,,,62,0919,,,313162,5,,318362,97,,1975
75IN04665,1974625260,74,1,K5260,,75,751,,,3,,,06,1,,,,6,,,,,,72,104,3,75,,,62,0721,,,382562,,349,412162,93,,1975
75IN04666,1974625261,74,1,K5261,,77,772,,,2,,,06,1,,,,6,,100,,,,146,185,2,77,,,62,0925,,,464662,,439,241962,92,,1975
75IN04667,1974625263,74,2,K5263,,75,750,,8,,,,06,3,2,,,6,,751,,, 1,96,140,,75,,,62,,,,375762,5,,269462,,,1975
75IN04668,1974625267,74,2,K5267,,70,700,,,,,,06,3,2,,,2,,702,,, 1,103,136,,70,,,62,,,,411562,5,,133862,,,1975
75IN04669,1974625269,74,2,K5269,,01,013,,8,2,,,06,1,,,,1,, 09,,,,92,123,2,01,,,62,0925,,,313162,5,,037362,92,,1975
75IN04670,1974625270,74,2,K5270,,72,813,,,,,,06,2,,,,3,,,,,,,,6,72,,,62,0103,,,413962,,,036562,16,,1975
75IN04671,1974625271,74,2,K5271,,72,813,,8,,,,06,2,2,,,3,,853,,, 1,86,129,,72,,,62,,,,413962,5,,036562,,,1975
75IN04672,1974625273,74,1,K5273,,78,781,,,,,,06,2,,,,6,,,,,,108,157,,78,,,62,,,,407762,,414,084162,,,1975
75IN04673,1974625274,74,1,K5274,,78,781,,,1,,,06,2,,,,6,,,,,,119,159,,78,,,62,,,,407762,,427,084162,,,1975
75IN04674,1974625275,74,2,K5275,,76,762,,8,,,,06,2,2,,,6,,761,,, 1,94,124,,76,,,62,,,,341962,5,,326762,,,1975
75IN04675,1974625276,74,1,K5276,,76,762,,,3,,,06,2,,,,6,,,,,,70,108,3,76,,,62,0721,,,341962,,361,326762,93,,1975
75IN04676,1974625277,74,2,K5277,,76,761,,,,,,06,3,2,,,6,,762,,, 1,91,124,,76,,,62,,,,369162,5,,931061,,,1975
75IN04677,1974625278,74,1,K5278,,76,761,,,2,,,06,3,,,,6,,135,,,,123,148,2,76,,,62,0925,,,369162,,388,931061,92,,1975
75IN04678,1974625280,74,2,K5280,,75,751,,,,,,06,1,2,,,6,,752,,, 1,99,129,,75,,,62,,,,382562,3,,265762,,,1975
75IN04679,1974625286,74,2,K5286,,78,782,,8,,,,06,1,2,,,6,,781,,, 1,129,144,,78,,,62,,,,406862,5,,171262,,,1975
75IN04680,1974625292,74,2,K5292,,03,033,,,,,,06,1,,,,1,,,,,,78,,7,03,,,62,0919,,,315862,5,,019362,97,,1975
75IN04681,1974625295,74,2,K5295,,78,782,,,,,,06,3,2,,,6,,781,,, 1,81,119,,78,,,62,,,,406862,5,,235762,,,1975
75IN04682,1974625300,74,1,K5300,,72,993,,,1,,,06,2,,,,3,,803,,,,87,112,,72,,,62,,,,329962,,401,134262,,,1975
75IN04683,1974625301,74,1,K5301,,72,993,,,,,,06,2,,,,3,,,,,,,,7,72,,,62,0527,,,329962,,,134262,97,,1975
75IN04684,1974625302,74,1,K5302,,72,873,,,1,,,06,1,,,,3,,923,,,,88,132,,72,,,62,,,,317762,,387,067962,,,1975
75IN04685,1974625303,74,1,K5303,,70,701,,,2,,,06,2,,,,2,,132,,,,106,160,2,70,,,62,0925,,,410862,,398,409362,92,,1975
75IN04686,1974625304,74,1,K5304,,70,701,,,2,,,06,2,,,,2,,120,,,,100,144,2,70,,,62,0925,,,410862,,408,409362,92,,1975
75IN04687,1974625305,74,1,K5305,,76,762,,,3,,,06,1,,,,6,,,,,,77,118,3,76,,,62,0721,,,341962,,376,882461,93,,1975
75IN04688,1974625307,74,1,K5307,,78,781,,,3,,,06,1,,,,6,,,,,,77,120,3,78,,,62,0721,,,407762,,372,400962,93,,1975
75IN04689,1974625308,74,1,K5308,,03,033,,,1,,,06,1,,,,1,,033,,,,107,136,,03,,,62,,,,315862,,415,347462,,,1975
75IN04690,1974625309,74,2,K5309,,72,983,,8,,,,06,1,2,,,3,,863,,, 1,88,133,,72,,,62,,,,362362,5,,154762,,,1975
75IN04691,1974625310,74,1,K5310,,75,750,,,2,,,06,1,,,,6,,,,,,118,142,3,75,,,62,0929,,,375762,,403,394762,93,,1975
75IN04692,1974625312,74,2,K5312,,06,761,,,,,,06,1,2,,,6,,,,, 1,79,104,,76,,,62,,,,369162,5,,342562,,,1975
75IN04693,1974625313,74,2,K5313,,76,762,,,,,,06,1,2,,,6,,760,,, 1,96,126,,76,,,62,,,,341962,5,,297062,,,1975
75IN04694,1974625314,74,2,K5314,,76,760,,,,,,06,1,2,,,6,,761,,, 1,97,140,,76,,,62,,,,358862,5,,412062,,,1975
75IN04695,1974625315,74,1,K5315,,78,782,,,1,,,06,3,,,,6,,,,,,88,114,,78,,,62,,,,406862,,406,026662,,,1975
75IN04696,1974625316,74,1,K5316,,78,782,,,1,,,06,3,,,,6,,782,,,,102,129,,78,,,62,,,,406862,,414,026662,,,1975
75IN04697,1974625318,74,2,K5318,,75,750,,,,,,06,3,2,,,6,,752,,, 1,85,112,,75,,,62,,,,375762,5,,955861,,,1975
75IN04698,1974625320,74,1,K5320,,72,813,,,1,,,06,1,,,,3,,963,,,,94,141,,72,,,62,,,,413962,,386,020762,,,1975
75IN04699,1974625321,74,2,K5321,,72,913,,8,,,,06,1,2,,,3,,873,,, 1,76,123,,72,,,62,,,,384462,5,,095862,,,1975
75IN04700,1974625326,74,2,K5326,,77,772,,8,,,,06,3,2,,,6,,770,,, 1,67,108,,77,,,62,,,,464662,5,,917261,,,1975
75IN04701,1974625327,74,1,K5327,,75,751,,,1,,,06,2,,,,6,,751,,,,126,164,,75,,,62,,,,382562,,426,932961,,,1975
75IN04702,1974625328,74,2,K5328,,75,751,,8,,,,06,2,2,,,6,,750,,, 1,108,140,,75,,,62,,,,382562,5,,932961,,,1975
75IN04703,1974625329,74,1,K5329,,75,752,,,1,,,06,2,,,,6,,,,,,105,135,,75,,,62,,,,403062,,401,224562,,,1975
75IN04704,1974625330,74,2,K5330,,75,752,,,,,,06,2,2,,,6,,751,,, 1,79,112,,75,,,62,,,,403062,5,,224562,,,1975
75IN04705,1974625332,74,2,K5332,,76,760,,8,,,,06,3,2,,,6,,762,,, 1,66,112,,76,,,62,,,,358862,5,,929761,,,1975
75IN04706,1974625335,74,2,K5335,,78,780,,,,,,06,3,2,,,6,,782,,, 1,75,124,,78,,,62,,,,329762,5,,128562,,,1975
75IN04707,1974625337,74,1,K5337,,72,803,,,,,,06,1,,,,3,,,,,,58,,6,72,,,62,0603,,,380362,,,024162,10,,1975
75IN04708,1974625338,74,2,K5338,,70,700,,8,,,,06,3,2,,,2,,702,,, 1,110,137,,70,,,62,,,,411562,5,,026862,,,1975
75IN04709,1974625339,74,2,K5339,,06,750,,,,,,06,1,2,,,6,,,,, 1,134,138,,75,,,62,,,,375762,,,931161,,,1975
75IN04710,1974625341,74,2,K5341,,78,780,,8,,,,06,1,2,,,6,,782,,, 1,67,110,,78,,,62,,,,329762,5,,398562,,,1975
75IN04711,1974625342,74,1,K5342,,76,762,,,,,,06,1,,,,6,,,,,,,,7,76,,,62,0527,,,341962,,,369062,97,,1975
75IN04712,1974625345,74,2,K5345,,02,023,,,,,,06,3,2,,,1,,023,,, 1,79,112,,02,,,62,,,,347262,5,,014262,,,1975
