UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BCS_FALL,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,BCS_NOV,WTWIN,WDAYW,BCS_WIN
22BR00001,A0009,4.0,,LambedInJuly,21,1,0,212,5.0,2,212,1012,W,1,,30,212,1116,5.0,228,1220,4.0
22BR00002,A0049,4.0,,.,24,1,0,183,4.5,1,179,1011,W,1,,30,188,1116,4.5,187,1220,4.0
22BR00003,A0059,4.0,,.,18,1,7,185,4.5,D,171,1011,W,1,,30,190,1116,4.5,194,1220,3.5
22BR00004,A0103,4.0,,ScoursTx,19,1,,205,4.5,2,204,1012,W,1,,30,207,1116,5.0,206,1220,4.0
22BR00005,A0106,4.0,,.,25,1,0,167,4.0,1,157,1011,W,1,,30,179,1116,4.0,172,1220,3.5
22BR00006,A0110,4.0,,CHUNKYMILKRS,20,1,0,197,4.0,2,175,1012,W,1,,30,178,1116,4.0,188,1220,3.5
22BR00007,A0164,4.0,,.,22,1,,186,3.5,1,182,1012,W,1,,30,197,1116,4.5,196,1220,4.0
22BR00008,A0175,4.0,,WARTS,23,1,0,179,4.0,2,168,1012,W,1,,30,184,1116,5.0,184,1220,4.0
22BR00009,A0184,4.0,,.,24,1,0,173,4.5,1,152,1011,W,1,,30,177,1116,4.5,183,1220,3.5
22BR00010,A0188,4.0,,.,18,1,7,176,4.0,1,174,1012,W,1,,30,178,1116,5.0,188,1220,3.5
22BR00011,A0196,4.0,,.,19,1,0,212,4.5,1,215,1012,W,1,,30,218,1116,4.5,211,1220,3.0
22BR00012,A0203,4.0,,To Logan,UT,5,0,202,3.5,2,193,1011,W,3,93,30,,,,,,
22BR00013,A0232,4.0,,To Logan,UT,5,0,185,4.0,1,175,1011,W,3,93,30,,,,,,
22BR00014,A0244,4.0,,.,25,1,0,213,5.0,2,204,1011,W,1,,30,230,1116,4.5,229,1220,4.0
22BR00015,A0309,4.0,,.,20,1,,223,4.0,2,210,1012,W,1,,30,222,1116,4.5,231,1220,3.5
22BR00016,A0311,4.0,,.,23,1,7,229,5.0,1,221,1012,W,1,,30,228,1116,5.0,235,1220,4.0
22BR00017,A0327,4.0,,OKFORONE,23,1,,212,4.0,2,205,1011,W,1,,30,212,1116,4.5,220,1220,4.0
22BR00018,A0350,3.0,,.,25,1,0,212,3.5,2,194,1011,W,1,,30,210,1116,4.5,205,1220,3.5
22BR00019,A0354,3.0,,.,22,1,0,213,4.5,1,198,1012,W,1,,30,213,1116,4.0,219,1220,4.0
22BR00020,A0356,3.0,,.,23,1,7,194,3.5,1,178,1011,W,1,,30,189,1116,4.0,191,1220,3.0
22BR00021,A0363,3.0,,.,19,1,,161,3.5,2,146,1011,W,1,,30,152,1116,4.0,163,1220,3.0
22BR00022,A0370,3.0,,.,25,1,0,186,3.5,1,173,1012,W,1,,30,178,1116,4.0,179,1220,3.0
22BR00023,A0389,3.0,,.,24,1,,190,4.0,1,180,1012,W,1,,30,182,1116,4.5,187,1220,3.0
22BR00024,A0404,3.0,,SM.BAG,20,1,0,185,3.5,2,174,1012,W,1,,30,176,1116,4.5,180,1220,3.5
22BR00025,A0407,3.0,,NICE LAMB,21,1,0,228,4.0,2,221,1011,W,1,,30,220,1116,5.0,217,1220,4.0
22BR00026,A0432,3.0,,.,22,1,0,185,4.0,1,178,1011,W,1,,30,183,1116,4.0,188,1220,3.5
22BR00027,A0435,3.0,,SM.BAG,20,1,0,173,4.0,1,158,1012,W,1,,30,164,1116,3.5,173,1220,3.5
22BR00028,A0444,3.0,,.,24,1,0,176,3.0,2,156,1011,W,1,,30,178,1116,4.0,173,1220,3.0
22BR00029,A0456,3.0,,.,19,1,7,201,4.5,1,194,1012,W,1,,30,205,1116,4.0,198,1220,3.5
22BR00030,A0460,3.0,,.,21,1,,189,4.0,1,187,1011,W,1,,30,184,1116,3.5,193,1220,3.5
22BR00031,A0479,3.0,,.,23,1,0,151,3.0,2,155,1012,W,1,,30,165,1116,4.0,166,1220,3.0
22BR00032,A0498,3.0,,.,22,1,,200,4.0,1,202,1012,W,1,,30,202,1116,5.0,201,1220,4.5
22BR00033,A0499,3.0,,.,19,1,0,195,3.5,1,188,1012,W,1,,30,193,1116,4.0,198,1220,3.0
22BR00034,A0506,3.0,,.,18,1,0,195,3.5,1,172,1011,W,1,,30,194,1116,4.5,189,1220,3.5
22BR00035,A0533,3.0,,TRYONE,20,1,0,204,4.5,2,190,1011,W,1,,30,204,1116,4.5,123,1220,4.0
22BR00036,A0535,3.0,,.,18,1,,183,3.0,1,189,1012,W,1,,30,191,1116,4.0,191,1220,3.5
22BR00037,A0545,3.0,,.,23,1,,194,4.0,1,176,1012,W,1,,30,183,1116,4.5,190,1220,3.0
22BR00038,A0569,3.0,,.,22,1,,201,3.0,D,190,1012,W,1,,30,205,1116,5.0,211,1220,4.0
22BR00039,A0587,3.0,,SMBAG,20,1,7,176,4.0,2,176,1012,W,1,,30,176,1116,4.5,175,1220,3.5
22BR00040,A0590,3.0,,.,18,1,,196,5.0,H,186,1011,W,1,,30,184,1116,4.0,187,1220,3.0
22BR00041,A0607,3.0,,.,25,1,0,197,4.5,1,194,1011,W,1,,30,206,1116,4.5,205,1220,3.5
22BR00042,A0609,3.0,,SMBAG,18,1,7,196,4.5,1,183,1012,W,1,,30,180,1116,4.0,188,1220,3.0
22BR00043,A0622,3.0,,.,21,1,0,191,3.5,1,172,1011,W,1,,30,177,1116,3.5,187,1220,3.5
22BR00044,A0632,3.0,,.,24,1,,176,4.0,1,166,1011,W,1,,30,179,1116,4.5,184,1220,3.5
22BR00045,A0641,3.0,,SMBAG,24,1,0,179,5.0,D,169,1011,W,1,,30,183,1116,5.0,171,1220,3.5
22BR00046,A0648,3.0,,.,25,1,7,193,4.0,1,193,1012,W,1,,30,213,1116,4.0,202,1220,3.5
22BR00047,A0654,3.0,,.,21,1,7,191,4.5,1,190,1012,W,1,,30,194,1116,4.0,190,1220,3.0
22BR00048,A0668,3.0,,To Logan,UT,5,7,194,4.5,1,178,1011,W,3,93,30,,,,,,
22BR00049,A0673,3.0,,SMBAG,24,1,,174,4.0,2,164,1011,W,1,,30,175,1116,3.0,168,1220,3.5
22BR00050,A0687,3.0,,.,19,1,,191,4.0,1,175,1011,W,1,,30,188,1116,4.5,198,1220,4.0
22BR00051,A0720,2.0,,.,21,1,,178,4.5,1,189,1012,W,1,,30,179,1116,4.0,189,1220,3.0
22BR00052,A0733,2.0,,SMBAG,18,1,0,177,3.5,2,157,1012,W,1,,30,178,1116,3.5,175,1220,3.0
22BR00053,A0761,2.0,,SMBAG,23,1,0,175,4.5,1,169,1011,W,1,,30,188,1116,4.5,190,1220,4.0
22BR00054,A0766,2.0,,.,20,1,0,195,4.0,2,197,1012,W,1,,30,195,1116,4.5,206,1220,3.5
22BR00055,A0809,2.0,,PINK.EARS,19,1,,172,3.5,1,162,1012,W,1,,30,178,1116,4.0,,,
22BR00056,A0812,2.0,,1ST,22,1,0,158,3.5,1,163,1012,W,1,,30,166,1116,4.5,176,1220,3.5
22BR00057,A0816,2.0,,SMBAG,24,1,0,188,5.0,2,182,1011,W,1,,30,188,1116,4.0,193,1220,4.0
22BR00058,A0844,2.0,,.,18,1,7,193,3.5,1,199,1012,W,1,,30,200,1116,4.0,197,1220,3.5
22BR00059,A0850,2.0,,SMBAG,25,1,7,187,5.0,1,176,1011,W,1,,30,190,1116,4.5,188,1220,4.5
22BR00060,A0857,2.0,,.,23,1,7,167,3.5,2,162,1011,W,1,,30,165,1116,4.5,171,1220,3.0
22BR00061,A0860,2.0,,SMBAG,19,1,0,160,3.5,1,145,1011,W,1,,30,160,1116,3.5,176,1220,3.0
22BR00062,A0861,2.0,,To Logan,UT,5,0,186,4.5,1,175,1011,W,3,93,30,,,,,,
22BR00063,A0866,2.0,,.,25,1,0,174,4.0,1,174,1012,W,1,,30,189,1116,3.5,188,1220,3.5
22BR00064,A0871,2.0,,SMBAG,20,1,0,158,3.0,1,153,1012,W,1,,30,155,1116,3.5,156,1220,4.0
22BR00065,A0899,2.0,,.,20,1,0,177,4.0,1,167,1012,W,1,,30,174,1116,4.5,176,1220,3.0
22BR00066,A0905,2.0,,HERNIA,19,1,0,166,3.5,1,163,1011,W,1,,30,167,1116,4.0,171,1220,4.0
22BR00067,A0907,2.0,,.,22,1,0,169,3.5,1,155,1012,W,1,,30,166,1116,3.5,186,1220,4.0
22BR00068,A0950,2.0,,To Logan,UT,5,0,183,5.0,1,175,1011,W,3,93,30,,,,,,
22BR00069,A0970,2.0,,SMBAG,23,1,,169,4.0,1,163,1011,W,1,,30,175,1116,4.5,178,1220,3.5
22BR00070,A0979,2.0,,To Logan,UT,5,0,191,5.0,1,189,1012,W,3,93,30,,,,,,
22BR00071,A0996,2.0,,SMBAG,21,1,,177,4.0,2,166,1012,W,1,,30,160,1116,4.0,176,1220,3.5
22BR00072,A0997,2.0,,.,24,1,,197,4.5,1,194,1012,W,1,,30,197,1116,4.5,199,1220,3.5
22BR00073,A0998,2.0,,.,25,1,0,163,3.5,1,153,1011,W,1,,30,179,1116,4.0,174,1220,3.5
22BR00074,A1002,2.0,,.,24,1,0,204,4.0,1,199,1012,W,1,,30,204,1116,4.0,199,1220,3.0
22BR00075,A1005,2.0,,SMBAG,22,1,0,222,4.0,1,208,1012,W,1,,30,213,1116,4.5,213,1220,4.0
22BR00076,A1008,2.0,,.,18,1,7,175,4.0,1,173,1012,W,1,,30,177,1116,4.0,190,1220,4.0
22BR00077,A1044,2.0,,To Logan,UT,5,0,216,4.0,2,206,1012,W,3,93,30,,,,,,
22BR00078,A1050,2.0,,SMBAG,21,1,,172,4.5,1,177,1012,W,1,,30,179,1116,4.0,185,1220,4.0
22BR00079,A1054,1.0,,Open face,18,1,0,144,3.5,1,143,1011,W,1,,30,150,1116,4.0,146,1220,3.5
22BR00080,A1057,1.0,,HAIRY,20,1,0,150,3.0,2,144,1011,W,1,,30,155,1116,4.0,161,1220,3.0
22BR00081,A1080,1.0,,.,20,1,,131,3.5,1,131,1012,W,1,,30,128,1116,3.5,134,1220,3.0
22BR00082,A1101,1.0,,2ND,18,1,0,151,3.5,2,142,1012,W,1,,30,156,1116,4.0,145,1220,3.0
22BR00083,A1119,1.0,,.,24,1,,140,3.0,1,146,1012,W,1,,30,139,1116,2.5,140,1220,3.0
22BR00084,A1127,1.0,,.,19,1,0,152,4.0,2,154,1012,W,1,,30,174,1116,4.0,160,1220,3.5
22BR00085,A1130,1.0,,.,23,1,7,150,4.0,1,155,1012,W,1,,30,151,1116,3.0,152,1220,3.5
22BR00086,A1137,1.0,,PINK,21,1,0,157,3.5,2,135,1012,W,1,,30,144,1116,3.5,155,1220,3.0
22BR00087,A1139,1.0,,.,25,1,7,172,4.0,1,155,1011,W,1,,30,175,1116,4.0,161,1220,3.5
22BR00088,A1144,1.0,,2ND.HAIRY,19,1,,129,3.0,1,123,1011,W,1,,30,133,1116,3.5,140,1220,3.0
22BR00089,A1150,1.0,,PINK,24,1,0,141,3.0,1,141,1011,W,1,,30,145,1116,4.0,146,1220,3.0
22BR00090,A1157,1.0,,PE,22,1,0,132,3.5,1,139,1012,W,1,,30,136,1116,3.5,138,1220,3.0
22BR00091,A1161,1.0,,HAIRY,18,1,,146,4.0,2,143,1011,W,1,,30,150,1116,3.5,156,1220,3.0
22BR00092,A1162,1.0,,.,21,1,,160,3.5,H,154,1012,W,1,,30,135,1116,2.5,146,1220,3.0
22BR00093,A1169,1.0,,HAIRY,19,1,0,154,3.0,2,150,1012,W,1,,30,150,1116,4.0,152,1220,3.5
22BR00094,A1179,1.0,,.,23,1,0,174,3.5,2,176,1011,W,1,,30,186,1116,4.0,182,1220,3.5
22BR00095,A1192,1.0,,.,25,1,,147,4.0,2,144,1012,W,1,,30,164,1116,3.5,163,1220,3.5
22BR00096,A1193,1.0,,.,18,1,0,139,3.5,1,131,1011,W,1,,30,143,1116,4.0,191,1220,4.0
22BR00097,A1202,1.0,,.,25,1,7,152,3.5,1,141,1011,W,1,,30,156,1116,4.0,153,1220,3.0
