UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BCS_FALL,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,BCS_NOV,WTWIN,WDAYW,BCS_WIN
22BR00098,A1208,1.0,,1ST,24,1,0,186,4.0,2,175,1011,W,1,,30,179,1116,4.0,184,1220,4.0
22BR00099,A1226,1.0,,.,19,1,7,175,3.5,1,167,1012,W,1,,30,172,1116,4.5,175,1220,3.5
22BR00100,A1230,1.0,,To Logan,UT,5,,136,3.0,1,134,1011,W,3,93,30,,,,,,
22BR00101,A1241,1.0,,.,19,1,0,178,4.0,2,169,1011,W,1,,30,171,1116,4.0,165,1220,3.0
22BR00102,A1243,1.0,,.,23,1,0,141,3.5,2,128,1011,W,1,,30,141,1116,3.5,146,1220,3.0
22BR00103,A1252,1.0,,PINK,22,1,,140,3.5,1,122,1012,W,1,,30,135,1116,4.0,138,1220,3.0
22BR00104,A1257,1.0,,To Logan,UT,5,0,166,3.5,1,155,1011,W,3,93,30,,,,,,
22BR00105,A1259,1.0,,.,20,1,0,151,3.5,1,147,1012,W,1,,30,146,1116,3.5,153,1220,3.5
22BR00106,A1270,1.0,,.,22,1,0,141,3.0,1,145,1012,W,1,,30,149,1116,4.0,143,1220,3.0
22BR00107,A1273,1.0,,.,UT,5,0,134,3.5,2,129,1012,W,1,,30,147,1129,3.0,132,1220,2.5
22BR00108,A1283,1.0,,HAIRY,24,1,0,136,3.0,2,132,1012,W,1,,30,140,1116,3.5,147,1220,3.0
22BR00109,A1297,1.0,,.,25,1,0,150,3.0,1,140,1011,W,1,,30,155,1116,3.0,144,1220,3.0
22BR00110,A1302,1.0,,.,24,1,0,177,4.0,1,164,1012,W,1,,30,173,1116,3.5,175,1220,3.0
22BR00111,A1306,1.0,,.,22,1,7,152,3.5,1,141,1011,W,1,,30,154,1116,4.5,157,1220,3.5
22BR00112,A1312,1.0,,.,19,1,0,147,4.0,1,130,1011,W,1,,30,151,1116,4.0,145,1220,3.0
22BR00113,A1314,1.0,,.,22,1,0,151,3.5,1,158,1011,W,1,,30,156,1116,4.5,158,1220,3.5
22BR00114,A1320,1.0,,HAIRY,23,1,,135,3.0,2,132,1012,W,1,,30,142,1116,3.5,142,1220,3.0
22BR00115,A1322,1.0,,HAIRY,20,1,0,136,3.5,1,140,1011,W,1,,30,147,1116,4.0,147,1220,4.0
22BR00116,A1325,1.0,,To Logan,UT,5,0,171,4.0,1,164,1012,W,3,93,30,,,,,,
22BR00117,A1335,1.0,,.,20,1,7,171,3.5,2,162,1012,W,1,,30,166,1116,4.0,166,1220,3.5
22BR00118,A1353,1.0,,.,18,1,0,144,3.5,1,129,1012,W,1,,30,150,1116,4.0,142,1220,3.0
22BR00119,A1355,1.0,,.,UT,5,0,157,3.5,2,147,1012,W,1,,30,172,1129,3.5,156,1220,3.0
22BR00120,A1360,1.0,,.,20,1,7,155,4.0,H,152,1012,W,1,,30,157,1116,4.0,160,1220,3.5
22BR00121,A1361,1.0,,.,UT,5,7,141,2.5,2,141,1012,W,1,,30,171,1129,3.5,158,1220,3.5
22BR00122,A1367,1.0,,.,25,1,0,138,3.5,2,146,1012,W,1,,30,155,1116,3.5,157,1220,3.0
22BR00123,A1382,1.0,,.,21,1,7,177,4.0,2,169,1012,W,1,,30,167,1116,4.5,177,1220,3.5
22BR00124,A1383,1.0,,.,18,1,7,152,4.0,2,152,1012,W,1,,30,144,1116,3.0,143,1220,3.0
22BR00125,A1390,1.0,,.,25,1,0,166,4.0,1,154,1012,W,1,,30,180,1116,4.0,169,1220,3.5
22BR00126,A1401,1.0,,Resp.,22,1,0,167,3.5,1,,,0,6,03,30,,,,,,
22BR00127,A1408,1.0,,.,21,1,0,151,3.5,2,144,1012,W,1,,30,141,1116,3.0,151,1220,3.0
22BR00128,A1419,1.0,,.,21,1,7,149,3.5,1,146,1012,W,1,,30,153,1116,4.0,154,1220,3.5
22BR00129,A1434,1.0,,2ND,21,1,,134,3.0,2,135,1011,W,1,,30,134,1116,3.0,146,1220,3.5
22BR00130,A1440,1.0,,.,23,1,0,139,3.0,2,139,1011,W,1,,30,145,1116,4.0,141,1220,3.0
22BR00131,A1450,1.0,,.,23,1,7,156,3.0,1,158,1012,W,1,,30,157,1116,3.0,149,1220,3.0
22BR00132,A1456,1.0,,.,24,1,0,125,3.0,1,129,1011,W,1,,30,129,1116,3.5,133,1220,2.5
22BR00133,H9306,6.0,,.,18,1,0,239,5.0,1,226,1012,W,1,,30,215,1116,4.0,223,1220,3.5
22BR00134,H9310,6.0,,.,20,1,7,220,4.0,2,195,1012,W,1,,30,198,1116,3.0,200,1220,3.5
22BR00135,H9317,6.0,,To Logan,UT,5,,195,3.5,1,195,1011,W,3,93,30,,,,,,
22BR00136,H9322,6.0,,TRIPPROJECT,19,1,0,212,4.5,1,193,1012,W,1,,30,209,1116,4.0,204,1220,3.5
22BR00137,H9359,6.0,,WARTS,25,1,,172,4.0,1,175,1012,W,1,,30,188,1116,4.0,178,1220,3.0
22BR00138,H9393,6.0,,.,21,1,0,172,3.5,2,177,1012,W,1,,30,161,1116,3.5,172,1220,3.0
22BR00139,H9403,6.0,,.,22,1,0,178,3.5,1,173,1011,W,1,,30,193,1116,4.0,194,1220,3.0
22BR00140,H9448,6.0,,TIGHTBAG,25,1,0,210,4.0,1,198,1012,W,1,,30,216,1116,4.0,205,1220,4.0
22BR00141,H9501,6.0,,.,24,1,0,171,3.0,1,163,1011,W,1,,30,172,1116,4.0,182,1220,3.0
22BR00142,H9537,6.0,,.,23,1,0,169,3.0,1,155,1011,W,1,,30,171,1116,3.5,180,1220,3.5
22BR00143,H9551,6.0,,WARTS,24,1,,184,3.5,1,163,1011,W,1,,30,175,1116,3.0,184,1220,3.0
22BR00144,H9614,5.0,,.,22,1,0,202,5.0,2,194,1012,W,1,,30,197,1116,4.5,198,1220,3.5
22BR00145,H9648,5.0,,SMBAG,20,1,0,206,4.0,2,187,1011,W,1,,30,188,1116,4.0,189,1220,3.5
22BR00146,H9692,5.0,,.,25,1,0,172,4.0,1,174,1012,W,1,,30,202,1116,3.5,186,1220,3.0
22BR00147,H9754,5.0,,.,23,1,0,213,4.0,D,200,1012,W,1,,30,216,1116,5.0,215,1220,4.5
22BR00148,H9793,5.0,,WARTS,21,1,,197,4.0,1,186,1012,W,1,,30,198,1116,4.0,191,1220,3.0
22BR00149,H9899,5.0,,.,18,1,7,215,5.0,2,202,1012,W,1,,30,213,1116,5.0,206,1220,4.0
22BR00150,H9974,4.0,,SMBAG,19,1,7,244,5.0,1,232,1012,W,1,,30,235,1116,5.0,231,1220,4.0
22BR00151,H9980,4.0,,.,22,1,,206,4.5,2,198,1012,W,1,,30,204,1116,4.5,217,1220,4.0
22BR00152,H9982,4.0,,.,21,1,0,160,3.5,1,162,1012,W,1,,30,162,1116,4.0,174,1220,3.5
22BR00153,K5131,5.0,,.,3,1,,231,4.0,1,230,1012,W,1,,06,263,1129,3.5,238,1220,4.0
22BR00154,K5132,5.0,,.,4,1,,226,4.5,1,211,1012,W,1,,06,255,1129,4.5,226,1220,3.5
22BR00155,K5150,5.0,,.,3,1,,206,4.0,1,201,1011,W,1,,06,246,1129,4.5,232,1220,3.5
22BR00156,K5173,5.0,,CANTFINDLAMB,4,1,,217,4.0,1,208,1012,W,1,,06,244,1129,4.5,223,1220,3.5
22BR00157,K5187,4.0,,.,3,1,,210,4.0,H,200,1012,W,1,,06,230,1129,4.0,222,1220,4.0
22BR00158,K5201,4.0,,.,4,1,,217,3.5,1,206,1012,W,1,,06,241,1129,3.5,229,1220,3.5
22BR00159,K5202,4.0,,.,3,1,,196,4.0,2,204,1012,W,1,,06,232,1129,4.0,216,1220,3.5
22BR00160,K5211,4.0,,TRYONE,4,1,,213,3.5,1,207,1011,W,1,,06,234,1129,3.5,218,1220,3.5
22BR00161,K5230,4.0,,OKFORONE,5,1,,219,4.0,2,210,1012,W,1,,06,215,1116,4.0,224,1220,3.5
22BR00162,K5246,5.0,,Hairy,4,1,,204,4.0,H,186,1011,W,1,,06,228,1129,3.5,211,1220,5.0
22BR00163,K5270,3.0,,.,4,1,,201,4.0,1,180,1011,W,1,,06,224,1129,4.0,211,1220,3.0
22BR00164,K5275,3.0,,.,4,1,,222,3.5,1,210,1012,W,1,,06,249,1129,4.5,223,1220,3.5
22BR00165,K5279,3.0,,.,5,1,,220,4.0,1,211,1011,W,1,,06,226,1116,4.5,226,1220,3.5
22BR00166,K5298,3.0,,.,3,1,,173,4.0,1,174,1012,W,1,,06,196,1129,3.5,178,1220,3.5
22BR00167,K5301,3.0,,.,4,1,,213,4.0,1,191,1012,W,1,,06,223,1129,3.5,220,1220,4.0
22BR00168,K5309,3.0,,.,3,1,,201,4.0,2,195,1011,W,1,,06,222,1129,4.0,207,1220,4.0
22BR00169,K5343,2.0,,SMBAG,4,1,,191,4.0,1,182,1012,W,1,,06,211,1129,3.5,198,1220,3.0
22BR00170,K5346,2.0,,.,3,1,,176,4.0,1,164,1012,W,1,,06,199,1129,3.5,189,1220,3.5
22BR00171,K5348,2.0,,.,5,1,,182,3.0,1,179,1011,W,1,,06,194,1116,3.5,197,1220,3.5
22BR00172,K5354,2.0,,.,3,1,,201,4.0,1,199,1012,W,1,,06,226,1129,3.5,211,1220,4.0
22BR00173,K5357,2.0,,2ND.BACKWARDS,4,1,,134,4.0,1,206,1012,W,1,,06,241,1129,3.5,222,1220,3.5
22BR00174,K5369,2.0,,.,4,1,,173,3.5,1,178,1012,W,1,,06,204,1129,4.0,196,1220,4.0
22BR00175,K5382,2.0,,SMBAG,4,1,,171,3.0,1,168,1012,W,1,,06,191,1129,3.0,179,1220,3.5
22BR00176,K5384,2.0,,.,5,1,,168,3.0,1,166,1012,W,1,,06,180,1116,3.0,135,1220,2.5
22BR00177,K5386,2.0,,.,4,1,,186,3.0,1,178,1012,W,1,,06,208,1129,4.0,190,1220,3.5
22BR00178,K5388,2.0,,MissedSpwt21,3,1,,175,4.5,1,176,1011,W,1,,06,199,1129,3.5,184,1220,3.5
22BR00179,K5392,2.0,,.,4,1,,176,3.5,2,166,1012,W,1,,06,199,1129,4.0,189,1220,3.5
22BR00180,K5405,2.0,,.,4,1,,158,4.0,1,160,1011,W,1,,06,177,1129,4.0,176,1220,3.0
22BR00181,K5410,1.0,,PE,3,1,,166,4.0,2,169,1012,W,1,,06,191,1129,3.5,171,1220,3.0
22BR00182,K5414,1.0,,PE,5,1,,202,4.0,D,195,1012,W,1,,06,211,1116,4.0,206,1220,4.0
22BR00183,K5416,1.0,,2ND,3,1,,158,3.0,2,158,1012,W,1,,06,178,1129,3.5,167,1220,3.5
22BR00184,K5420,1.0,,.,5,1,,169,4.0,D,160,1011,W,1,,06,177,1116,3.5,177,1220,3.5
22BR00185,K5425,1.0,,.,5,1,,177,5.0,D,162,1012,W,1,,06,178,1116,4.0,180,1220,3.5
22BR00186,K5430,1.0,,.,3,1,,218,4.5,D,207,1012,W,1,,06,237,1129,4.0,224,1220,3.5
22BR00187,K5431,1.0,,HAIRY,3,1,,188,3.5,D,184,1012,W,1,,06,213,1129,4.0,217,1220,3.5
22BR00188,K5433,1.0,,1ST,5,1,,189,4.0,D,174,1011,W,1,,06,189,1116,4.5,188,1220,4.0
22BR00189,K5434,1.0,,2ND,5,1,,173,3.5,2,176,1012,W,1,,06,184,1116,4.5,177,1220,3.5
22BR00190,K5437,1.0,,HAIRY,3,1,,187,3.5,D,175,1011,W,1,,06,202,1129,4.0,179,1220,3.5
22BR00191,K5440,1.0,,.,3,1,,163,3.5,2,163,1011,W,1,,06,186,1129,4.0,165,1220,3.0
22BR00192,K5441,1.0,,HAIRY,5,1,,190,4.0,D,180,1012,W,1,,06,200,1116,4.5,195,1220,3.5
22BR00193,L1744,6.0,,.,37,1,0,183,2.5,H,182,1011,W,1,,PC,200,1116,3.0,207,1220,3.5
22BR00194,L1747,6.0,,.,32,1,,222,4.0,H,207,1011,W,1,,PC,218,1116,4.0,217,1220,4.0
22BR00195,L1749,6.0,,.,36,1,0,202,3.5,H,215,1012,W,1,,PC,216,1116,4.0,219,1220,3.5
22BR00196,L1751,6.0,,.,40,1,0,204,4.5,H,193,1011,W,1,,PC,204,1116,4.5,201,1220,4.0
22BR00197,L1765,6.0,,.,29,1,,199,5.0,D,195,1012,W,1,,PC,187,1116,4.0,191,1220,3.5
22BR00198,L1774,6.0,,.,34,1,0,158,3.0,H,152,1012,W,1,,PC,154,1116,2.5,166,1220,3.0
22BR00199,L1785,6.0,,OKFORONE,30,1,0,191,4.5,H,190,1011,W,1,,PC,179,1116,4.0,188,1220,3.5
22BR00200,L1791,6.0,,.,39,1,0,253,4.5,D,245,1012,W,1,,PC,248,1116,4.5,248,1220,3.5
22BR00201,L1800,6.0,,.,33,1,0,216,3.0,H,215,1012,W,1,,PC,206,1116,4.0,218,1220,3.5
22BR00202,L1815,6.0,,LEFTSIDEBLOOD,35,1,,191,4.0,H,187,1011,W,1,,PC,188,1116,4.0,200,1220,3.5
22BR00203,L1835,6.0,,.,38,1,0,184,3.0,D,168,1011,W,1,,PC,188,1116,3.0,188,1220,3.5
22BR00204,L1845,6.0,,.,31,1,0,205,4.0,H,202,1011,W,1,,PC,200,1116,3.5,212,1220,3.0
22BR00205,L1846,6.0,,.,35,1,,198,4.0,H,199,1012,W,1,,PC,206,1116,4.0,204,1220,4.0
22BR00206,L1857,6.0,,.,30,1,0,179,3.5,H,180,1011,W,1,,PC,196,1116,3.5,216,1220,3.5
22BR00207,L1884,5.0,,.,37,1,0,188,4.0,H,190,1012,W,1,,PC,185,1116,4.0,199,1220,4.0
22BR00208,L1889,5.0,,.,40,1,0,207,4.0,H,186,1011,W,1,,PC,196,1116,3.0,197,1220,3.5
22BR00209,L1895,5.0,,.,40,1,0,205,5.0,H,191,1011,W,1,,PC,204,1116,4.0,200,1220,3.5
22BR00210,L1903,5.0,,.,39,1,0,218,4.5,H,216,1011,W,1,,PC,222,1116,4.5,219,1220,3.5
22BR00211,L1920,5.0,,.,33,1,0,185,3.0,H,177,1012,W,1,,PC,174,1116,2.5,187,1220,3.0
22BR00212,L1936,5.0,,.,30,1,0,244,4.5,H,235,1012,W,1,,PC,233,1116,0.5,238,1220,4.0
22BR00213,L1939,5.0,,.,34,1,0,190,4.0,H,175,1011,W,1,,PC,201,1116,3.5,194,1220,3.0
22BR00214,L1947,5.0,,.,36,1,,195,5.0,H,183,1012,W,1,,PC,187,1116,4.0,195,1220,3.5
22BR00215,L1949,5.0,,.,29,1,,223,5.0,H,208,1011,W,1,,PC,222,1116,5.0,209,1220,4.0
22BR00216,L1954,5.0,,.,39,1,0,211,3.0,H,198,1011,W,1,,PC,213,1116,4.0,213,1220,4.0
22BR00217,L1964,5.0,,.,32,1,0,239,4.0,H,227,1012,W,1,,PC,237,1116,4.5,244,1220,3.5
22BR00218,L1974,5.0,,.,38,1,,200,5.0,H,185,1011,W,1,,PC,196,1116,4.0,187,1220,3.5
22BR00219,L1982,5.0,,LT,35,1,0,213,3.5,H,200,1011,W,1,,PC,209,1116,3.5,215,1220,3.0
22BR00220,L1987,5.0,,.,31,1,0,243,4.5,H,230,1012,W,1,,PC,235,1116,4.5,212,1220,4.0
22BR00221,L2013,4.0,,.,32,1,0,207,4.0,H,200,1011,W,1,,PC,196,1116,5.0,209,1220,3.5
22BR00222,L2027,4.0,,WARTS,36,1,0,191,4.5,H,185,1012,W,1,,PC,194,1116,4.0,191,1220,3.5
22BR00223,L2030,4.0,,.,34,1,0,172,3.5,H,183,1012,W,1,,PC,178,1116,4.5,189,1220,3.5
