UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,DISP
02BR01493,S8458,5.0,13,,AI-,A,0,182,2,W,
02BR01494,S8461,5.0,13,,AI-,A,0,168,1,W,
02BR01495,S8465,5.0,11,DYSTOCIA,-3-,1,0,169,3,W,
02BR01496,S8469,5.0,12,,-5-,2,0,157,3,W,
02BR01497,S8498,5.0,13,BLOATER,-5-,2,0,155,3,W,
02BR01498,S8478,5.0,13,FLTS,-3-,1,0,163,2,W,
02BR01499,S8512,5.0,13,SUCK1SIDE,-5-,2,0,153,2,W,
02BR01500,S8548,5.0,12,,-4-,2,0,162,1,W,
02BR01501,S8565,5.0,13,LTS,AI-,A,0,189,2,W,
02BR01502,S8569,5.0,13,,AI-,A,0,178,1,W,
02BR01503,S8613,5.0,12,DYSTOCIA,AI-,A,0,153,2,W,
02BR01504,S8615,5.0,11,,-3-,1,0,173,1,W,
02BR01505,S8600,5.0,13,THIN,-1-,1,0,148,2,W,
02BR01506,S8609,5.0,13,HAIRY,-3-,1,0,184,2,W,
02BR01507,S8647,5.0,18,,AI-,A,2,165,4,W,
02BR01508,S8652,5.0,12,"ABS.L.NECK,X",AI-,A,0,171,2,W,
02BR01509,S8699,5.0,18,NICE,AI-,A,2,184,4,W,
02BR01510,S8264,5.0,10,HAIRY,AI-,A,0,152,1,W,
02BR01511,S8225,5.0,12,,AI-,A,0,170,2,W,
02BR01512,S8222,5.0,13,WILD,AI-,A,0,153,2,W,
02BR01513,S8280,5.0,12,,-4-,2,0,165,1,W,
02BR01514,S8832,5.0,10,,AI-,A,0,161,1,W,
02BR01515,S8847,5.0,13,,-4-,2,0,162,1,W,
02BR01516,S8864,5.0,18,R.SPOILED,UTE,U,2,153,2,W,
02BR01517,S8897,5.0,10,,-1-,1,0,179,2,W,
02BR01518,S8879,5.0,18,"OVX,BARREN",OVX,O,2,0,5,.,
02BR01519,S8920,5.0,13,,-5-,2,0,175,1,W,
02BR01520,S8978,5.0,18,"OVX,BARREN",OVX,O,2,0,5,W,
02BR01521,S9133,4.0,11,,-3-,1,0,158,2,W,
02BR01522,S9141,4.0,13,,-2-,1,2,167,3,W,
02BR01523,S9145,4.0,10,"OVX,BARREN",OVX,O,2,204,5,.,
02BR01524,S9169,4.0,12,,-3-,1,0,185,3,W,
02BR01525,S9167,4.0,10,,-3-,1,0,179,2,W,
02BR01526,S9125,4.0,11,,-4-,2,0,177,H,W,
02BR01527,S9181,4.0,12,,AI-,A,2,150,3,W,
02BR01528,S9193,4.0,10,,-5-,2,0,192,2,W,
02BR01529,S9175,4.0,10,,-4-,2,0,145,1,W,
02BR01530,S9179,4.0,11,,-5-,2,0,157,1,W,
02BR01531,S9011,4.0,10,HAIRY,-2-,1,0,191,1,W,
02BR01532,S9016,4.0,12,,-4-,2,0,153,1,W,
02BR01533,S9005,4.0,11,,-3-,1,0,168,1,W,
02BR01534,S9036,4.0,11,,-2-,1,0,169,2,W,
02BR01535,S9041,4.0,10,F4-,-3-,1,0,181,1,W,
02BR01536,S9020,4.0,12,,AI-,A,0,142,2,W,
02BR01537,S9022,4.0,12,DYSTOCIA,-2-,1,0,167,2,W,
02BR01538,S9084,4.0,11,,-2-,1,0,169,1,W,
02BR01539,S9099,4.0,11,,-3-,1,0,174,2,W,
02BR01540,S9073,4.0,11,,-1-,1,0,177,2,W,
02BR01541,S9319,4.0,13,OVX,OVX,O,2,0,5,.,
02BR01542,S9340,4.0,12,OK,-5-,2,0,189,2,W,
02BR01543,S9345,4.0,12,,-4-,2,0,182,1,W,
02BR01544,S9352,4.0,13,THIN,AI-,A,0,158,3,W,
02BR01545,S9322,4.0,10,,-1-,1,0,169,2,W,
02BR01546,S9393,4.0,11,DYSTOCIA,AI-,A,0,165,2,W,
02BR01547,S9377,4.0,11,,-3-,1,0,153,1,W,
02BR01548,S9412,4.0,13,,-4-,2,0,150,2,W,
02BR01549,S9437,4.0,10,L.SPOILED,UTE,U,0,194,2,W,
02BR01550,S9440,4.0,12,,-5-,2,0,188,1,W,
02BR01551,S9453,4.0,10,MS.BIG,AI-,A,0,184,2,W,
02BR01552,S9428,4.0,11,CHK. HORN,-4-,2,0,166,1,W,
02BR01553,S9482,4.0,11,SPRING CREEK,-5-,2,0,169,1,W,
02BR01554,S9497,4.0,13,VLTS,UTE,U,2,160,3,W,
02BR01555,S9511,4.0,10,,-3-,1,0,155,1,W,
02BR01556,S9513,4.0,11,ENTR,AI-,A,0,180,1,W,
02BR01557,S9503,4.0,10,REJECTS 1LAMB,-2-,1,0,157,2,W,
02BR01558,S9555,4.0,13,R.BLOODYMILK,-5-,2,0,162,2,W,
02BR01559,S9558,4.0,11,,-1-,1,0,178,2,W,
02BR01560,S9565,4.0,13,,-1-,1,0,167,3,W,
02BR01561,S9566,4.0,13,,-1-,1,0,181,3,W,
02BR01562,S9522,4.0,12,XVAG.PROLAPSE,OVX,O,2,0,5,.,
02BR01563,S9588,4.0,10,SM.BAG,AI-,A,0,198,2,W,
02BR01564,S9570,4.0,13,,-2-,1,0,181,3,W,
02BR01565,S9613,4.0,11,THIN,-4-,2,0,179,2,W,
02BR01566,S9615,4.0,13,,-1-,1,0,160,2,W,
02BR01567,S9601,4.0,10,OVX,OVX,O,2,0,5,W,
02BR01568,S9604,4.0,13,DYSTOCIA,AI-,A,0,184,3,W,
02BR01569,S9602,4.0,10,,AI-,A,0,182,1,W,
02BR01570,S9634,4.0,10,ENTR,-5-,2,0,176,1,W,
02BR01571,S9638,4.0,10,HAIRY,AI-,A,0,179,1,W,
02BR01572,S9646,4.0,13,"LT,SUCK1SIDE",-3-,1,0,186,1,W,
02BR01573,S9653,4.0,10,,-1-,1,0,159,2,W,
02BR01574,S9689,4.0,13,,-1-,1,0,187,1,W,
02BR01575,S9673,4.0,11,,-1-,1,0,182,1,W,
02BR01576,S9674,4.0,11,H3,-2-,1,0,187,1,W,
02BR01577,S9210,4.0,10,,-5-,2,0,151,1,W,
02BR01578,S9215,4.0,10,,-1-,1,0,157,1,W,
02BR01579,S9203,4.0,13,"X,UT.PROLAPSE",OVX,O,2,0,5,W,
02BR01580,S9202,4.0,13,,-3-,1,0,175,1,W,
02BR01581,S9209,4.0,11,,-4-,2,0,143,1,W,
02BR01582,S9231,4.0,11,ENTR,-1-,1,0,151,3,W,
02BR01583,S9230,4.0,12,DYSTOCIA,AI-,A,0,151,1,W,
02BR01584,S9234,4.0,11,,-2-,1,0,168,2,W,
02BR01585,S9236,4.0,13,"BLOODY MILK,R",AI-,A,0,162,2,W,
02BR01586,S9254,4.0,13,OVX,OVX,O,2,177,5,W,
02BR01587,S9256,4.0,10,,-4-,2,0,157,3,W,
02BR01588,S9257,4.0,12,,-5-,2,0,175,2,W,
02BR01589,S9268,4.0,13,,-5-,2,0,146,2,W,
02BR01590,S9225,4.0,10,,-2-,1,0,178,2,W,
02BR01591,S9228,4.0,13,OVX,OVX,O,2,163,5,W,
02BR01592,S9293,4.0,11,,AI-,A,0,198,1,W,
02BR01593,S9294,4.0,11,,-5-,2,0,174,3,W,
02BR01594,S9292,4.0,13,"X, ?UDDER",UTE,U,0,191,1,W,
02BR01595,S9278,4.0,12,DYSTOCIA'99,-4-,2,0,198,1,W,
02BR01596,S9805,4.0,12,,-1-,1,0,163,1,W,
02BR01597,S9887,4.0,11,,-4-,2,0,175,2,W,
02BR01598,S9980,3.0,10,,AI-,A,0,178,1,W,
02BR01599,S9988,3.0,12,,-2-,1,0,147,3,W,
02BR01600,S9998,3.0,11,DYSTOCIA,-1-,1,0,160,2,W,
02BR01601,S9706,4.0,11,,-3-,1,0,165,2,W,
02BR01602,S9708,4.0,11,ENTR,-1-,1,0,172,1,W,
02BR01603,S9784,4.0,13,TRT EYE '00,-2-,1,0,183,3,W,
02BR01604,S9795,4.0,10,F4,AI-,A,0,185,2,W,
02BR01605,S9797,4.0,13,BLK.R.EYE,AI-,A,0,157,1,W,
02BR01606,S9778,4.0,12,,-5-,2,0,182,2,W,
02BR01607,S7137,6.0,11,,-1-,1,0,151,2,W,
02BR01608,S7154,6.0,13,,-5-,2,0,175,3,W,
02BR01609,S7120,6.0,11,,AI-,A,0,170,2,W,
02BR01610,S7128,6.0,12,,-5-,2,0,188,2,W,
02BR01611,S7191,6.0,13,LTS,AI-,A,0,230,3,W,
02BR01612,S7170,6.0,18,,-5-,2,2,164,4,W,
02BR01613,S7019,6.0,13,FLTS,-4-,2,0,179,1,W,
02BR01614,S7053,6.0,12,ENTR,-3-,1,0,157,1,W,
02BR01615,S7068,6.0,12,EMACIATED,-5-,2,0,170,3,W,
02BR01616,S7026,6.0,10,BUSHY chk,-3-,1,0,181,1,W,
02BR01617,S7304,6.0,10,,-1-,1,0,155,2,W,
02BR01618,S7330,6.0,12,R.SPOILED,UTE,U,0,156,1,W,
02BR01619,S7353,6.0,10,,AI-,A,0,182,1,W,
02BR01620,S7382,6.0,11,,AI-,A,0,160,1,W,
02BR01621,S7379,6.0,12,SW.BAG,AI-,A,0,174,1,W,
02BR01622,S7421,6.0,12,,AI-,A,0,166,1,W,
02BR01623,S7511,6.0,10,FEVER,AI-,A,0,206,1,W,
02BR01624,S7513,6.0,12,,AI-,A,0,190,1,W,
02BR01625,S7518,6.0,13,VLTS,AI-,A,0,147,2,W,
02BR01626,S7503,6.0,13,"SW.BAG,THIN",-4-,2,0,197,3,W,
02BR01627,S7530,6.0,10,,-5-,2,0,173,3,W,
02BR01628,S7545,6.0,10,,-3-,1,0,188,2,W,
02BR01629,S7546,6.0,10,,-3-,1,0,187,1,W,
02BR01630,S7559,6.0,11,DIARRHEA 4/7,AI-,A,0,187,5,W,
02BR01631,S7583,6.0,13,SW.BAG,-1-,1,0,181,3,W,
02BR01632,S7596,6.0,12,"BLED,DYSTOCIA",AI-,A,0,176,3,W,
02BR01633,S7234,6.0,10,"LAME,RR'99",-2-,1,0,177,1,W,
02BR01634,S7232,6.0,12,,-4-,2,0,158,1,W,
02BR01635,S7245,6.0,11,,-2-,1,0,177,2,W,
02BR01636,S7262,6.0,11,,-1-,1,0,170,1,W,
02BR01637,S7270,6.0,11,"X,LOW PROD.",OVX,O,2,0,5,.,
02BR01638,S7803,5.0,11,DYSTOCIA,-3-,1,0,174,1,W,
02BR01639,S7840,5.0,12,,-3-,1,0,160,3,W,
02BR01640,S7849,5.0,11,,-2-,1,0,164,2,.,10
02BR01641,S7852,5.0,11,,-3-,1,0,175,1,W,
02BR01642,S7863,5.0,12,THIN,-4-,2,0,169,2,W,
02BR01643,S7862,5.0,12,,-4-,2,0,175,1,W,
02BR01644,S7869,5.0,13,L.SPOILED,UTE,U,2,176,3,W,
02BR01645,S7889,5.0,11,,-2-,1,0,185,2,W,
02BR01646,S7913,5.0,13,,-1-,1,0,157,2,W,
02BR01647,S7936,5.0,11,ENTR,-5-,2,0,174,1,W,
02BR01648,S7951,5.0,12,,-2-,1,0,171,2,W,
02BR01649,S7950,5.0,12,,-5-,2,0,189,2,W,
02BR01650,S7921,5.0,18,,AI-,A,2,156,2,W,
02BR01651,S7922,5.0,12,ABS.R.FLANK,AI-,A,0,160,2,W,
02BR01652,S7928,5.0,11,,-3-,1,0,153,2,W,
02BR01653,S7984,5.0,13,ENTR,-2-,1,0,172,1,W,
02BR01654,S7987,5.0,11,,AI-,A,0,166,1,W,
02BR01655,S7758,5.0,18,,AI-,A,2,184,1,W,
02BR01656,S7759,5.0,18,,-2-,1,2,156,1,W,
02BR01657,S7766,5.0,11,,-1-,1,0,178,1,W,
02BR01658,S7785,5.0,13,NICE&QUIET,-2-,1,0,169,1,W,
02BR01659,S7782,5.0,11,DYSTOCIA,-2-,1,0,173,1,W,
02BR01660,S7789,5.0,18,,AI-,A,2,181,1,W,
02BR01661,S7787,5.0,11,VLTS,UTE,U,0,189,2,W,
02BR01662,S7792,5.0,18,,-4-,2,2,190,2,W,
02BR01663,S7797,5.0,12,LTS,-2-,1,0,178,2,W,
02BR01664,T3593,10,48,SLICK GUMMER,OVX,O,2,0,5,.,
02BR01665,T3882,9.0,42,TAG CUT '2002,OVX,O,2,0,5,W,
02BR01666,T4754,7.0,42,"TINY BAG,OVX",OVX,O,2,0,5,.,
02BR01667,T4793,7.0,42,"X,LOW PROD.",OVX,O,2,0,5,.,
02BR01668,T5181,6.0,42,"LAME, RR '99",-4-,2,2,127,3,W,
02BR01669,T5078,7.0,42,"OVX,BARREN",OVX,O,2,148,5,W,
02BR01670,T5340,6.0,41,,-3-,1,2,158,3,W,
02BR01671,T5359,6.0,42,"SW.BAG,?UDDER",UTE,U,2,183,1,W,
02BR01672,T5383,6.0,ID,"RP,DAB 1of3",41T,1,I,191,1,W,
02BR01673,T5376,6.0,41,,-2-,1,2,178,1,W,
02BR01674,T5411,6.0,41,,-2-,1,2,162,2,W,
02BR01675,T5450,6.0,ID,,43T,1,I,190,3,W,
02BR01676,T5467,6.0,ID,,41T,1,I,166,1,W,
02BR01677,T5496,6.0,41,,-4-,2,2,179,3,W,
02BR01678,T5473,6.0,41,,-4-,2,2,159,3,W,
02BR01679,T5515,6.0,41,,-5-,2,2,175,3,W,
02BR01680,T5502,6.0,41,THIN,-3-,1,2,183,3,W,
02BR01681,T5552,6.0,42,SMALL,-5-,2,2,156,3,W,
02BR01682,T5557,6.0,ID,OK,43T,1,I,203,3,W,
02BR01683,T5563,6.0,41,,-5-,2,2,172,3,W,
02BR01684,T5668,6.0,42,DYSTOCIA ok,-1-,1,2,143,2,W,
02BR01685,T5201,6.0,42,,-3-,1,2,187,1,W,
02BR01686,T5261,6.0,42,,-2-,1,2,164,2,W,
02BR01687,T5260,6.0,42,TAG CUT '2002,-4-,2,2,177,3,W,
02BR01688,T5224,6.0,42,,-4-,2,2,194,3,W,
02BR01689,T5299,6.0,42,SW.BAG,-3-,1,2,161,3,W,
02BR01690,T5270,6.0,42,,-3-,1,2,176,3,W,
02BR01691,T5844,5.0,41,,-5-,2,2,186,3,W,
02BR01692,T5853,5.0,ID,BRN.EARS,42T,1,I,167,1,W,
02BR01693,T5858,5.0,41,LTS,-4-,2,2,170,1,W,
02BR01694,T5910,5.0,41,,-2-,1,2,163,3,W,
02BR01695,T5928,5.0,ID,OK,41T,1,I,205,1,W,
02BR01696,T5927,5.0,ID,LTS,43T,1,I,175,1,W,
02BR01697,T5980,5.0,42,"OVX,BARREN",OVX,O,2,0,5,.,
02BR01698,T5998,5.0,42,,-5-,2,2,144,1,W,
02BR01699,T5997,5.0,42,"X, UDDER",UTE,U,2,148,3,W,
02BR01700,T5975,5.0,41,,-4-,2,2,158,3,W,
02BR01701,T5703,6.0,41,FAT,-5-,2,2,205,3,W,
02BR01702,T5706,6.0,42,"R.SPOILED,OVX",OVX,O,2,0,5,.,
02BR01703,T5724,6.0,42,ENTR,-2-,1,2,149,1,W,
02BR01704,T5775,6.0,42,THIN,-1-,1,2,152,1,W,
02BR01705,T6114,5.0,ID,?DISCHARGE,42T,1,I,178,1,W,
02BR01706,T6146,5.0,42,,-1-,1,2,137,3,W,
02BR01707,T6152,5.0,ID,,41T,1,I,185,2,W,
02BR01708,T6160,5.0,42,,-2-,1,2,169,3,W,
02BR01709,T6168,5.0,41,,-3-,1,2,149,3,W,
02BR01710,T6167,5.0,42,RP,-1-,1,2,177,2,W,
02BR01711,T6188,5.0,ID,,43T,1,I,194,1,W,
02BR01712,T6177,5.0,42,,-1-,1,2,158,3,W,
02BR01713,T6011,5.0,ID,,42T,1,I,182,3,W,
02BR01714,T6041,5.0,42,,-1-,1,2,152,1,W,
02BR01715,T6055,5.0,41,HYPERHOCK,-5-,2,2,160,3,W,
02BR01716,T6022,5.0,41,,-5-,2,2,161,1,W,
02BR01717,T6093,5.0,41,NICE EWE,-2-,1,2,164,2,W,
02BR01718,T6074,5.0,41,,-3-,1,2,187,3,W,
02BR01719,T6072,5.0,ID,THIN,43T,1,I,187,1,W,
02BR01720,T6351,5.0,41,FIBER?,-4-,2,2,151,3,W,
02BR01721,T6350,5.0,41,,-3-,1,2,171,3,W,
02BR01722,T6325,5.0,41,"SUCK1SIDE,LT",-4-,2,2,171,3,W,
02BR01723,T6374,5.0,42,,-5-,2,2,123,1,W,
02BR01724,T6410,5.0,42,"OVX,BARREN",OVX,O,2,186,5,.,
02BR01725,T6436,4.0,ID,VAG.PROLAPSE,OVX,O,2,0,5,.,
02BR01726,T6439,4.0,ID,,41T,1,I,181,1,W,
02BR01727,T6446,4.0,ID,,42T,1,I,144,1,W,
02BR01728,T6449,4.0,ID,NICE,42T,1,I,208,1,W,
02BR01729,T6454,4.0,ID,OVX,OVX,O,2,0,5,W,
02BR01730,T6455,4.0,ID,,43T,1,I,177,1,W,
02BR01731,T6460,4.0,ID,,42T,1,I,163,1,W,
02BR01732,T6481,4.0,ID,,41T,1,I,182,2,W,
02BR01733,T6485,4.0,41,SW.BAG,12T,2,2,175,3,W,
02BR01734,T6486,4.0,ID,DYSTOCIA,43T,1,I,186,1,W,
02BR01735,T6489,4.0,ID,"OVX,PROD",OVX,O,2,185,5,W,
02BR01736,T6498,4.0,ID,,43T,1,I,179,1,W,
02BR01737,T6499,4.0,42,,-1-,1,2,149,3,W,
02BR01738,T6474,4.0,ID,,41T,1,I,153,2,W,
02BR01739,T6479,4.0,ID,,42T,1,I,195,2,W,
02BR01740,T6511,4.0,ID,,41T,1,I,209,1,W,
02BR01741,T6510,4.0,ID,RP,43T,1,I,200,1,W,
02BR01742,T6503,4.0,41,"BIGBAG,FIBER?",UTE,U,2,167,3,W,
02BR01743,T6502,4.0,ID,,41T,1,I,199,1,W,
02BR01744,T6508,4.0,41,HAIRY,-1-,1,2,147,3,W,
02BR01745,T6544,4.0,41,"OVX,BARREN",OVX,O,2,185,5,W,
02BR01746,T6556,4.0,41,,-2-,1,2,188,3,W,
02BR01747,T6566,4.0,41,OVX,OVX,O,2,0,5,W,
02BR01748,T6525,4.0,41,LTS,-3-,1,2,201,3,W,
02BR01749,T6526,4.0,41,,12T,2,2,171,1,W,
02BR01750,T6593,4.0,41,VAG.PROLAPSE,OVX,O,2,0,5,.,
02BR01751,T6598,4.0,42,,-3-,1,2,146,3,W,
02BR01752,T6576,4.0,42,,-2-,1,2,165,3,W,
02BR01753,T6572,4.0,42,HARDBAG,UTE,U,2,171,3,W,
02BR01754,T6610,4.0,41,VAG.PROLAPSE,OVX,O,2,0,5,W,
02BR01755,T6631,4.0,42,,-3-,1,2,154,1,W,
02BR01756,T6639,4.0,42,,-4-,2,2,153,3,W,
02BR01757,T6640,4.0,42,,-1-,1,2,192,3,W,
02BR01758,T6649,4.0,ID,FIX YTEX '01,41T,1,I,176,1,W,
02BR01759,T6663,4.0,42,,-5-,2,2,142,2,W,
02BR01760,T6620,4.0,41,,-4-,2,2,176,2,W,
02BR01761,T6625,4.0,42,,-2-,1,2,178,3,W,
02BR01762,T6686,4.0,41,,13T,2,2,171,4,W,
02BR01763,T6687,4.0,41,THIN,12T,2,2,161,2,W,
02BR01764,T6670,4.0,41,,-3-,1,2,172,1,W,
02BR01765,T6673,4.0,41,"LT,L.",14T,2,2,187,3,W,
02BR01766,T6207,5.0,ID,WEAK EWE,41T,1,I,196,1,W,
02BR01767,T6234,5.0,42,"THIN,DYSTOCIA",-4-,2,2,144,3,W,
02BR01768,T6243,5.0,42,SW.BAG,-3-,1,2,168,3,W,
02BR01769,T6249,5.0,ID,HAIRY,42T,1,I,183,2,W,
02BR01770,T6247,5.0,41,FAT,-1-,1,2,185,3,W,
02BR01771,T6257,5.0,ID,,41T,1,I,174,2,W,
02BR01772,T6220,5.0,ID,THIN,43T,1,I,150,2,W,
02BR01773,T6222,5.0,42,,-3-,1,2,163,1,W,
02BR01774,T6287,5.0,ID,DYSTOCIA'99,42T,1,I,184,1,W,
02BR01775,T6813,4.0,42,,-1-,1,2,148,3,W,
02BR01776,T6801,4.0,41,,13T,2,2,181,3,W,
02BR01777,T6803,4.0,42,,-2-,1,2,150,3,W,
02BR01778,T6835,4.0,42,"RUNT, OVX",OVX,O,2,0,5,.,
02BR01779,T6836,4.0,42,OVX,OVX,O,2,0,5,.,
02BR01780,T6850,4.0,42,SW.BAG,-3-,1,2,168,1,W,
02BR01781,T6852,4.0,42,,14T,2,2,172,2,W,
02BR01782,T6859,4.0,41,POLYPAY??,UTE,U,2,179,3,W,
02BR01783,T6824,4.0,42,,-2-,1,2,136,2,W,
02BR01784,T6822,4.0,42,F3-,-4-,2,2,159,2,W,
02BR01785,T6829,4.0,42,ENTR,14T,2,2,142,3,W,
02BR01786,T6884,4.0,41,,-3-,1,2,190,1,W,
02BR01787,T6896,4.0,42,,-5-,2,2,160,1,W,
02BR01788,T6918,4.0,42,,14T,2,2,148,2,W,
02BR01789,T6904,4.0,41,ENTR,13T,2,2,161,3,W,
02BR01790,T6909,4.0,41,,13T,2,2,166,3,W,
02BR01791,T6931,4.0,42,OVX,OVX,O,2,0,5,W,
02BR01792,T6936,4.0,41,,12T,2,2,158,3,W,
02BR01793,T6937,4.0,41,,13T,2,2,168,2,W,
02BR01794,T6964,4.0,41,,-5-,2,2,198,3,W,
02BR01795,T6978,4.0,42,,-2-,1,2,162,3,W,
02BR01796,T6702,4.0,42,HAIRY,-4-,2,2,154,1,W,
02BR01797,T6708,4.0,41,,-4-,2,2,222,5,W,
02BR01798,T6709,4.0,41,SL.ENTR 1EYE,-5-,2,2,172,2,W,
02BR01799,T6743,4.0,42,,12T,2,2,156,3,W,
02BR01800,T6746,4.0,41,THIN,-1-,1,2,151,1,W,
02BR01801,T6752,4.0,ID,,43T,1,I,190,2,W,
02BR01802,T6761,4.0,42,FLTS,-3-,1,2,162,3,W,
02BR01803,T6762,4.0,42,,-2-,1,2,163,3,W,
02BR01804,T6726,4.0,41,,-5-,2,2,153,1,W,
02BR01805,T6729,4.0,42,,-2-,1,2,144,1,W,
02BR01806,T6780,4.0,41,LTS,13T,2,2,158,2,W,
02BR01807,T6783,4.0,42,,-1-,1,2,129,1,W,
02BR01808,T6785,4.0,41,F2+,-5-,2,2,176,3,W,
02BR01809,T6787,4.0,42,"OVX,PROD",OVX,O,2,161,5,.,
02BR01810,T6793,4.0,42,,-4-,2,2,144,3,W,
02BR01811,T6771,4.0,41,,-4-,2,2,179,3,W,
02BR01812,T6770,4.0,42,,-5-,2,2,148,2,W,
02BR01813,T8116,2.0,42,,14T,2,2,168,5,W,
02BR01814,T8112,2.0,41,,13T,2,2,141,3,W,
02BR01815,T8119,2.0,42,DRY,12T,2,2,165,5,W,
02BR01816,T8109,2.0,42,,13T,2,2,159,3,W,
02BR01817,T8144,2.0,ID,,43T,1,I,183,H,W,
02BR01818,T8145,2.0,ID,,ORE,V,I,193,5,W,
02BR01819,T8128,2.0,42,,12T,2,2,153,3,W,
02BR01820,T8190,2.0,41,OFF TYPE,13T,2,2,192,1,W,
02BR01821,T8197,2.0,41,,14T,2,2,157,2,W,
02BR01822,T8014,2.0,41,,14T,2,2,160,3,W,
02BR01823,T8018,2.0,42,,13T,2,2,162,3,W,
02BR01824,T8001,2.0,42,SM.BAG,14T,2,2,155,3,W,
02BR01825,T8006,2.0,41,,12T,2,2,143,3,W,
02BR01826,T8009,2.0,42,"ENTR,OVX",OVX,O,2,122,5,W,
02BR01827,T8034,2.0,42,,12T,2,2,139,2,W,
02BR01828,T8049,2.0,41,ENTR,12T,2,2,151,2,W,
02BR01829,T8055,2.0,42,,13T,2,2,122,2,W,
02BR01830,T8064,2.0,41,,13T,2,2,154,3,W,
02BR01831,T8026,2.0,42,,12T,2,2,130,1,W,
02BR01832,T8085,2.0,42,,14T,2,2,147,3,W,
02BR01833,T8087,2.0,41,,12T,2,2,145,3,W,
02BR01834,T8099,2.0,42,,12T,2,2,159,2,W,
02BR01835,T8071,2.0,42,ENTR,14T,2,2,153,3,W,
02BR01836,T8079,2.0,41,"DYSTOCIA, RP",13T,2,2,156,3,W,
02BR01837,T8310,1.0,ID,,42T,1,I,135,2,W,
02BR01838,T8313,1.0,ID,NICE,43T,1,I,144,2,W,
02BR01839,T8314,1.0,ID,,42T,1,I,187,2,W,
02BR01840,T8312,1.0,ID,,43T,1,I,206,5,W,
02BR01841,T8307,1.0,ID,NICE,42T,1,I,180,1,W,
02BR01842,T8330,1.0,ID,,41T,1,I,161,5,W,
02BR01843,T8339,1.0,ID,4TEATS,41T,1,I,188,5,W,
02BR01844,T8347,1.0,ID,,42T,1,I,169,2,W,
02BR01845,T8351,1.0,ID,,42T,1,I,156,5,W,
02BR01846,T8356,1.0,ID,,43T,1,I,151,5,W,
02BR01847,T8364,1.0,ID,COARSE,41T,1,I,150,3,W,
02BR01848,T8365,1.0,ID,FLIGHTY,43T,1,I,163,3,W,
02BR01849,T8320,1.0,ID,,42T,1,I,176,5,W,
02BR01850,T8324,1.0,ID,,41T,1,I,156,5,W,
02BR01851,T8328,1.0,ID,,42T,1,I,153,1,W,
02BR01852,T8329,1.0,ID,ENTR,43T,1,I,174,5,W,
02BR01853,T8385,1.0,ID,NICE,43T,1,I,161,3,W,
02BR01854,T8386,1.0,ID,4TEATS,43T,1,I,150,3,W,
02BR01855,T8389,1.0,41,,-1-,1,2,170,5,W,
02BR01856,T8370,1.0,ID,TAIL CHEWER,41T,1,I,155,3,W,
02BR01857,T8373,1.0,41,PNEU,-3-,1,2,155,3,W,
02BR01858,T8419,1.0,41,NICE,-3-,1,2,170,5,W,
02BR01859,T8406,1.0,ID,,42T,1,I,147,3,W,
02BR01860,T8409,1.0,41,SCOURS,-2-,1,2,158,5,W,
02BR01861,T8433,1.0,41,,-5-,2,2,125,2,W,
02BR01862,T8432,1.0,41,WEAK,-5-,2,2,162,2,W,
02BR01863,T8455,1.0,41,,-1-,1,2,138,3,W,
02BR01864,T8456,1.0,41,ENTR,-2-,1,2,162,2,W,
02BR01865,T8469,1.0,41,,-1-,1,2,169,5,W,
02BR01866,T8421,1.0,ID,NICE,43T,1,I,158,1,W,
02BR01867,T8420,1.0,41,NICE,-4-,2,2,128,2,W,
02BR01868,T8481,1.0,41,,-5-,2,2,167,5,W,
02BR01869,T8483,1.0,ID,,43T,1,I,165,5,W,
02BR01870,T8487,1.0,41,,-1-,1,2,156,1,W,
02BR01871,T8499,1.0,41,,-1-,1,2,160,5,W,
02BR01872,T8470,1.0,ID,,42T,1,I,185,2,W,
02BR01873,T8514,1.0,41,,-2-,1,2,152,5,W,
02BR01874,T8501,1.0,41,,-3-,1,2,116,1,W,
02BR01875,T8502,1.0,42,,OVX,O,2,119,5,W,
02BR01876,T8509,1.0,41,,-2-,1,2,160,3,W,
02BR01877,T8530,1.0,42,4TEATS,-4-,2,2,131,3,W,
02BR01878,T8534,1.0,41,,-5-,2,2,122,2,W,
02BR01879,T8541,1.0,42,4TEATS,-5-,2,2,173,1,W,
02BR01880,T8543,1.0,42,,OVX,O,2,108,3,W,
02BR01881,T8547,1.0,ID,,43T,1,I,173,1,W,
02BR01882,T8551,1.0,41,LEAN,-1-,1,2,133,3,W,
02BR01883,T8564,1.0,42,,-1-,1,2,145,3,W,
02BR01884,T8523,1.0,42,,-3-,1,2,138,3,W,
02BR01885,T8526,1.0,41,,-3-,1,2,173,5,W,
02BR01886,T8529,1.0,41,4TEATS,-4-,2,2,144,3,W,
02BR01887,T8527,1.0,41,,-4-,2,2,179,5,W,
02BR01888,T8576,1.0,42,4TEATS,-2-,1,2,136,3,W,
02BR01889,T8579,1.0,ID,BRN.EARTIPS,42T,1,I,164,1,W,
02BR01890,T8577,1.0,41,4TEATS,-2-,1,2,171,5,W,
02BR01891,T8611,1.0,42,NICE,-4-,2,2,169,5,W,
02BR01892,T8618,1.0,42,,-5-,2,2,153,5,W,
02BR01893,T8617,1.0,41,NICE,-5-,2,2,179,5,W,
