UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,DISP
02BR01894,T8602,1.0,41,LOOKS?,-3-,1,2,146,1,W,
02BR01895,T8638,1.0,41,4TEATS,-3-,1,2,149,3,W,
02BR01896,T8645,1.0,41,,-1-,1,2,165,5,W,
02BR01897,T8659,1.0,42,BAD EYE,-3-,1,2,131,3,W,
02BR01898,T8663,1.0,41,,-4-,2,2,148,2,W,
02BR01899,T8668,1.0,41,4TEATS,-5-,2,2,146,3,W,
02BR01900,T8682,1.0,42,,-4-,2,2,135,2,W,
02BR01901,T8698,1.0,41,,-1-,1,2,124,2,W,
02BR01902,T8211,2.0,00,"LTS,BIG BAG",BLK,2,1,153,3,W,
02BR01903,T8216,2.0,42,ENTR,14T,2,2,136,3,W,
02BR01904,T8239,2.0,41,R.P. OK,13T,2,2,181,3,W,
02BR01905,T8254,2.0,41,NICE,12T,2,2,186,3,W,
02BR01906,T8264,2.0,42,"OVX, SMALL",OVX,O,2,122,5,W,
02BR01907,T8224,2.0,41,,12T,2,2,155,3,W,
02BR01908,T8228,2.0,42,,12T,2,2,141,3,W,
02BR01909,T8299,1.0,ID,,41T,1,I,162,3,W,
02BR01910,T8297,1.0,ID,,42T,1,I,159,5,W,
02BR01911,T8274,2.0,42,,12T,2,2,131,1,W,
02BR01912,T8710,1.0,42,4TEATS,-1-,1,2,165,5,W,
02BR01913,T8712,1.0,ID,,42T,1,I,167,5,W,
02BR01914,T8718,1.0,41,NICE,-3-,1,2,164,5,W,
02BR01915,T8717,1.0,41,NICE,-2-,1,2,151,5,W,
02BR01916,T8705,1.0,42,,OVX,O,2,118,5,W,
02BR01917,T8743,1.0,42,,-2-,1,2,143,5,W,
02BR01918,T8748,1.0,41,.135 inbr,-2-,1,2,152,2,W,
02BR01919,T8766,1.0,42,,OVX,O,2,119,5,.,01
02BR01920,T7115,3.0,41,,12T,2,2,166,3,W,
02BR01921,T7104,3.0,41,DYSTOCIA,-4-,2,2,152,3,W,
02BR01922,T7106,3.0,41,DYSTOCIA,-5-,2,2,154,2,W,
02BR01923,T7102,3.0,ID,,42T,1,I,181,3,W,
02BR01924,T7130,3.0,ID,,43T,1,I,179,2,W,
02BR01925,T7142,3.0,41,,-1-,1,2,165,2,W,
02BR01926,T7153,3.0,ID,R.EYE TRT'01,42T,1,I,178,2,W,
02BR01927,T7164,3.0,41,DYSTOCIA,-5-,2,2,206,3,W,
02BR01928,T7165,3.0,42,DYSTOCIA,-5-,2,2,156,3,W,
02BR01929,T7186,3.0,ID,,43T,1,I,193,2,W,
02BR01930,T7188,3.0,ID,,41T,1,I,156,1,W,
02BR01931,T7175,3.0,42,,-4-,2,2,159,3,W,
02BR01932,T7035,3.0,ID,DYSTOCIA,42T,1,I,178,1,W,
02BR01933,T7058,3.0,ID,,43T,1,I,173,5,W,
02BR01934,T7064,3.0,ID,,41T,1,I,184,2,W,
02BR01935,T7069,3.0,ID,,42T,1,I,179,3,W,
02BR01936,T7025,3.0,ID,SM.BAG,41T,1,I,189,2,W,
02BR01937,T7029,3.0,ID,,41T,1,I,178,2,W,
02BR01938,T7080,3.0,ID,,41T,1,I,183,3,W,
02BR01939,T7095,3.0,ID,,41T,1,I,180,1,W,
02BR01940,T7072,3.0,ID,,43T,1,I,179,2,W,
02BR01941,T7362,3.0,42,,-1-,1,2,145,3,W,
02BR01942,T7321,3.0,41,,12T,2,2,161,2,W,
02BR01943,T7323,3.0,41,TRT EYES '00,-3-,1,2,159,3,W,
02BR01944,T7393,3.0,41,,-2-,1,2,168,3,W,
02BR01945,T7397,3.0,41,NICE,12T,2,2,149,3,W,
02BR01946,T7371,3.0,42,LTS,-2-,1,2,168,3,W,
02BR01947,T7375,3.0,42,SMALL,OVX,O,2,123,2,W,
02BR01948,T7372,3.0,42,,-3-,1,2,145,1,W,
02BR01949,T7415,3.0,42,,-4-,2,2,135,3,W,
02BR01950,T7400,3.0,42,,-4-,2,2,152,1,W,
02BR01951,T7404,3.0,41,,13T,2,2,190,2,W,
02BR01952,T7406,3.0,42,"OVX,BARREN",OVX,O,2,171,5,.,
02BR01953,T7408,3.0,42,,-5-,2,2,141,2,W,
02BR01954,T7454,3.0,42,,-5-,2,2,146,3,W,
02BR01955,T7465,3.0,42,GOITER,-1-,1,2,172,2,W,
02BR01956,T7424,3.0,41,"LT,L.",14T,2,2,161,2,W,
02BR01957,T7426,3.0,ID,,41T,1,I,181,2,W,
02BR01958,T7497,3.0,41,,-3-,1,2,164,2,W,
02BR01959,T7511,3.0,41,DYSTOCIA,-1-,1,2,167,1,W,
02BR01960,T7530,3.0,42,,-4-,2,2,165,1,W,
02BR01961,T7542,3.0,41,,14T,2,2,173,3,W,
02BR01962,T7552,3.0,42,,-1-,1,2,127,3,W,
02BR01963,T7520,3.0,41,,-2-,1,2,189,3,W,
02BR01964,T7522,3.0,42,"LT,R.",OVX,O,2,137,3,W,
02BR01965,T7581,3.0,41,WILD,-4-,2,2,194,1,W,
02BR01966,T7582,3.0,41,NICE EWE,-3-,1,2,179,3,W,
02BR01967,T7588,3.0,42,,-2-,1,2,142,3,W,
02BR01968,T7610,3.0,41,,12T,2,2,183,3,W,
02BR01969,T7602,3.0,41,,-5-,2,2,168,3,W,
02BR01970,T7633,3.0,41,,-4-,2,2,162,2,W,
02BR01971,T7637,3.0,42,,-2-,1,2,150,3,W,
02BR01972,T7653,3.0,42,,-3-,1,2,151,3,W,
02BR01973,T7685,2.0,ID,DYSTOCIA,41T,1,I,186,1,W,
02BR01974,T7686,2.0,ID,,41T,1,I,186,2,W,
02BR01975,T7682,2.0,ID,THIN,42T,1,I,147,1,W,
02BR01976,T7691,2.0,ID,,42T,1,I,184,2,W,
02BR01977,T7696,2.0,ID,,43T,1,I,169,1,W,
02BR01978,T7698,2.0,ID,,41T,1,I,178,3,W,
02BR01979,T7212,3.0,42,,14T,2,2,139,3,W,
02BR01980,T7218,3.0,42,,-1-,1,2,184,3,W,
02BR01981,T7219,3.0,41,BIO200 09/02,13T,2,2,162,1,W,
02BR01982,T7217,3.0,42,"DYSTOCIA,LT,L",12T,2,2,175,3,W,
02BR01983,T7201,3.0,41,,13T,2,2,170,3,W,
02BR01984,T7231,3.0,ID,,43T,1,I,199,3,W,
02BR01985,T7232,3.0,41,LT,-5-,2,2,184,3,W,
02BR01986,T7237,3.0,41,,-1-,1,2,167,3,W,
02BR01987,T7242,3.0,41,,13T,2,2,137,3,W,
02BR01988,T7248,3.0,41,,-1-,1,2,165,2,W,
02BR01989,T7265,3.0,42,SMALL,-2-,1,2,125,2,W,
02BR01990,T7226,3.0,41,,13T,2,2,176,3,W,
02BR01991,T7227,3.0,41,,13T,2,2,165,3,W,
02BR01992,T7280,3.0,42,CHUNKY,-3-,1,2,159,1,W,
02BR01993,T7286,3.0,41,,14T,2,2,146,3,W,
02BR01994,T7804,2.0,ID,,41T,1,I,179,3,W,
02BR01995,T7808,2.0,41,,12T,2,2,159,2,W,
02BR01996,T7830,2.0,41,,12T,2,2,159,3,W,
02BR01997,T7834,2.0,41,"LT,L.",14T,2,2,157,3,W,
02BR01998,T7843,2.0,ID,,ORE,V,I,186,5,W,
02BR01999,T7842,2.0,41,,14T,2,2,147,2,W,
02BR02000,T7849,2.0,42,SM.BAG,14T,2,2,169,3,W,
02BR02001,T7861,2.0,42,OVX,OVX,O,2,126,5,W,
02BR02002,T7864,2.0,ID,MSG 2/25/02,42T,1,I,185,1,W,
02BR02003,T7823,2.0,41,,14T,2,2,179,2,W,
02BR02004,T7885,2.0,41,,14T,2,2,178,3,W,
02BR02005,T7889,2.0,41,,13T,2,2,151,3,W,
02BR02006,T7871,2.0,41,,13T,2,2,157,2,W,
02BR02007,T7879,2.0,41,,14T,2,2,134,3,W,
02BR02008,T7877,2.0,41,,13T,2,2,180,5,W,
02BR02009,T7915,2.0,42,,12T,2,2,147,2,W,
02BR02010,T7912,2.0,41,R.P.,14T,2,2,159,3,W,
02BR02011,T7917,2.0,42,OVX,OVX,O,2,129,5,.,
02BR02012,T7902,2.0,41,,12T,2,2,168,3,W,
02BR02013,T7909,2.0,42,DYSTOCIA,14T,2,2,157,3,W,
02BR02014,T7938,2.0,42,TOO THIN ?,14T,2,2,128,1,W,
02BR02015,T7945,2.0,ID,THIN,42T,1,I,160,2,W,
02BR02016,T7953,2.0,42,,14T,2,2,147,3,W,
02BR02017,T7956,2.0,42,,14T,2,2,166,5,W,
02BR02018,T7961,2.0,41,,12T,2,2,169,3,W,
02BR02019,T7923,2.0,42,,14T,2,2,175,3,W,
02BR02020,T7926,2.0,41,,14T,2,2,175,5,W,
02BR02021,T7922,2.0,42,R.EYE TRT'01,14T,2,2,139,2,W,
02BR02022,T7993,2.0,42,,UTE,U,2,164,2,W,
02BR02023,T7995,2.0,41,,13T,2,2,169,2,W,
02BR02024,T7719,2.0,ID,,43T,1,I,156,2,W,
02BR02025,T7703,2.0,ID,KETOTOC?,42T,1,I,164,1,W,
02BR02026,T7705,2.0,ID,,42T,1,I,176,2,W,
02BR02027,T7733,2.0,ID,,43T,1,I,183,3,W,
02BR02028,T7735,2.0,ID,BAG SHRUNK,41T,1,I,209,3,W,
02BR02029,T7737,2.0,ID,,43T,1,I,181,2,W,
02BR02030,T7743,2.0,ID,,42T,1,I,162,1,W,
02BR02031,T7747,2.0,ID,,41T,1,I,172,2,W,
02BR02032,T7761,2.0,ID,GOOD,41T,1,I,140,2,W,
02BR02033,T7760,2.0,ID,? QUAD,43T,1,I,186,1,W,
02BR02034,T7768,2.0,42,,13T,2,2,144,2,W,
02BR02035,T7726,2.0,ID,GRAY DOT BACK,41T,1,I,161,2,W,
02BR02036,T7789,2.0,41,,13T,2,2,153,1,W,
02BR02037,T7791,2.0,41,,12T,2,2,163,3,W,
02BR02038,T7790,2.0,41,,13T,2,2,168,2,W,
02BR02039,T7793,2.0,42,,13T,2,2,144,3,W,
02BR02040,Z1961,10,58,OVX,OVX,O,2,0,5,W,
02BR02041,Z3588,6.0,97,CHK EYES,972,1,0,215,H,W,
02BR02042,Z3918,5.0,97,GOOD EWE,971,1,0,235,H,W,
02BR02043,Z3956,5.0,97,,971,1,0,223,H,W,
02BR02044,Z3952,5.0,97,SW.BAG,971,1,0,199,H,W,
02BR02045,Z3981,5.0,97,WGT.LOSS??,972,1,0,210,H,W,
02BR02046,Z3999,5.0,97,BIG BAG,971,1,0,198,H,W,
02BR02047,Z4129,5.0,ch,LOW PROD.,OVX,O,2,0,5,W,
02BR02048,Z4060,5.0,97,,971,1,0,214,H,W,
02BR02049,Z4027,5.0,97,SW.BAG,971,1,0,201,H,W,
02BR02050,Z4074,5.0,ch,"OVX,BARREN",OVX,O,2,0,5,W,
02BR02051,Z4335,5.0,00,,LAC,F,2,0,F,W,
02BR02052,Z4321,5.0,00,,LAC,F,2,0,F,W,
02BR02053,Z4320,5.0,00,,LAC,F,2,0,F,W,
02BR02054,Z4647,4.0,ch,"VLT,L.",UTE,U,2,172,4,W,
02BR02055,Z4666,4.0,ch,"OVX,PROD",OVX,O,2,185,5,.,
02BR02056,Z4264,5.0,ch,"X,CULL, OVX",OVX,O,2,0,5,.,
02BR02057,Z4226,5.0,ch,LOW PROD.,OVX,O,2,0,5,W,
02BR02058,Z4892,4.0,97,,972,1,0,213,H,W,
02BR02059,Z4940,4.0,97,BIG BAG,972,1,0,213,H,W,
02BR02060,Z4718,4.0,97,,971,1,0,225,H,W,
02BR02061,Z4704,4.0,ch,"DRY, OVX",OVX,O,2,0,5,W,
02BR02062,Z4708,4.0,ch,VLTS,UTE,U,2,180,4,W,
02BR02063,Z4738,4.0,97,ENTR,972,1,0,183,H,W,
02BR02064,Z4786,4.0,97,,971,1,0,240,H,W,
02BR02065,Z4798,4.0,97,,972,1,0,210,H,W,
02BR02066,Z4777,4.0,97,ENTR,971,1,0,182,H,W,
02BR02067,Z5388,3.0,97,ENTR,971,1,0,207,H,W,
02BR02068,Z5389,3.0,97,,971,1,0,196,H,W,
02BR02069,Z5403,3.0,ch,"BLK.DOT,LFLEG",UTE,U,2,151,1,W,
02BR02070,Z5501,3.0,97,ENTR,972,1,0,230,H,W,
02BR02071,Z5592,3.0,97,NICE,972,1,0,197,H,W,
02BR02072,Z5854,3.0,00,,LAC,F,2,0,F,W,
02BR02073,Z5923,3.0,00,,LAC,F,2,0,F,W,
02BR02074,Z5982,3.0,00,RP ok,LAC,F,2,0,F,W,
02BR02075,Z6154,2.0,97,ENTR,972,1,0,182,H,W,
02BR02076,Z6155,2.0,97,"ENTR,SEV.",972,1,0,208,H,W,
02BR02077,Z6073,2.0,97,,971,1,0,218,H,W,
02BR02078,Z6360,2.0,97,R.EYE ULCER,971,1,0,202,H,W,
02BR02079,Z6368,2.0,97,,971,1,0,208,H,W,
02BR02080,Z6382,2.0,97,NICE,971,1,0,242,H,W,
02BR02081,Z6373,2.0,97,IDZ 454,971,1,0,181,H,W,
02BR02082,Z6402,2.0,97,,972,1,0,206,H,W,
02BR02083,Z6565,2.0,00,BLACK EWE,BLK,1,1,173,5,W,
02BR02084,Z6227,2.0,97,,971,1,0,186,H,W,
02BR02085,Z6299,2.0,97,,972,1,0,225,H,W,
02BR02086,Z6297,2.0,97,ENTR,972,1,0,214,H,W,
02BR02087,Z6276,2.0,97,,971,1,0,235,H,W,
02BR02088,Z6874,2.0,97,TRT R.EYE,972,1,0,237,H,W,
02BR02089,Z6872,2.0,97,"LTS, ENTR",971,1,0,208,H,W,
02BR02090,Z6878,2.0,00,BLACK EWE,BLK,2,1,160,1,W,
02BR02091,Z6905,2.0,97,ENTR,971,1,0,196,H,W,
02BR02092,Z6931,2.0,97,,972,1,0,208,H,W,
02BR02093,Z6990,1.0,97,LEGGY,972,1,0,149,H,W,
02BR02094,Z7134,1.0,97,ENTR,971,1,0,197,H,W,
02BR02095,Z7141,1.0,97,,972,1,0,197,H,W,
02BR02096,Z7152,1.0,97,ENTR,971,1,0,188,H,W,
02BR02097,Z7120,1.0,97,WEAK,972,1,0,169,H,W,
02BR02098,Z7181,1.0,97,,972,1,0,165,H,W,
02BR02099,Z7184,1.0,00,"BLACK,HAIRY",BLK,1,1,187,5,W,
02BR02100,Z7196,1.0,97,NICE,971,1,0,195,H,W,
02BR02101,Z7010,1.0,00,BLACK EWE,BLK,1,1,136,2,W,
02BR02102,Z7015,1.0,97,,972,1,0,168,H,W,
02BR02103,Z7048,1.0,00,"BLK.EWE,R.EYE",BLK,2,1,185,5,W,
02BR02104,Z7020,1.0,97,NICE,972,1,0,166,H,W,
02BR02105,Z7098,1.0,97,NICE,972,1,0,170,H,W,
02BR02106,Z7099,1.0,97,,972,1,0,184,H,W,
02BR02107,Z7074,1.0,97,SM.BAG,971,1,0,193,H,W,
02BR02108,Z7200,1.0,97,,972,1,0,200,H,W,
02BR02109,Z7245,1.0,00,BLACK EWE,BLK,2,1,169,5,W,
02BR02110,Z7247,1.0,00,DARK PINTO,BLK,2,1,168,1,W,
02BR02111,00035,2.0,00,BLACK EWE,BLK,1,1,180,2,W,
02BR02112,00040,2.0,00,BLACK EWE,BLK,2,1,154,1,W,
02BR02113,00022,2.0,00,BLACK EWE,BLK,2,1,155,1,W,
02BR02114,00087,2.0,00,"SM.BAG,BLACK",BLK,1,1,176,2,W,
02BR02115,00097,2.0,68,DYSTOCIA ok,-5-,2,7,155,2,W,
02BR02116,00001,2.0,88,TAG CUT '2002,-5-,2,0,152,1,W,
